#OTU ID,Lyz2.04B.FP244.S41,Vil1.05B.FP57,Itg.02.FP409.S9,Vil1.01B.FP07,Lyz2.04B.FP243.S92,Lyz2.04B.FP245.S42,Vil1.01B.FP08,Vil1.14B.FP167,Vil1.06B.FP67,Lyz2.01B.FP208.S56,Vil1.09B.FP108,Itg.22.FP515.S18,Lyz2.05B.FP255.S52,Itg.24.FP528.S31,Vil1.04B.FP43,Vil1.08B.FP95,Vil1.09B.FP106,Vil1.10B.FP120,Vil1.03B.FP32,Vil1.08B.FP96,Itg.26.FP540.S44,Vil1.06B.FP68,Lyz2.08B.FP291.S89,Vil1.01B.FP09,Vil1.06B.FP69,Vil1.02B.FP19,Itg.26.FP539.S43,Itg.18.FP491.S94,Itg.16.FP481.S84,Vil1.03B.FP33,Itg.08.FP445.S46,Itg.24.FP529.S32,Lyz2.08B.FP292.S90,Vil1.10B.FP119,Vil1.04B.FP44,Itg.20.FP504.S7,Vil1.07B.FP79,Itg.24.FP527.S30,Lyz2.07B.FP279.S77,Lyz2.06B.FP269.S67,Lyz2.03B.FP231.S79,Lyz2.07B.FP281.S79,Vil1.09B.FP107,Itg.08.FP443.S44,Vil1.04B.FP45,Lyz2.05B.FP256.S53,Itg.12.FP469.S71,Itg.06.FP433.S34,Lyz2.02B.FP220.S68,Lyz2.05B.FP257.S54,Vil1.08B.FP94,Itg.02.FP408.S8,Vil1.02B.FP21,Itg.16.FP479.S81,Vil1.05B.FP55,Itg.22.FP516.S19,Itg.04.FP420.S20,Itg.10.FP456.S58,Vil1.13B.FP156,Itg.18.FP492.S95,Itg.12.FP468.S70,Itg.12.FP467.S69,Itg.20.FP505.S8,Vil1.14B.FP166,Itg.22.FP517.S20,Lyz2.06B.FP268.S65,Lyz2.03B.FP233.S81,Lyz2.02B.FP221.S69,Vil1.07B.FP81,Itg.06.FP431.S32,Lyz2.06B.FP267.S64,Itg.02.FP407.S7,Itg.04.FP419.S19,Lyz2.01B.FP207.S55,Vil1.13B.FP155,Itg.08.FP444.S45,Vil1.13B.FP154,Vil1.14B.FP168,Vil1.03B.FP31,Lyz2.03B.FP232.S80,Itg.18.FP493.S96,Itg.10.FP457.S59,Itg.06.FP432.S33,Lyz2.01B.FP209.S57,Lyz2.07B.FP280.S78,Itg.16.FP480.S83,Vil1.07B.FP80,Itg.10.FP455.S57,Vil1.05B.FP56,Vil1.02B.FP20,Itg.04.FP421.S21,Itg.26.FP541.S45,Lyz2.08B.FP293.S91,Itg.20.FP503.S6,Lyz2.02B.FP219.S67,Vil1.10B.FP118,SLCFP021,SLCFP069,SLCFP111,LYZFP304,SLCFP067,SLCFP051,LYZFP328,LYZFP317,SLCFP093,SLCFP091,LYZFP327,SLCFP073,SLCFP128,SLCFP092,SLCFP002,SLCFP019a,LYZFP316,SLCFP075,SLCFP049,LYZFP339,LYZFP315,SLCFP050,LYZFP352,LYZFP305,SLCFP127,LYZFP340,SLCFP129,LYZFP351,SLCFP074,LYZFP303,SLCFP003,SLCFP068,SLCFP001,SLCFP110,LYZFP353,SLCFP109,SLCFP020,LYZFP329,LYZFP341,SLCFP164,SLCFP163,SLCFP145,SLCFP165,SLCFP146,SLCFP147
PWY-5484,26188.0053,40486.374,24602.7205,35822.7684,58379.417,20721.8779,27490.7789,45503.5417,32921.8434,48923.1031,76347.3797,23368.7402,22728.929,38353.2857,38642.8402,88288.9536,69689.4559,45435.9858,38346.277,97528.5288,37291.3155,31709.8186,20997.3799,44397.8914,37321.95,50661.5443,23580.7413,35867.723,42553.3042,52099.8489,33564.5585,36790.2249,19935.0325,85240.6134,32459.0803,49288.411,28172.7075,21898.4329,8377.6999,17030.6443,47850.039,16002.109,65312.2998,32376.6036,35428.3803,8598.6678,45264.504,35346.2976,55979.8423,15333.8741,77847.7008,22536.4779,47162.9565,27809.3824,48766.7906,49969.2351,18772.9168,33845.5545,19063.6757,48110.3193,35853.2132,38159.4884,49081.4822,59076.9085,42198.5568,22260.9098,60389.3177,48095.3491,38875.7449,22746.3216,28836.88,15107.5086,20777.0903,28481.6255,12583.563,27368.1666,24771.6945,37821.6598,35617.0156,50195.9625,34485.5328,42236.2207,35989.3032,31693.2605,12787.0533,45932.5944,30475.767,61625.6471,30552.6578,39063.2797,25606.0092,36025.8232,25367.4163,43091.0522,36479.8112,62825.2219,17133.7938,10537.0262,14362.2744,87566.7557,13142.7644,15156.0416,41422.7658,172118.2937,26225.9669,25545.661,96415.5206,24265.5617,19942.7763,37305.9225,18319.2494,16728.412,103619.8414,12327.2948,17739.0404,58931.5106,108834.6079,13735.6155,36021.8847,214597.1749,13317.6858,42667.9821,10588.2992,55625.7575,21520.8291,120851.411,24158.0863,12569.3054,22951.6359,6668.9499,26097.6858,18713.7585,18695.3785,59394.9242,46962.945,31771.8128,30124.4344,33355.0222,28031.439,48578.1904,25526.5358
PWY-5505,14062.5083,42315.7974,13202.9794,12941.2434,13753.8505,11963.2847,15308.3373,2502.3233,23311.3605,40450.5944,43879.9204,6670.41,11015.6861,17334.0212,22092.5102,24583.8996,32009.1179,23692.6716,25129.4129,61080.6071,20763.851,30842.4323,6719.1791,27612.8275,42977.5811,14108.8035,7499.8265,25510.5396,35302.1478,33108.4306,21419.3086,22644.2092,10795.5795,39188.3622,19910.2965,28160.3388,16602.9638,13642.7331,4967.1604,16450.8923,9428.578,14970.9773,47172.6898,13990.7511,27220.1952,6699.2944,28086.7389,19184.5677,26547.2245,13389.3804,39369.7904,9027.1071,28756.9748,18372.4855,31483.0902,29182.6041,7141.2109,13053.8094,924.9925,34594.848,22829.6188,21453.581,33042.6353,7754.0023,29212.3492,17097.1394,17899.3517,23217.0828,30117.9113,11189.1681,19558.4748,4193.1425,18045.9495,18441.2208,386.1405,15566.947,4180.0427,3430.5165,13547.8054,12721.1513,24733.5408,20992.7233,13979.9748,28289.6116,8084.2997,35132.4556,18611.8029,18116.4233,33563.6784,19533.558,17138.8245,18391.0635,16776.8422,18321.9722,26358.0905,40455.5743,11947.3574,5963.3452,12230.9948,52105.6358,3809.385,19289.6559,37025.2273,13181.5965,10943.3956,10616.3675,49569.2777,7951.409,9825.5188,14688.7712,10521.1332,14078.2397,51305.6291,7761.5066,15177.5938,48063.6388,42856.7926,10276.748,29747.3064,15362.0948,4042.2011,33976.1534,7300.4863,44448.9238,11040.738,29173.8701,16358.7966,4257.1631,10593.2278,7784.2059,27619.2114,9097.7297,13668.2297,61951.7526,35129.8032,10533.1293,14191.765,8204.3082,12268.7667,22756.1023,15685.9622
PWY-5507,0,0,0,0,0,0,0,0,0,0,0,0,0,79.1596,0,0,0,181.521,0,171.5571,129.288,0,0,0,0,94.6573,0,223.662,109.2276,0,67.9824,64.8824,0,0,0,0,0,44.578,0,0,0,0,130.3402,150.6963,0,0,109.4172,0,74.971,0,0,0,0,119.6037,0,0,60.223,0,0,0,0,131.5997,0,0,0,0,0,0,0,0,0,0,88.6013,0,0,139.6617,0,0,0,0,120.6731,0,65.1573,0,0,182.7473,0,0,0,0,0,97.5563,0,0,65.7242,0,67.5896,0,0,253.7914,35.2829,0,0,0,0,0,0,0,70.0145,171.4234,0,33.6172,555.8818,0,32.4446,0,38.7458,0,399.0185,0,35.701,0,82.2873,279.4485,0,37.4315,166.0602,0,38.0513,104.2353,150.3509,36.8341,98.3574,0,0,0,0,0,0,0,0
PWY-5509,10483.4167,25042.1171,8294.4163,4967.6711,15904.0737,8635.8471,6955.5543,14147.6367,11051.1284,25968.9022,4338.8203,4955.9403,4787.8763,11802.2053,9935.8691,6485.0507,3519.6568,8642.534,14329.8808,23538.7149,13172.7306,19013.6348,3379.3759,13690.5913,27644.4582,8258.9495,4819.1422,8589.1393,15263.9551,20727.741,12644.0368,15354.7269,6161.1034,22291.2546,8924.0704,15937.9014,4602.4163,9196.598,2036.6588,10932.3647,8012.8375,7040.4536,4638.132,7611.934,12104.3307,3644.5318,14879.9509,9526.3706,15836.421,7556.0746,9752.9225,6357.3591,15194.1107,5025.3546,16819.8581,18366.574,3974.2009,9116.0679,996.1988,13737.3727,12353.6322,10265.5709,18669.286,12388.9595,18426.3939,11082.2193,12025.6722,12923.526,13441.1912,4815.7219,12821.053,3025.8973,11768.0137,10508.1226,1274.2786,7831.9338,2444.7893,12574.6003,6315.0203,9856.2356,12646.9228,14230.0204,5060.1269,18245.93,3051.004,12662.9145,5513.8128,11987.3187,21556.6336,10460.0163,10513.7289,11501.0209,10002.2992,10680.5172,17526.9162,8025.6083,5741.3746,2690.3803,7677.4387,35584.9366,2810.8928,10618.8453,18191.7801,84226.0818,9852.0099,9366.4003,8049.5966,3744.0634,4855.9013,14450.8493,6286.7137,4571.789,46120.7961,4306.4859,7600.8921,11468.9075,50399.8847,5550.3556,15631.757,37603.2926,1860.6513,14512.4843,3599.3784,20875.7519,5251.6164,25464.0878,9147.5582,2740.9987,6705.6131,4778.0947,15593.2233,5353.7301,5562.1184,39416.196,19463.9951,8935.7798,10269.0744,4408.9042,9498.3202,10790.8472,8722.1741
PWY-5532,0,0,0,4.1519,0,0,3.6878,0,7.7698,0,0,0,4.6667,5.7225,54.3496,0,0,4.5463,23.6594,6.5397,0,5.016,0,5.5775,4.5294,15.4515,4.889,0,0,2.9684,7.9867,0,0,0,39.7358,0,10.768,0,0,0,2.2423,0,4.5348,33.0675,20.6928,2.7273,17.4599,0,7.6677,3,0,0,12.6892,0,9.7297,0,3,0,0,5.2941,12.7059,22.5103,0,0,0,0,0,0,5.0602,4,0,0,4,0,0,23.7176,0,0,15.6312,0,2.75,0,2,0,0,0,4.5114,0,0,13.8741,3.8298,6.0226,0,0,6.7647,0,0,0,0,2.8197,7.8261,0,0,0,0,0,0,0,0,0,0,7.5,42.9458,0,0,0,25.8963,0,0,0,0,0,0,0,0,36.9912,11.2909,0,20.4212,8.4444,0,13.4615,9.6923,0,0,10.3279,32.4529,1.4973,5.0769,2.3798,1.498
PWY-5659,8753.6919,29645.2339,10079.7642,20358.3358,20970.7565,7603.6772,15160.6878,4809.7312,19273.9522,27942.5231,12219.4668,9453.7949,9616.0102,14456.2746,21845.0382,10686.9509,10111.9298,16211.3204,18450.2359,30507.7479,17670.9101,19562.5621,8102.1024,22217.8672,23301.2751,20394.7798,10613.0198,18650.3788,23398.3005,24232.7465,16332.102,15837.9501,8542.3399,9924.432,17647.9066,21579.9277,20355.9501,9479.5741,5029.4328,8548.1854,15327.7458,6953.2761,13897.0306,15525.7411,20149.6824,4993.2049,21524.9996,12406.6909,25072.6516,9219.0215,12794.6408,8369.6993,20525.3589,13763.5945,31121.4727,22493.7501,5625.893,11782.1486,5304.897,23866.3117,17724.4186,18821.9735,21002.1831,5304.318,20065.4515,10858.4975,19942.8234,19308.2788,23544.8315,9134.9833,13947.4134,5571.8378,9974.9217,15521.432,9879.0477,13907.947,14932.6285,5296.3048,16929.4173,15051.311,19036.8273,18537.1962,14479.7477,18282.1994,5816.8634,26444.6643,23257.7037,20425.9881,22204.7149,17047.269,9353.1551,15972.2799,11848.0132,18602.3794,18538.9951,9711.8844,9794.1624,4886.1653,7583.6377,43549.5454,9954.6109,9034.1593,29374.8037,24911.9719,7662.8229,8839.5192,49397.3211,11445.0406,9878.2077,10824.3229,6936.7687,8984.4265,52679.9296,6119.9955,10507.7471,33057.2605,52963.2358,8177.2112,24569.0735,16775.3138,5556.9783,25119.8743,4270.7303,39728.0845,11128.9407,36293.1022,9181.2224,8092.6602,11419.3823,4340.2695,17782.0718,10255.7855,10223.5081,47732.5157,26256.9567,13649.2932,15008.4358,14713.539,10630.3518,18155.5785,11360.6605
PWY-5667,29246.0033,55995.1913,29040.4963,37948.047,82174.6621,22694.798,28307.0823,60558.3021,33812.4024,56830.8843,89706.0042,26515.0696,24809.5293,41826.4245,40462.519,150040.8551,82885.9514,51264.7949,43410.2528,110545.5477,40400.3376,39067.5466,29576.7132,47035.0961,51831.4157,55546.0254,25073.4777,38661.5749,44045.4453,63179.5306,35777.0971,40888.7881,23556.5061,101551.2458,34976.8396,53705.729,26614.1728,24674.3042,8656.702,23582.3196,78753.7077,18886.1346,86693.9008,35823.5076,38745.2411,10487.1877,48777.2837,40876.3065,64960.1397,21086.6442,97623.7337,25200.5761,51144.8639,30368.4811,52332.2854,55581.7039,22849.9047,41762.844,46911.4159,52279.2414,38846.7968,40492.1496,53975.3815,101455.5653,47450.8098,27913.3523,78905.7121,55849.409,38808.7667,25451.705,33608.6838,16728.5787,24937.4666,31217.0287,57164.192,29024.471,210037.5435,50189.6118,37694.9275,77843.494,36147.6408,47131.1458,43640.2923,38562.269,14058.5937,46479.9833,28741.8679,83359.5955,44789.0736,41375.2085,28366.2281,38462.4263,28305.4783,48906.0183,40752.3382,87899.2245,16435.936,11526.1449,18540.3984,102240.3535,15317.4863,22604.8848,48026.7661,191415.1375,30221.844,28731.7344,100169.3677,31565.6137,21764.7521,47158.716,20223.169,16071.6971,121421.6781,13707.8017,19561.6975,66344.3987,133162.9075,14786.3258,40969.9102,361155.7756,16743.5695,45881.5963,11804.641,60807.5872,24450.9873,260794.8233,26851.7852,14017.8459,24733.4521,10255.7932,34409.654,20037.9513,17809.1669,83721.494,50843.7105,33838.94,30963.5097,42001.5879,30393.7968,54316.7501,27696.0794
PWY-5676,0,107.4693,59.5988,94.7594,35.7107,0,1221.9611,23.953,483.5324,83.6465,684.7526,35.8562,47.6653,212.0692,1541.2668,2156.9856,238.1746,389.2228,1574.2485,12478.1534,270.9269,271.1848,47.4123,71.6266,306.7342,118.8208,254.4222,447.4032,166.475,2307.8738,130.8644,142.4649,82.426,3074.9104,928.9617,142.4401,337.515,106.4702,92.4694,11.98,59.0352,0,951.7419,464.5037,610.0762,35.6284,284.1004,141.6921,130.8762,35.8132,236.9015,94.8637,95.3945,373.8689,248.4774,59.8302,70.8149,71.6909,11.9606,438.0247,224.9287,489.061,189.3911,59.9067,47.8699,35.8503,23.9047,71.5053,442.0589,105.5028,23.9385,82.3296,129.4908,106.5425,195.7846,361.0777,11.8303,107.1303,1106.1212,23.8805,306.7161,71.7449,164.394,35.8991,35.7173,331.0509,314.6499,83.7128,83.5975,142.1538,94.7294,177.6133,23.934,188.1141,107.0827,1163.0122,175.7136,0,151.2879,343.3669,168.653,0,95.503,3190.7936,0,0,179.0771,92.5251,445.2623,131.2158,0,245.2007,919.2993,0,93.579,71.8504,902.2768,0,711.9864,663.4125,228.56,143.1097,70.2227,913.7192,0,617.6079,106.8515,70.2458,491.071,261.8556,282.0084,283.889,222.5418,261.9169,225.8113,209.848,346.3298,2412.2171,129.2624,35.9301,164.9837
PWY-5677,32.3738,600.1237,134.2748,196.2001,69.7779,40.5312,215.1418,4.4335,442.5387,599.5804,51.5272,163.3616,88.526,417.1418,771.6922,52.5828,86.167,203.4456,783.0257,431.8363,235.7181,622.3511,302.3355,439.0868,835.2199,263.2908,58.0735,230.8466,633.9569,2560.2145,821.1687,414.6639,344.9102,88.074,507.0788,675.4023,170.1688,203.7106,59.5216,531.9834,93.0744,81.3091,162.9723,336.2799,863.986,59.1635,565.7193,123.2008,755.7627,62.6221,138.6358,115.4516,478.1271,247.8354,714.5953,435.5022,248.8937,389.288,11.2485,376.405,489.8063,494.6414,837.5294,2.8107,453.4267,562.4791,55.6172,566.5916,300.7747,91.8391,728.3389,28.8693,816.5166,319.8599,6.3536,431.3246,6.7741,39.7986,368.14,74.9524,298.2545,854.7448,79.6196,282.4678,25.7987,656.2379,130.2476,476.376,538.3285,305.1437,567.9947,170.8915,644.8967,427.8175,433.8994,284.385,135.882,133.969,392.6958,1329.4353,109.1883,341.0826,1093.924,447.502,360.1563,280.6758,1189.2699,189.1255,83.5166,196.3736,594.8034,165.1252,2532.0588,100.5195,416.8978,1167.3434,2303.3328,269.4282,1009.8567,548.6824,26.0158,909.146,23.7631,1467.6394,241.1807,1054.0198,839.6866,94.0876,479.2931,164.1971,791.944,292.8073,205.3261,1943.2159,1229.4802,189.2677,172.3488,150.685,326.8026,359.7261,861.3161
PWY-5686,29114.5656,54792.3291,29007.3456,38932.874,81331.6562,22349.9331,28843.1793,65809.943,34654.8654,54129.2083,91225.6795,27790.3817,25182.469,42088.8497,41992.3614,143382.8915,83576.2806,53694.8566,42657.5816,103758.6473,41232.3969,38459.4066,28996.7485,46689.5156,50022.7553,56236.721,26082.7258,42695.4478,46240.2455,60958.3424,37206.765,40699.0076,23330.3873,103332.0574,35652.3677,53090.5456,30695.5579,24584.7324,8891.6712,23715.0155,76884.8643,18364.1529,89207.9379,38644.0253,38909.9845,10562.8198,51055.9689,40226.8369,62697.5622,20904.5905,95096.9656,25645.8463,50569.5223,32471.8609,53229.1197,56934.4766,22505.0554,43115.7679,49345.8317,57426.0824,40371.2118,42415.8854,52853.0616,109677.8652,48355.602,28039.6998,76885.1788,53871.0129,40395.306,25323.6515,33746.9093,16968.4199,24536.6916,30192.4189,62061.8945,31173.0492,229355.1499,54035.9583,37781.6317,76171.6553,38252.5616,48219.6096,43943.9612,36506.6108,14147.0814,50335.3882,33753.35,85984.319,43859.2842,41819.6028,27964.2088,39338.2314,28138.4571,48805.4077,39258.7543,88256.7339,17467.4095,11338.4322,18393.3848,100907.6201,15762.4717,21803.0942,48903.2513,188414.3048,31172.4381,29821.5067,104586.4318,31377.3074,21778.714,48715.7538,20177.3438,17711.4409,121927.9732,13772.6046,20018.7646,70198.4041,132933.4056,15001.8681,41179.2469,347478.0935,16657.696,48873.1658,11434.405,62334.7897,24550.4315,252544.0309,26367.0877,14376.8955,25547.5562,10114.4725,34179.3428,20268.6787,19356.3818,82952.8734,52510.2554,33605.8313,31363.8523,42070.2126,29533.1331,54515.526,27305.323
PWY-5695,15137.5576,30562.3009,20019.1873,28434.2467,49239.4505,11885.9782,19806.3792,30828.8372,22562.2009,24509.9841,56629.177,20551.6745,21118.7218,28716.7472,28475.7579,21726.9125,48624.339,39414.5841,29182.0435,70371.7607,28529.8466,21403.9311,10282.4326,26950.7126,24886.3741,42678.309,20715.8221,28175.1235,27480.3402,41121.6019,21998.1273,25678.1464,7635.5433,62118.4393,22669.5247,30252.0254,23220.2484,16237.2769,7209.8019,11902.208,34129.8513,11770.1436,40912.9016,27410.9405,23023.5584,7493.766,31045.9013,15350.5928,27357.4498,13120.3889,23963.1255,18888.6551,34778.9386,19596.9402,41426.7765,34937.5473,8383.9687,26255.5636,9138.6686,35681.2116,24649.3683,28836.1898,26342.7955,56135.0664,27560.9102,16338.3336,38859.6048,20925.2647,26708.9118,13522.6565,21825.3042,13860.5439,11648.4312,16247.8102,14014.3455,21208.7585,43917.6649,29607.2079,30966.9603,35367.7525,24181.8622,28871.8658,22073.0069,16079.8379,7704.7931,33358.579,23508.2315,52934.7332,23443.7296,30518.9699,13653.3363,27705.4694,11181.8411,29791.1891,18662.2364,36943.2936,12294.4457,6835.812,10632.864,37212.9759,10810.2081,11301.4394,34425.8557,123993.3482,17976.8907,18916.1252,88450.3735,13542.61,14609.8177,27640.6147,12573.5034,11541.3995,69071.7886,5374.5077,16293.801,38963.5877,83808.1125,10976.0303,23649.2338,71230.1726,8913.2162,24041.2743,6232.414,41312.3405,11670.9719,57246.9065,15803.8401,10302.3987,18190.6673,5360.2089,16009.8107,16158.2056,13330.3225,55904.7794,23869.0835,29408.5947,25552.9486,26622.9383,24020.7779,35856.7045,18174.1076
PWY-5705,472.7172,1662.4053,388.5553,329.3409,376.0966,593.2417,694.2818,257.6364,383.6334,1883.4974,176.6264,177.4037,254.4568,666.6701,647.6944,1479.6731,434.759,176.1358,488.1688,8247.9815,685.4969,696.7033,285.2526,1245.6966,867.1483,330.1451,181.3855,309.1507,716.9368,595.4221,674.2754,1222.7066,729.4777,461.4321,601.0072,749.8237,267.4097,594.2286,250.4,722.831,333.409,811.1833,364.0715,265.9455,1045.1655,175.8615,1113.5159,487.8175,1431.9001,462.2057,1875.8867,181.4964,1089.8045,197.6813,1021.1511,824.6151,253.7098,650.6256,81.5535,514.9618,927.6649,713.6459,775.4173,149.1909,857.9608,868.5601,1233.0467,1178.1748,919.9888,324.0127,1001.6919,92.8974,623.9296,902.3773,98.2093,353.7166,847.5324,244.3742,186.4988,395.4336,439.1361,1052.1929,257.4852,1501.0038,366.9177,621.1313,324.1332,654.9687,1331.4157,486.8373,470.9615,734.2687,1108.5165,455.567,1337.0247,440.2129,167.2904,203.9226,609.4425,2290.4543,102.7799,885.0072,825.5033,1801.6882,442.5999,271.6344,735.8859,234.2613,177.8065,319.0971,239.5188,124.6311,2371.0529,291.2183,635.9683,708.8818,1776.4882,501.7167,528.7516,1121.8542,70.3645,860.7042,255.5423,890.1581,273.3706,1286.5473,420.981,90.6615,250.8318,241.2297,638.5783,292.5243,198.1449,2502.5712,1234.7615,632.751,501.8465,801.0404,847.265,866.2703,1112.8685
PWY-5741,0,0,0,12.5474,0,0,8.2005,0,53.5072,0,0,0,6.3301,16.583,172.4141,0,0,18.8866,181.6382,21.2594,25.1538,29.5046,0,9.4598,19.4359,15.5958,25.3574,52.7589,16.4877,263.8245,8.8619,10.2495,0,0,84.7239,0,22.8064,5.3753,11.0052,0,7.7762,0,16.9684,43.6026,44.0644,4.7307,25.0857,0,8.7641,4.7432,0,0,12.6215,37.5008,24.9982,0,6.4828,0,0,46.6173,25.122,52.2566,0,0,0,0,0,0,7.7178,7.0265,0,10.6205,12.923,0,0,32.9804,0,0,116.5922,0,34.3184,0,7.3743,0,0,32.425,19.5748,0,0,18.6884,7.235,12.4179,0,0,8.5601,0,12.047,0,0,29.7059,21.0951,0,0,0,0,0,0,0,50.0929,15.214,0,16.9766,85.7343,0,12.2766,0,84.2513,0,57.2556,0,30.4535,0,9.1152,92.3706,0,43.5097,12.9359,0,59.0678,27.3121,19.0495,35.7823,19.8101,0,0,23.8751,39.3265,2.6567,5.5798,1.825,1.8982
PWY-5747,0,9.3452,0,2.9628,2.3571,1.6,12.2558,54.7489,6.1628,1.6627,7.2841,0,0,0.9544,0.9975,15.4622,0.8811,5.362,6.8788,38.2059,2.1159,21.7022,4.1408,2.9118,13.0983,5.04,1.7968,3.4461,0.976,9.3634,3.0539,0.9282,1.4873,6.9017,0.9945,2.4738,5.7006,4.3373,2.1184,2.1463,2.8768,1.44,3.8858,3.8506,5.676,1.0714,4.1257,1.9459,1.7157,0,3.8182,0,4.6853,11.0352,13.3237,0,0.9404,0,13.0446,0.9339,0.9737,0.9877,0,11.4783,0,1.9297,1.8529,1.3462,4.9123,0.8889,1.8886,1.4328,15.6594,0.6667,24.4286,0.9854,21.4884,45.0381,7.7804,2.1053,0.9135,1.8227,0.9195,1.8667,0.6667,4.262,2.7136,0.7972,7.6459,3.5252,0.9518,2.6573,3.1639,0.7934,0,7.4173,8.4689,0,9.8512,138.5102,0,16.3589,84.2553,155.0914,25.1223,0,167.7496,0,0,24.5348,16.6608,0,159.7245,0,46.1399,84.8744,121.6709,16.3366,40.3928,101.3745,0,40.1238,0,105.728,0,108.7666,0.9721,0,57.2491,0,33.3332,0,0,144.5799,55.1242,4.5,2.8296,3.4784,4.7117,18.8123,398.4091
PWY-5837,4.0633,232.9492,35.9747,456.2657,40.5865,34.8584,313.627,895.2167,21.1339,30.0928,1462.6639,9.3228,4.1755,16.6055,1817.8408,1568.4765,1119.2373,391.1682,429.696,2605.614,30.8527,12.2862,26.1619,211.8713,20.5386,246.6405,12.3041,57.138,22.4855,386.1808,61.067,17.0218,40.6124,1215.7382,679.7595,27.6159,42.1066,19.9337,2.5023,36.7279,7.7443,5.8661,730.2672,32.3528,583.2703,5.4108,197.5839,28.7151,100.451,38.2642,1625.4157,9.4611,91.8705,27.1789,627.6664,15.3104,13.2598,185.5677,1232.166,22.0453,161.3704,290.1385,21.3336,531.8972,11.1808,36.1821,5.9869,35.7579,94.4159,6.357,18.8964,2.3319,20.2,10.0015,2576.7717,15.113,3807.8032,838.6171,1070.5438,6.8501,31.3903,204.1202,18.4492,10.5417,15.8337,55.04,81.8051,924.2122,159.582,180.7238,5.4935,32.3013,56.8546,28.3661,28.3843,1156.0443,78.6356,802.7366,104.8218,317.6808,3371.0524,722.165,431.347,296.1512,139.0571,10.4787,444.649,58.6397,35.8435,83.6392,45.6883,81.5809,373.7736,33.0308,310.1982,233.3071,335.6644,835.0911,261.4029,351.7949,8.7322,122.2322,45.2986,309.3475,35.4666,310.8186,97.0127,2227.0897,131.5757,25.8479,151.8751,74.0014,89.9948,629.1141,169.5388,9.5923,6.529,1546.0587,11.1549,534.6855,1172.257
PWY-5838,13.9195,768.8623,121.7158,1502.2864,138.8379,118.3759,1027.9929,2537.987,72.2405,102.7074,4125.6802,31.9101,14.2999,56.7757,5196.6887,4229.0253,2953.2594,1287.0341,1380.0937,6841.7074,105.3285,42.0231,89.0342,709.0524,70.1446,829.7712,42.1032,194.5357,76.8456,1260.7789,207.2775,58.1669,137.0509,3748.9606,2113.7257,94.39,143.6092,67.9228,8.5692,123.2394,26.5348,20.0568,2188.137,110.5502,1821,18.4726,660.3722,97.8542,340.5878,128.3319,4031.6153,32.3382,311.4738,92.746,2024.637,52.3787,45.163,619.1849,3036.8422,75.3996,539.1246,960.5241,72.9243,1638.3213,38.2541,122.328,20.5176,121.9678,319.534,21.7644,64.4923,7.988,68.7562,34.2233,4776.5425,51.7005,6919.0758,2422.3881,3241.1152,23.4726,107.0755,681.9205,63.1044,36.0499,53.927,187.5574,277.6049,2987.2275,528.3341,607.014,18.7954,110.2367,191.8359,96.9741,96.7947,3299.1842,262.6866,1881.3314,340.7107,1059.032,6059.2172,1873.7238,1390.6396,1006.719,456.5337,35.8315,1494.5076,198.5889,121.96,281.9285,154.3801,272.1345,1260.2651,111.1075,991.0888,785.1464,1137.1487,2233.8597,858.1567,1182.1874,29.8482,411.9205,151.3024,1030.8269,120.5723,1047.0808,324.1699,4606.055,440.3993,86.2161,498.766,248.6854,300.6025,2034.2529,566.9462,32.8456,22.3672,4502.7902,38.163,1725.8502,3152.4903
PWY-5840,13.9224,770.4469,121.9523,1505.8196,138.9108,118.6131,1030.9346,2839.2649,72.2546,102.7509,4271.2919,31.9178,14.3014,56.8024,5254.4922,4392.1106,3117.1144,1294.7624,1387.7046,7052.7477,105.3847,42.03,89.1276,710.4733,70.1633,831.7338,42.113,194.6755,76.8647,1266.2475,207.5593,58.1935,137.3422,3894.4665,2130.5263,94.4303,143.6275,67.9768,8.5697,123.576,26.5387,20.0619,2242.5162,110.5986,1833.7564,18.4785,662.7984,97.9349,341.0539,128.5642,4207.2358,32.354,311.8453,92.789,2030.4592,52.3957,45.2084,623.2098,3139.0643,75.4214,541.0538,964.5316,72.9558,1739.5152,38.2648,122.528,20.5194,122.0528,319.7032,21.7679,64.5227,7.989,68.8016,34.2297,5042.3737,51.7145,7376.608,2637.6978,3270.4529,23.476,107.1239,685.0344,63.1232,36.058,53.9628,187.6377,277.6633,3027.3475,529.4023,608.3539,18.8004,110.3038,192.1966,97.0131,96.8441,3454.042,263.0415,1949.2205,343.057,1062.9998,6219.3592,1906.0785,1395.2907,1009.9363,460.9888,35.8477,1496.5396,198.9368,122.0377,283.2647,154.7409,272.6576,1263.7856,111.4207,993.2225,786.525,1139.6482,2259.4465,860.7688,1192.5993,29.8593,412.61,151.7152,1032.3807,120.7114,1051.1854,325.3825,4736.1764,441.6212,86.4523,500.353,249.1462,301.1431,2040.079,568.362,32.8494,22.3684,4601.772,38.171,1744.8456,3228.9227
