#OTU ID,Vil101BFP11,Lyz202BFP222S70,Itg22FP518S21,Lyz204BFP244S41,Vil105BFP57,Vil103BFP35,Itg02FP409S9,Vil101BFP07,Lyz204BFP243S92,Vil113BFP153,Vil107BFP82,Lyz207BFP283S81,Lyz204BFP245S42,Itg20FP508S11,Vil110BFP115,Vil101BFP08,Vil110BFP116,Vil114BFP167,Vil104BFP46,Vil106BFP67,Lyz201BFP208S56,Vil114BFP163,Lyz206BFP271S69,Vil109BFP108,Itg22FP515S18,Lyz205BFP255S52,Vil102BFP22,Lyz201BFP210S58,Itg24FP528S31,Vil105BFP58,Vil104BFP43,Vil108BFP95,Vil109BFP106,Lyz207BFP282S80,Itg16FP484S87,Vil110BFP120,Vil105BFP60,Lyz201BFP212S60,Vil103BFP32,Vil109BFP105,Vil105BFP59,Vil108BFP96,Itg26FP540S44,Vil106BFP68,Lyz208BFP291S89,Vil101BFP09,Vil108BFP92,Itg20FP507S10,Vil104BFP48,Vil106BFP69,Lyz203BFP234S82,Vil104BFP47,Itg24FP530S33,Vil103BFP36,Vil102BFP19,Itg02FP412S12,Itg26FP539S43,Itg18FP491S94,Itg16FP481S84,Vil103BFP33,Lyz202BFP224S72,Lyz205BFP259S56,Itg04FP422S22,Itg20FP506S9,Itg08FP445S46,Itg24FP529S32,Vil109BFP104,Itg26FP544S48,Lyz208BFP292S90,Vil110BFP119,Vil104BFP44,Vil113BFP152,Itg10FP460S62,Itg20FP504S7,Vil107BFP79,Vil114BFP164,Itg06FP434S35,Itg18FP496S99,Itg24FP531S34,Itg24FP527S30,Lyz207BFP279S77,Lyz206BFP269S67,Lyz203BFP231S79,Lyz207BFP281S79,Vil109BFP107,Itg08FP443S44,Itg02FP410S10,Vil104BFP45,Itg06FP436S37,Lyz205BFP256S53,Vil103BFP34,Vil107BFP83,Vil101BFP12,Itg12FP469S71,Itg26FP543S47,Vil110BFP117,Itg06FP433S34,Itg26FP542S46,Lyz202BFP220S68,Lyz205BFP257S54,Vil108BFP94,Itg16FP482S85,Itg02FP408S8,Vil102BFP21,Itg12FP471S73,Itg16FP479S81,Vil105BFP55,Itg22FP516S19,Itg04FP420S20,Itg10FP456S58,Lyz208BFP294S92,Vil113BFP156,Itg18FP492S95,Vil106BFP72,Vil102BFP24,Itg12FP468S70,Lyz205BFP260S57,Itg12FP467S69,Itg20FP505S8,Vil114BFP166,Itg04FP423S23,Itg22FP517S20,Itg12FP472S74,Lyz206BFP268S65,Lyz203BFP233S81,Lyz204BFP246S43,Vil114BFP165,Lyz202BFP221S69,Vil107BFP81,Lyz206BFP270S68,Vil107BFP84,Lyz204BFP247S44,Itg06FP431S32,Lyz201BFP211S59,Lyz206BFP267S64,Itg02FP407S7,Itg04FP419S19,Itg08FP448S49,Vil113BFP151,Vil101BFP10,Itg04FP424S24,Itg08FP446S47,Vil106BFP71,Lyz201BFP207S55,Vil113BFP155,Lyz208BFP295S93,Itg08FP444S45,Vil113BFP154,Vil114BFP168,Vil103BFP31,Lyz203BFP232S80,Lyz203BFP235S83,Itg18FP493S96,Lyz207BFP284S82,Itg10FP457S59,Itg10FP459S61,Itg06FP432S33,Lyz201BFP209S57,Itg12FP470S72,Lyz207BFP280S78,Itg10FP458S60,Lyz208BFP296S95,Itg16FP483S86,Lyz203BFP236S84,Lyz202BFP223S71,Itg02FP411S11,Lyz205BFP258S55,Itg06FP435S36,Itg16FP480S83,Vil102BFP23,Vil107BFP80,Itg22FP519S22,Itg22FP520S23,Itg10FP455S57,Vil105BFP56,Vil102BFP20,Itg04FP421S21,Vil108BFP91,Vil106BFP70,Vil108BFP93,Itg08FP447S48,Itg26FP541S45,Lyz208BFP293S91,Itg18FP494S97,Itg20FP503S6,Lyz202BFP219S67,Vil109BFP103,Vil110BFP118,Lyz206BFP272S70,Itg18FP495S98,SLCFP072,SLCFP021,SLCFP069,LYZFP308,SLCFP111,LYZFP307,LYZFP331,SLCFP131,SLCFP078,SLCFP070,LYZFP304,SLCFP067,SLCFP023,SLCFP051,LYZFP328,LYZFP317,SLCFP022,LYZFP355,LYZFP319,SLCFP005,SLCFP024,SLCFP093,SLCFP053,LYZFP320,SLCFP091,LYZFP327,SLCFP095,SLCFP077,LYZFP356,LYZFP354,SLCFP112,SLCFP073,SLCFP128,SLCFP092,LYZFP332,SLCFP002,LYZFP306,SLCFP071,SLCFP004,SLCFP019a,LYZFP316,SLCFP075,SLCFP049,LYZFP339,SLCFP094,LYZFP315,SLCFP050,LYZFP352,LYZFP305,SLCFP052,SLCFP076,LYZFP330,SLCFP127,LYZFP340,SLCFP129,LYZFP351,SLCFP074,SLCFP054,LYZFP303,SLCFP003,SLCFP068,SLCFP114,SLCFP006,LYZFP343,SLCFP132,LYZFP344,LYZFP342,SLCFP096,SLCFP001,SLCFP110,LYZFP353,SLCFP109,SLCFP020,LYZFP318,LYZFP329,LYZFP341,SLCFP148,SLCFP164,SLCFP166,SLCFP163,SLCFP150,SLCFP167,SLCFP145,SLCFP165,SLCFP146,SLCFP147,SLCFP149,taxonomy
1CMET2-PWY,39420.9921,23868.9113,16520.3493,18755.2501,42490.6601,13702.8177,19030.439,27723.373,36485.7668,42845.5956,43927.8541,17276.9174,15315.0245,53012.3016,38365.8743,21893.3255,34521.8055,7907.8166,38426.9973,27209.9823,41087.2966,65701.1939,17377.3633,52443.1742,15691.8108,16647.5819,37530.5802,15590.1386,26743.0554,16500.2921,31934.1317,44941.5414,40334.7122,13143.4847,40508.4107,33994.5873,22259.8776,9009.9022,31076.4714,33279.3182,37470.4288,73712.0858,29244.5445,29843.4005,15430.7461,35048.2227,57779.1992,61231.1228,25089.8279,38720.2088,26273.9452,44115.4693,6861.582,23484.8452,32635.0913,30104.5086,16620.6799,31900.7516,36053.7815,43048.8281,18439.5522,8636.4425,3990.6361,37628.2955,27377.6467,28729.1393,35787.2836,21025.4633,15883.0317,53237.2973,26634.8422,63058.1585,22567.175,37187.9479,23676.3288,40376.9426,51328.3327,14357.9285,6824.6369,17519.7952,7202.7467,17521.2544,28968.7802,14558.7644,54191.0774,25738.5649,15839.55,30524.6529,22395.377,7860.8163,24327.3223,32905.0721,37763.8984,37177.7835,34821.3669,32982.4827,26149.8909,30730.748,41620.2782,15503.8101,52232.5801,38412.4912,15254.744,36528.9532,36565.3953,23423.1923,41640.1107,39116.2596,12216.2874,24522.186,18482.6858,6919.1264,42309.3934,26134.1696,38802.8371,29768.8052,10193.0806,30534.6799,38268.0369,14978.5077,12686.3295,34991.1311,39541.4507,20576.9145,39776.0879,7160.5641,45572.2875,34747.0111,31892.9951,7449.5753,31684.4948,4062.1591,17100.066,19442.954,25045.336,9403.0462,18163.2943,28351.9306,46713.5225,30939.0119,15383.2642,20513.8614,50631.1124,22803.7502,9890.1221,15202.8324,22471.2779,16602.7799,10908.0829,25441.4658,30920.5834,24119.3088,28869.3908,8298.5909,32767.2336,24645.0624,26100.4787,28209.5807,36443.3488,10541.3207,17302.9045,13116.6613,50374.7858,18627.8326,28207.2248,37350.3303,9165.5729,36637.3918,39267.8208,38227.9054,24745.7015,20959.0003,21318.2387,41354.87,33493.6699,28784.9651,19382.1445,39881.0203,26839.1389,50018.3072,23133.1517,27145.5866,20789.6412,28648.9857,31258.4935,29545.6559,26723.7411,49984.2559,21867.6648,31202.2546,10840.6741,13419.52,7991.8725,71191.4847,13656.7149,49927.1779,48664.0431,23491.9238,15400.4767,16916.6555,69970.2928,10441.8595,9871.8278,17547.7734,38558.8701,51358.5411,12027.6689,39918.5751,42469.7281,7115.0897,11379.7955,18982.9352,22117.5615,9906.2668,19105.1121,75870.468,4558.0039,6451.4851,41094.1092,43921.2499,10497.4974,17582.6916,15567.0369,26132.1169,45839.5213,14247.1857,81725.0512,18221.5209,3670.7707,14511.2624,81068.1836,9988.1617,16476.401,54447.3888,10347.4481,80260.1134,12001.9965,32387.9025,45171.7064,16758.0519,7013.9294,79595.0141,9345.4355,37859.0099,8692.4359,50502.1046,16632.9861,11465.7613,78026.9351,19580.3151,9585.7969,5120.9926,8230.5415,68430.874,15783.2353,55324.2386,36705.9601,423.802,17718.9291,7649.8858,26419.0682,14173.3319,15341.95,52070.5629,65177.7879,39962.1423,31057.1571,22664.4958,30994.0855,23427.1799,62339.2051,36826.5112,22685.2572,20340.6705,35162.0937,20218.2114,43459.993,
ALL-CHORISMATE-PWY,35.4141,19.0691,0,0,53.2197,933.2983,0,29.7412,15.7134,2014.2937,35.6106,11.9409,10.5682,0,51.3247,91.6232,90.5419,346.41,81.1305,43.0302,8.8868,42.4761,49.0775,54.1704,0,0,75.2211,24.9033,0,774.5279,0,121.7904,0,0,45.0077,41.0863,157.4564,35.813,50.3926,0,189.0792,310.8878,20.8799,23.4791,33.2467,27.8997,0,43.5312,34.4271,36.5781,14.2245,44.1968,13.242,305.3292,57.191,0,15.7915,36.9474,0,70.7689,54.7839,4.2833,13.3167,52.8684,20.193,0,21.4968,24.4548,24.6176,50.7628,0,446.2853,31.4514,32.5144,56.0214,24.4368,21.1148,33.0021,25.7492,13.2909,7.1685,15.4238,18.5075,11.0739,25.256,22.7946,0,42.2625,24.0751,7.9697,298.89,0,166.3478,45.0097,29.4281,59.1749,20.7184,18.0034,16.6423,0,42.0956,38.1305,0,49.5083,0,19.1928,126.6834,0,0,0,26.2945,101.9369,0,86.3889,52.6512,0,28.5944,0,0,82.0628,19.562,0,29.4399,18.848,10.0033,33.3129,69.5956,8.9382,54.606,28.6256,211.4903,9.4129,0,25.3997,14.961,6.9179,0,20.0836,296.7913,27.1631,50.3865,0,255.9986,0,180.504,67.1023,0,156.0314,311.8756,73.7595,11.4297,12.6368,0,14.1715,31.1782,20.4268,0,9.6606,0,0,0,34.582,44.0095,0,0,0,0,0,45.1357,40.5771,37.2555,0,34.9529,0,42.0268,36.3211,0,19.3977,60.5569,0,0,19.4022,33.8392,13.5923,0,0,0,57.5384,19.1873,0,0,67.1685,0,624.8248,100.1594,484.7312,678.1196,0,0,0,560.9637,0,0,163.0058,484.0728,767.302,0,237.7083,284.7087,253.5255,0,217.6524,0,122.066,0,817.381,0,0,298.5597,501.6633,0,0,0,168.5726,900.0561,110.9999,602.9105,0,88.1514,0,692.7081,0,335.6079,421.8979,0,665.8404,162.3232,249.5511,550.798,80.3288,0,805.432,0,207.4595,0,597.1953,0,0,575.5405,0,0,0,215.6609,713.3154,0,986.0356,170.9702,0,307.3138,0,203.7758,0,0,465.0244,798.1178,284.377,2492.9536,24.5228,25.0813,15.905,147.0584,19.3706,29.8983,30.255,170.5526,1756.648,58.3956,
ANAEROFRUCAT-PWY,59363.6359,28695.0748,52993.421,24724.0332,41901.8931,65460.8039,25046.6976,33721.3013,51876.2782,53573.0234,54128.5591,21349.9427,19849.9312,73146.7403,53201.5815,26138.2966,45842.2808,43306.18,42714.6886,31438.1064,48126.8061,77872.7542,32111.2032,72513.9415,22497.6254,22930.1732,51636.0309,14446.2298,37451.5571,33335.9134,37251.2134,75198.2697,65929.7243,15404.6377,50270.2587,43685.6734,29985.5941,12299.8179,38198.0881,34487.9366,65167.5988,92665.6992,36425.7874,31928.3447,18538.7949,42264.9312,53587.7228,86387.8018,34718.0577,38946.6108,74987.5742,58998.5337,90175.3546,36102.8232,48492.0283,74225.1545,22842.2485,34223.5405,41361.9017,52660.6418,27584.4597,13023.7958,20279.6259,47456.9147,32526.1746,36485.8079,42150.8372,42114.4429,18376.6513,81092.5162,31423.5043,76340.8312,55795.1818,47620.2597,26478.4452,54981.8844,71140.2182,44998.988,101378.6525,21937.37,8029.1761,18032.3984,41028.903,15966.5907,59161.744,30659.9121,62546.1216,34662.9777,38016.2047,8878.3861,57896.5872,43460.4257,54186.9778,43713.7886,50763.7199,40986.6244,32874.6279,76423.2183,52066.2044,16226.8012,70289.3842,44729.4022,22523.0884,46433.0756,50930.8075,26108.5192,47835.6948,49039.8617,17268.1198,31191.1528,25466.0166,15793.2857,45991.2755,33074.5702,56163.9053,34761.7559,18519.3603,36850.8463,47827.3435,52138.5253,68071.7353,41835.5587,45333.4843,22873.0411,54173.2447,27998.0029,58057.3247,44653.7197,36919.342,22749.0159,36726.353,26927.2211,21323.6422,23276.9008,29142.0431,15086.3537,21001.5418,53070.1043,57524.3822,47466.4448,37652.1916,24231.9985,62442.8813,27247.8103,9733.2175,23012.0738,26232.466,18552.3069,35920.89,34881.3336,43455.2379,81190.0048,33705.4424,10009.1114,40192.9555,77639.4591,32905.0179,31686.6911,40411.1071,12038.0401,53049.8168,18186.232,61474.4688,57867.6068,35074.5582,135659.6085,12549.5521,52372.3757,44122.8488,54351.0955,28567.0792,91068.6408,50301.8387,55378.9318,32202.6604,38030.9951,24706.0388,43537.0171,31484.065,40967.9401,44041.219,35172.3598,24018.1436,40813.607,40768.0177,35468.3211,33521.283,56037.8357,42143.1577,59973.9271,16394.4041,16840.2731,10250.5313,85009.0403,15044.2625,83595.33,103199.2425,33367.7934,23890.9275,25215.2192,82220.7074,12187.4308,12365.4697,16375.6313,41473.1537,175327.0672,12659.1012,25431.7538,156093.0284,36930.4949,13399.909,25404.2067,30750.8644,53080.2225,25012.702,92571.2741,56650.6898,14254.6125,37825.1432,32459.5235,16020.1628,21753.2256,19130.5661,35019.803,81727.0192,17737.976,148578.5493,28749.4645,12320.8215,16259.0043,98185.3128,11600.9775,17863.8052,54135.193,14401.2325,102289.8984,13700.2897,34465.8339,184983.8857,30733.6393,22307.9559,108038.4486,12191.0234,39906.3136,10288.7475,52711.1359,19991.448,15095.5425,99491.5573,23687.7958,11909.3115,7606.5332,28877.6304,53630.8808,20470.3283,44783.1706,22275.6005,29552.3241,22161.2355,7225.7332,26199.9648,18698.0179,18372.5616,65726.4518,61759.8172,44533.5081,29110.0374,32051.4509,78520.8829,30057.4684,62835.0457,62141.0561,30482.704,28456.3396,46440.9123,25041.0328,64428.2644,
ANAGLYCOLYSIS-PWY,67942.8835,168507.4126,79086.3259,29595.7731,56165.7607,95157.5591,27984.9711,39539.9597,83529.773,65047.9869,59430.5719,26599.1991,22711.2534,77966.0452,57159.4936,29180.8578,49921.353,61837.0693,54794.2235,35855.8433,56039.822,88375.0373,31986.9492,88635.8646,27147.8653,24960.229,62230.2719,164870.4815,41481.535,68647.6832,41996.9574,142922.8458,79841.5844,20195.1136,55434.2202,53683.0108,34397.7647,31412.404,42388.7099,46625.3262,118560.3113,103530.863,41060.7201,39738.5353,29181.9681,46722.2695,72410.5019,93848.1654,37439.5986,52059.975,141710.9471,68033.2466,122561.6984,50075.2954,56203.0253,85007.2102,26240.0828,43533.5099,47605.6361,59786.8354,47025.8804,12849.9919,108466.1594,53644.5412,37515.5873,40637.1331,51044.2627,48431.796,23413.015,103905.1423,35299.2885,95410.0911,71028.9573,53203.0618,31389.8732,60531.5473,106549.6476,67985.6188,129990.5534,24573.7314,9200.8566,23691.721,77681.6993,18983.7802,88012.3008,39533.4145,79633.3931,39275.5651,45366.1782,10586.8351,73382.3068,49109.7507,64691.112,50677.5727,72183.1324,46098.7821,40869.4429,105936.3295,65092.878,21003.6853,97371.0532,50765.1608,24262.167,50472.9282,75499.8671,33101.1584,54756.724,54874.5368,22399.7755,43770.2321,31756.2876,44844.7676,58146.61,36931.6491,66433.3224,40237.5133,19054.3036,42693.8338,52776.4317,101903.9648,209233.5221,46721.7012,60444.7215,27862.2188,79533.7077,42423.6484,63751.4707,55674.5008,42004.3431,25764.4084,41583.3157,35594.34,25852.0905,138238.9728,33862.1993,16056.1406,24972.867,74286.4753,70897.0099,56572.9781,64758.3544,37758.7174,68869.7519,31092.9378,56384.541,30899.9997,31872.1609,207976.0907,50874.7623,37460.5113,77402.1063,139016.4686,38197.9738,13290.4134,48875.8532,127897.5755,44233.9879,37954.7207,76553.8469,14477.0729,96982.7718,20139.4856,67557.8636,74143.1363,132489.5054,168630.6054,13085.8811,68734.1665,51632.9709,69186.5579,33428.2252,124872.9882,64016.7788,86660.7769,44514.2747,41398.5853,27987.8421,51187.0157,39012.1574,62463.7276,62451.1416,39177.5938,28016.4018,64774.2254,49486.7022,40221.6618,36873.6773,89223.7628,40403.3427,95596.9478,20350.0286,18590.056,11364.1716,107090.9226,18630.3222,83721.3672,147818.7741,38556.2787,35582.2966,39563.8375,98955.6149,16009.6059,14705.3679,22953.3493,50856.9195,189044.1512,20894.4889,56093.6526,168490.9778,80019.9239,16654.0046,30972.5206,39326.5229,58527.3371,29579.3865,104768.0556,109595.0292,36459.6496,53249.0164,175715.3082,17920.4005,31682.7079,21765.9816,47940.5816,178652.9904,20127.1027,148332.7545,48911.1149,37261.7244,19074.0282,122866.4315,13590.399,21055.6608,72965.7379,36426.5896,134873.9331,15465.2692,42301.6629,342442.347,43414.9861,81098.4296,118476.973,16564.3637,49635.1617,11408.8966,64967.6693,24690.6404,16233.0569,249754.3789,26520.1952,14473.3134,8191.6915,53646.8104,131396.4299,22804.4875,79568.928,58950.0493,52764.9571,25847.8783,10225.6142,34673.3321,20513.8592,20879.7318,74849.231,85429.9691,52724.69,40712.5057,33506.7287,93086.6173,32460.9597,91043.2914,62997.9456,42115.0777,29719.7769,54120.324,27349.0492,64544.1622,
ARG+POLYAMINE-SYN,1380.02,379.5528,1021.4844,1495.6074,7638.8649,804.2501,2790.0682,2012.6062,1875.7089,4471.5526,2091.4643,554.5416,1500.4218,2089.0023,5616.7359,2308.6483,7471.8132,382.1436,1865.6049,4290.7515,7788.9946,7046.7168,903.5647,427.2887,1245.5095,1144.119,2322.3356,1142.02,3604.5246,1879.7806,4754.6897,866.004,848.6142,314.5486,1636.6288,1848.3253,2580.4347,129.7236,5523.1477,7266.3121,1224.3386,4537.2661,4024.1726,6752.3169,1729.3145,3861.885,5316.6321,2731.6672,750.9516,8186.3086,743.858,1571.489,655.6289,881.9262,1926.1653,957.4069,1813.8839,2457.3355,4192.8993,9012.3856,660.6042,377.4932,86.3452,8463.612,4548.9515,4142.1016,6892.5082,458.7306,2076.6522,2064.4153,4221.7552,3445.9339,524.3429,4736.6427,2497.7731,2937.075,1782.3235,99.5619,246.2916,2222.7019,951.2651,2191.2456,1683.1898,1675.6296,1425.8287,2995.9775,800.2401,5145.3512,580.5669,868.8927,1170.0161,1773.2713,845.8685,4711.8248,2351.3991,7515.6461,3102.5253,1620.9802,5810.3327,1564.3967,1693.423,1745.7995,2042.0583,4036.065,649.4054,2643.8765,6495.8825,4505.9263,2068.2426,2871.8691,1705.4353,221.8288,3608.5606,2385.9104,1803.0817,4131.7894,209.2332,3780.815,4915.2808,362.7518,168.3542,4178.9582,1000.2853,2781.5263,2189.6336,909.0378,4072.4261,3922.0232,4096.7218,255.2702,4881.0801,206.4988,1747.0104,481.6667,2961.0588,1150.3418,3923.5323,383.8045,1424.2199,2212.7234,878.6643,950.7813,5731.8775,3300.2394,274.137,671.6003,2902.5559,1594.8923,496.0387,3606.3511,1850.9184,373.0916,3227.0959,260.9417,4620.6044,442.8921,2161.6184,5297.9033,435.7695,1228.3381,612.4623,520.7627,1487.2916,341.3111,492.1339,1210.0754,277.1973,991.2066,5249.8495,1190.0104,2221.4495,944.6417,755.047,3691.2673,6585.3725,2491.913,3552.8206,5352.3478,3100.3429,5717.9041,577.8249,3217.4628,3286.0988,668.0939,3236.6653,4857.9417,3791.2832,1885.9629,1214.1068,121.8136,181.2824,2639.4725,941.5449,6629.5656,2474.3363,3077.0722,559.3105,796.2413,415.8922,342.8739,8727.2517,962.3578,229.0663,3140.8756,4715.2839,2270.7392,289.9176,750.3741,1911.2398,285.2872,202.0143,3918.0239,915.1255,752.7589,4590.7728,2573.4591,127.8414,197.6623,1631.2382,3418.2164,651.2146,797.3015,2025.6108,4672.9776,745.8955,2784.5581,5669.2224,294.8602,98.7792,2169.0411,6875.0403,709.9802,2451.8631,4185.5605,928.046,6714.0828,2083.5068,6310.7515,3863.8223,574.7398,229.911,1192.0099,760.4219,4347.925,1168.5176,7730.7574,845.4062,441.033,5820.1595,3865.8555,926.189,295.5327,230.2919,1363.5583,380.236,1623.2965,732.7996,0.7809,3407.7031,1463.0628,5176.4119,2630.3188,2908.907,5503.3353,8643.7454,5030.3656,6801.6373,3017.5612,663.4688,2920.7217,4327.7121,881.7762,2334.6725,2232.0452,4167.8592,3608.8152,755.6323,
ARGDEG-PWY,8.1592,5.2392,0,0,14.4635,171.8743,0,5.2413,5.2477,708.551,5.2398,2.9117,3.4974,0,6.9956,24.8606,9.9052,116.7869,8.7432,6.9575,2.9152,4.6652,10.4859,8.1561,0,0,6.9965,6.3929,0,194.3566,0,17.4679,0,0,4.6647,5.8295,24.3738,12.6437,6.9893,0,27.367,43.6493,3.4987,4.6227,5.8024,5.2435,0,5.8315,2.9159,4.6338,4.6641,4.0821,3.4934,75.8312,9.326,0,2.9152,3.4986,0,9.8985,18.4382,1.7481,3.4834,11.6554,2.9157,0,2.9148,4.0815,2.3289,6.9952,0,141.97,4.0811,4.0819,6.9597,4.6648,4.6637,9.3076,6.9761,2.3321,1.744,2.3313,5.2469,2.3091,3.4983,3.4986,0,5.8285,6.9916,1.7459,54.3763,0,52.2856,4.0818,8.1608,8.156,3.4949,4.6648,2.9146,0,5.8298,3.4982,0,8.7429,0,2.9152,18.5637,0,0,0,4.077,26.1108,0,8.7309,13.9831,0,9.8668,0,0,25.3521,5.2332,0,5.8297,2.9145,4.0823,10.4349,12.2373,2.9142,6.9788,9.8754,34.1205,3.4914,0,6.9828,2.3324,2.3316,0,6.9934,94.5849,4.6631,8.7292,0,34.8866,0,41.5839,16.2429,0,48.6451,88.0777,8.1529,4.6644,4.0816,0,3.4899,2.916,3.4983,0,3.4973,0,0,0,4.0765,5.2479,0,0,0,0,0,4.0814,9.3257,3.4906,0,5.829,0,10.9651,3.4988,0,2.9147,7.5638,0,0,3.4987,5.2381,3.4976,0,0,0,8.1578,2.916,0,0,11.0373,0,219.5822,17.3509,194.9674,196.1366,0,0,0,227.5067,0,0,30.4412,176.5182,185.4198,0,62.9821,96.708,117.1017,0,44.0434,0,48.9442,0,357.1261,0,0,121.6958,178.578,0,0,0,37.7459,300.7375,29.5679,227.206,0,35.4007,0,261.261,0,83.2084,185.5895,0,252.9693,30.5545,62.8252,227.0398,23.8069,0,291.9388,0,89.0998,0,208.2924,0,0,228.5303,0,0,0,84.1311,212.1811,0,207.0905,80.3276,0,84.7252,0,67.9623,0,0,169.5327,294.0775,121.7429,947.7669,5.829,2.9157,3.4984,39.7209,2.3331,4.0814,6.9924,36.0442,790.9526,12.2411,
ARGORNPROST-PWY,2414.2132,898.3294,1665.9604,2705.4777,5973.7334,15933.1385,2440.0106,1335.1939,2962.3408,491.1383,2081.0633,1188.1258,3073.513,16099.9258,6013.0177,1695.0114,6627.5407,683.3867,4413.5141,3403.1148,4366.5949,6942.0707,4582.6301,895.3304,1724.7699,1577.2499,6056.4268,395.3728,3697.7254,3789.0573,3318.0403,7615.6291,1622.5503,293.3141,4910.2362,2578.5797,3569.1304,163.53,5127.9563,3657.7247,8664.0918,11070.9902,3517.9617,5491.3873,999.4302,3711.8424,5638.5474,19337.8198,3081.6702,7056.4673,6904.4689,6491.1872,514.6627,2671.6303,2726.0705,3677.2162,1260.2131,2815.6505,3259.046,8231.332,753.5381,1333.4564,76.8892,8268.756,5014.8476,5123.9824,3379.4253,1870.0428,1284.2404,4788.4814,3048.5263,551.0784,3901.4183,7911.5959,1190.2044,3959.8141,8157.7354,1965.8628,421.5284,2840.2899,563.879,2038.2895,2164.4985,1278.3199,1878.8889,3348.4616,5396.8686,3808.388,3328.2428,966.548,4905.3475,1673.198,3684.3636,5637.595,3524.0066,5788.2018,2588.6588,2853.6457,3605.0938,1848.2051,4935.2857,2173.598,1363.0594,5875.5102,4247.639,1739.9447,5070.6459,5669.9832,1367.5216,3466.6833,930.9781,258.4395,4019.4835,5212.0677,7303.4289,4412.4089,1216.041,4002.9405,8809.4142,541.3704,289.9972,5856.9506,4787.9578,2477.8262,5519.5407,1708.6372,4617.8867,2668.7563,3175.585,1012.0193,2918.6163,1288.1924,1427.9868,650.4457,3119.3718,812.332,2568.0663,1266.233,221.0226,1276.745,3169.447,989.1942,4528.2859,1847.3897,293.5855,1210.334,2825.357,240.7183,818.8365,3747.4482,2534.0599,4157.0331,3650.0409,608.3826,5106.9834,3442.6258,1554.1847,2740.5061,2449.5329,824.4185,840.229,785.0251,4220.4842,3117.8188,1769.6585,5732.6349,1648.4687,8153.059,3461.512,8152.2254,1519.2123,3457.9798,3416.5387,4419.4884,4853.7503,3682.169,2610.3362,3886.654,2626.2941,4753.1391,2077.066,3740.5748,2550.5973,854.2582,5929.7486,3057.0423,1752.3025,3030.9763,4381.6917,896.4932,2959.2598,1555.4502,1334.9079,5527.4765,1751.3146,17285.8998,1900.0404,3147.1271,929.9287,4767.1951,7502.9494,1257.4228,857.1394,2709.6031,3276.5363,13084.9845,751.3707,351.4919,12108.897,2099.9898,895.5799,5895.1421,7135.2239,1862.7775,5419.2264,2843.7688,979.8887,461.2934,805.8302,945.4103,2307.1432,606.0231,1728.2605,7235.9621,2527.54,2329.275,24456.1873,4324.069,1258.7009,1261.0719,11743.8727,632.8654,1952.7606,2316.8592,2237.3567,11285.7097,1863.1995,2759.4614,7801.9852,5584.8817,695.9337,1819.7049,784.4785,2293.6887,940.4052,4230.0849,759.5634,2739.6693,5381.813,2996.9693,1329.8415,945.6147,2548.4392,4148.7613,2847.3523,2408.8945,214.6068,5.9966,3034.7747,848.1294,2758.3107,1724.0031,1754.7248,2884.4669,7975.6623,3109.1711,3865.8268,3164.4644,7562.2032,3695.1975,4844.4932,5566.8581,1799.8834,3907.81,3022.865,1890.0485,1844.5262,
