#OTU ID,Vil1.03B.DTT33,Vil1.05B.DTT57,Lyz2.07B.DTT281.S123,Vil1.010B.DTT117,Itg.10.DTT455.S49,Lyz2.02B.DTT221.S61,Itg.10.DTT456.S50,Lyz2.06B.DTT269.S111,Lyz2.03B.DTT232.S72,Vil1.09B.DTT105,Itg.20.DTT504.S99,Itg.20.DTT505.S100,Vil1.04B.DTT43,Itg.24.DTT529.S24,Vil1.07B.DTT79,Itg.18.DTT492.S87,Vil1.014B.DTT164,Lyz2.01B.DTT207.S47,Itg.26.DTT541.S37,Itg.02.DTT409.S1,Itg.22.DTT516.S11,Lyz2.04B.DTT243.S84,Itg.06.DTT433.S26,Itg.02.DTT407.S99,Lyz2.08B.DTT291.S133,Itg.24.DTT527.S22,Itg.26.DTT539.S35,Vil1.09B.DTT104,Vil1.02B.DTT21,Vil1.03B.DTT32,Itg.22.DTT517.S12,Vil1.02B.DTT20,Lyz2.04B.DTT244.S85,Vil1.06B.DTT67,Vil1.04B.DTT44,Itg.24.DTT528.S23,Itg.08.DTT444.S37,Itg.12.DTT467.S61,Itg.16.DTT480.S75,Lyz2.02B.DTT219.S59,Itg.12.DTT468.S62,Vil1.04B.DTT45,Lyz2.03B.DTT233.S73,Itg.18.DTT491.S86,Lyz2.07B.DTT280.S122,Itg.06.DTT431.S24,Vil1.07B.DTT81,Lyz2.05B.DTT255.S96,Lyz2.01B.DTT208.S48,Itg.02.DTT408.S100,Lyz2.07B.DTT279.S121,Vil1.013B.DTT152,Vil1.05B.DTT55,Itg.18.DTT493.S88,Vil1.013B.DTT153,Vil1.01B.DTT08,Lyz2.05B.DTT256.S97,Itg.04.DTT421.S13,Vil1.014B.DTT165,Lyz2.08B.DTT292.S134,Vil1.06B.DTT69,Vil1.08B.DTT92,Itg.10.DTT457.S51,Lyz2.06B.DTT267.S108,Itg.16.DTT479.S73,Lyz2.05B.DTT257.S98,Vil1.08B.DTT93,Itg.20.DTT503.S98,Itg.22.DTT515.S10,Vil1.013B.DTT151,Itg.16.DTT481.S76,Vil1.02B.DTT19,Itg.12.DTT469.S63,Itg.08.DTT443.S36,Lyz2.04B.DTT245.S86,Vil1.010B.DTT116,Itg.04.DTT420.S12,Lyz2.02B.DTT220.S60,Lyz2.08B.DTT293.S135,Vil1.07B.DTT80,Vil1.010B.DTT115,Vil1.08B.DTT91,Vil1.014B.DTT163,Vil1.05B.DTT56,Lyz2.01B.DTT209.S49,Vil1.09B.DTT103,Vil1.01B.DTT09,Lyz2.06B.DTT268.S109,Vil1.06B.DTT68,Lyz2.03B.DTT231.S71,Itg.06.DTT432.S25,Itg.08.DTT445.S38,Itg.26.DTT540.S36,Itg.04.DTT419.S11,LYZdtt351,LYZdtt364,SLCdtt050,SLCdtt110,SLCdtt075,SLCdtt019,SLCdtt002,LYZdtt328,SLCdtt021,SLCdtt111,SLCdtt074,LYZdtt304,LYZdtt317,LYZdtt305,LYZdtt329,SLCdtt092,SLCdtt020,SLCdtt128,LYZdtt341,SLCdtt051,LYZdtt340,LYZdtt363,LYZdtt365,LYZdtt315,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,LYZdtt353,LYZdtt316,SLCdtt093,SLCdtt001,LYZdtt303,SLCdtt068,LYZdtt339,SLCdtt003,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt164,SLCdtt145,SLCdtt146,SLCdtt165,SLCdtt147
PWY-6385,15897.8143,4206.9921,13215.9058,18925.1771,49082.867,18083.1296,26621.9827,13714.8682,38251.8078,12119.2076,24503.3922,27055.6845,12324.7788,30772.4184,4594.4495,31834.1374,21423.9753,23913.2566,31520.0206,33704.9839,15441.8472,58356.2231,57420.6848,22231.727,30185.4097,28314.5464,18291.4881,14049.8457,17661.5478,21752.1181,19726.1813,8394.6394,19052.5851,4063.5098,18049.0709,23052.4808,38357.0866,42874.1267,48806.5375,33573.2371,32228.7149,27377.7111,13307.3892,35183.6311,10048.2523,51899.0836,5378.7432,14877.1315,34871.1179,20439.1025,17798.1299,10561.8836,6963.0222,32249.7903,13912.4791,6612.3793,29377.8854,67977.9079,22872.6305,17191.8516,9213.8376,8356.638,19490.4569,28424.2045,121458.9661,31484.1799,8774.7078,52298.6267,41941.8558,16704.9082,35215.6804,12335.2879,24835.9328,14692.8588,9385.1689,19463.8765,18209.9826,30051.4839,37271.4308,4033.2985,7698.2765,7155.3877,20450.3447,7983.8491,24256.7734,11736.5473,12210.2485,17020.0218,6792.0836,37237.8734,39796.072,18779.7425,20891.3559,20341.0754,164402.8609,92566.7866,22608.5576,23275.288,16405.1121,10806.2989,33583.9654,95109.8057,9355.1225,22953.9868,64046.9701,147739.4648,305816.5811,99199.9848,103773.2265,32455.6951,12950.7261,24551.102,823810.4486,17694.4264,70661.9525,67312.4365,909592.4025,54348.2842,26802.6382,20754.8335,32612.208,133517.4088,128302.6316,173686.1468,38526.5082,5640.6044,365372.7664,11861.4793,16266.9981,37407.7856,65708.5695,22457.5762,104497.9888,78784.7982,90099.9703,15230.184,71865.934,52462.3111
PWY-6386,15710.5819,4171.5604,13330.0139,18824.2009,48578.2607,18211.9045,26439.8933,13682.9214,38098.9332,11987.8921,24634.092,26928.7372,12361.2636,30723.3553,4548.7103,32299.7149,21344.634,24122.3933,31439.3795,33165.2054,15557.3793,57666.5819,56799.6518,21896.8738,29743.2378,28330.8171,18060.0925,13913.9753,17464.8363,21884.1574,19736.9749,8320.3487,19198.8649,4028.9137,18138.542,23079.1627,38682.763,42734.5771,49260.6048,33788.368,32270.6156,27399.2663,13249.5449,35846.7277,10068.6857,51325.1098,5344.9118,14700.1795,35588.0316,20187.2937,17819.3416,10500.6584,6894.8106,33147.2484,13692.8161,6630.4991,29790.2676,67137.864,22807.0713,17118.93,9150.625,8382.8533,19228.8878,28601.0144,120937.7347,31614.3461,8757.7408,51574.4172,41174.523,16403.0816,35672.8077,12218.8714,24802.1469,14501.3634,9347.103,19360.2832,18127.0622,30264.9605,36989.984,4009.0246,7566.1115,7064.102,20184.65,7955.2325,24600.9874,11510.7709,12161.8963,17259.8978,6755.3417,36734.7293,39641.7375,18873.2454,21005.663,20264.403,163068.4101,95103.3008,22936.6908,23387.6888,16379.8657,10787.34,33695.8189,96202.6892,9568.9956,23020.9082,64666.2247,148292.7719,303996.0175,97742.9603,104388.2599,32403.2154,13176.8395,24952.4282,825091.4626,17966.6412,71654.1772,68757.5999,910772.7528,54458.2035,26912.9939,20500.1728,32004.9202,132378.5464,127693.6256,171686.777,38486.5612,5566.602,362470.9527,11907.3028,16243.5531,37376.5688,65595.4354,22052.353,103572.8801,79888.965,89426.1961,15227.4299,71471.3317,52313.6355
PWY-6387,16267.2104,4274.6479,13502.6226,19249.343,50494.9278,18434.7754,27161.3976,13984.2133,39049.4071,12364.9581,24890.3191,27545.9946,12565.1288,31300.6603,4684.9044,32698.2149,21769.8224,24346.137,31981.455,34386.2554,15688.9723,59683.9396,59249.5089,22726.661,30898.5842,28787.1958,18717.369,14304.89,18017.0656,22116.5724,20053.2193,8558.8446,19394.877,4119.6796,18479.6115,23414.2761,39506.3547,44418.1485,50145.1506,34185.1478,33010.1661,27670.2463,13580.7965,37520.8552,10220.2168,53660.7619,5474.3292,15218.2018,35373.9217,20830.5047,18186.018,11051.425,7066.7843,34484.3942,14318.5498,6762.6063,30030.0866,69684.7012,23519.669,17496.0025,9384.1006,8523.7551,20000.1659,28914.6644,122994.6815,32336.7077,8957.004,53505.4684,42910.3952,17832.7888,36652.8109,12611.3979,25533.9895,15113.8664,9577.9094,19813.2436,18595.4912,30609.8453,37856.1712,4103.8656,7858.9192,7300.6034,21220.4843,8132.0826,24666.4598,11975.9938,12525.7951,17289.4832,6914.052,38158.1522,40651.486,19440.1849,21225.4721,20767.527,170056.8109,93847.7978,22916.3582,23594.9538,16763.4459,11307.4766,34114.8736,96602.7754,9702.1482,23310.3346,65211.5504,152112.262,309586.2949,101803.8528,105901.3379,33113.237,13241.4076,24889.3212,827696.2652,17917.7163,72122.6891,68205.9026,910313.4863,56257.5033,27202.4495,21229.061,33425.7441,137495.0097,131036.4096,178157.4231,39187.0894,5756.8433,466730.3006,12053.6565,16638.6918,38113.5508,68655.4476,23019.3938,106639.3556,79943.4773,93020.5179,15511.2458,73662.5146,53788.2723
PWY-6396,590.1987,0,93.0555,859.0985,414.5897,27.8804,59.7341,94.2499,79.7156,342.9176,47.7039,91.4226,378.9257,505.4465,0,256.9195,11.972,87.0012,251.3108,166.2298,11.9457,123.6676,215.1977,106.5687,706.4681,164.3587,121.7121,348.3385,0,467.3731,70.9779,0,0,0,416.1959,310.9544,520.1732,495.4525,579.8178,87.3285,237.4401,303.8178,0,204.9407,0,159.5208,0,31.7332,69.8107,35.8324,113.842,0,0,320.9883,0,7.9811,23.8386,1630.6514,137.7465,23.9316,0,0,166.1054,188.3,405.1543,55.6196,0,313.6438,221.9982,23.903,498.5172,0,218.5584,202.7207,11.9742,832.1018,393.5726,102.8959,103.3932,0,54.3016,0,250.1919,0,94.1136,180.6865,19.9541,58.1786,0,183.076,75.7734,236.7814,167.9222,598.8221,926.8282,41.9581,157.7974,241.2802,79.3281,59.577,598.7295,177.3157,274.5995,289.5428,166.5925,301.966,295.3841,243.451,219.8733,400.9593,354.5236,156.6702,321.9887,199.1046,27.9352,104.7326,142.5152,143.3168,146.9047,51.838,641.0006,478.1707,791.9074,427.0207,789.1454,259.3841,302.8103,98.5278,176.3214,1021.6564,446.8868,71.734,127.7564,589.715,183.4226,31.5918,640.099,356.7376
PWY-6467,2518.53,3618.5,2464.04,4116.26,4426.99,2060.33,1929.96,1318.01,3929.18,4520.09,2256.47,4691.45,2678.3,3340.11,4147.71,3810.87,3579.69,2816.07,3719.67,4069.34,1148.6,6133.69,4349.21,2714.33,3476.71,2450.02,2630.83,3585.62,2008.85,3160.66,2412.49,1271.8,1205.86,3797.24,3689.13,1924.39,7271.73,7424.94,6343.36,4015.77,4564.11,3120,1829.81,6548.68,1289.88,4121.34,4135.68,2964.19,1260.6,2212.81,3292.25,4622.69,6341.1,6731.71,7274.61,947.72,2872.19,5396.49,3380.6,1308.37,7082.43,4125.21,1303.23,2592.47,87469.56,3199.54,4841.72,7805.68,7519.52,8512.3,5157.55,1392.04,3316.14,3194.65,994.14,5286.64,1662.89,1917.76,1939.39,3144.83,4968.75,5466.23,3952.15,5562.04,1840.39,6059.58,2185.4,1223.16,5056.09,1899.07,4964.41,3619.66,2036.07,3308.42,8203.35,6378.46,2124.73,1356.45,953.95,1102.52,2306.13,13688.69,1608.48,1518.11,2841.78,58370.7,24347.37,6359.48,21549.51,728.39,1700.29,1913.02,27225.47,3318,4515.86,11499.11,874252.38,9733.81,5371.15,2838.95,2198.5,9361.06,45561.9,9067.33,4945.07,887.26,126775.88,1441.07,2011.17,2515.7,14960.07,1928.88,21356.85,4239.46,8172.04,1460.37,11282.97,8651.88
PWY-6470,673.0639,0,38.2481,260.1276,1833.3126,0,442.9184,0,32.8012,275.2067,78.8854,124.159,130.324,498.0912,41.6131,28.7631,50.2361,668.2,366.4984,223.8666,0,1904.2869,476.0359,417.2064,3087.0031,391.5059,187.2727,244.055,16.7827,66.8956,0,0,0,56.2479,64.5202,285.4765,252.2968,1953.4874,324.0166,226.0907,657.417,71.7391,0,362.6936,19.1552,348.0608,26.1597,334.2545,0,246.0174,1245.0782,54.8177,69.2484,90.8562,31.1097,19.1375,57.3935,365.1801,316.0384,127.7618,0,30.9982,675.91,109.7446,2767.5218,67.0025,26.2781,2395.7428,377.7955,279.1645,138.4941,0,881.1421,2009.391,28.7057,292.8381,0,21.5807,213.8555,33.0353,33.392,59.2971,1837.4428,0,19.1775,407.7696,59.6852,16.7729,23.8318,970.5182,152.9544,189.7209,152.0739,1228.3069,2050.3975,252.2601,0,43.0797,45.4637,151.3486,918.7623,440.6312,71.1374,0,348.0415,699.5863,830.1545,1302.1836,702.2367,9.5969,64.2385,7.1966,470.4151,0,88.6587,325.5116,379.5174,28049.6197,23.9704,76.5091,67.0506,1133.4177,1738.3226,1095.4386,35.9596,569.5001,1384.3608,0,1592.8958,22241.7139,1370.4003,45.5065,27426.5548,851.5758,3273.8865,0,269.9424,100.551
PWY-6471,12702.9111,1322.7024,8787.6787,9978.0481,43702.0861,13128.0037,22494.997,10507.7558,32607.5376,6793.6472,18229.9788,22451.5165,9459.5184,21709.6638,940.9819,20307.3201,14146.6196,16785.4677,22626.7852,27103.8481,10041.6362,52357.8272,52907.2297,16538.7222,26710.3312,20811.9318,14196.151,6906.838,15133.4119,13323.9821,14082.0366,6961.2643,14470.736,237.12,13789.2957,15306.4961,28152.3361,35415.7744,30602.9483,24861.2742,24144.2976,17667.6991,11451.5814,27410.249,7578.3438,47646.0801,2500.3042,8149.9175,16101.9645,15896.621,12979.8791,7228.0565,1508.1196,22126.0035,9838.1263,5445.9218,14072.9572,61473.1822,16904.8247,14178.4294,4420.8382,4204.4316,17723.7293,16624.3849,55063.5806,20744.9195,5056.6861,46783.6572,35173.6001,10242.5446,25124.4434,10504.8584,19772.376,12204.3557,8162.4812,11087.1828,15286.6682,22243.7447,30623.3896,1696.9875,4844.799,4525.6017,15943.9726,3544.1511,14869.8759,5893.9395,10548.8453,9252.8595,2942.564,34333.7417,33842.0045,14830.3762,13938.426,16413.1133,152946.6422,25455.2696,11634.144,13908.7126,14160.9866,9575.2794,25315.4472,52399.359,5330.8858,15569.6242,47449.3695,84448.7473,235269.2123,92396.9268,49650.7607,27461.9464,6597.1321,13459.3857,247080.7473,8007.2745,51067.4285,28362.4516,26952.7991,40486.1768,17633.1212,18707.193,28224.8838,122751.594,99434.5356,161489.8926,29517.2836,4906.7685,103896.3702,7771.1196,13280.9783,29422.0701,49641.6923,20566.0355,82066.4811,44431.8546,79679.0521,11098.3467,53853.1644,37431.1013
PWY-6478,975.465,0,989.109,2131.058,2629.5164,1547.2066,3740.1308,1392.766,2582.5671,993.774,2363.8944,1405.5521,1048.2358,2748.557,156.5734,4750.3274,3743.3141,2613.5733,2378.3079,1697.8044,2521.0635,2240.5387,1115.9414,1820.5224,1314.9431,3759.484,887.8087,1757.9454,800.9113,4158.8283,2149.4145,615.9834,2169.9051,0,1654.0854,2517.6726,3357.0936,2104.1926,8206.6819,2555.9854,4398.9482,874.3044,795.1616,2225.1732,1109.1811,657.3412,118.2856,1091.0261,7721.3233,1751.9126,2165.1448,2462.7972,0,2914.503,2811.2278,1055.4903,6465.0235,3021.9437,1789.0441,1334.8067,405.7957,627.4735,901.1261,5159.4817,2240.1559,4395.0809,439.8713,1251.2087,1196.3222,5540.8285,4742.5198,220.64,2349.37,1348.9406,507.1879,2505.1092,2057.835,2599.4214,1634.2374,35.7967,120.4353,0,2833.5846,522.7826,4013.7737,386.0241,871.2395,3462.3413,636.4721,1167.0916,3466.8841,1125.8451,3132.6008,1848.4847,3954.2585,16989.4023,3663.1646,4777.9113,1411.7492,340.8563,6169.701,12651.4144,1505.3474,3301.8075,10686.5409,24257.5874,2312.5455,1621.4639,7307.151,4222.155,2823.0591,3935.266,3496.3284,3065.1356,8558.7261,7667.9635,3185.2079,6150.2304,2540.8353,719.9189,1939.6232,4967.4888,3007.0668,4311.3652,5772.6184,395.4655,298516.7861,1968.7294,1604.8456,2481.7055,1038.5284,913.7464,6370.651,18654.9319,4293.6021,2333.5094,2864.7574,2457.2225
PWY-6507,3648.8807,3710.4376,6294.817,5991.5107,9514.079,8627.2508,5686.6799,3394.8417,11181.5939,5873.0338,9736.0162,8387.4589,4406.2944,8521.7777,4315.3312,10868.8598,6849.7154,11909.3303,7872.1473,6660.5498,6427.7045,12348.6196,6463.5497,5836.8341,5705.4241,10845.1333,5217.3054,5327.8273,4403.6454,6655.4145,7694.8546,2764.4754,4664.2866,3789.2688,5593.6048,5628.335,15054.5986,12918.21,22590.3142,14376.0681,12599.2484,3527.8862,3040.6554,12548.5556,4450.4628,5930.9,4360.083,4803.2938,17377.2228,4949.6267,7110.9423,6800.9868,6359.3636,11664.9466,10159.4672,2035.045,9313.1011,8995.472,5897.1265,3780.3161,7400.883,5619.6651,2544.3889,11716.2912,9358.3435,7909.2595,5885.9923,13809.066,12946.8288,14736.491,13381.2172,1951.6332,7813.7037,5492.8009,1838.3444,8155.2837,4396.3983,13946.6182,4767.0843,3351.8012,5352.242,5537.4015,7306.6355,6361.8295,12091.8996,7395.7016,3230.7439,6648.7403,5515.8054,4813.8972,10714.5656,5303.1843,7180.8233,6636.9772,14993.367,45872.4568,10336.0365,8450.6645,3447.8616,1557.6749,13142.5314,41168.515,2773.5008,5607.4436,22916.626,39485.4182,11666.4541,9233.8579,41943.6264,5747.7458,4922.5042,13512.3545,19065.6147,8736.4089,21615.0501,29382.0782,14816.9211,35135.3187,7989.0869,5169.6225,4204.234,14624.7314,6265.9869,25079.5454,8162.0106,1596.4892,393249.6894,4469.0374,4448.0286,6915.5857,20743.4322,3398.2329,34778.5141,27525.9143,13319.4408,6905.6541,19453.8208,18691.1202
PWY-6519,392.2045,4449.3831,265.4683,2960.2634,696.6626,198.7302,17.8429,278.9564,384.1873,6630.2651,85.1893,89.7351,2747.8329,206.0977,5061.9984,159.7604,2661.5107,875.548,160.1604,576.0002,30.0941,1530.6276,325.3762,920.4081,831.9853,395.9588,226.5275,5197.479,425.4783,188.7412,140.3015,191.8719,96.0268,4468.0589,290.036,172.1777,170.3807,479.0977,391.1445,480.9718,173.1848,626.9194,109.4151,292.7394,283.2691,347.6484,5323.9295,1435.6789,80.3927,605.4181,3490.3863,4875.316,7535.2056,237.1122,8465.066,59.7808,75.6484,276.8003,1910.1862,321.5567,9169.5967,6385.8449,22.5105,339.4075,973.3017,172.9223,7092.3082,759.2405,737.2611,7006.0077,252.4378,453.1519,98.3731,3912.4674,83.1083,6126.1636,76.9927,158.0619,493.8871,4036.725,6737.8739,7095.4256,2857.1778,7618.3364,133.2215,8770.6805,215.7603,87.8885,6750.6716,811.7477,199.9548,110.741,62.9788,1514.0912,2522.5707,1238.413,122.9645,239.5202,69.074,122.7949,476.235,1356.5299,255.8944,146.5306,275.4231,7148.5359,1459.9991,1368.8767,1663.4154,174.3424,273.1289,134.5651,1912.8982,162.0355,786.7915,1056.119,1159.6558,10164.6795,482.8811,153.2467,245.0617,2893.2661,1227.3651,2026.4514,331.1361,562.1458,49142.2557,211.3749,2114.5644,638.4564,1973.3455,631.0208,1678.8181,245.2339,4366.9907,25.4153,1022.8723,555.0093
PWY-6545,2356.675,108.3402,2624.4202,4951.9662,6552.9877,2880.4944,4684.5462,3130.9259,4952.0991,2740.3706,5480.9538,9131.9891,2231.5512,5490.6313,0,6774.0185,4703.9344,3459.0806,5359.5549,5841.6895,2382.9184,5192.2848,4304.4737,3877.9154,4671.3383,4567.6292,2109.4653,3407.716,2421.4813,4320.9482,3412.2114,1098.7798,2581.8326,132.1428,4082.4459,4078.0383,6014.3584,5861.2627,8994.2115,6528.1385,6480.0427,4475.6189,2243.364,5310.6166,2149.3037,1671.8345,454.1982,1938.1273,3524.8388,3356.448,3301.2601,973.003,2.2495,6973.2451,1250.6907,1523.8115,4831.1859,7410.052,3644.475,2843.4294,858.7572,1231.862,2321.5901,4465.5254,104946.5305,5049.54,1414.2042,4989.8598,2512.5496,790.957,6300.6489,768.0413,5031.0665,1879.8318,1258.8958,4865.6256,2583.2175,5110.4813,4475.9211,193.2992,172.4736,24.6921,3080.7724,752.8853,3892.9719,373.5376,2417.3833,2555.5961,500.0307,4896.5013,6723.1392,4908.6976,3729.3664,3473.888,9922.1769,8124.2831,3128.9301,2407.6935,3705.1631,859.3629,6622.4227,18124.5077,2229.7127,3909.0575,9545.2927,84757.8551,60761.9772,6549.4588,17147.2508,4827.5552,2538.1143,3082.9957,52550.77,2770.9589,12924.6,9037.5447,880605.4705,5061.7131,7576.9068,1938.095,3277.3201,13218.4413,83697.2058,21431.9849,11724.2623,799.5605,155114.2243,2113.1492,3101.7282,6225.0873,4256.9617,1634.5546,23129.356,10610.8568,22912.5241,2269.8028,8386.2562,7508.2036
PWY-6572,247.8602,2.4828,392.4491,393.6843,250.6283,188.7915,104.2013,224.0212,472.274,125.8511,116.7923,208.5277,162.1179,255.7671,0,88.8274,204.736,304.9919,208.4831,225.0174,88.7636,392.0778,306.4286,185.1206,176.3532,175.6192,247.6325,119.6158,76.8664,209.5698,394.5741,133.8746,59.4337,0,300.6365,146.7498,463.7799,434.5772,457.9672,466.0288,265.8176,153.2714,168.1384,333.0037,151.5601,246.076,24.9978,179.6455,70.4507,175.5127,594.6133,2906.432,2.5644,261.3093,4454.9851,50.9043,116.7789,471.9243,499.9135,85.1324,36.4629,22.5079,93.4609,1127.9475,547.7372,176.0464,27.5785,647.2246,1268.144,6741.7495,342.0034,152.3402,169.1811,877.4631,85.3949,326.1774,91.283,77.0414,115.8353,0,74.417,21.1309,642.101,2.6629,97.1997,175.9075,125.5555,294.6935,2.6643,50.8068,201.6621,209.3465,94.1783,497.9676,948.5644,106.79,260.8475,170.1217,109.5962,87.7844,287.9769,1111.6303,104.3072,160.5286,555.6586,1834.1535,1020.5321,1686.7798,2225.0293,98.374,153.5678,157.6648,773.4666,203.7621,202.1883,1064.0653,444.9896,10437.0297,321.5137,374.4695,347.3505,1120.2432,158.0849,1745.5174,154.6019,324.8045,11040.0999,231.1436,213.6961,266.1995,1395.7921,211.2882,11735.89,411.5639,84.0887,116.9098,793.5277,1193.094
PWY-6588,1161.5399,4988.8482,2343.6607,5205.8068,4555.688,3268.7186,5295.2261,2881.4413,4677.4767,8793.3719,3044.6927,2658.1612,4138.298,6295.4205,5904.5969,4782.8846,5017.9929,4482.5467,5007.0734,3175.8497,3017.7103,4786.287,2394.453,3000.6601,2077.9682,4801.9189,1711.3291,7507.5377,1910.2406,4624.5735,3940.5728,1168.6224,2667.2115,5114.9455,2581.6285,5011.1258,5965.2461,3966.7358,4830.9227,6665.2733,5074.5191,2809.4109,1453.9355,2971.9618,1591.103,1114.6166,6180.6539,2641.6716,9264.6577,2385.2335,5141.9991,2887.5221,8511.6529,3954.6467,3426.2011,1067.5847,7470.1121,4943.7581,3283.8278,1928.5084,10635.0243,9051.3965,2058.4562,6002.7951,2805.1403,6290.6831,9529.8468,2922.4983,1819.9473,2360.7134,3534.5342,630.7613,4441.6564,4341.5094,1042.508,8735.5256,1713.2864,7517.5208,2746.6489,4696.4805,7455.0083,7439.0124,3584.3701,9237.8022,6110.5844,10824.0386,1258.5997,4485.9333,7981.8229,3084.0363,3431.8567,2394.5189,4424.0494,2910.697,9288.4296,29382.6754,8089.5717,2296.0195,1542.4542,693.2294,6247.5585,19887.672,1666.948,3764.9484,6605.8746,15412.4712,4709.3386,3656.9339,15307.4977,4872.3328,3725.3609,5148.5856,11579.8135,5608.8025,21109.2782,18258.6779,18967.144,9445.9745,13133.9182,1183.6293,1484.7775,13008.2365,10231.75,8737.1847,7682.3742,934.7546,80401.4406,3087.6959,3820.2296,4164.0977,4197.6956,1121.0612,4391.3001,7177.0763,6074.9304,1583.5869,6079.3685,6465.2324
PWY-6590,801.2067,78.5395,271.7552,3202.1073,1456.278,89.2663,193.7601,309.418,231.808,1376.4028,134.4507,77.9589,2586.5576,93.79,11.1236,245.824,2975.1563,1383.4253,184.8813,602.4664,13.4752,2219.7021,206.7875,1334.9845,1177.1154,617.1742,348.5722,1970.5117,589.0416,570.4871,53.652,254.0264,33.632,6.4302,675.6736,129.8767,371.0085,976.6342,695.8975,305.8153,343.0326,1052.4597,55.3298,506.5678,365.4389,323.274,376.2073,1748.9624,0,753.2722,3746.6623,3930.1214,20.3908,341.7983,3915.2885,72.3566,69.4786,168.9196,2095.2467,455.677,758.9029,2238.8993,243.1502,212.2131,1997.4741,131.5874,1819.9956,1658.4354,547.2828,1992.5278,356.1101,594.4045,407.1982,3006.3677,0,3381.0147,105.0283,83.9896,695.2129,250.8605,242.0843,110.1,3315.0296,1041.9561,76.1805,646.1338,284.5451,40.2991,694.0531,1485.9776,170.1146,193.436,124.5367,1686.0961,922.8258,2103.8514,44.833,141.7046,73.4111,95.4444,927.6824,1594.4625,42.1233,75.7236,379.7665,10794.3585,1366.5156,1259.3566,1476.1789,0,134.932,105.756,1362.7364,0,932.356,1173.5391,1517.4351,9477.9481,127.7863,160.1203,203.6948,977.6037,876.7008,1747.2223,34.762,696.573,61905.1447,0,3267.9341,11065.1798,2028.7458,602.6382,12101.3538,433.1028,65.3992,38.0599,321.7037,129.5518
PWY-6608,3661.0226,6021.1057,6421.5911,9719.6331,8112.5249,4738.7351,5333.0878,4426.835,8692.201,13754.9738,8164.0854,9354.0498,6421.0713,6878.2204,6864.7736,8818.1005,7137.5676,6981.5253,5772.9654,5309.1199,5044.2466,10139.6301,4328.2099,8418.5779,6313.8446,10186.7312,3279.2374,11830.114,6139.6307,7849.5473,7017.397,2965.2369,5202.6044,5959.1457,4261.5677,6801.065,6972.5509,7182.2475,11278.2364,10004.1684,9712.3081,4488.8967,2997.515,5445.2865,4174.4389,2228.6909,7372.7216,5710.6783,6997.7142,5860.7649,10405.8325,10823.938,10109.8363,5415.6742,11807.3624,1647.2576,7258.9912,7910.0543,6023.4634,3111.8271,12686.0502,10350.2442,2446.5327,10291.0975,4944.6526,6781.9401,11272.6239,9314.1478,3947.4588,19725.1135,5924.9726,1350.8573,6449.0244,10465.2267,1792.4837,14905.3355,3111.4468,8409.8372,4690.3212,5542.2562,10254.6168,9777.7667,14330.0229,10749.0577,5832.7556,15862.4322,2581.726,4911.9188,9302.4535,4962.3741,11661.9908,2942.9184,6194.2932,8465.582,9385.2654,17910.8517,11183.3847,5027.2364,1893.0899,989.3419,11556.7481,29573.6958,1890.6281,5516.1867,7520.1911,86132.3693,15662.5778,8102.4128,24420.029,6582.7272,3463.2754,9637.7801,13221.8513,8677.6772,13881.8441,17047.0124,28166.5348,35265.5859,12529.5228,3752.4627,3521.404,12031.9967,11509.4923,15111.6654,11993.2209,1495.5384,403020.5298,4888.7186,7844.0785,7487.5158,4753.532,3474.5661,19274.5829,10535.4612,15405.8265,3587.824,8942.7863,15003.2272
PWY-6609,17318.0173,3967.7281,15526.2893,20947.5265,45066.4555,17994.4763,24774.2177,14125.0723,37951.2138,12245.7075,28216.0379,29872.4297,12028.0247,31340.2912,4425.8993,31538.7715,21177.7724,24412.0801,31078.6425,35155.9205,17539.8554,55093.2341,53475.6506,24280.3175,29941.5955,32196.3119,18989.0104,14694.8347,19594.6913,23593.3073,22036.3225,9293.6825,20532.8284,3868.0298,17149.519,23598.6156,35101.7154,40619.1,48279.3858,34937.7788,34448.1646,26816.6776,13319.7292,33627.0493,11672.4005,48153.1279,5029.6853,16358.2932,35897.3913,22418.8777,18358.1865,10160.4941,6587.7639,31282.4262,11581.8399,6537.6723,30434.4852,64408.9678,23092.043,16843.5847,8634.0661,8013.5993,17120.7982,30084.3641,38034.52,33114.0246,8418.8564,51776.5322,40288.7779,18485.6837,34401.6248,13462.4655,25064.8142,14129.3825,9115.2651,20986.893,17473.5527,32178.2129,36488.6407,3767.2328,7440.0526,6639.0446,21423.3829,7485.797,25070.8257,11929.2495,11835.5629,17630.6973,6357.328,35184.7689,40199.8136,16539.6025,21995.6057,20500.2419,150486.5746,91570.1538,26475.4889,22276.964,15353.4832,10345.2711,37237.4963,96092.8762,9278.1443,21903.0019,60902.4942,121724.2972,284256.4573,91531.4126,107521.0863,32584.0593,12977.2673,29156.9518,802071.6715,19588.4475,68740.3427,65851.6077,62345.8663,60992.5508,30802.8066,20486.4836,29545.4858,122549.0166,86002.9996,163460.1666,40606.5314,4986.7307,548509.5557,13325.4773,16657.74,36326.4148,66452.2099,21665.2345,106148.0761,77169.8433,87151.3935,16217.6118,74382.3117,57824.409
