#OTU ID,Vil1.01B.FP11,Lyz2.02B.FP222.S70,Itg.22.FP518.S21,Vil1.03B.FP35,Vil1.13B.FP153,Vil1.07B.FP82,Lyz2.07B.FP283.S81,Itg.20.FP508.S11,Vil1.10B.FP115,Vil1.10B.FP116,Vil1.04B.FP46,Vil1.14B.FP163,Lyz2.06B.FP271.S69,Vil1.02B.FP22,Lyz2.01B.FP210.S58,Vil1.05B.FP58,Lyz2.07B.FP282.S80,Itg.16.FP484.S87,Vil1.05B.FP60,Lyz2.01B.FP212.S60,Vil1.09B.FP105,Vil1.05B.FP59,Vil1.08B.FP92,Itg.20.FP507.S10,Vil1.04B.FP48,Lyz2.03B.FP234.S82,Vil1.04B.FP47,Itg.24.FP530.S33,Vil1.03B.FP36,Itg.02.FP412.S12,Lyz2.02B.FP224.S72,Lyz2.05B.FP259.S56,Itg.04.FP422.S22,Itg.20.FP506.S9,Vil1.09B.FP104,Itg.26.FP544.S48,Vil1.13B.FP152,Itg.10.FP460.S62,Vil1.14B.FP164,Itg.06.FP434.S35,Itg.18.FP496.S99,Itg.24.FP531.S34,Itg.02.FP410.S10,Itg.06.FP436.S37,Vil1.03B.FP34,Vil1.07B.FP83,Vil1.01B.FP12,Itg.26.FP543.S47,Vil1.10B.FP117,Itg.26.FP542.S46,Itg.16.FP482.S85,Itg.12.FP471.S73,Lyz2.08B.FP294.S92,Vil1.06B.FP72,Vil1.02B.FP24,Lyz2.05B.FP260.S57,Itg.04.FP423.S23,Itg.12.FP472.S74,Lyz2.04B.FP246.S43,Vil1.14B.FP165,Lyz2.06B.FP270.S68,Vil1.07B.FP84,Lyz2.04B.FP247.S44,Lyz2.01B.FP211.S59,Itg.08.FP448.S49,Vil1.13B.FP151,Vil1.01B.FP10,Itg.04.FP424.S24,Itg.08.FP446.S47,Vil1.06B.FP71,Lyz2.08B.FP295.S93,Lyz2.03B.FP235.S83,Lyz2.07B.FP284.S82,Itg.10.FP459.S61,Itg.12.FP470.S72,Itg.10.FP458.S60,Lyz2.08B.FP296.S95,Itg.16.FP483.S86,Lyz2.03B.FP236.S84,Lyz2.02B.FP223.S71,Itg.02.FP411.S11,Lyz2.05B.FP258.S55,Itg.06.FP435.S36,Vil1.02B.FP23,Itg.22.FP519.S22,Itg.22.FP520.S23,Vil1.08B.FP91,Vil1.06B.FP70,Vil1.08B.FP93,Itg.08.FP447.S48,Itg.18.FP494.S97,Vil1.09B.FP103,Lyz2.06B.FP272.S70,Itg.18.FP495.S98,SLCFP072,LYZFP308,LYZFP307,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCFP023,SLCFP022,LYZFP355,LYZFP319,SLCFP005,SLCFP024,SLCFP053,LYZFP320,SLCFP095,SLCFP077,LYZFP356,LYZFP354,SLCFP112,LYZFP332,LYZFP306,SLCFP071,SLCFP004,SLCFP094,SLCFP052,SLCFP076,LYZFP330,SLCFP054,SLCFP114,SLCFP006,LYZFP343,SLCFP132,LYZFP344,LYZFP342,SLCFP096,LYZFP318,SLCFP148,SLCFP166,SLCFP150,SLCFP167,SLCFP149
HEXITOLDEGSUPER-PWY,24883.7694,2247.8801,2978.1388,11417.215,4809.5885,5946.5973,11523.6753,41023.0044,689.6155,6096.1971,9085.5277,7893.6531,6847.7814,10160.7126,1021.9519,6210.9657,7264.6965,7321.1018,9520.079,717.6557,6812.9212,7845.3748,17758.7145,47487.6812,4791.2826,15633.0029,11133.5376,2565.0942,6067.5492,5620.7917,6733.1478,1693.0579,1161.9718,21021.7061,5526.6624,4632.4507,1282.1446,3728.1805,3917.6071,23530.2086,724.6451,7978.8888,7779.6884,7217.7294,4553.2874,12812.6199,21121.5117,6592.9152,7614.3308,5579.6908,6250.0648,3915.8975,6843.6245,10130.5056,9979.6543,1652.7314,15318.6343,6906.4265,3674.9522,5555.2347,1642.623,8878.0046,2682.248,1887.9451,3301.6274,990.843,17812.9389,14054.316,1127.7523,4157.5655,4444.0847,9825.2611,4478.4831,4045.3005,1922.0328,1327.9835,4002.1838,8395.4032,6593.6407,5049.7824,8180.6317,2139.2997,20197.1057,12896.6095,10156.5762,6919.827,11308.2412,5743.4006,15252.8545,2248.871,367.9914,781.5764,4670.1535,238.8253,6807.2981,5145.7973,24921.3102,10885.8811,16517.8382,2183.8506,11431.7612,1268.0465,1121.3553,618.7633,17856.023,2006.3156,1107.224,15891.3766,3372.6719,302.5659,907.1922,2075.0911,6619.4201,891.3617,3072.2775,32265.0352,10214.441,1152.8513,2557.9514,10122.8938,782.2233,5327.361,6358.6397,353.8332,2714.0843,22861.9509,10504.5113,8669.5321,1165.456,11.989,6036.0722,10551.3127,9129.7668,6874.2178,1362.4128,26944.4765
HISDEG-PWY,494.6643,100.0765,137.7645,8762.2793,18908.7886,417.8961,120.7874,691.6083,6528.5595,6776.3633,527.7691,3333.5671,202.194,519.5787,59.1426,3041.8022,93.3805,653.6042,3096.3287,19.8165,4904.7669,5472.3301,3243.8194,787.5816,188.6963,175.8068,321.9637,357.4556,1092.8272,173.7074,175.5388,38.0615,169.3961,2324.9814,5023.012,631.7016,27861.269,449.6956,1450.5887,805.2261,483.9629,1074.2393,107.983,391.4726,1495.0907,381.8282,1306.9419,828.8421,5761.2664,589.9042,373.6892,401.8123,329.2376,3152.9516,347.4994,81.0167,2299.3365,467.2978,142.3301,2316.5935,110.9475,2726.9206,83.9372,85.8047,457.0791,22650.3668,162.1992,3170.9853,166.8268,2155.4486,217.105,95.2208,81.5681,1204.5426,499.4664,217.3628,235.7371,344.1404,117.1606,111.3329,240.8957,39.36,693.5407,136.4793,668.4927,433.9615,3789.7653,1491.0472,3150.6018,225.1212,121.124,4377.0643,544.6333,226.7528,94.5461,14893.5896,1118.9808,2875.7222,154.7423,93.7879,86.6437,235.2108,274.5432,379.927,1947.6231,168.7415,157.3848,177.0603,394.5405,102.0034,66.75,321.2224,1352.115,301.5921,10618.1818,1158.7742,57.817,40.041,491.585,61.0925,163.9239,621.6561,61.6676,99.2374,234.7355,6173.3676,42.7748,2718.605,157.185,0,4371.7365,3522.1905,995.1377,4094.8269,1888.0301,231.5783
HISTSYN-PWY,22023.2417,8510.1743,6631.2649,11572.5276,26701.8438,42529.74,11309.5725,35408.668,25931.01,25669.4547,29467.502,52280.803,8812.4727,23811.7372,5264.3282,5637.1401,8654.769,33370.6466,14696.5135,3706.6869,25098.4209,14477.6212,51622.8368,38114.0888,17479.7926,8336.0633,28571.9558,2292.7297,12136.573,13235.0899,7828.1465,6434.1515,1470.2039,26657.6257,26084.9665,10255.1077,40223.7813,9271.7225,25744.6163,26101.5412,6066.9496,2550.4179,5716.1745,11630.9173,11575.5638,25363.7414,22511.9089,17657.0203,26442.875,12414.3398,37534.5705,18701.8906,10002.531,22170.5385,23045.8873,5828.7009,3513.5952,26314.6392,2144.7362,31856.7797,2985.0077,28109.5742,1173.1149,6893.104,12923.9078,31487.4319,16447.9323,3640.965,11604.4131,44736.137,7307.9418,7901.6622,5437.5401,10002.7186,19208.6408,6704.402,8466.5068,44547.5898,7071.5686,10314.8372,14117.4208,7168.659,19861.0011,21451.1077,7181.6121,8850.9177,33575.0326,20293.0744,47005.7475,10263.8586,13605.9646,19888.1518,11302.9419,13435.5952,5731.2692,47053.4742,27884.3089,20997.8994,13875.2031,6907.4507,7503.8405,7595.4641,7664.9595,30197.9488,15155.8337,3027.0651,8958.9053,11161.0428,3372.0604,1461.5355,2138.9397,36211.8038,17104.6445,6011.5405,18501.9541,41221.1054,7871.7469,1390.469,3495.6782,6935.3297,2177.8182,54985.1812,7987.4572,3429.5364,3398.5703,37153.8437,10124.0448,42859.2725,23514.6497,145.3709,35921.1247,30179.947,13070.0651,47117.3905,23077.2284,33558.2805
HOMOSER-METSYN-PWY,1874.71,635.0068,640.5951,11840.9358,1548.8825,6845.804,803.8867,2486.4022,1242.5403,1977.6382,1475.4392,8837.2759,1593.9948,1743.7056,221.4316,2797.6089,432.4495,2033.3719,5054.5602,172.102,2128.006,3039.4719,10286.4007,2941.1523,851.6943,1439.918,1698.0711,837.3086,2464.2467,1051.8317,958.8721,469.7112,649.6605,1954.7413,1777.2934,1719.7873,427.2744,2004.9349,4256.9062,3963.8908,1783.932,2799.5231,1025.5302,1530.7983,3325.5114,6489.4877,3516.291,3125.9999,1538.4845,1959.1416,1063.9227,2266.6321,1340.6885,9367.5563,1975.2214,382.3504,4059.9993,2199.8878,243.7951,4859.404,513.385,4268.9615,230.3038,787.0623,1547.9663,309.8496,993.914,4397.7468,630.0048,6597.5694,788.2553,730.5391,530.2336,3403.2494,2952.5186,1600.2638,666.9402,1649.4403,623.8598,1422.4752,1543.6279,410.9913,2530.9741,1262.9308,2331.0459,1654.8605,4742.7317,5952.4629,11277.7008,1072.2474,1238.5436,1327.5479,1413.3338,1433.4829,345.3729,6319.606,5501.978,5402.9147,1884.905,463.7592,558.5737,794.8407,1494.4809,1021.2888,5551.7038,1123.1901,652.6246,1784.9981,1199.6867,76.4671,295.8002,1973.7715,3441.4307,814.1331,2484.1818,6830.9251,850.9302,710.9418,364.1878,1557.6964,627.2567,1930.0398,835.2475,386.4899,1021.6512,12063.3284,571.0915,5777.7173,1041.7168,2.9752,4831.2845,5946.3095,2168.4131,3537.725,3657.1453,744.7936
HSERMETANA-PWY,1075.6873,206.9869,401.6786,8945.3775,6630.8241,6059.579,260.7525,1563.8169,2486.7807,3255.4365,1495.8221,5480.4768,357.5574,1033.0134,114.7732,3754.7846,175.0604,1968.9399,4830.4436,89.0913,2969.1037,8712.8659,10560.6067,1878.1574,900.9405,323.8152,1992.034,745.0855,2180.581,479.3884,294.2446,320.1629,585.5544,5476.4858,3478.5875,1384.7353,12889.4653,1196.4517,3073.2786,3039.6361,1714.6024,1896.6735,371.2488,1213.7505,2649.4294,5862.2138,2876.1892,1756.7976,3607.697,1567.8325,923.1687,1496.293,373.8168,9605.8205,834.5872,203.2753,3262.3611,1474.8607,209.2719,3217.1225,258.8626,4342.3342,176.4182,506.0207,1209.3411,8431.1182,720.6545,3647.8991,507.5613,6723.7823,423.2006,231.3535,386.8197,3023.7772,2648.3344,1409.4278,381.4492,1502.4521,245.6435,640.6449,625.7154,203.5264,2024.4407,1010.7627,1822.1162,1481.6067,4809.1798,6020.0283,11741.7087,769.6071,1239.7676,1843.8221,524.3599,1365.8034,573.5351,15159.019,2640.4522,5485.8044,1635.2903,219.1886,2825.1755,680.6743,1463.8223,1053.9594,4468.297,1034.0718,566.8145,1107.7137,1012.35,75.7454,189.571,1001.6949,3132.3607,456.7792,14347.0875,2686.9786,2016.2158,666.7407,361.1721,1268.9171,471.4768,1678.4311,770.5543,179.997,981.8578,11290.0568,559.2422,5564.2319,558.6465,2.9614,4842.0249,6143.6204,1607.5159,8243.463,4307.4091,4417.7854
ILEUSYN-PWY,42178.3095,15790.7685,10998.299,33524.1153,37712.2599,62768.2499,20263.9364,67098.0108,36189.5837,37452.9464,39242.0623,69269.0659,14152.6777,33508.4756,9560.1039,19834.1732,15175.5652,49980.5975,25039.5642,6224.0512,38320.5717,41180.0609,71575.8074,75669.8807,23336.9716,18903.3004,39749.5771,4943.6781,20372.9298,20372.8072,15254.642,8372.346,3164.5663,45146.0015,37631.1053,15531.9126,51391.7698,14249.8519,34857.273,51472.1364,8925.1139,7451.2335,11000.9646,20106.9433,20101.5761,39547.6128,38602.2715,25382.0033,37598.6113,20533.5592,51669.7526,24714.8091,19243.2749,35844.2567,32261.4024,8307.5036,14698.6204,33630.2805,4767.2132,42980.6837,5050.7839,38927.6439,2945.3454,12276.3598,18611.2878,38269.2267,30596.8145,14210.5112,14996.3336,69614.4727,14634.7426,16436.2581,8793.4562,17534.2395,25751.6335,11236.9565,14145.9038,64240.4142,13176.205,19182.874,23708.1917,9273.0251,39738.5959,31890.7015,14806.1614,14661.7591,46216.7773,30812.4596,63625.0262,14937.4045,17192.4947,26852.6027,16478.7763,17447.9683,9900.8419,66501.4576,52418.8067,36671.6862,24062.1434,11186.9892,14639.8563,9269.7857,10004.51,38054.5342,34757.5862,5742.0059,10593.0224,20072.3715,7581.9152,3002.0026,4102.5484,42689.1276,32012.7284,10264.5188,53173.9981,77931.2512,14890.7941,3070.8593,6502.2427,13492.9745,4811.7481,71717.2153,11396.8216,5033.4608,6458.5983,68520.7039,16526.4875,56793.2702,31845.8025,249.3137,53477.3498,41456.5106,26072.8164,63413.0259,34308.2639,54968.1615
KDO-NAGLIPASYN-PWY,27.9043,17.879,0,470.2148,2328.8162,17.9578,9.933,0,23.9648,33.907,29.9042,15.9832,35.5984,23.9537,21.718,563.9299,0,15.9731,82.9659,43.264,0,93.046,0,19.9562,9.9902,15.9418,13.9736,11.7732,251.5689,0,63.0552,5.9874,11.7903,39.8136,9.9892,13.9738,485.8977,13.9651,15.9702,15.9461,31.2601,23.3433,0,23.9314,176.129,0,177.9039,27.8692,27.9407,15.9637,11.9846,0,13.9093,29.8667,47.7448,33.5333,17.7726,19.967,33.6546,41.8283,32.9387,116.519,11.735,23.8102,23.9283,324.5626,15.9561,29.3663,0,118.7042,54.3739,13.9696,11.9138,11.9675,0,0,13.9617,17.9752,0,0,0,0,0,31.8951,0,19.9213,9.9897,25.8292,0,0,11.9352,0,9.985,0,0,751.784,652.5454,589.6052,0,0,0,0,0,214.2966,324.4281,337.6285,0,0,155.7422,0,0,419.2985,564.0148,0,922.3427,766.9709,0,89.8235,0,79.9519,0,1034.0211,0,0,253.5697,655.3615,0,663.3116,248.3726,0,581.6529,2724.2466,9.9727,136.4686,7.9955,41.7255
KETOGLUCONMET-PWY,6.9532,4.4434,0,147.8737,570.8556,4.4601,2.3512,0,5.9792,8.4525,7.4803,3.9898,8.6734,5.9833,5.3133,144.194,0,3.9883,20.5824,10.7173,0,22.9466,0,4.9838,2.4972,3.9797,3.4562,2.9167,63.2185,0,15.5259,1.4952,2.9262,9.7238,2.4957,3.4806,118.1971,3.4848,3.9846,3.5556,7.9606,5.4784,0,5.9416,46.3673,0,44.393,6.9407,6.9583,3.9365,2.9896,0,3.4882,7.4441,11.9487,8.3878,4.4153,4.9603,8.5235,10.4019,7.8549,29.1062,2.9151,5.8732,5.9394,79.17,3.9686,7.2466,0,29.2742,13.1091,3.4707,2.9464,2.9972,0,0,3.4694,4.4867,0,0,0,0,0,7.5949,0,4.9581,2.4965,6.442,0,0,2.9692,0,2.4852,0,0,171.5168,161.3111,141.9604,0,0,0,0,0,50.3662,78.5299,96.6621,0,0,39.8888,0,0,95.4776,128.706,0,212.7889,188.4115,0,25.8132,0,19.2418,0,243.5389,0,0,69.429,151.0975,0,162.2407,58.6747,0,129.7888,802.739,2.4547,30.8036,1.9976,10.3106
LACTOSECAT-PWY,45491.7525,171169.6672,21513.7685,57401.1177,8803.5512,17236.0669,16813.3673,26508.285,13985.0047,9081.0358,18573.966,9795.4654,11608.7407,25034.4317,170753.6189,60709.3223,13470.5457,16106.9502,15083.5643,29687.3543,5125.9911,92591.1742,11973.3409,33659.4599,8444.451,131675.01,18031.2106,50189.1156,29446.8741,12505.5003,40942.8204,3060.4774,90409.4774,16725.1042,7007.9395,15105.7163,11357.1415,24112.8094,7791.4959,81406.4682,8926.6269,42802.5561,11038.9251,29922.0095,36148.1281,25332.6924,39941.2493,28144.4599,6143.4142,46817.4128,9397.0775,26327.6981,21242.0959,12606.3796,23670.3985,3355.889,133239.7831,20328.43,34559.2583,6921.8803,9822.0156,11734.5307,27056.8871,138543.5993,29163.2264,10236.0639,40342.3259,19501.6943,14429.6457,18712.2709,23360.9699,126742.647,8713.7247,56987.8825,30895.0767,48697.3593,10806.865,15718.5342,51745.075,129841.7122,19649.046,3305.1558,44997.4888,30476.5364,37894.7037,15957.0305,12239.8824,17434.0667,6692.5956,26424.2937,10052.007,5397.3083,11021.4593,13668.6392,7722.8629,50149.7793,36428.9842,12836.4474,10764.6275,26221.9524,19198.2692,4221.5441,9023.1103,29812.6299,56690.51,33049.9937,5024.8962,6766.1979,24097.8403,28336.2035,34407.8761,18910.7073,166595.9947,7081.8882,9207.6022,74439.8799,23336.5574,16273.4785,6365.9726,10682.8625,82305.0989,22487.3201,1814.9714,2476.0754,24325.0601,102241.4993,5169.4838,39592.1303,40308.9519,1869.5829,31260.7794,3347.5018,42426.2852,46240.4815,14277.6697,28925.4397
LEU-DEG2-PWY,2.4889,16.442,17.8201,111.4098,0,149.0538,11.687,78.9007,76.5895,70.4225,155.2266,19.3183,34.9178,63.6915,13.8459,88.7033,2.4036,40.5572,143.5212,0,58.1691,226.1846,9.2623,126.7826,86.1068,2.4381,178.6532,1.9737,53.9988,34.6594,11.5665,0,1.9737,19.9585,48.3928,37.3478,0,14.0256,8.6647,123.1473,2.3324,6.2448,52.2684,33.476,67.1469,68.8058,2.4776,29.598,80.0068,30.0928,26.2799,18.1997,46.2029,191.6187,2.4871,0,2.3861,23.8992,2.3445,13.3821,16.7296,60.8151,4.268,6.4528,17.9049,0,7.3697,190.7858,20.7213,215.5461,36.7975,4.8148,12.7456,13.7902,36.0908,7.0668,26.1137,26.3239,4.7825,13.1621,61.3933,0,56.7246,2.4907,21.2881,9.316,45.9601,97.2177,16.1248,11.5266,6.6172,75.3025,43.0388,2.3523,12.309,203.3034,53.1012,4.9887,45.6767,0,13.2277,27.4594,16.335,264.1396,111.5895,11.8378,17.5332,0,22.859,1.9718,18.0305,75.1455,140.4537,42.3569,7.4982,73.0995,29.2405,0,0,2.4696,25.7894,1.7647,0,19.4358,0,570.9083,0,344.4629,2.4854,0,0,19.5104,313.6023,0,488.2295,42.0188
MET-SAM-PWY,2904.0708,1003.165,1015.6286,23315.6823,2386.359,10089.5364,1239.9797,3830.9303,1924.033,3039.5558,2271.7505,13189.64,2467.0016,2699.5954,347.6262,4718.9341,668.8117,3112.092,7534.8425,269.6214,3260.4363,4854.4836,14808.156,4536.729,1315.6523,2303.8939,2619.6251,1425.8729,3870.672,1654.3161,1508.0583,721.4605,1145.8576,3001.8133,2737.5359,2714.3509,663.5276,3207.0936,6516.3266,6195.4872,2934.5122,6289.8154,1648.9138,2391.605,5382.1657,9639.77,5434.6835,4888.5024,2365.4551,3124.4725,1636.9519,3539.0118,2070.9791,13189.8784,3059.7304,595.2398,8806.6781,3383.9394,386.2547,7371.6751,821.677,6318.8837,371.0561,1253.6173,2436.727,481.197,1544.0988,8594.9473,978.9707,9823.5943,1228.8933,1154.7551,817.1688,5686.9943,4621.2016,2614.7293,1027.9316,2535.7098,983.7628,2266.7799,2450.3244,631.5991,3934.7763,1961.744,3849.5167,2632.11,7043.1997,8757.9237,15867.691,1685.2595,1932.8434,2042.9074,2192.7715,2255.8649,537.438,9654.9264,8442.4556,8896.3116,2908.6199,724.7286,873.3074,1214.7438,2304.5167,1577.4302,9107.8673,1958.2023,1002.0314,2762.5331,1992.1569,120.3849,471.4331,3016.0304,5534.9826,1262.3297,4037.5141,10576.3061,1338.3106,1269.2576,572.8709,2468.1655,1036.2773,2994.1305,1277.7926,597.5254,1712.8512,18797.8979,881.5543,8732.4765,1613.4761,4.6531,7350.6201,8613.26,3450.8354,5420.2503,5632.968,1153.5511
METH-ACETATE-PWY,1281.2461,83.5447,124.9033,374.9282,301.0951,600.8648,130.269,292.367,513.2204,1972.5264,487.044,6062.0859,279.226,536.944,72.238,497.0749,175.3159,314.0382,1601.4825,99.1885,4164.1209,1411.6575,3733.6998,336.4431,285.0947,525.5773,534.035,121.7173,713.4448,651.4478,366.736,246.1257,54.1529,1486.7044,3152.3681,102.4933,239.4999,449.217,2555.423,342.5527,98.3311,69.2368,33.8332,202.4833,327.5014,629.9465,864.6533,483.3316,1582.781,254.7068,71.6016,266.8547,415.6426,1620.9128,1491.44,240.0411,38.1368,875.7587,231.287,3688.8085,106.7649,3733.2966,146.2397,46.5963,93.876,116.0723,493.1457,348.0211,7.969,2069.4047,323.7656,202.5723,74.5332,75.9778,62.763,7.9654,768.1736,79.6687,269.7082,91.833,122.7169,317.791,149.2759,657.0258,270.756,774.8285,2260.7397,1461.6431,3716.2883,116.4936,180.2627,1416.195,862.3792,65.0227,92.1434,1692.1376,2118.3232,541.0152,559.8863,169.1532,172.738,54.8288,468.2543,168.344,743.5189,23.6365,334.6671,1406.2789,171.2767,86.3241,120.1649,415.0119,435.7046,405.4431,293.7366,2779.0555,249.9248,44.0298,512.5294,854.9405,206.8958,823.1034,566.1685,140.4519,53.8082,644.502,946.239,1089.7801,257.9796,25.1789,1996.3128,2915.3725,470.4093,899.4532,222.8203,43.9281
METHGLYUT-PWY,9.4797,3.8318,0,169.9919,526.0481,5.0338,1.7577,0,7.1781,9.0348,8.9962,3.7209,6.6444,9.6964,4.6253,169.4895,0,4.3432,23.6099,7.3634,0,31.0995,0,4.1534,2.63,2.9281,4.8027,2.7891,61.3038,0,11.7151,0.9375,2.4761,8.1405,2.9908,3.421,102.2452,3.9086,3.2832,2.9687,7.113,4.9511,0,5.0463,48.3845,0,36.7365,7.4347,7.3754,3.6685,2.3214,0,2.7377,9.7719,10.1438,5.3117,4.0935,5.1948,6.1073,8.5201,5.6726,30.5874,2.2689,5.0158,4.2305,68.1427,4.0885,8.7396,0,36.953,11.0808,2.7123,2.0831,2.8819,0,0,3.4232,3.68,0,0,0,0,0,8.3084,0,4.2381,3.0147,10.0041,0,0,2.7103,0,2.9508,0,0,181.2583,109.7248,155.1661,0,0,0,0,0,48.9336,62.4945,68.6106,0,0,29.9021,0,0,73.4906,126.8323,0,251.2008,128.629,0,21.6965,0,13.3312,0,182.3044,0,0,49.8505,170.6421,0,188.6879,48.4181,0,114.528,732.9353,7.6586,28.0689,2.308,7.575
NAD-BIOSYNTHESIS-II,8561.0582,1141.159,707.0151,641.6939,3356.3387,10899.0948,3492.9596,22903.4181,95.7708,1812.5648,6432.2986,6432.0197,2418.5671,4094.3758,247.5413,747.6107,2641.1821,12740.2792,1557.3286,145.6336,7064.419,1335.5883,9067.3344,25873.815,2703.6099,3352.4635,6675.1716,176.5278,1320.9583,1395.4268,2324.8137,630.903,30.7883,11330.9862,3732.8583,668.618,2485.7656,1251.3941,2974.9983,8616.1757,259.8743,164.0926,1923.2191,1970.8788,977.4698,6026.4849,4926.0122,1610.7762,2715.3493,1116.6687,12741.6299,1683.0945,3894.487,5200.5545,5000.8047,510.3021,55.3684,2857.3777,721.8452,4300.4142,425.5423,4397.1499,478.3108,316.5889,460.2659,971.9605,5469.1927,725.1347,340.2446,15414.0025,2695.8523,1712.9995,1542.385,438.5956,654.2129,219.977,2364.8002,16135.4136,1179.4705,1782.8228,1940.8551,856.0311,8913.7083,5796.9528,1414.2999,1605.8112,4752.8291,2832.893,7657.4529,680.4885,378.0004,430.7374,1538.3676,131.8773,2495.8908,2970.4513,11727.3824,245.1005,6490.2866,433.7415,3923.7712,390.865,156.9617,56.7341,4864.2394,1070.1489,398.5235,7152.6933,738.849,253.9815,184.2886,470.8213,416.319,3303.4544,332.7406,14876.9443,3248.6378,774.8249,970.6507,3757.1926,343.3521,1970.9033,3204.9249,1170.4581,1296.9878,433.013,5187.0633,1254.0184,172.086,2.6896,2157.7665,10796.7014,3382.7477,2137.6645,1072.1617,13337.7255
NAGLIPASYN-PWY,7839.4062,2473.4469,4398.3125,2011.9379,24670.6646,7364.4508,1409.0745,9929.0839,15319.5213,11526.7099,8651.9972,14463.7592,3322.5104,11672.2144,1573.2862,3103.1885,1147.8728,8817.6826,6288.1259,2435.7239,6103.3563,9106.1349,6321.3441,8893.0607,9492.3469,4146.3765,7087.1759,586.8988,5898.5353,10394.5536,4029.4728,2667.3308,617.0662,8077.9601,8567.6296,7040.8916,37208.8817,5272.357,8033.148,4673.8257,1218.7713,808.8419,3194.9697,7911.7276,2575.1786,6543.0739,14408.761,5636.7935,12350.5214,6640.2023,8638.8623,4716.116,2031.8459,6025.7032,8470.602,2277.0881,1291.8776,11355.5316,491.6953,9634.1094,1006.7192,8527.4443,507.9324,2818.9864,7523.3868,29439.6324,5616.2695,1302.2075,4192.7628,10100.8224,1868.4688,6118.0534,1550.4065,4111.9397,3789.4283,1848.5162,4847.4003,12181.0763,5541.0415,3751.0881,10271.1028,2708.0158,6941.3948,9200.0305,3766.1426,4785.0586,9063.6304,3482.3064,7513.0589,2088.5084,2017.0503,11111.9263,6359.5945,2014.3682,3321.3135,29808.0829,13511.8554,3399.8125,7363.2165,5856.4649,3560.5143,2126.2694,612.0291,5743.4159,7686.0613,1608.5951,3249.7089,3843.5448,1397.5396,115.777,1542.1977,11560.8942,3658.5653,1912.0992,10290.5008,20159.8803,4361.126,260.7818,496.9234,2994.3457,1181.9896,18742.9257,4750.5335,1636.5332,1603.1062,5044.6041,4927.6965,6689.0369,1561.3472,34.8945,11775.4611,8385.1901,3685.6321,11357.0833,13300.1117,9987.9635
NONMEVIPP-PWY,26752.3153,11621.4982,23979.018,14119.4296,29140.802,44850.8861,12777.5633,43254.9623,40132.0235,37511.1938,30565.4539,66737.4133,12796.3281,30475.5393,7231.3255,10917.4187,9522.707,36091.2366,17453.8945,4319.2949,38549.3855,21526.5748,59103.7181,48488.2935,18923.5982,14132.439,31706.9542,42232.5824,15841.0717,39378.456,9835.3166,7637.4595,5850.6773,33901.4694,41811.721,19513.7131,42234.7803,15004.0772,39136.3046,32740.5012,8634.2451,6162.7113,25253.6468,14851.9685,22197.4855,27716.2171,26091.8068,26685.0839,36654.4866,33815.4542,38005.5249,24130.7274,12498.7929,23977.4156,31990.834,11599.2438,7898.9928,29008.9989,4658.118,45563.0518,12796.9279,30428.5142,2334.9721,9179.8478,18609.3762,32078.8571,20458.201,7925.378,14393.619,49210.9433,9450.7701,12994.5957,6012.369,17631.4871,25619.1543,12421.4841,9667.8182,46333.2239,11500.2122,13328.897,66347.4599,8265.4111,24796.5907,28754.5982,12478.9176,16142.4416,38398.0621,23226.517,53539.1834,14344.1816,17245.9237,29919.9122,15887.0374,18072.9096,8237.5595,52615.6118,36978.909,135407.0621,17507.3215,9041.9171,11957.9644,8300.7845,10106.6795,29159.2235,27291.4212,5130.4011,9561.6589,15284.5365,6475.4288,2701.2336,3170.9708,34690.3604,23624.4607,8512.9777,170792.6284,57566.1334,12085.4559,2327.5121,5883.2668,10698.9,3497.113,96599.0739,9137.9385,4501.2028,5526.3224,39860.4229,11889.421,42565.8531,23818.8348,305.7148,45736.0282,33936.1992,42919.3935,48454.7769,28153.5204,36244.0179
