#OTU ID,SLCFP072,LYZdtt342,LYZFP308,LYZFP307,LYZdtt308,LYZFP331,SLCFP131,SLCFP078,SLCFP070,SLCdtt022,LYZdtt366,SLCdtt070,SLCFP023,SLCdtt005,LYZdtt354,SLCFP022,LYZFP355,LYZdtt330,LYZFP319,SLCFP005,SLCFP024,SLCFP053,SLCdtt114,LYZFP320,SLCFP095,LYZdtt356,LYZdtt368,SLCdtt095,SLCFP077,LYZdtt367,LYZFP356,SLCdtt024,LYZFP354,SLCFP112,LYZdtt319,LYZFP332,LYZFP306,SLCFP113,LYZdtt306,SLCFP071,SLCFP004,SLCdtt113,SLCdtt004,SLCdtt112,LYZdtt355,SLCFP094,LYZdtt343,SLCdtt076,LYZdtt344,SLCFP052,SLCFP076,SLCdtt096,LYZFP330,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCFP054,SLCdtt052,SLCFP114,SLCFP006,SLCdtt054,LYZFP343,SLCdtt006,SLCdtt077,SLCdtt132,SLCFP132,LYZFP344,LYZFP342,SLCdtt130,SLCFP096,LYZdtt307,LYZdtt331,SLCdtt053,LYZFP318,SLCFP148,SLCdtt150,SLCdtt167,SLCdtt149,SLCFP166,SLCdtt148,SLCdtt168,SLCFP150,SLCFP167,SLCdtt166,SLCFP149,taxonomy
FAO-PWY,22.6006,403.5693,519.1284,406.8915,591.0999,1217.0519,63.2073,43.5919,30.3229,175.8859,235.1242,9.7345,67.072,1164.2498,119.4424,42.5849,508.8018,194.8396,373.5077,199.0573,36.0428,5.1925,579.1637,119.5523,1.4992,198.3341,1463.753,0,107.1499,216.9021,332.8294,22.1575,483.6984,65.3831,255.3409,12640.4485,518.2134,24.4246,195.1765,55.306,59.2576,35.925,84.6704,0,241.8846,0,192.5251,504.7784,546.413,54.6505,204.5931,2.2486,412.8356,442.2474,196.826,189.2302,304.5282,2.9655,18.9885,23.55,153.6283,0,2624.7709,2763.1782,208.9297,39.4986,0,871.4242,182.4414,34.6604,0,601.9445,341.576,41.931,281.1576,1466.6393,1194.5243,11.2909,147.8251,731.3829,168.5271,98.5906,74.287,2135.5096,59.3096,115.4682,
FASYN-ELONG-PWY,14481.1275,43594.6065,101433.7003,77679.1831,74549.3367,38182.0806,27009.972,30447.1056,27067.6603,32792.0596,33498.753,8188.1919,6205.6157,13283.6147,47569.066,8910.8829,34342.6084,30566.7679,173700.7592,21532.0565,8262.5192,22768.2414,13895.1177,60899.0629,62709.3488,112261.2407,47196.1432,29996.5104,33381.8867,43587.1691,30381.7073,6762.3887,173794.4694,7492.9125,32742.4865,77965.1792,142656.6183,3505.9218,41333.4756,32757.9909,10331.8326,10744.7284,9619.239,1977.7121,59172.7472,15885.4603,32168.7559,63707.4343,59556.4546,27389.342,72180.3269,56714.4715,66662.9213,150103.9321,36458.6792,128270.3652,43208.4698,11146.8626,33083.4883,4347.3113,19312.0568,9424.5637,108117.5704,23715.0018,52917.573,27078.2328,16163.0889,47241.3358,39908.3414,5816.6703,19266.07,115668.1492,26190.1246,27679.9783,60764.5263,22100.2769,80485.1355,152643.0222,141306.0907,74228.2027,39768.4647,125245.0613,65815.6223,48887.0543,318913.9118,37745.7216,
FASYN-INITIAL-PWY,2.9996,442.0282,1786.052,245.7273,1234.6889,1961.3283,2.4998,0,0,524.5232,179.971,30.3544,2.4993,104.9554,208.8237,6.9962,545.3431,226.3698,243.7467,129.2025,13.5353,15.9927,518.8603,111.5781,2.4999,216.2155,1325.1042,2.9996,2.4994,217.7562,225.2741,2.999,522.6697,22.4705,260.1527,23249.4744,315.2367,0,274.172,0,39.8108,22.4627,54.6368,0,273.4894,26.958,223.1052,51.2979,487.0884,28.1007,2.4995,6.9991,459.6486,825.7134,245.0018,270.9347,33.5781,3.9991,55.8234,0,94.0655,14.2843,3836.9329,208.8222,34.4438,46.9451,3.9994,2306.9032,138.852,25.4229,0,717.0827,322.4064,94.6748,787.5136,1538.9797,28.4665,265.193,49.0538,1022.7379,566.8394,172.8372,1100.9968,3222.8366,15.9232,24.565,
FERMENTATION-PWY,9900.2183,7460.4732,51886.722,27990.4628,24972.3441,8757.4265,19596.8571,12869.3994,17912.6152,20610.9363,12438.1114,3591.8527,6561.4812,12245.3096,3432.7698,6855.2182,4561.1841,8536.23,20513.9409,16018.8839,7779.6283,21979.142,18342.6869,3589.7317,4657.5638,3483.2427,25441.8287,2664.4323,8083.2308,23944.4386,11664.599,3778.8006,6446.9856,9908.3344,3315.693,27373.7732,38623.6483,4360.5957,3722.4935,21989.5601,9068.1837,13793.8382,6434.2295,1492.2203,6156.859,15586.326,4106.2692,12415.2691,13503.7493,21154.4007,11716.0597,5184.003,27503.2179,14609.3755,9653.7619,6430.3853,6198.4938,8549.1218,17718.3026,4244.9182,15244.5384,7721.8956,16162.4698,20235.9367,5652.7175,14471.4647,11622.8737,17370.2629,3356.2981,2638.9498,434.2554,19688.5681,12285.8689,20167.1254,37490.7377,22538.1361,59401.9164,34139.3164,71649.3083,23703.3142,39939.9687,32489.221,35007.0487,29779.4659,56251.6217,21788.5226,
FOLSYN-PWY,6249.901,9651.6577,46257.975,39208.5951,24521.4063,14238.1418,14110.3035,8099.3516,11521.8989,21277.3649,15582.0436,1954.295,4681.7274,6804.4393,5910.1356,4389.5458,5861.1412,8912.0514,45185.977,5632.2288,5364.6386,12509.0264,6062.4191,10046.7165,890.5422,4935.436,21885.3886,766.1255,3644.2002,21850.7537,10636.397,2589.2101,10641.4483,6053.0614,6422.8578,12218.8426,64513.1717,2517.5051,4305.2168,11487.4352,2148.4158,2522.1837,1818.0461,497.5892,9970.8592,3538.4619,4106.5344,9605.6364,14516.3564,10110.4172,4667.981,1118.4901,32218.0259,18368.5398,9956.5954,11801.7883,5202.0405,7311.9455,7179.275,3150.6512,4996.8221,3147.314,23927.5508,13026.836,3735.6418,8694.0714,6965.1861,18677.1917,4433.2861,1682.1523,170.2147,17875.6495,15719.2949,12624.5113,22861.5169,19278.048,45796.4671,22823.0817,45624.3332,21763.3052,30441.6535,39663.1429,21841.5641,27272.3779,26339.9834,31061.8717,
FUC-RHAMCAT-PWY,357.9542,839.8381,4746.2687,5269.9746,18175.9225,427.0407,1282.1296,309.8154,320.7644,2403.8651,673.7667,267.8515,119.8684,394.0339,218.6989,255.056,107.8372,513.7391,2164.0888,263.7941,287.6263,670.7852,508.997,418.2248,60.0665,418.3134,3122.0849,44.3613,132.0592,1894.7081,651.0853,121.2992,647.9771,342.6532,503.5657,526.3087,5963.2928,129.094,370.3713,378.9959,163.607,101.9246,157.6729,4.4418,333.9575,578.0838,344.8104,921.0834,1402.1088,463.0733,156.7579,114.3373,1337.1664,2717.1807,924.5649,656.8663,495.4212,269.5958,315.6547,89.1715,261.0208,56.8518,609.7183,706.8374,302.2219,1365.2114,872.1879,1601.422,196.8763,302.188,2.2352,4830.8978,746.4,372.5504,5140.8007,5125.2279,5998.7055,2041.4089,10452.2647,1513.6643,6518.5715,3080.3882,3597.385,169.7875,393.6155,1917.5522,
FUCCAT-PWY,2264.1138,549.1342,3019.489,5859.9312,20191.5863,286.1276,5339.3269,334.3018,4655.5527,2019.9436,555.6149,411.5505,216.229,411.7469,152.1195,170.3462,73.2128,544.698,1775.8245,375.1257,316.3506,6310.8532,548.5139,312.446,80.673,279.6369,2885.5037,44.317,141.4512,2059.7034,554.7082,131.7403,405.4129,488.4697,391.0082,354.8449,7312.9245,200.5698,335.0264,3636.3405,261.1211,129.1749,243.598,4.6095,207.7747,795.2228,301.6775,788.2743,965.7551,3154.8087,142.9902,142.3464,1251.2355,1984.7596,678.7564,486.1358,394.3367,2696.1491,931.6905,166.2353,513.6495,352.085,388.8473,675.0048,261.7901,5315.52,4513.2008,1091.1895,143.0964,1316.1614,8.6661,5367.1122,503.1504,857.5311,4048.6405,7442.7853,3903.1551,1693.4766,12773.5466,1843.7826,8520.3192,2549.933,3061.5468,230.2986,444.1437,10560.0872,
GALACT-GLUCUROCAT-PWY,4463.5932,2742.5696,24541.0524,11048.301,21133.4979,2052.3508,8623.3425,5370.903,5308.0078,10621.1385,13551.5546,1037.1924,1692.7642,1951.0838,485.0247,899.6409,5508.7805,4113.005,6010.057,1383.8975,2813.7891,8227.3395,4662.2174,1362.8232,296.9029,5263.4102,24332.4406,168.5837,1633.9368,20510.7217,11672.311,1986.891,3641.1749,2381.4267,1064.6633,1289.6623,15387.034,1374.3817,1656.3439,5724.7194,571.1789,2066.7755,712.9998,253.3713,3605.1709,2022.3849,1611.0869,5669.2773,6412.2702,4354.2902,1357.6297,408.4428,14780.7429,6472.7922,3258.7316,4395.937,4307.6197,4960.6318,8568.6106,1468.3351,1850.4786,3387.5748,2797.8326,3570.1996,3299.3262,10015.6586,7167.0122,6884.7215,792.6449,1792.9892,24.6726,9302.7825,7648.7414,7702.2967,19525.5953,16443.2014,16394.5272,14692.9681,27322.7768,3083.2571,26257.8703,9870.2156,10793.7377,8054.2103,9533.6391,9745.7715,
GALACTARDEG-PWY,19.5769,178.4098,274.4734,246.3083,5114.9099,119.6876,77.8036,21.9529,24.8392,180.6202,89.2155,12.9246,0,61.484,49.3804,12.9112,36.4324,92.4525,127.0455,71.194,0,7.8479,260.5344,35.4486,5.6244,76.9071,668.2205,5.3461,10.7738,92.9331,76.8782,7.4183,115.2629,17.1072,116.7024,171.5662,381.0726,0,81.7845,15.977,22.2858,14.7871,34.5296,0,78.8909,28.3335,77.4311,49.818,255.5902,23.7039,0,23.405,204.5549,517.5712,105.865,64.4873,50.8334,5.7693,17.5253,0,56.4029,0,131.2387,122.4501,37.9446,93.8085,44.6205,164.3199,49.1832,29.2267,0,991.4362,161.5352,27.6652,236.6713,889.3485,1157.4412,9.4259,3785.3389,31.8867,249.8299,80.7792,78.8398,5.7406,4.2367,107.9577,
GALACTUROCAT-PWY,5336.9702,3735.2509,32329.4534,15602.5473,29368.7917,2901.241,11997.0362,5601.3065,6283.8764,12643.7027,14449.2525,1324.1977,1920.7261,1921.9211,547.0859,1037.4239,6884.5303,5336.3094,8170.2738,1506.4386,3164.5654,10867.4452,4803.399,1740.9547,427.4867,5939.7356,26953.6287,258.84,1694.2629,22703.6532,14127.8648,2248.9693,4587.5644,2687.5576,1346.7139,2160.0166,21178.0395,1544.6503,1958.9239,6721.6782,622.8289,2222.2643,796.3292,271.3289,4044.5258,2952.3993,2114.9911,6255.8916,8725.5941,6462.428,1378.3674,643.308,18920.7942,8384.3272,5428.3265,4882.5515,4652.3541,6683.3058,9924.8477,1655.2327,2016.0992,3970.5881,4234.688,3443.7342,3554.6699,12727.8076,9911.8908,9198.3248,1050.3413,2230.4814,28.694,12941.346,9592.0589,9186.0458,25915.9562,21250.336,18934.0484,15284.8653,32557.0292,4024.5804,36309.1634,11494.4463,16108.7036,9955.7622,10562.2742,12058.5939,
GLCMANNANAUT-PWY,15100.4727,46155.3586,94642.1177,60254.8879,81666.6916,25262.0893,31202.0616,32807.0899,31335.4978,28500.6296,28433.4023,8950.2437,6150.0532,16057.2772,50101.029,8636.4411,41712.5813,26114.0396,82613.9779,51083.6773,7388.1414,29407.236,16463.2189,32365.6033,92738.8052,123429.2382,42247.8964,33309.5825,37432.2843,38178.4019,35553.1083,7011.5667,192079.2267,10269.5409,24083.3917,18454.9976,110101.0375,4701.7966,39423.3504,40119.8808,26308.9076,15255.5672,13334.9235,2425.6533,64741.3148,30140.6535,33569.6213,69553.312,64567.0326,34408.4661,81996.1782,60911.7211,50933.82,149380.1416,31999.4151,100167.7475,46898.7989,10160.2448,33649.157,4373.9972,33279.8923,9335.2032,121080.6475,27249.6079,57415.555,26743.4846,18113.9025,54846.8536,48211.5585,6105.3112,39833.2378,103934.3706,19623.0355,28811.6603,62513.9838,23999.7249,101271.1152,151554.0906,172541.1049,63378.8264,48282.549,112392.826,69634.6118,36145.0147,333873.6198,42323.118,
GLUCARDEG-PWY,19.5769,187.2568,442.6144,246.3083,5114.9099,123.1728,77.8036,21.9529,24.8392,377.5668,96.8065,33.6103,0,65.613,49.3804,33.5198,36.4324,96.7223,127.0455,71.194,0,22.681,260.5344,39.7215,14.9955,76.9071,724.2329,13.1678,10.7738,114.9008,76.8782,19.4294,115.2629,46.6898,116.7024,175.7983,381.0726,0,81.7845,15.977,22.2858,14.7871,34.5296,0,80.967,76.5014,81.1387,49.818,291.1147,32.8674,0,36.899,210.9553,517.5712,128.5333,64.4873,50.8334,16.072,36.1212,0,56.4029,0,136.6791,129.629,37.9446,93.8085,44.6205,191.576,49.1832,29.2267,0,991.4362,171.7764,58.8958,400.7745,1026.6685,1157.4412,22.915,3785.3389,40.1186,682.7542,176.3911,162.2065,5.7406,10.6601,107.9577,
GLUCARGALACTSUPER-PWY,19.5769,178.4098,274.4734,246.3083,5114.9099,119.6876,77.8036,21.9529,24.8392,180.6202,89.2155,12.9246,0,61.484,49.3804,12.9112,36.4324,92.4525,127.0455,71.194,0,7.8479,260.5344,35.4486,5.6244,76.9071,668.2205,5.3461,10.7738,92.9331,76.8782,7.4183,115.2629,17.1072,116.7024,171.5662,381.0726,0,81.7845,15.977,22.2858,14.7871,34.5296,0,78.8909,28.3335,77.4311,49.818,255.5902,23.7039,0,23.405,204.5549,517.5712,105.865,64.4873,50.8334,5.7693,17.5253,0,56.4029,0,131.2387,122.4501,37.9446,93.8085,44.6205,164.3199,49.1832,29.2267,0,991.4362,161.5352,27.6652,236.6713,889.3485,1157.4412,9.4259,3785.3389,31.8867,249.8299,80.7792,78.8398,5.7406,4.2367,107.9577,
GLUCONEO-PWY,16588.3229,25444.8063,95887.3808,83402.2155,61075.5743,43086.0504,31669.6265,29631.3394,25527.9269,41071.8981,30115.0315,5847.1194,11831.0636,16934.7938,8355.6844,12732.707,40124.3388,23904.2996,178622.4741,39258.19,12872.2324,30244.6133,22821.3662,59677.8357,61087.4585,66711.6539,47083.8262,21564.8283,17709.576,42000.7024,42981.0375,8716.79,60725.7437,14146.4544,28215.2181,53599.4967,148936.7282,5973.9645,19976.7409,32578.8548,13613.1477,16941.7873,8834.4335,1891.6721,38575.2374,15358.547,16484.5235,36873.9615,46323.8567,31527.1501,25510.0413,59661.0228,92269.903,69481.8422,29485.6492,75776.4881,32227.2655,14288.7555,35093.0955,6964.465,30194.5438,11686.0258,57634.6287,26553.5849,32078.2264,27818.5109,19814.5603,50466.7832,24614.3139,5240.812,31502.2486,82765.5663,31850.0253,31986.8576,62719.872,33539.1929,93304.9856,114059.2497,139183.6084,73203.8426,59480.838,106738.0557,69125.0752,60460.4212,152617.1808,60672.1952,
GLUCOSE1PMETAB-PWY,375.0169,259.54,194.9558,171.4766,466.4029,176.5527,2.6599,0.66,2275.9778,80.0867,110.1655,19.3203,75.7816,81.7028,81.2633,5.3392,56.1285,121.9445,85.1361,104.5798,138.014,430.2598,389.8984,44.1413,0.66,116.9329,931.0847,0.66,0,93.4048,109.712,4.6589,165.0763,59.8852,179.9278,280.9369,200.1992,27.9434,123.9531,1506.874,32.6433,30.6396,44.5985,0.6599,127.85,0.66,109.6491,40.147,324.4394,494.782,0.66,0.66,272.8367,285.1944,123.8479,101.6133,21.834,365.2421,60.948,11.3314,75.2783,21.3207,187.5136,152.6828,26.6527,3.9997,4.6595,216.1651,73.6092,18.6356,0,400.3947,215.0382,102.6861,153.6674,1437.4903,97.1189,26.4976,382.083,16.4985,340.9542,13.8392,35.1523,2.6599,1.16,2987.8042,
GLUCUROCAT-PWY,4708.282,2796.728,23278.2549,10561.7808,19516.3805,2270.4533,8398.3599,5870.4765,5939.4544,11558.3725,13879.5285,1187.5713,2078.4934,4193.8321,574.3262,1205.859,6225.0076,4448.869,5804.45,1960.9609,3332.7992,8441.8236,5565.9854,1374.0326,333.7524,5647.6914,24563.0012,182.9981,1951.4254,20509.1574,12824.7852,2287.3779,4073.2706,2883.3203,1069.5315,1293.0686,14883.7874,1615.0629,1739.9883,6598.127,817.7657,2584.9857,1037.5042,312.7583,3843.6491,2235.3749,1719.8511,6445.2584,6367.8024,4373.119,1822.7334,455.8974,16503.8853,6324.8492,3229.9809,4507.8335,4637.7351,4826.7963,9039.6138,1714.9916,2502.8171,3621.2944,2913.0841,8374.5946,3599.4376,9529.6217,6817.6087,7515.8452,909.1774,1761.6237,31.483,9036.8274,8324.9409,8254.0597,19310.4335,16365.2895,20337.4479,16516.7562,30898.1972,3681.2859,26054.9052,10914.3852,10754.9843,8858.2089,11146.9799,10599.4652,
GLUTORN-PWY,4946.4283,6396.1012,35327.022,28210.4786,20756.7933,18337.0777,13715.5111,5441.0339,7318.6475,19867.3396,15563.1621,1695.2222,6924.8719,2428.8724,1063.5957,6898.7404,25502.206,8440.7728,15076.1911,3065.2943,7821.5116,11078.0108,5835.2049,3330.6095,1352.4643,6506.9362,26111.1738,622.3919,1829.478,22029.8112,28941.2323,4128.1303,14486.8003,5973.7717,2006.8816,16018.8602,42702.7944,2792.207,2359.5577,7398.2889,1372.4795,2956.2657,1439.0524,390.6551,4244.9446,3435.1834,5514.3129,6548.6566,12398.3451,6761.7583,2161.4689,759.8387,47328.6704,9409.2845,7357.8692,4930.5246,4061.1495,7166.2196,8074.0198,3282.1043,3332.1841,3296.2386,33430.9509,4750.5025,2983.4885,10638.6957,8733.1787,37486.3756,21133.8742,2151.7432,131.1128,15902.3689,13968.331,8780.078,30060.2991,28402.8111,22227.0045,16341.6219,34034.6999,12077.259,44691.0593,21894.2167,39809.7762,21728.6585,9762.3337,33430.5188,
GLYCOCAT-PWY,11637.0819,22718.8177,71321.262,53704.5515,53025.2204,81893.0801,26581.2507,15917.4707,18415.3578,35902.4336,27894.8698,4593.4691,12702.1245,6029.9343,9852.5663,16229.9757,50348.192,19560.3293,42690.2351,10647.5222,14112.881,24794.0443,12019.671,10999.898,7980.5934,35594.6984,46596.1672,2409.1521,6966.8614,41117.9409,50718.6263,9008.9892,73068.7775,10695.4298,7260.1644,39676.9379,86296.7602,4999.1945,7973.7945,20073.6079,5998.0733,7392.3259,4559.1215,956.0356,23540.7404,11181.6406,16190.6154,22307.3644,39710.9525,18942.6884,8003.6502,3432.2971,111222.6962,36322.5031,26386.2118,13292.1862,14917.9757,12927.8776,20280.615,5403.6447,10775.183,7291.0134,105717.3613,11171.0242,12603.2317,23625.9004,17862.4521,71325.0181,52127.2889,4553.0401,806.6848,46209.7778,31161.9952,20318.7741,60662.1636,41594.5312,64269.7824,59683.3687,93779.4036,41099.2565,72908.5793,53737.555,83151.3463,42551.9736,41903.5522,59976.692,
GLYCOGENSYNTH-PWY,16860.1223,42520.5549,96379.8897,70150.6574,71281.5696,159754.2307,36702.9626,30788.2229,32243.4327,37064.1715,26222.0095,8858.8566,10785.828,13782.705,26280.5902,14719.7854,54344.6383,23423.5568,82011.3824,48755.9699,11649.3961,35075.082,15809.4855,30406.9954,94150.7202,112166.3379,48480.9578,31539.4476,33643.7283,44044.8382,49731.4715,8608.8929,176807.0177,13113.3416,22176.7938,195060.99,124284.8636,5951.1062,19620.6352,40605.0785,25291.5735,13815.7688,12276.6992,1520.4628,56671.6725,33213.4988,21027.5555,64320.1447,63321.2907,37493.5286,72579.9319,60856.7531,119571.2273,136655.5925,54591.9995,12800.2056,42557.0647,14304.4137,33798.8135,6115.7883,31652.701,10766.9052,131029.941,23255.3118,51639.5914,29496.0397,21675.5601,73727.7759,58287.4796,6233.3469,43737.7749,98420.7721,36377.8183,31583.0184,74854.0226,39835.5774,101815.6625,138413.4682,167118.5261,84425.3706,71515.2962,111643.86,86864.7592,46958.1736,300503.7684,58741.8583,
GLYCOL-GLYOXDEG-PWY,33.4366,316.207,679.4495,187.3645,1064.0368,227.9482,20.4358,47.9029,0,1430.7601,125.1343,62.0046,35.4871,337.3323,104.6321,42.6912,77.0314,163.106,130.7865,125.7294,20.7227,35.1745,345.9192,62.9636,0,138.4883,1023.8068,21.2328,85.0816,157.2692,146.4271,28.6377,198.9774,0,224.5789,355.3345,228.6319,0,157.5823,11.9474,43.9134,17.6192,77.5349,0,175.9574,51.2816,139.591,533.3833,370.8464,21.8347,193.8491,16.2545,360.8311,476.4605,165.6052,179.1071,266.1565,15.8821,47.2988,0,98.9726,5.6888,261.005,594.9295,148.3077,55.5174,0,731.5539,91.7963,17.5297,0,587.6855,250.5084,110.6749,395.5045,1883.7546,1868.9282,147.0549,51.4845,56.8301,920.4855,148.1177,412.0681,12.0717,47.3434,22.5582,
GLYCOLYSIS,16687.7531,29583.3047,88323.0265,81338.4042,71030.7449,116558.2701,33576.3568,25654.9231,27121.4001,43899.3652,34184.9804,7292.7551,12927.4013,17667.5173,16839.7472,14138.8632,30181.9006,30323.2295,146705.3724,41729.1034,14092.9903,31252.9469,23430.24,49658.3433,61922.9558,37183.8768,51718.4118,21727.742,16928.6776,46767.0046,41908.436,8360.1117,41764.2608,16318.3293,25962.017,98162.671,143971.4646,7367.0767,22652.6448,31316.575,14719.4994,15713.8178,9473.2557,2197.0078,28912.3444,16670.9562,16887.8954,35859.6964,42685.2444,31663.3746,27698.6071,56797.9757,118521.4562,72733.1871,52208.9495,88407.5934,24763.797,14893.4657,29322.5341,7717.0514,31734.3808,10282.9484,64047.56,25782.0351,22089.8948,27816.2372,20468.1954,51484.2227,27004.896,5807.6254,31448.5858,82734.5973,37091.3227,30505.2542,69603.6692,32876.7645,98402.597,88314.7344,145301.0041,80879.2014,63275.1365,106951.6781,69379.9871,59087.9117,159797.7605,66324.6569,
GLYCOLYSIS-E-D,12977.8201,15953.0499,25573.2391,56044.7992,48440.8783,26070.5517,27514.2548,19001.9092,20999.4786,34430.1359,26495.1981,4747.2639,9650.0147,11993.5969,2677.9259,10648.7305,11658.791,18376.3356,53813.4582,21063.233,11017.3248,25616.7217,15569.6486,14118.0744,7645.0367,7576.3893,27205.421,5139.0853,9876.4154,34317.8355,19196.8481,6321.42,16835.8026,11846.1228,9074.4651,35836.0801,89570.2924,5095.1018,11035.5781,24707.8289,7761.7966,11934.2984,6195.7245,1552.0488,8297.915,12978.5907,11131.2222,14334.1743,19505.8871,24325.8052,12914.2053,8668.7889,63021.7823,39525.3456,15824.5881,28185.549,7174.7621,12059.3816,22040.0677,5977.6009,18780.2449,8408.5405,39677.3915,19889.7217,6616.2074,18680.9812,13480.2875,31299.754,16746.3259,3818.2859,921.7742,54254.4105,24006.6673,25846.5013,21654.8256,17298.1233,79605.6046,60389.7165,113426.6463,58146.0389,19766.9722,66689.2153,26542.4667,46029.4679,75978.9955,44650.2,
GLYCOLYSIS-TCA-GLYOX-BYPASS,35.7117,994.4668,819.0761,919.0652,1581.9572,794.0513,40.3729,310.3193,53.5356,465.8944,533.8911,8.9351,300.3865,1300.4293,275.7813,160.857,295.7961,556.3607,598.7189,624.2114,135.1036,31.3859,1309.8451,186.0831,0,423.7836,3363.9103,0,644.0153,593.5857,546.0448,31.0116,715.6563,0,643.7892,1158.9244,1059.364,0,515.8565,80.0251,226.8469,78.1949,321.2176,0,557.1476,0,468.3583,2354.3282,1541.1792,104.0377,1184.7576,24.2436,1222.5604,1120.2548,545.3204,443.9517,1080.8244,17.9465,53.3642,0,525.069,0,992.8258,2306.6769,636.4664,22.43,0,853.3343,368.8801,76.8516,0,1597.176,1076.9187,33.6339,663.9454,3297.0471,9050.0948,11.2296,135.3551,226.6376,137.6442,211.9171,229.6881,31.4599,323.6306,264.1377,
GLYOXYLATE-BYPASS,984.9687,1417.823,967.9644,9184.2,2803.7906,2897.0252,3182.1247,1616.4596,1168.0228,4440.6182,3853.9045,253.0024,1151.7372,351.0787,242.834,424.1235,1056.7364,2537.6654,4962.6939,772.6066,1082.5087,1895.9556,1334.1843,918.6766,69.4121,541.9404,3718.1484,53.0564,676.1682,4735.3269,1549.9131,473.4262,1139.1712,1216.6252,699.6146,11212.0348,14774.146,508.808,686.8413,1259.3178,218.1615,407.3105,237.3242,99.0574,624.0419,109.8006,895.7884,870.9788,1663.5269,1328.5241,841.542,33.5671,9827.8686,1257.6324,1149.568,1119.9825,359.3485,1439.7057,982.335,783.3494,675.2841,503.2892,4489.703,607.6141,196.4778,1566.7807,1011.8516,2760.3472,1237.2291,318.8268,12.389,2017.7241,4353.605,2587.6359,1288.0796,2880.9001,7897.0157,1000.2515,11330.5388,2387.6943,1053.1198,6462.6891,1471.6238,8313.1808,2384.8914,3975.6606,
GOLPDLCAT-PWY,2354.7392,335.324,5802.23,17599.2716,14064.6589,336.8977,1622.6028,1492.3322,4040.4209,4713.5941,189.0938,692.4041,862.5935,3337.1326,73.2225,1743.4755,198.5307,116.265,61027.0351,4032.0294,1077.1778,4358.3433,2080.4433,23526.6104,15677.5422,125.8505,719.2651,5936.2566,709.8965,723.9587,331.9304,709.9493,1126.6198,886.097,10676.1372,269.4452,32310.7415,289.3241,3667.3372,4387.319,2052.759,2094.352,1418.2602,130.6178,269.8032,3194.5734,37.5062,633.5573,664.6259,6042.4978,912.2935,18418.3271,373.0456,16182.0363,475.8299,4901.0687,605.0804,980.0872,4988.7954,240.7837,4319.1932,1479.9043,835.5477,5319.9133,1240.5235,2115.6368,1582.8511,954.1565,59.7494,397.476,2580.3895,25555.2935,339.8387,3011.1861,661.4339,900.3064,1884.7755,18174.0336,1406.2747,12314.1664,792.8081,19690.7489,893.2549,10217.7519,27222.269,1018.5269,
HCAMHPDEG-PWY,0,139.0909,105,93.2727,210.8182,96,0,0,0,30.2727,57.2727,0,0,43.9091,43.6364,0,30.2727,66.2727,46.0909,56.7273,0,0,203.7273,23.7273,0,61.6364,490.9091,0,0,48.8182,59.1818,0,89.7273,0,95.1818,153,108.5455,0,67.3636,0,17.4545,9.8182,24,0,67.6364,0,59.1818,21.5455,173.4545,11.1818,0,0,148.6364,145.9091,65.4545,52.9091,11.1818,0,3.8182,0,40.3636,0,102,82.3636,14.1818,0,0,99.5455,39.8182,9.8182,0,213,116.1818,4.0909,83.1818,534.5455,0.2727,0.2727,0.2727,1.3636,0.2727,0.2727,18.8182,1.0909,0.2727,5.7273,
HEME-BIOSYNTHESIS-II,23.9116,250.6342,334.0106,172.594,458.4433,1370.4437,62.3039,40.3184,40.8209,635.7921,104.0304,51.1828,78.4375,1280.7647,79.5022,480.8714,370.2024,118.72,174.9439,102.6839,179.9652,14.4848,360.2213,45.305,1.9984,110.0773,867.7005,15.8397,123.6504,122.0061,147.4465,37.9615,324.4065,86.6051,170.7094,11483.2271,198.6507,56.4186,119.9699,61.6487,55.7513,17.956,43.5212,1.9944,122.8667,49.6578,106.3019,727.0779,313.0257,53.2598,234.3433,4.9884,271.48,264.6356,118.8716,101.5769,390.8296,17.9444,6.9927,23.7792,73.3438,11.9555,2989.8637,3070.1527,264.1586,52.3123,1.9996,1281.2517,74.0408,17.8993,1.966,388.0128,209.0046,30.9203,290.0527,866.8573,2810.8653,1725.39,221.2398,791.8643,915.3863,1897.5948,2035.5575,2464.5738,66.6753,127.0139,
