#OTU ID,SLCFP021,LYZdtt351,SLCFP069,SLCFP111,LYZdtt364,SLCdtt050,SLCdtt110,SLCdtt075,LYZFP304,SLCFP067,SLCdtt019,SLCFP051,SLCdtt002,LYZFP328,LYZFP317,LYZdtt328,SLCFP093,SLCdtt021,SLCdtt111,SLCFP091,LYZFP327,SLCdtt074,LYZdtt304,LYZdtt317,SLCFP073,SLCFP128,LYZdtt305,SLCFP092,SLCFP002,LYZdtt329,SLCFP019a,SLCdtt092,LYZFP316,SLCFP075,SLCdtt020,SLCFP049,LYZFP339,LYZFP315,SLCdtt128,LYZdtt341,SLCFP050,LYZFP352,SLCdtt051,LYZFP305,LYZdtt340,SLCFP127,LYZFP340,SLCFP129,LYZdtt363,LYZdtt365,LYZdtt315,LYZFP351,SLCFP074,LYZFP303,SLCFP003,SLCFP068,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,LYZdtt353,LYZdtt316,SLCdtt093,SLCdtt001,LYZdtt303,SLCFP001,SLCFP110,SLCdtt068,LYZFP353,SLCFP109,LYZdtt339,SLCdtt003,LYZdtt327,SLCFP020,SLCdtt067,LYZFP329,LYZFP341,SLCdtt163,SLCdtt164,SLCdtt145,SLCFP164,SLCdtt146,SLCFP163,SLCFP145,SLCFP165,SLCdtt165,SLCFP146,SLCFP147,SLCdtt147,taxonomy
NONOXIPENT-PWY,24506.1692,122555.5176,13047.1407,23547.6796,151640.3629,37787.4651,36599.0141,21036.5924,107258.0416,13751.1576,11508.2986,31305.9729,49821.3712,67587.0718,52860.747,146596.8467,32842.4952,14966.4813,35696.4092,31684.4413,127634.9007,93388.2078,229586.8801,371597.5251,19855.8621,22209.2419,49831.8477,42646.0574,23686.9593,153081.447,25639.0148,44647.2572,113476.3457,15149.4793,20885.468,26661.6962,93808.6267,102586.4782,38851.1854,1176793.715,19164.36,52190.366,28888.519,54061.5792,107270.9708,11330.0725,63669.8155,13816.5972,104585.6617,958340.0118,90287.3872,79991.9112,23028.7129,80837.7201,33327.8035,13278.9188,39715.5773,18951.5808,36704.5567,111812.5116,127465.0547,126798.8073,56079.8741,6589.1566,1324852.896,27352.2306,13020.3577,17525.0021,44172.952,22975.1538,25921.7642,46603.3771,71001.6058,27546.3565,18274.7115,112183.5476,67687.2679,114728.9805,107484.1987,106490.4746,35073.3807,22184.1487,35832.3092,30404.665,33984.0611,88782.5048,58391.8086,33402.7717,69663.9232,
OANTIGEN-PWY,12160.3627,76810.6245,7137.6853,11951.6917,74174.2066,15850.2667,16031.8779,11083.0359,61864.2908,9256.4033,7163.9121,12418.4345,23903.4746,31392.0829,146906.5629,75620.7944,18761.2984,6973.9098,16413.069,18241.3658,74205.3101,47418.259,105498.8231,255690.5799,16761.9715,13275.3119,50050.704,28894.7205,12849.1074,80407.4309,12808.4452,22113.2675,82890.9886,8280.8845,9431.8004,9772.6582,50401.5302,94343.9911,15342.3348,788387.8047,8664.6259,27289.6077,11921.8085,129954.6154,51066.3644,8977.7529,32568.2678,6984.7009,49311.7439,114745.7807,41087.071,40401.4232,14521.4668,99058.2988,16644.2621,8613.0429,19186.8921,11967.3195,24524.2527,71565.0338,63782.8092,107761.2175,27644.6585,4101.9355,300146.194,16475.1975,6452.2906,8528.7407,22627.921,13407.108,11719.2066,23777.5633,44561.9937,13967.0688,13215.9791,53291.8911,33802.1209,76866.1028,47807.8849,60909.7914,22843.7746,10967.1536,21526.2168,24172.5807,19790.711,50501.7523,34123.5968,17175.9942,37239.4936,
ORNARGDEG-PWY,11.0373,164.6021,0,17.3509,458.1976,0,15.078,15.0385,227.5067,0,9.2842,30.4412,149.8925,176.5182,185.4198,371.646,44.0434,0,0,0,357.1261,72.1148,2797.778,269.5189,0,0,325.2961,37.7459,29.5679,352.0163,0,0,261.261,0,0,83.2084,185.5895,252.9693,0,331.2866,30.5545,62.8252,0,227.0398,218.3323,0,89.0998,0,257.7239,312.6886,2530.368,208.2924,0,228.5303,0,0,9.3061,0,19.7666,194.8952,192.8717,384.3878,0,230.822,17376.9118,84.7252,0,0,67.9623,0,1188.8877,222.5123,493.3221,0,168.3389,294.0775,121.7429,2.3332,0.5832,1.1666,5.829,0.5832,3.4984,4.0814,6.9924,0.5833,36.0442,790.9526,0.5833,
ORNDEG-PWY,9.4755,147.4056,0,14.9546,390.6684,0,12.9708,12.9865,201.4527,0,7.9948,26.2301,130.869,160.5609,160.8241,352.8234,37.9424,0,0,0,331.5249,62.3541,2602.4752,246.0238,0,0,293.3721,32.4761,25.453,326.5225,0,0,231.3164,0,0,72.3693,168.8126,222.9507,0,307.5827,26.3228,55.243,0,202.4243,201.4553,0,79.7345,0,233.5807,275.5623,2356.2898,187.3018,0,205.3888,0,0,7.9844,0,16.991,174.8209,174.2042,356.8637,0,216.6804,15853.0423,73.2112,0,0,60.9215,0,1195.2079,193.4602,483.1478,0,150.6743,268.9718,109.493,1.9999,0.5,1,4.9982,0.5,2.9993,3.4998,5.9964,0.5,30.9787,727.2512,0.5,
P105-PWY,70.4717,952.4538,0,110.0971,2267.9452,0,95.2561,93.3095,1338.3224,0,58.4494,192.0127,872.1361,979.341,1121.5479,1903.2517,271.8444,0,0,0,1926.2864,443.0054,13609.9561,1522.6004,0,0,1782.5244,236.2367,186.0934,1902.0433,0,0,1544.8272,0,0,509.4909,1049.595,1509.9463,0,1819.0837,192.3399,379.3483,0,1250.0255,1118.9514,0,520.0704,0,1406.7975,1806.1708,10483.2744,1191.4267,0,1307.6386,0,0,59.3335,0,124.9479,1121.443,1112.4736,2041.343,0,938.2959,70639.8319,524.7463,0,0,393.1744,0,3277.7247,1364.4338,2386.759,0,908.5067,1602.1376,699.3389,14.9948,3.7475,7.4972,37.3683,3.747,22.4551,26.1892,44.78,3.7491,229.3073,3707.4755,3.7484,
P108-PWY,7018.299,18605.9148,3439.0808,3975.8894,11652.2556,5058.8679,2798.5515,2115.2286,20871.1329,7237.2852,1866.3796,6975.3984,4456.0648,19474.1133,18523.9145,21925.3454,3390.8554,2327.6315,2093.4016,5002.0574,44993.2068,7574.8687,81588.5185,36745.5861,7388.4503,8181.8785,11416.8127,4338.7477,4359.8434,36028.1461,6443.7309,1187.2177,32529.0541,3297.3249,2605.5599,11159.9867,22772.9871,34889.0978,3747.6166,40722.4934,7300.5557,17151.8383,6848.925,7323.7471,6018.3646,4270.6023,14029.2169,3087.7152,22934.1022,1127755.966,18941.832,31001.5211,7151.1957,19869.2814,5717.0138,6304.3337,5380.0772,4632.4858,4170.5499,20508.2956,63742.3134,16856.424,3565.1698,1337.3004,223678.5323,8258.1022,2545.59,2994.7625,11870.6296,7178.5748,2606.3584,5099.1459,24024.721,7138.0198,3625.8914,34762.5737,13910.5677,36310.2697,8738.5646,12591.06,12224.4591,2931.0095,13741.5176,11445.723,8709.8507,20081.9101,10805.6102,7173.9031,16918.0696,
P122-PWY,5185.0401,136962.0448,5838.6642,6045.3241,12320.8803,6985.1098,7173.09,10218.5661,61937.5144,9102.6328,8286.4421,4718.9755,15317.704,10762.3831,164543.7844,28194.942,21446.2352,2961.0063,7683.6117,19653.3195,43488.3007,27971.4204,49780.6237,136524.1013,25184.1181,13437.7954,85281.3891,35859.0363,11367.0059,27521.2612,5304.3427,18474.5762,82585.6102,8183.9013,3539.3583,4782.6406,35987.3329,98692.7852,6585.3325,79573.2203,5429.3819,15331.0343,5628.5802,318605.1347,21629.2504,12985.2169,23167.801,5906.0629,16327.3545,15329.4399,30465.0146,22200.1397,16926.6947,222360.4555,12793.522,8432.8311,8641.3771,16188.6958,23113.4413,107049.6391,73385.649,141969.2024,18510.2382,4191.5475,76534.574,15806.106,2685.1257,4651.0132,10146.3154,8641.8484,10408.8193,21817.7346,41695.1693,6429.7137,18177.6542,20305.0144,23935.987,64864.0729,22386.9553,64836.6338,17390.5011,7111.9401,17521.2581,32155.1691,13186.712,38227.4103,33485.5703,12096.1069,24846.0511,
P124-PWY,6805.9988,168835.0563,7691.3276,8174.3441,28557.2803,10909.6244,10258.155,13261.0252,79597.3654,11736.9851,10720.7913,6165.8137,21226.3205,14112.624,189477.2692,41647.4385,25740.9296,4217.4782,12188.2466,23493.2918,59008.7381,37815.8309,66955.8568,185205.6172,30296.3531,16792.3954,102768.0843,43099.9422,14414.3192,37026.3562,7118.8898,24742.3462,101291.6959,10191.5234,5499.8641,5769.844,49987.5812,118387.1324,10320.5608,127102.9631,6744.9821,21285.4038,7666.9968,372182.0365,42590.8392,15831.2752,32160.5575,7704.4813,22963.2366,26728.1843,34781.1556,30235.6741,20556.3358,264323.4363,16784.8195,10699.5332,17085.4046,20015.5236,29279.122,133560.4719,102668.5982,171490.9951,25680.4956,5100.744,85629.1892,19220.7995,3651.9117,6678.6748,14842.7502,10940.7713,12639.7232,27964.2016,54615.7315,8610.0485,22492.4685,27871.2143,32977.8241,83046.8231,31513.715,82802.8966,21601.0571,9370.3565,21551.9164,39050.9169,16798.9418,49372.9268,42188.7786,15949.4276,33484.6689,
P125-PWY,261.9499,349.2355,68.6641,243.5422,16.4326,65.1467,102.6484,29.9721,130.4138,98.586,22.4804,95.0662,239.8826,58.2837,3869.6821,67.3976,1095.8972,125.9038,121.9093,1065.143,145.3114,62.9465,113.8979,110.9715,5.9996,16.4921,91.47,808.7503,335.535,83.8423,263.8723,154.0114,140.9255,0,186.1755,118.6635,22.4951,208.3641,62.539,121.4239,88.7877,31.4701,90.4809,443.7969,10.4975,17.9914,28.487,0,40.3792,56.6498,53.9766,122.652,11.9973,412.2591,464.8763,79.1976,58.1462,19.4924,249.5407,179.9108,299.6427,160.4473,313.9557,105.549,113.8134,537.6694,104.4265,38.7711,25.4639,349.7307,67.3766,409.0761,169.2637,316.9754,26.9869,83.4941,32.9827,47.9888,228.4728,68.9767,55.4135,11.9883,53.9263,71.9397,104.568,243.9102,86.8941,123.8395,136.2071,
P161-PWY,8426.5153,184725.236,7974.4136,12485.4743,40304.0885,12110.4058,15796.7754,14510.3685,79278.537,11339.3371,10730.5443,11539.7541,24011.1899,19790.784,229350.7155,49801.0265,26797.86,4973.717,15920.3802,23857.2906,68121.0634,48657.9464,75209.1813,129130.0575,32103.7645,15870.9294,117338.36,44113.5518,14197.3014,49280.001,7228.5624,27571.0984,103489.2644,10980.8249,6577.777,9432.5066,37574.7123,123094.7184,15304.943,66619.4476,7670.859,17951.3499,9435.6953,459000.4124,36255.7555,16234.1632,25647.9274,7953.3156,25164.6893,22733.3259,52692.808,23842.3203,20952.1901,310667.7458,17062.2696,10391.5276,12807.867,20787.8339,34291.5486,142222.1855,88669.8492,195878.737,30153.3336,5413.1323,333747.7005,17638.349,5704.3583,7472.8932,13648.881,14092.7187,17361.1391,27671.2062,57703.5647,9311.583,24637.119,30885.9914,27721.613,89388.4079,64322.7918,88383.5862,27698.1163,9644.3029,21272.9436,38321.34,24141.1189,58593.1408,41359.045,18455.4607,36399.2723,
P162-PWY,998.7718,1452.4399,328.4324,495.0984,7584.04,609.6913,584.3293,918.0591,3289.9354,143.003,187.4332,573.5777,1699.4737,1863.7296,496.7667,8314.6789,949.91,736.2514,1499.9246,768.591,667.6562,2452.4387,5353.9561,3333.8888,331.8478,277.5632,838.6435,777.9611,602.688,5439.4152,575.988,545.4174,2500.2629,382.9149,1038.9166,402.8863,1163.4309,1974.065,1111.1101,6428.4109,262.0007,977.2415,789.8632,370.3299,9627.5397,131.0037,1654.1637,249.227,4713.116,6934.0644,1533.9895,1267.7506,285.2213,1208.6449,905.8797,155.3669,4691.0119,330.1526,663.6192,1639.2047,4103.965,3080.6525,3382.0025,197.5245,11826.8373,534.8205,228.4707,729.7707,1014.4344,237.5403,600.752,2284.3556,540.4035,842.2756,383.3775,4377.0293,2967.5981,1988.645,1466.9048,2090.8104,508.155,433.524,687.5509,544.7063,691.365,990.5235,1217.7425,1022.1374,1404.481,
P163-PWY,169.4454,958.6399,14.1305,101.3093,1356.2122,111.9211,56.6321,114.2991,1069.1929,10.6415,97.767,170.4542,116.7621,1515.665,196.0146,2616.5402,129.8368,31.5852,60.6043,126.1259,1691.9585,575.3249,553.1491,679.4671,226.037,62.8667,239.7158,132.6139,74.2362,1995.7633,89.1454,52.6175,3388.9753,151.3133,84.5442,123.8211,1628.8935,3152.1183,35.4402,1571.045,101.22,1504.8156,29.0366,300.4193,1260.5839,15.8314,1198.317,39.0804,882.5767,1077.1167,316.0153,2134.3814,298.0291,1058.133,93.6686,6.6648,56.6466,14.5555,23.9211,2116.4263,618.0769,1652.0272,52.7431,7.9569,3986.1788,136.983,46.0489,10.6397,1049.2684,105.3597,94.5244,91.6205,1087.8225,94.5402,43.3571,2470.5568,1536.9219,124.7315,55.6825,111.4151,70.0188,22.5034,124.0199,53.9206,113.5638,109.406,123.672,171.821,142.9889,
P164-PWY,3212.1857,8666.4875,3470.7889,4147.4725,28498.6301,13685.4866,5664.5463,1916.0875,13865.9591,1990.2335,946.2351,10121.977,13453.0961,7626.8065,8373.9232,28143.7438,7902.1691,1764.6874,6463.8747,6474.657,5029.9125,8333.8262,118958.9956,12539.1309,1168.7795,4685.8799,6419.8445,6681.6622,5849.721,19675.3573,2751.6342,7099.9263,11610.3259,1256.7394,3150.1249,7736.5448,6269.8825,9571.8533,11204.5753,11464.0233,4907.8657,6144.5481,9185.9065,5316.9408,19663.3618,1735.2559,7594.6529,4152.2899,14892.7089,24387.5515,45320.7851,9416.5758,1380.1583,6556.6418,10573.9006,2160.6413,14862.559,3285.0065,3499.6798,10362.2269,9036.9624,13727.898,14017.3175,1314.8863,1110550.122,5215.4855,1900.4666,4412.1624,5935.1868,2620.0178,4669.7508,8079.5208,4268.7843,3265.4939,2966.812,19651.7737,9581.7042,15074.8654,9704.7927,14918.5033,3683.8681,3239.0501,4216.625,5568.5125,4422.9311,7829.4755,13968.6308,10690.6605,13239.9233,
P23-PWY,4327.7689,4217.1086,3016.1872,3834.8122,4607.5925,2094.7614,3424.9538,1240.7325,6266.2177,3747.7531,1542.2185,3407.3937,6608.1331,3217.8159,14104.9654,4419.2748,4827.233,1585.809,3952.4968,5931.9251,5075.9768,4351.1078,14312.5233,3848.8711,2406.5,4847.6125,4995.2275,6768.1432,4139.443,5181.7492,3907.2621,2401.0814,6505.1355,1546.7652,1882.2697,3676.0648,3525.2327,8328.0143,2209.9376,4097.5758,4017.6542,3723.4055,1489.3652,5868.2924,1972.5682,2368.693,2500.2513,2494.0202,3369.3306,5698.2636,8593.9826,6152.2591,2105.1228,5312.3167,5925.9245,3854.6232,3433.9757,3455.5104,4830.4735,5180.645,5707.4312,4496.0926,6916.3921,1717.5281,77365.6145,5494.3313,2022.234,1846.2267,1936.0656,4580.427,3777.443,10032.7654,3760.3589,4896.287,3631.8804,4469.8416,2369.1491,13706.7276,2731.0592,20068.6309,7982.671,2319.8881,7812.9218,4372.1518,6778.0789,7725.4447,8211.8123,8146.9176,4591.232,
P341-PWY,928.7805,2103.7992,767.4518,2261.5261,7794.0408,3203.878,2621.8737,1147.1518,5285.7378,390.0735,90.8134,3022.8065,1542.6105,1065.6341,2860.8566,6332.0608,2651.0351,240.7424,3145.1404,1754.6045,660.0002,6154.2457,6225.5748,3382.8665,740.2251,1864.1531,2001.6314,1990.2409,467.2675,3218.5251,495.0331,4241.4569,5337.6708,921.0352,409.922,2144.5143,1378.0379,4669.0992,3190.5941,3149.0741,1422.8349,1185.655,1887.2442,3435.2579,5463.0795,634.4652,1633.1507,1597.7022,3907.4165,12192.1787,1963.1159,2062.7662,866.1623,2455.0051,915.047,429.4117,2539.8707,1420.0755,1516.1407,2636.7349,3125.1914,7515.6249,11291.5644,74.4689,6881.8004,356.9583,930.76,939.1946,1568.8891,991.9511,414.5465,1019.0073,443.2442,738.4329,744.2783,3267.8833,2376.3327,3978.0063,2707.5544,4850.2943,1055.8827,901.6122,1137.3383,546.6078,1652.3367,2377.1918,2538.9408,3387.3748,3049.2293,
P4-PWY,2872.3492,20919.148,1475.3244,5576.2559,34005.6969,6172.0263,8836.9454,3349.8588,26927.5096,1849.6383,1643.7545,4850.8552,11212.2466,10994.4871,28594.6554,33070.7397,3066.1861,2186.1571,5346.648,4129.9942,10106.4037,17177.936,42586.3769,19953.9231,3147.4728,4915.164,11543.4072,6154.6006,4664.5393,23185.888,3806.4279,8202.4282,40023.2349,2525.8027,4964.9855,4163.032,15015.0378,34185.1194,6126.6358,41271.4897,3481.1339,12912.7736,4687.4163,14835.8536,25804.8886,3185.4188,15226.7274,2696.6105,19708.6863,30323.2965,31400.4965,17078.1578,3405.1347,26236.1335,6703.462,1659.7873,6383.7257,3121.5461,6199.0782,23596.5546,16727.2571,47905.9625,7895.4679,2327.3765,110335.7844,6252.5847,3430.7304,4165.612,10749.2138,5315.4546,9140.8445,20687.8329,8971.5794,3401.1239,4189.984,19678.0849,16961.3684,42699.9464,45245.4968,24432.5441,6341.9655,4941.1551,5243.1648,3264.2902,7420.6703,17668.3221,9856.6834,8575.2079,8954.7358,
P42-PWY,10428.5632,32815.5764,4945.5343,5756.2228,17569.9004,7725.5596,4669.6059,3521.9444,37901.6699,9754.5116,3925.8864,10157.1941,8492.6436,30386.3005,31207.3657,34681.2565,6290.1711,3858.6975,5197.2115,9377.9343,70911.1106,11709.9972,151639.1318,86185.3223,12954.3949,14458.8493,23349.3757,8905.2518,7751.3854,56605.8408,10065.066,3939.4975,54778.0883,5356.0339,4580.5669,15281.0781,40415.4825,60149.612,6135.3736,92095.5901,10395.755,25823.3904,10131.8191,14180.2275,12104.6847,7948.9042,25723.3975,5807.8744,33747.72,1465705.109,33798.4562,44740.1755,12062.2002,41462.3406,9980.2229,8911.3385,12323.3588,9423.8001,7742.5704,36211.7898,118363.0325,32528.8234,13696.132,2722.6386,304573.5538,14071.9515,3717.3809,4546.2457,17222.1664,11067.7525,5829.045,25187.858,41517.9551,11441.6312,6670.465,53420.4672,25213.2628,65540.1157,15791.6599,30295.8173,18230.0457,5068.6117,19958.5473,19999.1449,12848.6263,35959.869,19381.9803,11773.8366,28977.9118,
P441-PWY,12573.4409,48580.1586,7694.25,9374.2371,36897.5247,10546.1978,11627.1165,10224.5773,53937.3298,6772.6439,5397.605,11501.7868,19266.9557,30185.6511,120774.371,73320.7618,21474.0577,7257.1271,15840.0361,19446.6699,35032.7149,26865.13,88987.3632,146435.0691,6096.8433,9954.8122,56398.8798,33041.3712,9831.0448,73252.6793,10213.9615,17541.4347,90996.7343,7191.7352,9269.2773,10340.8983,28145.5625,106135.621,14122.5382,68262.4042,7547.6023,16258.0631,10694.122,154628.5215,46092.4918,5911.8489,23422.7983,6531.6491,42277.6252,44496.7475,43996.8923,23276.5615,5886.714,120195.771,14116.3635,7201.2017,19052.5428,10661.5941,20325.6435,42999.1074,32666.8696,138819.9167,35607.5682,3844.3868,196369.8143,10732.8146,4223.5569,8125.806,15484.8241,8405.7225,15885.0997,18409.4296,32788.2603,13195.2856,12217.4541,46487.2273,31603.1283,71718.0487,42336.0158,55260.9511,22993.5289,8349.5988,23940.4891,10319.6366,21976.5013,45334.2491,27296.9152,19069.6173,22302.4115,
P461-PWY,1744.3735,17238.7537,3818.4633,2314.7181,3984.4576,2303.062,2781.5657,4757.1038,24252.4207,2773.5757,2222.9176,2062.4167,8193.9553,5484.1736,62115.771,16262.6281,12366.6101,1498.1994,3725.3011,10914.5588,12500.9437,10160.7224,41821.7271,75237.3581,2032.4531,4147.4789,25070.5577,18802.9893,4271.1197,16234.4474,2059.9931,7680.5286,50101.2797,3201.4957,1347.8197,2464.6955,11070.2262,62090.6346,3650.2496,25002.5191,2780.6799,6210.8861,1529.6582,55402.6154,22078.219,2239.953,9995.2749,2978.4991,5835.8269,4618.4188,24469.3158,8530.9604,2035.4332,50031.0748,6193.1058,3135.9456,3869.1357,4461.0731,9120.3505,15494.1107,11704.8484,76334.2387,14763.9515,1877.0273,45169.132,4414.1892,714.8989,2454.216,5566.1445,2817.4598,9634.6156,7818.2288,13420.336,2606.3018,5232.3396,5128.9057,15826.5883,34745.9439,14542.0365,25095.9555,9278.8946,3572.4374,8893.5606,3633.0592,6851.5155,19495.5329,12172.45,9785.6566,8491.8619,
P562-PWY,274.8739,189.3796,1122.4277,98.7625,2223.7311,2879.7232,347.08,491.108,1719.6241,527.7684,138.7896,2261.7689,4915.2041,710.914,565.1062,2426.8304,1170.8061,189.2534,280.9581,1009.9308,354.7007,1429.3783,3899.5425,1619.1771,210.7095,1321.6399,561.4916,1167.7574,1596.3375,2196.578,201.3656,2144.1137,1434.5084,341.27,378.9024,1731.7389,541.8206,1183.6768,4058.6045,2946.449,931.0619,332.0562,1537.6605,693.2948,4010.867,496.4286,775.266,1373.1725,1332.8827,1302.4423,11508.6878,332.4297,120.7771,836.6056,3026.7601,531.7047,2803.8197,952.4528,230.3103,438.173,304.0031,2178.8562,2683.2157,277.5726,4230.6773,1202.7548,89.6839,1093.1264,184.1577,133.5717,1180.862,2735.4726,352.0867,247.5839,682.2136,1943.9398,1845.2837,2616.7014,358.1132,4087.7201,6.8509,1382.5383,11.0143,1539.7021,14.0052,30.5537,4873.73,3166.5839,4077.4032,
PANTO-PWY,7228.5212,18423.0259,3251.1145,5082.012,22684.4176,5865.683,7623.2276,4271.4813,25937.8357,6327.1878,2135.2919,7237.8451,9602.2695,18989.7383,24197.2343,32623.2606,5920.9999,4729.5507,8674.1541,7395.2966,34603.4389,14626.1685,101798.1625,219774.2117,5700.8918,7207.7982,15165.3587,8612.3305,5455.0588,48373.38,6743.6496,12715.868,34477.4971,3332.5208,5317.6456,9384.5942,22868.2079,36017.1518,6246.6206,769955.9678,6423.7833,16084.1219,6414.0495,13490.4192,21259.078,3629.0297,15891.9852,3282.4137,30331.4611,888991.4087,26026.6658,26459.1554,5647.5063,24353.0911,7547.5774,5401.0452,11440.6353,4537.6658,5123.8371,20431.7192,62026.5527,24028.4104,14464.5727,1862.8133,214886.861,8451.2791,3267.8907,4384.2229,12871.703,6750.9736,6048.7719,17399.7125,19388.2405,7596.3362,4042.3505,35873.4095,17806.2896,44480.4237,25754.5034,18254.5532,11852.7655,4254.6057,13734.6701,9415.7369,9275.2926,20053.2468,11851.1164,8564.2924,17662.2101,
PANTOSYN-PWY,8817.6097,27138.6662,4189.7343,6481.7046,28891.6137,7485.0771,9770.0875,5740.7168,34145.2045,7957.9683,2999.8644,8877.4063,12387.4177,23555.5262,33669.126,40778.3514,7101.2127,5609.9645,10868.1988,9032.7118,45651.5684,19533.4675,111725.8711,242315.3796,8304.9321,9352.1151,20935.9213,11129.3455,6994.4665,56144.4218,8288.4366,15822.252,44183.8057,4449.2358,6509.8371,11055.4318,29720.1218,46415.9426,8067.1435,785365.9372,7693.271,19826.1517,7940.1034,19660.8861,27073.6592,5158.7597,20332.3767,4197.8434,36206.9475,892768.0102,30351.98,32323.8333,7853.7682,35684.1209,9479.8921,6857.118,13457.0845,6351.0724,7174.0051,29511.5175,75895.9914,33638.9927,17901.4048,2412.7721,251018.2756,10702.4417,4073.4036,5429.8871,15629.2164,8616.6977,7516.9164,20774.9078,25745.5215,9300.1945,5692.3835,42848.1357,22476.9153,54790.7775,32844.6419,25208.4664,15033.8409,5568.4297,16527.5836,13240.6864,11896.7837,26514.2888,16194.9732,10892.1228,23047.0931,
PENTOSE-P-PWY,8526.4597,43568.5436,5508.3428,7578.7195,12000.9685,7775.024,8707.6157,8675.5693,46316.6143,5627.1789,3886.063,8750.0187,17740.8063,18524.3511,31458.5649,30674.5449,17474.2414,3842.7328,8330.7235,17169.2835,30128.337,30569.5533,72035.6134,154744.5914,8866.1213,11516.8238,28617.4363,22187.0256,11473.3748,41400.7662,8238.3605,19755.646,51432.8981,6482.9903,4011.5873,12087.2975,25592.9517,45011.1865,7399.4455,99238.7261,8456.5121,17792.374,8024.7496,27400.6978,21110.2654,6168.8422,21212.2586,6716.3532,22196.3125,22602.3304,46613.192,28474.4009,8780.4062,39870.2577,14860.416,5314.2043,8545.753,9595.7801,14217.9073,47524.7519,70793.3188,60639.101,20452.1623,3608.6537,471851.3784,14472.7313,3702.6652,5189.7745,11249.8357,10055.7617,11928.0276,25863.6968,21215.5272,9520.5363,8178.8404,29165.334,24185.0112,62159.9281,27903.8164,45703.9191,13658.5373,8081.8501,15583.9747,12716.2696,13566.2186,36338.7979,24903.1179,14285.2102,26957.1856,
PEPTIDOGLYCANSYN-PWY,15905.6961,165636.2076,10071.2103,16048.0841,92639.2392,22649.13,23311.0018,16410.2296,93025.3061,13472.1627,11038.1289,18771.248,33703.0036,44823.6468,183932.0437,95183.0658,27348.2344,9557.3451,22980.2315,26108.7218,101215.2006,64052.5917,149960.9729,305928.9733,30260.9812,20041.9478,99218.9471,43502.8477,17820.9385,104506.3071,16351.8515,32561.2915,113001.057,12434.9027,13075.0386,17534.8976,67510.5042,125570.636,24575.5035,825240.5953,13028.2804,37170.4952,17726.5186,349437.6797,70839.3093,15887.4163,45516.444,10294.8036,67359.9177,909622.7562,55190.1099,56534.2451,22880.1795,251230.8232,23241.6169,12623.4299,26845.2361,20765.4379,32767.0814,134088.2114,128615.1667,173731.4743,38645.8671,5646.9542,456387.1628,22630.283,8820.2668,11887.5626,30132.1719,18155.4267,16279.6136,37457.64,67197.097,17861.863,22515.2536,74177.6012,47874.4963,104633.3715,78810.811,91010.6129,31291.618,15289.8776,29280.5904,39088.5075,27167.3285,72252.9902,48530.0739,24055.5709,52880.9385,
PHOSLIPSYN-PWY,15269.1636,165481.2923,10758.5228,17222.5525,105927.2978,25344.659,25757.3818,17394.3519,96319.9036,14364.5488,10703.9356,20705.7189,36837.1866,43814.7379,183418.3734,103842.2361,28744.9032,9896.6202,25299.1852,27048.7478,88738.6475,70698.8658,164179.2837,352936.2799,29818.2334,19627.9938,99940.6226,45022.2126,18693.0432,110242.2758,14840.4551,34979.4531,113230.5438,12878.1013,14135.5971,17032.3502,59427.0329,124022.5326,27571.6836,1008992.327,13210.5593,37280.358,19060.0079,350245.0501,77515.844,15590.8626,43094.8291,10748.0976,72645.8852,1009616.919,57295.5073,54365.8708,22760.3121,250663.4933,24750.9754,12982.6037,29217.4274,20879.564,33872.1425,134924.9475,134118.5161,177292.0393,42312.7708,5725.7895,499509.3805,22784.1782,9476.6135,12871.8323,31594.31,18435.8457,16975.7982,39618.9296,62024.7188,16665.5979,23020.2018,75384.7442,47469.0704,106017.6957,87149.1318,93977.3036,30395.9532,16417.7715,27461.0156,38787.5022,27595.1866,72873.477,50633.4555,25545.43,54058.5664,
POLYAMINSYN3-PWY,686.837,3032.3706,504.5318,1321.1708,3254.207,1283.7098,1297.0127,959.6666,4592.912,531.8049,214.0185,1563.2063,2763.0011,1590.4665,1154.3474,4183.3431,1093.3019,325.7015,1199.1366,987.8278,1024.6226,3555.3143,13303.71,3004.7286,416.1202,918.76,2460.5742,1250.8831,1104.2928,3081.9646,617.9617,1023.2694,3589.7102,373.4129,580.8415,1145.9754,2060.4956,3452.9085,1956.0871,5425.1259,1118.4963,2860.7513,1069.916,1881.8806,5269.7706,366.1009,2226.2337,615.5167,4581.5851,4021.9147,7168.6648,3433.4059,442.1228,3011.5871,1733.1388,508.8045,1248.5356,575.291,929.8167,4089.2739,3228.1788,4034.1981,1559.6443,509.5632,29091.5099,1449.9681,712.3199,831.9778,2513.5999,1045.486,1417.6845,1637.9278,922.642,775.7617,694.7816,3590.6131,2580.0547,4135.1052,5299.4025,3020.8453,1263.6672,922.07,999.5959,1262.7908,1124.1094,3079.5076,2101.0871,1896.6227,1796.2005,
