#OTU ID,SLCFP021,LYZdtt351,SLCFP069,SLCFP111,LYZdtt364,SLCdtt050,SLCdtt110,SLCdtt075,LYZFP304,SLCFP067,SLCdtt019,SLCFP051,SLCdtt002,LYZFP328,LYZFP317,LYZdtt328,SLCFP093,SLCdtt021,SLCdtt111,SLCFP091,LYZFP327,SLCdtt074,LYZdtt304,LYZdtt317,SLCFP073,SLCFP128,LYZdtt305,SLCFP092,SLCFP002,LYZdtt329,SLCFP019a,SLCdtt092,LYZFP316,SLCFP075,SLCdtt020,SLCFP049,LYZFP339,LYZFP315,SLCdtt128,LYZdtt341,SLCFP050,LYZFP352,SLCdtt051,LYZFP305,LYZdtt340,SLCFP127,LYZFP340,SLCFP129,LYZdtt363,LYZdtt365,LYZdtt315,LYZFP351,SLCFP074,LYZFP303,SLCFP003,SLCFP068,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,LYZdtt353,LYZdtt316,SLCdtt093,SLCdtt001,LYZdtt303,SLCFP001,SLCFP110,SLCdtt068,LYZFP353,SLCFP109,LYZdtt339,SLCdtt003,LYZdtt327,SLCFP020,SLCdtt067,LYZFP329,LYZFP341,SLCdtt163,SLCdtt164,SLCdtt145,SLCFP164,SLCdtt146,SLCFP163,SLCFP145,SLCFP165,SLCdtt165,SLCFP146,SLCFP147,SLCdtt147,taxonomy
PWY-7254,63.4633,277.7226,0,22.4546,747.4296,110.4328,50.7663,44.7077,322.0898,8.9923,97.7493,39.6763,593.9507,254.8554,314.1142,551.907,59.6994,71.3651,50.7789,8.9938,519.3873,186.9106,4110.1484,415.2883,122.9581,4.4985,475.505,48.589,60.4517,518.1466,101.1796,14.9796,357.869,43.2424,214.6696,110.3711,270.1377,349.458,113.432,499.0591,39.6371,139.6964,104.4262,369.8511,329.9781,17.9459,124.0037,4.4977,390.6514,517.3584,6745.0493,296.1212,70.0892,342.2331,38.919,14.9743,62.8536,17.9638,47.7927,274.7112,297.0462,555.6205,29.9676,517.6661,30051.1412,175.7769,23.92,77.4381,97.9168,53.7857,1997.3191,19631.2972,953.0315,70.1472,233.6488,431.0535,171.6418,18652.4165,502.1429,34.9518,10.4924,3.7487,8.9954,13.7563,11.9907,220.8268,59.8705,1111.507,45.6964,
PWY-7315,1742.794,14975.3108,2397.7602,3886.6565,54719.8646,8068.5685,5309.7099,3818.5347,20874.2146,4468.9053,568.1503,6790.1053,5260.8985,13983.0169,2314.7069,44082.1104,2093.5878,1659.0081,3818.1459,1702.2461,3910.416,26552.8224,23287.2135,6457.3585,3098.2543,1542.8888,6099.6002,2587.9695,1795.5471,31459.7454,1950.8762,3747.7292,19803.6289,3186.1835,3135.6324,4116.5107,5975.5902,18025.4364,6167.1774,12794.2871,3820.0639,11799.1412,6450.3905,3620.0195,24051.4689,585.1779,7560.3322,923.8259,29932.0665,24694.7755,11263.7663,16158.9405,4902.211,8611.6527,2316.0274,3253.3219,4170.8817,953.4034,2938.7619,15483.4909,14782.9237,20656.0435,5026.7554,605.5079,60344.4343,1818.2602,2638.6488,2903.1409,11950.6746,2809.6047,3753.6331,3134.0436,3161.8334,2011.3261,2443.9322,23836.8486,10225.8994,9998.9335,11801.3336,8462.8477,3153.554,4512.4238,2983.7515,3158.495,3867.5939,8343.127,5586.5848,4208.0134,9008.0331,
PWY-7323,7177.0579,16688.3622,2509.6911,3911.9118,31758.1617,4709.8497,3688.9339,3024.2894,21733.5532,4312.2758,1923.3124,5733.6913,5652.4579,19115.8165,18365.9617,41326.9838,4013.0146,2972.9821,4079.9006,5402.9307,36541.4302,12349.681,76377.9771,39848.2805,6942.3206,7284.3105,11569.9142,5451.4809,4271.8794,36517.9349,6255.2961,2994.4096,30825.4164,3112.0332,3696.2962,8766.4544,21883.5894,32735.756,4468.8632,45268.8845,5832.2568,14661.5482,5798.3014,9801.9866,15006.1363,3901.7814,14627.009,2906.7566,23291.7336,59866.9926,25684.9205,25731.0439,6594.4756,20027.2049,5699.4817,4321.5799,8482.8497,4317.0053,4384.5526,18641.1694,62165.6382,22434.8903,9272.3699,1554.0472,206852.4475,7592.9446,2355.6504,2890.392,10255.1564,6521.0699,5085.2397,5261.6679,21102.385,7230.3007,3089.4971,31796.9377,14760.8849,33250.4632,11137.0592,17044.5476,10511.5403,3808.5474,11951.402,9720.1072,8117.3364,17852.1218,10532.6032,7239.7031,15301.3044,
PWY-7328,3859.5843,16456.4223,2353.7323,3657.1747,16685.2697,4684.9661,3397.114,3525.1011,12469.3889,4828.1729,943.6671,4467.22,4280.5337,7350.2812,13697.378,20526.016,2377.6455,2098.2355,3902.863,2812.9959,6081.745,18613.6435,16524.2248,9927.4589,3222.768,2566.1269,5559.161,3076.888,2465.1559,18570.0398,2497.7739,2262.2558,18302.8351,2438.383,2711.3681,2901.324,5486.983,16186.6757,3125.6714,7843.1343,2982.6196,9218.9106,3826.4761,8023.703,12156.2474,1113.8433,5151.4301,1255.5101,13838.501,22007.5716,11033.0572,12985.2004,3158.3404,6392.7486,3165.8369,3010.9507,8783.1034,1439.6229,3702.0572,17449.7254,14903.0759,15567.4957,9589.8463,902.803,38130.7762,4127.6454,2172.4957,2951.3315,7787.4406,4491.0215,2147.9287,3084.4758,5454.2103,3399.1105,1808.8434,14770.667,6795.4538,21033.8743,8341.5573,9246.8607,3023.89,2091.0525,4297.18,3170.8469,3854.4787,5735.9666,5455.2914,4652.1001,9314.6154,
PWY-7332,1229.9564,3954.9101,294.162,533.2303,5907.2534,1454.4816,1237.9572,1064.0876,4835.7815,202.7742,202.6362,1183.7793,1714.5081,1527.5894,871.1681,7215.7868,1170.15,969.8231,3033.8004,1057.9946,1527.2445,1245.7696,6978.3741,5484.0803,266.9631,429.5051,1783.8169,790.1794,634.3405,4596.7128,1322.0577,1087.9199,3935.11,419.7814,742.2906,1069.927,1169.5252,2591.8172,838.1895,6077.0146,481.6958,2688.3766,1239.6206,1655.0523,5416.6744,247.7937,1048.1417,455.709,4876.9403,10480.0983,1371.6967,4807.028,417.9372,1606.8289,1110.6119,117.6853,1270.9951,878.4619,675.0389,5450.2,4537.9283,2873.5131,3303.4967,195.6271,21645.6129,895.3293,493.655,124.2357,3094.334,749.8812,193.5422,1904.7823,1025.7192,1279.6584,954.3178,4209.4037,2200.2421,5951.595,572.83,1897.9218,352.5558,1033.5199,97.6204,744.2066,221.9721,1015.6651,1723.1262,1173.9557,3859.5951,
PWY-7371,1299.295,2758.5516,259.93,283.5255,4808.8592,233.2493,293.3068,278.3163,4425.8609,106.2425,67.0647,341.2609,535.6986,3314.9209,3897.4066,7245.1688,490.0409,622.3488,752.36,437.7792,4310.9517,592.871,53296.4716,19587.7698,98.1818,179.64,2251.025,433.3433,243.3682,7362.8904,363.7143,275.0177,3406.2533,171.65,660.0263,257.0741,2247.8654,2531.8881,484.7888,20847.0401,157.8373,4124.2006,331.571,3119.8858,2705.7897,75.6338,1822.8408,165.5036,4100.3351,869402.314,1089.3542,6811.777,91.2653,2752.1313,440.457,133.9775,3550.2277,162.8738,394.8487,4064.4855,43784.3818,2959.5658,3660.5668,55.0071,93217.6379,228.6701,144.2245,353.4174,2974.2574,195.9895,702.2114,380.9949,1509.1682,657.5897,137.0969,6691.4339,2241.0287,5591.2127,1153.8041,5654.9772,492.9289,241.0884,1091.8293,95.1384,1117.5393,609.3599,563.5596,803.0653,442.0459,
PWY-7374,1290.4883,1385.1968,257.5251,259.3803,3542.5688,214.289,268.6159,268.9386,3381.1304,102.1186,64.275,329.3655,487.2265,2239.5619,3740.9589,6170.8165,483.496,607.496,729.1932,428.5868,1545.3158,547.19,53188.9586,19343.9945,90,158.1005,1020.8689,410.77,226.1732,6068.3897,345.1017,246.0612,2225.3344,168.0821,622.9318,251.6798,1043.4456,1595.7847,467.1616,20604.6698,146.3768,1083.4981,319.5195,3025.4282,2552.9328,70.5071,974.6392,156.6436,3167.0702,868639.9871,464.9465,1643.1769,89.0837,1448.7129,419.7043,125.442,3537.266,157.2471,382.342,1286.9254,43200.7899,2562.3829,3638.1358,47.5415,91675.0179,193.6652,123.144,344.3116,1007.8157,149.3038,600.9037,297.9239,1064.7264,631.7114,130.4011,3900.6386,1563.7672,5508.9514,1111.4746,5505.9168,479.2073,213.9263,1077.4178,84.8461,1099.0771,571.6056,553.6828,791.8073,425.3303,
PWY-7377,1275.5947,420.2159,1230.2058,1408.755,429.9784,745.524,1228.3219,286.1647,11878.2987,1202.6004,582.0053,1368.4874,1330.9434,1073.8312,83536.0487,1070.1165,6537.4717,600.7163,1341.3073,5949.9016,1514.5619,850.183,15424.8226,56025.6753,434.0114,1246.0506,9846.4238,10625.677,1578.5827,1330.9459,1125.0025,4245.282,33234.2425,447.8479,618.6225,982.2433,232.7261,41018.7741,526.2022,411.9615,1383.4696,700.4852,346.5324,36332.6721,212.1443,655.4807,196.0522,593.0468,284.2713,326.2867,14676.4454,606.9999,534.4954,18455.0839,1822.1114,1323.5537,1155.7288,902.8807,3065.0652,879.3981,625.8517,33243.7386,5641.811,694.6482,10656.3648,2257.2796,532.501,829.953,336.5909,1380.5191,3898.492,2582.3546,1151.6402,1509.8407,2115.5514,1265.8269,261.7849,19264.409,9518.0313,7748.2494,6679.1272,428.7385,7929.7113,1294.877,6377.5318,13515.2354,1895.1226,770.6857,714.0371,
PWY-7392,9134.5448,54943.8672,6540.2744,8414.7489,16805.0539,6728.7328,10938.9757,10256.975,57023.9135,8734.3775,5396.5236,7111.6962,20129.3182,17505.3662,37739.5785,46060.5941,14823.8845,5169.0104,12280.8128,15324.8609,56952.1085,37700.1627,81193.3581,188304.1054,12309.8398,12491.1914,28902.011,20331.7314,11380.9842,46705.4251,7729.8714,20476.7289,66140.092,7758.9469,5519.7776,7409.1864,40540.0885,65375.067,9876.6983,171348.6109,6953.1891,19718.0899,5722.3494,30282.067,34345.7883,7170.9044,27369.6251,6623.2652,21797.8777,36522.4553,37749.1444,28570.5372,12942.0092,49658.4073,14932.1235,8045.8661,16104.2341,10103.371,18500.4712,54965.5629,77334.1894,69481.2937,25761.0199,3284.2992,122380.3549,14265.416,3478.532,5952.1264,13485.9111,10606.3962,10940.3237,21056.8437,39945.7901,9597.0243,9714.2557,22703.0549,29010.4815,65084.7067,36153.9565,49407.8703,19540.8778,9221.3417,18872.0054,17896.4272,17043.1046,44510.1685,29685.5304,15611.517,31212.6463,
PWY-7400,12574.2247,53682.8846,6693.0528,11632.1629,89409.7513,21180.208,19639.7427,11040.1049,59430.6116,8549.3896,4968.8554,16944.6222,28094.3927,35112.2275,55465.6686,83477.1732,13817.7245,8350.0264,19014.881,13721.6422,56900.5907,52181.5046,138467.363,258321.0042,9082.569,11539.922,27796.1535,20204.434,11107.9544,84666.644,12909.3644,23810.6479,68531.6636,7637.3112,12040.3223,13885.0973,45279.5725,68605.9484,23058.3215,813548.1448,10292.4602,29300.5086,16235.7749,42577.6831,63657.7608,5685.5047,33229.6385,7302.9811,61550.4634,937206.2285,37819.4939,43397.1993,11011.0865,50641.5722,16357.9712,7578.7149,24642.9068,9155.2783,14637.3684,53382.8431,90063.2517,77165.6629,31699.6754,3033.2685,477063.478,12428.2156,7199.433,10105.7816,25817.2945,10784.9296,11373.7504,25587.9255,32388.4963,13793.8367,9185.496,61623.3186,36192.0572,64153.5297,70299.8306,47233.1883,17783.3427,11225.7352,20196.4158,13737.2758,16815.0154,46119.4485,24418.3331,16573.8741,36282.3984,
PWY-7431,80.0311,0,24.8515,68.0202,97.7278,51.404,35.2798,15.9854,260.5862,24.1622,15.7735,114.4478,43.9629,0,29.9858,0,41.7836,11.313,50.95,48.7455,0,31.9889,71.9543,77.2017,46.5628,0,43.942,71.7076,25.3063,0,35.2827,24.796,149.8892,38.5566,25.286,101.6124,0,121.8363,0,0,73.9898,0,46.9029,73.1858,0,0,0,10.9021,136.0783,101.0312,129.7716,0,22.6457,248.3619,58.5766,24.1205,34.7945,0,60.3013,0,0,93.6669,53.7131,19.9231,345.222,71.8079,22.1256,9.6602,0,63.8848,0,29.3266,10.6657,80.9854,22.0304,0,0,273.6835,57.9538,26.1252,111.7183,5.378,79.7509,55.9093,106.0369,65.9822,37.5137,61.2418,50.0787,
PWY-7446,4.75,73.75,0,9.3902,251.1723,0,8.5886,8.4596,119.7366,0,4.9655,14.0654,86.3136,82.5,86.5133,180.25,23.9888,0,0,0,167.2489,40.6906,1427.4744,131.4533,0,0,155.9833,20.979,16.3372,166.5,0,0,128.2824,0,0,37.707,86.834,122.8196,0,162.3416,13.25,27.75,0,111.0197,111.9167,0,42.2798,0,130.8122,155.8159,1295.9718,94.75,0,110.1871,0,0,5.2851,0,10.753,87.5,87.25,190.7332,0,116.716,10425.3266,44.2736,0,0,32.2448,0,653.7489,120.8944,243.9992,0,81.6799,141,60.4473,1.2857,0.333,0.6664,2.6923,0.3332,1.6667,2.2816,3.4286,0.3125,19.789,400.966,0.3328,
PWY-7456,2345.5613,3218.7434,657.3189,1120.0685,1167.8697,939.429,886.6239,150.0337,4382.1371,950.7922,788.4504,1788.5975,1107.9692,3537.496,820.8586,3433.2577,1394.1996,873.8302,529.9082,1878.4106,5008.6279,688.9603,5006.0353,3094.5904,446.8368,1707.2055,4235.5115,1687.7467,996.9451,5652.8543,2469.182,521.0636,5993.9374,334.9049,918.0603,2625.9374,4035.5133,6027.4593,699.9004,2669.0549,1416.4134,3549.0815,1473.3778,891.2874,1203.3291,647.5943,3350.8141,713.9875,3191.979,1409.4325,10759.4231,6713.9997,481.5752,3203.7019,1316.1082,1110.4628,1479.152,624.4882,1186.548,3308.1082,1064.7586,4055.5296,1216.2314,477.292,27778.2382,2104.4579,601.1908,664.1445,2087.16,1926.7791,637.8962,1206.1542,5944.356,2971.6284,964.3051,7841.1268,2858.5071,8923.2598,780.0423,2588.2212,1260.1492,453.3177,1279.7092,2189.5063,1335.8209,1518.2904,2005.8849,1847.5576,5072.0852,
PWY-7527,0,0,0,0,82.7067,0,0,0,23.1818,11.3974,0,0,0,0,64.2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6286,0,0,0,0,0,0,73.3032,27.4349,0,0,0,23.6656,78.3644,0,0,0,23.8712,0,11.3968,9.9795,0,0,0,14.0806,14.3518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9069,0,4.9165,3.7417,4.9281,3.7447,4.9454,4.9339,4.7575,4.3706,0,
PWY-7539,7175.4121,19725.69,4471.5172,7159.53,35514.4032,12339.7595,11193.7252,4943.4957,29996.9429,4929.6047,2204.9877,12218.1707,15331.434,19744.4481,93750.0108,36143.2727,8725.0703,4792.7344,10989.9671,9284.1756,34079.5427,24524.3965,55468.285,41616.9337,6607.8411,9029.2632,16780.2753,13213.5109,7715.6019,40150.7885,7133.4323,13898.0677,50487.3929,3996.5625,6092.3495,13445.7004,19953.2204,58596.7995,13892.6274,25855.7577,8409.1137,17196.9204,10515.456,39266.5936,23990.8433,4322.256,15024.377,5056.6316,36573.6147,42202.8608,27782.7301,28752.0406,7047.2981,30148.2251,11343.3136,5173.3172,12002.337,5841.9739,7729.4564,21818.9854,24052.8598,39263.9938,17528.8875,2004.5521,322655.9349,10159.5354,4320.4245,5874.8476,14166.5349,7964.1565,5303.3105,18335.0387,19005.0608,7626.3425,4852.2372,39170.2865,17031.961,46096.5571,35280.0472,18959.6223,15303.1775,5800.3654,17201.6076,10979.1967,12774.9707,32850.874,16882.461,11196.0595,21016.5169,
PWY-7560,14141.2324,44993.4682,7158.8109,14127.4251,98049.871,22531.7709,21476.4023,10423.987,55344.788,8673.3743,4738.7657,18715.3596,27760.0873,42760.0464,32115.9387,91804.5151,13412.7004,8756.3231,20459.6566,14082.6896,76144.5685,53972.3855,132434.6071,243613.154,10410.2421,12597.6132,23813.1249,17951.2726,11692.3143,100824.9468,14439.4139,22317.7571,61343.6619,7701.2977,12632.5111,16939.9848,45857.2449,58889.1984,24434.0838,849529.987,11742.7928,32465.7297,17668.29,24456.5907,65303.9584,6216.0888,33808.9406,7450.4657,68482.1861,909671.1902,38197.3559,50183.1755,11764.9328,39681.1861,17433.1843,8077.0073,25318.5783,8847.6961,16732.6487,46269.2436,76291.0076,59253.7199,30713.4804,3000.1327,436673.8531,14135.052,8402.1511,10925.5557,28341.7141,14693.8692,10635.322,19149.324,39037.8265,15386.8022,8366.8268,73754.1106,36729.4767,64065.5279,74585.1883,44229.881,22630.0053,12440.4913,20813.4261,15652.3446,21137.3524,53650.7648,27834.1768,18662.6338,42157.0232,
PWY-7663,14044.2492,168381.5445,10461.1484,16263.1529,105920.1207,25719.4342,24591.5763,17539.312,102102.6223,14370.8982,10199.085,21531.466,35254.9043,45002.7715,203918.2374,105317.1125,25369.0256,9571.0401,23954.5727,24185.2922,90816.7969,70898.0514,171640.2118,339123.7859,31008.7217,20910.7851,105720.7593,41120.3923,15637.5227,112561.7965,12397.4401,34565.0388,126543.0694,13058.4412,14026.9492,19647.0036,54549.5043,139759.376,27699.9847,926318.5264,14314.7043,40455.7908,20192.2974,366162.3841,77267.3359,15853.5283,41337.8265,11018.5969,75632.0944,1037848.535,75078.4471,59903.9572,23553.3009,263887.2789,21780.8359,13056.2849,29716.9264,21446.2321,27511.9958,139676.5633,136634.0272,187503.7103,42393.0324,5270.4899,539746.3066,19358.2819,9472.2137,13151.9863,33764.0814,17519.8538,18164.8331,37585.7007,65406.9841,14689.883,22751.7894,83281.052,47182.2901,116891.0632,89008.9893,84754.0363,33044.2879,14847.0715,30625.6885,34419.4982,29234.1071,77047.2683,39224.1277,23524.9938,55485.2767,
PWY-7664,600.6307,1816.687,171.649,330.991,962.0103,79.631,163.4046,45.0702,785.1267,228.4753,80.7581,294.214,332.4398,516.0928,7411.4664,910.8385,518.4291,175.5729,99.1188,356.2198,1120.6381,180.46,5363.361,968.6763,65.7037,243.0481,943.0543,454.5867,213.4376,1089.4683,531.5074,133.6251,1112.6462,55.8354,188.652,392.8525,1361.0411,1045.4085,88.0084,1274.3234,313.2258,900.0919,104.6278,621.8133,562.009,67.0046,721.1198,147.0484,695.7967,756.5274,8703.279,2097.8081,27.977,946.6484,236.2491,214.5461,329.28,99.0842,162.0954,2145.08,873.0488,1403.59,229.5158,439.5901,39459.1588,478.8993,139.9717,141.7467,579.149,444.3955,2242.0517,451.538,1305.5051,780.0757,451.0909,964.1894,686.0312,1091.9766,159.089,4196.672,515.7035,16.2629,471.9331,1040.2513,320.2523,667.4594,165.7765,1404.6282,359.4872,
PWY-841,9704.4774,160608.7291,7659.0085,6186.0617,20245.4444,8098.7848,7472.8308,13157.9513,79352.9595,12767.2561,9860.5146,9258.0229,19916.0555,18602.9819,188502.97,46383.2293,18769.0814,5575.0975,9456.4478,17249.1997,65972.7976,38560.512,133199.5064,219387.8835,28871.5938,16710.5438,97657.3962,32504.9551,10243.7025,48894.0805,8716.3627,22822.9011,101581.3897,10024.7985,6419.8802,9338.0893,50110.1687,117813.2216,9633.0206,198563.6447,8245.1685,22280.1171,7398.5796,356702.6186,34408.4774,14648.0867,31964.306,7922.0417,23370.5458,958233.4097,51082.1075,32507.543,19911.7547,252077.2131,12598.0778,10924.0829,16416.1176,19017.0768,22677.4578,127330.55,125843.48,168468.0046,27828.3428,4581.235,323187.728,14120.5292,3430.2558,6191.8908,14480.2103,9963.1138,14413.9806,31542.3673,56179.8006,10540.3061,20726.1661,25568.1533,33178.5668,96531.7069,35975.5813,77813.9335,21120.8532,7224.1176,22385.7641,31459.2904,17388.2173,51813.0172,26970.1354,14329.2553,37475.9818,
PWY-922,2255.3053,57860.99,3588.3749,2837.05,1064.3325,1395.3477,3288.6806,6374.9774,38526.143,5259.3034,5065.5813,1495.3943,8132.421,3413.9122,123066.9716,9484.8586,15464.3305,1202.9012,3790.5829,13478.5239,23833.1241,14896.9081,26304.2196,86862.473,9419.3655,6923.2264,33327.1542,26881.0764,7265.0354,9567.5015,2235.9261,11652.9762,52316.0485,4867.8054,982.6649,1701.25,21110.414,63484.2169,2096.533,38239.3751,2235.1529,6694.546,964.3816,101392.6371,9137.491,5443.7425,12593.0742,3365.1368,3005.3317,2315.0185,25627.6255,8913.4213,8902.701,64608.8923,7534.8681,5001.9001,2630.6256,7891.4138,16912.0694,51996.8964,52855.9286,75508.1442,10044.7564,2880.1011,17097.3626,9840.7792,906.5731,1689.6691,3675.664,4422.4688,7619.6226,20883.9354,24908.606,2972.5964,10269.3992,3139.4465,12627.9424,44488.2493,10442.3438,45699.4147,10263.1047,3926.8753,10146.5542,19376.6939,7650.7016,22295.6565,22897.5343,6949.2815,13025.3436,
PWY0-1061,1316.3828,3304.6118,1570.8436,687.1705,5669.3675,3663.538,1015.7535,565.6857,2851.1827,5878.1854,341.069,4618.1388,1584.4119,1329.389,8607.1318,2653.2042,1539.0891,974.7126,560.2185,1682.2244,1822.0251,4073.8915,9735.9499,1705.4039,578.7997,1154.5126,4081.7038,1361.7232,543.4813,2668.1559,1905.8601,856.4135,2314.2127,630.7595,1594.7843,3321.2736,1144.4884,2134.181,2643.7596,2471.0395,2683.4947,1153.2342,3563.9751,2984.0637,1840.77,1033.9477,869.188,593.0284,4081.286,2176.2512,25518.0022,2224.3137,581.2426,2413.3165,479.8995,3752.5363,999.7628,577.4834,1155.4137,2589.5952,2334.1382,2327.9529,1315.0704,863.9088,66758.193,884.4047,297.3271,692.3719,962.5094,582.9866,4304.9096,2445.168,2274.0989,1440.2761,2096.3502,1966.9662,1157.1992,4923.4451,4998.2492,3503.5934,2074.1331,171.3836,2220.4659,2364.8054,2033.2896,4749.2302,1189.0529,3199.4395,1792.073,
PWY0-1241,1720.4647,1703.9003,943.3668,495.437,4845.2959,571.7692,765.7765,456.9093,3750.0058,2825.5466,189.2146,1058.8949,2112.9181,2607.6623,5879.4803,8362.4194,670.5655,909.3145,1210.1972,544.0296,1636.673,1110.3751,63034.6519,21020.893,206.4202,296.6022,1015.4521,723.4251,397.5378,7368.7791,555.7544,1342.2403,3712.57,309.4174,1056.6712,643.1796,1524.3052,3058.8274,942.8499,23400.4276,849.2693,1269.8748,732.4713,3596.3513,4183.691,133.5665,1306.7074,260.8863,4102.9453,871709.7447,3209.9005,1774.6669,236.2953,1678.3798,584.5922,1794.0474,4614.8868,323.2522,729.0771,1953.6588,45592.2339,4261.2169,5380.3311,281.1638,147781.3107,427.5461,249.8684,678.8965,1146.5036,327.8391,1586.3518,986.6373,1565.5451,984.8529,842.8394,4169.7738,2131.9378,7626.9427,1702.9854,7084.6152,771.4216,522.9343,1621.6613,1566.7177,1566.8635,936.4931,1299.9159,2009.4662,821.5662,
PWY0-1261,3027.668,11571.0723,1711.5955,4735.6054,20605.1703,5347.2619,4673.5634,2207.7524,14385.9598,2630.0448,1843.8299,5545.8012,7943.9594,8049.1202,23853.5263,21829.3994,2965.1057,1919.822,3933.3972,3870.638,12929.0088,9884.7567,26148.1643,14328.9226,2117.5598,5977.1775,9091.1186,4662.2215,4598.3133,18278.9276,3689.6848,3716.3739,17989.9959,1689.2873,2881.9472,5271.6708,11850.3129,19882.6581,4925.4424,17499.094,4315.5874,7974.5663,4320.9798,8603.3093,9563.1785,3038.8106,8137.0437,3327.4748,12932.6595,31894.7629,17194.7001,10897.5718,1863.0605,12237.8679,6114.9779,2243.9034,3764.5834,4769.1865,5011.4902,14071.0749,11355.721,18697.8369,4618.8431,2387.1685,129555.494,6686.3045,2620.6052,2132.889,5313.7094,6669.7451,6782.3452,9450.3606,12612.6289,4944.35,3067.7748,16469.3675,8748.7087,29058.7177,12980.206,15331.4053,12629.0564,2577.129,11734.6951,9843.227,11376.0605,19296.8913,8576.1513,8241.2901,7913.6055,
PWY0-1277,9.8871,151.8297,0,15.6071,474.4571,0,13.5341,13.5165,207.8165,0,8.2077,27.4351,136.4683,166.8126,160.1844,370.0603,39.5206,0,0,0,308.4257,65.0449,2727.4296,248.3867,0,0,286.8432,33.803,26.4887,334.9214,0,0,239.2426,0,0,75.3144,172.4551,229.6861,0,314.7045,27.2903,57.4799,0,193.3923,210.851,0,82.5554,0,251.4277,297.7917,2442.5358,193.7863,0,210.0967,0,0,8.3301,0,17.667,180.4672,177.5683,368.0216,0,208.1418,20798.9626,75.9178,0,0,63.6381,0,1047.7417,197.7545,425.917,0,146.8516,286.4233,113.3932,2.0865,0.5217,1.0434,5.1965,0.5217,3.1226,3.6459,6.2411,0.5217,32.1821,711.3354,0.5217,
PWY0-1296,11636.2439,144781.0519,9651.2565,12543.8893,81688.8243,23793.4761,19637.5534,14278.6666,78326.8369,9283.2559,9171.0557,18999.7723,33727.8242,37246.5871,161627.4605,82694.7519,18633.1793,7865.4937,18568.5011,16935.1756,86838.9999,57303.1905,91386.1366,147275.475,24718.7564,16590.6933,85642.9314,28675.6719,12933.7215,80519.2692,12377.5274,29704.2632,93872.1144,10319.0523,11166.763,14710.6828,53996.2938,104182.5053,29415.3267,128062.4778,10065.5551,28349.4637,16118.0002,313115.0573,59320.4983,12859.6254,36504.0311,10682.4594,55420.4238,31760.2221,53673.6069,40985.3776,18335.0118,221586.7037,20407.4944,9021.0891,23443.7628,18247.5357,23513.2044,115568.5797,74046.9559,153504.4403,34084.8335,3924.4647,449066.2758,13316.6766,7130.3118,11572.9544,23963.4567,12485.402,14983.7033,31657.4232,58045.879,13120.3085,19101.9164,58769.888,39116.2445,88804.0886,71716.7466,75378.3252,22899.1802,13436.5473,19200.8227,27009.3113,21314.2096,62214.7021,36735.4597,22168.4656,51136.834,
PWY0-1297,8910.1825,138312.587,7826.1338,11586.8745,47297.5849,14429.3934,16156.6193,12442.264,68474.4925,9023.4635,8705.937,13125.0267,25087.2632,23034.1548,167385.4262,54755.2256,19742.4273,5405.2659,15646.7371,17895.4414,69905.6087,45849.6676,74454.8392,119090.7238,23986.1708,14487.3148,84498.0746,30783.2079,12584.2196,54220.97,8491.8628,25430.3917,86758.3585,9223.632,7404.2441,10536.7362,40073.182,99861.723,17924.1418,77775.4938,7982.7627,19676.4676,10747.8666,315531.2767,39447.961,12541.8772,27026.2867,8267.4212,29856.2606,23516.5898,48322.768,27126.913,16961.4654,219158.3268,17298.033,8668.8952,14246.0798,16879.1446,24294.3148,109131.5718,69268.3376,147552.1942,28137.9637,3991.1406,410421.9439,14400.8491,5817.4538,8126.6088,15388.1274,12133.4438,14427.3666,29443.1311,51386.4296,10138.983,18754.7293,35757.6899,28729.3728,78962.7982,60867.0585,71807.1001,22548.2086,10209.0802,18531.2217,29152.2209,20506.8727,53803.5539,35976.8071,18311.522,37944.3088,
PWY0-1298,8563.6832,135509.4995,7114.6643,11183.7829,48907.9232,14268.1043,16142.9114,11944.8435,64641.5382,7832.098,8092.6878,12866.9058,23781.049,22949.7451,165688.2581,55012.3099,16788.8131,5361.3222,15434.9619,16080.5193,64495.5548,46145.0901,75961.6374,128460.0652,23145.2113,13151.4423,82857.8156,28102.8677,11566.9787,61617.0903,8313.7239,24132.8667,83156.734,8819.1779,7435.2414,10384.3553,37260.0136,96165.9629,17271.501,103814.3571,7805.5437,19932.6349,10739.1755,313606.4589,39904.3953,11475.2712,26165.6224,7441.5883,32327.5874,23372.0353,43874.5576,27642.2391,15954.423,216816.734,15997.3032,7581.448,13705.2992,15347.572,21258.3066,106111.7136,67315.7651,144384.5264,26309.5811,3592.2634,366740.0209,12754.3549,5761.9306,7842.6524,15998.6237,11465.901,12882.6049,25474.2213,47212.5893,9776.5482,17349.5176,36083.7365,28743.8127,73550.2052,60192.5218,63796.4332,20808.882,9853.5388,17434.4324,24303.2982,18741.7378,50349.7882,30956.1856,16832.7665,35697.4268,
