#OTU ID,Itg.18.DTT496.S91,Lyz2.05B.DTT260.S101,Vil1.06B.DTT70,Vil1.03B.DTT35,Vil1.01B.DTT11,Itg.24.DTT530.S25,Vil1.06B.DTT72,Itg.24.DTT531.S26,Itg.04.DTT423.S15,Lyz2.06B.DTT272.S114,Lyz2.04B.DTT246.S87,Itg.20.DTT508.S3,Lyz2.06B.DTT270.S112,Itg.16.DTT482.S77,Lyz2.03B.DTT236.S76,Vil1.04B.DTT46,Lyz2.02B.DTT224.S64,Vil1.02B.DTT24,Vil1.02B.DTT23,Lyz2.06B.DTT271.S113,Lyz2.07B.DTT284.S126,Vil1.09B.DTT106,Lyz2.02B.DTT223.S63,Itg.22.DTT519.S14,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,Itg.22.DTT518.S13,Itg.02.DTT412.S4,Vil1.03B.DTT34,Itg.26.DTT543.S39,Itg.04.DTT424.S16,Lyz2.01B.DTT210.S50,Vil1.08B.DTT96,Vil1.010B.DTT119,Vil1.05B.DTT58,Vil1.05B.DTT59,Vil1.010B.DTT120,Itg.12.DTT470.S64,Itg.02.DTT410.S2,Vil1.05B.DTT60,Itg.08.DTT446.S39,Vil1.08B.DTT95,Vil1.01B.DTT10,Itg.26.DTT542.S38,Itg.18.DTT495.S90,Lyz2.04B.DTT248.S89,Vil1.010B.DTT118,Itg.20.DTT507.S2,Itg.12.DTT471.S65,Lyz2.03B.DTT235.S75,Lyz2.05B.DTT258.S99,Itg.10.DTT459.S53,Itg.08.DTT447.S40,Vil1.09B.DTT107,Vil1.01B.DTT12,Vil1.013B.DTT156,Vil1.07B.DTT84,Vil1.014B.DTT167,Itg.26.DTT544.S40,Itg.04.DTT422.S14,Lyz2.08B.DTT295.S137,Itg.06.DTT435.S28,Vil1.06B.DTT71,Itg.16.DTT484.S79,Vil1.04B.DTT48,Lyz2.07B.DTT282.S124,Itg.06.DTT436.S29,Lyz2.08B.DTT296.S139,Itg.22.DTT520.S15,Vil1.07B.DTT83,Lyz2.02B.DTT222.S62,Lyz2.01B.DTT211.S51,Lyz2.01B.DTT212.S52,Vil1.02B.DTT22,Lyz2.07B.DTT283.S125,Itg.10.DTT458.S52,Vil1.08B.DTT94,Itg.02.DTT411.S3,Vil1.014B.DTT168,Vil1.09B.DTT108,Lyz2.05B.DTT259.S100,Itg.20.DTT506.S1,Lyz2.03B.DTT234.S74,Vil1.07B.DTT82,Vil1.013B.DTT154,Vil1.04B.DTT47,Itg.18.DTT494.S89,Lyz2.08B.DTT294.S136,Vil1.013B.DTT155,LYZdtt342,LYZdtt308,SLCdtt022,LYZdtt366,SLCdtt070,SLCdtt005,LYZdtt354,LYZdtt330,SLCdtt114,LYZdtt356,LYZdtt368,SLCdtt095,LYZdtt367,SLCdtt024,LYZdtt319,LYZdtt306,SLCdtt113,SLCdtt004,SLCdtt112,LYZdtt355,LYZdtt343,SLCdtt076,LYZdtt344,SLCdtt096,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCdtt052,SLCdtt054,SLCdtt006,SLCdtt077,SLCdtt132,SLCdtt130,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt150,SLCdtt167,SLCdtt149,SLCdtt148,SLCdtt168,SLCdtt166
PWY-7221,40459.4249,16870.9098,2192.5366,7975.4169,30064.5996,23484.5037,3835.9233,52907.4087,126003.504,8320.8185,16789.3891,43463.3592,47477.0022,14754.7009,53002.6439,16288.3661,30632.6715,11213.7617,24235.7602,22964.9644,45314.9224,11872.721,48459.9289,39780.7086,44026.6869,54557.4716,22883.0067,71448.7721,31311.9338,40955.6174,58776.2031,40040.6893,5696.015,16462.4093,5858.2061,2922.4726,6041.0634,61323.4367,97929.302,3274.2047,16614.9055,5446.7098,18176.4118,44862.9353,32995.7652,37707.1596,13070.5409,25342.7467,26233.1198,54207.6403,23636.8359,54337.2729,42592.7767,10728.2553,27072.7695,33906.0426,3000.8961,21395.2258,42271.8779,92371.7656,9148.2909,71745.2009,3309.6176,40358.8895,10082.1156,40992.7963,10194.5579,66310.5028,36550.9987,2259.4762,106873.4633,33113.5379,56756.5788,14996.9804,6164.0796,65204.5413,5176.9299,44548.7664,31407.9831,5966.6929,16131.5669,27252.9188,50798.8555,2887.104,27585.4483,8925.0896,32038.9141,8110.781,31256.0781,46533.2238,81999.2082,44426.7484,34047.5718,10267.932,27445.8434,46895.7537,33414.9286,28848.589,115444.4739,50185.3012,37064.7873,45218.115,10212.6164,31954.2178,39762.1695,25970.2852,18294.4968,3261.8611,61558.6574,33385.4024,69407.2019,64764.49,80023.5687,149958.9789,52642.7729,115563.2632,44844.3604,38951.397,12634.4721,41329.1125,54792.6421,30688.4366,6821.9696,117335.8822,35612.5654,36158.1654,124534.33,164817.1602,186893.7183,64337.6385,130841.2237,335697.5937
PWY-7222,63313.3468,24083.7487,2839.8811,10249.3234,31941.7286,32783.0725,5039.1444,100013.1669,161771.4177,12388.5791,20509.4027,58227.6387,62489.2424,15684.2635,67962.7985,19961.1157,33856.744,15823.6859,35229.6764,34789.9544,66053.5076,15305.3568,51508.6268,63969.702,63431.484,62140.6106,27736.6322,95770.1951,27300.8879,53641.8149,79443.1896,41357.7429,7510.7718,23328.2786,7263.9629,3712.0527,8077.4587,98225.5487,144629.3774,4287.805,22561.6525,7024.6785,19010.7338,71956.7886,50859.3322,61248.6659,17069.5557,32910.5712,43923.2005,65640.2704,31556.9303,88730.0567,67262.4993,14070.7426,29533.0843,50884.8929,3941.5926,36342.4381,72894.3016,109303.441,10385.7284,82752.9299,4375.254,49654.02,12946.8705,47896.4509,12163.3123,71829.0747,54136.112,2907.1834,113455.4721,37498.7541,61154.2272,20419.7114,7521.2466,103085.7151,6820.0116,67602.109,45868.2365,7569.3612,21224.0459,22752.6553,65447.0908,3824.8377,36480.5091,10822.1705,40570.1574,10397.5616,47276.2454,48970.3664,105521.327,63536.3474,34413.7582,13282.344,50468.6479,28498.0871,28921.293,51949.2514,124359.5752,56653.1828,53305.6797,51317.7136,14466.6555,44257.7984,29146.9971,48293.4734,30619.8501,4538.5869,63322.0161,25514.5728,82168.0748,73424.9431,131453.3836,173596.879,62064.6323,72348.3589,50173.8362,52286.958,18309.7289,71458.2222,61343.5343,37252.4825,8074.5543,149523.0054,44118.7904,50301.684,179728.8346,208733.5485,254292.1888,53936.994,170460.1656,403432.569
PWY-7228,24065.3014,11633.4893,2480.0294,7260.853,29241.7397,14802.7712,4350.6408,40046.3996,112144.2386,6391.506,11767.3139,33927.6318,29228.0897,8409.5399,52548.265,10566.1043,28538.5273,7943.0145,16983.0943,17003.1273,29705.7443,11329.2025,47675.6656,28213.6722,38145.6445,51637.8223,12540.5341,61767.3506,21680.7725,35939.1917,50316.9988,36205.258,6475.1682,16801.4347,6515.9166,3265.3831,6386.3879,37859.3765,56558.0555,3718.9232,10173.2652,6118.0436,17016.4478,30928.6221,22548.595,33314.7547,12562.903,20219.0526,16766.2069,53147.4294,16642.971,39696.5265,28239.109,10990.8263,26886.7818,19729.2241,3391.6711,17505.6844,28106.924,88249.9957,8450.2911,68900.3049,3764.2271,29763.4955,6296.8024,29872.843,9261.6671,64255.5165,25336.9577,2542.7905,107656.8154,32527.7003,57713.9729,9725.99,4765.8477,43433.2401,5881.3443,34657.2316,21822.1972,6088.5222,11216.356,16618.1792,47504.7521,3253.3845,20501.1927,6225.602,19175.1952,5598.2921,19016.5193,41790.9175,68721.0016,29774.3937,19670.8786,7965.0879,15833.2722,31581.1126,9514.9759,12064.1565,116322.0534,29741.7231,32774.7869,29487.493,6654.5632,32787.5836,27171.6762,11171.9637,11534.8711,1000.5263,58635.0561,21510.1449,66963.2975,59133.2385,62236.4516,152147.52,30022.694,54858.6151,43719.8398,29815.178,7431.8929,27609.6675,54778.1383,21884.8726,4827.3817,113111.5753,15565.6344,24001.5803,85440.7066,156879.7321,151728.9715,22910.8004,122818.4456,335904.9336
PWY-7229,47381.7971,19809.8197,2853.6159,8931.7257,31732.3469,27469.859,5027.63,64008.5676,139127.5696,9733.3667,18862.7218,48513.4086,55150.143,16158.7129,58940.7855,18056.6652,32692.508,12938.2741,28070.813,27052.8443,52565.7331,14239.8165,51268.3127,46392.9586,50705.5274,58747.183,25790.0655,79973.4755,33366.3817,46653.4273,65658.2686,42444.0366,7496.4518,20039.8819,7288.4369,3674.1763,7356.1932,72571.6104,113783.5649,4286.4663,19097.8905,6975.2413,19146.0766,53272.429,38787.3833,44759.925,15631.4336,28244.8952,31208.8995,59393.707,27335.2144,63941.3541,50322.2502,13062.1441,28741.2757,38015.6677,3916.6006,25273.6777,50760.9566,100423.2001,9848.0855,77410.6048,4365.3325,44764.3508,11197.8233,44546.8787,11135.932,70381.9439,41883.7596,2886.8391,112897.3388,36164.4697,60179.7722,17316.4117,6813.2297,76570.9469,6806.946,51220.6051,36770.5269,7166.3708,18626.0731,27613.1742,56777.1025,3797.0382,29472.1765,9955.9037,37159.3267,9279.8847,35364.9455,49328.0514,87200.2861,51337.5194,36697.5627,11474.8311,33218.3794,42339.4847,35364.9674,35158.5008,122248.1981,55312.7677,41908.9598,49941.1905,11757.5342,36052.809,38648.7541,31546.7044,21606.5192,3796.7292,64501.5833,32725.0193,76003.8963,69826.1001,92971.034,162085.8946,59888.0024,107804.1794,48191.7853,43683.167,14431.4937,49477.7123,58820.2522,33135.8945,7304.0867,129090.2662,41470.9272,40910.5898,141372.5325,183269.6253,208127.1471,67479.9599,146739.7608,365716.8056
PWY-7234,23211.0858,15014.0719,2162.4752,7098.1617,27448.6805,15914.7727,3811.6151,29037.6696,98581.3649,6187.1391,11202.0839,34526.4705,40442.1083,8526.4641,46838.0984,10954.6226,28520.7297,8334.0694,16968.146,16847.0558,33584.3447,10946.1201,45843.6716,21289.5888,34395.251,50735.8785,13662.1893,54537.8877,18073.0012,29424.0458,43005.121,34643.7813,5665.722,14426.0616,5700.165,2857.6386,5589.4083,36399.2346,63457.0457,3256.5257,9588.1893,5372.414,15925.9106,26267.8068,22161.3251,28355.0072,11912.8047,19485.7562,13853.7821,47821.241,19734.2973,28750.7176,26957.8315,9865.1463,25041.359,13276.4616,2975.9675,15098.2339,24828.691,80414.4818,8320.3389,65151.1698,3297.3076,33962.6239,6812.132,35482.8942,9084.0676,62322.8918,23865.4447,2232.101,101371.1485,30232.8973,53564.6339,9866.8614,4986.399,30983.5802,5145.3045,28194.265,24202.0685,5529.8355,13204.8808,14178.0155,42697.92,2862.3141,14697.2583,5957.8437,16854.6235,6913.6548,12243.7249,40822.9002,69331.1056,31534.2703,21849.8012,7411.4654,11181.7383,24838.4089,18159.2738,11289.861,109692.4394,37921.9643,25744.6371,35296.4869,7682.8593,30012.8963,20990.6373,8852.7708,8351.0109,880.7827,55137.9441,19558.0101,61354.0039,60683.2605,44675.9196,141844.0998,50108.8385,39084.6362,41284.3729,28847.2272,7420.6171,20805.2876,50551.1111,24597.759,5036.8444,107722.7793,29406.0751,22640.4681,77621.8578,144783.0764,133183.5123,31101.1525,116874.6382,296633.2737
PWY-7237,862.7,354.3,0,504.85,425.5,515.1,6.5,135.4,754.9,301.75,655.25,3338.4,231.9,168.75,395.5,247.15,921.1,517.8,1135.2,470.2,2949.5,129.4,187.5,164.2,1677.55,636.85,929.8,587.25,1381.45,16320,383.85,654.6,14.75,34.95,3.5,0,10,323.75,359,0,45.5,13,539,318,637.2,768.05,193,1634.2,148.55,528.75,406,174.3,341.75,49.5,292.5,590.2,0,338.6,220.05,1119.2,123,1063.75,0,346.95,385,3416.8,186.3,477.55,2442.25,0,164.5,528.5,218.25,266.5,546.7,105.25,11.5,100,1622,74,188.25,734.65,820.7,3.5,2806.2,100.25,759.6,396.2,208,368.05,7333,1387.25,454.25,283.3,1170.75,83.35,374.95,66,238.95,1581.85,51,1288.1,64.35,138.45,149.7,44.5,183.5,3,138.9,162,1097.15,924.65,108.5,967.55,828.5,302.75,607.85,539.25,186.5,2658.35,347.15,4030.15,1009.6,2350.45,363,458.4,2417.25,1208.75,6660.75,6481.3,4716.95,185.45
PWY-7242,8483.1438,4272.5641,2372.5648,2131.3041,3001.239,5360.431,4258.5664,2518.432,8118.9127,3403.1718,3112.3578,12309.5415,5964.6273,4311.7407,3136.4615,4090.8402,5640.4875,3448.8995,5939.4008,5126.8633,9529.0649,8084.6053,5550.3556,3244.8463,6088.9556,7229.7526,5817.2665,8824.5105,10174.5044,5066.8022,3957.0505,5564.9268,6464.2345,8785.2316,4946.7348,2670.7996,3630.1047,10285.7153,13472.6651,3630.4196,2794.4729,5377.3143,2144.359,5068.7135,7703.5061,6680.348,8043.5597,5759.5681,3962.2884,4150.7201,8012.2466,2911.0005,8154.8568,7611.2346,2346.9525,14923.4782,3234.7089,2970.2966,6823.6948,6699.8516,1562.8961,7331.9883,3774.114,12448.5134,4009.2498,15879.0593,1639.3655,8333.9392,8189.6147,2188.1037,7760.0048,6781.9217,3046.704,3207.2066,3232.0471,3847.4721,5863.8341,2991.1604,12885.9026,3994.5437,5098.7456,3836.9225,5298.1962,3270.1931,15912.9828,2911.5419,9441.0287,2435.2631,6215.051,4291.3737,37397.0526,13850.8773,14996.3753,1445.8273,4192.1722,784.1349,6105.2768,5746.3182,6541.9554,28272.5983,319.8779,23433.7558,2499.4957,1581.7582,2218.7705,2574.4073,1037.0801,310.0045,4471.8274,2544.3397,7184.5129,9731.7811,726.5651,10150.6084,6416.0019,5168.8795,5123.5158,10598.7055,4278.0932,8544.0413,3844.6463,12514.1493,2190.4239,14898.1384,11031.465,10032.8732,24192.3576,17313.3076,44222.8085,37728.8941,13572.0066,11868.0477
PWY-7254,2040.5957,432.3115,2497.3961,1358.785,745.0749,870.886,4487.8909,410.5334,649.5381,1071.32,94.9533,576.5683,525.1086,55.13,196.5867,475.4603,313.1179,562.1041,466.8516,185.0049,193.0278,5772.017,142.4102,129.8391,329.7749,485.3561,160.9149,185.6189,215.5333,1078.1235,255.8874,107.9607,6797.3576,7754.8925,5178.193,2762.0691,3430.4231,583.8236,141.1057,3819.3364,50.8691,5616.6115,247.9932,265.3615,1006.1806,3013.0773,5939.1849,309.9608,159.6955,174.9382,35.8892,505.4886,355.4761,6494.0413,942.3611,3292.0965,3414.5125,475.6482,357.5511,72.2027,101.5832,252.0344,3978.3962,473.7929,634.6337,228.3862,85.458,260.3485,250.4115,2300.4466,78.3945,5162.9688,265.7723,216.5336,1014.4043,199.1586,6155.2585,52.6791,2977.7576,3510.9458,160.2058,467.6992,221.6373,3379.0182,2855.5506,871.028,223.6236,141.9715,1052.6367,387.244,587.5273,158.7702,183.4982,17.861,2338.3936,120.5655,194.5666,526.0376,164.0519,1393.4857,0,203.6254,10.4606,258.5041,199.0777,26.8064,133.9725,0,222.2295,173.4321,1548.8107,625.3782,8.8969,434.2725,200.5195,157.421,935.9958,17.9449,0,5291.5366,625.205,14.9848,26.7716,619.6214,380.9004,11.2364,3839.3715,3.7494,45.2248,197.3453,71.0798,109.846
PWY-7315,2419.7503,1272.9971,2020.1801,683.8053,413.9269,2089.2125,3617.7557,782.7023,1822.4261,1405.2115,1125.3788,1736.1073,1036.7744,353.7537,822.7137,691.8898,1088.4789,997.2615,929.646,1004.6476,1152.6497,5643.7035,346.9878,427.6945,2755.1063,1051.1498,1301.3766,771.3829,1860.2668,1457.7164,652.1343,3098.9535,5444.448,7827.374,4396.0343,2309.9547,3291.8353,747.5183,732.961,3073.7632,217.9854,4627.514,475.5684,806.2212,2312.5719,4065.6939,5829.7603,1404.945,277.957,376.6113,701.5816,305.2065,1503.0799,6007.899,473.7,3169.9292,2766.1999,814.433,867.8277,715.7571,156.8081,973.2353,3185.1476,659.4811,731.2043,1881.976,288.213,542.5886,1854.1447,1898.6244,560.3498,5508.515,947.6579,266.5068,1284.4875,232.6698,4937.5079,156.2144,4325.2939,3256.4035,371.6131,1280.592,1194.0985,2717.6315,2698.3788,899.1221,2820.9742,845.3252,1337.2137,1373.5126,4623.3949,3231.9864,748.6805,444.1499,202.5383,269.6033,913.9744,707.4299,620.6962,5406.1268,67.4049,3154.9528,115.7571,429.8803,705.9475,197.4422,124.7549,1.6592,306.4834,611.0224,2754.1228,3064.1516,123.3626,3064.7177,2541.2802,968.4994,1122.5461,420.0258,110.3208,542.4233,960.0895,398.6003,102.1216,3708.7863,1227.6383,410.601,1292.3913,3944.4822,1466.3874,16129.8003,2904.5346,326.4066
PWY-7323,5186.4146,3308.0389,2039.3759,1167.4084,3534.6864,3560.7397,3625.6758,1244.6284,5427.3665,2500.3967,2663.8644,10553.6828,3935.7452,6457.8758,3180.802,4660.8465,5390.9366,2673.2529,4657.8665,4363.6353,8658.9924,6142.404,7254.6476,2808.9793,3629.2951,7330.8602,4633.5802,7898.2318,12807.9788,6135.0502,2381.2785,4906.3761,5477.487,7795.6912,4512.6285,2353.757,3278.9884,9602.3098,13226.5447,3088.7423,3609.7554,4695.8205,2324.679,5920.4133,6487.6075,5023.2701,6333.6603,4140.4865,3793.8138,5207.9419,9893.308,2389.5471,7951.9601,6277.231,2228.144,7533.9598,2789.0259,1552.4997,7037.8577,4997.9969,1681.5957,6959.8053,3189.8272,12362.0821,2951.2084,12202.1568,1569.3445,9975.8796,5980.0184,1937.9454,10040.8932,7683.4748,3366.0982,3630.3227,2316.4258,4071.9189,4952.3431,2903.4828,7124.7256,3403.1217,6391.6621,3392.0253,5497.9819,2737.9076,10508.591,2592.9782,10419.0712,1855.5118,3514.6905,4863.9236,12365.5168,12953.0338,20318.7679,1048.76,1185.8767,894.8059,8540.2845,5272.5881,7338.1035,27817.6766,201.2397,24622.3656,2519.0496,1632.8551,2886.9808,2339.9409,706.9819,413.9183,6046.8158,3444.7815,5423.5993,8882.3269,235.6465,6862.8997,4953.1424,8781.4526,5202.3038,10391.9343,4120.1319,2251.6504,3829.7976,9551.0996,1301.0059,8365.1072,12522.6741,11248.1044,20494.6169,17299.9282,27404.1704,22338.3781,19193.6864,13315.4923
PWY-7328,3010.3749,1400.8662,624.4862,541.3567,613.8903,1707.3321,919.3552,458.4324,3073.803,1127.3231,1031.1238,5063.8171,1473.8523,3202.6368,618.235,1891.859,1347.9785,961.3035,1830.6051,2453.9441,5160.1144,6850.6907,378.0964,1073.0327,1958.6948,2809.9611,1890.713,1880.2634,3568.2798,1869.9842,1089.9314,1431.9536,970.4955,9729.7739,3589.5526,1675.3384,4144.9363,2468.7811,5333.1598,800.179,1039.7751,2596.3915,882.3711,2717.2594,3884.1474,3444.8346,7096.8666,2506.3994,892.4636,392.1702,4569.059,495.3166,3141.3415,7127.2684,789.5374,4199.5569,909.7518,787.7171,2684.5935,2272.6047,430.1557,2105.3057,597.2574,3391.1883,700.4641,2560.7729,613.8117,1815.1788,2226.2317,1095.9168,609.2555,6163.2247,708.0048,742.8721,1040.8261,651.5072,1027.8548,1163.3405,3250.4683,3843.5604,3280.2671,1747.9182,1706.1865,666.1014,8495.6003,992.9358,4444.4667,805.9474,1831.9496,2003.8967,5291.8762,9324.753,5273.7995,800.4572,501.8876,233.2363,3783.5241,1112.6934,629.972,4737.1802,94.8608,7127.7682,745.8655,869.7989,904.6428,564.8547,370.429,145.4912,770.012,1234.13,2833.266,2599.4793,112.4104,3687.9254,2129.9886,1660.3722,1129.1772,1650.9955,770.7311,803.6419,752.1317,2357.5806,465.3356,3281.6248,6054.2288,4130.2562,13244.6097,3617.481,18327.8558,13501.2009,11988.6849,3871.7969
PWY-7332,1188.5764,383.1026,0,367.4629,94.1976,419.2759,0,184.891,879.349,420.7308,319.0785,1151.4825,302.6488,317.9649,275.0842,90.4664,629.7881,659.7658,452.9484,619.2399,1131.6056,155.6103,90.8231,94.2812,796.9989,752.2157,425.7227,503.9159,782.0494,250.4003,337.5681,388.1051,0,73.2095,0,0,27.887,527.351,546.4961,0,118.1548,0,204.1363,378.3443,1228.9505,653.7089,183.1051,827.9087,307.7822,31.4816,214.8928,170.9722,813.3526,3.499,163.5017,2369.9125,0,214.9137,460.4237,466.6203,171.4666,723.9862,0,449.2977,117.3803,1505.7864,151.6001,410.3191,408.1585,0,90.9216,0,136.1723,213.8248,643.9113,136.2212,0,139.5749,853.505,27.8832,166.196,652.9346,488.6637,0,2862.4487,6.9944,1523.897,474.414,883.9119,309.4321,2285.4081,1869.3321,420.561,55.6926,31.4647,3.4998,219.1524,232.4894,362.8572,3271.0452,52.4287,2021.7702,20.9546,253.5576,143.017,187.6105,87.0877,3.4963,52.4551,174.1335,706.6264,671.7534,31.4882,897.6503,347.7989,261.9683,429.7337,38.4587,27.9306,101.2552,233.496,76.7634,3.498,3656.4893,226.0596,135.9423,2131.3816,735.1798,104.9383,5168.3334,1240.97,230.8441
PWY-7371,1043.8774,451.7202,0,97.3033,236.7037,528.865,0,149.8201,1000.7975,218.2335,269.265,1923.8388,456.7216,1487.304,123.1375,760.4803,461.2693,286.4977,502.6893,864.8075,2212.257,144.3709,153.5771,399.9826,568.4157,1163.501,658.9557,579.7747,8931.9378,713.2678,454.5196,326.3965,15.5,127.5231,0.5,0,23,824.275,2041.6065,0,379.4561,23.5,301.6388,1074.8462,1934.9406,288.5717,284.8781,884.0145,323.0771,146.7556,2123.2332,185.2986,1098.1893,82.8282,299.8947,103.6824,13,219.7227,1024.4843,1284.7225,176.8842,1012.8246,0.5,1389.8513,271.8155,899.6763,270.9154,750.2982,703.1286,17,209.7698,320.06,195.1802,295.2008,140.8399,218.1129,0,444.7579,1017.8117,31.4344,1551.4504,448.8031,505.2546,0,16.2586,206.0351,4656.4751,378.6745,18.3857,723.827,2375.4646,2815.4355,2504.3939,146.091,126,111.5,1663.9452,433.6052,343.0538,1857.8695,29,2916.971,279.2568,327.0854,316.7164,213,104.5603,60,317.7613,490.6115,475.2903,1039.1144,18,794.0035,1034.5168,689.3344,179.7905,564.1928,306.1689,196.2389,95.4627,907.1642,166.7093,984.4488,2678.7874,1687.9633,5296.0785,722.1653,7638.0512,844.7892,8525.9404,1534.7232
PWY-7374,991.2227,444.4613,0,85.029,233.9759,467.9432,0,140.4959,848.9148,210.9973,227.7671,1888.5588,445.6441,1467.1822,121.6562,737.0535,399.1095,256.9366,472.2845,846.3094,2157.8162,132.5242,148.507,387.6439,449.7518,1101.9797,574.5782,562.7463,8888.4474,677.2206,360.0658,291.6547,15.5,121.0568,0.5,0,21.6981,808.1026,2029.0491,0,375.8222,23.5,297.4998,1049.2231,1892.62,256.3098,258.5129,837.1576,310.5586,138.3952,2111.6458,178.8602,1040.7326,80.3942,297.9175,94.7975,13,204.6225,1006.4254,790.2451,169.7202,822.0793,0.5,1347.8931,248.9213,820.8493,223.4836,723.407,631.6098,17,194.8176,315.7507,182.839,289.5635,111.1867,213.952,0,438.1089,929.2661,30.191,1543.0018,429.2868,467.3113,0,13.9497,200.8311,4588.2164,295.6632,17.582,672.5754,1724.7906,2759.4391,2404.1596,144.2193,120.9091,86.3355,1595.3753,425.1212,255.6787,1545.357,29,2812.8956,271.8723,313.2226,308.3078,210.5587,102.6871,60,275.3964,458.0123,462.9085,804.8815,18,629.3276,769.1995,629.7651,177.0113,561.6992,303.2605,192.2238,89.5798,891.5032,164.7931,878.288,2631.4501,1669.8924,5269.2447,622.945,7592.222,754.0939,6463.0353,1524.7374
PWY-7377,8637.7132,4425.4307,0,1252.236,408.8278,3766.0265,0,19283.8812,9944.3991,2132.0208,2724.7763,7606.5273,3837.3882,766.8608,6802.3796,1630.8763,384.1125,1486.84,2816.8258,4715.1015,8129.9006,755.3126,371.276,6157.3066,8440.4189,2066.8833,3269.5999,7695.4794,2280.4584,15314.0145,5692.9997,766.8612,23.2251,2600.8896,42.1592,31.5054,615.9502,4792.2823,12624.4338,0,2031.3657,0,246.9685,8959.925,9193.4574,10987.945,1179.6933,3629.3242,3293.6007,3630.6712,6034.4931,4937.956,6875.0823,597.499,367.0176,353.5806,0,8946.1161,10019.9328,3916.9773,392.4819,3575.9726,0,2493.0121,1338.2839,1404.0053,762.0957,720.0296,8921.5789,0,385.6354,1729.2886,616.8574,1336.4141,493.7311,5413.8139,11.5966,7402.4859,9377.4903,270.6609,3883.0472,2159.6534,4443.03,0,318.0291,812.779,7452.5626,708.9023,18.5529,966.9354,17876.898,8863.6003,201.9108,989.8728,4127.2167,127.5123,312.5669,3552.411,288.2716,1344.4711,4994.0535,257.6416,887.4331,10227.5924,3636.9049,2880.1179,1553.2137,224.5714,430.6177,102.1436,1568.9575,1465.4314,18686.2633,15432.2978,995.3178,23413.7415,1077.2133,5034.1113,1765.7528,6050.0298,1535.8144,3042.643,598.6629,26773.9106,817.619,3988.058,4834.2552,19392.3978,3669.0392,623.2567,22447.0043,22638.6181
PWY-7392,17004.3255,10580.1549,753.593,3172.8519,6399.915,13139.3658,1091.9321,5866.6236,19068.8499,4459.7603,9275.7345,20895.4868,28208.9248,9552.8156,7144.5635,9805.2368,9940.4081,5996.7128,11421.9811,10510.1599,26667.9685,7906.7512,9844.3733,6471.7788,14436.2977,16275.099,13861.0675,16454.2814,16587.6226,27595.9161,9449.8463,14958.4134,1316.7501,9090.2154,3417.665,1610.42,3581.7332,23888.7057,45809.944,916.8281,8710.2661,2714.0344,5872.2405,16294.6334,16408.1789,11414.1358,8374.4007,11189.1279,7081.8769,8578.5007,15591.7057,6150.6335,18017.3525,6768.8589,4331.5804,10232.8539,1083.9747,5730.8248,14068.1422,16113.0403,3038.5305,16174.795,685.2234,22051.1576,5874.4057,23621.0354,3419.6577,15544.1952,15949.3947,1146.5388,14667.1446,10961.3439,6117.9197,8212.5355,3738.273,13933.2758,1250.8965,8461.7652,18399.5964,3714.7119,10667.0787,16589.2082,11713.2918,865.2291,11667.4909,5177.1192,20186.821,4887.3733,6116.6718,16484.714,34304.8771,27284.6412,21291.5359,4193.7947,4357.3414,26506.1163,13920.1959,10925.3763,14737.4379,30927.6381,1553.2091,28660.7361,5896.1138,4830.7927,23738.3112,6026.1581,3142.2622,1669.0535,14065.8238,19987.1595,13448.744,21475.9369,2153.7112,20941.4917,31585.9261,67163.8537,8908.1439,15128.3513,5708.5128,7934.0066,7250.5489,17032.3364,3667.0009,32124.8761,20595.7093,16134.2256,38975.9299,38032.6756,55777.8715,22193.1625,41396.7196,24606.819
PWY-7400,16563.1024,9889.3834,2097.5136,3466.3055,4677.5057,9203.8732,3738.2867,5782.0204,21818.1788,4095.7133,6047.0568,19647.7637,11447.9885,8267.9427,7991.117,9108.1851,7587.2566,5075.6273,9492.6541,9142.0596,22207.9372,7918.5045,5000.5829,6371.6697,14781.8645,15221.9089,8383.6781,14377.9814,27953.0501,25214.2862,9829.5534,9311.1545,5623.0751,10014.6901,4834.8421,2523.5141,4014.8058,20144.1933,22870.7502,3183.14,5622.2686,4955.0523,3918.4564,11888.523,16765.8974,13157.7788,8361.3913,10177.3304,5959.6428,8101.4427,17145.9235,6151.2839,16093.8949,7497.9398,4445.81,7777.1179,2888.9508,6608.8407,12930.8665,14706.0615,2338.925,14591.8556,3277.3005,18718.3986,5602.9587,20492.9623,3250.3623,11262.0024,14410.929,2041.0757,7534.9348,10379.4431,4472.5074,5912.0342,3537.4021,7505.6272,5098.1541,6522.583,17840.6439,4120.0148,11912.2541,6668.9149,10562.1449,2829.5863,8891.3811,3946.6245,20261.5923,4398.1388,5249.998,12498.7252,37338.7871,26477.4132,16761.7877,3230.0642,5498.8551,3212.021,11780.173,8453.6645,10862.3041,27013.2063,2411.5069,25311.0079,5620.7644,6793.3701,5813.0289,5161.3265,3109.8429,573.7856,8648.5259,8385.7072,12144.7208,21021.8957,3239.0221,25658.8691,16983.3625,14836.4559,6429.3741,12105.1423,4356.1412,10223.0319,5787.4524,14382.3491,3068.7026,38181.489,19934.6714,12330.2499,36703.4801,37947.3369,50154.0758,51204.2597,44390.336,30605.7256
