feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
MF0039	Type	Mucosal	2.78069939444985	0.57513704096017	18	0	0.000264672493219561	0.0321743661850258
MF0090	Type	Mucosal	-0.703953620720079	0.112034783510503	18	18	0.000353564463571712	0.0321743661850258
MF0058	Type	Mucosal	1.3442556632718	0.274105158100646	18	0	0.000232483770024085	0.0321743661850258
MF0037	Type	Mucosal	-2.51453717161597	0.652701283663469	18	0	0.00175882783522987	0.120039999754439
MF0079	Type	Mucosal	-0.797012020694743	0.244512554819478	18	2	0.0130919839972812	0.314987731674255
MF0077	Sex	M	1.18030139744756	0.326578691076698	18	11	0.00884864105574562	0.314987731674255
MF0029	Sex	M	1.22223831863419	0.362444265878938	18	18	0.0127546598011616	0.314987731674255
MF0084	Type	Mucosal	1.13916354863018	0.372493433652798	18	0	0.0139240004820869	0.314987731674255
MF0082	Type	Mucosal	0.861027728835898	0.271053170949692	18	0	0.00672635269599395	0.314987731674255
MF0052	Type	Mucosal	1.13916354863018	0.372493433652798	18	0	0.0139240004820869	0.314987731674255
MF0096	Sex	M	0.636397604832747	0.206273373537001	18	18	0.0161532170089362	0.314987731674255
MF0058	Sex	M	-0.947923147875175	0.304313287085481	18	0	0.00760308019856472	0.314987731674255
MF0059	Type	Mucosal	1.13916354863018	0.372493433652798	18	0	0.0139240004820869	0.314987731674255
MF0098	Sex	M	1.16347296576684	0.366138323131688	18	9	0.0158660951180967	0.314987731674255
MF0078	Type	Mucosal	-0.60356182434903	0.208042303266852	18	11	0.0220997757046896	0.402215917825351
MF0074	Type	Mucosal	-0.557069088090807	0.201016557274089	18	18	0.02499026990361	0.409410317834538
MF0098	Type	Mucosal	0.610888307317783	0.220075571355721	18	9	0.0254944153962899	0.409410317834538
MF0018	Type	Mucosal	-0.379871222779331	0.143061483708069	18	18	0.0291753466268345	0.419203664690833
MF0080	Type	Mucosal	-1.88302376505508	0.772396309563957	18	1	0.0287040570764556	0.419203664690833
MF0029	Type	Mucosal	0.596992635256313	0.226355228961631	18	18	0.0319686460497578	0.426171278129806
MF0049	Type	Mucosal	-0.387216345837804	0.149783105258603	18	18	0.0327824060099851	0.426171278129806
MF0092	Type	Mucosal	-0.511507520131978	0.199902676327087	18	18	0.0345184042154682	0.428342015946491
MF0065	Type	Mucosal	-0.418050867684349	0.171076335509385	18	18	0.0412868293821732	0.450852176853331
MF0045	Sex	M	0.569338251887219	0.227844738504771	18	18	0.0381335192263552	0.450852176853331
MF0011	Type	Mucosal	-0.337870422876764	0.137213459509139	18	18	0.0396496157518138	0.450852176853331
MF0047	Sex	M	0.61391364253766	0.258291198246742	18	18	0.0461838825773549	0.484930767062226
MF0086	Type	Mucosal	-0.361927863458527	0.153865478281932	18	18	0.0479969972594392	0.485302972289885
