KO	806rcbc362.S497	806rcbc370.S503	806rcbc375.S509	806rcbc376.S510	806rcbc381.S515	806rcbc429.S430	806rcbc432.S433	806rcbc444.S445	806rcbc447.S448	806rcbc450.S451	806rcbc454.S455	806rcbc488.S393	806rcbc493.S398	806rcbc494.S399	806rcbc499.S404	806rcbc519.S424	806rcbc524.S429	806rcbc525.S430	806rcbc530.S435	806rcbc531.S436	806rcbc550.S455	806rcbc555.S460	806rcbc556.S461	806rcbc561.S466	806rcbc562.S467	806rcbc567.S472	GnotoExpt.DTT385.S531	GnotoExpt.DTT390.S536	GnotoExpt.DTT391.S537	GnotoExpt.DTT451.S599	GnotoExpt.DTT456.S604	GnotoExpt.DTT457.S605	GnotoExpt.DTT462.S610	GnotoExpt.DTT463.S611	GnotoExpt.DTT468.S616	GnotoExpt.DTT469.S617	GnotoExpt.DTT474.S622	GnotoExpt.DTT475.S623	GnotoExpt.DTT480.S628	GnotoExpt.DTT481.S629	GnotoExpt.DTT486.S634	GnotoExpt.DTT534.S145	GnotoExpt.DTT535.S146	GnotoExpt.DTT540.S151	GnotoExpt.DTT541.S152	GnotoExpt.DTT546.S157	GnotoExpt.DTT547.S158	GnotoExpt.DTT552.S163	GnotoExpt.DTT553.S164	GnotoExpt.DTT558.S170	GnotoExpt.DTT559.S171	GnotoExpt.DTT564.S176	GnotoExpt.DTT565.S177	GnotoExpt.DTT570.S182	GnotoExpt.DTT595.S330	GnotoExpt.DTT600.S335	GnotoExpt.DTT601.S336	GnotoExpt.DTT606.S341	GnotoExpt.DTT607.S342	GnotoExpt.DTT612.S347	GnotoExpt.DTT613.S348	GnotoExpt.DTT618.S353	GnotobioticExp.DTT.175.S185	GnotobioticExp.DTT.180.S190	GnotobioticExp.DTT.181.S191	GnotobioticExp.DTT.186.S196	GnotobioticExp.DTT.187.S197	GnotobioticExp.DTT.192.S202	GnotobioticExp.DTT.193.S203	GnotobioticExp.DTT.198.S208	GnotobioticExp.DTT.199.S209	GnotobioticExp.DTT.204.S214	GnotobioticExp.DTT.205.S215	GnotobioticExp.DTT.210.S220	GnotobioticExp.DTT.302.fastq	GnotobioticExp.DTT.307.fastq	GnotobioticExp.DTT.308.fastq	GnotobioticExp.DTT.313.fastq	GnotobioticExp.DTT.314.fastq	GnotobioticExp.DTT.319.fastq	GnotobioticExp.DTT.320.fastq	GnotobioticExp.DTT.325.fastq	GnotobioticExp.DTT.362.fastq	GnotobioticExp.DTT.367.fastq	GnotobioticExp.DTT.368.fastq	GnotobioticExp.DTT.373.fastq	GnotobioticExp.DTT.374.fastq	GnotobioticExp.DTT.379.fastq	GnotobioticExp.DTT.380.fastq
K00248	0.0975637794129	0.13546011849	0.0118048461938	0.151892799068	0.0414553146264	0.0336163120398	0.322625889023	0.101302699416	0.201378101461	0.0552492048491	0.211628638316	0.0434892516634	0.0471669126287	0.0261801529975	0.218343704466	0.307511484705	0.208615511787	0.0442566221327	0.230791470847	0.0267736126294	0.205608968909	0.484769642776	0.0756566889753	0.0805560409676	0.0765950438666	0.117262749798	0.0750934343734	0.138082763981	0.121553205282	3.10695700753e-06	0.00443851479617	9.07917510922e-06	0.000163565583751	0.00453747997046	1.70914007831e-05	0.00105494366824	1.17405117511e-05	0.00347330914871	0.00975573171517	0.00104990904775	2.97844072147e-05	0.0887427467529	0.022349666269	0.188722452009	0.126683021612	0.140635038612	0.0287589075217	0.0582299449454	0.0377316016277	0.0658147988712	0.0774009831594	0.235522811456	0.0683359150719	0.246621045551	0.000946910997601	0.000278901509905	0.00117511712121	0.000134450464554	0.000887656695292	0.000189380931586	0.00561979787241	0.000275944908679	0.134462114992	0.0584184894707	0.145635720436	0.0640434975166	0.240663392366	0.00511711491466	0.0544308488995	0.0488964816091	0.0330815113444	0.0159308559085	0.0148612885996	0.00241450214493	0.448502388201	0.0113164255008	0.27945616617	0.0585915064314	0.175363052445	0.0764064695365	0.0516871191826	0.0668090477457	0.270177087485	0.111728602623	0.196999833312	0.0868123380066	0.220142223299	0.0280247488009	0.0388152797996
K00634	0.588083807393	0.598430568614	0.0431404118719	0.58439517901	0.149779518325	0.114948459026	0.225211647897	0.540604602036	0.374924276611	0.191601624612	0.47774628869	0.697045723094	0.606932954981	0.646756251939	0.441752167783	0.319951406787	0.271781245857	0.675951718418	0.290576625004	0.653739251319	0.720052364528	0.387398977721	0.408854798	0.417623486634	0.789752060288	0.708436597993	0.457766560693	0.105756440002	0.647623674897	5.34255494278e-05	0.00820424887529	7.51726724828e-05	0.00111603820342	0.00121565960846	3.29023109257e-05	0.0063377205342	7.32067668857e-06	0.00733506636423	0.000493296408804	0.00259741632456	3.76711087284e-05	0.271207647334	0.0902395256501	0.11646394182	0.115090188199	0.389096169637	0.110139477932	0.740242282624	0.0736571998171	0.232658350153	0.665751488327	0.255867314471	0.675041525644	0.111646062095	0.00214731936352	0.0014900129706	0.0130886382263	0.00155561199962	0.0011629378402	0.00119487210941	0.054427096464	0.00146278645602	0.828729381289	0.88103751621	0.84663395665	0.746355176944	0.695293905163	0.270455999033	0.260445917285	0.236045539787	0.244294695488	0.0871378605087	0.244191356651	0.0300283644416	0.501943876501	0.454171708475	0.537935800472	0.6351403324	0.606396663115	0.119972913404	0.0536226411977	0.185500377709	0.515762361682	0.675428671915	0.603828213844	0.604735197908	0.518728737333	0.520391133875	0.371138600869
K00929	0.64812622416	0.772165012843	0.0571364634494	0.740624299481	0.210009631286	0.274376213306	0.390983899253	0.587573355389	0.433477178297	0.243480734523	0.51002451552	1.03885698265	1.02148931435	0.788767112015	0.952196667709	0.68455578362	0.776850297822	0.89417879625	0.502109130263	0.837932888501	1.28677136483	0.728274946599	0.512447407349	0.576021389514	0.945147737345	0.917469441785	0.606447059601	0.1542788929	0.850677761817	0.00021679158189	0.0104577598515	9.18537081525e-05	0.00234012617715	0.00233215786742	6.16856588564e-05	0.00500969525537	2.45255812087e-05	0.0119552960831	0.000270833705675	0.00408459752524	8.49114286032e-05	0.349906657104	0.181565824643	0.155228812692	0.179964221341	0.664319777364	0.185559630612	0.8535711859	0.101396651089	0.445471295551	0.715301160013	0.541836039303	0.722800086113	0.237722877714	0.00990151030451	0.00175356846667	0.0198987375559	0.000725269997941	0.00216331073006	0.000986423200559	0.0972405591293	0.00169954892955	0.925859937573	0.988969642686	0.956820814564	0.775229660191	0.737246342374	0.260323274729	0.596236411819	0.321996607279	0.4301289562	0.123606762212	0.517336724862	0.017087989297	0.59931175568	0.470464428465	0.566610657984	0.638243036273	0.642233576119	0.508478210525	0.337851417926	0.662318269736	0.861068443154	1.06250471816	1.03756429643	0.934384925695	0.880822019802	0.635989888849	0.519636160297
K01667	0.452076601108	0.381657009328	0.0310817221496	0.296768956372	0.0695670011029	0.713941613636	0.637022422758	0.413642077216	0.292789549917	0.238903561465	0.138136098656	0.62433818615	0.582202782972	0.75340912207	0.430197683986	0.379764712112	0.31751917265	0.70926576994	0.454355808527	0.647310764776	0.308175943605	0.37063746935	0.533060689599	0.47987487013	0.112054131371	0.216197736857	0.587052102513	0.0902171203753	0.643635835613	0.63927926411	0.4010547073	0.658071413421	0.454446355068	0.552902434518	0.331646957039	0.489107456025	0.330545163233	0.596729317662	0.359709635065	0.632608501398	0.318726327236	0.336465986756	0.115278009063	0.219163446693	0.128181499921	0.258938875542	0.130904772755	0.741006009772	0.753791845043	0.538451184988	0.594431931404	0.294834876448	0.620517667504	0.0480869108975	1.00304445183	1.01069822237	0.99443438366	1.01126323875	1.00910090916	1.01015587178	0.929108016872	1.01064485173	0.6841432362	0.683106511539	0.658166849415	0.775473905109	0.721877870127	0.342642179707	0.454858665485	0.430415667908	0.526261177974	0.761497321084	0.756586504749	0.236951106849	0.448535747714	0.197366336918	0.531725244701	0.611814247817	0.514296489227	0.317556925208	0.345350173161	0.186939247409	0.418643227137	0.567887863184	0.444648947403	0.489187146152	0.360006938987	0.816059068492	0.681188406504
