KO	R^2	PearsonCorr	PearsonPval	SpearmanCorr	SpearmanPval	MeanAbsDiff	StdAbsDiff
K00248	0.980409906131	0.993390233232	1.39351145006e-83	0.988102596898	1.585876857e-72	0.00956298624005	0.0116588755243
K00634	0.983970924674	0.992432816072	4.90895069069e-81	0.988917262513	7.37286578418e-74	0.0234883119794	0.0272048514113
K00929	0.991617086724	0.995898268831	1.42157769542e-92	0.994620360912	1.84036780283e-87	0.0242274750291	0.022522901637
K01667	0.989014159689	0.994807855519	3.94841883515e-88	0.993649982976	2.44946898017e-84	0.0212751252082	0.0163247119995
