KO	Global_Test_RSQR	Global_Test_Pearson	Global_Test_Spearman
K00248	0.96718969997	0.985191040919	0.985897637844
K00634	0.975059362395	0.987572033254	0.986567926456
K00929	0.991331342607	0.995806272823	0.994909771876
K01667	0.98805200597	0.994270666664	0.99189649302
