# Constructed from biom file
#OTU ID	Mouse5A.DTT29	Mouse6A.DTT35	Mouse1B.DTT15	Mouse1B.DTT18	Mouse5A.DTT27	Mouse4A.DTT19	Mouse5A.DTT30	Mouse5A.DTT28	Mouse7A.DTT38	Mouse7A.DTT41	Mouse4A.DTT22	Mouse6A.DTT31	Mouse7A.DTT42	Mouse1B.DTT16	Mouse1B.DTT14	Mouse1B.DTT13	Mouse6A.DTT34	Mouse5A.DTT26	Mouse4A.DTT21	Mouse4A.DTT24	Mouse1B.DTT17	Mouse5A.DTT25	Mouse7A.DTT39	Mouse4A.DTT20	Mouse6A.DTT32	Mouse6A.DTT33	Mouse6A.DTT36	Mouse4A.DTT23	Mouse7A.DTT37	Mouse7A.DTT40	Mouse9A.DTT98	Mouse10A.DTT109	Mouse9A.DTT100	Mouse9A.DTT101	Mouse10A.DTT110	Mouse9A.DTT99	Mouse9A.DTT97	Mouse8A.DTT90	Mouse10A.DTT111	Mouse10A.DTT113	Mouse9A.DTT102	Mouse10A.DTT112	Mouse10A.DTT114	Mouse8A.DTT85	Mouse8A.DTT86	Mouse8A.DTT88	Mouse8A.DTT89	Mouse8A.DTT87	taxonomy
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	27559.0	20911.0	34494.0	4116.0	26060.0	30966.0	29802.0	27904.0	18866.0	17579.0	9149.0	29433.0	21200.0	17358.0	28878.0	34292.0	9731.0	41790.0	12900.0	27205.0	8193.0	19385.0	25800.0	17927.0	20256.0	18642.0	24868.0	14714.0	30535.0	17474.0	28285.0	23749.0	67229.0	47453.0	35326.0	21908.0	22016.0	47351.0	34836.0	35440.0	40038.0	28545.0	19168.0	37112.0	25676.0	19302.0	47666.0	10287.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales	290.0	300.0	7558.0	1553.0	5243.0	5590.0	397.0	1931.0	10221.0	212.0	14.0	9302.0	720.0	586.0	9142.0	5116.0	60.0	4544.0	4302.0	1410.0	2361.0	13134.0	7786.0	6505.0	9907.0	5914.0	197.0	279.0	1817.0	1375.0	36785.0	3450.0	1065.0	1125.0	2576.0	19549.0	11182.0	2779.0	3664.0	499.0	1529.0	1347.0	2771.0	9333.0	7992.0	471.0	467.0	8732.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales	64.0	94.0	2207.0	536.0	3191.0	2571.0	79.0	551.0	2190.0	25.0	2.0	2816.0	227.0	94.0	4046.0	1727.0	13.0	1892.0	2406.0	194.0	407.0	2056.0	2912.0	3531.0	2090.0	2497.0	35.0	56.0	711.0	248.0	12618.0	1353.0	54.0	44.0	1873.0	3164.0	3685.0	240.0	3010.0	82.0	105.0	474.0	1108.0	3657.0	4098.0	56.0	47.0	3530.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	884.0	383.0	50.0	49.0	82.0	67.0	2656.0	377.0	566.0	1030.0	107.0	1664.0	2901.0	383.0	223.0	34.0	30.0	340.0	75.0	1346.0	48.0	35.0	1615.0	81.0	495.0	772.0	770.0	134.0	2235.0	193.0	92.0	664.0	124.0	57.0	24.0	31.0	89.0	1815.0	20.0	35.0	150.0	56.0	225.0	265.0	275.0	816.0	1554.0	144.0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales	7.0	0.0	4.0	4.0	3.0	4.0	14.0	4.0	3.0	0.0	5.0	12.0	6.0	6.0	8.0	8.0	0.0	2.0	7.0	12.0	2.0	0.0	5.0	4.0	4.0	2.0	2.0	0.0	7.0	3.0	3.0	50.0	29.0	16.0	7.0	7.0	10.0	26.0	7.0	122.0	0.0	47.0	89.0	20.0	7.0	23.0	34.0	0.0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales	6.0	9.0	10.0	26.0	12.0	7.0	12.0	3.0	9.0	6.0	7.0	213.0	40.0	8.0	115.0	351.0	11.0	10.0	9.0	47.0	76.0	10.0	9.0	17.0	14.0	30.0	4.0	10.0	43.0	8.0	81.0	870.0	27.0	5.0	13.0	12.0	105.0	47.0	0.0	13.0	120.0	20.0	229.0	168.0	13.0	18.0	15.0	4.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	8.0	13.0	9.0	16.0	26.0	13.0	24.0	56.0	13.0	9.0	10.0	13.0	28.0	3.0	9.0	22.0	13.0	27.0	11.0	9.0	3.0	8.0	43.0	13.0	47.0	22.0	18.0	27.0	27.0	16.0	87.0	608.0	38.0	37.0	4.0	50.0	103.0	161.0	2.0	32.0	80.0	43.0	306.0	86.0	45.0	30.0	65.0	11.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia vadinBB60 group	0.0	0.0	5.0	5.0	13.0	50.0	0.0	2.0	19.0	0.0	0.0	2.0	0.0	2.0	10.0	12.0	0.0	3.0	20.0	0.0	7.0	1.0	1.0	11.0	9.0	6.0	0.0	0.0	1.0	0.0	0.0	96.0	0.0	0.0	117.0	0.0	22.0	0.0	88.0	0.0	0.0	7.0	7.0	13.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales	0.0	0.0	79.0	13.0	99.0	60.0	0.0	27.0	56.0	0.0	0.0	81.0	5.0	0.0	88.0	72.0	0.0	97.0	87.0	0.0	24.0	70.0	95.0	84.0	53.0	56.0	0.0	0.0	33.0	4.0	310.0	24.0	0.0	5.0	18.0	94.0	46.0	14.0	34.0	2.0	15.0	9.0	28.0	52.0	31.0	3.0	0.0	32.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	3159.0	1252.0	457.0	5964.0	420.0	475.0	1601.0	2422.0	209.0	3112.0	6952.0	1139.0	1722.0	3965.0	658.0	1553.0	600.0	385.0	1068.0	9333.0	7737.0	184.0	454.0	709.0	643.0	735.0	3219.0	22151.0	712.0	2953.0	1499.0	4237.0	1322.0	1683.0	1249.0	923.0	1248.0	1649.0	1821.0	9892.0	458.0	8386.0	8845.0	2085.0	256.0	1744.0	248.0	132.0
k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales	48.0	146.0	575.0	247.0	310.0	112.0	95.0	116.0	170.0	246.0	32.0	786.0	268.0	79.0	547.0	271.0	64.0	156.0	125.0	190.0	88.0	124.0	500.0	115.0	468.0	825.0	152.0	82.0	39.0	135.0	887.0	134.0	717.0	796.0	72.0	438.0	353.0	36.0	151.0	70.0	686.0	222.0	120.0	665.0	278.0	94.0	102.0	415.0
