# Constructed from biom file
#OTU ID	TL1a_DTT_173_Repeat	TL1a_FP_65	TL1a_FP_209	TL1a_FP_77	TL1a_FP_245	TL1a_FP_173	TL1a_DTT_245_Repeat	TL1a_FP_143	TL1a_FP_101	TL1a_DTT_209	TL1a_DTT_65	TL1a_DTT_77	TL1A_FP_641	TL1A_FP_689	TL1A_DTT_641	TL1A_DTT_689	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0	0.0	0.0	0.0	106.0	29.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.0	0.0	1.0	0.0	8.0	17.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	3377.0	83015.0	1100.0	14241.0	39965.0	33895.0	5808.0	64099.0	35474.0	1885.0	5020.0	10109.0	2620.0	2559.0	8682.0	2730.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.0	0.0	0.0	80.0	0.0	13.0	0.0	9.0	1.0	0.0	0.0	0.0	6.0	0.0	4.0	22.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	18.0	2.0	13.0	7.0	657.0	1563.0	41.0	160.0	22.0	0.0	0.0	0.0	69.0	0.0	6.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	2723.0	4780.0	3817.0	5814.0	14035.0	6579.0	4632.0	13147.0	73433.0	14767.0	7439.0	5029.0	2205.0	2070.0	2129.0	2202.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales	463.0	394.0	8930.0	689.0	1625.0	338.0	4166.0	380.0	12.0	3800.0	1213.0	478.0	92.0	129.0	32.0	34.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales	0.0	1579.0	0.0	452.0	0.0	17.0	0.0	162.0	1.0	0.0	653.0	716.0	29.0	52.0	57.0	39.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	303.0	1418.0	1.0	588.0	176.0	279.0	25.0	932.0	8.0	0.0	1122.0	853.0	31.0	23.0	86.0	129.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales	4354.0	9443.0	0.0	39125.0	656.0	301.0	0.0	914.0	3.0	0.0	11014.0	10133.0	3752.0	5349.0	148.0	2085.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	45.0	191.0	3303.0	10.0	47.0	13.0	47.0	51.0	673.0	1555.0	58.0	86.0	3.0	41.0	3.0	20.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	10.0	0.0	0.0	21.0	4.0	0.0	4.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	4017.0	90053.0	191965.0	23418.0	118015.0	46059.0	15806.0	2863.0	1082.0	32490.0	45217.0	38937.0	14918.0	23003.0	818.0	2864.0
