# Constructed from biom file
#OTU ID	TL1a_FP_162	TL1a_FP_88	TL1a_FP_230	TL1a_FP_89	TL1a_FP_234	TL1a_FP_128	TL1a_FP_129	TL1a_FP_287	TL1a_FP_86	TL1a_FP_198	TL1a_FP_161	TL1a_FP_266	TL1a_FP_197	TL1a_FP_159	TL1a_FP_132	TL1a_FP_130	TL1a_FP_90	TL1a_FP_195	TL1a_FP_158	TL1a_FP_231	TL1a_FP_284	TL1a_FP_267	TL1a_FP_269	TL1a_FP_288	TL1a_FP_87	TL1a_FP_196	TL1a_FP_131	TL1a_FP_270	TL1a_FP_160	TL1a_FP_194	TL1a_FP_286	TL1a_FP_232	TL1a_FP_233	TL1a_FP_268	TL1a_FP_285	TL1a_FP_85	TL1a_FP_127	TL1a_FP_193	TL1a_FP_265	TL1a_FP_157	TL1a_FP_283	TL1a_FP_229	TL1A_FP_626	TL1A_FP_677	TL1A_FP_674	TL1A_FP_678	TL1A_FP_625	TL1A_FP_630	TL1A_FP_673	TL1A_FP_675	TL1A_FP_627	taxonomy
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	160787.0	50355.0	47853.0	130637.0	85304.0	37165.0	29171.0	63104.0	56718.0	52367.0	72695.0	46263.0	47458.0	16735.0	60861.0	51494.0	9116.0	46295.0	26075.0	52454.0	54908.0	42370.0	46650.0	67666.0	40268.0	39482.0	13324.0	73545.0	20946.0	54018.0	30618.0	5943.0	36250.0	41812.0	42414.0	55869.0	57204.0	54251.0	38541.0	74268.0	51010.0	34280.0	9114.0	1582.0	9054.0	4631.0	9076.0	8761.0	14088.0	9278.0	5616.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales	5424.0	27476.0	14923.0	5852.0	263.0	22765.0	9058.0	3650.0	26716.0	231737.0	2920.0	3678.0	9432.0	1627.0	3550.0	2437.0	3398.0	4518.0	1720.0	7009.0	2091.0	5932.0	1877.0	6478.0	64572.0	2794.0	940.0	3425.0	3657.0	362.0	3893.0	808.0	2215.0	3853.0	15430.0	11643.0	9701.0	220.0	1696.0	2362.0	18311.0	1741.0	3424.0	3646.0	3828.0	877.0	1100.0	4395.0	3765.0	5539.0	10124.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia vadinBB60 group	2.0	2154.0	608.0	2.0	0.0	886.0	176.0	208.0	2635.0	3.0	1.0	339.0	50.0	58.0	150.0	54.0	143.0	83.0	37.0	564.0	175.0	306.0	6.0	310.0	3197.0	75.0	27.0	0.0	51.0	40.0	175.0	37.0	0.0	133.0	292.0	1175.0	175.0	6.0	121.0	308.0	854.0	137.0	162.0	2.0	24.0	0.0	39.0	104.0	30.0	103.0	100.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales	2520.0	4634.0	4046.0	1267.0	92.0	6049.0	3630.0	2287.0	3841.0	3088.0	706.0	1935.0	1379.0	483.0	1620.0	972.0	1127.0	1346.0	622.0	4124.0	436.0	3207.0	287.0	1186.0	4359.0	857.0	110.0	657.0	704.0	134.0	1424.0	164.0	262.0	1777.0	3610.0	3484.0	2846.0	128.0	795.0	1372.0	4370.0	776.0	342.0	427.0	207.0	571.0	128.0	212.0	279.0	876.0	351.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales	308.0	14.0	6.0	806.0	58.0	18.0	25.0	809.0	57.0	530.0	285.0	299.0	428.0	26.0	229.0	585.0	355.0	12.0	46.0	10.0	435.0	112.0	531.0	1085.0	3.0	40.0	119.0	474.0	10334.0	10.0	2497.0	382.0	244.0	431.0	521.0	36.0	74.0	39.0	108.0	61.0	233.0	6.0	87.0	309.0	10.0	113.0	95.0	90.0	23.0	12.0	21.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	940.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	197.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales	47.0	30.0	10.0	43.0	0.0	0.0	2.0	0.0	25.0	28.0	15.0	0.0	22.0	0.0	0.0	17.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	25.0	8.0	0.0	0.0	0.0	2.0	15.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	3.0	13.0	2.0	4.0	9.0	2.0	4.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales	0.0	38.0	0.0	52.0	6.0	0.0	0.0	0.0	58.0	205.0	0.0	120.0	28.0	24.0	57.0	24.0	9684.0	0.0	29.0	0.0	9.0	40.0	1208.0	53.0	5.0	0.0	7.0	406.0	4859.0	0.0	10.0	0.0	18.0	343.0	7.0	19.0	0.0	0.0	168.0	139.0	16.0	0.0	0.0	2069.0	0.0	24.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales	17.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	9.0	0.0	6.0	0.0	0.0	11.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales	0.0	103.0	4.0	0.0	0.0	56.0	95.0	37.0	97.0	6.0	0.0	124.0	21.0	8.0	91.0	5.0	11.0	115.0	23.0	8.0	9.0	190.0	0.0	0.0	38.0	70.0	4.0	0.0	10.0	8.0	23.0	0.0	0.0	100.0	65.0	46.0	59.0	6.0	8.0	22.0	89.0	1.0	30.0	0.0	12.0	0.0	4.0	12.0	8.0	13.0	56.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales	1752.0	40.0	88.0	1972.0	0.0	31.0	26.0	55.0	37.0	67.0	147.0	71.0	25.0	38.0	90.0	103.0	149.0	5.0	17.0	98.0	20.0	141.0	0.0	11.0	6.0	7.0	6.0	39.0	68.0	2.0	51.0	2.0	19.0	100.0	95.0	42.0	50.0	2.0	66.0	82.0	133.0	8.0	39.0	74.0	19.0	33.0	23.0	23.0	32.0	43.0	35.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	2.0	47.0	17.0	2.0	16.0	80.0	43.0	11.0	36.0	2.0	4.0	189.0	31.0	8.0	13.0	68.0	6.0	6.0	0.0	29.0	707.0	111.0	36.0	263.0	2.0	16.0	129.0	59.0	6.0	14.0	41537.0	257.0	24.0	96.0	1408.0	46.0	168.0	26.0	207.0	47.0	283.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales	1062.0	18.0	0.0	955.0	28.0	3.0	8.0	1032.0	5.0	1.0	1586.0	90.0	17.0	0.0	0.0	2244.0	572.0	0.0	4.0	0.0	0.0	47.0	27.0	309.0	0.0	0.0	9.0	37.0	20.0	0.0	349.0	9.0	7.0	39.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	45.0	576.0	10.0	467.0	46.0	141.0	4.0	5.0	18.0
