	Lyz2.02B.FP222.S70	Itg.22.FP518.S21	Vil1.06B.DTT70	Vil1.07B.FP82	Vil1.10B.FP115	Itg.24.DTT530.S25	Vil1.04B.FP46	Vil1.14B.FP163	Lyz2.04B.DTT246.S87	Vil1.02B.FP22	Lyz2.01B.FP210.S58	Lyz2.06B.DTT270.S112	Itg.16.DTT482.S77	Vil1.05B.FP58	Vil1.04B.DTT46	Lyz2.07B.FP282.S80	Lyz2.03B.FP234.S82	Vil1.09B.DTT106	Itg.24.FP530.S33	Itg.06.DTT434.S27	Itg.04.FP422.S22	Itg.22.DTT518.S13	Itg.20.FP506.S9	Vil1.03B.DTT34	Itg.06.FP434.S35	Lyz2.01B.DTT210.S50	Vil1.05B.DTT58	Itg.02.FP410.S10	Itg.12.DTT470.S64	Itg.02.DTT410.S2	Vil1.03B.FP34	Itg.08.DTT446.S39	Itg.26.FP542.S46	Vil1.01B.DTT10	Itg.26.DTT542.S38	Itg.16.FP482.S85	Vil1.010B.DTT118	Lyz2.05B.DTT258.S99	Lyz2.08B.FP294.S92	Itg.04.DTT422.S14	Lyz2.04B.FP246.S43	Lyz2.06B.FP270.S68	Lyz2.07B.DTT282.S124	Vil1.13B.FP151	Vil1.01B.FP10	Itg.08.FP446.S47	Lyz2.02B.DTT222.S62	Vil1.02B.DTT22	Itg.10.DTT458.S52	Itg.12.FP470.S72	Itg.10.FP458.S60	Vil1.08B.DTT94	Lyz2.05B.FP258.S55	Itg.20.DTT506.S1	Lyz2.03B.DTT234.S74	Vil1.07B.DTT82	Vil1.08B.FP91	Vil1.013B.DTT154	Vil1.06B.FP70	Itg.18.DTT494.S89	Itg.18.FP494.S97	Lyz2.08B.DTT294.S136	Vil1.09B.FP103	LYZdtt342	SLCFP070	SLCdtt022	LYZdtt366	SLCdtt070	LYZdtt354	SLCFP022	LYZdtt330	LYZFP354	SLCFP112	LYZFP306	LYZdtt306	SLCFP004	SLCdtt004	SLCdtt112	SLCFP094	SLCdtt076	SLCFP052	SLCFP076	LYZFP330	LYZdtt318	SLCdtt052	LYZFP342	SLCdtt130	LYZFP318	SLCFP148	SLCFP166	SLCdtt148	SLCdtt166
Lyz2.02B.FP222.S70	0.0	0.5806069512539521	2.146953342870707	2.450206046845382	0.5175063032893062	2.719166897506701	1.5673938144054642	3.4094608343916972	2.272539858019484	1.7922304468308283	1.0778649940576457	1.8045952148950823	0.7777490384297048	1.9132538019591352	0.49167540931344766	1.0758290446984318	0.7095375087516075	1.5677731075547985	1.695047186279038	1.0619099046033693	1.4684010320716552	2.6824161474084818	2.922083515652556	2.60298637252761	1.2774109110204062	2.1587954559417413	1.9369991115328704	0.22205285488650628	1.0680828059095098	0.5080963630542714	1.311008110937834	1.1232193243055377	0.32461936590534074	0.9742056324260646	1.6717505673788033	1.6411332368566316	1.7513717116285041	0.9618692924074884	1.7711833472298089	2.220925705422946	1.770272340023695	0.31807833455599377	2.3720010897656323	2.149424015916039	1.3916959673974123	0.7750132050088074	0.74936707465554	1.2432500733334246	1.4422931576869031	0.7581576619971703	1.3903685953820688	1.9538262976002538	1.0430472281656482	2.3541980962882914	1.8023827078530958	1.9788366605696808	3.363633350203656	2.641295474913984	2.9835662365470013	2.4304501797349496	1.2483867064219913	1.9030093466770386	1.379202764056743	2.224311093340544	0.5282512429756057	2.2403828515223436	1.103613177569139	1.39320900020547	2.217690163998945	0.6397263130732009	1.6766910847432326	1.1430995405132403	1.262263667298687	2.0402650146622037	1.7241630686764953	1.0332350480285224	1.4814515009797267	1.8326441645493476	1.687498486653652	2.671955062892155	0.6922151090002425	1.0542302833291364	0.8787653572675249	2.6519019146014355	0.584212943818981	1.2685954467224754	1.1675435413755908	3.187852405668701	4.080647633750584	1.2730088267622646	4.087421058537648	0.7782578323198318
Itg.22.FP518.S21	0.5806069512539521	0.0	2.06419691554169	3.0058403814576105	0.9668808972976566	2.6528557597100635	2.094038179015994	3.828912060265989	2.2361173315346776	2.2851469096840415	0.6953210159485002	1.7379120852008039	1.028926706484263	1.9341394885340177	0.8451243810340083	1.6322509055922736	1.1901826160580373	1.384919905637114	1.3647678535579624	1.3462069426695091	1.021460766874266	2.663404863611415	3.2029170274188417	2.9164685310804823	1.844864080558931	2.160055673056453	1.8416640199256553	0.5090601941521447	1.1270085905769922	0.6745442680972186	1.55633646733132	0.7197695144303454	0.8817167840080339	1.0372910410756757	1.5598022391616044	2.164986040640707	1.576528998993509	1.4386108229032217	2.34697765758405	2.2947013651692636	1.58532882280727	0.474558572431777	2.714639749954705	1.8000605661175502	1.9464898638641688	0.27308079320061024	0.813988513364283	0.806407897726909	0.9462301929453549	0.7912821989770016	0.8530822786394445	1.811311468019468	1.5847857463008972	2.360554658076337	1.8551337558459626	1.8762950582470985	3.720839151791617	2.371838406969811	3.338322484493671	2.532116045017488	1.1418404775758346	2.1720818305162912	1.7787158695653704	2.2133712204067377	1.1033457664910866	2.4738835997855593	1.4833119872004965	1.3477135392854624	1.9210082399673925	0.7748288677776063	1.8270043030915122	1.141146302143271	1.8205426451377191	2.6093706240246735	1.6009177150673193	0.8026164769946139	1.1980408809983054	1.6281704510237205	1.9106848586135563	2.708424063630652	1.2670383110091712	1.0661521951907156	1.4496179329787577	2.8257733809110985	0.9485951066169177	1.2784642478095767	1.1911257194978144	3.50042396940177	4.41899230745801	1.7281837723651445	4.543496726940529	1.2463529782920335
Vil1.06B.DTT70	2.146953342870707	2.06419691554169	0.0	4.033756212901951	2.0357915967900295	1.3268137877358714	3.419549130265774	3.3647897074895736	1.048772579344484	2.6740575814700276	1.46674446446798	1.1629889255114167	1.652982520323645	1.049574323779651	1.9021776154462728	2.7742883208053954	2.085463578452479	0.9193368362809106	1.158504334806932	1.7087772027462835	1.5290490628229283	1.4685610462750585	2.414629137446729	2.2608767726187717	3.0010329472685635	1.1745148033296058	0.23653834875211882	2.163413577754256	1.4477078445042995	1.9061998295312323	1.6166355749398629	1.4826636249626892	2.219865052932978	1.3668374211623893	1.1505501156655007	3.4776676184415676	0.910118176246806	2.243057102352513	3.2746500884505005	1.385577993209164	0.8425345001038819	2.0198734769633355	2.308142657482071	1.0663317005161712	3.1612074092114923	2.021263260465028	1.5732059368598654	1.4929788931855685	1.6344301772730905	2.6928847717357987	1.829471849521592	0.32042810595557253	2.2955392587394057	1.3132817728252488	1.2098015499601753	0.19301998342471013	2.9739924074312007	0.889740792366031	2.640409574844875	1.4936683832332585	1.2054653243830118	1.6643032847426114	2.038737611535028	1.2642276714039729	2.251100980073364	1.8208589912422959	1.97863941027516	0.9220244553695119	0.8835309393434858	1.5110397827052102	1.4950846867926333	1.33246429866836	2.4659072295218913	3.344468652740059	1.0187513385367848	1.524776519954165	0.9884962013755187	0.5668799731550839	1.297129197418473	1.4747041253381987	2.317875195760151	1.1431470862651796	2.5711044689660696	1.9065779241484873	1.8332893090063016	1.0072758409352383	1.014167880369771	2.6743588807554537	3.505990461552451	3.2245744569504526	4.058780067350018	2.8451440163640025
Vil1.07B.FP82	2.450206046845382	3.0058403814576105	4.033756212901951	0.0	2.357608433771977	4.5095937209629335	0.9588529316142418	3.2584071728563515	4.084356633578846	1.9910804765836816	3.4864226829085005	3.7757466249732428	2.7093240815633926	3.6985194681107307	2.532016746710846	1.4151288635757306	2.221615868416339	3.7572030326035644	4.02476593030752	2.7002329060315526	3.842324673777517	4.370611577777489	3.6234797113413726	3.2848042557947306	1.2267362157045083	3.917099074196879	3.8848383196923533	2.5255769394062173	3.0981280329247363	2.735735262523229	2.8654642951270626	3.5387410891016295	2.21692863946051	3.049276956466673	3.7450704608958523	0.8958720967072898	3.898730381264234	2.1350831203094502	0.7758557423186648	3.796792639645844	3.926622468757275	2.6329068663012114	3.018494552503717	4.413001309372647	1.0637037790592152	3.161071853376929	2.9379770880456464	3.659401440979505	3.880372745229493	2.57156932557282	3.8181705171206644	3.9749382157136264	1.8609714913691526	4.053336828773189	3.555214270428345	3.9360035533497406	3.587156332504752	4.766319170065196	3.341978555501504	3.8777346958719554	3.4231993185538356	3.0636676586681153	2.4267153034276925	3.9905560413750516	2.007630190856152	3.359161706881783	2.4541057603995027	3.445705554288351	4.454510533570925	2.804082715319505	3.258907147347706	3.2246559597418396	1.6492919232377876	1.1098080632417593	3.8047507791527937	3.2632164488523565	3.7691758464751572	3.967503910518158	3.0925706686021583	4.229729907471698	1.8799014025671263	3.150485022873389	1.695026749231893	3.8210445257590577	2.5124902763519272	3.2845383539454844	3.1952129482060814	3.676119804151581	4.225638297440844	1.4448676419208668	3.522424299180784	1.874784629662266
Vil1.10B.FP115	0.5175063032893062	0.9668808972976566	2.0357915967900295	2.357608433771977	0.0	2.4293164775485057	1.573106886218289	2.9078083257185434	1.984445212415592	1.319575405468946	1.2475596358440906	1.5447207934171447	0.4256371192952384	1.601049809670195	0.18287060670353422	1.084453690330802	0.22638608322033582	1.4701184186199447	1.702777881560066	0.6031881431712269	1.7221883877691937	2.3502272755034	2.4303422030609854	2.1096385036176857	1.1448837389553561	1.8369581317594275	1.8602861426594774	0.7278590189261214	0.7956589001123785	0.4109939998191682	0.8606838922015146	1.2954509122728755	0.30380898082314717	0.7539479168887424	1.4611086978279766	1.6581450241085587	1.6159106351055823	0.4778674068779456	1.6192072739412084	1.8413565007749915	1.652729151958366	0.7664820192596677	1.8656687560407614	2.2620183324913943	1.343198791254989	1.1858289716388608	0.5952512120009302	1.442364687105476	1.6546914030008275	1.2564303187462778	1.6828129840107204	1.9077922142807988	0.6652143704735126	2.0159145364619944	1.4596751544753825	1.891371508716517	2.865425358617965	2.6550238695519366	2.489146375643118	2.032614962073553	1.1030442738209387	1.4399611089624975	0.8682031759974629	1.900746807531837	0.4424091537387668	1.7713257613296591	0.5891980517930919	1.2194448427525084	2.19959273541122	0.665955894414063	1.2606625045605253	0.9171320784224628	0.9280516123254091	1.7298055888021653	1.5316461238874135	1.315227271772597	1.5477980471962385	1.8339813527262583	1.2915090415143564	2.3101570947595467	0.517920904930335	0.9254519903629698	0.6666110292062486	2.2017907092512154	0.2039514408782816	1.07779385499398	1.0304675080613588	2.6936013026249905	3.5826264814945894	1.4601520373159709	3.602183353391904	0.8591706996333506
Itg.24.DTT530.S25	2.719166897506701	2.6528557597100635	1.3268137877358714	4.5095937209629335	2.4293164775485057	0.0	3.9274719063683508	2.9790689364783467	0.4597078200693336	2.7071961788570555	2.107945246133732	0.9395623534582869	2.011926372965268	0.8422365387060639	2.3120076394511444	3.383741133237971	2.442849348421322	1.3265415381745895	1.549888217508134	1.8932638883664412	2.3485624634153193	0.2725334702614336	1.8281198539763885	1.8527597694236992	3.4311662429994887	0.60479584681414	1.4566674636091241	2.8241489044376378	1.6706855393938205	2.2802619387531475	1.682345994518198	2.108889557746286	2.705735882769319	1.746105346840301	1.1025928542633259	4.007071411502615	1.1273274821361055	2.479714984168244	3.742987392617826	0.7571535709411419	1.1551174445759844	2.7271807113625335	1.9672518415098244	1.95915639774427	3.6613845079663747	2.7167655971003235	1.9749552621559638	2.1624726857380003	2.230262393002107	3.3829818644213456	2.4941568979054156	1.48743164607009	2.6779003015597396	0.4803135563545552	0.9846280704056264	1.382887931251396	2.508132968935565	1.707024944330395	2.255404701098732	0.7862342349645502	1.5157440742477415	1.5253557289922528	2.11824891938918	0.5531321956432967	2.792319679456496	1.3880014797132016	2.125145070961786	1.380900853180884	1.3708154178196101	2.1977558777239827	1.2889354914996778	1.5827189360849487	2.8646908762547545	3.5796188706020304	1.0543372831982478	2.468411650326807	1.7717914501878835	1.5815870346219552	1.4445151605953124	0.48261612767556905	2.8285247842213077	1.729350862412411	2.985694282495281	1.1726390603462198	2.249477617755424	1.5004816579446183	1.6708837382220338	2.134255139358073	2.9128447058139244	3.860724643663905	3.725247694745039	3.2719177995617006
Vil1.04B.FP46	1.5673938144054642	2.094038179015994	3.419549130265774	0.9588529316142418	1.573106886218289	3.9274719063683508	0.0	3.3383320183715943	3.4841073278925334	1.7180198722184874	2.637701007149984	3.0962238705866985	1.9746214272155262	3.0913490683498908	1.735830447454033	0.6683382876191148	1.4990037203369668	3.011974494720983	3.222754174908802	2.0436751112854026	2.991625262011907	3.8168418121192493	3.39477079499883	3.0425869422892555	0.5228015602129898	3.3245017935393957	3.2409990408373472	1.634050226379068	2.3632153793466752	1.9009313364506668	2.2591507024877444	2.685860150146117	1.3712726630290446	2.3083694853673093	3.028759723777347	0.10372635260415168	3.1707841493114683	1.4828606692625577	0.6405544351504145	3.260237133166998	3.1984033091631443	1.7612868748778272	2.7551424632348294	3.6405358579444345	0.284224742888416	2.255964683518303	2.1496552859344216	2.8027915849987393	3.0049468852482324	1.6382001101543517	2.9247577015540296	3.3052311604503375	1.2810999715589007	3.4848172499780645	2.945573344088497	3.291129353881409	3.5488944987129942	4.067987606174997	3.2360038745668795	3.3945967280715053	2.6657402986747782	2.6277658646291737	1.9204370077093085	3.3938191488386735	1.2129541732389817	2.955823222347116	1.837145447463919	2.7420715130912083	3.705629225778152	2.02776929670788	2.6787832152034237	2.485381751073808	1.1859218537228136	1.160425149532316	3.093930756763313	2.4518653783092033	2.985149821352158	3.251714435371501	2.5857786547215453	3.7232434240008923	1.1287130886420906	2.419255581172313	0.9470184961330422	3.4292978865062467	1.74999710803904	2.586347937943076	2.491286079233672	3.5382285761108836	4.251488247494466	0.5674826565219654	3.796200128333893	0.9482780726314898
Vil1.14B.FP163	3.4094608343916972	3.828912060265989	3.3647897074895736	3.2584071728563515	2.9078083257185434	2.9790689364783467	3.3383320183715943	0.0	2.830904273029738	1.735582719797682	3.782361384971553	2.932153684844703	2.818016615519311	2.664584550504524	2.9911710957161963	3.1421883437575344	2.7046516823591653	3.3522695092344317	3.7614169398507227	2.5057129596565573	4.23161598400593	2.737155402368723	1.1630843124863435	1.1644243088364068	2.9057689161302322	2.669093371017078	3.404793037547596	3.5988228066706953	2.8911752286014387	3.173829499557491	2.3531841802173346	3.824035555337463	3.12862562286636	2.9619232803682434	3.085633727671237	3.389035171190634	3.3130789073745954	2.487108407148901	2.812227626255483	2.367526376270285	3.3649313770368736	3.6064049408733303	1.203310338013278	4.278120399477777	3.1144999347278937	4.020289327199111	3.0925583055680352	3.961948054760824	4.166597556832405	4.111978646191904	4.3192391918944075	3.5415430460877233	2.4645830924462766	2.6218292473780562	2.5685205963417537	3.397602661891386	0.5925753319673935	4.21476234670173	0.756416892234712	2.2193689183068805	3.1639306040799906	1.8481826279302287	2.052895045435166	2.694746731612711	3.015807600845158	1.7168094984024764	2.3539767812809185	3.0510328633932082	3.916124982144916	3.222826826102362	2.3164084066023594	2.9740438971205188	2.3819176506580266	2.253674226223847	3.1329118498772184	3.8836143071652787	3.7301139648888437	3.673696702113691	2.2121505740996263	2.4996885115694534	2.888951428059496	3.0861945215041042	2.821324978838302	1.8142957204166084	2.886831447831454	2.976898085222455	3.0557659842563702	0.9179661502995519	1.0131004451726726	3.6936875728759926	0.802180558423431	3.352500677255752
Lyz2.04B.DTT246.S87	2.272539858019484	2.2361173315346776	1.048772579344484	4.084356633578846	1.984445212415592	0.4597078200693336	3.4841073278925334	2.830904273029738	0.0	2.343459631459372	1.719303047079185	0.5477741765547541	1.5637388330952338	0.39296347278720245	1.8666127450476298	2.930497573853103	2.00041015870101	0.9452326318558012	1.2498703187458935	1.4593174603079486	2.0042614718775447	0.48448831825078087	1.7340919083544082	1.6690606996869837	2.993959190901055	0.22166427707489844	1.129161159880514	2.37815516523798	1.2344862146745275	1.8470672546122493	1.2602227385328768	1.7278578132773892	2.2573492388181795	1.2985136478602985	0.7189180753727292	3.562422250129688	0.7707699841459456	2.053851211998697	3.3132873476332065	0.49200319975602547	0.8065737011700171	2.281609861922361	1.7288977387512725	1.7253762343333097	3.218378673051997	2.3071111002516886	1.5345780514782161	1.7971083824826044	1.9004117980476325	2.946469357519177	2.151843604681527	1.1765912207409583	2.24216305798714	0.28891739319372506	0.5602940095645533	1.0653928420919159	2.4125431256899805	1.5928711268939024	2.108396854565145	0.6388538671292767	1.0950606653144106	1.1846543978904691	1.719172710489489	0.2534635425407944	2.338420972494745	1.1468543982647486	1.7053843153889052	0.938221882452957	1.1908014744442241	1.7447688096942517	0.8997041207980876	1.147272381566654	2.43548872025486	3.187992672621069	0.6672351453256565	2.055724228152329	1.4112357678067042	1.2612976140551533	1.0355407708864521	0.5579325491551932	2.3772861619029264	1.2793660928382495	2.5445109236133323	1.0941005760403133	1.80031643653363	1.0479528435853467	1.2204240864453189	2.0568582904549246	2.912534167734612	3.406106695331477	3.5928881045586967	2.833986051670143
Vil1.02B.FP22	1.7922304468308283	2.2851469096840415	2.6740575814700276	1.9910804765836816	1.319575405468946	2.7071961788570555	1.7180198722184874	1.735582719797682	2.343459631459372	0.0	2.4605579312867274	2.118946142056905	1.4157008683170318	1.991924344123313	1.4558327636994586	1.5069168321181758	1.1017085123048516	2.349185633706241	2.704734563723739	1.1798860943424678	2.9442552582633827	2.5180916262693294	1.7216075568685394	1.3915040117825783	1.2317511963408583	2.1445672875577197	2.591212312499813	1.9899468705490426	1.6598328212495361	1.663031230184188	1.2033462317633834	2.5078995826485952	1.479600548732738	1.7021356927995248	2.167902977783101	1.7897223764598285	2.406818113803333	0.8483772736398877	1.345632774782013	1.9528396795854273	2.460183589901937	2.0389432516499832	1.0832977291109676	3.286784340250209	1.478259583716657	2.502930753419645	1.7155269292850355	2.658687344830972	2.874661367344428	2.4354138759245973	2.954095558934046	2.698236305812208	0.8288050928634807	2.231337040345978	1.8261360931350314	2.6086811953997158	1.8873666385344658	3.4860466938104087	1.5781395201479984	2.003441604868619	2.024782290146253	1.2234159014243624	0.6898941588054842	2.1968365552408375	1.3682664905640833	1.4367376369292566	0.9034232290336941	2.0213665806622205	3.075693834580073	1.8203070585125505	1.4773342969435497	1.7913193138257473	0.7790966818165914	0.9186849660871395	2.2452630163327565	2.5187948376216776	2.60435735053033	2.7318190326731133	1.4262157420428572	2.365467481046753	1.2319549247704886	1.8808331045841722	1.1077833650859192	1.8825407981547697	1.3778508097652291	1.8901933544729692	1.9127165202414254	1.8594754142482481	2.59563660762026	2.017710087392604	2.3633641802485488	1.6190657884078516
