NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K02342	86	11.884325981140137	0.022996094	Yes	
row_1	K03471	368	6.361205101013184	-0.043580618	Yes	
row_2	K03111	545	5.774226188659668	-0.06192582	Yes	
row_3	K01972	643	5.4525556564331055	-0.04398255	Yes	
row_4	K02341	646	5.442543029785156	0.017598754	Yes	
row_5	K02314	660	5.406182289123535	0.074127235	Yes	
row_6	K03470	663	5.400834560394287	0.13570854	Yes	
row_7	K02316	689	5.392941474914551	0.18672484	Yes	
row_8	K02337	690	5.392941474914551	0.24922484	Yes	
row_9	K02338	691	5.392941474914551	0.31172484	Yes	
row_10	K02340	692	5.392941474914551	0.37422484	Yes	
row_11	K02343	693	5.392941474914551	0.43672484	Yes	
row_12	K02335	860	5.301039218902588	0.42297313	Yes	
row_13	K03469	929	5.060757637023926	0.45423746	Yes	
row_14	K03763	1648	2.264010429382324	0.1869258	No	
row_15	K02339	2009	0.9767593145370483	0.08406062	No	
