NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K08092	782	5.392941474914551	-0.25822264	Yes	
row_1	K00012	974	4.878416538238525	-0.24571691	Yes	
row_2	K03475	1049	4.542040824890137	-0.17961521	Yes	
row_3	K02822	1055	4.53516960144043	-0.08190563	Yes	
row_4	K01630	1382	3.3895885944366455	-0.13124141	Yes	
row_5	K00128	1480	2.986222982406616	-0.075675674	Yes	
row_6	K00880	1615	2.417081356048584	-0.037059095	Yes	
row_7	K03079	1761	1.8462722301483154	-0.0034814482	Yes	
row_8	K03476	1764	1.8333661556243896	0.095602386	Yes	
row_9	K03077	1971	1.0680127143859863	0.10123683	Yes	
