NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00950	4	14.795100212097168	0.053716477	No	
row_1	K01633	13	14.136924743652344	0.10559387	No	
row_2	K01077	262	7.39237642288208	0.04712644	No	
row_3	K00287	613	5.566285133361816	-0.05823755	No	
row_4	K01737	1103	4.341236591339111	-0.22750959	No	
row_5	K11754	1142	4.238304138183594	-0.18942529	No	
row_6	K09457	1241	3.9153101444244385	-0.1789272	No	
row_7	K06920	1320	3.5700578689575195	-0.15923372	No	
row_8	K00796	1423	3.235548257827759	-0.15057471	No	
row_9	K10026	1723	1.9889636039733887	-0.23249042	Yes	
row_10	K01495	1745	1.9010546207427979	-0.18659005	Yes	
row_11	K01665	1754	1.8834221363067627	-0.13471265	Yes	
row_12	K09007	1788	1.6959340572357178	-0.094329506	Yes	
row_13	K01664	1876	1.3728059530258179	-0.078773946	Yes	
row_14	K03635	1889	1.314736008644104	-0.028735634	Yes	
row_15	K03639	1992	1.0214282274246216	-0.02007663	Yes	
row_16	K02619	1998	1.0093134641647339	0.033180077	Yes	
row_17	K03636	2004	0.9850460886955261	0.08643678	Yes	
