NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00265	31	13.137378692626953	0.044577207	No	
row_1	K00459	1002	4.734604358673096	-0.3423713	Yes	
row_2	K01501	1032	4.616194248199463	-0.296875	Yes	
row_3	K00262	1239	3.938577175140381	-0.33272058	Yes	
row_4	K01915	1315	3.5848042964935303	-0.30836397	Yes	
row_5	K00370	1353	3.4604673385620117	-0.26654413	Yes	
row_6	K00371	1354	3.4604673385620117	-0.2077206	Yes	
row_7	K00373	1355	3.4604673385620117	-0.14889707	Yes	
row_8	K00374	1627	2.366666316986084	-0.21461397	Yes	
row_9	K01673	1686	2.07489013671875	-0.18244486	Yes	
row_10	K00366	1850	1.4476991891860962	-0.1985294	Yes	
row_11	K03385	2065	0.9124028086662292	-0.23805147	Yes	
row_12	K00926	2088	0.8298150300979614	-0.18933824	Yes	
row_13	K00266	2094	0.8273716568946838	-0.1328125	Yes	
row_14	K05601	2095	0.8207175135612488	-0.073988974	Yes	
row_15	K02586	2173	0.6392874121665955	-0.05055147	Yes	
row_16	K02591	2174	0.6392874121665955	0.008272059	Yes	
