NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K00946	82	12.075793266296387	0.053328894	No	
row_1	K03148	602	5.622689247131348	-0.09361719	No	
row_2	K01662	1188	4.096080780029297	-0.27081075	Yes	
row_3	K00949	1240	3.9339911937713623	-0.20327471	Yes	
row_4	K03151	1262	3.8153157234191895	-0.12198982	Yes	
row_5	K00941	1340	3.504318952560425	-0.066369444	Yes	
row_6	K04487	1442	3.1532676219940186	-0.021748161	Yes	
row_7	K00788	1630	2.347172975540161	-0.01654026	Yes	
row_8	K03149	1667	2.1671810150146484	0.05787021	Yes	
row_9	K03147	1967	1.0696096420288086	0.011749058	Yes	
row_10	K03707	1969	1.0685147047042847	0.10219986	Yes	
