NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K03587	36	12.958755493164062	0.021848712	Yes	
row_1	K07259	56	12.618118286132812	0.05154237	Yes	
row_2	K03814	100	11.274256706237793	0.070160806	Yes	
row_3	K08724	277	7.139523029327393	0.027404077	Yes	
row_4	K05363	379	6.311068058013916	0.019257404	Yes	
row_5	K01928	414	6.119436264038086	0.04202905	Yes	
row_6	K12555	454	6.093897819519043	0.06249336	Yes	
row_7	K12553	474	6.082796573638916	0.09218702	Yes	
row_8	K00887	501	5.969900131225586	0.11865041	Yes	
row_9	K11695	513	5.889628887176514	0.1520358	Yes	
row_10	K11694	529	5.837118625640869	0.18357533	Yes	
row_11	K00075	594	5.659051418304443	0.19250295	Yes	
row_12	K01929	682	5.392941474914551	0.19081682	Yes	
row_13	K02563	701	5.392941474914551	0.22097196	Yes	
row_14	K05366	772	5.392941474914551	0.22713077	Yes	
row_15	K01925	796	5.381875514984131	0.25497857	Yes	
row_16	K01924	830	5.343088150024414	0.27821168	Yes	
row_17	K01000	833	5.342555522918701	0.31575027	Yes	
row_18	K01921	926	5.065489768981934	0.31175682	Yes	
row_19	K06153	998	4.749271392822266	0.31745416	Yes	
row_20	K03693	1041	4.585794925689697	0.33653405	Yes	
row_21	K12554	1094	4.381910800933838	0.3509993	Yes	
row_22	K00790	1147	4.202528476715088	0.36546454	Yes	
row_23	K05367	1728	1.974409580230713	0.13627495	No	
row_24	K07258	2068	0.8885282874107361	0.01829902	No	
row_25	K07260	2105	0.7886747121810913	0.040147733	No	
