NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K02342	86	11.884325981140137	0.016015327	Yes	
row_1	K03111	545	5.774226188659668	-0.13900383	Yes	
row_2	K01972	643	5.4525556564331055	-0.12804598	Yes	
row_3	K02341	646	5.442543029785156	-0.07340996	Yes	
row_4	K02337	690	5.392941474914551	-0.037624523	Yes	
row_5	K02338	691	5.392941474914551	0.017931035	Yes	
row_6	K02340	692	5.392941474914551	0.07348659	Yes	
row_7	K02343	693	5.392941474914551	0.12904215	Yes	
row_8	K03602	756	5.392941474914551	0.15609196	Yes	
row_9	K07462	800	5.3725175857543945	0.1918774	Yes	
row_10	K03555	814	5.356812477111816	0.24145594	Yes	
row_11	K03572	815	5.356812477111816	0.2970115	Yes	
row_12	K03601	835	5.342555522918701	0.34383142	Yes	
row_13	K07456	1071	4.478936672210693	0.291341	No	
row_14	K03657	1456	3.1194417476654053	0.17034483	No	
row_15	K03763	1648	2.264010429382324	0.13808429	No	
row_16	K06223	1822	1.5570734739303589	0.114099614	No	
row_17	K02339	2009	0.9767593145370483	0.08413793	No	
