	Itg.10.DTT455.S49	Vil1.01B.FP07	Lyz2.04B.FP243.S92	Vil1.04B.DTT43	Vil1.07B.DTT79	Vil1.06B.FP67	Lyz2.01B.DTT207.S47	Itg.22.FP515.S18	Lyz2.05B.FP255.S52	Lyz2.04B.DTT243.S84	Vil1.04B.FP43	Vil1.09B.FP106	Itg.02.DTT407.S99	Lyz2.08B.DTT291.S133	Itg.24.DTT527.S22	Itg.26.DTT539.S35	Lyz2.08B.FP291.S89	Vil1.06B.DTT67	Vil1.02B.FP19	Itg.26.FP539.S43	Itg.18.FP491.S94	Itg.12.DTT467.S61	Vil1.07B.FP79	Lyz2.02B.DTT219.S59	Itg.24.FP527.S30	Lyz2.07B.FP279.S77	Lyz2.03B.FP231.S79	Itg.18.DTT491.S86	Itg.06.DTT431.S24	Lyz2.05B.DTT255.S96	Itg.08.FP443.S44	Lyz2.07B.DTT279.S121	Vil1.08B.FP94	Vil1.05B.DTT55	Itg.16.FP479.S81	Vil1.05B.FP55	Lyz2.06B.DTT267.S108	Itg.16.DTT479.S73	Itg.12.FP467.S69	Vil1.14B.FP166	Itg.20.DTT503.S98	Itg.22.DTT515.S10	Itg.06.FP431.S32	Lyz2.06B.FP267.S64	Vil1.013B.DTT151	Itg.02.FP407.S7	Itg.04.FP419.S19	Vil1.02B.DTT19	Lyz2.01B.FP207.S55	Itg.08.DTT443.S36	Vil1.13B.FP154	Vil1.03B.FP31	Vil1.010B.DTT115	Vil1.08B.DTT91	Vil1.014B.DTT163	Vil1.09B.DTT103	Itg.10.FP455.S57	Lyz2.03B.DTT231.S71	Itg.20.FP503.S6	Lyz2.02B.FP219.S67	Itg.04.DTT419.S11	Vil1.10B.FP118	LYZdtt351	SLCFP067	SLCdtt019	SLCFP091	LYZFP327	SLCFP073	SLCFP019a	SLCFP049	LYZFP339	LYZFP315	SLCFP127	LYZdtt363	LYZdtt315	LYZFP351	LYZFP303	SLCdtt109	SLCdtt001	LYZdtt303	SLCFP001	SLCFP109	LYZdtt339	LYZdtt327	SLCdtt067	SLCdtt163	SLCdtt145	SLCFP163	SLCFP145
Itg.10.DTT455.S49	0.0	0.4265748197414698	0.5116501838140113	0.6207591700265512	0.9860685071574642	0.49502263978157274	0.5653116983335766	0.42464086460621436	0.5233523352335233	0.3265135856289225	0.43160193417563564	0.6144980594459087	0.5133630791418785	0.3255333231505524	0.4761756849102317	0.47298157124512674	0.4224358771624656	0.9887521416706994	0.3260105448154657	0.4382930937675463	0.5240875496632158	0.2519371727748691	0.5905119198387855	0.5253935865516015	0.5087019498607243	0.6452994234098216	0.49367906120317695	0.3968314827311208	0.39766550833110575	0.6037139984623573	0.37745070136206543	0.5322820722303672	0.616193242893131	0.9844973739979729	0.46700427018309143	0.5295571316877025	0.589954749190418	0.6785528766135787	0.3255746477965118	0.684553629964993	0.3292854087077914	0.35006192182058465	0.3409853032498448	0.506724007083228	0.8601169241909549	0.6011868702478828	0.5330954144502054	0.6727444323559097	0.4735446123842028	0.6415857131138897	0.8328540504669057	0.46101434593640733	0.8974648157702136	0.956576963711257	0.541932764253346	0.802016098205607	0.36805680496083865	0.3612087001144752	0.3607853744689653	0.5098597622876445	0.42456661281166763	0.6126044189610005	0.6643817287305214	0.6674881245758777	0.6146239609187252	0.5533456861863673	0.7145951521402785	0.4356836396017162	0.5434308429314035	0.6563598326359833	0.6111116496854188	0.6292071456612083	0.5299351567451611	0.6468789873289791	0.6551060572928056	0.5822421489798695	0.7485729303884898	0.3672360487689637	0.80573407283505	0.9342003439054093	0.4865294912594272	0.5960453977018003	0.6487315100953963	0.574808473575943	0.44977140027408935	0.5417099273220989	0.4657372225237837	0.4654868510792832	0.3444195098004839
Vil1.01B.FP07	0.4265748197414698	0.0	0.44792851740020784	0.7019483350286717	0.9955992541893942	0.3694691494172624	0.6853744603521053	0.5423399760178154	0.515018640320447	0.4633379146180767	0.2878697855922071	0.6812074322516924	0.7270315193937704	0.49910642060311905	0.7312280902847427	0.6732734003172924	0.44288405881553133	0.9975640904360987	0.25949164653441764	0.5327915220998642	0.4853084716098415	0.3764175314155611	0.3820404620817621	0.6286810443073765	0.6871212663117342	0.679585589828114	0.4826138737577852	0.47381187868637065	0.4269317888143993	0.6743583655319791	0.38621036892374355	0.6629250374504935	0.6827847486782258	0.9935322806610978	0.4415539694465314	0.3492471441690837	0.7786064498308128	0.7418670001167992	0.4223550327192949	0.7910136579677368	0.34226649498394013	0.36040553799193287	0.42092448128025667	0.6566480258851254	0.8828419071518193	0.7558487089017237	0.6819626600833205	0.7726249437190454	0.4940312130057203	0.740427626650686	0.8596903527070217	0.323485016818248	0.9289057032890133	0.9679913373037358	0.6583073622074	0.8565093506701983	0.38976866546567157	0.5753876517941173	0.32017009573490174	0.5644280690001675	0.5784702095012686	0.7169457130772411	0.6578381221016398	0.7374546717911971	0.6844453939091837	0.7351081396753796	0.6021375760545697	0.4243872331272853	0.5969459324602943	0.5555641265463942	0.47843201268567964	0.5213254050477525	0.586236730890819	0.5708646040511227	0.7459147023144074	0.4858789057690887	0.7235779977008047	0.6365463751351146	0.8704483170082478	0.9232751606052341	0.6522705652631052	0.7336520550010229	0.7438262686434461	0.4233852421315461	0.589159697499526	0.5506536496437909	0.6395338677617353	0.406981356604522	0.40522977452224085
Lyz2.04B.FP243.S92	0.5116501838140113	0.44792851740020784	0.0	0.8318672989123729	0.9974625269606511	0.60138629698747	0.7258125	0.6281851636645361	0.7107406734496124	0.31574135185375807	0.5706622756134376	0.7117673185495872	0.7630938787668172	0.567097175219283	0.7496736292428199	0.729794933655006	0.5201751691437663	0.9996315571316723	0.3815914169718384	0.6288049453717871	0.6192452130372293	0.5212598816376971	0.6468192803181672	0.6885939659143252	0.7374277836134454	0.7775227884006353	0.20394699809742534	0.6080953025585488	0.35004724895377315	0.7956982794832449	0.5305292073174663	0.7772417029614932	0.6161393813081049	0.9956108635331707	0.6393429661402226	0.5786580289015363	0.8038352318049838	0.770253415636554	0.5772880357531598	0.8017730716040209	0.3825683578984293	0.49941936372761925	0.583937976787906	0.7070518059130382	0.9172148905271679	0.7888504394155287	0.7591327591327591	0.8138659532266248	0.5761941539923955	0.7984554209275989	0.827456864216054	0.5680926800854313	0.9566230414107906	0.9759168693649171	0.762480708053797	0.9354729156053659	0.3179450043248245	0.5224298925343606	0.42011609338166334	0.6327771463634019	0.7152534152453318	0.6172360248447205	0.6150195817469755	0.7938899080988433	0.8088771881206411	0.7660749474913432	0.7042751823326723	0.49991598564118234	0.7857406155925539	0.6319828355754624	0.6077798097411204	0.437417971567418	0.6816819973718791	0.7318348912929314	0.7478364496437883	0.693910935430064	0.6035674742596095	0.658172605300356	0.8916417314981049	0.9446906463715805	0.6898806736529364	0.7598316048875654	0.8098705856547489	0.5532679975801573	0.6656269179999832	0.46566455287770714	0.5158289116023966	0.5342229578290404	0.5025789768918197
Vil1.04B.DTT43	0.6207591700265512	0.7019483350286717	0.8318672989123729	0.0	0.8073882884336183	0.6396576839038601	0.5793830221703618	0.5897573449206945	0.5992806731813246	0.7268883357427798	0.6212402780645605	0.854435042446692	0.5047583113235232	0.5869066988575727	0.5580524344569289	0.4268972353783456	0.6250209065061046	0.8012594245051252	0.7179261683198691	0.5727213621746999	0.7337625754527163	0.663947018058922	0.7213997467485592	0.6617825875486382	0.5314963863337714	0.45720273857761634	0.8225297123500028	0.6732391844408138	0.692817357748735	0.4444010207131198	0.6863381708552527	0.29637526652452023	0.8381054836388507	0.8387435012451396	0.6853003650424186	0.7074029862429306	0.6143798360530146	0.881873003145369	0.645140310731061	0.8538910441327631	0.7043312253907649	0.6568559425738327	0.5050923093532947	0.6016199657314941	0.7580068481489188	0.5911543964456939	0.4783603828547649	0.5300059586300826	0.6204474505723205	0.39215642004018875	0.9601433218612984	0.6551783475503331	0.688754402969197	0.7749276536636185	0.4543496025555308	0.5888512777876754	0.779840891010342	0.6626745844806423	0.7135566791097671	0.6750587063260514	0.390205308754302	0.860551642027979	0.8575767033772771	0.5930711741286583	0.48124091957952314	0.6203026255457427	0.8843212652008993	0.6961819377617778	0.6441889807934951	0.6715547897496059	0.8385816289483239	0.8437069075322172	0.5722230352700132	0.7556707712248866	0.7680007394398743	0.7444769058315754	0.8986407437342456	0.5452753458471702	0.6135458167330677	0.9693949932205093	0.5686057976730428	0.6334980327568853	0.45839355265414106	0.7949697691667977	0.5725424247057025	0.8236549689246029	0.7968186670050534	0.6532921381153187	0.7359989045597699
Vil1.07B.DTT79	0.9860685071574642	0.9955992541893942	0.9974625269606511	0.8073882884336183	0.0	0.9959065278681414	0.9702721509200557	0.9950389123478063	0.9951282418684625	0.9763969984362167	0.9955509029049987	0.9958066263746315	0.9461362515136565	0.9570743982089662	0.985884327788799	0.986803206962609	0.9939643779956212	0.06176279372155661	0.9957117809839667	0.9949439559826756	0.9971543702226653	0.993912725470997	0.9963385715514381	0.9931716656030631	0.9940779084049833	0.9917975086462829	0.9972383864286419	0.9950144927536232	0.9936187653698215	0.9144774308564637	0.9965235926259564	0.811704834605598	0.9972167780198323	0.21614400225003516	0.9963977803970387	0.9954384902613785	0.9784928716904276	0.9929406149117995	0.9967216396806727	0.9907593342636397	0.986685975370177	0.9893112730615192	0.9950059090389234	0.9947317394406132	0.8841383746406963	0.9926484602608435	0.9941710420930854	0.9693753695807786	0.9955130839841074	0.751815245634911	0.9942391793222901	0.9950157196534009	0.14680139835157824	0.16563131502133074	0.8919419695655602	0.2946313679991562	0.9970470192841061	0.9723650610417323	0.9967868530782438	0.9960984617217399	0.9375289803144627	0.9973949112246446	0.995511656108324	0.9910138306684405	0.9903722922071833	0.9943888286679844	0.992793728167812	0.9951706728130831	0.9936610320284698	0.9872866529295129	0.9939438044255865	0.9932491448729002	0.9928733569128438	0.9886821542450681	0.9018438786163576	0.9904161183464174	0.9958035430939536	0.9922554935243144	0.9496582763793966	0.9731916433313407	0.9873524097651162	0.9911831346665353	0.8509188300495877	0.982694210691848	0.9768482718219098	0.9943782094789279	0.9961178996920302	0.9960431183718595	0.9946222718041134
Vil1.06B.FP67	0.49502263978157274	0.3694691494172624	0.60138629698747	0.6396576839038601	0.9959065278681414	0.0	0.6267964563053702	0.49868655748337926	0.4220840399472395	0.5955078899681913	0.3131322925757135	0.7209153957420128	0.6717207668944571	0.5912354252674924	0.659089428776135	0.6019615257938202	0.5595676656378259	0.9989999305507327	0.4472062632095972	0.49415451754714357	0.43541056904590314	0.38253750170736217	0.27081423486368855	0.5789165217731065	0.5955021926224703	0.6109552696671134	0.6072127243344391	0.41780473861398715	0.5282757229659885	0.6241055930869994	0.35406839871404344	0.6193381945835149	0.7220153154935149	0.9932248664400194	0.3344617761690234	0.334534240258243	0.7267833412167489	0.740195673637914	0.32555262013844766	0.7305906448371051	0.5465664386167908	0.5052870547005154	0.41342940231780895	0.5906359618910355	0.8911038314904465	0.7116237683359286	0.5978119609650056	0.746216498433693	0.4541116978977632	0.7074919936196258	0.9336528718253905	0.3208241478717992	0.9229745319016772	0.9643004876092107	0.6050251033994648	0.8396307649915613	0.4819634956433862	0.7083660238675311	0.49631291551874884	0.5094668076782689	0.5021574477851732	0.7593380710249386	0.6842189144867907	0.7117171488564495	0.6333124084536514	0.6809886676734722	0.6969992059806139	0.5672530733361594	0.45748884095423187	0.597436797752809	0.5832879182727083	0.6635643992945066	0.5816963134828564	0.6105947351316217	0.7684441902166578	0.4445919708564909	0.7912004656320012	0.5970848180164275	0.8525357198932328	0.9378709914615709	0.5829629290198415	0.6617350369872226	0.7035333634778115	0.5579900620387521	0.6682489771637388	0.6626061917987257	0.6653669576842117	0.46054318255175913	0.5700470751377587
Lyz2.01B.DTT207.S47	0.5653116983335766	0.6853744603521053	0.7258125	0.5793830221703618	0.9702721509200557	0.6267964563053702	0.0	0.5699141417725112	0.6615137577225594	0.5109676087140163	0.6406465059577647	0.8661434570636426	0.5152615345071327	0.5463103722402756	0.494877136904592	0.5380482840315665	0.5831638699106111	0.9721749574617156	0.6917530178399743	0.6090467593175742	0.7023397869091292	0.6082248757579012	0.6984542067586805	0.24861204471332188	0.5582329317269076	0.5565799670157172	0.730419004737744	0.6130274099168463	0.681028169449917	0.6282972381592322	0.6676721501798468	0.5336441311715381	0.8231561279493883	0.9698607427055703	0.669503987634576	0.6690707873638045	0.5686850226203674	0.8635241827007427	0.5915221579961464	0.8750240423737591	0.6304610570301594	0.6354933961560192	0.5029950367961663	0.5212179035135023	0.8694420129667819	0.626560747319836	0.49736430146001726	0.6123330320377623	0.29029797753991005	0.6148420104363198	0.9465171275788433	0.6537434827945777	0.8732297732350509	0.9291269030257894	0.5775743573245986	0.8384543260732565	0.7476219677414755	0.5294809429625273	0.6225376534871061	0.3071090829766411	0.46350230414746546	0.868559662355096	0.8212864675517928	0.6246151705425008	0.6062443347769161	0.6087352982087384	0.8520958866082072	0.5936946902654867	0.701421668575259	0.6332059742966307	0.7817043191955596	0.7894348403232998	0.5115952466690673	0.5940216978984902	0.7505072968379121	0.7016403444958111	0.8561746275818829	0.605521290559327	0.7433373349339736	0.954923838649965	0.5374854410592779	0.6121734354080126	0.5587826244016978	0.7696314562713239	0.5578577466889887	0.7795457683280409	0.7665088781302395	0.6836853984605591	0.6339240853240762
Itg.22.FP515.S18	0.42464086460621436	0.5423399760178154	0.6281851636645361	0.5897573449206945	0.9950389123478063	0.49868655748337926	0.5699141417725112	0.0	0.43015785732487494	0.562760184359203	0.47172417818680623	0.7127528627733778	0.45154209371002635	0.45102781136638453	0.5116439222520484	0.33537664721694094	0.5036008526819151	0.9993729178914365	0.42097048683061894	0.21821140004963738	0.4986654146778302	0.41798716858622553	0.5420204159092271	0.5778845090837622	0.40824924985619004	0.4612271896035174	0.6199602061289221	0.47589517903580714	0.5582510405614951	0.46430746329250966	0.3587845734320218	0.5406732995432075	0.7899858956276445	0.9917908624480821	0.46172456970648784	0.5336405842860659	0.6229341432130799	0.7783739711135269	0.3518099891532434	0.7018487666326613	0.44787028791926387	0.2729016483284853	0.39318172240873145	0.4399967300670336	0.8211396360875025	0.3986944604731679	0.5237526893540839	0.53094769956744	0.44103421895462974	0.5383588168525072	0.890421425654402	0.41729311678267594	0.8682620256224317	0.9527987485547167	0.47377665164624755	0.749750506547313	0.5119624673606148	0.584021711921795	0.4439956516969352	0.5371323443794974	0.41074423876086136	0.7592279555181167	0.8074917458361307	0.532953148476984	0.5074921135646687	0.42874517315819877	0.7924082737541204	0.49596021527352	0.5787619873144288	0.6212680452038591	0.7323374447829187	0.7165677819234612	0.44361035061379495	0.6960529781389924	0.7405998841234234	0.6631863102533472	0.8093965258537063	0.4225892559225893	0.7362200117027502	0.952259177752163	0.4091395660892246	0.46148012067483524	0.5870659107016301	0.6823797706083574	0.5105530584326754	0.6812248795073954	0.6957068174829195	0.44458671544529554	0.42617347456766724
Lyz2.05B.FP255.S52	0.5233523352335233	0.515018640320447	0.7107406734496124	0.5992806731813246	0.9951282418684625	0.4220840399472395	0.6615137577225594	0.43015785732487494	0.0	0.6608006363151567	0.47270630930329266	0.6692803836977282	0.5149825153744122	0.5631225510244469	0.6195432361744008	0.44641044461449564	0.6157848969620009	0.9989639414626926	0.45009791459099185	0.4104597138205356	0.5216116843728291	0.45606804547630897	0.47676436653448256	0.6824351533814995	0.46262362270202845	0.5403781489443802	0.7060419035244437	0.5166296296296297	0.5835914691474096	0.33913771183031044	0.4544731373114441	0.5536037045335723	0.7506304991792504	0.9918032786885246	0.4651189093040233	0.4297252565375703	0.6502752293577981	0.7922258338098327	0.4028012747373805	0.6568203684822723	0.6271192557904519	0.48031254787804506	0.4997035519862017	0.45789549445803945	0.8714387613812781	0.4722027463789182	0.5974991753875678	0.6602141756834505	0.5705372962990691	0.6627945780164948	0.9602943470799313	0.30037201488059523	0.8850325735571637	0.954943153332363	0.5385888910350156	0.742780709999277	0.5683742327037925	0.7001672495058537	0.61860780327234	0.6369301373406971	0.5215041331868894	0.7143667107647497	0.7624440443200733	0.6805273668999334	0.6101672838242682	0.6630764982049158	0.716573245747876	0.6195037688442211	0.47169163298195554	0.695185266149306	0.7052822760443289	0.767309709902665	0.6377355959487558	0.6713610878106927	0.7978888025165822	0.5980899685451169	0.8396035843160276	0.5255707214239016	0.8085078476806715	0.9515695205982662	0.6029589894445406	0.5554415113705616	0.7165873429642959	0.550407268376383	0.6854016298020955	0.6554336585585181	0.6988997883452266	0.4556806754262855	0.6828555221014967
Lyz2.04B.DTT243.S84	0.3265135856289225	0.4633379146180767	0.31574135185375807	0.7268883357427798	0.9763969984362167	0.5955078899681913	0.5109676087140163	0.562760184359203	0.6608006363151567	0.0	0.5337265152988111	0.6656240161678532	0.6154689685006891	0.40625803843751146	0.5728394370925776	0.6095912986156888	0.4130080376099484	0.977728285077951	0.39195761390927397	0.5643910793539714	0.5993063874567319	0.40940876393545983	0.683598396405128	0.4726135251308678	0.6107652619102164	0.697501085987334	0.32233426166010437	0.5190812094573038	0.39926920208799405	0.6894276829985713	0.49155079253416356	0.62988	0.6447182071895697	0.9757466323316679	0.594026735423669	0.5788297215634036	0.6517010730956162	0.7332207222547644	0.4859971942430023	0.8100725937015825	0.27445720163465015	0.4153023824068418	0.45742865932672677	0.5775540777550424	0.8892820934636647	0.7183498667132806	0.6392890439385281	0.7265344621330634	0.4259741865950511	0.6958451408568095	0.8141795203238781	0.5380568353488512	0.8992488882269081	0.9510370120563191	0.6442574642068658	0.8637511006750808	0.3703810184167357	0.3073701318997312	0.34646668378011664	0.44941701241410975	0.569412524082894	0.6538174373230277	0.6651757894155603	0.7248425679388022	0.7264390064058251	0.6752410312800675	0.7127472909215298	0.42298873674306436	0.7084877295254558	0.5906331472888646	0.5935709577650459	0.5598801363965143	0.6025072552890788	0.6349335053651435	0.6659090110250612	0.6663555366991939	0.693748644041531	0.5341098477834154	0.8430222966713621	0.9381657083608257	0.5994257980723221	0.6777033613181146	0.685935405767651	0.5637212015164771	0.5432088633565859	0.4866600626590768	0.5148711098663162	0.5308629983973581	0.4243243026546828
