feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Firmicutes	Sex	Male	-1.38539273946059	0.603109577977027	18	17	0.0613453020417432	0.71906820772223
k__Bacteria.p__Verrucomicrobiota	Sequencing_Run	2014_Sept	0.92744516540026	0.461185906163705	18	17	0.0842413259425068	0.71906820772223
k__Bacteria.p__Desulfobacterota	Sex	Male	2.16597088302946	1.14686165135536	18	0	0.107860231158334	0.71906820772223
k__Bacteria.p__Bacteroidota	Sex	Male	-1.26444964218249	0.782839662771766	18	18	0.157392665018369	0.786963325091846
k__Bacteria.p__Firmicutes	Sequencing_Run	2015_Sept	0.828198138358836	0.743678551426917	18	17	0.297162696225608	0.992613994563575
k__Bacteria.p__Verrucomicrobiota	Sex	Male	-0.668715726507212	0.586650553135113	18	17	0.297784198369073	0.992613994563575
k__Bacteria.p__Bacteroidota	Sequencing_Run	2014_Sept	0.033293980216158	0.507748458216524	18	18	0.949552147030757	0.999440024034496
k__Bacteria.p__Bacteroidota	Sequencing_Run	2015_Sept	-0.339732932569803	0.923247862394701	18	18	0.72379401848505	0.999440024034496
k__Bacteria.p__Bacteroidota	Type	Mucosal	0.0413170566856197	0.447792049672464	18	18	0.929069906006654	0.999440024034496
k__Bacteria.p__Firmicutes	Sequencing_Run	2014_Sept	-0.351151243324384	0.5844333262906	18	17	0.566884066710511	0.999440024034496
k__Bacteria.p__Firmicutes	Type	Mucosal	0.407951477629183	0.515421746421065	18	17	0.45463654867602	0.999440024034496
k__Bacteria.p__Proteobacteria	Sequencing_Run	2014_Sept	-0.000479974638058033	0.65997873230061	18	0	0.999440024034496	0.999440024034496
k__Bacteria.p__Proteobacteria	Sequencing_Run	2015_Sept	-0.254801021826304	1.36837934498628	18	0	0.857761284916536	0.999440024034496
k__Bacteria.p__Proteobacteria	Sex	Male	1.1525872251208	1.17118094958748	18	0	0.363059249224879	0.999440024034496
k__Bacteria.p__Proteobacteria	Type	Mucosal	-0.0364783836392437	0.582046532086362	18	0	0.951779224450534	0.999440024034496
k__Bacteria.p__Verrucomicrobiota	Sequencing_Run	2015_Sept	0.152456481710194	0.704033442135962	18	17	0.834382556396995	0.999440024034496
k__Bacteria.p__Verrucomicrobiota	Type	Mucosal	-0.333255757107568	0.406727738625711	18	17	0.439583665550339	0.999440024034496
k__Bacteria.p__Desulfobacterota	Sequencing_Run	2014_Sept	-0.609107927653982	0.940907715793634	18	0	0.538040704559102	0.999440024034496
k__Bacteria.p__Desulfobacterota	Sequencing_Run	2015_Sept	-0.386120665672921	1.38290133172544	18	0	0.787566265716417	0.999440024034496
k__Bacteria.p__Desulfobacterota	Type	Mucosal	-0.0795343935679897	0.829802607550599	18	0	0.926328054283905	0.999440024034496
