Module	TL1a_FP_139	TL1a_DTT_245_Repeat	TL1a_DTT_244_Repeat	TL1A_FP_637	TL1a_FP_174	TL1A_FP_638	TL1a_FP_210	TL1a_DTT_73	TL1A_FP_639	TL1a_DTT_74	TL1a_FP_171	TL1a_DTT_75	TL1a_FP_170	TL1a_FP_173	TL1a_DTT_77	TL1a_FP_172	TL1a_DTT_78	TL1a_FP_205	TL1a_FP_97	TL1A_FP_640	TL1a_FP_98	TL1A_FP_641	TL1A_FP_685	TL1a_FP_207	TL1a_FP_99	TL1A_FP_686	TL1a_DTT_173_Repeat	TL1a_FP_206	TL1A_FP_687	TL1a_FP_209	TL1a_FP_208	TL1a_FP_241	TL1a_FP_243	TL1a_FP_242	TL1a_FP_245	TL1A_FP_688	TL1a_FP_244	TL1A_FP_689	TL1a_FP_246	TL1a_FP_169	TL1a_DTT_142_Repeat	TL1a_DTT_242	TL1a_DTT_243	TL1a_DTT_241	TL1a_FP_64	TL1a_DTT_206	TL1a_FP_65	TL1a_DTT_207	TL1a_FP_66	TL1a_DTT_205	TL1a_DTT_246	TL1a_FP_61	TL1a_FP_62	TL1a_FP_63	TL1a_DTT_76_Repeat	TL1a_DTT_208	TL1a_DTT_209	TL1a_DTT_97	TL1a_DTT_98	TL1a_DTT_99	TL1A_DTT_640	TL1a_DTT_210	TL1A_DTT_641	TL1A_DTT_642	TL1A_DTT_687	TL1A_DTT_689	TL1a_DTT_170	TL1a_DTT_169_Re_extracted	TL1a_DTT_171	TL1a_DTT_172_Re_extracted	TL1a_FP_75	TL1a_FP_76	TL1a_FP_77	TL1a_FP_78	TL1a_DTT_139	TL1a_FP_73	TL1a_FP_74	TL1a_FP_142	TL1a_FP_141	TL1a_FP_144	TL1a_FP_100	TL1a_DTT_62	TL1a_FP_143	TL1a_DTT_63	TL1a_FP_102	TL1a_FP_101	TL1A_DTT_638	TL1A_DTT_639	TL1a_DTT_64	TL1a_DTT_65	TL1a_FP_140	TL1a_DTT_66	TL1a_DTT_141	TL1a_DTT_140
MF0049	39864.375	18669.59	28153.375	15278.98	35789.195	8605.915	24915.215000000004	41802.22	12159.810000000001	31653.61	113442.55500000001	22373.989999999998	43991.94499999999	34680.67	36510.895000000004	7911.865	33458.945	37935.495	33469.225000000006	10719.599999999999	40085.805	10570.775	10645.285	52550.995	35122.065	19968.09	9753.9	43544.020000000004	19448.72	89531.065	83045.5	33719.575	41547.755	39278.415	71606.715	9825.055	72886.295	16353.445	69821.57	37665.630000000005	3266.17	36538.75	41239.835	38238.009999999995	35182.475000000006	32242.67	92566.755	52507.75	81665.88	113413.0	39951.6	56348.575	50742.925	47325.884999999995	16079.11	48987.505	38182.25	41744.14	34940.965000000004	48461.575	9232.805	112091.255	6772.629999999999	8233.34	13822.524999999998	6118.535	36212.43	20361.52	44315.53	15961.74	47309.29000000001	43790.65	47315.22	67613.25	41147.905	34395.16	40138.91	37547.075	36089.81	58074.79	55819.675	52821.04	52744.895000000004	30444.895	58184.229999999996	85514.53	15949.259999999998	29218.665	62485.58500000001	41830.34	116839.215	44130.455	52211.625	34454.865
MF0006	441847.42	96990.73	133691.46	130952.56	281535.04	56171.17	225335.32	360964.25	87515.4	327354.54	1137322.06	187080.76	464119.78	228989.37	162810.75	76747.56	139995.08	449238.88	331409.13	50305.08	508186.58	44012.02	90689.05	491941.08	389004.94	196841.68	36970.38	526333.8	140516.5	410818.79	394694.55	563293.16	691321.32	641437.4	422965.97	43223.15	778482.45	61274.33	499406.23	328843.76	19083.12	559843.2	644553.46	500240.4	499157.05	331734.27	936522.28	548823.24	598495.59	1344014.45	229933.29	340729.43	464143.18	353054.97	58469.97	108938.43	143672.35	429899.77	377149.47	504465.34	66033.42	388599.31	54548.64	63118.57	67785.75	25092.98	360388.97	140960.89	418570.71	174940.13	313837.02	138165.33	151010.54	456183.04	506135.92	259896.5	326956.11	325501.8	441070.92	615034.05	338549.9	616982.5	498315.71	334488.69	284004.82	211292.92	49563.89	198410.27	164212.56	143026.56	1386121.24	106047.17	622232.29	380879.08
MF0047	74662.23999999999	16644.795	25086.04	22870.190000000002	61609.740000000005	9984.75	51105.045	63761.034999999996	15845.135	56494.63	204501.65	34122.354999999996	83312.0	44553.130000000005	35454.270000000004	20257.865	31453.13	69224.995	55642.990000000005	7111.155	83901.53	10012.89	16781.260000000002	81772.87	65882.935	34976.83	11507.165	82474.855	26302.88	44531.774999999994	43715.5	86778.785	106748.13	99388.20499999999	69382.63	8637.01	108691.255	14307.81	67783.195	57745.74	3934.335	87834.0	99057.41500000001	79193.13500000001	78856.525	52690.835	146355.195	86654.58	110060.1	212971.5	42369.52	74078.815	84511.99	63434.475	15668.369999999999	26402.754999999997	26342.0	72995.89	63859.814999999995	86386.45999999999	13374.9	98435.38	10769.615	13283.145	14387.91	6890.215	64133.565	36960.185	76322.965	37058.795	62957.869999999995	50719.130000000005	65455.19	81244.75	82613.98	50270.619999999995	62259.100000000006	69228.08499999999	73214.905	108193.37	73882.86	103829.95	96028.42000000001	56317.04	70234.345	65448.049999999996	11998.92	38460.26	52350.955	34398.45	240973.165	43089.229999999996	104995.44	63121.774999999994
MF0003	0.0	13288.5	0.0	20376.145	0.0	8318.465	0.0	41773.955	0.0	37489.545	0.0	19977.01	0.0	0.0	6257.645	0.0	4672.465	0.0	64138.4	411.61	83914.4	0.0	12175.5	0.0	89310.965	26790.365	0.0	0.0	18918.19	0.0	0.0	0.0	165691.5	0.0	0.0	0.0	0.0	552.735	0.0	0.0	0.0	0.0	0.0	0.0	93424.265	0.0	152222.845	0.0	89222.9	0.0	0.0	18701.865	34213.79	32506.39	5930.445	0.0	0.0	65651.145	64383.945	77777.055	7560.4	0.0	6750.135	7650.135	7760.99	2146.545	0.0	0.0	0.0	0.0	46774.745	9629.755	11384.345	35623.5	0.0	28330.565	37340.31	0.0	60640.2	0.0	47632.61	57299.655	0.0	32710.935	26692.01	0.0	5204.265	31643.555	2870.365	3736.79	0.0	2383.1	0.0	0.0
MF0004	56787.655	11616.585	26335.36	15111.61	47931.49	6512.94	34600.42	41842.8	10450.51	39394.03	129482.01	23531.18	54881.715	25436.92	12444.29	10858.97	9291.93	46924.08	37248.69	818.22	53739.35	2541.37	11262.45	62955.08	45288.76	22871.5	5379.5	54149.46	18894.75	4770.42	5452.75	73603.58	80436.17	85754.58	34259.78	2983.715	78090.2	1413.43	33508.94	46057.52	2761.75	72669.5	80206.25	63866.17	50587.68	36992.25	84132.52	61338.58	62642.18	149887.75	30953.04	37375.73	55367.49	41063.48	8628.38	12826.0	6858.75	50149.68	43801.6	59541.28	9193.52	20201.34	7368.8	9184.93	10420.83	3236.2	46861.875	22754.71	53065.795	24544.54	41335.61	15006.67	16810.63	49740.17	62994.18000000001	32866.8	41463.62	52323.525	46898.63	72935.12	51163.57	69908.69	69148.13	37955.75	47951.59	31730.765	9730.4	24341.82	8208.86	7367.58	173105.265	4621.2	80662.54	48272.485
MF0048	60791.44	21058.26	33100.19	18526.35	59298.03	7630.28	43421.31	55795.46	12260.09	46230.53	168339.31	30479.37	67226.72	49265.01	46145.68	21507.93	42271.14	60472.82	48145.79	11178.42	65274.94	11999.35	11512.61	86031.57	53857.17	25300.85	13156.66	73444.8	17046.1	91202.96	85715.5	62099.9	76619.93	71684.74	89120.5	9703.51	102341.98	17973.8	83353.62	52575.87	5396.42	67504.5	73350.33	58515.94	58969.53	48263.17	132883.53	81835.16	108845.84	181433.0	49772.54	78442.97	71430.33	60891.84	18574.91	51354.51	50834.0	61197.09	51291.45	69268.34	10091.11	173016.6	8055.06	10042.86	8118.67	6097.21	52687.43	35226.65	63810.2	32349.66	60857.51	61275.41	70868.67	85532.34	64561.01	47641.49	49383.87	60019.89	57314.37	87361.6	70507.32	83485.53	79985.66	45235.24	54108.76	43909.98	4960.39	28078.44	77231.59	50970.42	189267.99	58530.83	82626.11	52802.57
MF0001	127171.74	21595.92	26602.55	30863.78	39241.36	12491.99	29054.78	80943.57	20919.93	74322.33	384536.72	42459.62	149802.23	20402.09	18185.21	10062.8	14546.02	79477.08	100415.22	1889.83	145250.82	3432.7	22359.55	96388.58	131152.74	46959.64	8123.67	100118.0	33865.88	7682.09	8950.75	180016.08	235871.42	205365.58	45670.83	4137.88	186260.37	4919.59	80299.86	81106.42	3047.25	178889.5	208258.75	158450.17	152701.46	57971.25	247478.18	96566.75	150743.81	221472.75	40993.0	65166.63	93124.02	70756.21	13305.31	6917.0	40829.75	113935.14	106406.93	131733.85	14389.68	220807.34	12652.25	14073.32	14211.19	3990.46	92944.74	19233.22	113204.18	46660.76	78697.87	25033.61	28260.6	82151.7	131644.08	59356.48	68773.13	77595.76	120841.6	199695.0	74526.95	133092.06	139592.32	73743.97	37802.43	13224.24	8172.47	47799.79	15826.16	11269.74	368587.82	9722.82	161580.81	96807.03
MF0045	48546.205	8670.320000000002	11790.109999999999	14964.35	39113.865	5958.03	34148.925	40680.82	9771.09	35887.365	125626.505	20250.095	53475.82	30837.605	21757.53	13388.23	19332.475	43953.94	36396.875	5035.99	55507.005	6060.385	10244.869999999999	44783.415	42518.54	22761.160000000003	6380.85	50072.665	14821.17	35981.020000000004	33174.025	56124.63	69075.28499999999	63835.4	46744.08	5228.795	73971.76	9115.779999999999	47467.72	37589.8	3976.26	56101.85	64080.31	49163.145	52362.35	33059.96	99355.15	53689.125	67663.39499999999	136228.225	25257.2	46844.024999999994	55508.995	41664.41500000001	8915.494999999999	14741.285	9477.175	47113.55	40811.994999999995	54493.990000000005	7992.555	38934.255000000005	6549.795	7888.51	6855.41	3806.78	39648.875	23097.625	47486.025	23766.08	40061.585	27476.615	35351.634999999995	54013.03	53618.085	31968.95	39611.725	41377.34	47704.975	68283.785	48109.41	66822.46999999999	57961.43	35856.200000000004	39631.0	23696.545	3976.725	23442.120000000003	26364.73	19643.41	149938.15999999997	21681.985	67109.49	40195.755
MF0089	3060.25	1291.0	1275.0	685.9200000000001	2972.295	236.34	1648.0	2558.58	435.75	1994.67	5278.24	1392.59	2417.91	2259.545	2786.25	1272.285	2560.25	2087.955	2562.92	413.12499999999994	1971.295	440.455	256.33000000000004	8945.83	2637.5	528.92	937.9100000000001	4564.545	508.59000000000003	2709.46	2317.375	940.83	1688.42	1420.33	3926.07	318.75	2109.545	562.91	1810.715	2726.33	517.25	2118.75	1425.08	1556.84	1032.09	1872.375	3887.5	4787.455	3853.74	5909.625	3465.295	9029.41	3738.17	4326.51	1436.165	3768.92	7947.375	3026.08	1978.84	2859.16	497.58000000000004	33892.545	366.215	490.135	268.66999999999996	236.5	2247.67	2595.955	2569.42	1549.0099999999998	5049.57	4941.92	2531.135	6036.5	1894.51	3841.51	2327.455	3856.25	1754.25	3538.955	3837.625	3201.42	4058.715	1475.4099999999999	3936.125	5611.0	252.67000000000002	1270.5	6048.09	4339.59	4881.75	4226.42	3067.58	1923.5
MF0002	99899.67	10824.0	17098.86	19984.43	35587.85	7436.09	29394.14	64867.37	12926.69	65329.98	216050.98	35751.34	87123.16	17550.5	16283.33	5545.41	11599.21	110760.5	63503.55	2051.35	103931.95	2890.51	16434.02	98415.0	72709.23	35693.11	5343.47	125864.79	23985.38	10674.0	10543.0	118176.0	146210.5	139036.0	26072.82	3471.44	122444.64	2525.2	43369.43	65122.77	2985.75	115525.5	131397.0	101140.5	103961.06	81641.5	162493.65	125506.0	92404.45	328699.0	26260.25	66139.11	89334.74	62650.54	11353.2	13986.34	20744.0	85334.98	73072.41	97540.32	10483.5	83669.66	9019.41	9603.44	12032.8	3349.6	71734.78	16497.07	82300.88	22719.05	50138.05	19221.1	19261.33	73693.3	105331.96	49679.41	56043.94	55886.39	99775.7	116561.66	58586.49	129632.77	91697.12	68344.07	48200.95	74609.5	14224.8	31917.97	27482.2	14444.0	291484.95	15913.4	132601.78	78786.54
MF0046	65869.01	15500.92	19447.39	18840.45	42824.18	8118.33	28747.45	44727.71	12590.23	38702.63	191754.65	22521.15	73625.09	31962.59	21296.11	9724.71	19368.85	48193.5	54152.76	8112.46	74403.86	6859.38	11445.29	48084.25	66060.23	25169.53	5434.9	52886.41	17209.95	72001.84	64728.5	94462.58	120907.25	105999.42	61006.25	6604.86	128296.2	10385.45	82261.77	46228.12	3270.67	94100.5	110346.67	83638.92	79960.23	36558.17	153209.61	60175.5	96148.34	145067.5	36856.25	33063.54	46247.86	43274.01	7993.67	27116.17	17469.0	59592.85	55099.52	69135.77	8764.59	16637.58	7176.92	8704.55	7625.85	3253.29	49533.8	17103.3	58602.8	27700.97	42433.12	18033.0	19732.0	56332.99	68800.68	31475.51	36435.6	46178.46	61822.72	100314.39	47731.72	68270.42	74495.94	38885.54	31066.65	14875.41	4534.77	29031.36	22831.29	20354.27	185522.91	13877.15	81408.64	51978.86
MF0043	171.75	122.0	142.5	63.25	256.5	36.0	27.0	487.25	57.75	349.0	231.5	134.25	208.5	121.0	342.0	0.0	272.5	57.75	213.0	77.75	129.75	47.0	31.5	150.0	259.25	65.0	93.75	98.25	74.0	0.0	0.0	50.5	108.25	100.0	222.0	74.0	197.25	0.0	172.0	139.25	26.0	103.25	70.0	111.25	141.0	97.75	685.25	196.5	2008.25	156.0	489.75	540.25	461.25	413.25	411.0	86.0	54.0	308.0	275.5	329.5	54.0	135.5	29.0	77.5	36.5	31.0	180.5	123.25	186.0	128.25	688.0	851.75	343.25	526.0	216.75	331.0	334.25	496.5	120.0	229.75	5844.5	296.0	706.25	138.0	760.75	2341.0	39.0	203.5	553.5	344.75	182.75	378.75	229.25	135.5
MF0087	5356.75	2726.33	2200.67	1932.335	5181.75	1804.67	4624.0	3113.0	2326.5	3181.17	10577.58	2206.5	4870.33	4350.25	4458.0	2309.91	4214.0	3251.0	4031.83	1060.58	2079.42	1478.41	1933.5	17891.5	4118.17	2236.665	1718.16	8886.5	5079.335	3360.0	2340.0	2081.0	3530.0	2463.0	8021.16	1489.0	3969.25	1454.5	4087.42	5383.5	699.75	1827.5	2333.83	4982.17	1432.17	2779.0	5248.83	8296.83	8595.49	7105.0	7303.42	8934.0	4552.67	5732.17	3276.0	6567.0	14942.0	4252.33	3182.5	5280.5	2140.16	65518.33	1355.59	1951.59	4536.5	1367.83	4718.84	6102.58	4712.71	2723.17	9571.535	6521.84	4173.09	8351.83	2704.67	4738.17	6737.58	7590.0	3074.21	6632.75	8857.75	3471.0	8208.42	2284.33	19973.75	38188.0	6533.335	5709.335	8181.17	7642.17	6951.46	7520.0	4381.17	2815.5
MF0044	119958.08	38667.81	52316.89	37330.53	85494.33	17862.32	67787.52	100189.27	26588.28	83821.39	333729.51	53045.84	130542.18	73579.29	54425.26	25071.12	49152.88	102626.79	98572.85	17685.91	134746.46	15696.51	24965.27	119034.49	115264.62	51332.07	14367.33	118075.75	40950.48	147306.45	141533.8	156419.25	198479.41	178076.13	140159.38	15073.65	229367.43	22574.8	163116.63	90176.09	9184.69	160374.7	183694.2	146704.39	135425.64	80320.34	272100.08	131284.16	192476.16	301929.7	89802.06	94081.44	109613.49	95259.81	22105.79	53053.08	52159.1	117397.25	105308.0	139266.68	20020.31	119876.34	15806.99	19513.61	22856.29	8446.84	98273.6	46276.92	115481.83	55071.95	93142.65	51339.13	48816.03	127242.8	131411.85	71164.51	85850.83	97498.98	113217.42	176945.3	111521.46	151842.41	146044.94	85422.6	102314.77	114039.76	21185.31	62492.56	75170.06	60844.92	356376.86	50969.21	160123.75	100776.04
MF0088	44712.77	5949.0	8630.86	12446.1	27275.64	5804.15	26188.14	34709.97	9099.84	33116.7	119592.36	17675.84	49920.47	19950.67	9185.43	7944.19	6871.31	39722.5	31949.43	786.92	50917.77	1881.72	10322.0	41014.5	38961.98	20647.24	3170.5	46869.29	17009.13	2067.88	2756.5	56054.5	68876.5	63687.0	22606.71	2285.79	57327.81	1405.99	24976.76	32544.97	1497.5	55080.5	62903.0	50391.5	48236.68	29659.5	76416.06	47719.0	46617.26	127252.5	17256.46	36782.41	48872.03	33023.93	4833.46	2721.0	2465.5	43093.76	37485.13	51044.87	7254.76	10063.5	5911.59	6830.26	9589.16	2749.86	37584.23	18233.4	42888.2	15556.47	32313.99	10391.51	11047.9	39778.83	50147.73	26483.88	38216.04	39007.77	44630.97	64084.36	39538.91	61908.27	55481.63	32813.12	46365.84	47102.93	9200.68	20855.54	8091.58	6524.03	142613.04	5263.4	63828.17	37397.99
MF0096	40292.26	9444.51375	13648.5925	13709.931250000001	38137.9375	5757.745	31632.896249999998	36942.78875	9027.32875	31803.58875	105620.97	18504.926249999997	44810.817500000005	33339.20125	23827.4075	13136.92375	21681.184999999998	41569.3225	31449.95	7552.1375	48762.04125	7586.342500000001	9061.295000000002	40517.51	36387.25375	20239.783750000002	6106.5	45622.6575	13178.63875	59957.66375	55825.65625	48884.98625	59978.74	55541.72125	57397.83625	6630.6175	78259.925	11486.81625	60037.31125	32424.335	2399.5550000000003	48873.6875	56525.9925	43314.7325	47058.015	31170.055	98018.64	50950.15625	68958.22	124404.65625	26694.285	35975.871250000004	47801.41375	36698.525	8346.04625	19070.33625	13639.03125	40775.6725	36254.87125	48160.66375	7038.36625	21187.331250000003	5752.11375	6936.4125	6110.2625	3664.1099999999997	34613.68375	20103.506250000002	41197.706249999996	21523.58625	33530.53625	30206.54875	39431.42375	49540.223750000005	47988.23625	26641.46875	34006.1525	35022.71625	41133.86625	57917.72375	44287.42125	59972.3275	49306.8925	32631.84625	34088.665	23610.575	4703.39625	20489.458749999998	29731.085	22178.60625	130935.72125000002	23535.29	58443.525	36124.31125
MF0052	0.0	47.0	9.0	0.0	28.0	0.0	96.0	243.0	0.0	177.0	0.0	49.0	0.0	13.0	86.0	0.0	62.0	943.0	6.0	0.0	20.0	3.0	0.0	556.0	11.0	0.0	45.0	359.0	0.0	3303.0	1530.0	0.0	0.0	1.0	47.0	40.0	33.0	41.0	11.0	0.0	338.0	16.0	0.0	0.0	11.0	1246.0	191.0	1861.0	98.0	5393.0	9.0	28.0	13.0	21.0	1095.0	6448.0	1555.0	228.0	122.0	40.0	5.0	2667.0	3.0	10.0	0.0	20.0	10.0	1.0	0.0	30.0	0.0	171.0	10.0	18.0	50.0	4.0	3.0	7.0	0.0	4.0	5089.0	41.0	51.0	9.0	53.0	673.0	0.0	0.0	629.0	58.0	0.0	82.0	4.0	165.0
MF0097	2360.5	8181.88	9302.275000000001	426.5	2057.92	240.5	900.5	2230.83	497.5	1926.0	6544.5	2940.84	3980.0	1932.67	6346.0	257.75	6396.0	27717.455	2228.0	793.5	1564.5	1910.25	386.0	33571.87	2004.0	600.0	2549.0	31992.96	665.17	6290.25	5718.25	30182.784999999996	36945.13	34632.455	10715.41	1096.5	5339.67	2698.5	6407.42	3340.0	297.25	3778.5	35672.0	2497.92	1520.0	22416.21	6848.5	35677.04	11386.5	14705.25	2526.25	4309.5	2543.5	3089.0	4073.0	1184.5	15599.0	2939.25	1098.34	1946.91	361.5	47142.465	176.75	249.25	451.0	1228.5	1183.0	306.25	2528.0	1627.09	3885.5	12029.75	20429.25	5390.5	1727.34	2779.5	2017.0	1699.5	1821.0	3376.5	1385.5	2540.67	1851.75	1339.33	1040.25	511.5	236.5	533.0	11994.5	7190.0	1716.08	12973.0	1843.41	2341.5
MF0050	36815.024999999994	13398.175	23208.43	13960.6	32820.805	6420.39	25189.395	36133.455	9455.265	27654.82	108544.13	16930.835	43806.695	37126.590000000004	25958.28	8615.435000000001	24264.82	30626.83	33375.895	11503.244999999999	46253.75	8581.154999999999	8022.495000000001	36610.83	38380.77	18248.030000000002	8514.765	33564.73	11880.015000000001	99985.625	91843.0	47835.325000000004	61018.67	53618.335	77155.865	8025.63	96942.225	13942.154999999999	86970.93	31489.795	3174.01	49458.5	57945.005	44317.424999999996	46059.780000000006	23518.585	110069.595	37905.5	77159.48999999999	87743.1	32377.455	31691.025	39198.725	35908.115	9654.705	30143.87	20527.05	38111.079999999994	35136.655	45580.799999999996	5775.985000000001	63665.92	4739.305	5215.299999999999	5471.225	3703.935	31701.925000000003	13426.4	38088.925	16582.53	33110.835	37971.4	52788.48	52234.19500000001	44289.825000000004	24305.27	28295.445	32594.23	36303.995	57791.645	35206.485	51965.835	46611.07	28758.745	23757.395	15372.875	3262.715	20536.614999999998	46810.525	29601.04	115769.95999999999	39337.745	51496.625	33593.71
MF0094	1161.5	660.0	502.0	359.5	1182.75	140.0	873.5	1332.5	215.5	1098.0	1729.0	623.5	723.0	1223.75	1279.0	825.75	972.0	492.5	759.0	203.25	578.25	245.25	96.0	2405.0	846.5	249.0	531.5	1132.5	362.0	409.0	583.0	750.0	1275.5	916.0	1895.5	151.5	1355.75	296.5	809.25	847.5	171.75	837.5	996.0	1136.5	422.0	816.5	1258.5	1463.0	1756.5	2071.5	2145.75	2868.0	1846.5	1808.5	876.0	236.0	1078.0	1394.0	912.0	1516.0	238.0	771.0	204.75	296.75	105.0	114.0	1107.5	1587.75	1524.5	1038.5	2520.0	3075.0	1365.25	2386.0	909.0	1370.0	1363.25	2064.0	703.0	1520.25	2780.25	1107.0	2087.25	678.0	2844.25	4745.5	142.0	744.0	3136.0	1824.5	952.5	1350.5	1587.0	1095.0
MF0051	34411.8725	9445.11	11725.6875	11282.470000000001	33894.520000000004	4931.5	27864.524999999998	32392.02	7509.9425	27235.3125	91725.45000000001	15759.429999999998	38248.375	31932.149999999998	19493.385000000002	11028.925	17733.9375	37200.56	27595.307500000003	7591.205	41876.8925	6002.97	7272.507500000001	41396.185	31125.78	16426.29	5437.665	42907.6125	10827.442500000001	66002.57250000001	61503.5625	42077.89	51649.815	47782.854999999996	58284.42	5574.6075	75166.95999999999	8563.345	61785.49	28824.7425	2408.6725	42883.625	49187.7325	37724.6725	40119.89	26962.1075	87228.1	46103.5625	57336.6375	104390.5625	25685.695	30154.66	40917.3725	32071.74	6400.87	15007.169999999998	18620.0625	35191.255	31117.655	41421.54	5562.015	40477.335	4563.265	5430.985000000001	4714.952499999999	2730.4300000000003	29650.012499999997	16707.905	34847.295	17499.4575	28133.085	23739.465	33468.66	44879.2475	41698.4925	22528.31	29025.387499999997	29696.1675	35401.6375	49370.625	32549.14	53019.5975	41889.4525	28597.1475	28495.362500000003	15803.9025	2667.4575	15436.752499999999	27371.29	19530.955	113000.395	22124.825	50303.035	31468.885000000002
MF0095	70256.91	16277.880000000001	20799.795000000002	23592.275	61176.66	9763.92	45800.715000000004	64335.96	15272.385	54511.295	180037.48500000002	31138.265	74933.58	50934.88	33090.520000000004	21816.53	29302.71	69463.25	54551.395000000004	11732.235	84557.535	9842.39	15286.435000000001	68876.375	62666.274999999994	34643.235	6169.25	77885.18000000001	22456.63	98637.19	92455.0	84022.37	102992.625	95427.63	92965.81	9438.255000000001	134434.835	15249.24	101651.26499999998	54613.075000000004	3508.255	83648.0	97170.755	74532.88	79301.775	51055.255	161629.52500000002	83634.5	102012.51999999999	203016.5	41790.435	70967.495	83651.245	64443.97	9031.365	22100.754999999997	20073.25	70342.385	61740.134999999995	83191.79999999999	11886.395	18371.12	9840.445	11706.135	10041.985	4429.295	58671.155	27419.100000000002	68674.79999999999	36475.95	57498.545	24908.885000000002	27527.100000000002	86042.99	83292.975	47137.195	55996.44	59176.835	70592.32500000001	97893.795	54423.615000000005	104334.27500000001	83608.565	56372.88	43399.015	19501.22	5836.585	35662.18	33311.365	29397.86	231101.505	20396.475	101888.455	62280.354999999996
MF0092	45502.64	12970.47	17140.5	14979.6	35927.29	8592.03	25848.71	35193.34	11801.09	31270.28	106724.94	19082.51	42263.92	30390.87	22121.13	4620.33	19799.14	49372.8	34424.98	8732.74	48777.49	7908.01	10929.29	50257.0	38005.4	20985.24	7113.83	54652.62	19828.42	71103.41	65375.8	57466.93	70192.4	65342.47	60369.04	8059.17	93299.04	11517.66	69893.76	34062.8	4970.77	57800.2	66894.87	56271.37	50475.6	38826.67	105883.95	61241.0	73960.78	149544.2	29772.69	30961.48	40292.08	37210.68	9263.91	23869.17	19780.25	43371.34	36759.14	51032.45	8748.43	88602.92	6540.88	7932.84	13695.99	4631.53	36799.32	14513.1	40256.35	14524.85	30701.48	35312.58	47507.59	50711.56	49895.1	24678.68	33152.91	36197.29	43620.9	58237.63	40959.16	56837.0	51876.31	31623.57	47311.91	67853.28	15276.39	28010.37	42294.17	22244.17	126157.32	34836.67	59287.02	39112.27
MF0090	69534.51	15645.42	19633.53	19996.18	45663.52	8778.44	27469.81	54748.14	14162.59	45322.86	198717.78	27034.01	76650.68	32417.75	37180.68	7410.44	34730.64	48418.75	55489.86	9648.66	68394.19	10446.18	13515.79	60263.25	59591.84	28718.66	11100.4	59161.87	19839.75	64811.54	61580.75	63778.49	78366.34	73814.33	59998.29	8316.09	106163.37	14115.91	81747.43	57899.05	3747.35	66786.5	75402.92	67080.76	60341.4	34984.92	133948.24	60852.25	105527.76	137801.75	36411.37	54712.83	66621.16	54500.81	11345.08	25230.9	25770.25	68473.01	58218.33	78428.45	9612.52	89251.83	7806.13	9165.92	8963.99	5851.2	56918.85	15902.32	71652.28	26107.38	58504.62	44328.5	39718.92	75984.83	70128.44	43813.46	49954.96	49358.89	63233.21	100081.72	49853.24	82107.35	84227.05	46115.09	33327.26	12146.98	5312.72	28506.95	50608.24	37558.57	203501.28	42680.65	90156.67	56648.57
MF0016	5101.17	8633.18	7896.83	4083.0	16886.35	3599.5	9754.84	13553.66	4180.0	7013.83	8659.99	6798.19	6109.5	20774.84	21874.63	722.69	19993.74	10649.99	7355.02	7911.91	8339.67	6094.46	2817.66	11386.49	6781.99	3984.52	5238.97	9101.34	6096.68	70322.54	64672.0	2634.32	3189.01	3123.16	53376.31	5645.76	38723.84	8530.66	50533.18	8087.82	1198.67	7044.0	5310.17	7704.18	7747.68	9887.67	46335.68	14970.67	59059.5	24428.0	20715.33	19760.65	13445.67	16013.69	8357.76	17309.67	15070.5	9293.33	7608.85	10284.81	2863.18	16113.33	1770.34	2628.34	5627.84	2703.3	6968.83	5982.07	8459.0	3877.68	17980.99	19107.0	20415.73	28580.34	8656.69	11376.02	11510.5	11836.5	5230.82	7094.83	17849.83	12789.34	12236.68	6774.66	18178.61	10271.6	3860.54	6977.32	25338.34	21033.79	15109.99	15757.8	7789.15	7489.33
MF0017	50230.44	18854.92	30682.03	17116.35	52582.94	8120.78	42354.31	47823.47	12082.09	40786.03	137959.82	25786.85	54970.22	44939.67	27099.18	18236.85	24274.64	53376.08	39771.02	9237.41	57415.94	8250.26	11815.62	65976.08	45019.93	24539.33	6541.83	63042.54	19787.09	82053.21	79078.75	59270.91	72831.92	68079.25	81740.61	8161.09	98065.14	12106.57	79809.02	41389.38	3828.67	60775.0	69411.25	56679.01	53948.52	41100.92	111592.52	68012.58	79692.01	156277.25	43988.29	46780.99	58112.33	45970.82	11001.91	38988.34	33406.75	52614.34	45783.93	62859.61	9810.85	103564.0	7791.22	9683.68	10886.16	4200.2	45778.52	30042.9	53182.45	28384.39	42691.44	27406.17	25732.99	62656.33	59186.99	33567.47	44418.04	49885.89	49739.13	73222.86	55516.49	75362.52	67102.64	41920.25	58413.51	61197.48	10083.39	28142.45	38893.08	28229.91	163347.75	23879.82	73852.38	45886.57
