	pielou_e
TL1a_DTT_284	0.6696121843468148
TL1A_DTT_642	0.6828330506391471
TL1a_DTT_173_Repeat	0.6922015362959278
TL1A_FP_641	0.3203409215160931
TL1A_FP_642	0.5814765634623769
TL1A_FP_689	0.30033663609454003
TL1a_FP_162	0.5189880918170404
TL1a_DTT_174_Repeat	0.7219418885952346
TL1A_DTT_673	0.6891723260710226
TL1A_FP_638	0.5514413765762409
TL1a_FP_88	0.5543425725937403
TL1a_FP_140	0.5006490410573259
TL1A_FP_626	0.6481994859635521
TL1a_DTT_76_Repeat	0.6173932283833626
TL1a_FP_230	0.648003555518933
TL1a_FP_89	0.5270840338741632
TL1a_FP_207	0.4794351104143506
TL1a_DTT_78	0.44809013179131746
TL1a_DTT_231	0.5952503056392495
TL1a_FP_234	0.5700522410962322
TL1a_FP_205	0.403069085767515
TL1A_FP_640	0.20444084561323111
TL1a_FP_65	0.3830565285979475
TL1a_FP_128	0.6922855734515122
TL1a_FP_64	0.4188762201234927
TL1a_DTT_172_Re_extracted	0.6056653722386561
TL1A_DTT_675	0.6665954345064988
TL1a_FP_209	0.12134089165821232
TL1A_FP_629	0.49240391919777854
TL1a_DTT_268_Repeat	0.5977255770370536
TL1a_FP_85	0.618059255898055
TL1a_DTT_267	0.6563857803368216
TL1a_DTT_139	0.5136236759621222
TL1a_FP_129	0.7125989245192917
TL1A_DTT_626	0.6298267839668978
TL1a_DTT_171	0.5603328530777747
TL1a_FP_206	0.4057784605333815
TL1a_FP_287	0.688139743660357
TL1a_FP_242	0.3278080871671482
TL1A_DTT_629	0.6145492942151917
TL1a_FP_86	0.5496932114532974
TL1a_FP_77	0.357290549173855
TL1a_FP_245	0.326262045960339
TL1a_FP_198	0.6607404738142396
TL1a_FP_161	0.5061796336281146
TL1a_FP_266	0.6421038358763306
TL1a_FP_127	0.6021492810716096
TL1a_FP_76	0.4651105087331829
TL1A_FP_676	0.4302698404913825
TL1a_FP_73	0.6062367715205211
TL1a_FP_102	0.6063152567284807
TL1a_DTT_169_Re_extracted	0.7191160530422731
TL1a_FP_197	0.5921751056925452
TL1a_DTT_209	0.39917698063029017
TL1a_FP_159	0.4550882396566531
TL1a_DTT_160	0.5520533378434294
TL1A_FP_677	0.5106911901504744
TL1a_FP_132	0.5416195708571011
TL1a_FP_98	0.4797544263127749
TL1a_FP_75	0.5718631615557757
TL1a_FP_130	0.5081484323523479
TL1a_DTT_234	0.6606647988006916
TL1a_FP_173	0.5006430527620299
TL1A_FP_685	0.6209356089667091
TL1a_DTT_74	0.6240913253202247
TL1a_DTT_158	0.34239887137236635
TL1a_DTT_269_Repeat	0.7211425150437694
TL1a_DTT_161_Repeat	0.6877742027194572
TL1a_FP_193	0.6061447242609603
TL1a_FP_139	0.49192425111015864
TL1a_FP_90	0.47827756697459384
TL1a_DTT_141	0.539336716182013
TL1a_DTT_210	0.6534973178934184
TL1A_FP_686	0.6427179462596354
TL1A_FP_674	0.6707549062044247
TL1A_FP_678	0.5709196344163191
TL1a_FP_265	0.5752179769760867
TL1a_FP_141	0.4676553634238154
TL1a_FP_174	0.6123094898276082
TL1a_FP_144	0.4567825620998965
TL1a_FP_195	0.6414936968679048
TL1a_FP_142	0.6935997970841503
TL1A_DTT_674	0.6933010729476017
TL1a_FP_158	0.473967718123291
TL1a_DTT_143_Repeat	0.7388877831526258
TL1a_DTT_129	0.7327393124612681
TL1a_DTT_265	0.5885894032091367
TL1a_DTT_285	0.6649278904496617
TL1a_DTT_144_Repeat	0.7364399358244184
TL1a_DTT_241	0.3604982414080799
TL1a_DTT_159	0.47157455360573824
TL1a_FP_62	0.5666876635886855
TL1A_DTT_627	0.6384914686802003
TL1a_FP_157	0.42837116157939253
TL1a_DTT_243	0.3399437071449523
TL1A_FP_625	0.6612383115188231
TL1a_DTT_127_Repeat	0.7129883468205185
TL1a_DTT_205	0.4219587563468504
TL1A_DTT_640	0.6429138890775618
TL1a_DTT_206	0.4398099070223275
TL1a_DTT_64	0.5086237199904433
TL1a_DTT_287	0.7783222866693997
TL1a_DTT_157_Repeat	0.5239936816191406
TL1a_DTT_233	0.6383346803074401
TL1a_DTT_62	0.5574769967285391
TL1a_DTT_65	0.45004003813791177
TL1a_DTT_242	0.3984252445490962
TL1a_FP_231	0.6340524639440394
TL1a_FP_284	0.6027242317161831
TL1a_DTT_245_Repeat	0.5305212841147359
TL1a_FP_74	0.5854269774735769
TL1A_FP_630	0.685223679259387
TL1a_FP_267	0.6712826324844963
TL1a_DTT_130_Repeat	0.6364418807166758
TL1A_FP_639	0.6227138828447335
TL1A_FP_673	0.6836323710900429
TL1a_FP_172	0.5490143195185911
TL1a_DTT_102_Repeat	0.7171094425993946
TL1a_FP_269	0.5873111455929941
TL1a_DTT_73	0.5818291492523454
TL1a_DTT_195	0.635680767299192
TL1a_DTT_63	0.5528943983181017
TL1a_FP_171	0.46349252498599924
TL1A_FP_687	0.5850932384047756
TL1a_DTT_85	0.6002120894180941
TL1A_DTT_638	0.35543793721985784
TL1a_DTT_86	0.49527885502175456
TL1a_DTT_193	0.6707780055114995
TL1A_FP_675	0.6359118219231085
TL1a_FP_288	0.6697973862865803
TL1a_FP_66	0.41382184892785756
TL1a_DTT_207	0.41669779168472837
TL1A_FP_637	0.6071892177743212
TL1a_DTT_196_Repeat	0.5681319840272614
TL1a_DTT_286	0.47559488578327824
TL1a_DTT_90_Repeat	0.6881996701544694
TL1a_FP_143	0.6332241803369333
TL1a_DTT_131_Repeat	0.6833003003644649
TL1a_DTT_230	0.5129018739178957
TL1a_DTT_75	0.6146135080226283
TL1a_DTT_61_Repeat	0.6755814317918486
TL1a_FP_87	0.5521067963970827
TL1a_FP_100	0.6388711600796693
TL1a_FP_99	0.44900775735498727
TL1a_DTT_246	0.5299179091166517
TL1a_DTT_128	0.7651091191374849
TL1a_DTT_283	0.7281896452452026
TL1a_DTT_194	0.6910167737016355
TL1a_FP_196	0.6035216383822114
TL1a_DTT_100_Repeat	0.6534952318467411
TL1a_FP_131	0.2996514648419534
TL1A_FP_688	0.3726576105473439
TL1a_DTT_198_Repeat	0.7680126637775373
TL1a_DTT_97	0.5909936020285279
TL1a_DTT_88_Repeat	0.6460884433261409
TL1A_DTT_630	0.5948720350909422
TL1a_FP_246	0.24727032508716087
TL1a_DTT_229	0.5155911738073129
TL1a_FP_169	0.5452020943514063
TL1a_FP_270	0.3566761607744849
TL1a_DTT_162_Repeat	0.6619744338951603
TL1a_DTT_66	0.5218080294071585
TL1a_FP_160	0.5754102375789839
TL1a_FP_283	0.7095336587120907
TL1a_FP_194	0.6067237326770855
TL1a_FP_61	0.6165641057765197
TL1a_FP_241	0.30802907419494113
TL1a_FP_286	0.5335791286340883
TL1a_DTT_140	0.6268198719864687
TL1a_FP_229	0.6148171800944433
TL1a_DTT_89_Re_extracted	0.7238111039137207
TL1a_FP_78	0.5276776821491902
TL1a_FP_210	0.6234995354316979
TL1a_FP_208	0.14633862867498554
TL1A_DTT_641	0.6565639377618935
TL1a_DTT_244_Repeat	0.45689410924300594
TL1a_FP_101	0.5723892891734064
TL1a_DTT_99	0.5351382152783419
TL1A_DTT_639	0.6322375055788632
TL1a_DTT_87	0.5423876693448061
TL1a_DTT_197_Repeat	0.7262270163385738
TL1a_FP_244	0.2957647012302952
TL1a_DTT_266	0.5618830738298296
TL1a_FP_232	0.2747817305173684
TL1a_DTT_270_Repeat	0.6959187980911496
TL1a_FP_233	0.5238894892817543
TL1A_DTT_687	0.5335349781854162
TL1a_FP_63	0.5732761052575859
TL1a_DTT_232	0.5132614115447088
TL1A_DTT_689	0.49702938987341677
TL1a_DTT_142_Repeat	0.6212673288173681
TL1a_DTT_77	0.4340114013196216
TL1a_DTT_98	0.5372141960500509
TL1a_FP_243	0.29487131427223284
TL1A_DTT_628	0.7145255522551339
TL1a_FP_268	0.6168943545047711
TL1a_FP_97	0.48715470988736354
TL1a_FP_285	0.683620534044067
TL1A_FP_627	0.5574098592719964
TL1a_DTT_288	0.7237728439424224
TL1a_DTT_170	0.5602448465581049
TL1a_DTT_101_Repeat	0.7154956745666512
TL1a_DTT_208	0.370962761346566
TL1a_FP_170	0.4412854719580917
