OTU ID,TL1a_DTT_127_Repeat,TL1a_DTT_157_Repeat,TL1a_FP_85,TL1a_FP_127,TL1a_FP_193,TL1a_FP_265,TL1a_DTT_265,TL1a_FP_157,TL1a_DTT_85,TL1a_DTT_193,TL1a_DTT_283,TL1a_DTT_229,TL1a_FP_283,TL1a_FP_229,TL1A_DTT_673,TL1A_FP_625,TL1A_FP_673,taxonomy
k__Bacteria;p__Actinobacteria,12,0,10,17,12,3,3,12,9,3,57,0,112,6,0,14,14,
k__Bacteria;p__Bacteroidetes,25299,16494,55873,57201,54251,38554,5015,74270,39015,36102,45575,42889,51009,34304,7004,9100,14069,
k__Bacteria;p__Firmicutes,17897,11294,16787,13802,1200,4165,14741,4545,27966,20125,20354,9461,25140,2783,3369,1407,4169,
k__Bacteria;p__Proteobacteria,173,165,296,0,1,190,123,420,362,18,100,2342,27,12,204,55,37,
k__Bacteria;p__Verrucomicrobia,3,5,208,1,16,26,20,0,318,418,6,4245,2,14,666,1955,697,
