	TL1a_FP_140	TL1a_FP_230	TL1a_FP_128	TL1a_FP_206	TL1a_FP_242	TL1a_FP_86	TL1a_FP_266	TL1a_FP_98	TL1a_FP_158	TL1a_FP_62	TL1a_FP_284	TL1a_FP_74	TL1a_FP_194	TL1a_FP_170	TL1a_DTT_284	TL1a_DTT_74	TL1a_DTT_158	TL1a_DTT_206	TL1a_DTT_62	TL1a_DTT_242	TL1a_DTT_86	TL1a_DTT_230	TL1a_DTT_128	TL1a_DTT_194	TL1a_DTT_140	TL1a_DTT_266	TL1a_DTT_98	TL1a_DTT_170	TL1A_FP_638	TL1A_FP_626	TL1A_DTT_626	TL1A_FP_686	TL1A_FP_674	TL1A_DTT_674	TL1A_DTT_638
TL1a_FP_284	4.4928330831106615	2.614771646381396	5.393252291363807	4.0595460624993835	3.543691614223235	1.5326763958597418	2.101107296589836	3.635096504275114	3.130001155554522	3.769558683961022	0.0	2.281635121125351	1.8708883356196448	2.979704102638806	3.546111707603935	3.0347878258787317	3.7142751657699513	3.737565022379459	4.0367204505540695	3.1631156449418154	1.850914372653091	3.471656251063035	4.188397620491324	3.2722404216127408	4.3438379425302704	3.7047123503928794	3.687667010521432	3.297747116472342	2.831485138055142	1.7852194886183292	1.6429066231600367	3.0869333088110507	1.4867144518091173	1.7815929333697413	2.419288668370186
TL1a_FP_74	2.888791768158923	2.2147555186948407	4.6957971238072425	2.7167903519844447	1.962405226337547	1.8638052906902811	1.9813742747594538	1.9971566712947872	2.583023782487001	2.25287032648315	2.281635121125351	0.0	2.117754636416553	1.1349432649589672	3.1461451216876894	1.2830094184242062	3.051484837583985	2.155363936195563	2.364350575732102	1.4662382817574047	1.552720689448282	2.6071366682658996	3.549608202876879	2.709294556027237	2.9343986328304386	2.4904321696168465	2.1385606504285994	1.4121891718385062	1.4492251646635324	1.443161686646258	1.3098837107398673	1.4630448499068751	1.4732218556321526	1.6490244015486921	1.1457411258989605
TL1a_FP_194	3.598603802119509	1.0755356391804303	3.6827370701868447	3.6378223688090396	2.794492474876328	0.8097619967515477	0.5747547519248623	2.8280931462416428	1.4747217294259616	3.3138221190788477	1.8708883356196448	2.117754636416553	0.0	2.353771657935259	2.073109211339546	2.862024446643686	2.206344814187051	3.050201598373658	3.2099542489502944	2.8283389456867774	0.837460221079862	1.9002885922063286	2.605988186184838	1.607463830806567	3.3179368205338204	2.1673414973799616	2.962115833220767	2.296760623798394	2.457538660114151	1.1372776627391785	1.1358023609679735	2.5698262318491314	0.9686548225304994	1.067598569211803	1.9989948413911318
TL1a_FP_170	1.7570824093224977	1.8903184845754022	3.926616987901138	1.738067408396905	0.8403691903694731	2.0138062728481367	1.9545510690619776	0.8630431339444942	2.114013030477045	1.2600616668538875	2.979704102638806	1.1349432649589672	2.353771657935259	0.0	2.5030146343976547	0.7655248526989851	2.32031453908947	1.0480824239263913	1.2349686570182077	0.6515736577653025	1.6113831646341694	1.9418405106035512	2.7981298840171247	2.203128404601757	1.8127760659350771	1.7580200112209707	1.024020606683204	0.704033481024059	0.6851475666013415	1.4752893687734476	1.49834520671825	0.4649570519201443	1.7281143842006395	1.6396993091362686	0.6965142718993106
TL1a_DTT_284	2.5511914878472894	1.088543351094946	1.9440804154034446	2.894360405891147	2.2625701670876093	2.032805128849115	1.6050995587240424	2.269826490971693	0.7807834080898508	2.7846598485298153	3.546111707603935	3.1461451216876894	2.073109211339546	2.5030146343976547	0.0	3.071426595441131	0.4005673103330548	2.4339753701179614	2.4559437872676493	2.8264476741918134	1.8957751005447407	0.8206552949767475	0.6936820791525534	0.7015149273384579	2.0669254628505103	1.33599949147127	2.324278877532984	2.3734328906531235	2.4552372662065496	2.014254495369026	2.2077183272538154	2.478298423412033	2.2306094950381268	1.8990548487016439	2.3151390568577166
TL1a_DTT_74	1.9673434166917056	2.490740351320568	4.571063815948058	1.5276810047430227	1.1333628988346574	2.365542026896399	2.4893323914055747	1.2122595722888747	2.7734666525290947	1.0831372075495154	3.0347878258787317	1.2830094184242062	2.862024446643686	0.7655248526989851	3.071426595441131	0.0	2.9244020451079247	1.1886281958837845	1.4797310531383752	0.33286311245820327	2.064375060460435	2.620083588383557	3.4116490573957927	2.8670290715093754	2.146318095008063	2.480694831182618	1.223959990164649	1.4319468257262622	0.6666021003557604	1.8304869456772637	1.8216268676991147	0.6311517487660646	2.0525227272440714	1.9972725003189096	0.9235659718203614
TL1a_DTT_158	2.250963973696906	1.1625166036571863	1.8127314201962128	2.721357307122642	2.0346365783597338	2.1828366786840463	1.7151575164612036	2.019999551739338	0.7749193566077823	2.5927341671279183	3.7142751657699513	3.051484837583985	2.206344814187051	2.32031453908947	0.4005673103330548	2.9244020451079247	0.0	2.2034198696164156	2.1753768831116624	2.6627808818356162	1.9617674491184356	0.5616514160810457	0.5296688841886347	0.6734299735337269	1.768301428859528	1.0037930954872214	2.094439774690179	2.125101805169945	2.342023701577453	2.074608949577209	2.2623437036064438	2.3106980431433266	2.319110211716927	1.9953282657548912	2.241405616581375
TL1a_DTT_206	0.8190777289802194	2.2768659918355962	3.658566171670798	0.8421135708537836	0.2696779432218943	2.625112120111607	2.5356002275861513	0.3236130454853653	2.356249335745378	0.48150258501911347	3.737565022379459	2.155363936195563	3.050201598373658	1.0480824239263913	2.4339753701179614	1.1886281958837845	2.2034198696164156	0.0	0.38404836821322563	0.8602532878133394	2.283972534337946	2.029701569474393	2.6042063046809725	2.395040082503402	0.972703108360322	1.8614009325354437	0.1106966965133513	1.3655322420645133	0.9454052480144185	2.123110428652742	2.2241654128334	0.7228734521562851	2.445074590783955	2.217715228509784	1.3319846828122046
TL1a_DTT_62	0.5256127954825485	2.384878557883337	3.482531523327028	1.0537332745595385	0.49482193339684605	2.861676099736018	2.6937412539191157	0.4103425377953575	2.3852905098210684	0.7820215095742166	4.0367204505540695	2.364350575732102	3.2099542489502944	1.2349686570182077	2.4559437872676493	1.4797310531383752	2.1753768831116624	0.38404836821322563	0.0	1.1663715867707958	2.490661754876856	1.9974631290119063	2.5232439191870335	2.4053917880299402	0.7608999626649197	1.7533580041074242	0.39719083926302345	1.361253042435273	1.2901106570313403	2.3699349462582124	2.4755362869916113	1.0214580573064462	2.6917913862897227	2.4614134672802925	1.6274784501868924
TL1a_DTT_242	1.6528843528780721	2.337173042029154	4.285414731890918	1.2685352968941705	0.8081580414987287	2.3384259878633005	2.405661092868722	0.8961272947840628	2.5781600759526047	0.8005753682225553	3.1631156449418154	1.4662382817574047	2.8283389456867774	0.6515736577653025	2.8264476741918134	0.33286311245820327	2.6627808818356162	0.8602532878133394	1.1663715867707958	0.0	2.019560100803367	2.385745340438446	3.137970880345642	2.660741068574779	1.8158350981810398	2.24573507997353	0.8925049942993484	1.3049360280611286	0.4888265196818897	1.7982528282139696	1.8262024738987535	0.3566173419698827	2.0609384998119147	1.9473497160455324	0.8655537807395289
TL1a_DTT_86	2.907700441779572	0.8685770430963463	3.673037555137487	2.832964947481064	2.0393252304882665	0.47888386953698425	0.49929723526715364	2.094069020515369	1.3766624548774153	2.5055827601735268	1.850914372653091	1.552720689448282	0.837460221079862	1.6113831646341694	1.8957751005447407	2.064375060460435	1.9617674491184356	2.283972534337946	2.490661754876856	2.019560100803367	0.0	1.6431195730458215	2.4575091367898154	1.5223549419986973	2.67894053676966	1.856990266749347	2.2029495911204173	1.7264758391707717	1.6280628161745416	0.3317794763660426	0.4025974565091645	1.768971292535098	0.3915089060875554	0.3380910990054171	1.17321811196715
TL1a_DTT_230	2.1760257488800705	0.8940289948705012	2.1125589014630926	2.680637468694768	1.8168186704468001	1.9568193195286094	1.4235124774338912	1.7852803921019806	0.5083585745333873	2.4533287118510403	3.471656251063035	2.6071366682658996	1.9002885922063286	1.9418405106035512	0.8206552949767475	2.620083588383557	0.5616514160810457	2.029701569474393	1.9974631290119063	2.385745340438446	1.6431195730458215	0.0	0.9660579105942333	0.4585824034942204	1.7669753060441202	0.5416278619495609	1.921742924019282	1.6513251430281115	2.0991132826945553	1.7901708013810769	1.9527883519148954	2.029992499406949	2.024810143642635	1.7526071144383517	1.9420787479107033
TL1a_DTT_128	2.511129328137375	1.6207811604250237	1.2940468732231227	3.0923634946979	2.4586897047075578	2.660612524919082	2.1634529757804963	2.4286470472528827	1.1621512630943174	3.0029472414218894	4.188397620491324	3.549608202876879	2.605988186184838	2.7981298840171247	0.6936820791525534	3.4116490573957927	0.5296688841886347	2.6042063046809725	2.5232439191870335	3.137970880345642	2.4575091367898154	0.9660579105942333	0.0	1.0260605977276365	2.00958171327221	1.295370765010848	2.4992236290699523	2.5417240815056417	2.8417217272213904	2.5900353651858494	2.7754763760990415	2.789099391455639	2.8197373566561312	2.5034276710404058	2.762740220996959
TL1a_DTT_194	2.604411853130156	0.6680610087334166	2.157690517500507	3.0137623576343	2.172029235851461	1.7596672930665747	1.184317104000612	2.158717761367236	0.14710363987198272	2.7897724619614603	3.2722404216127408	2.709294556027237	1.607463830806567	2.203128404601757	0.7015149273384579	2.8670290715093754	0.6734299735337269	2.395040082503402	2.4053917880299402	2.660741068574779	1.5223549419986973	0.4585824034942204	1.0260605977276365	0.0	2.1866747224461793	0.9429283583224473	2.285840372229019	1.9478924837457654	2.323107236797642	1.7227485262700348	1.8833738564021154	2.3072936520033496	1.902023276804684	1.6452396967858303	2.091323941641204
TL1a_DTT_140	0.5216684278536639	2.336654848126723	2.879803371865533	1.3433508784095873	1.030468967058195	3.0108134498973307	2.763157231547009	0.9775986964378814	2.209038282560361	1.317075199554634	4.3438379425302704	2.9343986328304386	3.3179368205338204	1.8127760659350771	2.0669254628505103	2.146318095008063	1.768301428859528	0.972703108360322	0.7608999626649197	1.8158350981810398	2.67894053676966	1.7669753060441202	2.00958171327221	2.1866747224461793	0.0	1.6094607884860967	0.9245443780333612	1.8151228012754443	1.7805755907041347	2.601315552598467	2.751676283488633	1.5967406663261015	2.936626809712215	2.6370860733848747	2.0551808389697346
TL1a_DTT_266	1.9420475131847377	1.272825809244313	2.243471257987999	2.6028891556698404	1.6497807684214274	2.2505524894671884	1.7237524594983984	1.5778551197679689	0.9707556236401185	2.3256466344632405	3.7047123503928794	2.4904321696168465	2.1673414973799616	1.7580200112209707	1.33599949147127	2.480694831182618	1.0037930954872214	1.8614009325354437	1.7533580041074242	2.24573507997353	1.856990266749347	0.5416278619495609	1.295370765010848	0.9429283583224473	1.6094607884860967	0.0	1.7640335721774902	1.3185043393731088	2.0621102611594613	1.9884075570519177	2.1218141097630387	1.906606190437495	2.2310030828617267	2.0049022653130812	1.9516602203484597
TL1a_DTT_98	0.8312451466008461	2.1734096247293704	3.564526351102165	0.9056605309679764	0.19924283687717093	2.545385670969458	2.442374025736907	0.26498691423804316	2.24774922477504	0.5673309278227457	3.687667010521432	2.1385606504285994	2.962115833220767	1.024020606683204	2.324278877532984	1.223959990164649	2.094439774690179	0.1106966965133513	0.39719083926302345	0.8925049942993484	2.2029495911204173	1.921742924019282	2.4992236290699523	2.285840372229019	0.9245443780333612	1.7640335721774902	0.0	1.3200784912495764	0.9261365616701078	2.0498459080399303	2.15716302185691	0.7112704408078806	2.37503284907779	2.139285523459951	1.2878130427908627
TL1a_DTT_170	1.8170961361873124	1.7894279244597315	3.5447345135380175	2.1866437253889606	1.1350075189546438	2.195145290648972	1.9286648917436866	1.0661577722511857	1.8787803459051495	1.7303076130685726	3.297747116472342	1.4121891718385062	2.296760623798394	0.704033481024059	2.3734328906531235	1.4319468257262622	2.125101805169945	1.3655322420645133	1.361253042435273	1.3049360280611286	1.7264758391707717	1.6513251430281115	2.5417240815056417	1.9478924837457654	1.8151228012754443	1.3185043393731088	1.3200784912495764	0.0	1.3362787106556973	1.7251912524829138	1.7579380029255793	1.0822929783636412	1.951135081545696	1.8700401306264876	1.2528180549525945
TL1A_FP_638	1.7560590397717966	1.9486990750750448	4.050802863102863	1.3476086079152774	0.819434460240445	1.9116740334268292	2.010401562963387	0.9426411104876398	2.2325926417161996	0.9611798834773236	2.831485138055142	1.4492251646635324	2.457538660114151	0.6851475666013415	2.4552372662065496	0.6666021003557604	2.342023701577453	0.9454052480144185	1.2901106570313403	0.4888265196818897	1.6280628161745416	2.0991132826945553	2.8417217272213904	2.323107236797642	1.7805755907041347	2.0621102611594613	0.9261365616701078	1.3362787106556973	0.0	1.3860263814608698	1.4430970760388666	0.3512181204633364	1.67187248586666	1.5131896738188704	0.4876390127370373
TL1A_FP_626	2.7984575490662498	1.0803550752731534	3.8405661057212757	2.6100087683568693	1.895311524984999	0.5460478720514533	0.7998060117718245	1.9694537499759608	1.5825716541683357	2.292446565956049	1.7852194886183292	1.443161686646258	1.1372776627391785	1.4752893687734476	2.014254495369026	1.8304869456772637	2.074608949577209	2.123110428652742	2.3699349462582124	1.7982528282139696	0.3317794763660426	1.7901708013810769	2.5900353651858494	1.7227485262700348	2.601315552598467	1.9884075570519177	2.0498459080399303	1.7251912524829138	1.3860263814608698	0.0	0.20742869600527727	1.574533816554852	0.34029684818362377	0.20695944735285557	0.9334929765114072
TL1A_DTT_626	2.9230589221635874	1.2379409649902602	4.015056559787118	2.7145934932019347	1.9965683288283393	0.5812788281252802	0.8949221568194651	2.0693150723328	1.740520666862861	2.3777568086242793	1.6429066231600367	1.3098837107398673	1.1358023609679735	1.49834520671825	2.2077183272538154	1.8216268676991147	2.2623437036064438	2.2241654128334	2.4755362869916113	1.8262024738987535	0.4025974565091645	1.9527883519148954	2.7754763760990415	1.8833738564021154	2.751676283488633	2.1218141097630387	2.15716302185691	1.7579380029255793	1.4430970760388666	0.20742869600527727	0.0	1.6306827441680631	0.23578209175575784	0.37145676849721027	0.9699634228914337
TL1A_FP_686	1.523076321440748	2.006431271944648	3.946199966488142	1.3014801551044235	0.5731506923714906	2.112130674925095	2.1171769981201907	0.6672047613344573	2.2275374757412	0.8431608602645377	3.0869333088110507	1.4630448499068751	2.5698262318491314	0.4649570519201443	2.478298423412033	0.6311517487660646	2.3106980431433266	0.7228734521562851	1.0214580573064462	0.3566173419698827	1.768971292535098	2.029992499406949	2.789099391455639	2.3072936520033496	1.5967406663261015	1.906606190437495	0.7112704408078806	1.0822929783636412	0.3512181204633364	1.574533816554852	1.6306827441680631	0.0	1.8638532540684014	1.7110522705563258	0.6809396747219216
TL1A_FP_674	3.1297175608050485	1.2391878992479946	4.048615635140275	2.9267891590467894	2.2160594085332033	0.39611961948218527	0.8146856499666195	2.2873653857727985	1.756935577219056	2.6020908870144086	1.4867144518091173	1.4732218556321526	0.9686548225304994	1.7281143842006395	2.2306094950381268	2.0525227272440714	2.319110211716927	2.445074590783955	2.6917913862897227	2.0609384998119147	0.3915089060875554	2.024810143642635	2.8197373566561312	1.902023276804684	2.936626809712215	2.2310030828617267	2.37503284907779	1.951135081545696	1.67187248586666	0.34029684818362377	0.23578209175575784	1.8638532540684014	0.0	0.3840014852030848	1.203208687059408
TL1A_DTT_674	2.866611944004477	0.9912403813035999	3.7582352915703083	2.680682042802691	1.9935810870706747	0.40906885731171155	0.7061338980536618	2.069622140024525	1.5063497379916835	2.3913178478702077	1.7815929333697413	1.6490244015486921	1.067598569211803	1.6396993091362686	1.8990548487016439	1.9972725003189096	1.9953282657548912	2.217715228509784	2.4614134672802925	1.9473497160455324	0.3380910990054171	1.7526071144383517	2.5034276710404058	1.6452396967858303	2.6370860733848747	2.0049022653130812	2.139285523459951	1.8700401306264876	1.5131896738188704	0.20695944735285557	0.37145676849721027	1.7110522705563258	0.3840014852030848	0.0	1.0869295141962512
TL1A_DTT_638	2.1064096927022367	1.6239985070546052	3.9979674459202177	1.8176118989413412	1.1368001664463099	1.4733495703135162	1.5922481334444447	1.2310639988806478	1.9800140885233335	1.4353075967100035	2.419288668370186	1.1457411258989605	1.9989948413911318	0.6965142718993106	2.3151390568577166	0.9235659718203614	2.241405616581375	1.3319846828122046	1.6274784501868924	0.8655537807395289	1.17321811196715	1.9420787479107033	2.762740220996959	2.091323941641204	2.0551808389697346	1.9516602203484597	1.2878130427908627	1.2528180549525945	0.4876390127370373	0.9334929765114072	0.9699634228914337	0.6809396747219216	1.203208687059408	1.0869295141962512	0.0
