	Itg.18.DTT496.S91	Lyz2.05B.DTT260.S101	Vil1.06B.DTT70	Vil1.03B.DTT35	Vil1.01B.DTT11	Itg.24.DTT530.S25	Vil1.06B.DTT72	Itg.24.DTT531.S26	Itg.04.DTT423.S15	Lyz2.06B.DTT272.S114	Lyz2.04B.DTT246.S87	Itg.20.DTT508.S3	Lyz2.06B.DTT270.S112	Itg.16.DTT482.S77	Lyz2.03B.DTT236.S76	Vil1.04B.DTT46	Lyz2.02B.DTT224.S64	Vil1.02B.DTT24	Vil1.02B.DTT23	Lyz2.06B.DTT271.S113	Lyz2.07B.DTT284.S126	Vil1.09B.DTT106	Lyz2.02B.DTT223.S63	Itg.22.DTT519.S14	Lyz2.04B.DTT247.S88	Itg.06.DTT434.S27	Itg.22.DTT518.S13	Itg.02.DTT412.S4	Vil1.03B.DTT34	Itg.26.DTT543.S39	Itg.04.DTT424.S16	Lyz2.01B.DTT210.S50	Vil1.08B.DTT96	Vil1.010B.DTT119	Vil1.05B.DTT58	Vil1.05B.DTT59	Vil1.010B.DTT120	Itg.12.DTT470.S64	Itg.02.DTT410.S2	Vil1.05B.DTT60	Itg.08.DTT446.S39	Vil1.08B.DTT95	Vil1.01B.DTT10	Itg.26.DTT542.S38	Itg.18.DTT495.S90	Lyz2.04B.DTT248.S89	Vil1.010B.DTT118	Itg.20.DTT507.S2	Itg.12.DTT471.S65	Lyz2.03B.DTT235.S75	Lyz2.05B.DTT258.S99	Itg.10.DTT459.S53	Itg.08.DTT447.S40	Vil1.09B.DTT107	Vil1.01B.DTT12	Vil1.013B.DTT156	Vil1.07B.DTT84	Vil1.014B.DTT167	Itg.26.DTT544.S40	Itg.04.DTT422.S14	Lyz2.08B.DTT295.S137	Itg.06.DTT435.S28	Vil1.06B.DTT71	Itg.16.DTT484.S79	Vil1.04B.DTT48	Lyz2.07B.DTT282.S124	Itg.06.DTT436.S29	Lyz2.08B.DTT296.S139	Itg.22.DTT520.S15	Vil1.07B.DTT83	Lyz2.02B.DTT222.S62	Lyz2.01B.DTT211.S51	Lyz2.01B.DTT212.S52	Vil1.02B.DTT22	Lyz2.07B.DTT283.S125	Itg.10.DTT458.S52	Vil1.08B.DTT94	Itg.02.DTT411.S3	Vil1.014B.DTT168	Vil1.09B.DTT108	Lyz2.05B.DTT259.S100	Itg.20.DTT506.S1	Lyz2.03B.DTT234.S74	Vil1.07B.DTT82	Vil1.013B.DTT154	Vil1.04B.DTT47	Itg.18.DTT494.S89	Lyz2.08B.DTT294.S136	Vil1.013B.DTT155	LYZdtt342	LYZdtt308	SLCdtt022	LYZdtt366	SLCdtt070	SLCdtt005	LYZdtt354	LYZdtt330	SLCdtt114	LYZdtt356	LYZdtt368	SLCdtt095	LYZdtt367	SLCdtt024	LYZdtt319	LYZdtt306	SLCdtt113	SLCdtt004	SLCdtt112	LYZdtt355	LYZdtt343	SLCdtt076	LYZdtt344	SLCdtt096	LYZdtt318	LYZdtt332	LYZdtt320	SLCdtt078	SLCdtt052	SLCdtt054	SLCdtt006	SLCdtt077	SLCdtt132	SLCdtt130	LYZdtt307	LYZdtt331	SLCdtt053	SLCdtt150	SLCdtt167	SLCdtt149	SLCdtt148	SLCdtt168	SLCdtt166
Itg.18.DTT496.S91	0.0	1.808633736228357	2.414420889917107	2.260822247563413	3.505014545552743	0.29659762722606137	2.3008457776330937	2.0187817148174165	0.3409363468894606	1.5233810290587875	1.098484058869171	1.9436098599688163	1.4664081259981965	2.994060498921282	1.6401464366688348	3.1548625593860176	1.9048220734709276	1.8114117492863764	1.674197268483372	1.570384925364852	2.026761940723579	2.341012671267168	3.439085038906336	2.1003907226454293	0.5067320563795881	2.389138343142339	0.9583856423179383	2.7018686998381023	1.1688492352086899	1.1896083727487445	1.01402576358428	1.794400075700474	2.4800141390930537	2.6449109228889647	2.839789396301539	2.2730639602098557	2.5352405409047507	1.9019637517844052	2.659703144029294	2.2478472913402205	3.1103715805107397	2.536143416045616	3.021714174288423	1.535543413098916	0.4158479615958145	1.0536643911542374	1.8674991798813996	1.0389952598294439	2.4396139172485927	2.6783937718812654	2.936001987902829	2.4140164263507904	1.3526356226505925	2.7916235735873935	3.058967398141125	1.9610875668185073	2.231508493338783	0.9823793288243976	1.850552813762734	0.7787801899991822	2.871201422827166	1.4621039496334634	2.4030219997674624	2.7159011486088995	2.714656079077125	2.095197341968353	1.7679516552668124	3.2057583576358897	0.3834486290554096	2.183459673572461	3.314510178415313	2.9498029399944845	2.409897050514997	3.3299017833768634	1.4975418898143307	2.9158709430103382	2.5179507667757597	2.959690639999597	0.8587630028544966	2.838723814581938	3.1269071626310523	1.2789947339845649	1.279849627827074	2.3574837146602734	2.458509863622589	3.2501735363770936	0.535851029051891	1.7387540392090735	1.9559015473251133	2.7734580615000253	1.867869516865765	0.33245648445759307	4.7787512024294045	1.8689667180649483	1.3955839737720743	3.5081792113678807	3.9965522796895203	2.24713177542508	4.062046957082902	3.609043586722341	1.8595216910902155	4.216118523767728	2.772417177884384	2.5629099375228623	3.255159881996625	2.3538003034251544	1.968802766719492	2.62043458163058	4.033273325249304	3.9095018785427977	0.8792525533896425	3.053876163088794	1.526748979661246	1.7673021887062215	2.71128319152732	3.8558959323420443	1.8302895250529	3.011635571779683	2.7022767271207417	1.1140705314004162	1.8415806238891084	3.3601414551247437	2.7637297202747013	2.2592651388460236	3.451315135960453	3.3893867179970574	1.7406335870442935	2.960495991227967	2.9099416820048103	2.6562988716007725	2.7359828511026434	3.50005454490307
Lyz2.05B.DTT260.S101	1.808633736228357	0.0	1.5193957095713713	1.076130771734305	1.8254046865329874	1.75098016248298	1.3295458002634846	1.9527627269068617	1.48526071037961	1.0309009733547407	0.7395949893773598	0.4095050318793374	0.5490708618763894	1.186835452407313	0.7572949865841996	1.3668282089125943	0.6173102728894881	0.32482470052645146	0.22439943305810692	0.24626945652302104	0.6584512498910531	1.3583489972439962	1.6604264659164714	0.9048874200624258	1.3110811175635093	0.6286369204491925	0.9165063775206513	0.9774467930875413	1.2786025316015495	0.7474021237100414	1.003900868227749	0.09713807689577844	1.628575622837036	2.038592438678945	1.6486886949644501	1.3766173837494	1.8657484171553256	0.2519986601773971	0.963885100814111	1.4022025397935098	1.4462959191798765	1.7356450090681717	1.2508181299457588	0.5062322754922625	1.5366327807903137	1.6031638591496378	1.485771234808672	1.1644202937601746	0.7400717029355851	1.0283962607946864	1.1934868583779585	1.2707680521884552	0.5854464207420109	1.933861900374721	1.5756927716499551	1.9620698271020773	1.3619178049989067	1.4524006578169428	0.44010818966664184	1.051807440037921	1.0876839825071887	0.7405476036086556	1.379579202008556	0.941226669523414	0.9270016935482165	1.3235918372526698	0.165335518616819	1.4005680315204443	1.5014337132297781	1.4645584567083927	1.5167273772761967	1.687640567684635	0.8669974432565687	1.7179551771419377	0.6963597718853962	1.55827690927159	1.7025807861449083	1.4303756148787616	2.5815183342222574	1.9507704365297527	1.3338863919993764	0.5352725867609336	0.5316906474568984	1.5778296890361099	2.2062351670962452	1.6569188923153777	1.8666497960296446	0.648625678512248	1.1600208533998206	1.1989783142345782	1.8046907279392956	1.6118257608225337	3.0904950815943844	0.4950268652288563	0.7199026484562648	1.8018122287576592	2.3274847377945864	0.46560543699997453	2.2943854468606992	2.349622619257265	0.8113521688448365	2.884537982002357	1.0307327501399488	0.7877169575024423	1.4519938519611724	0.6457198007379662	0.8494409687957731	1.1945567861628525	2.2404300808237125	2.122265216257606	1.1144734339622253	1.7020511864111385	0.6863055665855935	1.4741432807283623	1.2788107586965087	2.079291489115412	0.6887030059604805	1.2734090011282864	0.9572677652034693	0.7299092451431113	0.3601547158235182	1.7448179122071676	1.0354701212272368	1.3833437305725715	1.7797024259573484	1.639309749893518	2.3101410089641568	2.3112709904602977	2.7943443991447547	3.0309427554606603	3.1395960631501767	2.1153259856310918
Vil1.06B.DTT70	2.414420889917107	1.5193957095713713	0.0	0.6929242276339834	1.7417483652084236	2.2103757356466356	0.371234184778339	1.3934898689757016	2.234900673158761	1.1007000183652125	1.575648663567144	1.8999066353288916	1.4823754898610642	1.886201191136129	1.1558200771691953	1.80284835083858	2.009837952704767	1.248575541908606	1.7028469545193554	1.5270386838384034	2.110598435907548	0.7815435385626578	1.9058556946696872	1.0978720097597605	2.066923838653678	1.8391535369159504	1.9778497730386617	1.5224965365001224	2.3575941383713714	1.5106498977214837	1.5647384821177477	1.52084366041901	0.21948899806205757	1.1118041069769076	0.5062605645586039	0.6391378281378942	0.6378819720921074	1.6234766353452856	1.6029431585944733	0.5071479600086681	1.484466867698485	0.5191272285707645	1.5986783361957637	1.4965404270137261	2.3533781103605245	1.750237725097468	1.0441186502293098	2.272878884977509	1.3587773345207668	1.2427760199806726	2.2307421957010707	1.0433284326545202	1.9133603047836074	0.9414617313478597	1.22292989669586	1.3303725463811142	0.319182350799473	1.6106893321085778	1.416459548906605	1.9876606463495634	1.683506412320156	2.1308111167459436	0.23330603944667005	1.9946526451454554	1.5239867878629119	2.697898376561084	1.4068523109874507	2.0659797675063185	2.3147826321100515	0.2898385477278076	1.9642883445674169	0.7084910752271693	1.1090449293006572	1.5178713528362813	1.0926903600362965	1.2674571671752222	0.2924717387053896	1.2218378798662521	3.197869877961041	0.8074851538268555	1.7842846727274841	1.5739017499557526	1.6636374592179617	0.20983759373057068	0.9517384784623089	1.4184133390389495	2.6947765821571488	1.916149893193602	0.5274810266699246	2.351846950419198	3.086991053670797	2.389456555418848	3.811767474555649	1.0284585186469593	1.2160192524365756	1.6799682699776148	3.139806894847162	1.5152031459048128	2.8811404953265796	3.507245884754583	0.7637712863079539	3.951788706178366	1.3718758663841217	1.5077181838781415	2.037453342602772	1.2893920518743212	0.7296144444954931	0.7414508830409827	2.7174070104391417	2.59490984036138	2.1054132025484376	2.8885196056532707	1.0583156168745411	2.753147717834328	2.4522113929880893	2.7378565362973464	2.0610228233625607	2.211303291393804	1.6117126107689435	1.592759495347553	1.7033780468768847	2.7562482297423485	1.4063380705509478	2.7576290398893915	2.6710859997797076	2.4540050650706173	3.523473112243689	3.614904089961702	4.1444814651665896	4.079133157633129	4.349113109700265	3.3435587971005836
Vil1.03B.DTT35	2.260822247563413	1.076130771734305	0.6929242276339834	0.0	1.3972433878325243	2.068803740848423	0.7875816281480665	1.284249979945883	2.017394906652915	0.7836056460153874	1.3062683098910692	1.4604011802868542	1.0085388572587834	1.4778903333843578	0.6800429116270815	1.3736977005885127	1.6622620771342367	0.7690107512245502	1.2699204147602217	1.1435993675406226	1.708186939276896	0.3492188358561391	1.547447922036039	0.42747397347668564	1.8646684501279456	1.3878856834849738	1.6878644884771892	0.9646058573191459	2.159108670362973	1.1510834680356647	1.2705485115794728	1.1172757673800817	0.6877982538411623	1.0480836142464647	0.7879988987588232	1.044935243746224	0.8615140646726398	1.0884231923897658	1.0015615976141852	0.9661181790243908	1.050526369762116	0.7076240452090266	1.2039891390656519	0.9961167836351096	2.1609843485247695	1.5484817434116038	0.8342037453247617	2.030758191192684	0.7852101743072198	0.7285975123895413	1.7963922379504815	0.43017167789549515	1.5293438991122414	0.8730475160866964	0.8407989606137848	1.3037224263372724	0.784046156114763	1.44504028838294	0.8355955548364851	1.718586931378069	1.3469252767828357	1.7615591751796076	0.6793981508097019	1.5322534280207978	1.0903047537419956	2.38267911251746	1.0275229653683056	1.676634666573966	2.101161646194219	0.810228967820772	1.551182108113238	0.7528776565605544	0.4987413765915962	1.1669328417983604	0.8036947098787323	0.7709719407010992	0.7447106901325871	0.7837380576379852	3.1041801640584716	0.876405038446627	1.3708853996554946	1.2281905245223337	1.2963013674011952	0.6901045894943086	1.3551286028052616	1.0743315744814925	2.5287108294248157	1.639385987701726	0.48435257280421096	2.0014121845938444	2.829999466255239	2.2059906457500933	3.5215402675450087	0.638553227361367	0.8887856331853293	1.481592602431249	2.8412984393163296	1.1133790448477576	2.5901318617123925	3.214332566652537	0.4685985368723509	3.6718963596919925	1.018055393166106	1.143902276894564	1.6787916470475284	0.962064902176861	0.34089308479178293	0.6999688750547236	2.4270409529783494	2.318089039693852	1.882628207258731	2.5768727650799437	0.8140473540675388	2.4974981162674155	2.1462759691485735	2.401122834653142	1.7337660206017862	1.840144643340886	1.3192151940524828	1.2665705760478754	1.3624748228994246	2.4163829987524874	1.1305044452196922	2.435391528667041	2.3537327861755752	2.1022788389275684	3.2710402597097747	3.3440153533267307	3.8588332984940865	3.9749041149624618	4.145473257758757	2.9615017504248597
Vil1.01B.DTT11	3.505014545552743	1.8254046865329874	1.7417483652084236	1.3972433878325243	0.0	3.3607543613876727	1.770200864367417	2.546260634461223	3.2094924204355	2.1282346553594373	2.437416550393924	1.9815862554498271	2.068619265950306	1.0465583408392145	1.9089025587379758	0.6655799165923661	2.204018021186004	1.7085739288600414	2.0301682824119314	2.039795972350952	2.149518603630225	1.5304211312856553	0.5099707291184479	1.4977353811437613	3.045186383024931	1.5702878935588782	2.7210399446406246	0.8909482014338209	3.0765174643879067	2.321099866980903	2.519127296521203	1.866848402680377	1.7460960418001628	2.019314422904992	1.3360487100002059	1.9566286198047482	1.9343203835567078	1.7529285279778983	0.9833825480322431	1.954467661510315	0.3974211545989376	1.7622355503194167	0.683824440225121	2.0114798145497748	3.311357021438989	2.8859737745885923	2.1685545334812826	2.9850872358817284	1.1058169676400595	0.8286101232326051	1.5034632210382364	1.3605587039307852	2.401909992422575	1.681094780385681	0.6441597525075936	2.605555655202069	1.855540269253255	2.7951803146700236	1.7025404266502138	2.8230342240638806	1.0928085846424276	2.529289269988342	1.6468320776472831	1.400202788062427	0.9857110791160458	2.840144483743138	1.8503094527148163	1.060771081602219	3.2616579238520735	1.9726689023888329	0.6948183024911591	1.1332259990988234	1.1000285454929126	0.26520206233835186	2.0406223570321957	0.9235006840803669	1.7869455993478458	0.6342540563118572	4.333720647470732	1.6567231823253261	0.7147276434461322	2.2742535411283784	2.302304625396566	1.83544825287224	2.516561995058894	0.35210122651524356	3.6629929170412647	2.3123462755632023	1.844754656760327	1.9397121753923756	3.4908804059762835	3.3757226607721074	2.587621018823689	1.6666530212441408	2.1247264903211165	0.5070384226843547	2.1260835156572444	1.505965302860504	1.660335533627954	2.9858789744117122	1.7410415476607455	3.246032847240219	0.9080301182875927	1.23998054421879	1.020309209910975	1.3573044162994532	1.6298064067174705	1.1896177265401087	1.4089391262619724	1.3615385736616548	2.9222550395683404	2.4814840377615464	2.0309630501750298	3.1552029921948557	2.185653569594777	1.5165751298745525	2.3197006234535724	1.5140552691164908	1.2879693355173107	2.4016548266472246	2.008244610399576	2.006270223225739	1.0646868662263573	2.8073327769047096	1.8478412308438688	1.5113509975274506	4.087590438699945	3.578616033342067	4.292943838513452	4.67187944860401	4.8096227320097	2.658534646911056
Itg.24.DTT530.S25	0.29659762722606137	1.75098016248298	2.2103757356466356	2.068803740848423	3.3607543613876727	0.0	2.1328289423041036	1.7318526763349615	0.4283326510184862	1.3079028954285985	1.0276675422890011	1.943641377856197	1.3514426223429832	2.93101584235712	1.4656030426360627	3.058603423150857	1.9416158468855413	1.701744447796515	1.6458967264203404	1.5182449363616848	2.0624723155724434	2.1180910631495324	3.3346024144644946	1.9211738600294985	0.54611613865853	2.3596593496342235	0.9986014978210245	2.58897687893228	1.3261364655697656	1.064575509208929	0.8470016699341284	1.745235482430233	2.258351740715739	2.3766742883705607	2.648861208106243	2.130995073800607	2.282865985481933	1.8368805762253293	2.5480613573055866	2.0883594016209304	2.9679778193186737	2.295526711794003	2.9188208354898397	1.425501509704377	0.612688254959308	0.7742335454262755	1.607515417430793	1.1766549915262225	2.324484501211231	2.5422617534082823	2.9186058293407293	2.2089759104013087	1.3676987249352237	2.541593937503011	2.879951813665192	1.671679739183798	2.052747704807921	0.7132127174528834	1.7366878819108835	0.8053983901214242	2.803885587287712	1.5268158593230319	2.2213657272539695	2.681604748653192	2.625810730882482	2.2271048852575435	1.7038020572756314	3.148205740815415	0.5471903774064535	1.9845987498592124	3.2249771939230243	2.7514400325520816	2.261860978603272	3.17102590781517	1.3453497018611953	2.7223064223653513	2.290371421740117	2.79123023167469	1.0907489422050383	2.593357249271598	3.0345966057894214	1.2171488793295335	1.2349278942899102	2.135472310792036	2.1927326410797	3.0887158403226933	0.8210281155024723	1.7779535412348706	1.7484661715426881	2.8000617166698967	2.0804766018642407	0.5532088681338796	4.791057973787243	1.7433022540189291	1.2403946262628722	3.3836639773015427	4.010774199460951	2.190604274898162	4.033703732552497	3.712112829605978	1.6900191999882015	4.312948434657191	2.6703862366332074	2.493510435548264	3.193498548148403	2.2722984495405214	1.793998730213912	2.4741019288313533	3.984795550550243	3.86138711196391	0.9780815578033255	3.1306375485620817	1.3834050202643413	1.9418007368330104	2.7625154459997385	3.825241641631029	1.8818289759686857	2.995833086525951	2.644992053955239	1.0254770407927734	1.8332434810671763	3.3864171240112517	2.6763843396490796	2.3854626551104463	3.460473665923446	3.3709515782901813	2.0134742390541143	3.1404979343566692	3.149552251817776	2.918141134051397	3.0136750864422965	3.5799329287180397
Vil1.06B.DTT72	2.3008457776330937	1.3295458002634846	0.371234184778339	0.7875816281480665	1.770200864367417	2.1328289423041036	0.0	1.631954609051002	2.106958354649141	1.1285052326922254	1.4107443750779831	1.6804382167115202	1.3908791738438782	1.722994989063403	1.137304486671714	1.711571787802173	1.7452607186247926	1.1126437454222888	1.5071153929874568	1.33060177976819	1.8638987570495629	1.0008501174147386	1.8339618408608565	1.1521296907942884	1.9180586946120057	1.6300697056022229	1.7897983503983104	1.46046607320234	2.0998378375221494	1.4113795322735772	1.4958211860829278	1.3101700110322483	0.5883149938142309	1.4510996390357038	0.650129797327906	0.292027137048468	0.9967362212445244	1.4783837194495553	1.55339171038523	0.20138642541904328	1.4961651128176523	0.8757887901957802	1.4971812380495972	1.4048025267085904	2.1891151907938178	1.7910144826241075	1.231177177308652	2.0414092457479645	1.2782230017798937	1.2080785349735377	2.028133213170525	1.2058374204153404	1.7172917100149596	1.2815956891976894	1.3400241009463274	1.5598571035444426	0.13200785389941416	1.614932638992614	1.334460592503633	1.8230852587116329	1.491418555873159	1.905992348497633	0.19201959928047252	1.805807811865951	1.3801594847123406	2.408994431802602	1.196090196775639	1.9045492868919445	2.1656329788501463	0.3360897794971044	1.868770690739	0.8966700365067928	1.0920396486575563	1.5801218235189296	0.9812959457365578	1.431979655820735	0.6631854833745189	1.3009931226396758	3.05996306984739	1.159553013506067	1.6784628598161004	1.4056239462336808	1.4940237208773295	0.5478217593164456	1.2396038274448327	1.4829723242448463	2.517324870151182	1.6352865962493137	0.5971550619594777	2.0855595326874488	2.8014834491869105	2.2339646639994273	3.602241463960716	0.8736303125005741	1.1259972901626367	1.625128974399495	2.906803712010508	1.2964819734400213	2.6975565784830673	3.205298267126253	0.6858317798686929	3.657313438533497	1.2289694674605443	1.3014644500320536	1.8752831396686036	1.0661419933037923	0.6930735463318122	0.6124006710201695	2.5612291559552314	2.428506508507573	1.893732227676867	2.5947181137324513	0.9175052730993373	2.464653369956323	2.1601734349998027	2.5612272657166244	1.7907601214874778	1.9873540469467412	1.3791408254317994	1.4579483238638102	1.4488196222644318	2.504028579785536	1.2127440454206972	2.4656236212565217	2.4280325082560505	2.2449721143043484	3.2725144487304134	3.2952643606176863	3.8429275133337963	3.7609731239588937	4.052869719769335	3.0790553255013404
Itg.24.DTT531.S26	2.0187817148174165	1.9527627269068617	1.3934898689757016	1.284249979945883	2.546260634461223	1.7318526763349615	1.631954609051002	0.0	1.9322095796509793	0.9461255270632911	1.6739499249045848	2.34002563493315	1.5108081236894035	2.7117724592367467	1.197370507744031	2.6065234094747227	2.5194166033688745	1.6556681373874371	2.037233892802332	1.8769209057752667	2.5889122557699826	1.0318740833250843	2.785179422050023	1.279204430509531	1.8926133983722122	2.4713384005092713	2.0132733425402014	2.136867906976108	2.5695404966474484	1.4483862497912596	1.3245712180881695	1.9975864404866142	1.2581817721263606	0.7784271807955632	1.7463428401735774	1.8413813725077446	0.9640800064615074	1.9475959948850714	2.1109248436671617	1.7039519782146464	2.234832446637563	1.066297180875697	2.4623347894670844	1.550458695605173	2.1634730959487762	0.9817481338648447	0.4876619105594593	2.395240477233733	1.9457235851778338	1.9615909036739634	2.9574834621203543	1.2187618773590685	2.081687587039123	1.0933391581483045	1.9124620426381647	0.18430930153497324	1.52322699136678	1.0562428189205446	1.63115423354398	1.914020726004492	2.6012358353581346	2.3579325938007316	1.563188773885679	2.6776882700364477	2.328077662340609	3.147971605637647	1.908340250701726	2.918036086868302	2.074612466945176	1.3575806205218575	2.7826815039032486	1.7267423775266755	1.6933503438979032	2.2898764927470823	1.351770946275947	1.6666257014326455	1.2314868267531687	1.9182250323664645	2.791179874779105	1.2085919455129859	2.614605396984703	1.7328732392309942	1.8009642413008682	1.196237428210218	0.980568696025754	2.207225852993597	2.491785122973732	2.435400098102362	1.0969166302506033	3.1101989300431585	3.363873261805646	2.156855417000729	4.774510659582466	1.600090605572807	1.317354291662367	2.720624371029988	4.078937329075433	2.222480265833464	3.8551794204134704	4.296046081387767	1.3240415243517638	4.811518300844958	2.291554793071047	2.360076869865585	2.934804148459723	2.149499675794415	1.311460222261648	1.914163549580331	3.6928506154272487	3.5898319520479367	2.1766480641405135	3.646614955521698	1.4162687580538522	3.0970213675325735	3.2128672955831536	3.651718505657952	2.545858154196236	3.037197094810746	2.5493598088884366	1.5964692769442774	2.2495736873976493	3.595241336166419	2.398320052078058	3.2522514894711927	3.5685346180672406	3.332580575599359	3.5510022558307615	4.169178835853675	4.4635747358809725	4.417242684683974	4.549845466183514	4.041794656877719
Itg.04.DTT423.S15	0.3409363468894606	1.48526071037961	2.234900673158761	2.017394906652915	3.2094924204355	0.4283326510184862	2.106958354649141	1.9322095796509793	0.0	1.3112744283103674	0.8026372300547837	1.60998046884407	1.1594678675946946	2.670337090070202	1.3770107060243353	2.837089490060676	1.5868373397364144	1.5077081731171906	1.3422458458461048	1.2511475724838952	1.699763198480225	2.123636549976543	3.126559448352675	1.8318471759293724	0.21971778272358158	2.058559270097024	0.63309533454706	2.3875576349232577	0.9487238067766756	0.8990052941857775	0.7662623337941469	1.474141039150202	2.3072318654498583	2.4987248499644994	2.6273485097503393	2.0905910839999877	2.3880447020243842	1.5711953609826752	2.3421936693251184	2.072386569334489	2.8138631923164157	2.3676131284243107	2.7113822570571857	1.2243687316542138	0.26071895705221076	0.985454116441618	1.7135326893576588	0.7779110292788293	2.1291243830620594	2.381605571673755	2.6032505643863337	2.167687592831536	1.017102279049304	2.6128785266072945	2.789944439259263	1.891052069565	2.0498185013911834	0.8858681795094625	1.5383941032754664	0.4502571627095979	2.5578115474733076	1.1381413100779678	2.204267081422715	2.38336079905927	2.400022694169949	1.817998218386179	1.4563611567625347	2.880593667749814	0.15270328899719324	2.0228482099205722	2.9939046679823833	2.7241654115875296	2.1202338777756498	3.0446050149097017	1.2417620624279018	2.654278693824476	2.3521797189311	2.6822191752366655	1.141692374779945	2.6621215093377666	2.8094930238310436	0.963304703714255	0.9540991651596447	2.1914253109320234	2.389208105417728	2.9683171559364445	0.5853840117110422	1.4365306093258967	1.7585956815413109	2.4533044849038257	1.6772723536242231	0.2495448671272696	4.4551825792435285	1.586952082856559	1.1336733786111854	3.216774348170082	3.6756074058470194	1.9299341167194828	3.7383144296605577	3.3191664305092643	1.6162962220006014	3.923668650054938	2.4699465365772504	2.251132108380427	2.9334428467086764	2.053301971805708	1.722487632825301	2.367808184237736	3.7104863051156083	3.5892123737835924	0.6030408316321296	2.751015293375352	1.2735824176916712	1.536752032689442	2.4030866637461274	3.528212947823006	1.5181512693903176	2.685510439328607	2.3943743689225743	0.8089758741755799	1.5244893051969746	3.0386675581005798	2.4643706773134375	1.9777208558479524	3.1301614062050347	3.0629392264387656	1.6615084022045796	2.7303014580141363	2.7498689700595826	2.611935077142115	2.6777504352117196	3.1871209969194587
Lyz2.06B.DTT272.S114	1.5233810290587875	1.0309009733547407	1.1007000183652125	0.7836056460153874	2.1282346553594373	1.3079028954285985	1.1285052326922254	0.9461255270632911	1.3112744283103674	0.0	0.7828664322550859	1.4171446155621863	0.6148887312811265	1.9646928237600974	0.3192125014794247	1.9683689688364374	1.57610085956482	0.7600585448022577	1.106151181948527	0.9336228410993004	1.6567656878489392	0.8181163055006624	2.2054782905952717	0.6802891198835639	1.1952356837871507	1.6012071812370188	1.1613946424013148	1.481962174094435	1.7130373484467276	0.5647958247567643	0.5553998339052384	1.0665979070619738	1.1064605506015035	1.2465587608072592	1.4542508649089783	1.2822472318653004	1.1449442636134841	1.0691502371486472	1.4607948179126113	1.197734538271551	1.7498277945528404	1.1022988634905335	1.8154773687427135	0.6636159687526881	1.4961509671094773	0.7803305802914517	0.5130233908035905	1.5464098016886572	1.2316148116673766	1.3586641054854103	2.1323090201829866	0.9182744464073433	1.1686048524633907	1.3093164502572188	1.5923591636600654	0.9401245263535369	1.0580419376123038	0.6694218948536488	0.7926066912043475	1.1170579437299823	1.83899200968192	1.4421969995751929	1.1295135962395453	1.8553390954621076	1.5932010337099367	2.2110576411898495	0.9775251198528604	2.1849769622840394	1.4204828904733586	0.9979830827391951	2.1475838751039484	1.4916497214775497	1.0624648801059173	1.9122972095096065	0.42167619961627756	1.430969367840409	1.1453235607290482	1.5215399490397568	2.374638784859441	1.3653790737056974	1.958185947419978	0.8062079039772388	0.8813268954373571	1.0154413125378228	1.3567273819289898	1.826617190633199	1.8637511381996794	1.4903112435142236	0.5752590776547074	2.21242486997703	2.478557936576893	1.5236549853162378	4.004399217656783	0.7308692855346566	0.37521484992480986	2.2091861698190582	3.267385100101607	1.3524181492138097	3.1275145130485598	3.372334647466304	0.5442529103385247	3.9055285776573467	1.5938905679326003	1.555850139660955	2.213032091037226	1.3299150743393324	0.5899145640279047	1.3374958679308357	3.009705874264398	2.894462065165093	1.349770061000748	2.7243520905789955	0.5037728576453931	2.188958315341891	2.2915622369518505	2.9189653991057343	1.600902706439327	2.206937470861622	1.7441736410498383	0.7113753030136298	1.3089634789068203	2.7339094004322444	1.6623826741933425	2.311850865673278	2.7329274574879987	2.5389106671524866	2.7685810170932768	3.229198837999051	3.571042460744868	3.5899309535137163	3.7265024205928015	3.1441136751039527
