#OTU ID,Lyz2.01B.FP211.S59,Lyz2.04B.FP244.S41,LYZFP332,LYZFP331,LYZFP330,LYZFP329,LYZFP328,Itg.16.FP482.S85,LYZFP327,Itg.22.FP518.S21,Lyz2.05B.FP255.S52,Vil1.02B.FP24,Itg.02.FP407.S7,Lyz2.03B.FP234.S82,Itg.26.FP542.S46,LYZFP320,Itg.10.FP459.S61,LYZFP319,LYZFP318,LYZFP317,LYZFP316,LYZFP315,Vil1.02B.FP20,Vil1.02B.FP21,Vil1.02B.FP22,Vil1.02B.FP23,Lyz2.06B.FP267.S64,Itg.02.FP408.S8,Itg.04.FP423.S23,LYZFP308,LYZFP307,LYZFP306,LYZFP305,LYZFP304,Itg.08.FP446.S47,Vil1.07B.FP79,Itg.20.FP505.S8,LYZFP303,Itg.16.FP481.S84,Itg.20.FP506.S9,Itg.18.FP496.S99,Itg.22.FP519.S22,Itg.10.FP458.S60,Itg.26.FP541.S45,Vil1.05B.FP60,Lyz2.05B.FP256.S53,Lyz2.02B.FP223.S71,Itg.12.FP467.S69,Itg.04.FP424.S24,Itg.18.FP491.S94,LYZFP356,LYZFP355,LYZFP354,LYZFP353,LYZFP352,LYZFP351,Vil1.05B.FP56,Vil1.05B.FP57,Vil1.05B.FP55,Vil1.05B.FP58,Vil1.05B.FP59,Lyz2.02B.FP222.S70,Itg.12.FP468.S70,Itg.02.FP409.S9,Lyz2.07B.FP279.S77,LYZFP344,LYZFP343,LYZFP342,LYZFP341,LYZFP340,Itg.10.FP460.S62,LYZFP339,Vil1.09B.FP107,Vil1.09B.FP106,Vil1.09B.FP105,Vil1.09B.FP104,Vil1.09B.FP108,Vil1.09B.FP103,Lyz2.08B.FP292.S90,Itg.26.FP539.S43,Lyz2.03B.FP232.S80,Itg.18.FP495.S98,Lyz2.05B.FP257.S54,Itg.06.FP436.S37,Lyz2.04B.FP243.S92,Itg.04.FP421.S21,Lyz2.07B.FP284.S82,Vil1.04B.FP48,Vil1.04B.FP44,Vil1.04B.FP45,Vil1.04B.FP46,Vil1.04B.FP47,Vil1.04B.FP43,Itg.16.FP480.S83,Itg.26.FP540.S44,Lyz2.02B.FP224.S72,Lyz2.01B.FP208.S56,Lyz2.03B.FP235.S83,Itg.18.FP492.S95,Itg.24.FP528.S31,Lyz2.02B.FP219.S67,Lyz2.08B.FP291.S89,Itg.12.FP469.S71,Lyz2.06B.FP269.S67,Itg.10.FP457.S59,Lyz2.05B.FP258.S55,Itg.10.FP456.S58,Vil1.13B.FP152,Vil1.13B.FP153,Vil1.13B.FP154,Vil1.13B.FP155,Vil1.13B.FP156,Lyz2.08B.FP293.S91,Itg.18.FP494.S97,Vil1.13B.FP151,Lyz2.03B.FP233.S81,Itg.06.FP435.S36,Itg.22.FP520.S23,Vil1.02B.FP19,Lyz2.07B.FP283.S81,Itg.04.FP422.S22,Lyz2.01B.FP209.S57,Vil1.01B.FP08,Vil1.01B.FP07,Itg.20.FP508.S11,Vil1.01B.FP09,Vil1.01B.FP11,Vil1.01B.FP10,Vil1.01B.FP12,Itg.24.FP527.S30,Lyz2.05B.FP259.S56,Lyz2.06B.FP268.S65,Itg.06.FP434.S35,SLCFP149,SLCFP148,Itg.12.FP471.S73,SLCFP147,SLCFP150,Lyz2.06B.FP271.S69,Itg.10.FP455.S57,Lyz2.08B.FP294.S92,SLCFP146,Lyz2.05B.FP260.S57,SLCFP024,SLCFP145,SLCFP023,SLCFP022,SLCFP021,SLCFP020,Itg.18.FP493.S96,Lyz2.07B.FP282.S80,SLCFP049,Lyz2.04B.FP247.S44,SLCFP054,SLCFP053,SLCFP052,SLCFP051,SLCFP050,Vil1.06B.FP67,Vil1.06B.FP69,Vil1.06B.FP68,Vil1.06B.FP70,Itg.02.FP411.S11,Vil1.03B.FP36,Vil1.06B.FP72,Vil1.06B.FP71,Vil1.03B.FP34,Vil1.03B.FP35,Itg.20.FP507.S10,SLCFP167,SLCFP166,SLCFP165,SLCFP164,SLCFP163,Itg.24.FP530.S33,Vil1.03B.FP32,Vil1.03B.FP33,Vil1.03B.FP31,Vil1.14B.FP163,Lyz2.06B.FP272.S70,SLCFP109,SLCFP113,SLCFP112,SLCFP111,SLCFP110,Itg.06.FP433.S34,Itg.04.FP420.S20,Itg.08.FP448.S49,Vil1.14B.FP165,Vil1.14B.FP164,Vil1.14B.FP167,Vil1.14B.FP166,Vil1.14B.FP168,Lyz2.08B.FP295.S93,Itg.12.FP470.S72,Lyz2.01B.FP207.S55,Lyz2.03B.FP236.S84,SLCFP129,SLCFP128,SLCFP127,SLCFP006,SLCFP005,SLCFP004,Itg.24.FP529.S32,SLCFP132,SLCFP131,Lyz2.07B.FP281.S79,Itg.08.FP443.S44,Itg.24.FP531.S34,Itg.22.FP515.S18,SLCFP114,SLCFP003,SLCFP002,SLCFP001,Itg.02.FP410.S10,Lyz2.03B.FP231.S79,Vil1.10B.FP118,Vil1.10B.FP117,Itg.06.FP432.S33,Vil1.10B.FP119,Vil1.10B.FP116,Vil1.10B.FP115,Itg.22.FP516.S19,Itg.08.FP447.S48,Lyz2.04B.FP246.S43,Vil1.10B.FP120,Lyz2.07B.FP280.S78,Itg.26.FP544.S48,Itg.08.FP444.S45,Lyz2.08B.FP296.S95,SLCFP019a,Itg.16.FP483.S86,Itg.16.FP479.S81,Lyz2.02B.FP221.S69,Lyz2.06B.FP270.S68,Lyz2.01B.FP210.S58,SLCFP078,Itg.02.FP412.S12,SLCFP077,SLCFP076,SLCFP075,SLCFP074,Itg.04.FP419.S19,SLCFP073,SLCFP072,SLCFP071,SLCFP070,Lyz2.01B.FP212.S60,Itg.12.FP472.S74,Vil1.07B.FP84,Itg.20.FP503.S6,Vil1.07B.FP83,Vil1.07B.FP82,Vil1.07B.FP81,Vil1.07B.FP80,Itg.22.FP517.S20,SLCFP069,SLCFP068,SLCFP067,Lyz2.04B.FP245.S42,Lyz2.02B.FP220.S68,Itg.20.FP504.S7,SLCFP096,Itg.26.FP543.S47,SLCFP095,SLCFP094,SLCFP093,SLCFP092,SLCFP091,Itg.16.FP484.S87,Vil1.08B.FP96,Itg.06.FP431.S32,Vil1.08B.FP95,Itg.08.FP445.S46,Vil1.08B.FP92,Vil1.08B.FP91,Vil1.08B.FP94,Vil1.08B.FP93,taxonomy
MF0063,4141.58,6824.265,10491.6,3358.22,22341.31,32731.93,19235.62,8634,26743.13,2827.035,6769.31,11599.36,2774.25,4714.89,7452.75,1244.69,6296.07,7385.17,19149.64,11873.68,28619.99,27494.56,12655.18,12844.22,13946.44,11835.33,7475.4,5098.255,1963.5,26064.04,12189,15719.8,5041.96,16888.52,6810.33,13328,16534.345,18399.7,19280.335,10743.14,1705.5,4201.435,3731.915,9237.4,8206.56,2712.76,6230.705,13975.62,1655.92,13708.37,18924.55,9218.49,5534.71,9293.92,15591.29,30051.43,11048.24,14902.83,24209.23,3295.56,9355.4,3512.25,12591.04,6556.85,3412.64,9059.11,5021.2,1167.44,12649.06,14240.43,5042.09,25130.11,5538.67,11626.505,14141.09,12957.13,7807.17,10515.83,3860.35,5051.34,7381.93,6527.85,6459.8,5868.17,8355.24,8300.725,1917,10614.72,13354.425,11774.54,10332.69,4843.42,16418.505,19929.73,10801.57,4844.57,13072.07,4044.59,18126.23,9606.815,14884.385,4558.39,8678.77,2671.22,9037.68,4026.04,7746.855,34272.4,23118.54,5004.64,3098.23,1644.8,5830.7,1518.33,25947.77,11427.47,11558.67,5016.15,9139.78,1104.25,823.92,8202.13,10168.07,8553.38,20298.21,14979.78,5497.17,3769.58,11922.87,4757.2,2748.25,4213.59,3244,7926.5,11813.05,10060.415,5868.18,17762.72,2583,12117.61,1613.83,9329.08,2012.65,4999.895,6465.86,3946.08,3578.85,6179,8746.545,13857.1,4387.125,10408.32,386.36,4590.735,6723.295,3539.67,5587.35,7230.01,15511.55,11154.63,11463.66,4160.11,6516.785,7113.56,7532.73,8283.85,3787.37,8855.72,5685.16,13636.56,2824.5,8082.2,6925.81,9561.57,567.79,11919,12977.17,9367.88,21610.07,4970.08,7469.78,1789.125,3438.415,2896.4,3994.47,7156.7,3886.765,6210.33,14424.2,11740.29,1192.53,1431.99,1662,1343,10151.125,11504.35,2794.05,4064.545,7144.305,2897.615,1847.97,1696.58,232.08,11751.785,6008.63,8758.33,4388.91,9184.73,628.75,4408.56,2023.42,8903.875,3822.13,8542.23,3209.625,5904.16,2562.2,16576.1,8427.22,3057.17,16607.8,11473.58,14932.34,5170.46,411.92,12885.83,4943.005,4892.58,10323.475,5362.85,8395.59,11628.16,10669.59,10817.93,700.66,2133,2419.075,4421.065,1163.25,1379.87,3908.035,6655.125,9765.415,5321.99,3337.93,5238.59,4966.785,1436.67,15384.07,11150.1,11842.41,13653.73,5428.5,17013.17,16849.55,14374,3522.205,4356.745,5359.905,3622.69,15068.3,12177.71,69.5,7781.55,683.08,1952.105,2530.54,3477.37,6465.265,9390.93,8619.76,6900.435,5011.53,7698.58,27824.26,14238.03,2797.64,25918.615,
MF0020,183940.5,23310.725,87182.85,70108.03,46909.85,31981.125,17440.05,24263.7,48857.375,96079.55,12523.325,53988.2,12916.9,166177.75,107951.85,72863.55,152090.65,202241.475,54439.6,223031.025,102585.225,122780.225,27618.82,32335.35,48251.455,59637.7,19021.725,19382.1,300771.925,83850.85,78998.625,148455.225,456608.625,80116.75,32526.8,11829.53,44321.2,308363.9,22401.85,47174.1,95967.6,172453.3,117163.05,25684.15,24651.15,4706.05,170756.075,27888.5,88830.6,26619,21250.375,33875.05,217706.825,16488.225,20605.95,28456.975,20570.37,25579.2,23659.045,84955.75,145187.47,224114.1,26358.2,19629.3,4678.4,44646.58,121804.955,47205.15,28676.125,25302.325,80280.9,36526.3,62934.3,60913.925,24432.225,23427,56602.6,14430.25,20387.4,18415.1,82200.75,127129.25,9865.45,46645.025,81751.1,23089.95,11702.625,31586.25,23491.67,22839.33,39920.82,61656.975,26796.48,23512.175,25257,55331.45,33057,169954.6,37851,29611.6,26251.35,30353.8,34888,13199.575,37545.25,7444.75,40174.35,90701.775,55598.425,346084.925,88020.55,70029.8,20278.425,79139.4,68981.25,79061.2,72587.125,78269.75,43595.8,26010.125,152495.3,22457.1,17578.195,26952.05,81375.55,29758,68611.5,58200.95,60126.275,14338.85,7961,15465.6,115508.2,49304.2,22461.15,73748.1,20461.45,60439.65,30039.625,85035.95,32412.075,48925.55,13901.85,8368.55,41184.92,7780.45,13589.1,6722.9,7843.7,22061.7,19611.25,10685.35,39042.025,15127.7,48757.7,58714.3,13976,9074.75,18295.85,26045.07,18740.62,28332.4,203648.3,52440.375,20393.905,43787.98,75599.975,109036.55,100701.7,55273.85,92534.3,19103.7,22531.1,20035,130244.8,23013.58,35741.02,22349.05,49546.1,37739.6,12294,6728.2,15584.325,10883.4,5076.95,35579.35,22263.1,78097.5,41393.425,45669.175,89069.25,143402.275,69539.75,33485.25,72364.05,21255,82132.125,9538.95,17780.75,17011.75,66603.975,104416.325,50068.9,25108.15,23687.55,42683.9,12550.875,28780.45,164442,24924.35,6124.95,20813.15,16806.45,20582.85,103608.8,85785.8,71796.875,21606.775,39334.05,88812.425,25562.075,32133.6,42300.6,67188.8,43929.675,34935.8,9892.1,43551.65,20220.2,16974.875,6232.25,40715.5,20026.95,49230.5,24192.675,224451.9,37803.95,92782.95,46193.1,103916.8,10513.7,20426.4,17207.15,31955.6,21552.15,59868.55,45931.35,38849.15,43652.1,22645.02,45035.55,35629.5,33576.25,16893.15,11546.85,33110,9507.3,10772.1,11561.55,17269.125,55312.55,45231.05,86431.95,67410.45,170318.85,53580.15,33950.2,53773.4,30157.55,36990.7,100317.475,21208.55,176648.55,24350.55,44358.7,30916.55,99135,34116.6,
MF0061,128059.16,19734.74,177282.75,144471.86,109762.26,63533.13,40802.2,49052.84,90133.11,63961.2,21603.33,45578.93,12863.37,97577.66,69959.96,51344.65,83987.48,145455.49,62091.57,162007,93769.32,101912.68,29425.71,39372.92,45371.54,46316.17,26261.25,19955.6,187368.25,72386.96,68388.26,124558.09,314264.75,81224.03,29697.91,22348.43,44167.37,220606.85,39845.94,44611.23,59014,99625.73,66355.49,27327.12,27647.36,8713.15,123110.41,31136.56,55980.87,37481.49,46620.49,49962.76,163749.1,27765.3,33477.05,50206.01,34931.13,44129.16,39295.48,62452.55,108105.84,158082.52,30694.49,23492.72,6796.34,70892.02,119664.58,52653.41,44645.62,43424.58,46971.92,63123.39,83616.64,78653.78,39976.83,44816.76,87484.04,28631.33,19172.97,15961.55,54903.95,87260.37,18267.68,37750.92,52744.38,25630.25,11927,32175.37,27325.29,31054.17,51413.66,64418.68,30761.5,43761.47,28388.57,41750.25,44951.78,106499.09,52158.16,31334.55,32612.25,23973.79,39668.89,21284.96,34698.87,12965.83,31050.04,53943.18,43007.78,180508.04,46939.71,38409.86,22578.88,61481.66,36690.19,56986.61,61249.84,50515.82,37546.76,24242.25,99138.67,30868.04,20910.67,26800.2,71963.67,36701.88,62035.83,50839.03,53424.04,18411.22,12439.08,22811.71,102973.04,58679.74,31788.39,58703.33,20948.24,79941.31,23798.51,61539.2,27906.18,39043.25,18574.09,14366.96,27997.03,13641.33,19393.08,15007.5,17547.1,31753.09,18169.5,13851.84,19699.51,12612.51,35310.58,37468.01,18726.25,10337.08,26256.71,40787.99,30298.93,34274.81,146201.95,43839.14,29511.87,58528.67,62621.69,79437.53,86037.37,53293.54,87610.91,22290.34,23342.09,22370.25,84664.37,34306.79,50112.34,29509.39,68366.5,29631.91,12722.1,4649.5,10812.08,13567.33,7500.84,35447.6,18978.61,49534.66,51068.37,50619.31,51436.89,89461.28,42737.7,27576.62,62859.75,23917.65,49885.21,9804.24,15851.4,12711.76,30945.25,45984.83,22926.42,30792.76,19315,33257.25,16982.44,25849.56,87078.25,19777.66,5276.5,20758,14534.16,15749.83,70570.5,57432.36,87655.65,37025.04,35682.92,103943.69,41525.24,44148.3,44502.96,47364.17,19946.13,49232.76,12889.63,32002.91,22071.12,15229.93,16777.35,62131.49,29297.04,45500.5,21763.96,154982.65,24509.75,70803.4,29262.75,63575.58,9911.07,17315.09,21346.8,23359.59,15585,37884.34,30760.16,28225,46624.41,34824.79,36485.44,44502.62,56660.59,32290.1,20190.1,38655.53,9114.34,8921.5,9229.16,15809.17,52299.22,42071.68,45751,49031.96,96644.5,31668.84,26086.67,40122.97,23902.83,49245.62,96055.29,20525.35,132563.89,27866.41,63124.94,40912.7,87909.78,54164.55,
MF0062,416,1225.5,72.33333333,89.66666667,119.3333333,442.1666667,166.1666667,224.1666667,207.6666667,5597.5,778.1666667,3055.333333,483.3333333,5564.5,5795.333333,13610.83333,8801.166667,41533.83333,123.8333333,38171.83333,9016.666667,13872.16667,842.1666667,787.6666667,2149.666667,3060.166667,364.6666667,839.5,6312.833333,1801.333333,6753.833333,12353.66667,15140.5,1612.166667,1960.166667,0,1241.833333,5087.333333,201.5,1176.5,5612.833333,9328,5526,1006.166667,831.1666667,233.6666667,369,807.8333333,4349.166667,986.5,91.66666667,0,326.3333333,84.33333333,72.66666667,99.83333333,239.8333333,285.6666667,530.5,968.3333333,3499,160.3333333,829.3333333,658.6666667,23.5,268.8333333,219.5,17.16666667,95.66666667,72.16666667,7168.5,55.5,990,1016,105.8333333,117.3333333,1302.666667,68.16666667,65.66666667,742,1954.166667,0,332.8333333,1733,4476.666667,75.83333333,31.16666667,803.3333333,352,315.5,700.6666667,1371.833333,275.5,200.3333333,883.8333333,77.5,445.1666667,5655.166667,1406.666667,1079.333333,254.3333333,32.66666667,1135.666667,180,1498.166667,1116.5,1604,67.83333333,0,0,0,70.16666667,99.83333333,2653,22.66666667,2115.666667,1597.166667,6114.333333,1161.833333,114.3333333,1602,361.5,75.66666667,48,2988.333333,176.1666667,256.6666667,154,391,511.1666667,1379.833333,266.5,1320.666667,211.3333333,145.1666667,3688.666667,94.5,301.5,2305.166667,3073.666667,118.1666667,212.1666667,2562.833333,564.5,161.6666667,406.3333333,0,122.1666667,165,694.6666667,25.66666667,151.8333333,4040.166667,634.8333333,1884.5,2577.666667,205.5,189.3333333,22.83333333,0,0,48.16666667,12900.66667,1068.5,101.3333333,249.5,9262.833333,9086.666667,3688.5,5371.666667,4862.666667,1434.5,1876.5,2159.666667,7529,632.6666667,850.8333333,646,994.1666667,4336.666667,158,166,423,153.8333333,52.16666667,156.5,68,5558.5,891.8333333,1172.666667,0,0,5545.833333,124,2667,200.3333333,7963.833333,94.66666667,160.5,91,2455.666667,2877.833333,878,766,569.3333333,552,0,1671.5,18026.16667,1052.5,196.1666667,191,179.8333333,287.6666667,6346,1731.833333,2102.833333,571.3333333,198,8632,809.3333333,1407.166667,1352,4211.5,3561.5,2568.5,25.66666667,3708.166667,979.1666667,59.33333333,120,568.3333333,156,285.6666667,1149.833333,130.5,531.3333333,5396.166667,248.8333333,302.1666667,68.33333333,69.83333333,61.16666667,58.33333333,933.8333333,1655.5,1535,44.16666667,1877.666667,137.1666667,1388.833333,0,0,53,0,985.8333333,190.1666667,268.5,239,934.5,334.1666667,1402,0,3518.333333,6961.166667,1253.833333,1407.166667,2724.166667,1234.833333,595.1666667,762.5,89.5,565.6666667,1148.333333,215.6666667,136.8333333,313.3333333,163.3333333,
MF0060,118336,7517,6044,7448,14055,17583.74,7441.67,5497.34,20911,13255,3117.07,15132.67,2010.34,78415,14324,28465.91,18547.32,89754.67,24933,82530.25,37656,43100,6321,7717.92,10906,11599.67,7757.75,4174,112392,42203,28899,60985,269642,36289,5645,5212,10397,188664,6171.99,10101,11458.5,21206,19476,7245.83,11045,1954.91,110128,6155.5,15216,4764.82,12578,22235,141535,6975.5,6406.93,8847.49,12344.76,14515.25,8739.24,52005,78990,146813,7596.34,5094.65,1530,26460,79764,31141,11404,11465,16051.09,19847,25785,22806,8089.75,5078.57,19669,4524,11029,3242.75,42474,10945.5,4085.32,24259,34449,9061,6156,5302,6135,6594.5,10724,10316,8602,6529,8458.84,34604,12951.07,89817,8021.99,7469.84,8487.67,18727,9497.91,7144.42,8944.75,3017.33,8872,9518,7682.24,21501,6823,3269,8986,5892.33,8760,38623,35032,13488.51,13725,11454,77769,10259,8340,15437,16705.84,12800,35978,32208,31759,5182.66,3423.08,6682.74,63133,12395,11176.18,9362,4698.74,33467,8551.25,26939,16583,7218,5705.09,1591.5,15187,1345.83,2694,2534.25,2621.85,6510.83,9161,5392.17,10299,2373.51,5991.33,8343,7373.42,3444.25,6146,9736.99,6995.83,12847,27320.83,22885,7355,11673.15,23869,43022,20874.5,11854.5,30714,6870.67,6803.83,7576.17,15765.84,6835.5,10131.41,8738,20942,11433.58,2983.18,1561,3326.08,4191.33,2530.17,17533,12228,12031.83,12643.33,9591.1,13811.5,11994.92,11791.24,18669,11284,8863,30029,2753,6486,8477,5390.25,6143.58,3312,8565.16,3974,8481,4747.57,5678.84,37240.5,5257,1372,4010.5,2797.91,3328.08,13577,47222,32884,3969.26,22894,23224,5943,10662,10566,9467.67,10472,8193,4483,8536.58,5011.99,8725,2394.5,7566.08,8406,25906,5006,147967,18540,12032.83,26106,59209,4650,10524,7602.66,18606,4224,14217,11117,25542,7413,7360,16944,17473,18094.59,7137.49,3427,10361.66,2092,3232,3934,5688.41,28654,12472,7800,10746.65,24298,5290,6638,11439,6063,7145,40268,10490,108317,7989.91,15561.66,9400,53675,12631.34,
MF0027,39,13,0,0,3,159,122,485,133,21,46,0,9,157,63,0,152,0,285,73,97,233,97,70,0,0,128,0,0,447,211,241,78,115,19,878,0,122,127,0,0,0,114,77,190,0,266,279,0,302,90,0,93,82,152,498,125,223,472,42,124,17,116,0,0,13,16,0,88,93,38,106,0,0,0,0,0,35,8,48,215,0,0,0,422,24,0,150,88,29,151,270,87,363,121,115,165,137,136,0,187,131,75,0,101,10,38,143,108,147,163,98,33,0,143,116,13,0,392,0,0,58,49,266,22,0,13,11,0,17,21,29,0,106,3,172,0,1,0,279,0,3,0,0,111,5,10,12,29,44,0,40,9,0,2,0,0,8,522,124,227,46,0,161,230,460,0,66,0,6,258,38,2,1,0,75,0,163,364,32,26,23,45,2,2,0,14,100,96,112,23,81,20,0,152,177,90,6,117,24,2,0,6,43,77,78,11,19,0,81,12,4,0,0,0,347,0,69,75,0,0,63,0,118,16,29,0,14,57,0,12,236,414,161,0,65,29,0,21,20,21,65,32,21,80,165,94,25,203,272,68,202,479,236,458,0,18,54,7,25,395,0,0,13,2,0,28,44,20,189,0,25,0,0,51,214,0,26,
MF0028,4916.66,8400.99,10510.75,14478.75,28697,40624.08,21886.99,18104.34,50734.27,6867.04,8072.32,12452.89,4468.16,6828.64,10466.02,2040.66,6719.22,10585.97,23061.07,17981.63,34121.33,36949.99,15554.83,17156.87,18146.68,14359.53,11363.5,5238,2157.8,51241.35,20705.09,31532.76,9238.59,29599.25,7091.46,20106.32,20491.49,21545.51,17568.7,17326.66,3394.25,5041.1,3760,12199.28,10458.44,3629.68,6748.7,15518.82,2355.52,15750.24,20105,21569.25,11130.25,16183.5,16594.87,30847.77,20510.51,25327.5,29137.64,4395.04,11166.77,4097,11877.34,8154.65,5526.96,28356.25,27335.5,19269.75,19424.21,17906.01,8449.06,27021.33,23809.25,14950.75,14376,16454.21,22194.5,20253.49,5793.18,10471.5,11922.02,9536.25,7564.82,11881.9,18287.16,9912,2380,12701.98,14180.23,15144.05,11997,11828.25,20172.08,22377.48,13911.86,6509.96,25055.32,9596.6,16156.74,9699.02,16635.17,6544.28,14756.16,10024.67,13429.44,3889,8351.7,59855.63,38500.78,4585.78,3387.29,2526.75,9423.34,8985.75,48168.72,15630.9,11765.34,7754.62,20271.23,7096.75,994.8,18379.5,15418.5,22870.27,29443.84,19861.14,15872.41,10904,20722.16,7715.16,3633.5,10199.99,14762.33,21591.84,19919.68,9871.5,10182.99,20374.37,7342.5,17059.61,7965.75,13406.17,2814.4,4477.55,12458.73,4198,5328.5,8373.4,8562.27,13711.72,4612,13463.04,938.33,6887.07,8272.33,4557.01,12068.67,8329.69,18360.78,25577.99,17214.66,11932.01,15808.54,8368.01,12737.67,31048.65,4682,2696.69,34820,17285.31,5884.84,9836.77,14314.99,16086.09,1209.66,15527.25,19988.16,16689.34,30522.5,8853.76,8182.07,2005,4686.83,7788.33,4946.67,9372.16,4033.14,12127.66,17502.78,14021.29,1533,2982,1818.42,5557.33,12193.25,12018.72,8710.24,4262.66,9769.33,4964.9,1740.37,1503.03,977.17,12879.16,7612.33,9529.23,8325.32,15154.14,1928,8727.16,2053.87,10445,6453.66,10379.73,4294.8,13122.36,19482,21938.33,13689.02,17851,20498.47,28309.99,16674.5,6049.75,1790.67,13578.41,5001.18,10577.56,11937.96,7352.52,7704.47,23234.33,11786.96,14218.22,1375.34,3067.4,9692.37,16022.84,2434.1,1615.13,4635.16,7824.23,10943.66,8625.53,5042.13,6157.63,4918.93,3924.57,19414.41,15322.83,16595.88,14596.16,28877.34,21140.02,19991.77,18265.16,3420.51,6213.94,6698.81,7467.16,19621.12,16488.5,88,10375.02,814.5,2475.01,6849,8223.51,7185.06,18000.5,36842.4,8461.6,10922,11388.13,40040.66,20612.16,15963.5,36028.59,
MF0025,65.33,544.6,259.98,153.4,374.92,8019.2,3603.7,576.5,6814.59,46.33,424.73,112.5,356.97,217,146.17,41.15,189.16,175.18,3937.25,682.43,6036.87,5192.88,1054.29,1479.32,259.4,125.33,1923.2,360.77,6.25,14900.08,493.5,664.9,544.81,4782.4,46.33,2542.23,1612.97,3976.01,1790.96,1616,11,16.33,133,1549.53,1143.53,191.02,290,1278.47,143.75,1184.27,286.32,64.48,365.98,3726.44,5315.31,9467.12,2617.72,3742.58,5161.5,273.78,384.45,51.75,924.23,416.67,727.55,762.32,280.43,46.83,2722.03,2965.06,97.08,3616.25,412.6,356.76,2328.03,2653.41,225.86,1667.66,835.47,982.11,879.57,3.33,296.4,63,1840.79,1045.4,17.5,389.85,1242.34,1478.63,573.58,760.42,2231.66,2696.35,1956.94,187.23,3036.95,161.75,1019.27,1262.17,1868.03,903.1,968.29,940.4,1548.71,39,760.84,20830.47,7731.93,3445.6,2376.27,951.35,1299.18,44.33,19057,1435.79,62,53.17,1621.27,32.25,2.5,2265.4,1070.65,1539.36,128.33,1511.01,87.17,96.33,237.17,700.67,45.75,1320.61,64.83,1650.41,1936.73,216.33,1073.38,3308.08,48.16,1446.83,127.82,889.33,29.45,94.33,1626.59,64.5,18.07,560.75,725.77,709.83,16.5,1021.07,27.5,228.47,314.53,273.92,1297.05,1202.71,2464.23,2584.23,2341.4,895.08,41.33,446.18,975.61,1861.23,225.7,319.75,84.83,155.03,322.95,389.6,760.8,847.06,51.87,1288.83,1775.61,1522.23,3165.87,161.58,1456.6,50,106,499.7,344.87,886.53,489.03,127.33,2139.18,1466.77,441,374.47,571.92,67,186.83,2045.76,117.33,368.53,992.33,416.6,52.07,52.33,22.33,1330.07,99.63,103.33,865.33,845.83,5,703.24,42.67,746.5,662.98,1705.78,25,1187.55,850.17,3222.64,645.63,483.6,3648.65,2831.7,1245.6,135,113.5,1206.26,604.7,41.08,741.34,150.08,584.7,320.41,1530.42,1387.69,21.58,98.75,83,52.5,29,27.33,388.66,615.33,1426,1003.73,290.93,958.33,1297.33,68.17,331.5,1954.88,1275.13,374.5,717.25,2801.1,1687.54,1242.26,758.46,1880.17,3101.84,496.83,2679.72,1392.05,0,399.47,14.33,161.06,714.44,846.35,1123.23,384.46,1606.52,881.44,232.6,936.08,2210.9,3472.35,459.17,2435.87,
MF0069,4,0,9870.25,750,137.25,141,82.5,1.5,168,1,0,7,1,2,3,22.75,2.5,57.25,76.25,1785.5,116,111.75,1.5,3.75,3,5,1,0,3.25,96.25,86.5,99.5,101.25,101,0,4,0,103.75,0,5,5,1,1,2.5,85.5,0.75,1,1,164.75,1.5,55.25,201.75,166.25,30.75,27.75,94.75,5.75,7.25,9,1966.75,4201.75,3.25,0,0,1.75,410.25,1603.5,37.5,55,40,7.75,84.75,46.5,2,0,2.25,37.5,1,1,1.25,2,1,0,4,2.25,1,2.5,2.25,0,2.5,4.75,2.75,1,1.75,1.5,9,1.25,1.75,0,1,0,3.5,1.75,2,1.25,0,0,61.5,319.5,22,38,12.25,2.25,2.5,41,1.75,1,3.5,4,2.25,2.5,1.5,11.75,2.25,0,2.25,4.5,2,23.5,1,0.75,1.25,2,5.25,490,0,382.75,17.25,5.5,1,1.75,15.5,4.25,0,271.75,1,2,4.75,0,0,1,37,1.5,0,0,11.25,13.25,13.25,4,3,3,86.25,0,52.75,119.75,128,43.5,377.25,2.5,1352,407.25,3,2.5,1.5,2.5,3,4.25,4.5,3,20.25,0,0,9,7.5,0,1.5,0,3,5.25,2,55,12,46.25,8,0,1,0,0,0,0,37,52,16,0,0,1,1,2.5,4,0,0,0,12.75,36.75,0,2.25,32.5,3.5,0,210,4.25,3,0,0,5.5,3.5,1,4.75,0,12.75,0,2.25,2.25,1.25,5.25,4.75,0,0,1,1,0,0,0,0,0,0,0,5.5,2.5,15.75,1,4,2.25,3,2.5,0,0,0,0,1.5,1.25,1.75,0,4.5,1,0,19,16.25,0,2,2489.75,0,228.5,1.25,0,2.25,3.5,0,
