#OTU ID,LYZdtt305,LYZdtt304,Itg.18.DTT492.S87,Lyz2.04B.FP244.S41,Vil1.07B.DTT81,Vil1.07B.DTT80,LYZFP329,LYZFP328,LYZFP327,Lyz2.05B.FP255.S52,Itg.02.FP407.S7,LYZdtt317,LYZdtt316,LYZdtt315,LYZFP317,LYZFP316,LYZFP315,Vil1.02B.FP20,Vil1.02B.FP21,Lyz2.03B.DTT231.S71,Itg.10.DTT457.S51,Lyz2.06B.FP267.S64,Itg.02.FP408.S8,Itg.20.DTT505.S100,Itg.08.DTT444.S37,LYZFP305,LYZFP304,Vil1.07B.FP79,Itg.20.FP505.S8,LYZFP303,Lyz2.05B.DTT255.S96,Itg.24.DTT527.S22,LYZdtt303,Itg.16.FP481.S84,Itg.02.DTT408.S100,Vil1.04B.DTT45,Vil1.04B.DTT44,Vil1.04B.DTT43,Lyz2.03B.DTT232.S72,Itg.04.DTT421.S13,Itg.26.FP541.S45,Lyz2.05B.FP256.S53,Itg.12.FP467.S69,Itg.18.DTT491.S86,Lyz2.01B.DTT207.S47,Itg.10.DTT455.S49,Itg.08.DTT443.S36,Itg.18.FP491.S94,Itg.10.DTT456.S50,LYZFP353,LYZFP352,LYZFP351,Vil1.05B.FP56,Vil1.05B.FP57,Vil1.05B.FP55,Itg.12.FP468.S70,Itg.02.FP409.S9,Lyz2.08B.DTT291.S133,Lyz2.07B.FP279.S77,Lyz2.04B.DTT245.S86,LYZFP341,LYZFP340,LYZFP339,Vil1.09B.FP107,Vil1.09B.FP106,Vil1.09B.FP108,Lyz2.08B.FP292.S90,Itg.26.FP539.S43,Itg.06.DTT431.S24,Vil1.08B.DTT91,SLCdtt021,Vil1.08B.DTT92,SLCdtt020,Vil1.08B.DTT93,Itg.12.DTT469.S63,Lyz2.03B.FP232.S80,Lyz2.05B.FP257.S54,SLCdtt147,SLCdtt146,Lyz2.03B.DTT233.S73,SLCdtt145,Lyz2.04B.FP243.S92,Itg.04.FP421.S21,Vil1.04B.FP44,Vil1.04B.FP45,Lyz2.01B.DTT208.S48,Vil1.04B.FP43,Itg.16.FP480.S83,Itg.26.FP540.S44,Vil1.01B.DTT09,Vil1.01B.DTT08,Itg.04.DTT420.S12,Lyz2.01B.FP208.S56,SLCdtt165,SLCdtt164,SLCdtt163,Itg.18.FP492.S95,Itg.24.FP528.S31,Lyz2.02B.FP219.S67,Itg.26.DTT540.S36,Lyz2.08B.FP291.S89,Vil1.013B.DTT152,Vil1.013B.DTT153,Vil1.013B.DTT151,Itg.12.FP469.S71,SLCdtt051,SLCdtt050,Lyz2.06B.FP269.S67,Lyz2.06B.DTT268.S109,Itg.10.FP457.S59,Itg.10.FP456.S58,Lyz2.08B.DTT293.S135,Lyz2.02B.DTT219.S59,Vil1.13B.FP154,Vil1.13B.FP155,Vil1.13B.FP156,Itg.18.DTT493.S88,Lyz2.08B.FP293.S91,Lyz2.01B.DTT209.S49,Vil1.05B.DTT55,Vil1.05B.DTT56,Vil1.05B.DTT57,SLCdtt109,Lyz2.03B.FP233.S81,Itg.20.DTT504.S99,SLCdtt111,SLCdtt110,Vil1.02B.FP19,Itg.20.DTT503.S98,SLCdtt001,Lyz2.01B.FP209.S57,SLCdtt129,SLCdtt128,Vil1.01B.FP08,Vil1.01B.FP07,SLCdtt003,Vil1.01B.FP09,SLCdtt002,Itg.24.FP527.S30,Lyz2.06B.FP268.S65,Itg.26.DTT541.S37,SLCdtt019,SLCFP147,Lyz2.04B.DTT243.S84,Itg.10.FP455.S57,Itg.16.DTT481.S76,Vil1.010B.DTT116,Vil1.010B.DTT115,Vil1.010B.DTT117,Itg.22.DTT516.S11,SLCFP146,SLCFP145,SLCFP021,SLCFP020,Itg.18.FP493.S96,Vil1.02B.DTT21,Vil1.02B.DTT20,SLCFP049,Vil1.02B.DTT19,Lyz2.07B.DTT279.S121,SLCFP051,SLCFP050,Vil1.06B.FP67,Vil1.06B.FP69,Vil1.06B.FP68,Vil1.09B.DTT103,SLCFP165,SLCFP164,SLCFP163,Vil1.09B.DTT105,Vil1.09B.DTT104,Vil1.03B.FP32,Itg.06.DTT433.S26,Vil1.03B.FP33,Itg.12.DTT468.S62,Vil1.03B.FP31,SLCFP109,Lyz2.08B.DTT292.S134,SLCdtt067,SLCFP111,SLCFP110,Itg.06.FP433.S34,Itg.02.DTT409.S1,Lyz2.04B.DTT244.S85,Lyz2.07B.DTT280.S122,SLCdtt069,SLCdtt068,Lyz2.07B.DTT281.S123,SLCdtt075,SLCdtt074,Itg.04.FP420.S20,Vil1.14B.FP167,Vil1.14B.FP166,Itg.22.DTT515.S10,Vil1.14B.FP168,Vil1.06B.DTT67,Vil1.06B.DTT69,Lyz2.01B.FP207.S55,Vil1.06B.DTT68,Itg.04.DTT419.S11,Itg.16.DTT479.S73,SLCFP129,SLCFP128,SLCFP127,Itg.24.FP529.S32,Lyz2.06B.DTT267.S108,Itg.16.DTT480.S75,Lyz2.07B.FP281.S79,Itg.08.FP443.S44,Itg.12.DTT467.S61,Itg.06.DTT432.S25,Itg.22.FP515.S18,SLCdtt092,Vil1.014B.DTT163,SLCFP003,SLCFP002,SLCFP001,Vil1.014B.DTT165,Vil1.014B.DTT164,SLCdtt093,Lyz2.03B.FP231.S79,Lyz2.02B.DTT221.S61,Itg.26.DTT539.S35,Vil1.10B.FP118,Itg.06.FP432.S33,Vil1.10B.FP119,Itg.02.DTT407.S99,Itg.08.DTT445.S38,Itg.22.FP516.S19,Vil1.10B.FP120,Lyz2.07B.FP280.S78,Itg.08.FP444.S45,Lyz2.05B.DTT257.S98,Vil1.03B.DTT32,Vil1.03B.DTT33,SLCFP019a,Itg.24.DTT529.S24,Itg.16.FP479.S81,Lyz2.02B.FP221.S69,SLCFP075,SLCFP074,Itg.04.FP419.S19,SLCFP073,LYZdtt353,LYZdtt352,LYZdtt351,Itg.20.FP503.S6,Vil1.07B.FP81,Vil1.07B.FP80,Itg.22.FP517.S20,SLCFP069,SLCFP068,SLCFP067,Lyz2.02B.DTT220.S60,Lyz2.04B.FP245.S42,LYZdtt365,LYZdtt364,LYZdtt363,Lyz2.02B.FP220.S68,Itg.20.FP504.S7,LYZdtt329,LYZdtt328,LYZdtt327,Itg.22.DTT517.S12,SLCFP093,SLCFP092,SLCFP091,Vil1.07B.DTT79,Vil1.08B.FP96,Itg.06.FP431.S32,Vil1.08B.FP95,LYZdtt339,Lyz2.06B.DTT269.S111,Itg.24.DTT528.S23,Itg.08.FP445.S46,Vil1.08B.FP94,Lyz2.05B.DTT256.S97,LYZdtt341,LYZdtt340,taxonomy
MF0063,10998.04,58541.06,3316.16,6824.265,4480.27,3453.57,32731.93,19235.62,26743.13,6769.31,2774.25,26497.4,12137.75,17035.95,11873.68,28619.99,27494.56,12655.18,12844.22,2360.72,3290.34,7475.4,5098.255,5773.81,11596.12,5041.96,16888.52,13328,16534.345,18399.7,4428.38,3308.46,145818.67,19280.335,3048.87,3142.26,5072.34,3440.52,6432.61,11519.85,9237.4,2712.76,13975.62,10446.78,4494.81,6492.4,4432.96,13708.37,7564.15,9293.92,15591.29,30051.43,11048.24,14902.83,24209.23,12591.04,6556.85,4702.75,3412.64,2786.78,12649.06,14240.43,25130.11,5538.67,11626.505,7807.17,3860.35,5051.34,5180,5548.4,4415.145,7328.27,6256.345,6988.23,4465.7,7381.93,6459.8,15415.84,2276.82,2735.37,8915.33,8355.24,8300.725,13354.425,11774.54,16260.775,16418.505,19929.73,10801.57,3040.39,1170.69,5255.79,13072.07,20316.27,6034.09,37644.61,18126.23,9606.815,14884.385,2364.14,4558.39,5907.44,7590.86,13797.64,8678.77,9630.375,11101.38,2671.22,1404.15,9037.68,7746.855,2691.37,6074.7,5004.64,3098.23,1644.8,9049,5830.7,2455.44,6371.6,7117.21,3789.52,3167.5,11427.47,2333.36,9040.715,1836.9,9139.78,10268.1,1408.85,8202.13,4796.88,11439.99,10168.07,8553.38,11093.99,14979.78,2909.43,4757.2,4213.59,5405.25,1887.62,5868.18,10280.63,12117.61,7657.1,6149.61,5265.09,5052.18,6313.695,9329.08,6465.86,6179,8746.545,13857.1,2490.04,1961.6,10408.32,2255.82,4668.16,5587.35,7230.01,15511.55,11154.63,11463.66,6808.98,8082.2,6925.81,9561.57,6751.5,4659,11919,7245.83,12977.17,12228.92,9367.88,7469.78,1773.57,2958.09,2896.4,3994.47,7156.7,5822.68,1598.31,1733.67,3455,5214.065,3903.16,1276.9,4278.23,3886.765,1192.53,1431.99,7012.53,1662,3915.99,7777.26,11504.35,5961.01,4933.08,91119.2,4064.545,7144.305,2897.615,11751.785,3436.61,7966.47,4388.91,9184.73,12236.13,7563.07,4408.56,9548.795,5620.88,8903.875,3822.13,8542.23,4838.79,4192.38,14838.535,5904.16,3302.82,4446.58,2562.2,8427.22,3057.17,3505.08,5062.74,14932.34,12885.83,4943.005,10323.475,4088.5,3558.66,3642.14,8395.59,11052.84,10669.59,10817.93,3908.035,6655.125,9765.415,5321.99,47308.39,15681.78,13728.7,11842.41,17013.17,16849.55,14374,3522.205,4356.745,5359.905,2604.85,3622.69,875449.01,6787.5,17263.89,15068.3,12177.71,31754.44,15125.96,13970.81,3420.31,2530.54,3477.37,6465.265,4309.71,8619.76,6900.435,5011.53,2202.51,1563.35,2461.12,7698.58,2797.64,2495.3,31022.69,3451.05,
MF0020,115280.545,88538.245,21098.95,23310.725,4839.875,3589,31981.125,17440.05,48857.375,12523.325,12916.9,128723.625,192087.155,49576.505,223031.025,102585.225,122780.225,27618.82,32335.35,39611.455,20401.25,19021.725,19382.1,24580.7,24126,456608.625,80116.75,11829.53,44321.2,308363.9,8357.695,21403.25,841982.42,22401.85,16758.55,10060.25,13201.15,9502,31632.62,72805.3,25684.15,4706.05,27888.5,25517.55,17107.925,47945.175,13060.745,26619,23132.75,16488.225,20605.95,28456.975,20570.37,25579.2,23659.045,26358.2,19629.3,29029.955,4678.4,7681.85,28676.125,25302.325,36526.3,62934.3,60913.925,56602.6,20387.4,18415.1,58927.025,7018.375,4383.1,6520.625,6070.6,7197.625,19217.4,82200.75,9865.45,36645.6,11349.6,10800.35,87274.655,81751.1,23089.95,23491.67,22839.33,20899.85,26796.48,23512.175,25257,10868.55,5225.1,15867.75,33057,49956.8,40279,89134.45,37851,29611.6,26251.35,13258.2,30353.8,11983.15,14330.45,21512.83,34888,11282.35,16218.85,13199.575,9767.175,37545.25,40174.35,22922.495,24832,346084.925,88020.55,70029.8,19404.4,20278.425,16436.15,6649.75,6935.25,3946,30474.875,79061.2,21378.15,15108.35,14334.2,43595.8,54529.15,5208,22457.1,22318.5,16412.65,17578.195,26952.05,35189.55,29758,25988.25,14338.85,15465.6,17553.5,10319.725,20461.45,54891.405,85035.95,23476.675,12215.2,6714.4,11216.55,10597.25,48925.55,41184.92,6722.9,7843.7,22061.7,15672.3,7050.65,10685.35,9138,12540.025,13976,9074.75,18295.85,26045.07,18740.62,8599.175,19103.7,22531.1,20035,8146.775,8578.05,23013.58,64604.275,35741.02,23608.55,22349.05,12294,11754.645,25219.75,10883.4,5076.95,35579.35,28948.3,13920.35,8227.75,15695.775,7810.1,9596.15,14004.175,45719.075,22263.1,89069.25,143402.275,40339.45,69539.75,3782.875,8395.125,21255,6168.5,17256.7,33988.9,9538.95,17780.75,17011.75,25108.15,16769.075,31339.78,12550.875,28780.45,34802.325,36535,24924.35,28729.9,19567.33,20813.15,16806.45,20582.85,17227.95,14561.075,31689.2,85785.8,13020.05,13766.7,71796.875,39334.05,88812.425,17334,13553.25,42300.6,34935.8,9892.1,20220.2,19260.8,14105.5,13130.9,6232.25,20719.45,20026.95,49230.5,10513.7,20426.4,17207.15,31955.6,90160.075,143249.555,185913.925,45035.55,16893.15,11546.85,33110,9507.3,10772.1,11561.55,23275.45,17269.125,23488.225,48946.525,32098.725,55312.55,45231.05,42065.23,49610.975,47501.525,13758.35,33950.2,53773.4,30157.55,4595.125,100317.475,21208.55,176648.55,12613.245,9858.35,15601.45,24350.55,99135,15984.45,64535.955,38386.6,
MF0061,86024.2,159733.13,32011.54,19734.74,5138.6,3864.74,63533.13,40802.2,90133.11,21603.33,12863.37,289704.85,154613.73,55107.06,162007,93769.32,101912.68,29425.71,39372.92,31404.17,16115.36,26261.25,19955.6,25867.44,32599.8,314264.75,81224.03,22348.43,44167.37,220606.85,13472.06,27279.03,847441.71,39845.94,18972.29,26744.95,16646.62,11709.47,32087.19,60264.26,27327.12,8713.15,31136.56,35470.08,22227.71,41441.87,12521.97,37481.49,23547.59,27765.3,33477.05,50206.01,34931.13,44129.16,39295.48,30694.49,23492.72,24535.03,6796.34,7275.5,44645.62,43424.58,63123.39,83616.64,78653.78,87484.04,19172.97,15961.55,45666.2,6672.73,9480.84,7789.2,12949.25,8156.64,22367.77,54903.95,18267.68,47907.8,13616.92,11135.94,85430.8,52744.38,25630.25,27325.29,31054.17,35298,30761.5,43761.47,28388.57,10901.7,6307.15,16640.3,44951.78,60477.19,74268.76,89466.13,52158.16,31334.55,32612.25,19406.22,23973.79,9219.64,11536.29,18478.47,39668.89,17168.16,24113.15,21284.96,17460.39,34698.87,31050.04,34228.09,31614.77,180508.04,46939.71,38409.86,34538.39,22578.88,23736.34,6600.1,7673.95,3966.51,25312.08,56986.61,25105.54,20711.17,21159.66,37546.76,42067.83,4414.65,30868.04,17856.5,26474.71,20910.67,26800.2,33407.37,36701.88,33280.33,18411.22,22811.71,26864.52,10029.18,20948.24,45476.96,61539.2,34329.57,19054.56,6937.37,18917.91,15477.4,39043.25,27997.03,15007.5,17547.1,31753.09,16163.12,7287.17,13851.84,12467.18,17060.62,18726.25,10337.08,26256.71,40787.99,30298.93,11069.97,22290.34,23342.09,22370.25,11627.3,13787.6,34306.79,51257.57,50112.34,29958.18,29509.39,12722.1,15870.92,19557.03,13567.33,7500.84,35447.6,29500.15,17485.57,10505.96,26788.16,11519.18,13821.82,14259.58,57627.57,18978.61,51436.89,89461.28,32854.63,42737.7,3868.24,8828.01,23917.65,6612.59,18568.29,112668.38,9804.24,15851.4,12711.76,30792.76,27925.73,47326.93,16982.44,25849.56,35829.62,38655.62,19777.66,32147.47,20129.68,20758,14534.16,15749.83,21542.22,19816.87,38684.12,57432.36,16322.29,14567.59,87655.65,35682.92,103943.69,20113.59,16408.33,44502.96,49232.76,12889.63,22071.12,29741.59,21554.5,14174.79,16777.35,26824.83,29297.04,45500.5,9911.07,17315.09,21346.8,23359.59,121241.31,121715.81,151908.91,36485.44,32290.1,20190.1,38655.53,9114.34,8921.5,9229.16,30360.29,15809.17,907541.42,90525.96,60005.16,52299.22,42071.68,94853,93449.07,56049.76,18618.4,26086.67,40122.97,23902.83,4512.96,96055.29,20525.35,132563.89,17223.47,12911.15,21146.75,27866.41,87909.78,29685.78,817041.22,66717.63,
MF0062,2317.333333,701,320.3333333,1225.5,0,0,442.1666667,166.1666667,207.6666667,778.1666667,483.3333333,7860.5,8095.166667,1223.166667,38171.83333,9016.666667,13872.16667,842.1666667,787.6666667,1902.166667,497.3333333,364.6666667,839.5,460,778,15140.5,1612.166667,0,1241.833333,5087.333333,256.5,537.3333333,959.1666667,201.5,397.6666667,103,145.3333333,57.33333333,769.8333333,147.6666667,1006.166667,233.6666667,807.8333333,817.6666667,189,1447.166667,240.8333333,986.5,414.8333333,84.33333333,72.66666667,99.83333333,239.8333333,285.6666667,530.5,829.3333333,658.6666667,588.8333333,23.5,358.5,95.66666667,72.16666667,55.5,990,1016,1302.666667,65.66666667,742,137.1666667,0,54.5,0,41.66666667,0,466.6666667,1954.166667,332.8333333,89.33333333,41.33333333,219.8333333,393.8333333,4476.666667,75.83333333,352,315.5,257.6666667,275.5,200.3333333,883.8333333,30.66666667,18.16666667,35.83333333,445.1666667,2466.333333,1037.5,3684.166667,1406.666667,1079.333333,254.3333333,267.3333333,32.66666667,0,0,16.5,1135.666667,84.66666667,140.3333333,180,97,1498.166667,1604,194,179.6666667,0,0,70.16666667,589.8333333,99.83333333,236.6666667,0,9.5,0,415,2115.666667,266.8333333,125.1666667,121.6666667,1161.833333,1340.833333,71.16666667,361.5,112.3333333,143.8333333,75.66666667,48,284.5,176.1666667,139.3333333,511.1666667,266.5,510.5,64.33333333,94.5,2107.833333,3073.666667,132.3333333,0,0,244.1666667,164.1666667,212.1666667,161.6666667,122.1666667,165,694.6666667,257.6666667,122.8333333,151.8333333,227.1666667,138.3333333,205.5,189.3333333,22.83333333,0,0,23,1434.5,1876.5,2159.666667,25.66666667,24.33333333,632.6666667,158,850.8333333,454.6666667,646,158,83.5,368,153.8333333,52.16666667,156.5,719.1666667,417.6666667,43,103.6666667,80.16666667,43.66666667,52.16666667,227.6666667,68,0,0,1182,5545.833333,0,0,200.3333333,0,191.6666667,1088.833333,94.66666667,160.5,91,766,197.3333333,162.3333333,0,1671.5,666.5,88.16666667,1052.5,487.1666667,508.8333333,191,179.8333333,287.6666667,409.3333333,259.1666667,631.3333333,1731.833333,103.1666667,445.1666667,2102.833333,198,8632,457.8333333,497.5,1352,2568.5,25.66666667,979.1666667,535.8333333,232.6666667,844.1666667,120,433.1666667,156,285.6666667,68.33333333,69.83333333,61.16666667,58.33333333,177,153.1666667,125.3333333,1388.833333,53,0,985.8333333,190.1666667,268.5,239,195.3333333,934.5,584,467.3333333,225,334.1666667,1402,310.1666667,407.8333333,148.6666667,271.3333333,1407.166667,2724.166667,1234.833333,0,762.5,89.5,565.6666667,52.16666667,169,259.6666667,1148.333333,313.3333333,349,141.6666667,154,
MF0060,67158,70518.16,10216.07,7517,4157.42,3195.66,17583.74,7441.67,20911,3117.07,2010.34,62684,99033,32257.09,82530.25,37656,43100,6321,7717.92,17573,7929,7757.75,4174,7645,10454.32,269642,36289,5212,10397,188664,2961.33,8155.41,875989.13,6171.99,4524.08,2858,3653.99,3458.57,11927,40812,7245.83,1954.91,6155.5,5890,6699.92,15227,4663.92,4764.82,7321,6975.5,6406.93,8847.49,12344.76,14515.25,8739.24,7596.34,5094.65,13113,1530,2545.16,11404,11465,19847,25785,22806,19669,11029,3242.75,36783,5439,2452.84,5233.74,3893.83,5321.17,4496.83,42474,4085.32,11315,3867.25,4372,36757,34449,9061,6135,6594.5,15546,8602,6529,8458.84,5685,2189,7311,12951.07,19715.1,44113.58,30730,8021.99,7469.84,8487.67,7556.15,18727,6556,4760.5,15433.67,9497.91,6021.83,7827.65,7144.42,7985.58,8944.75,8872,11026,9308.25,21501,6823,3269,6887.93,8986,8073,6347,6277.67,3685.01,8351,38623,7007.82,6513.84,7739.83,13725,22804,1642,10259,10849,11293.84,8340,15437,7884,12800,10162.33,5182.66,6682.74,7388,5376,4698.74,22499,26939,7484,5517.07,4747.25,4114.42,5030,7218,15187,2534.25,2621.85,6510.83,4667,1916,5392.17,3544,6028.49,7373.42,3444.25,6146,9736.99,6995.83,5383.66,6870.67,6803.83,7576.17,4443.84,4527.16,6835.5,39447,10131.41,6704.17,8738,2983.18,5319,11763,4191.33,2530.17,17533,7722,7045.91,2770.58,5318.08,3313.01,3709.75,6139,22302.99,12228,13811.5,11994.92,12165,11791.24,3822.245,7115.58,8863,5350.25,5842,10736,2753,6486,8477,8565.16,11883.76,8485.16,4747.57,5678.84,10087,16222,5257,9348.5,10215.08,4010.5,2797.91,3328.08,5910.1,7210.41,12468.83,47222,4209,3325.84,32884,22894,23224,5524.43,3824.57,10566,8193,4483,5011.99,7634.4,5745.84,4443,2394.5,8068.17,8406,25906,4650,10524,7602.66,18606,50728,84396,114301,16944,7137.49,3427,10361.66,2092,3232,3934,7337.58,5688.41,15985.91,30884.75,22961.07,28654,12472,14452.33,23146.16,25583,4557.16,6638,11439,6063,4512.96,40268,10490,108317,5004,4197.34,6744.41,7989.91,53675,9069.24,32405,26197.17,
MF0027,56,11,14,13,7,0,159,122,133,46,9,10,7,0,73,97,233,97,70,0,0,128,0,0,0,78,115,878,0,122,0,0,319,127,0,0,0,0,14,14,77,0,279,70,37,14,0,302,10,82,152,498,125,223,472,116,0,0,0,0,88,93,106,0,0,0,8,48,0,0,0,0,2,0,26,215,0,59,5,12,11,422,24,88,29,11,87,363,121,7,0,0,165,34,14,156,136,0,187,14,131,7,0,17,75,0,0,0,0,101,38,0,42,147,163,98,39,33,15,0,0,0,0,116,0,0,0,392,0,7,58,4,0,49,266,13,0,4,17,29,20,3,0,61,279,45,0,0,0,0,3,111,12,29,44,0,0,40,0,0,0,8,522,124,227,0,38,2,1,0,0,75,0,0,34,163,26,0,4,2,2,0,0,0,0,6,2,0,3,15,14,23,81,0,20,0,0,177,0,0,111,6,117,24,43,11,56,11,19,66,0,81,0,26,4,0,0,0,8,2,347,21,0,0,75,0,0,0,0,29,0,57,0,0,0,12,0,414,161,21,65,32,21,6,16,54,68,236,458,0,18,54,7,18,25,14,0,49,395,0,29,2,21,0,28,44,20,0,0,25,0,0,0,0,0,0,0,2,0,
MF0028,12049.19,70411.9,19953.32,8400.99,3971,3051.25,40624.08,21886.99,50734.27,8072.32,4468.16,187719.75,31143.17,21224.25,17981.63,34121.33,36949.99,15554.83,17156.87,6454.67,3173.33,11363.5,5238,10198.99,15246.32,9238.59,29599.25,20106.32,20491.49,21545.51,4923.55,15008.66,263602.58,17568.7,7329.83,18658.18,7204.99,4645.82,14956.34,11401.38,12199.28,3629.68,15518.82,12771.86,13412.67,10557.33,3913.03,15750.24,10116.33,16183.5,16594.87,30847.77,20510.51,25327.5,29137.64,11877.34,8154.65,6014.25,5526.96,3632.66,19424.21,17906.01,27021.33,23809.25,14950.75,22194.5,5793.18,10471.5,7663.68,5393.5,5209.84,3844.5,8259.33,4417.75,8737.33,11922.02,7564.82,19738.89,7905,4976.33,16574.93,18287.16,9912,14180.23,15144.05,27696.5,20172.08,22377.48,13911.86,4038.17,2763.33,6660.66,25055.32,24145.51,55951.33,38010.33,16156.74,9699.02,16635.17,12197.15,6544.28,8847.38,11930.05,14111.77,14756.16,11046.83,15625.15,10024.67,11496.33,13429.44,8351.7,19654.16,18517.5,4585.78,3387.29,2526.75,12962.82,9423.34,16201,6326,5374.75,3600,6053.58,15630.9,15119.82,14583.34,15864.33,20271.23,15349.96,1695.75,18379.5,5313.97,18200.34,15418.5,22870.27,10225.25,19861.14,19564.33,7715.16,10199.99,16003.5,2251.01,10182.99,13332.49,17059.61,14822.82,5685.32,4751.75,6064.85,9773.5,13406.17,12458.73,8373.4,8562.27,13711.72,5708,2666.17,13463.04,5020.11,6542.99,12068.67,8329.69,18360.78,25577.99,17214.66,5917.75,9836.77,14314.99,16086.09,4073.5,3538.66,15527.25,8280.92,19988.16,14686.17,16689.34,8182.07,8311.83,3692.79,7788.33,4946.67,9372.16,8383.01,11631.66,4889.83,16248.33,7082.51,6664.5,6837.5,39959.49,4033.14,1533,2982,14442.21,1818.42,3770.75,6816.5,12018.72,4926.75,6563.09,92219.02,4262.66,9769.33,4964.9,12879.16,16727.76,27558.66,8325.32,15154.14,14350.88,13496.16,8727.16,16180.5,6014.57,10445,6453.66,10379.73,6686.85,9251.16,22314.83,13122.36,9674.66,5423.53,19482,13689.02,17851,7045.68,6854.62,16674.5,13578.41,5001.18,11937.96,14215.15,11832.84,4002.09,7704.47,13957.17,11786.96,14218.22,4635.16,7824.23,10943.66,8625.53,51460.87,20959.24,18696.74,16595.88,21140.02,19991.77,18265.16,3420.51,6213.94,6698.81,18122.33,7467.16,888032.09,71591.25,44776.07,19621.12,16488.5,52987.58,59844.91,27382.97,9883.66,6849,8223.51,7185.06,4133.25,36842.4,8461.6,10922,4404.58,5762.84,12678.16,11388.13,15963.5,17898.99,742125.82,46500.42,
MF0025,3521.37,5973.49,589.48,544.6,3945.5,3033.83,8019.2,3603.7,6814.59,424.73,356.97,2869.69,4851.01,7566.67,682.43,6036.87,5192.88,1054.29,1479.32,394.57,244.87,1923.2,360.77,699.09,1628.34,544.81,4782.4,2542.23,1612.97,3976.01,580.55,636.48,23303.59,1790.96,531.85,543.89,743.67,1193.98,727,1383.63,1549.53,191.02,1278.47,594.43,744.53,952.28,1879.44,1184.27,631.03,3726.44,5315.31,9467.12,2617.72,3742.58,5161.5,924.23,416.67,541.67,727.55,232.14,2722.03,2965.06,3616.25,412.6,356.76,225.86,835.47,982.11,452.05,5418.41,117.23,3943.67,303.04,4448.58,505.03,879.57,296.4,1794.02,359.12,273.95,725,1840.79,1045.4,1242.34,1478.63,619.6,2231.66,2696.35,1956.94,310.36,233.65,593,3036.95,877.22,1414.28,7955.14,1019.27,1262.17,1868.03,699.5,903.1,2376.3,3300.07,3941.66,968.29,365,318.73,940.4,965.27,1548.71,760.84,635.21,752.09,3445.6,2376.27,951.35,581.42,1299.18,567.14,6339.17,5385.5,3592,458.5,1435.79,710.33,664.86,579.2,1621.27,1057.93,376.87,2265.4,336.7,237.27,1070.65,1539.36,687.66,1511.01,820.13,700.67,1320.61,1088.74,118.27,1073.38,940.3,1446.83,943.05,3133.82,4641.71,1830.19,363.53,889.33,1626.59,560.75,725.77,709.83,284.81,229.8,1021.07,223.36,1747.29,1297.05,1202.71,2464.23,2584.23,2341.4,5351.69,389.6,760.8,847.06,3695.05,2863.76,1288.83,744.14,1775.61,798.43,1522.23,1456.6,499.87,700.52,499.7,344.87,886.53,557.2,394.11,465.59,552.9,374.57,689.22,736.7,2044.78,489.03,441,374.47,1223.56,571.92,3796.67,6814.5,2045.76,4939.41,897.31,1003.17,368.53,992.33,416.6,1330.07,1358.83,1339.5,865.33,845.83,826.4,1520.45,703.24,173,1410.22,746.5,662.98,1705.78,945.81,1381.4,393.36,1187.55,440.54,452.33,850.17,645.63,483.6,562.58,445.98,1245.6,1206.26,604.7,741.34,424.68,622.66,463.57,584.7,953.86,1530.42,1387.69,388.66,615.33,1426,1003.73,2457.01,5547.24,3397.85,1275.13,2801.1,1687.54,1242.26,758.46,1880.17,3101.84,657.72,496.83,3753.7,4870.67,3425.43,2679.72,1392.05,5586.83,5081.12,3559.89,554.67,714.44,846.35,1123.23,4147.42,1606.52,881.44,232.6,1189.38,638.87,880.71,936.08,459.17,424.98,2545.9,2053.07,
