#OTU ID,LYZdtt305,LYZdtt304,Itg.18.DTT492.S87,Vil1.07B.DTT81,Vil1.07B.DTT80,LYZdtt317,LYZdtt316,LYZdtt315,Lyz2.03B.DTT231.S71,Itg.10.DTT457.S51,Itg.20.DTT505.S100,Itg.08.DTT444.S37,Lyz2.05B.DTT255.S96,Itg.24.DTT527.S22,LYZdtt303,Itg.02.DTT408.S100,Vil1.04B.DTT45,Vil1.04B.DTT44,Vil1.04B.DTT43,Lyz2.03B.DTT232.S72,Itg.04.DTT421.S13,Itg.18.DTT491.S86,Lyz2.01B.DTT207.S47,Itg.10.DTT455.S49,Itg.08.DTT443.S36,Itg.10.DTT456.S50,Lyz2.08B.DTT291.S133,Lyz2.04B.DTT245.S86,Itg.06.DTT431.S24,Vil1.08B.DTT91,SLCdtt021,Vil1.08B.DTT92,SLCdtt020,Vil1.08B.DTT93,Itg.12.DTT469.S63,SLCdtt147,SLCdtt146,Lyz2.03B.DTT233.S73,SLCdtt145,Lyz2.01B.DTT208.S48,Vil1.01B.DTT09,Vil1.01B.DTT08,Itg.04.DTT420.S12,SLCdtt165,SLCdtt164,SLCdtt163,Itg.26.DTT540.S36,Vil1.013B.DTT152,Vil1.013B.DTT153,Vil1.013B.DTT151,SLCdtt051,SLCdtt050,Lyz2.06B.DTT268.S109,Lyz2.08B.DTT293.S135,Lyz2.02B.DTT219.S59,Itg.18.DTT493.S88,Lyz2.01B.DTT209.S49,Vil1.05B.DTT55,Vil1.05B.DTT56,Vil1.05B.DTT57,SLCdtt109,Itg.20.DTT504.S99,SLCdtt111,SLCdtt110,Itg.20.DTT503.S98,SLCdtt001,SLCdtt129,SLCdtt128,SLCdtt003,SLCdtt002,Itg.26.DTT541.S37,SLCdtt019,Lyz2.04B.DTT243.S84,Itg.16.DTT481.S76,Vil1.010B.DTT116,Vil1.010B.DTT115,Vil1.010B.DTT117,Itg.22.DTT516.S11,Vil1.02B.DTT21,Vil1.02B.DTT20,Vil1.02B.DTT19,Lyz2.07B.DTT279.S121,Vil1.09B.DTT103,Vil1.09B.DTT105,Vil1.09B.DTT104,Itg.06.DTT433.S26,Itg.12.DTT468.S62,Lyz2.08B.DTT292.S134,SLCdtt067,Itg.02.DTT409.S1,Lyz2.04B.DTT244.S85,Lyz2.07B.DTT280.S122,SLCdtt069,SLCdtt068,Lyz2.07B.DTT281.S123,SLCdtt075,SLCdtt074,Itg.22.DTT515.S10,Vil1.06B.DTT67,Vil1.06B.DTT69,Vil1.06B.DTT68,Itg.04.DTT419.S11,Itg.16.DTT479.S73,Lyz2.06B.DTT267.S108,Itg.16.DTT480.S75,Itg.12.DTT467.S61,Itg.06.DTT432.S25,SLCdtt092,Vil1.014B.DTT163,Vil1.014B.DTT165,Vil1.014B.DTT164,SLCdtt093,Lyz2.02B.DTT221.S61,Itg.26.DTT539.S35,Itg.02.DTT407.S99,Itg.08.DTT445.S38,Lyz2.05B.DTT257.S98,Vil1.03B.DTT32,Vil1.03B.DTT33,Itg.24.DTT529.S24,LYZdtt353,LYZdtt352,LYZdtt351,Lyz2.02B.DTT220.S60,LYZdtt365,LYZdtt364,LYZdtt363,LYZdtt329,LYZdtt328,LYZdtt327,Itg.22.DTT517.S12,Vil1.07B.DTT79,LYZdtt339,Lyz2.06B.DTT269.S111,Itg.24.DTT528.S23,Lyz2.05B.DTT256.S97,LYZdtt341,LYZdtt340,taxonomy
MF0052,147,1379.75,16.75,3901,3012,123.25,178.75,1292.5,160.5,0,4.75,13,302.25,59.75,10387.25,85.25,111,35.5,850.25,23.5,0,21,142.5,103.25,1148,0,160.5,0,26.75,5378.75,0,3827.5,0,4358.25,4,0.25,0.25,6.25,0.5,0,32,7.25,0,0.25,0.25,1,6.5,873.5,1055,591,0,0,3,84.75,20.75,7.25,7.5,6320.5,5357.5,3590,8.5,9.5,0,6.5,115.5,112.5,0,0,97.5,66,6,4,225,27.25,2219.75,4509.75,764.25,0,75.25,31.5,82.25,934.25,5120.75,3268.25,2216,10,0,52.5,75.75,62.5,3.75,46.75,4,0,23.75,6.5,31.25,56.5,3769,6737.5,4912.75,241,165.5,22.5,57.5,28,5.25,0,555.75,345.25,698.5,0,6.5,28.5,170.75,6.75,11.25,31.5,64.5,0,87.25,87.5,73.75,5.75,147,230,122,166.5,180.25,243.75,5,4130.75,653.25,37,10.25,5.75,154.5,102,
MF0096,7693.61,57028.41875,2843,4137.185,3159.60125,23891.65125,8928.34125,12288.41,2080.485,1864.395,5017.355,8263.83375,3205.95,2715.45625,132098.635,2357.5825,2413.03625,3655.8125,2738.90375,4663.53,6151.29,7509.05125,3372.05625,5714.7625,3720.1625,2279.045,3474.64,1169.7725,3422.2075,5485.1425,1291.37,4072.26625,1392.5725,4775.73125,3454.35,11192.96875,1861.2225,1991.4575,8089.2725,1425.35,2204.18875,872.58375,1873.72375,14008.24875,4362.655,25513.4125,1895.945,4676.41625,7054.53375,7770.26125,4028.5625,2806.27625,1146.26,2034.17625,4602.82625,6650.1725,1970.99125,6340.3025,5489.3675,3618.9375,3684.875,2137.0125,1563.3625,1647.7425,8178.755,1044.9675,3069.20875,2274.66125,9341.16375,2562.5475,3962.7825,1324.16125,7375.10375,5512.00625,5178.2325,5058.7325,3978.6875,1217.9725,1955.415,1445.7875,1601.83125,3802.92375,6288.09625,4471.4675,3500.11625,4725.3775,4453.955,1360.425,2241.25,4250.9675,1311.57125,1429.82125,3026.8625,1609.13625,3000.75125,958.9925,3166.345,8412.91375,3806.245,7065.34125,5006.825,3751.79125,88532.52875,2652.54375,5936.5875,8751.01125,5605.5325,1176.43875,4417.83875,3568.33875,3319.19875,2227.765,2413.34625,3178.195,2695.7575,3807.71125,2998.04625,2747.14,2609.55,3596.50875,45926.93875,11251.47375,9786.85625,2228.1475,872790.9913,5690.9375,12559.23625,23087.81625,11754.52,12752.655,2636.08875,4145.735,1916.695,1231.61625,1887.58125,1973.0025,27707.86375,3754.525,
MF0097,1789,25316,2227,96,69,8701.25,3017,7188,857.5,642.5,998.5,1751,922.5,1484.5,446274.5,883.5,1539.5,1233.5,859,1555,1397,1412,818,1773.5,1515.5,1392.5,1681,374.5,656.5,0,1295,406,1731,420.5,1225,1339,289.5,810,2374,1472,729.5,455.5,458,3624,4380,4179.5,1489.5,2001.5,1358.5,6015,3030.5,3067,1932,1047,1517,2326.5,1148,0,190,29,919,1549.5,1265,949,818.5,92,518.5,2672.5,803,1055.5,1138,254,1646.5,1412,1184,68,1251.5,994.5,520,246.5,183,1858,150,683.5,1140.5,893.5,1954,944.5,454.5,1300.5,1196.5,1154,4037,812.5,1783.5,742,3685,910,64.12,161.5,98,1699.5,35314.88,3432,2515.5,1453.5,1753,1076,3679,1808.5,1717.5,4957,636.5,716,1715.5,892.5,1841.5,1130,473,1393.5,21086.5,1827.5,2202,1181.5,37170.79,5287,4558,5061,6004,760.5,1112.5,0,853,1104,1312.5,2378.5,9957.25,3038.5,
MF0050,44784.945,88157.85,17745.845,4453.675,3388.12,146901.41,78413.28,31166.555,17312.975,9321.48,12835.57,17544.9,9396.555,14984.99,543438.15,11490.695,13813.365,8792.385,6585.335,17144.155,32846.73,15784.715,9676.72,23815.385,8504.03,13799.97,15027.515,4436.25,23199.75,5996.615,5150.61,5976.35,7288.06,6370.445,11974.51,27111.81,7263.31,6324.195,45706.79,17208.325,5434.715,3137.1,9273.65,37396.36,48335.345,52465.95,11042.96,7105.595,8428.555,13347.315,9609.84,12849.015,10143.745,18755.72,14416.385,15330.02,10197.195,6462.8,6549.105,3789.005,18311.665,12609.345,13900.6,14286.44,21874.765,2796.085,9483.215,13839.105,15753.125,18484.28,16005.61,5251.955,26336.57,18044.51,11966.48,6082.875,11499.84,8273.875,9006.725,4104.86,5929.95,10282.645,9118.245,8506.215,9857.765,25939.56,15647.14,8710.395,10877.125,18412.275,10026.135,5375.605,14626.09,6696.615,6948.27,8242.95,33575.185,19780.555,3848.62,7705.63,5770.295,10737.155,59086.89,17052.34,27038.565,19460.26,19472.485,18103.02,13077.995,13032.225,12929.55,22243.625,6869.595,9701.81,13251.255,8667.765,18019.345,12264,8532.03,16991.69,60549.57,59893.555,73916.17,12618.07,452598.895,40100.43,28552.115,47651.575,42400.05,31307.49,9939.25,4361.73,8383.57,7735.175,13856.925,16879.59,407259.875,34520.965,
MF0094,1770,35950,5581,161,66.25,4466,4930.25,14914.75,1650,2519.5,1867.75,6714.5,1839.25,3652.5,678684,2453.25,2378.5,3073.5,1924.75,1985,3210.75,10748.5,2183.5,6989.25,2482.75,3374.25,1285,672.5,2160,18.75,1514.75,376,1730.25,396.5,4576,5185,2592.25,652.5,12745.5,4625.25,795.25,538.5,941.5,5813.5,3795.5,4962.75,2412,6282.75,5883.25,11188,2413.25,3369.75,1625,1307.5,3828,10686.5,3257.25,9.5,173.25,26,4039.25,1830,2474,1656.75,4502,841.25,1705.5,2651.5,4162.5,4376,3184.25,1367.25,2149,5674.75,2086.5,351,2355.5,1770.75,1630,802.75,3449,2699,902,1220.25,1414.25,2521,4966.75,803.5,1962.25,4477,1848.75,779.75,5115,1446.25,1366.5,1123.75,3670,7216,1.75,225.25,82,3102,6222.25,2575.25,5739.75,7702.25,2348,3925.5,6503.5,4121.25,3003.5,4857.25,1929,2337.25,3048.5,3589.25,3796.75,2249.5,981.25,3211.75,5081.25,7160,8581,3313.25,6100.25,10021.75,7167.5,9009,8045.25,6987,2468,241.75,2653.5,1367.5,2336,3844.25,13970.75,11569,
MF0051,34744.91,41681.9,4525.665,4126,3144,32137.225,50290.865,11835.65,10436.19,6277.2,4939.72,5921.785,2148.93,3835.99,186648.775,3859.75,3228.0925,3562.3725,2876.74,7341.31,21098.325,7282.625,3167.425,13992.1,4422.535,5644.2,8199.915,1674.6,19132.625,5902.75,1461.975,4332.335,2055.6475,4995.915,4718.775,7654.9,2578.25,2617.25,26088.39,4097.95,3080.225,1209.35,3823,9569.7725,8868.2975,23824.025,2918.8,4698,7388,7675.665,3606.915,3603.365,2252.415,5949.985,4708.7325,4792.06,3027.92,6417,5704.835,3684.5,9588,3389.2025,3069.665,2347.315,16380.3,1869.2,6852.2,3362.4625,11647.6775,5574.775,3838.9325,3411.775,14923.44,4854.5375,4954.7725,5167.25,3543.5225,1932.765,4252.925,1762.5,3070.705,3411.3475,5966.5,4583.585,3816.1025,20352.375,4959.125,2860.835,7832.975,7766.1,2319.83,1590.585,5112.7775,1790.685,2261.645,3201.35,8734.3775,13040.875,3796.12,7140,5198.165,4161.025,48051.9975,3810.025,5956.735,10665.375,8597.95,6284.2,4786.965,4269.25,3741.585,7265.1275,2417.47,3486.975,3827.75,3475.15,3722.915,3161.91,2842.475,3959.98,37527.265,43050.365,57866.125,4224.2225,441025.73,11897.69,11637.885,16785.46,15091.14,13825.75,2696.735,4200.375,3627.86,2138.585,2978.8425,3907.135,23426.47,11261.685,
MF0095,6527.23,16698.83333,2739.99,281.68,162.83,9417.49,11249.58,12210.06,1944.64,1692.23,3893.15,7811.73,2979.19,3189.29,64645.51,2629.06,2681,4538.76,2386.05,4509.68,5649.49,7157.68,3337.57,4916.74,2499.4,2214.92,3556.96,1183.14,3890.59,111.48,1602.22,871.71,1736.935,910.47,4334.14,13189.57,2044.805,2104.56,3854.58,1316.2,2379.4,1100.19,1784.89,15698.205,6115.94,21698.35,2390.64,5802.91,5914.86,9964.3,5158.5,3731.095,1524.32,2060.64,4499.02,7764.46,2376.28,20.6,340.54,24.5,2829.875,2305.44,1591.165,1982.675,8078.18,1021.39,3627.925,2580.53,2900.425,3055.695,4416.67,1046.52,6054.69,5808.3,2749.89,420,3041.01,1306.2,1744.6,1362.3,1293.79,2783.5,879.83,1144.84,1327.62,4314.21,5526.22,1452.87,2193.13,4573.34,1529.97,1236.13,3316.3,2239.605,2326.29,1800.925,4245.31,7411.02,1926.86,509.68,331.34,3425.67,27280.83333,3574.44,7354.86,8111.94,5125.16,450.78,4602.4,3397.85,3112.19,3901.605,2327.83,3077.33,3493.91,3889.91,3970.83,3184.82,2168.03,3861.11,13972.83333,13906.81,12879.85,2563.77,287793.1667,6461.92,17421.22,23728.26,15687.13,14152.82,3084.49,2130.69,1538.17,1527.02,2479.14,2394.63,11786.44,3349.72,
MF0092,178048.51,100701,34056.82,4683.93,3574.33,312020.07,340089.08,80608.75,76568.33,35270.83,34878.74,48306.82,15696.42,36278.16,307917.17,27828.58,21463.8,19475.99,12225.07,55199.18,99422.07,51270.5,24471.67,89024.08,20492.26,37677.58,49411.82,15553.16,82981.16,6582.98,9133.59,7834.96,11927.08,7658.22,34084.83,49479.19,18377.25,18193.83,137243.84,32159.75,14941.58,7294.83,22686.16,100812.35,85849.33,154554.25,23396.15,8493.75,12993.25,15097.33,13353.08,19328.9,15666.83,33149.5,33855,39966.18,23390.25,6556.6,7193.79,3911.5,56143.08,27338.32,26001.34,25979.08,89815,9116.76,30538.83,23341.34,59436.5,40273.33,33920.25,16560.09,104809.15,38393.57,17908.32,6505.5,18346.67,16735.25,25309.5,11739.92,24353.16,18891.99,7125.83,8576.09,10927.41,90048.66,39689.42,17327.17,38100.92,49462.51,24148.41,10808.58,22231.33,11378.76,12259,19270.75,60821.49,71415.34,3827.24,8160.93,6093.84,25697.34,69457.57,27933.26,50083.07,63112.58,48855.16,47517,29528.99,29868.6,24112.16,47861.58,18499.66,27327.59,29650.68,26704.57,35148.9,21305.34,27397.08,36486.92,120677.09,193652.65,252311.49,31543.08,30573.91,93149.11,55957.16,68444.99,78982.41,75066.16,22309.66,4266.71,22368.67,16008.34,25613.66,28117.24,776508.68,62788.17,
MF0093,2320,2030.375,298.375,0,0,7822.125,8007.375,3724.75,1941.25,0,455.375,664.5,386.625,513.875,6014.625,419.125,148,148.25,471.125,662.25,0,798,105.75,1516.125,821.5,0,647.75,0,144.875,0,0,0,0,0,400.5,50.125,33.125,214.125,900.25,0,24,0,0,2320.125,857.125,3405.5,208.25,0,0,311.5,0,0,41.5,162.875,24.375,573.625,21.75,3162.25,2685.75,0,430.25,254.75,0,104.25,1385.75,168.25,0,0,314.75,137,469.5,80.5,2083.5,105.625,1317.375,2343.875,625.125,0,268.625,125.75,1577.625,571.625,2581.875,1658.125,1124,156,0,60.25,404.375,730.25,343.875,48.875,93.5,0,30.875,21.25,73.625,1191.25,0,0,0,295.5,1137.25,147.75,148.75,609.5,64.125,0,779.375,566.625,594.25,0,12.75,443.75,514.875,457.875,458.625,175.75,837.25,0,81.625,89.25,67.375,18.875,89.5,135.5,75,157.25,143.625,235.875,250,0,1107.125,138.5,226.625,255.375,98.75,61,
MF0090,93243.26,51787.61,14184.75,4460.75,3413.5,135571.95,167872.82,35840.31,35114.9,17070.92,19483.36,16863,8396.67,13417.55,263096.92,11791.75,9559.59,10543.46,7231.97,30046.68,69834.67,20408.85,12585.32,39889.16,10894.48,17996.63,27742.33,6493.8,49143.87,6462,3775.98,5392.75,3925,6030,13494.81,31347.13,6434.25,11351.56,84000.04,10629.8,13941.27,6267.97,15793.89,40684.38,46387.65,78896.93,9097.7,6801.94,8959.36,10032.97,5694.6,7181.4,8124.75,24622.06,19589.18,14555.79,8960.05,6547,6468.5,3853,24037.75,11516.64,10678,11127.6,42518.42,4600.76,19472.03,9827.6,21049.12,16917.63,13011.8,11607.19,56342.44,21549.55,10306.75,6386.25,9374.75,6327.4,13412.77,6055.8,9392.45,9706.3,8960.5,7886,8761,56454.45,15110.78,12196.95,20878.83,21311.7,8260.45,5850.46,12029.57,4669.4,6038.79,13613.37,31855.6,29553.4,3837.25,7734.25,5714.25,15532.33,32372.89,14354.45,22309.03,31587.19,37409.66,19537.56,12889.06,12657.25,11481.75,22905.74,10872.49,10851.7,13552.75,11194.08,13901.25,10574,11796.53,15991.6,104217.82,146133.7,177275.26,14786.84,16444.8,23588.65,16750.7,36369.85,30486.85,64595.65,8143.6,4334,12246.84,7541.34,12580.55,10497.75,75819.47,23795.44,
MF0016,3663.73,23616.75,5663.25,3975.5,3052.5,2879.95,3981.75,11679.81,1162,512.06,4115.25,2413,1114.08,3379.25,464518.21,1663.06,1399.83,1319,2081.75,2299.5,2779,1731,2416.33,2582.75,3246.48,1466.5,1446.46,531.3,753.84,5418.65,553.73,4100,1035.67,4621.75,1620.5,5342.92,1450.75,851.31,5135.5,3481.5,946.33,852.75,1102.5,3064.88,3384.71,11838.18,1940,4376.94,5116.36,9167.47,3218.17,4971.83,2287.74,2002.58,3622.75,2344.75,2719,6348.17,5547.33,3613.5,1208,5175.5,3099.33,2652.17,2785,464.01,1519.33,5534.67,4159.83,7101.83,1736.5,249.93,2689.94,3280.25,3662.22,4656.17,2330.09,1901.27,2210.58,948.5,281.45,3335.33,5396.66,3703.67,2987.29,1176.37,3055.5,1068,1377.92,1264.84,2030.25,2578.21,4756.17,1627.5,3027.29,602.67,3116.75,1274.94,3827.24,6927.67,5114.08,2624.67,1396.64,3403.64,7075.67,1835.19,5017.16,3504.17,4521.31,1648.77,1865.83,7626.33,1316.5,966.33,1860.42,882.25,2391.25,3086,1201.78,2938.5,2788.32,5076.14,3819.18,4340.75,6434.3,7475.79,4936.2,7581.6,9348.85,1720.65,1994.07,4307.21,2495.84,1083.84,3850.75,3484.75,2529.47,3368.69,
MF0017,88043.4,92443.3,26803.19,4910.1,3711.74,280385.53,153323.75,45514.09,32331.24,16857.06,21765.49,33568.55,13028.27,24455.68,380176.58,17629.39,23803.68,14765.37,10424.12,33321.77,59484.81,32018.43,20857.99,43036.32,13060.57,22503.54,26264.87,8211.3,46564,6635.23,7638.57,7313.45,10300.62,7641.14,21015.72,46798.57,13727.12,11351.14,76909.43,30317.85,10373.23,5710.05,15963.55,63577.07,67289.98,89199.1,17541.22,9440.69,12325.11,15495.97,14639.58,18491.63,14417.74,33746.3,28642.52,28509.39,20560.64,6580.6,7232.46,3938.51,29181.08,21167.54,19461.45,21104.03,46827.68,4805.52,18138.28,20989.11,33059.7,29662.96,27262.67,9648.11,51334.18,31409.62,16208.21,7060.75,15586.18,13165.85,15064.1,7323.72,8461.7,15559.49,10746.49,10364.43,11980.78,50876.87,27380.78,15136.45,20163.05,29007.35,16762.27,8504.96,17303.48,9818.33,11232.04,14264.95,56870.27,37851.61,3876.25,8424.01,6286.09,17707.76,43367.97,24493.23,43242.02,38008.02,34524.57,28613.89,18056.98,20038.2,18051.1,30172.9,15611.99,16324.17,19159.51,15667.73,27319.44,18241.5,13630.36,26020.03,81891.69,117434.8,146508.59,25263.59,49999.56,77097.21,56444.18,90248.09,79411.85,60062.73,16607.15,4353.46,12260,11420.35,19426.8,25247.43,802435.88,58854.17,
MF0014,77264.84,46559.215,9288.63,4484.8,3386.165,170954.19,126164.97,23096.07,23738.19,10078.545,12545.51,10409.815,3487.075,9046.795,262674.73,6776.12,11452.295,6122.31,5163.18,17830.51,45115.015,10860.555,10623.595,22180.47,7215.875,11498.16,16055.06,4024.55,38195.315,6456.285,2217.9,5417.89,3359.495,6006.82,8080.92,19183.955,4299.7,5959.045,43316.275,11668.685,6835.885,3233.685,9469.4,27506.765,18177.37,53690.03,6092.945,4981.12,5779.795,8396.735,5036.83,6941.475,4657.5,20201.015,14104.34,7665.565,9705.635,6526.215,6302.315,3839.005,11408.995,10221.94,5727.035,5974.365,28986.845,2397.525,12527.115,7333.145,23890.605,12323.465,10215.99,6007.81,31087.82,13453.505,6747.47,5621.195,5219.095,4628.82,7530.92,3163.47,4377.48,7134.925,6643.085,5576.78,4906.32,41801.795,10180.105,8758.865,13864.325,11641.275,7213.86,4216.975,5307.36,2986.735,4686.5,8134.2,25159.82,16296.465,3801.785,7766.795,5639.63,9161.44,15570.77,7827.155,18151.13,15082.92,21804.72,12801.655,9093.265,7886.55,6338.375,13784.43,8202.425,5003.545,6834.755,6069.11,9381.775,6515.585,7162.38,9789.87,57657.005,94085.095,122407.055,13606.32,13878.12,31353.935,18662.225,30339.085,30300.565,28460.26,6172.365,4329.645,7632.485,5060.69,7418.055,8066.25,400683.22,21530.13,
MF0058,470,3446.5,700.5,7811,6036,628.5,1192.5,2951,479,163,384.5,626,674.5,443.5,23151.5,461.5,494,326,1863.5,566,363,345,515,558.5,2391,386,404,74,117.5,10765.5,123,7735,281,8808.5,367,554.5,91.5,173.5,342,905,160,100.5,95,479.5,437.5,543,419,1747,2110,1199,407,704,372,473.5,488.5,456.5,418,12641,10758,7180,175,393,688,341,467,271,67,556,443,538,335,87,909,442.5,4591.5,9019.5,1691.5,233,259.5,141,193.5,2043.5,10251.5,6603.5,4529,252,593,311,299.5,368,235.5,242.5,1495,505,293.5,395,1180.5,210,7538,13488,9849.5,611,537,478,672,371,363.5,344,1226.5,879.5,1623,878,403,157,552.5,264.5,276.5,288,190,392,1018.5,971,547.5,1059.5,1466,1575,1067,1889,3668.5,589.5,280,8261.5,1430.5,396,440.5,316.5,1360,5679,
MF0015,80246.99,83006.83,24672.57,4732.67,3588.91,251310.7,131050.15,50591.72,33080.55,18157.73,19810.69,30704.32,10670,23393.71,292185.75,15591.33,22423.98,12467.14,9177.37,33525.46,55778.22,26713.25,18908.87,46616.53,12987.99,23146.48,27964.99,8648.86,43405.66,6551.5,7065.49,7157.49,9558.33,7375.92,20827.88,39996.74,13946,11071.08,85937.96,28794.55,8625.03,4674.98,15015.16,50073.75,66953.73,68357.55,17441.35,6344.25,7091.25,8614,11621.18,16386.3,13694.83,33564.38,25935,22834.83,19392.75,6576,7023.42,3916.01,37315.08,20153.47,20693.34,22138.18,41662.6,5532.66,15853.73,19986.69,35286.05,29808.93,27122.3,9606.14,53845.37,27917.97,14990.82,6788.75,14067.17,12434.15,16374.6,7335.92,13983.61,14229.54,10014.91,9811.84,11447.66,47444.41,26889.17,14502.5,18666.12,25067.71,17074.66,7971.33,14745.78,8560.66,9288.25,13935.95,56206.59,30807.09,3842.25,8081.58,6060.75,16566.39,38070.72,22948.46,39431.69,37811.33,31701.81,26866.4,15134.01,17083.35,16048.16,27161.43,13778.86,16743.54,17725.93,14774.62,25084.65,15703.84,11363.03,24787.02,71003.24,109556.97,139734.99,23440.88,24138.16,71858.65,47427.87,74579.06,70202.91,46855.66,14936.76,4341,16064.05,10451.34,18859.46,21588.49,785238.2,50935.07,
MF0059,147,1379.75,17.5,3901,3012,123.75,178.75,1292.5,161,0,4.75,13,302.25,59.75,10387.25,85.25,111,36,850.25,23.5,0,21,142.5,103.25,1148,0,161.75,0,26.75,5378.75,0,3827.5,0,4358.25,4,0.25,0.25,6.25,0.5,0,32,7.25,0,0.25,0.25,1,6.5,873.5,1055,591,0,0,3,84.75,20.75,7.25,7.5,6320.5,5357.5,3590,8.5,10,0,6.5,116.5,112.5,0,0,97.5,66,6,4,225,27.25,2219.75,4509.75,764.25,0,75.25,31.5,82.25,934.25,5120.75,3268.25,2216,10,0,52.5,75.75,62.5,3.75,46.75,4,0,23.75,6.5,31.25,56.5,3769,6737.5,4912.75,241,166.25,22.5,58.25,28.5,5.25,0,555.75,345.25,698.5,0,6.5,29,170.75,6.75,11.25,31.5,64.5,0,87.25,88,73.75,5.75,147,230,122.5,168,181.75,244.25,5,4130.75,653.25,37,10.25,5.75,154.5,102,
MF0012,2426.17,19145.42,2559.75,7806,6030,2413.25,4037.33,14167.08,3713.08,1870,1354.75,3487.5,973.67,2335.25,236178.67,915,639,1773,1732.5,4113.92,1281.25,1831.25,2203,6319.75,2820.42,2148,3524.08,1376,736.5,10758.5,553.5,7656,927.75,8718.5,2225.75,2492,1522.25,1293.25,10650.33,4640,460.25,453.25,730,1972.5,2733.5,7204,2322.5,3110.25,2451.25,3789.33,1806,2314,2088,1515.42,2960.5,1569.75,2316.5,12642,10716,7181,5861.75,1957,1732,2189.5,3214.5,1027.5,504,2515.75,10558.5,3881.5,2738.75,618.75,7637.08,1845.5,4500.5,9020.5,1589.5,1003,1851,938.5,6349.25,2467.75,10246.5,6538.5,4445,821.75,2751.25,863.17,988,1189,2588.75,712.75,1502,1081,493.75,1370,10052,1505.25,7538,13487,9828.5,1820,6085.25,3201.75,2551.08,4571.75,2354.25,1538,2670.08,910.75,1512,1973.75,1435.5,2301.25,1745.25,1500.75,2886.25,1429,753.25,2208,5383,5355,5261,2454,4832.25,12605,7183,4592.58,7170.75,1215.5,955,8261.5,5196.17,1064,1772,2750.75,4260.83,6167.75,
MF0056,3401.98,3146.87,1204.87,38.93,21.83,1874.95,3337.66,7161.47,561.65,478.23,832.2,2637.48,416.03,1127.52,15230.63,765.31,738.67,1017.13,651.3,1324.35,2755.24,926.18,968.49,1458.74,885.15,991.96,615.62,330.14,634.34,20.9,574.9,124.46,896.12,185.47,984.14,3004.96,341.87,429.56,1380.37,1828.6,278.57,187.97,1105.14,1239.39,976.88,13212.43,1081.57,2770.94,4837.69,6285.8,1048.33,1207.4,1128.41,615.73,1400.52,953.96,946.64,2.43,45.96,2,1082.5,909.72,1055.53,808.03,1518.43,541.34,520.37,1090.35,9017.87,1640.8,1276.92,432.19,1491.52,1320.55,1770.89,186.92,1868.09,704.1,255.27,232.3,194.87,1009.33,456.41,619.76,696.04,1042.46,1480.61,477.04,564.21,869.34,755.36,504.46,2113.98,831.57,886.37,498.03,1813.28,1550.69,0.57,76.76,31.76,1123.25,1343.56,1853.47,1930.77,1479.44,2037.91,802.47,1134.4,806.52,659.86,1847.49,940.33,610.75,669.66,795.16,833.29,1026.66,839.36,1441.36,3017.07,6235.97,3997.52,1804.51,3925.71,7248.71,4556.19,6580.67,8242.61,3493.9,974.24,0.29,694.84,704.01,1333.64,1064.94,2961.05,6710.86,
MF0057,1094,6917.215,1272.475,160.135,14.58,2497.795,2358.87,2678.75,1003.92,397.17,788.215,1374.34,433.795,1422.705,12851.795,423.125,351.29,462.42,227.065,758.965,778.33,540.33,744.495,891.955,659.575,886.645,332.75,284.74,184.875,6.865,284,52.065,592.27,74.9,775.33,2068.625,694.145,165.78,1128.25,1492.55,166.325,152.235,348.5,840.965,973.125,598.17,966.25,2867.72,3101.845,620.5,457.58,527.2,999.29,410.705,1525.68,584.815,1108.74,0,48.565,0,198.25,695.65,552.83,322.58,564.08,210.25,174.17,346.55,977.08,1493.15,993.84,116.84,1215,604.625,1541.045,153.83,856.295,842.33,323.955,203.25,89.465,942.795,517.83,1071.635,1339.83,410.34,914.83,314.92,374.375,495.75,668.135,250.045,1088.78,442.12,358.375,395.18,1591.805,286.08,0,64.295,24.295,507.34,406.42,1386.08,814.08,672.5,849.125,842.15,601.215,635.955,1171.42,829.785,789.335,323.75,449.535,403.205,1147.455,1355.91,192.25,1307.16,1728.455,2581.92,1600.045,1606.09,3484.33,4550.315,2733.175,2689.41,3469.465,841.045,777.17,0,691.125,545.67,1121.785,1322.205,8437.25,4009.265,
