"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","annotation","condensed_annotation","Hierarchy_L1","Hierarchy_L2","feature_annotations","hierachy_annotations","metabolic_map"
"283","MF0074","Site","Proximal_Colon",0.0464952994237536,0.0607850085194973,278,278,0.44512029065706,0.664164220334976,"pyruvate:formate lyase","pyruvate:formate lyase","central metabolism","energy metabolism","MF0074 : pyruvate:formate lyase","energy metabolism : pyruvate:formate lyase","central metabolism : pyruvate:formate lyase"
"284","MF0074","Site","Ileum",0.342550232373696,0.0611672390932506,278,278,6.17604966883283e-08,1.23679353624575e-06,"pyruvate:formate lyase","pyruvate:formate lyase","central metabolism","energy metabolism","MF0074 : pyruvate:formate lyase","energy metabolism : pyruvate:formate lyase","central metabolism : pyruvate:formate lyase"
"285","MF0074","Site","Duodenum",-0.00839574084885928,0.061979117264484,278,278,0.892367777304482,0.953405244972367,"pyruvate:formate lyase","pyruvate:formate lyase","central metabolism","energy metabolism","MF0074 : pyruvate:formate lyase","energy metabolism : pyruvate:formate lyase","central metabolism : pyruvate:formate lyase"
"286","MF0074","Site","Cecum",0.0601752005134153,0.0607850085194973,278,278,0.323247907679033,0.55121531855311,"pyruvate:formate lyase","pyruvate:formate lyase","central metabolism","energy metabolism","MF0074 : pyruvate:formate lyase","energy metabolism : pyruvate:formate lyase","central metabolism : pyruvate:formate lyase"
"287","MF0074","Site","Jejunum",0.233585738054869,0.0607850085194973,278,278,0.000158059547945091,0.00122222284104075,"pyruvate:formate lyase","pyruvate:formate lyase","central metabolism","energy metabolism","MF0074 : pyruvate:formate lyase","energy metabolism : pyruvate:formate lyase","central metabolism : pyruvate:formate lyase"
"288","MF0074","Site","Distal_Colon",0,NA,NA,NA,NA,100,"pyruvate:formate lyase","pyruvate:formate lyase","central metabolism","energy metabolism","MF0074 : pyruvate:formate lyase","energy metabolism : pyruvate:formate lyase","central metabolism : pyruvate:formate lyase"
"289","MF0076","Site","Distal_Colon",0,NA,NA,NA,NA,100,"4-aminobutyrate degradation","4-aminobutyrate degradation","amino acid degradation","positively charged amino acid degradation","MF0076 : 4-aminobutyrate degradation","positively charged amino acid degradation : 4-aminobutyrate degradation","amino acid degradation : 4-aminobutyrate degradation"
"290","MF0076","Site","Duodenum",0.487039271910373,0.149943520692911,278,232,0.00133749859289178,0.00835669120838785,"4-aminobutyrate degradation","4-aminobutyrate degradation","amino acid degradation","positively charged amino acid degradation","MF0076 : 4-aminobutyrate degradation","positively charged amino acid degradation : 4-aminobutyrate degradation","amino acid degradation : 4-aminobutyrate degradation"
"291","MF0076","Site","Jejunum",0.816912189552676,0.147092919056441,278,232,7.81339867717307e-08,1.52556609171804e-06,"4-aminobutyrate degradation","4-aminobutyrate degradation","amino acid degradation","positively charged amino acid degradation","MF0076 : 4-aminobutyrate degradation","positively charged amino acid degradation : 4-aminobutyrate degradation","amino acid degradation : 4-aminobutyrate degradation"
"292","MF0076","Site","Ileum",0.757451605515711,0.148004204649499,278,232,6.59251968227434e-07,9.14337456420261e-06,"4-aminobutyrate degradation","4-aminobutyrate degradation","amino acid degradation","positively charged amino acid degradation","MF0076 : 4-aminobutyrate degradation","positively charged amino acid degradation : 4-aminobutyrate degradation","amino acid degradation : 4-aminobutyrate degradation"
"293","MF0076","Site","Cecum",-0.342598800068795,0.147092919056441,278,232,0.0207337508638871,0.0830413303830554,"4-aminobutyrate degradation","4-aminobutyrate degradation","amino acid degradation","positively charged amino acid degradation","MF0076 : 4-aminobutyrate degradation","positively charged amino acid degradation : 4-aminobutyrate degradation","amino acid degradation : 4-aminobutyrate degradation"
"294","MF0076","Site","Proximal_Colon",-0.125827928721291,0.147092919056441,278,232,0.393217179179597,0.62040932715003,"4-aminobutyrate degradation","4-aminobutyrate degradation","amino acid degradation","positively charged amino acid degradation","MF0076 : 4-aminobutyrate degradation","positively charged amino acid degradation : 4-aminobutyrate degradation","amino acid degradation : 4-aminobutyrate degradation"
"295","MF0078","Site","Ileum",0.415283430765849,0.0867159340435952,278,278,3.02948766926482e-06,3.38004267099404e-05,"lactaldehyde degradation","lactaldehyde degradation","organic compound metabolism","aldehyde degradation","MF0078 : lactaldehyde degradation","aldehyde degradation : lactaldehyde degradation","organic compound metabolism : lactaldehyde degradation"
"296","MF0078","Site","Duodenum",-0.0657584087506481,0.0878716918214554,278,278,0.455027541919433,0.669258964668696,"lactaldehyde degradation","lactaldehyde degradation","organic compound metabolism","aldehyde degradation","MF0078 : lactaldehyde degradation","aldehyde degradation : lactaldehyde degradation","organic compound metabolism : lactaldehyde degradation"
"297","MF0078","Site","Cecum",-0.211126902320737,0.0861714724226794,278,278,0.0150418969830023,0.0659984356389033,"lactaldehyde degradation","lactaldehyde degradation","organic compound metabolism","aldehyde degradation","MF0078 : lactaldehyde degradation","aldehyde degradation : lactaldehyde degradation","organic compound metabolism : lactaldehyde degradation"
"298","MF0078","Site","Jejunum",0.281841646082622,0.0861714724226794,278,278,0.00124034676064959,0.00787569772412464,"lactaldehyde degradation","lactaldehyde degradation","organic compound metabolism","aldehyde degradation","MF0078 : lactaldehyde degradation","aldehyde degradation : lactaldehyde degradation","organic compound metabolism : lactaldehyde degradation"
"299","MF0078","Site","Distal_Colon",0,NA,NA,NA,NA,100,"lactaldehyde degradation","lactaldehyde degradation","organic compound metabolism","aldehyde degradation","MF0078 : lactaldehyde degradation","aldehyde degradation : lactaldehyde degradation","organic compound metabolism : lactaldehyde degradation"
"300","MF0078","Site","Proximal_Colon",-0.0655589321218872,0.0861714724226794,278,278,0.447571198004804,0.664164220334976,"lactaldehyde degradation","lactaldehyde degradation","organic compound metabolism","aldehyde degradation","MF0078 : lactaldehyde degradation","aldehyde degradation : lactaldehyde degradation","organic compound metabolism : lactaldehyde degradation"
"301","MF0079","Site","Jejunum",1.42531171307248,0.131200389060583,278,51,2.14942545950258e-22,1.67870128387152e-19,"lactate consumption I","lactate consumption","organic acid metabolism","lactate metabolism","MF0079 : lactate consumption I","lactate metabolism : lactate consumption I","organic acid metabolism : lactate consumption I"
"302","MF0079","Site","Duodenum",1.31247776663782,0.13380237630719,278,51,3.71801352801206e-19,1.45188428268871e-16,"lactate consumption I","lactate consumption","organic acid metabolism","lactate metabolism","MF0079 : lactate consumption I","lactate metabolism : lactate consumption I","organic acid metabolism : lactate consumption I"
"303","MF0079","Site","Distal_Colon",0,NA,NA,NA,NA,100,"lactate consumption I","lactate consumption","organic acid metabolism","lactate metabolism","MF0079 : lactate consumption I","lactate metabolism : lactate consumption I","organic acid metabolism : lactate consumption I"
"304","MF0079","Site","Ileum",1.01184669815563,0.13203403203774,278,51,5.27640905832205e-13,1.03021886863738e-10,"lactate consumption I","lactate consumption","organic acid metabolism","lactate metabolism","MF0079 : lactate consumption I","lactate metabolism : lactate consumption I","organic acid metabolism : lactate consumption I"
"305","MF0079","Site","Cecum",0.913599019897245,0.131200389060583,278,51,3.5730452935127e-11,3.98649767747631e-09,"lactate consumption I","lactate consumption","organic acid metabolism","lactate metabolism","MF0079 : lactate consumption I","lactate metabolism : lactate consumption I","organic acid metabolism : lactate consumption I"
"306","MF0079","Site","Proximal_Colon",0.484271606475847,0.131200389060583,278,51,0.000279906418529834,0.0020623293667151,"lactate consumption I","lactate consumption","organic acid metabolism","lactate metabolism","MF0079 : lactate consumption I","lactate metabolism : lactate consumption I","organic acid metabolism : lactate consumption I"
"307","MF0085","Site","Ileum",0.58909673271931,0.136479606844771,278,204,2.37233732849337e-05,0.000220570887327777,"urea degradation","urea degradation","amines and polyamines degradation","urea degradation","MF0085 : urea degradation","urea degradation : urea degradation","amines and polyamines degradation : urea degradation"
"308","MF0085","Site","Duodenum",0.0430310287451828,0.138310077577224,278,204,0.755995637389826,0.863205545031365,"urea degradation","urea degradation","amines and polyamines degradation","urea degradation","MF0085 : urea degradation","urea degradation : urea degradation","amines and polyamines degradation : urea degradation"
"309","MF0085","Site","Cecum",-0.520393393214729,0.13561649519387,278,204,0.000161472002723213,0.00122436537987213,"urea degradation","urea degradation","amines and polyamines degradation","urea degradation","MF0085 : urea degradation","urea degradation : urea degradation","amines and polyamines degradation : urea degradation"
"310","MF0085","Site","Proximal_Colon",-0.217070123307456,0.13561649519387,278,204,0.110857978409555,0.269719878934151,"urea degradation","urea degradation","amines and polyamines degradation","urea degradation","MF0085 : urea degradation","urea degradation : urea degradation","amines and polyamines degradation : urea degradation"
"311","MF0085","Site","Distal_Colon",0,NA,NA,NA,NA,100,"urea degradation","urea degradation","amines and polyamines degradation","urea degradation","MF0085 : urea degradation","urea degradation : urea degradation","amines and polyamines degradation : urea degradation"
"312","MF0085","Site","Jejunum",0.457757497729918,0.13561649519387,278,204,0.0008674812473693,0.00599560047960552,"urea degradation","urea degradation","amines and polyamines degradation","urea degradation","MF0085 : urea degradation","urea degradation : urea degradation","amines and polyamines degradation : urea degradation"
"313","MF0086","Site","Duodenum",0.253446280102011,0.0917016678477564,278,278,0.00618074833512038,0.0305516737324621,"acetyl-CoA to acetate","acetyl-CoA to acetate","organic acid metabolism","acetate metabolism","MF0086 : acetyl-CoA to acetate","acetate metabolism : acetyl-CoA to acetate","organic acid metabolism : acetyl-CoA to acetate"
"314","MF0086","Site","Proximal_Colon",-0.0596490032688225,0.0900043488656813,278,278,0.508174444693479,0.705983404348659,"acetyl-CoA to acetate","acetyl-CoA to acetate","organic acid metabolism","acetate metabolism","MF0086 : acetyl-CoA to acetate","acetate metabolism : acetyl-CoA to acetate","organic acid metabolism : acetyl-CoA to acetate"
"315","MF0086","Site","Distal_Colon",0,NA,NA,NA,NA,100,"acetyl-CoA to acetate","acetyl-CoA to acetate","organic acid metabolism","acetate metabolism","MF0086 : acetyl-CoA to acetate","acetate metabolism : acetyl-CoA to acetate","organic acid metabolism : acetyl-CoA to acetate"
"316","MF0086","Site","Cecum",-0.160245248454966,0.0900043488656813,278,278,0.0763484381115774,0.207763519739171,"acetyl-CoA to acetate","acetyl-CoA to acetate","organic acid metabolism","acetate metabolism","MF0086 : acetyl-CoA to acetate","acetate metabolism : acetyl-CoA to acetate","organic acid metabolism : acetyl-CoA to acetate"
"317","MF0086","Site","Jejunum",0.506002470130994,0.0900043488656813,278,278,5.52754722471721e-08,1.13605641644846e-06,"acetyl-CoA to acetate","acetyl-CoA to acetate","organic acid metabolism","acetate metabolism","MF0086 : acetyl-CoA to acetate","acetate metabolism : acetyl-CoA to acetate","organic acid metabolism : acetyl-CoA to acetate"
"318","MF0086","Site","Ileum",0.527718605096946,0.0905455390452298,278,278,1.90941070312246e-08,4.97083253046214e-07,"acetyl-CoA to acetate","acetyl-CoA to acetate","organic acid metabolism","acetate metabolism","MF0086 : acetyl-CoA to acetate","acetate metabolism : acetyl-CoA to acetate","organic acid metabolism : acetyl-CoA to acetate"
"319","MF0088","Site","Ileum",-1.44165753612556,0.20482619846869,278,94,2.29153504586477e-11,3.57937774164076e-09,"butyrate production I","butyrate production","organic acid metabolism","butyrate metabolism","MF0088 : butyrate production I","butyrate metabolism : butyrate production I","organic acid metabolism : butyrate production I"
"320","MF0088","Site","Cecum",0.293458858112471,0.20368103804983,278,94,0.151033055672859,0.331339372136244,"butyrate production I","butyrate production","organic acid metabolism","butyrate metabolism","MF0088 : butyrate production I","butyrate metabolism : butyrate production I","organic acid metabolism : butyrate production I"
"321","MF0088","Site","Distal_Colon",0,NA,NA,NA,NA,100,"butyrate production I","butyrate production","organic acid metabolism","butyrate metabolism","MF0088 : butyrate production I","butyrate metabolism : butyrate production I","organic acid metabolism : butyrate production I"
"322","MF0088","Site","Duodenum",-1.38276639330366,0.207293652139155,278,94,1.91012303070624e-10,1.21960156657355e-08,"butyrate production I","butyrate production","organic acid metabolism","butyrate metabolism","MF0088 : butyrate production I","butyrate metabolism : butyrate production I","organic acid metabolism : butyrate production I"
"323","MF0088","Site","Proximal_Colon",0.209594765672879,0.20368103804983,278,94,0.304564603616493,0.528396853722917,"butyrate production I","butyrate production","organic acid metabolism","butyrate metabolism","MF0088 : butyrate production I","butyrate metabolism : butyrate production I","organic acid metabolism : butyrate production I"
"324","MF0088","Site","Jejunum",-1.68484390949692,0.20368103804983,278,94,1.13942204069397e-14,2.9662953792733e-12,"butyrate production I","butyrate production","organic acid metabolism","butyrate metabolism","MF0088 : butyrate production I","butyrate metabolism : butyrate production I","organic acid metabolism : butyrate production I"
"325","MF0089","Site","Cecum",0.229463806910229,0.140411284779791,278,115,0.103603077683581,0.256056973642014,"butyrate production II","butyrate production","organic acid metabolism","butyrate metabolism","MF0089 : butyrate production II","butyrate metabolism : butyrate production II","organic acid metabolism : butyrate production II"
"326","MF0089","Site","Duodenum",-0.670448688854453,0.143208110961775,278,115,4.90323635066859e-06,5.1749021484759e-05,"butyrate production II","butyrate production","organic acid metabolism","butyrate metabolism","MF0089 : butyrate production II","butyrate metabolism : butyrate production II","organic acid metabolism : butyrate production II"
"327","MF0089","Site","Ileum",-0.31100773274797,0.141307724314948,278,115,0.0287526487549719,0.105923673007703,"butyrate production II","butyrate production","organic acid metabolism","butyrate metabolism","MF0089 : butyrate production II","butyrate metabolism : butyrate production II","organic acid metabolism : butyrate production II"
"328","MF0089","Site","Jejunum",-0.588849950912295,0.140411284779791,278,115,3.94061800004127e-05,0.000338200292091454,"butyrate production II","butyrate production","organic acid metabolism","butyrate metabolism","MF0089 : butyrate production II","butyrate metabolism : butyrate production II","organic acid metabolism : butyrate production II"
"329","MF0089","Site","Proximal_Colon",0.206534208569271,0.140411284779791,278,115,0.142702394874331,0.322111475135412,"butyrate production II","butyrate production","organic acid metabolism","butyrate metabolism","MF0089 : butyrate production II","butyrate metabolism : butyrate production II","organic acid metabolism : butyrate production II"
"330","MF0089","Site","Distal_Colon",0,NA,NA,NA,NA,100,"butyrate production II","butyrate production","organic acid metabolism","butyrate metabolism","MF0089 : butyrate production II","butyrate metabolism : butyrate production II","organic acid metabolism : butyrate production II"
"331","MF0090","Site","Duodenum",0.303343621588051,0.110921344659817,278,278,0.00673457747366844,0.0328337015111209,"ethanol production I","ethanol production","alcohol metabolism","ethanol metabolism","MF0090 : ethanol production I","ethanol metabolism : ethanol production I","alcohol metabolism : ethanol production I"
"332","MF0090","Site","Distal_Colon",0,NA,NA,NA,NA,100,"ethanol production I","ethanol production","alcohol metabolism","ethanol metabolism","MF0090 : ethanol production I","ethanol metabolism : ethanol production I","alcohol metabolism : ethanol production I"
"333","MF0090","Site","Jejunum",0.568591128559524,0.108845912815168,278,278,3.97076676998483e-07,6.2023376947163e-06,"ethanol production I","ethanol production","alcohol metabolism","ethanol metabolism","MF0090 : ethanol production I","ethanol metabolism : ethanol production I","alcohol metabolism : ethanol production I"
"334","MF0090","Site","Cecum",-0.239725666437498,0.108845912815168,278,278,0.0286438077148216,0.105923673007703,"ethanol production I","ethanol production","alcohol metabolism","ethanol metabolism","MF0090 : ethanol production I","ethanol metabolism : ethanol production I","alcohol metabolism : ethanol production I"
"335","MF0090","Site","Proximal_Colon",-0.0760723461292998,0.108845912815168,278,278,0.485332311246187,0.690427204158966,"ethanol production I","ethanol production","alcohol metabolism","ethanol metabolism","MF0090 : ethanol production I","ethanol metabolism : ethanol production I","alcohol metabolism : ethanol production I"
"336","MF0090","Site","Ileum",0.569733821461125,0.109508362903552,278,278,4.39161388271788e-07,6.5774947173164e-06,"ethanol production I","ethanol production","alcohol metabolism","ethanol metabolism","MF0090 : ethanol production I","ethanol metabolism : ethanol production I","alcohol metabolism : ethanol production I"
"337","MF0092","Site","Jejunum",0.803157221116551,0.120556779382218,278,278,2.03006662809937e-10,1.21960156657355e-08,"lactate production","lactate production","organic acid metabolism","lactate metabolism","MF0092 : lactate production","lactate metabolism : lactate production","organic acid metabolism : lactate production"
"338","MF0092","Site","Ileum",0.712185453555646,0.121291528854824,278,278,1.5242109005873e-08,4.10485763227133e-07,"lactate production","lactate production","organic acid metabolism","lactate metabolism","MF0092 : lactate production","lactate metabolism : lactate production","organic acid metabolism : lactate production"
"339","MF0092","Site","Distal_Colon",0,NA,NA,NA,NA,100,"lactate production","lactate production","organic acid metabolism","lactate metabolism","MF0092 : lactate production","lactate metabolism : lactate production","organic acid metabolism : lactate production"
"340","MF0092","Site","Duodenum",0.515607756521751,0.122858442174608,278,278,3.88599929261027e-05,0.000338200292091454,"lactate production","lactate production","organic acid metabolism","lactate metabolism","MF0092 : lactate production","lactate metabolism : lactate production","organic acid metabolism : lactate production"
"341","MF0092","Site","Proximal_Colon",-0.0352118379569841,0.120556779382218,278,278,0.770495634126997,0.869591170886105,"lactate production","lactate production","organic acid metabolism","lactate metabolism","MF0092 : lactate production","lactate metabolism : lactate production","organic acid metabolism : lactate production"
"342","MF0092","Site","Cecum",-0.154971449338495,0.120556779382218,278,278,0.199944663366932,0.399377959308373,"lactate production","lactate production","organic acid metabolism","lactate metabolism","MF0092 : lactate production","lactate metabolism : lactate production","organic acid metabolism : lactate production"
"343","MF0093","Site","Proximal_Colon",-0.116573434909489,0.515388500430395,278,32,0.821261426165816,0.903387568782398,"propionate production I","propionate production","organic acid metabolism","propionate metabolism","MF0093 : propionate production I","propionate metabolism : propionate production I","organic acid metabolism : propionate production I"
"344","MF0093","Site","Jejunum",0.965978975254947,0.515388500430394,278,32,0.0621822269784344,0.181888836217818,"propionate production I","propionate production","organic acid metabolism","propionate metabolism","MF0093 : propionate production I","propionate metabolism : propionate production I","organic acid metabolism : propionate production I"
"345","MF0093","Site","Ileum",0.811155080355809,0.518566039814974,278,32,0.119160870471372,0.284663130448231,"propionate production I","propionate production","organic acid metabolism","propionate metabolism","MF0093 : propionate production I","propionate metabolism : propionate production I","organic acid metabolism : propionate production I"
"346","MF0093","Site","Duodenum",1.42969447071093,0.525332397517751,278,32,0.00700266703802938,0.0333480668091521,"propionate production I","propionate production","organic acid metabolism","propionate metabolism","MF0093 : propionate production I","propionate metabolism : propionate production I","organic acid metabolism : propionate production I"
"347","MF0093","Site","Distal_Colon",0,NA,NA,NA,NA,100,"propionate production I","propionate production","organic acid metabolism","propionate metabolism","MF0093 : propionate production I","propionate metabolism : propionate production I","organic acid metabolism : propionate production I"
"348","MF0093","Site","Cecum",0.462684449300646,0.515388500430394,278,32,0.370279486406565,0.601112326050676,"propionate production I","propionate production","organic acid metabolism","propionate metabolism","MF0093 : propionate production I","propionate metabolism : propionate production I","organic acid metabolism : propionate production I"
"349","MF0094","Site","Cecum",-0.109668574980987,0.130530167876363,278,211,0.401696341934663,0.628707100302548,"propionate production II","propionate production","organic acid metabolism","propionate metabolism","MF0094 : propionate production II","propionate metabolism : propionate production II","organic acid metabolism : propionate production II"
"350","MF0094","Site","Proximal_Colon",0.0581669265266795,0.130530167876363,278,211,0.656297834613211,0.803399073405827,"propionate production II","propionate production","organic acid metabolism","propionate metabolism","MF0094 : propionate production II","propionate metabolism : propionate production II","organic acid metabolism : propionate production II"
"351","MF0094","Site","Ileum",0.550940665760079,0.131363802054269,278,211,3.93601933113903e-05,0.000338200292091454,"propionate production II","propionate production","organic acid metabolism","propionate metabolism","MF0094 : propionate production II","propionate metabolism : propionate production II","organic acid metabolism : propionate production II"
"352","MF0094","Site","Duodenum",0.411553739623418,0.133130969982969,278,211,0.00224255924302725,0.0126231020087752,"propionate production II","propionate production","organic acid metabolism","propionate metabolism","MF0094 : propionate production II","propionate metabolism : propionate production II","organic acid metabolism : propionate production II"
"353","MF0094","Site","Distal_Colon",0,NA,NA,NA,NA,100,"propionate production II","propionate production","organic acid metabolism","propionate metabolism","MF0094 : propionate production II","propionate metabolism : propionate production II","organic acid metabolism : propionate production II"
"354","MF0094","Site","Jejunum",0.630104558377091,0.130530167876363,278,211,2.54859487308273e-06,2.92713617040826e-05,"propionate production II","propionate production","organic acid metabolism","propionate metabolism","MF0094 : propionate production II","propionate metabolism : propionate production II","organic acid metabolism : propionate production II"
"355","MF0095","Site","Cecum",-0.189327938433632,0.114650191803412,278,215,0.10005560542504,0.253712428042065,"propionate production III","propionate production","organic acid metabolism","propionate metabolism","MF0095 : propionate production III","propionate metabolism : propionate production III","organic acid metabolism : propionate production III"
"356","MF0095","Site","Proximal_Colon",-0.0699134120972198,0.114650191803412,278,215,0.542608627820486,0.733178786034255,"propionate production III","propionate production","organic acid metabolism","propionate metabolism","MF0095 : propionate production III","propionate metabolism : propionate production III","organic acid metabolism : propionate production III"
"357","MF0095","Site","Duodenum",-0.220065490319893,0.116883105843648,278,215,0.0610109203223595,0.179809542534954,"propionate production III","propionate production","organic acid metabolism","propionate metabolism","MF0095 : propionate production III","propionate metabolism : propionate production III","organic acid metabolism : propionate production III"
"358","MF0095","Site","Jejunum",-0.646754218324981,0.114650191803412,278,215,5.02632002386063e-08,1.09043220517643e-06,"propionate production III","propionate production","organic acid metabolism","propionate metabolism","MF0095 : propionate production III","propionate metabolism : propionate production III","organic acid metabolism : propionate production III"
"359","MF0095","Site","Distal_Colon",0,NA,NA,NA,NA,100,"propionate production III","propionate production","organic acid metabolism","propionate metabolism","MF0095 : propionate production III","propionate metabolism : propionate production III","organic acid metabolism : propionate production III"
"360","MF0095","Site","Ileum",-0.719571608912164,0.115364351812692,278,215,2.16305213303822e-09,8.89128271527816e-08,"propionate production III","propionate production","organic acid metabolism","propionate metabolism","MF0095 : propionate production III","propionate metabolism : propionate production III","organic acid metabolism : propionate production III"
"361","MF0096","Site","Proximal_Colon",-0.105404972408758,0.0986900848561197,278,245,0.286639793051242,0.506483435233076,"succinate production","succinate production","organic acid metabolism","succinate metabolism","MF0096 : succinate production","succinate metabolism : succinate production","organic acid metabolism : succinate production"
"362","MF0096","Site","Jejunum",-0.149649873274448,0.0986900848561197,278,245,0.130822761970192,0.303182721361188,"succinate production","succinate production","organic acid metabolism","succinate metabolism","MF0096 : succinate production","succinate metabolism : succinate production","organic acid metabolism : succinate production"
"363","MF0096","Site","Distal_Colon",0,NA,NA,NA,NA,100,"succinate production","succinate production","organic acid metabolism","succinate metabolism","MF0096 : succinate production","succinate metabolism : succinate production","organic acid metabolism : succinate production"
"364","MF0096","Site","Cecum",-0.272919754791362,0.0986900848561197,278,245,0.00615381901781093,0.0305516737324621,"succinate production","succinate production","organic acid metabolism","succinate metabolism","MF0096 : succinate production","succinate metabolism : succinate production","organic acid metabolism : succinate production"
"365","MF0096","Site","Ileum",-0.21786659020026,0.0992850036056366,278,245,0.0292248154854508,0.106656920066061,"succinate production","succinate production","organic acid metabolism","succinate metabolism","MF0096 : succinate production","succinate metabolism : succinate production","organic acid metabolism : succinate production"
"366","MF0096","Site","Duodenum",0.0345563578475602,0.100555499949042,278,245,0.731423425996586,0.847539607868448,"succinate production","succinate production","organic acid metabolism","succinate metabolism","MF0096 : succinate production","succinate metabolism : succinate production","organic acid metabolism : succinate production"
"367","MF0103","Site","Jejunum",-0.773165499700618,0.120438895956091,278,250,7.95197014689833e-10,3.88155542795475e-08,"mucin degradation","mucin degradation","glycoprotein degradation","mucus degradation","MF0103 : mucin degradation","mucus degradation : mucin degradation","glycoprotein degradation : mucin degradation"
"368","MF0103","Site","Ileum",-0.823791688804339,0.121180484901305,278,250,9.31810968462196e-11,7.27744366368975e-09,"mucin degradation","mucin degradation","glycoprotein degradation","mucus degradation","MF0103 : mucin degradation","mucus degradation : mucin degradation","glycoprotein degradation : mucin degradation"
"369","MF0103","Site","Duodenum",-0.403959059871436,0.122759909791045,278,250,0.00115905536773941,0.0074811755554089,"mucin degradation","mucin degradation","glycoprotein degradation","mucus degradation","MF0103 : mucin degradation","mucus degradation : mucin degradation","glycoprotein degradation : mucin degradation"
"370","MF0103","Site","Proximal_Colon",-0.168966254832145,0.120438895956091,278,250,0.162013278499925,0.348574023439233,"mucin degradation","mucin degradation","glycoprotein degradation","mucus degradation","MF0103 : mucin degradation","mucus degradation : mucin degradation","glycoprotein degradation : mucin degradation"
"371","MF0103","Site","Distal_Colon",0,NA,NA,NA,NA,100,"mucin degradation","mucin degradation","glycoprotein degradation","mucus degradation","MF0103 : mucin degradation","mucus degradation : mucin degradation","glycoprotein degradation : mucin degradation"
"372","MF0103","Site","Cecum",-0.294547509957216,0.120438895956091,278,250,0.0152252253445022,0.0661005785796732,"mucin degradation","mucin degradation","glycoprotein degradation","mucus degradation","MF0103 : mucin degradation","mucus degradation : mucin degradation","glycoprotein degradation : mucin degradation"
