	GnotobioticExp-FP-188-S51	806rcbc422-S327	806rcbc392-S297	806rcbc477-S382	GnotobioticExp-FP-199-S63	GnotobioticExp-FP-193-S57	806rcbc421-S326	GnotoExpt-FP452-S673	GnotoExpt-FP457-S678	806rcbc175-S272	GnotoExpt-FP554-S69	806rcbc433-S338	GnotoExpt-FP475-S696	GnotobioticExp-FP-207-S71	806rcbc176-S273	GnotoExpt-FP453-S674	GnotoExpt-FP614-S310	GnotobioticExp-FP-175-S37	GnotoExpt-FP536-S51	806rcbc466-S371	GnotoExpt-FP469-S690	GnotoExpt-FP555-S71	806rcbc403-S308	GnotobioticExp-FP-189-S52	GnotoExpt-FP465-S686	GnotoExpt-FP595-S291	806rcbc472-S377	806rcbc398-S303	GnotoExpt-FP549-S64	GnotoExpt-FP464-S685	806rcbc434-S339	806rcbc169-S266	806rcbc423-S328	GnotoExpt-FP565-S81	GnotoExpt-FP615-S311	806rcbc396-S301	GnotobioticExp-FP-177-S39	GnotoExpt-FP548-S63	GnotoExpt-FP529-S44	GnotoExpt-FP609-S305	806rcbc465-S370	GnotobioticExp-FP-201-S65	GnotoExpt-FP561-S77	GnotoExpt-FP602-S298	806rcbc427-S332	GnotoExpt-FP608-S304	806rcbc428-S333	806rcbc168-S265	806rcbc464-S369	GnotoExpt-FP567-S83	GnotoExpt-FP483-S704	GnotoExpt-FP543-S58	806rcbc174-S271	GnotoExpt-FP451-S672	GnotobioticExp-FP-187-S50	806rcbc402-S307	806rcbc390-S295	806rcbc435-S340	GnotoExpt-FP559-S75	GnotobioticExp-FP-206-S70	GnotobioticExp-FP-195-S59	GnotoExpt-FP601-S297	GnotoExpt-FP537-S52	GnotoExpt-FP459-S680	GnotoExpt-FP541-S56	GnotoExpt-FP470-S691	GnotoExpt-FP535-S50	GnotobioticExp-FP-205-S69	GnotoExpt-FP597-S293	GnotoExpt-FP481-S702	GnotobioticExp-FP-194-S58	GnotobioticExp-FP-181-S44	806rcbc471-S376	GnotoExpt-FP463-S684	GnotoExpt-FP547-S62	GnotoExpt-FP603-S299	806rcbc429-S334	GnotoExpt-FP458-S679	GnotobioticExp-FP-182-S45	GnotobioticExp-FP-176-S38	GnotoExpt-FP477-S698	806rcbc404-S309	GnotoExpt-FP531-S46	GnotobioticExp-FP-200-S64	806rcbc397-S302	GnotoExpt-FP607-S303	GnotoExpt-FP542-S57	GnotoExpt-FP613-S309	806rcbc470-S375	GnotoExpt-FP553-S68	GnotoExpt-FP482-S703	806rcbc170-S267	GnotobioticExp-FP-183-S46	GnotoExpt-FP471-S692	GnotoExpt-FP566-S82	806rcbc476-S381	806rcbc391-S296	GnotoExpt-FP596-S292	GnotoExpt-FP560-S76	806rcbc478-S383	GnotobioticExp-FP-319.fastq	GnotobioticExp-FP-314.fastq	GnotobioticExp-FP-301.fastq	GnotobioticExp-FP-315.fastq	GnotobioticExp-FP-369.fastq	GnotobioticExp-FP-313.fastq	GnotobioticExp-FP-375.fastq	GnotobioticExp-FP-386.fastq	GnotobioticExp-FP-302.fastq	GnotobioticExp-FP-380.fastq	GnotobioticExp-FP-393.fastq	GnotobioticExp-FP-321.fastq	GnotobioticExp-FP-391.fastq	GnotobioticExp-FP-363.fastq	GnotobioticExp-FP-303.fastq	GnotobioticExp-FP-385.fastq	GnotobioticExp-FP-307.fastq	GnotobioticExp-FP-381.fastq	GnotobioticExp-FP-309.fastq	GnotobioticExp-FP-367.fastq	GnotobioticExp-FP-373.fastq	GnotobioticExp-FP-387.fastq	GnotobioticExp-FP-368.fastq	GnotobioticExp-FP-361.fastq	GnotobioticExp-FP-379.fastq	GnotobioticExp-FP-308.fastq	GnotobioticExp-FP-392.fastq	GnotobioticExp-FP-374.fastq	GnotobioticExp-FP-320.fastq	GnotobioticExp-FP-362.fastq
806rcbc398-S303	0.690055153332489	3.2412000138946713	0.08284551911598458	2.71858322340839	1.2967152676178766	1.337035226414681	3.216494381694827	1.5351098138077444	0.9557040387957252	0.1457795002243763	1.0301720698436752	3.0569364837392645	1.9462107259590413	1.480098880534078	0.5257051279806186	1.3513784302964795	3.051989440244067	1.1991654917061372	1.6464561826264592	2.395498136031699	1.5327297235832014	1.7030862474498707	0.13518264038884514	0.721996355616058	1.2924580567741286	3.1567664607177752	2.03285182725682	0.0	1.709997789702377	1.368970750721864	2.919160962351768	0.08546843223115552	3.0682348037509164	1.4534408989555625	3.297352308601087	0.10456063203418238	0.5805772064609429	1.888884929715187	1.9191962449773297	3.1980674455472906	2.270359022487056	1.7710022525941485	1.555482116753731	3.311063696158251	2.737367945386535	3.163123800067757	2.9571702711202743	0.09073837607824972	2.1225332203995975	1.0538052804586473	1.8207190742231862	1.6514088110443015	0.23345759858213064	1.491700581376511	0.6350961586676642	0.2619156435130523	0.10585495018421157	2.922503115852971	1.3980691476092428	1.7440754177151334	1.1358210146044612	3.3502355122522376	1.8594862927772369	0.9506681272104599	1.6187249409802913	1.7700405571000453	1.4171135496280358	1.9449055985968506	3.166703950886595	1.8476640573967718	1.795925661900845	0.9505625318748092	2.1448579777555796	1.3930509907408373	1.73332769122491	3.328016667717681	2.784984025518543	1.0376804944888207	0.9150153417220661	0.8379325034434657	1.831656954958223	0.43073740818178574	1.6984722580959855	2.0222202945907557	0.2606886923744864	3.168302451790401	1.6445723740444733	3.1386232211655893	2.2797465640916146	1.3978824499023617	1.825599365626433	0.0946126017461863	0.8088454304134741	1.725930158907044	1.5984558948726828	2.4589748637116795	0.2334489875993324	3.0698343452562877	1.2037070597714732	2.033650142566338	2.0761053138269374	1.3891597441268007	1.2941812085091184	1.112890572959514	1.3467203385512345	1.1272691965332595	1.0907249022155365	2.382056881833581	1.810436522978567	2.493063318825304	2.359574138427528	2.28854858824141	2.5203307695003017	0.9000428635078875	1.3816916901465326	2.4733501473586337	1.1188067920224922	2.532302801457379	1.2974622994989362	1.3395871911324302	1.0920045575022568	2.3267484835875316	1.3822413580859867	1.0511235168900142	2.551748824330871	1.2266049500442089	2.557183013277784	1.073859715427327	1.997922445487696	1.0067771368173133
GnotoExpt-FP549-S64	2.0619381155676857	3.1808251197810393	1.6325981936243452	3.9255022718878587	1.432480485541463	1.4024275373513397	3.174533972771658	2.9754933917840325	2.458178279071079	1.5725733058639138	2.2751356704018773	2.873206029615944	2.970762494600305	1.4652619237763362	1.4278235596593374	2.7871114897151186	3.9630476126763394	2.589455690347487	0.15072683512258359	3.669199146497855	2.6138155792097413	2.9672128756950857	1.6264573333714043	2.072328315314237	2.7525124398976755	4.1207626492568625	3.4371021704351974	1.709997789702377	0.0	2.7844251153799497	2.7812837455216264	1.6429802818512866	3.121479734477829	2.7209999074704614	4.045876178292794	1.7176099529335966	1.8391121119086715	0.3961130608528488	0.39954307467887645	4.037209841565783	3.6129007587791935	1.7485576589464566	2.8006176469243913	4.205722568376343	2.393594724938062	4.0715609903549295	2.6342634317514153	1.6770832148497299	3.499850454653521	2.4194395619459117	2.808214080119351	0.27189190586322504	1.6232387043214946	2.952118729050417	2.1025731031167414	1.6204520074646638	1.8146800034803678	2.581784960464387	2.7657170813626037	1.7619079236716417	1.318809315334068	4.170365880170413	0.2539778491003319	2.389827738744864	0.25410656820689786	2.819927727571778	0.36699211409133914	1.933537842177612	4.072620732950044	2.8407209471396913	1.8567377432736514	2.368469707759844	3.5327362715514754	2.861981556592697	0.3432705363258246	4.16395078914325	2.4527985493288083	2.515969718097006	2.185608562084171	2.2714011062677266	2.974402070448936	1.6304069995264867	0.3037998657548357	1.9607814576250877	1.833464502099331	4.098596433145393	0.22786806546574526	3.9838468105548572	3.6881244655477308	2.6989763046895043	2.8346114252996584	1.6613569018244814	2.169907473996872	2.7041270747484036	2.8795608905647017	3.805224483736118	1.7603418663853119	4.053706511550788	2.3969817617197133	3.253554000086608	1.8963623613422627	2.7177997396533446	2.4178608750028903	2.461708584657347	1.9965622115064254	2.4153807533120855	2.1920526020342734	2.285393935552201	2.5823102890189285	2.2348254974198656	2.312476699185448	2.1266744307388903	2.3446139112206525	1.9673192237809725	2.4639031426034768	2.15964043432113	2.32476647776753	2.1840092140394423	2.6534471062006677	1.9712019432567638	2.2007169797829094	2.178361091418916	2.1458459911004866	2.080169820339301	2.246785313921177	2.5751860837491494	2.381815707422385	2.1603930406803196	1.7065493058427559	2.105859479593588
GnotoExpt-FP464-S685	0.9636138400492938	3.9004491616389863	1.3989316096949072	2.253445737427342	2.4077991527143223	2.43974018287845	3.8533498348436805	0.281152884994802	0.43123548651790633	1.4322794747865866	1.6456691118613052	3.8272165507182714	2.333521020117484	2.536372518579015	1.793805773168201	0.05114436662067519	3.004680925095493	0.803806377084323	2.6822385059750267	1.9328336619387656	1.990953279324632	1.7636061704921269	1.3695848942283975	0.7258171183308059	0.11268380460868956	3.063854625323442	1.143107460681095	1.368970750721864	2.7844251153799497	0.0	3.594445507623235	1.4123878958298086	3.698145044604888	1.8334302436502363	3.2960828921618224	1.2935563390855622	0.9789022739079316	2.810667900278252	3.0177833269790235	3.1756723937462414	1.5158616137015637	2.757479241083939	1.62109646588286	3.2616166281741164	3.6676561231307927	3.116174207922837	3.8315359673684815	1.329419496794368	1.4009785717998433	1.5589195148448833	2.2450163905696994	2.6633734665881392	1.294373235550174	0.18210131728540602	0.7520216918884242	1.5091732162976628	1.2931113951624056	3.798137668784961	1.5323113162104804	2.752279353998308	2.2439795670286715	3.3492942664909635	2.922082812938455	0.4510024380086641	2.679590153150588	2.221351109477878	2.5006827061232424	2.892212173457702	3.083371066786024	2.3406461066346322	2.7913275565261557	0.877035860223429	1.3413866851377088	0.15276249554138752	2.664087165211489	3.2766630160981194	3.676816593208371	0.34153376125001933	0.6009388868075419	0.7205234755793811	2.0354047173742194	1.624081904353577	2.779974255659656	3.010901620185912	1.3393072497704577	3.089129395532369	2.6554222939134347	3.1464162203283794	1.4296945213962537	1.7653315643465028	2.3069007932051373	1.3420544562851857	0.6611726989768911	2.249887559336786	1.7792653206494233	1.6309136618056572	1.2251258258630777	2.9450446509826795	1.7536653698986335	1.4662383892991626	2.735305584419575	1.4569683993929456	1.7563871800439927	1.3930853498973819	2.2311633371577457	1.467475205010341	1.6288053658664228	3.369459643467653	2.3356627133174896	3.534406376257451	3.359594893871339	2.950317721733722	3.544700300001921	1.677191396463754	1.8296038470696834	3.5464611169297444	1.6516175906168473	3.597461395105638	1.3679042328096878	2.224016622266433	1.6897298094774174	3.3174948091393346	2.192259468180825	1.799127537837123	3.613387948644128	1.3031946674445052	3.5940956350947184	1.7127178186449095	2.663321001409017	1.7464951975102332
806rcbc434-S339	2.7272420219704183	0.4417150071127401	2.902764525690702	2.839832862850178	1.770383383901123	1.7389633170949095	0.4166683714724201	3.561490897556198	3.423269912235715	2.8509857437347508	2.2574208813755114	0.36815542356860387	1.9243565348866511	1.5840445610679224	2.4774322410662792	3.6109169731351165	2.1644208529330315	2.852317554752326	2.859265152610574	2.8175027223216373	1.9851366862107078	2.3425305285365376	2.9603459993711057	3.1493077017010984	3.5818965083113077	2.343212291437948	3.2972034759421645	2.919160962351768	2.7812837455216264	3.594445507623235	0.0	2.9432152152757443	0.4503970733995703	2.289608976513453	1.991820731318723	2.970124076766515	2.9153190449751545	2.764344269673232	2.4987924074647796	2.099855615886368	3.1547741635212394	1.273599678883111	2.306332033399856	2.2789628409436338	0.7417397397896255	2.2179026556271086	0.600516260158011	2.928703124790479	3.120886782784805	2.4227411897644218	1.8406854838839508	2.5831823293973555	2.9701906105131193	3.670429238965626	3.106996012786016	2.661690821040763	2.9661845636183464	0.59451192126649	2.4746403495972604	1.323956408381651	1.9022214219177107	2.139891118720013	2.6108762858832493	3.432434478727996	2.543183667497979	1.9571469949454634	2.9282170484697083	1.10194861675172	2.238972071913536	1.8832466564959596	1.281665040607312	2.7648244201150587	3.2240091241263715	3.5682905237985154	2.893926981524226	2.1872942648468836	0.6248369536282088	3.3489661048581625	3.221459402937344	2.928437502858331	2.1126241722001273	2.5095460725321197	2.4792093641661834	1.125803343191493	2.74570043877048	2.279748263516232	2.9213380898076955	2.0592135002224765	3.354696818512989	2.34061185649364	1.903330203308115	2.9160755823845963	3.0589097121025066	1.8466834153334224	2.333375604616697	3.3149571880697057	3.0954986702996186	2.3525683482820794	2.169426406122663	2.767784239290635	1.0845226300454895	2.434389160702049	2.0652946531817773	2.4202725896917694	1.6802426596028432	2.3237700298498294	2.096943973633613	1.02867566833012	1.5211605332785776	1.1284161533710422	1.1113764723918131	0.7918592470759466	1.1164946331694334	2.131791849390143	1.9989499343540853	1.2245081972925511	2.1932353759237633	1.1911918478072248	2.4805254232969003	1.669551710918107	2.0916265411983535	1.0106598799796447	1.7184687564923906	2.037730517367622	1.193094723071781	2.4804125540367767	1.1737564579227373	2.074963174723739	1.3112907664486304	2.11409974846737
806rcbc169-S266	0.7494173367818034	3.2710233476593937	0.05080778146990858	2.796456406958568	1.299576849311339	1.3377295393296982	3.24717726220413	1.5885904534185402	0.9984324314638362	0.11115826955977451	1.102495761039055	3.079036894599265	2.0168056625819317	1.4828437896044993	0.5223212448542901	1.3952457851953344	3.123662522462178	1.2680280736465646	1.5769077095099386	2.474376454684367	1.6028534108530454	1.7825872362887303	0.08055552986870347	0.749248290818835	1.337729212782934	3.230654031465574	2.1047718027570075	0.08546843223115552	1.6429802818512866	1.4123878958298086	2.9432152152757443	0.0	3.102359903909716	1.5311750818046121	3.3635247164745303	0.11932289888762587	0.6018585799682146	1.8262049899282464	1.8627327430459293	3.267516626056617	2.3453217953808174	1.7825011221141258	1.6329849726511896	3.3829843305711575	2.7475136832388594	3.2350989824516185	2.970912524285414	0.09532906764786826	2.198584909962172	1.1328809792094834	1.8889609419262618	1.5920034211292458	0.2021819388459489	1.540714719551554	0.6766550481134539	0.29210961491713483	0.17912327880425202	2.935200526949657	1.479870379995475	1.7564516130713346	1.1340167686905993	3.419553378773727	1.7990540742725143	0.9847297427060692	1.5600023496165718	1.840173845684438	1.343275205804168	1.9609057837564183	3.2384147986873337	1.9154063408128448	1.811679888108554	1.020808461102253	2.2194721657270393	1.443941394170938	1.6654328096557494	3.3976722281216576	2.7967656724589545	1.0863889336699422	0.9406152993362953	0.8980571181934099	1.9073016123882396	0.46317413503449845	1.6421077157625916	2.035978652096485	0.3384799826021213	3.2410020603744076	1.573434509277501	3.208218933089381	2.354870411516601	1.4767383805351695	1.8940200443559743	0.09196162403830027	0.8500704884205932	1.7921546618329034	1.6782236343920731	2.533484315472858	0.2237358344326778	3.1440214402345763	1.2756568546262417	2.1048893650230234	2.0870174966039023	1.4688131821821298	1.3640887245892195	1.191827052895784	1.3868481713462302	1.2035448966419797	1.1557008461587177	2.398249403446982	1.8681869619760463	2.501657266205359	2.3771646591866213	2.3043844305324006	2.533116321320384	0.9571033350278519	1.450532961430428	2.478267262194779	1.19067686081988	2.5366178087330375	1.3773118301398837	1.3785817545796144	1.1575438162883307	2.340156089615399	1.4306428693722797	1.1098080314927485	2.558125755477291	1.3050556063640362	2.569760484087856	1.1375025411564548	2.0006293345657413	1.0690347301414116
806rcbc423-S328	2.8541696264105942	0.24245853897932287	3.0634325192810237	2.697512238572098	1.969495908420824	1.950562954601923	0.20925814863914158	3.638675483323882	3.537317078163455	3.0189795364387426	2.2889374798991047	0.47910687914308403	1.782912142830561	1.8082833155157418	2.646510321319299	3.7122245694007745	1.9063684726843233	2.9212568445214253	3.1968467048758376	2.7074631533877116	1.9374022432156561	2.269391337541775	3.1267314372088157	3.3037259140616793	3.6812790854454693	2.07267060218601	3.2881406702664635	3.0682348037509164	3.121479734477829	3.698145044604888	0.4503970733995703	3.102359903909716	0.0	2.2324625297324046	1.7222009580411082	3.1255998723650174	3.0863918282080727	3.134780456274244	2.855552132574697	1.826529790694263	3.1073854821577083	1.482035859235175	2.2732477876596744	1.984792028462067	0.9786796935966698	1.9417005090274824	0.8118247522234512	3.0874512829222747	3.0791115978481196	2.4338016000299616	1.7378879040863977	2.9311343855255614	3.144995645723717	3.7545820023964027	3.2451239327592045	2.8126044495400047	3.103429987218352	0.8369946949242133	2.442204887643172	1.5131393918551779	2.1154143843350766	1.8382446177973781	2.9682189272165242	3.561371388818315	2.883397167847338	1.8501949686784835	3.2382823461206836	1.290612359828324	1.9779003907403971	1.760766763192786	1.4476195518765398	2.8500875740664005	3.190926279270411	3.653951990375027	3.2466112963826537	1.907537660032271	0.8860805893640059	3.456612915900145	3.3780396907289143	3.04039918062467	2.0091496210491906	2.6518890225509466	2.8235921093371124	1.303061447882943	2.870841032363245	2.0101958267955236	3.259069821642052	1.780692831146763	3.3090257345528364	2.292613034405047	1.7853049255387126	3.076379572345373	3.1994332374038557	1.7587892454929512	2.2634346003570056	3.2581795003441534	3.254793124636832	2.102835089646289	2.1736942508846226	2.754320922760175	1.4248235275775296	2.42133525964501	2.07418312246073	2.444323326853217	1.75825925929425	2.3514352967680767	2.159281830692252	1.1330038141319194	1.4729315263965232	1.275022181589118	1.1844221804454713	1.141494740145444	1.2142651519743612	2.2249658828330827	1.9966880158580074	1.3880761704097686	2.219756220893342	1.3653751133193	2.48289401602565	1.755880781208329	2.143285949543069	1.162969678993316	1.7597357560113525	2.103180031229985	1.3411984477905199	2.5009532800255263	1.2558722365140338	2.1324384278309623	1.6676358050331406	2.1740468391615906
GnotoExpt-FP565-S81	1.1782083831091472	2.461049087675204	1.5048246872629283	1.5788040504527148	1.478413468911715	1.5267658775075537	2.4279694184563554	1.7576799067332407	1.6497066721757438	1.5104512283057996	0.46316995622886925	2.422618206966695	0.572372885165389	1.5710270015844285	1.3818120158286875	1.8267835746130727	1.7175059631011473	1.1149391362328076	2.7121276353953037	1.3171263924367522	0.3056676554456051	0.44166786179812784	1.5691392723023576	1.6180878379943844	1.7788288839299358	1.798066537217445	1.5383032912289778	1.4534408989555625	2.7209999074704614	1.8334302436502363	2.289608976513453	1.5311750818046121	2.2324625297324046	0.0	2.024393634924129	1.5071142479430293	1.5298389271294304	2.852102749599751	2.7391666450229475	1.8807086701025737	1.5252638172614053	1.6010562696347865	0.4731203631062915	1.9546398237427016	2.3458012637559262	1.8144435426431575	2.4738748531409356	1.4991512389629884	1.3998725380884032	0.40238130128962507	0.5238474394343515	2.5796739019219777	1.6038795257647698	1.8384207555952787	1.492643288643366	1.3119212322998002	1.4144424432021385	2.4630575059079196	0.3469101948204494	1.567793151159475	1.4782226872073458	2.0150362537245936	2.754937035113906	1.7282039099955502	2.530829389199592	0.42977943685893116	2.563982673911855	1.6371625741995117	1.8399950289360312	0.5440261991563377	1.5427492545934458	1.037440497819822	1.4973007613096039	1.741627197077911	2.793378201845877	2.0108925625374026	2.3610950065813987	1.5840520608147373	1.7123196335921058	1.263092362742031	0.4550494267569121	1.2057961129162345	2.5580845891267168	1.7247243366517735	1.1958379917678061	1.8220735130615788	2.740122780616186	1.8090959394196675	1.6136619431653647	0.07320728727865503	0.5115061383843528	1.5000225535982272	1.497412576217555	0.4920852972455866	0.2627197957927225	1.7154186774807738	1.6104683485528921	1.7289084890099597	0.3256961333331484	1.3088541495551616	1.9033443716911806	0.4690367368364635	0.3791452923815795	0.4891716035561487	0.9258710020289664	0.4675750473591517	0.6004171095708982	1.9493282797796398	0.773585352049411	2.1686431718692916	1.909060678510898	1.9570829036495634	2.119779547294578	0.7632713187538488	0.3845783409771157	2.215881680658399	0.41923458921236373	2.2729764759000863	0.5188486750629506	0.94537524607941	0.548687771928967	1.9541499112822696	0.7781816581933116	0.6482027579959849	2.2546493996575445	0.5893337889701428	2.1548576150072343	0.580909558289486	1.997484734872718	0.6154470397714571
GnotoExpt-FP615-S311	2.8078796417389302	1.9125819936883042	3.322633561778005	1.3756066928003374	2.7886481278992155	2.797351497280193	1.852691268159895	3.1146449872475177	3.312655057220039	3.303844952813117	2.3254644769969053	2.1879185951761517	1.5576611728954148	2.7171697753393502	3.1086931676930476	3.3148969586847126	0.42620371029620796	2.5411312769721093	4.063767481055409	1.5813942719233591	1.8565742861771866	1.7527116569366405	3.37803039402873	3.24891815891044	3.3017303918475247	0.5348055007706947	2.4147349256711412	3.297352308601087	4.045876178292794	3.2960828921618224	1.991820731318723	3.3635247164745303	1.7222009580411082	2.024393634924129	0.0	3.329613704358053	3.1499409023971867	4.033776827596107	3.917340908910491	0.2322684842753056	2.0821521927017446	2.5135515381739086	1.8408519203431433	0.39534463225527977	2.57322005168841	0.40509890970018547	2.4868741484911316	3.312817132888457	2.1286660794025836	2.358385195585107	1.61144157013532	3.824246249010442	3.3723977327709114	3.2740312771320905	3.1843298669289934	3.1113398341776435	3.279136957236572	2.4991782855471874	2.0741653864058525	2.5307719267509863	2.8517704473379606	0.2539698546399613	3.968146623929094	3.3693791228844914	3.798792840124809	1.7267104493051073	4.031390841808611	2.397952444933943	0.384845691167359	1.7014810028618732	2.4732889995031373	2.6207574583909237	2.2392216167222907	3.2050997916555355	4.078959430708463	0.22717946281973148	2.49868267281688	3.177269773214617	3.2564916093112717	2.8644479718396982	1.5759503859546031	2.9908486499702116	3.792165591134497	2.484119460850185	3.0454186920187603	0.4477298590497253	4.102174466482681	0.2911851807845366	2.2900523604725915	2.078857290071686	1.7069868959698191	3.309706720878591	3.078968346170079	1.7642861120246425	1.86427876688039	2.1458415621676967	3.4290367094415672	0.5850671036286377	2.167547335051719	1.901711965922105	2.314021215477054	2.0404599353539536	2.028208876279081	2.2545674272631127	2.2818577569181104	2.207130272380762	2.210855483325128	2.4960989858736653	1.6279138982886614	2.725513732899497	2.505841815680189	2.1693631254014947	2.647041517313197	2.4397570008728597	1.942873337918229	2.834146355566713	2.21277398156255	2.844531387696922	2.1364313701683817	2.2875347274992173	2.224699011951904	2.525256202921329	2.1719387122139606	2.316152609670696	2.8157095864513613	2.192231545766296	2.6901523994034586	2.2508478493720903	2.518519563478473	2.3503509614213653
806rcbc396-S301	0.6568842661135068	3.298414687501953	0.11168381479794248	2.7236472459548673	1.3652537026291416	1.40282410455062	3.27203840747581	1.4707899934427657	0.8815090391364657	0.16748102687535937	1.086812775704803	3.1173653846470692	2.004477211481949	1.5428382028496428	0.6007840851044262	1.276878243849486	3.0846526065723316	1.1686092386758127	1.645954402070409	2.398866425842082	1.5881362535330785	1.734696184539428	0.09670235530266827	0.6332019897997367	1.219800791503332	3.189001966986211	2.001613353957095	0.10456063203418238	1.7176099529335966	1.2935563390855622	2.970124076766515	0.11932289888762587	3.1255998723650174	1.5071142479430293	3.329613704358053	0.0	0.5017251968155197	1.8809037865905034	1.940247672173704	3.2314676362124057	2.2508617940455014	1.836185161884649	1.5808368587937125	3.345818846743047	2.8025257656799174	3.197059480378873	3.0205470685889506	0.0499031507788122	2.1046576548363163	1.1058818828634718	1.8775046529617991	1.6553842353447727	0.1500363372459312	1.422967765972137	0.5577498801871914	0.3357665520368903	0.13354850474645696	2.984787184613404	1.429825458627002	1.8128244817357078	1.1963564856309756	3.38644879375692	1.8718611526477582	0.8674169213987729	1.6298788777164366	1.8310240020485018	1.4179049032101705	2.0113418835388965	3.1972794795169346	1.9121961601008943	1.8668850415086364	0.9267132674278752	2.1215432847926325	1.326170043155196	1.7206203366104074	3.360120613434872	2.847438041636657	0.9679113567598814	0.8256353985180286	0.7895177360778125	1.8748600550578751	0.5099868110888888	1.7153416230005625	2.0928079338090364	0.31749726550386576	3.2003876852675806	1.6393319984347012	3.1743428754848706	2.256105785233706	1.4496499230779822	1.8891461846014104	0.06705294268738712	0.7345118604977096	1.7894698743783526	1.6386562500025985	2.4367220215004326	0.13918720867208212	3.099084180464712	1.2601849051840404	2.0170982961632697	2.1038861536654943	1.4117058679049452	1.3413552555818467	1.1418900765534985	1.418466452242223	1.1602057095433789	1.1318598544562954	2.4580598355896806	1.8662114075540457	2.5691865019729176	2.4385010036981782	2.3240997836000883	2.5986392707223893	0.9549158994400507	1.429349359628494	2.5498833043453413	1.16879700389826	2.6075105375987784	1.3167695670661157	1.4099389109258815	1.1415919208663303	2.399943943467543	1.4531644799862793	1.111941225677527	2.6286600746660675	1.241445732683982	2.6371528735140046	1.1258792167108085	2.017470273690872	1.0680727683831304
GnotobioticExp-FP-177-S39	0.3786432085382429	3.262326279665714	0.5669045632585259	2.479788769528402	1.5152971688471737	1.541114414852691	3.225693088635861	1.1483198250911797	0.6658650697660926	0.5630410409924662	1.1382087988403795	3.1161632739457112	2.002313336531237	1.6498542768554305	0.891814964085686	0.9801125176734857	2.920969547943533	0.8616365381899007	1.751643804751739	2.164037844158457	1.5860239727398313	1.6336318791391997	0.5413141146019447	0.27549776162924394	0.9403793816822114	3.0281672671030893	1.6923038894501317	0.5805772064609429	1.8391121119086715	0.9789022739079316	2.9153190449751545	0.6018585799682146	3.0863918282080727	1.5298389271294304	3.1499409023971867	0.5017251968155197	0.0	1.8997493677021589	2.0523477109982426	3.0641553383117923	1.9525806132836063	1.9192965709449554	1.4485396195321836	3.1893278125519573	2.8616436887265695	3.0386815840401433	3.0564153603302127	0.5089185207157545	1.823068753630034	1.1592779263981479	1.8652283730325738	1.7166404710302885	0.4375919536320751	1.1320800359113452	0.29833370580350915	0.6528322450917712	0.5703705998519745	3.017500424613263	1.364457677952275	1.9152549199372217	1.3294778958187925	3.230551512590025	1.9676571853486202	0.6177333890985437	1.7208748395022737	1.851132613141042	1.5730291120988487	2.0840966727253587	3.0222596792867478	1.945388448054776	1.9720476052557563	0.6666878764302709	1.8270526746024	1.0340845771291662	1.7608676245595576	3.1854227255167946	2.8858400116599814	0.6867667845796829	0.4173955382562319	0.4719683183417363	1.8076399728987633	0.7798420854903559	1.81564279818794	2.192410726699014	0.5909076408408654	3.0351000490247877	1.7363729681831677	3.01935686978376	1.9680202162957618	1.4712800879169108	1.918571478915897	0.5118301432333516	0.3350525289438158	1.8178719291783079	1.5877350522152522	2.1311287950786464	0.48939882251304484	2.926528999973534	1.2923495625998007	1.697139254329997	1.9814163691706608	1.290848533131717	1.3095702516797405	1.0703946984307622	1.5110679820121995	1.0922632563820909	1.0815178805343204	2.5752511809491296	1.8364281542673195	2.703935261426142	2.5716309129056367	2.2213278067273037	2.7358709306685935	0.9948694594088523	1.3911950556047303	2.6980208570552664	1.1729359866618565	2.747771813275644	1.1919227060953048	1.4961461269148362	1.1346070303719096	2.507658926826083	1.5331091577255815	1.1633848671928648	2.7734767830535207	1.0972736388150799	2.78507363338223	1.1314992650860345	1.880247463847738	1.129614372383088
