	GnotoExpt-DTT555-S167	GnotobioticExp-DTT-195-S205	GnotoExpt-DTT543-S154	GnotoExpt-DTT537-S148	GnotoExpt-DTT452-S600	GnotoExpt-DTT535-S146	806rcbc533-S438	GnotoExpt-DTT541-S152	806rcbc564-S469	GnotobioticExp-DTT-189-S199	GnotoExpt-DTT565-S177	GnotoExpt-DTT607-S342	GnotoExpt-DTT464-S612	806rcbc562-S467	GnotoExpt-DTT603-S338	GnotobioticExp-DTT-193-S203	GnotoExpt-DTT476-S624	806rcbc495-S400	GnotoExpt-DTT596-S331	806rcbc558-S463	GnotoExpt-DTT451-S599	GnotoExpt-DTT609-S344	GnotoExpt-DTT560-S172	GnotoExpt-DTT608-S343	GnotoExpt-DTT615-S350	GnotoExpt-DTT566-S178	806rcbc521-S426	806rcbc496-S401	806rcbc520-S425	GnotoExpt-DTT392-S538	GnotobioticExp-DTT-199-S209	GnotoExpt-DTT387-S533	GnotobioticExp-DTT-183-S193	806rcbc526-S431	GnotoExpt-DTT554-S165	GnotobioticExp-DTT-182-S192	GnotoExpt-DTT471-S619	GnotoExpt-DTT602-S337	GnotobioticExp-DTT-177-S187	806rcbc363-S498	806rcbc550-S455	806rcbc371-S504	GnotoExpt-DTT548-S159	GnotobioticExp-DTT-207-S217	GnotobioticExp-DTT-205-S215	GnotoExpt-DTT457-S605	GnotoExpt-DTT561-S173	806rcbc488-S393	806rcbc444-S445	GnotoExpt-DTT601-S336	GnotoExpt-DTT530-S141	GnotoExpt-DTT613-S348	806rcbc519-S424	GnotoExpt-DTT463-S611	GnotobioticExp-DTT-181-S191	GnotobioticExp-DTT-200-S210	GnotoExpt-DTT547-S158	GnotobioticExp-DTT-188-S198	GnotoExpt-DTT477-S625	GnotoExpt-DTT483-S631	806rcbc376-S510	GnotoExpt-DTT470-S618	GnotoExpt-DTT475-S623	GnotoExpt-DTT459-S607	GnotoExpt-DTT393-S539	806rcbc552-S457	GnotoExpt-DTT385-S531	GnotoExpt-DTT536-S147	GnotoExpt-DTT542-S153	806rcbc377-S511	GnotoExpt-DTT469-S617	806rcbc551-S456	GnotoExpt-DTT453-S601	GnotoExpt-DTT386-S532	806rcbc489-S394	GnotoExpt-DTT391-S537	806rcbc494-S399	806rcbc364-S499	GnotoExpt-DTT481-S629	GnotoExpt-DTT549-S160	GnotoExpt-DTT559-S171	GnotoExpt-DTT465-S613	GnotoExpt-DTT458-S606	806rcbc362-S497	806rcbc372-S505	GnotobioticExp-DTT-194-S204	806rcbc370-S503	806rcbc525-S430	806rcbc557-S462	GnotobioticExp-DTT-201-S211	GnotoExpt-DTT614-S349	GnotobioticExp-DTT-206-S216	806rcbc490-S395	GnotoExpt-DTT567-S179	806rcbc563-S468	806rcbc527-S432	GnotobioticExp-DTT-175-S185	GnotobioticExp-DTT-176-S186	806rcbc556-S461	GnotoExpt-DTT531-S142	GnotoExpt-DTT553-S164	GnotoExpt-DTT595-S330	806rcbc531-S436	806rcbc532-S437	GnotobioticExp-DTT-187-S197	806rcbc378-S512	GnotoExpt-DTT597-S332	GnotobioticExp-DTT-308.fastq	GnotobioticExp-DTT-303.fastq	GnotobioticExp-DTT-370.fastq	GnotobioticExp-DTT-362.fastq	GnotobioticExp-DTT-381.fastq	GnotobioticExp-DTT-321.fastq	GnotobioticExp-DTT-320.fastq	GnotobioticExp-DTT-322.fastq	GnotobioticExp-DTT-376.fastq	GnotobioticExp-DTT-368.fastq	GnotobioticExp-DTT-363.fastq	GnotobioticExp-DTT-315.fastq	GnotobioticExp-DTT-364.fastq	GnotobioticExp-DTT-375.fastq	GnotobioticExp-DTT-302.fastq	GnotobioticExp-DTT-314.fastq	GnotobioticExp-DTT-374.fastq	GnotobioticExp-DTT-309.fastq	GnotobioticExp-DTT-380.fastq	GnotobioticExp-DTT-310.fastq	GnotobioticExp-DTT-304.fastq	GnotobioticExp-DTT-369.fastq	GnotobioticExp-DTT-316.fastq	GnotobioticExp-DTT-382.fastq
GnotoExpt-DTT555-S167	0.0	2.4434442946975135	3.490101531792895	3.680578526890419	3.561029101458421	3.692843635667831	2.0735624395181818	3.3681781100530235	1.9453929503731198	1.4668137932334397	0.2352852646045462	2.9726744963657654	3.366266545835596	2.008588939630341	2.8828555298626375	2.597418387766488	3.431296515015554	1.7903409620621575	2.9923485363232283	2.328035670197502	3.8826784652498714	2.96140822588224	0.7623392328783279	3.201077210149055	2.844168027109838	0.06989564003699987	2.0707972120694937	1.9071376933162199	2.103972926111295	2.3321654617023024	2.4909245851897213	2.1781566232302496	1.3828254554492623	1.8827865115020634	0.15339084845448686	1.7113512710849839	3.2008367986817783	2.752944713561981	1.345451180969944	0.20834815949837143	2.0738298532774757	0.5678207621312993	3.608114973331988	2.542973460539274	2.697645720891138	3.9476277392010033	0.6765553380654762	2.148244628030699	1.1848738231680127	2.685942572892942	3.72895721502239	2.9645752403711936	2.2993978341803243	3.6443739818028194	1.9860923687902676	2.892369396675192	3.5448450786339007	1.5696078488003453	3.00823138854885	3.6933552796353784	0.976802312768979	3.313963747479975	3.7010285211021583	2.711321178689859	2.295924602786957	2.2446025497124014	2.324171319975367	3.5355784650131685	3.5300443571773465	0.9588751891031455	3.857704774674494	2.31833067840718	3.5162764899426895	2.0097047299270523	2.255563854520383	2.4351524891528538	1.8796268696766985	0.25985376823585765	3.64771054832535	3.4441797336984004	0.6816452986410992	3.2159736141436572	3.0815528841968853	0.6144916886613062	0.8887704206473297	2.6721042880740002	1.0114953339148303	2.02686152932176	2.6776586453819258	2.69568865244041	2.6794327928242674	2.674519356783195	2.5661521381430474	0.18398483990210104	2.1111095642946993	2.114244210803928	1.9000598611077764	1.3870637164709363	2.8162313338316984	3.516189236554606	2.466918649407807	2.7804652775321475	1.8906177008597305	1.9809898083299031	1.630636799958079	0.2529295255283259	2.8616969093732365	1.3590160667076885	1.297376326534203	1.867615923860765	1.573090273504167	2.6264049231207642	4.168292147565748	4.103921951806607	4.116712848577466	1.8527068026932554	1.7275391020021749	1.5771464155924217	1.1985156836630235	1.5876532885416101	1.7543741385163976	1.2603617609159676	1.1694409576384834	1.6567727339237908	1.293727423354819	2.4997475329789376	1.6134319208213863	1.2802696192947107	1.9315669835053133	1.2888987096907978	3.748462618255204
GnotobioticExp-DTT-195-S205	2.4434442946975135	0.0	1.9560551860668276	2.1007135351000024	1.6362006361721444	1.9081719109170507	0.6709997025673567	1.9228553465698637	0.8201001336552742	1.2189351162064483	2.3371650134521795	1.9905464738459797	1.3433367124107987	0.9491891918779475	2.642248241088045	0.3488957002279361	1.4030032063318787	0.7462162993441682	2.6784717648280427	1.3105835207418772	2.078356179146391	2.643647517851438	2.0873845731499414	2.690355860975203	2.5799168035882363	2.380861995415548	0.6600324847768726	0.7658554427314821	0.48433933437224125	1.9857932997808014	0.3923996051316467	1.4953584192051315	1.1322264863260594	0.613708520462072	2.4324546519026584	1.0045957291996108	1.1534417611122456	2.460485461435871	1.2128830546693967	2.2696812769032255	1.5551424910345744	2.026652064839227	1.972721974869257	0.3521805727361284	0.37323100532464726	2.109130933729985	2.108538581351828	0.7629747646970155	1.5163843209458132	2.144984719888211	1.9513022523408643	2.5766071061165485	0.6236668242719221	1.8307182114397378	0.9298716179309175	0.6352536199103166	1.9452257630374046	1.0278594716517646	0.8458677588909317	1.6307707511677088	1.5695395795286542	1.3321050157413397	1.6514577428349415	0.9389002927695085	1.8587341306779148	1.5346884322367063	1.0301386935867207	2.066394102072573	2.0004464171050573	1.803173331080419	1.9618321451069671	1.5973181139425008	1.4664145401509128	1.7468804607624218	0.8062502045268464	2.021648067581154	0.6420439527918718	2.2827577078651333	1.6806143063654684	1.853442679478592	2.2236567361365873	1.347494275343739	0.9103600567914121	1.881197640932556	1.6842509177443	0.2650162667750891	1.4630955375381562	0.5929074636104155	1.4933125996871475	0.44982387570678295	2.5914719488853195	0.3329001891849426	0.8447319684885941	2.416841138213524	0.6027048163854694	0.6162676979219767	0.7290230007305489	1.2551905785559536	1.49341091441867	1.8147202438680716	2.1776225388283397	1.8504676124939687	1.0277109869343293	0.7195205034178238	1.0060816083266242	2.3110455018630276	2.6821756602603064	1.1881783783313455	1.6810452047871716	0.7384165287534513	0.9132423405179845	0.3196710588233522	2.0610455630849733	1.9732018494398849	1.9703126183585375	0.7415459008664153	0.801966938295252	0.8760184933811086	1.5400518101487846	0.9263540605163086	0.7205737033903473	1.2086264420035524	1.3018680204673594	0.8244625052487357	1.6107358994265477	0.3319112744680256	1.1247167568737493	1.4983543828599497	0.5240223844985379	1.36253193192222	1.77810682540876
GnotoExpt-DTT543-S154	3.490101531792895	1.9560551860668276	0.0	0.33280431667890387	1.9144105439255839	0.448886862450386	1.7398816571186377	0.4115472171522727	2.590741255581912	2.1694540106523252	3.3263330750724465	3.1366900064412744	1.7077414923816556	2.6747167583430658	4.179947234656047	1.6380146239796092	2.0317450104998427	2.2838121886546876	4.2619020462921995	2.883516758378997	2.245686257934519	4.146759147433921	2.9018547218111745	4.150320848968416	4.126634354626601	3.4382533875494103	2.0126869880956764	2.068243956642998	1.9604114519287612	1.9137348422663498	1.594040573962444	1.728767350001902	2.2480444119993046	2.241359440391822	3.4396081110588397	1.9434557069050704	1.9097038768704298	4.084085170703763	2.2804057235274695	3.2828194834664264	3.211067433915778	2.929378514457332	0.23561362480359452	1.7870378816034054	1.7147100194056772	2.2424427065901997	2.9432780499063957	1.8694132146158533	2.3653487087048846	3.624530486330907	0.4130791149725609	4.075579520212116	1.9915961350746867	2.1859289261336516	1.7340670418176956	1.497350377388439	0.2727842535805436	2.062890266165149	1.618782259151699	1.8418161202629595	2.6671623021616777	2.0665189737777045	1.9157916330729372	2.269990639665397	1.8847475424722961	3.1424538265393496	1.4746661043394582	0.4215226146728768	0.14342603096464568	2.649251305297248	2.106108463799052	3.252122027123443	1.8422438885753998	2.1034132658476494	1.847521948322826	1.7690473798837805	2.040480161940993	3.2424396305209653	2.062393287035487	0.26682197373619004	3.006642021264631	2.1439186156693464	1.8425927454348312	2.9969162736581905	2.61820209757829	1.7737732559262327	2.591473777610731	1.8332895133356901	2.9956522640022447	1.6012145061889989	4.161874319405687	1.6764740415316082	1.552426630080863	3.40467699004247	2.414907103544499	1.9702223038418218	1.841067775491859	2.199426512162039	2.817073887603863	0.33668072489003303	3.464737886365625	3.1854196827485244	1.819178330997365	1.9395584599550866	2.090811080653062	3.2637963473218727	4.283983656161236	2.6702470040442643	3.1933491422684006	2.192951276872882	2.51799947791575	1.70633807005584	2.4975018750123255	2.3709030461622627	2.4314061142188015	2.147107601318086	2.4607732327622838	2.397862507492636	2.990884113976009	2.480381898985439	2.3618108976525387	2.633909012930487	2.65782341673407	2.4368303143618593	3.0715666271533677	1.629941696739017	2.6298231807311683	2.9657135844974065	2.1781929603831522	2.7600810301631977	2.193298995382268
GnotoExpt-DTT537-S148	3.680578526890419	2.1007135351000024	0.33280431667890387	0.0	2.1514543144778377	0.6049931787605859	1.8796315529994476	0.345090756769177	2.787421895143927	2.318598787233706	3.5047276517093713	3.4134356150080203	1.9337810005860991	2.8856302593547514	4.439144438389779	1.7635177502474095	2.2496839023582145	2.420043558749516	4.513875933422457	3.1220101399457536	2.4893513213661276	4.408798253137385	3.0549038619801947	4.412213042858719	4.384244589876243	3.6263513991307823	2.1178753743143908	2.185588061876304	2.0887767479519215	1.9144129732100337	1.7668532442454101	1.7748131500592614	2.439067033409046	2.3851506526018458	3.6200278041549927	2.09460870233049	2.1292036141915363	4.330707487641158	2.4472530528767655	3.4755174362584986	3.4444245219834824	3.1158166530140314	0.16414503355140111	1.9721527580594167	1.877568451020183	2.479211175654318	3.1045306995429414	1.9595807218520198	2.5284478948239406	3.884697022022145	0.5264100557998944	4.336662243291819	2.218522499796398	2.433475619505006	1.8597516764896422	1.6632483087788894	0.15785999013511434	2.234473723294862	1.819937827675316	2.0486760790680183	2.8268848594045988	2.2921583304334794	2.125132597594589	2.499438094997561	1.890145114428764	3.3822700967715407	1.5563809228214516	0.22847758536851057	0.20421881143132534	2.8012140863627373	2.3376105049548883	3.486090437972736	2.058043355335561	2.1386689460483406	1.9173265295527053	1.7683315443104084	2.1888732763257015	3.4322559355434565	2.287553431023592	0.25918741588296546	3.1649629942157564	2.383807091083721	2.0407117012450535	3.205061105529466	2.80269043762587	1.9073156726938794	2.7733946957875335	1.982421611606083	3.236126397632385	1.7723000173464472	4.418273000870354	1.8234978277257985	1.5992183899066867	3.5845241344202092	2.6034320092190018	2.076390264078476	2.0069054209948405	2.3634769692071025	3.0678638745435896	0.2991657315529369	3.7466531521980015	3.449777709934212	1.9416354574992163	2.0601120616848014	2.315857837109766	3.460099233950206	4.535623838011383	2.876978170722311	3.4196072074709063	2.410243986664709	2.6971975429198918	1.822511950896009	2.673600862532005	2.544742033557658	2.6003077517360413	2.364501647914055	2.6512737285694725	2.5815548259177037	3.212527992862196	2.6793376376822997	2.543583101933847	2.8276652066443972	2.8581140203242397	2.620837478735509	3.302443291206371	1.7868397160541314	2.8559797272070866	3.1903449235693584	2.3565638567543514	2.9844367491176182	2.4132238814086366
GnotoExpt-DTT452-S600	3.561029101458421	1.6362006361721444	1.9144105439255839	2.1514543144778377	0.0	1.5891119364447952	2.0115000012437494	2.195612591224143	1.9478056138718707	2.5233767511720675	3.5007001781729126	1.586039301022383	0.3245104254353876	1.8916880030686571	2.78675064356193	1.6024253804870916	0.34544395625664165	2.2803831594379265	2.8399761432961106	1.7440752530796388	0.46382091983059953	2.7113039448773204	3.307463365684438	2.611728057087445	2.742328221536129	3.5152187609191583	2.2077516146134544	2.27962549543304	2.021473293536133	3.1251379323482147	1.4517174614936532	2.6971420848797685	2.3233296938666887	2.1486939869000863	3.5875135671758267	2.2937187732002764	0.5108285024183764	2.74604480963382	2.494498136577923	3.37661955416502	2.192289468169255	3.1447703875475645	1.989049803827409	1.3101765162152879	1.2979914660247087	0.48387450706774715	3.3048530995431733	2.2346849491515886	2.7323636378979597	2.243957001301868	1.6764934232319684	2.6263645055350135	1.3435002978525585	0.30090246254650577	2.217810672033908	1.144717984411877	2.0485174445775476	2.2816700354952486	0.818746074037825	0.26011704442651473	2.8739929921309963	0.4251128301055601	0.2295782297664094	1.0648943894710903	3.0342146256154665	2.017239847931062	2.2081796749433953	2.2692849417320433	2.031291769915137	3.048169415044112	0.3323105618601466	2.093437283090289	0.2353157055620923	3.0460332281200477	2.270082834917439	3.067925512373787	2.1008355499560074	3.389196378265198	0.17684526411337673	1.9996057684614446	3.4087977669710643	0.5030230538681346	0.7515121296714389	2.9483003452936116	2.835816658869604	1.4916178530927846	2.6882227796991227	1.9787063857585854	1.62562943910402	1.2682610260215288	2.861391809332646	1.409941455213613	2.109538561475133	3.570071320997377	1.786451198574728	2.1577562482036012	2.0166483945534983	2.5060167055147935	1.3504852986007563	1.9208139568802003	2.2068039594194566	1.7254134131132575	2.330064538378176	2.1894168477995195	1.9802416034029842	3.3832257859683117	2.925365560805579	2.3273645909211043	2.6210698836153563	1.7759561455343036	2.2516916939116753	1.6298426776826982	0.7822360689154245	0.6983959567522101	0.7637390437842576	1.7838347310300595	2.0658810284137834	2.1898282021111934	2.5450279138241827	2.1325845292404138	2.058117431083547	2.434751103310823	2.4777437718874364	2.140319723767696	2.524135161088821	1.5176834639288836	2.075162117608374	2.4744352777495244	1.8972602130273182	2.3583778662307635	0.3118664329648897
GnotoExpt-DTT535-S146	3.692843635667831	1.9081719109170507	0.448886862450386	0.6049931787605859	1.5891119364447952	0.0	1.8491793392754947	0.7931555402542474	2.565598079411385	2.3605752070675896	3.5447839455791654	2.955979159994814	1.4078335889233589	2.629047206459914	4.056677028856912	1.6049571588454696	1.7264300297793722	2.3687418241466394	4.128456811063973	2.7786758482870275	1.9000407701588444	4.012426554530147	3.152614647573015	3.9865066144368853	4.004275309536914	3.639981578902206	2.1062427529749925	2.1836448905711467	2.022243921539331	2.264593095916968	1.5603812936364503	2.0131124519954566	2.3886922625878575	2.3007651539066187	3.6559588554682234	2.11290814645678	1.6460619424305667	3.968253991001817	2.449945677858119	3.4851869259278327	3.147584180190677	3.146105557286249	0.463860662676811	1.7000487912314142	1.6071933151241855	1.8859369413644236	3.1878409611610232	1.9902157943549643	2.582227136033371	3.4948516221685297	0.09310686019498272	3.935926747573536	1.9265567282541145	1.864921549502437	1.9047184484325141	1.3517891211422874	0.5600346495814463	2.2170997118703335	1.409900980564886	1.4833948046046894	2.8568295047633954	1.7838661217576355	1.5600033508338216	2.102321141630596	2.2168743815594505	3.053192704987162	1.664763565821028	0.7848424021824195	0.5332347337266378	2.8861520718332683	1.7486732623308756	3.154883654354222	1.5152609057685527	2.4018862574187727	1.9683657477334333	2.1380866749826946	2.128441094945987	3.4553807715021194	1.7250807876835297	0.5688432993024596	3.2627658698904236	1.8826466305749958	1.6090754025589316	3.1583745482247614	2.8197151086068306	1.6919762570808996	2.7581086460401423	1.9216905391231216	2.839756630981138	1.5019207101449517	4.062411125379815	1.5929062374146146	1.6555774025780339	3.6240096312908614	2.3727656109134903	2.056650076964589	1.9524660384131054	2.3874774156901597	2.6372230428227637	0.4893649779480013	3.369620286541596	3.026033447746878	2.007627352395627	2.0547638688398018	2.182412894408929	3.4729793739616346	4.168391497554013	2.737288947334783	3.238788582785027	2.2074087352264464	2.5778891653006473	1.6637207134518748	2.1077228706197637	1.9811931972360033	2.043733815703775	2.1713433637273445	2.4882387510755883	2.4673873245053	3.0570297199128054	2.527937578081714	2.3999378238925724	2.7296215001558	2.763771942826668	2.4850733473394944	3.120126850565906	1.59984384084931	2.6497810672054065	3.0204866190059554	2.2018954821829264	2.8265214156167016	1.8461666692121301
806rcbc533-S438	2.0735624395181818	0.6709997025673567	1.7398816571186377	1.8796315529994476	2.0115000012437494	1.8491793392754947	0.0	1.615907834745192	1.0923417813204033	0.6563226656852488	1.9220817014846796	2.3742516854802025	1.7133349061871705	1.2549510451289936	2.99189501580935	0.6018769173525329	1.865177518936409	0.5467667358500209	3.0566791732166796	1.6895923944427098	2.4538415668722036	3.0060716962047827	1.5686950156112338	3.0956804376928253	2.9315012323302083	2.0092970839679976	0.3455172956562531	0.350860523721624	0.29961079036322963	1.3524882402843703	0.5872264428433098	0.8641514961305289	0.7292643351230919	0.5316730779520517	2.0310838497659955	0.39888340499445185	1.606837249829468	2.8208101815282016	0.7306198783077018	1.8836125990149033	1.8474315983696528	1.5768462464857906	1.7819074220495772	0.7955431934151086	0.8448844380727246	2.4888674564652695	1.605971227263591	0.3136285442202299	0.9729066668294296	2.50828159887932	1.8768176923229987	2.9497562553020367	0.9144789807787317	2.2249855765569473	0.26151930967442066	0.9823869274828366	1.7254342316069804	0.514805743951801	1.2439129334655692	2.025465231248286	1.1288150389285014	1.797508231420615	2.060503470991496	1.422882419295035	1.2322198054537716	1.87357585396276	0.47662156306783887	1.7796282871235394	1.7661015815962608	1.2727856071057704	2.3420802666463714	1.9628982506786	1.8744181618232416	1.1180816479723168	0.4161456704820896	1.3908180068824643	0.31392627101851744	1.8716549923188888	2.1034395978349667	1.6244186777723526	1.7089113735238708	1.7982394635355265	1.3968954024325537	1.558094535494384	1.2211372822713908	0.7695787606354821	1.0659847247844683	0.1306955759333097	1.9489856066399573	0.815472335786447	2.90465191565656	0.7578326052327823	0.5671060298583572	2.0066314991457537	0.9707021664847212	0.32088303910818466	0.21127451876418685	0.7169102208830094	1.9465278597159366	1.6405420821505352	2.4312352314209793	2.247257146489057	0.36633989170457876	0.22628092609915573	0.7436219617611867	1.9096796454650966	3.0308790775050225	1.1016721976733563	1.6829167793182818	0.7908300171202666	0.8555271644333686	0.6494908601475539	2.5734419422088646	2.473233897952886	2.488227487917344	0.7459282387312006	0.8677266726043736	0.7539158804338112	1.4731363179117112	0.8980726868033779	0.7384356000862372	1.024430555859627	1.0864187766097546	0.8023670057067555	1.5929179175674288	0.560818199816866	1.1791023893809518	1.461941771115366	0.5992780587601065	1.2743292365978043	2.2243369391797967
GnotoExpt-DTT541-S152	3.3681781100530235	1.9228553465698637	0.4115472171522727	0.345090756769177	2.195612591224143	0.7931555402542474	1.615907834745192	0.0	2.5820633950303784	2.0101582788065904	3.186148487524344	3.3277968318578703	1.9509587962238464	2.6929141716166742	4.293398596904726	1.589549253396262	2.262339918970244	2.1571302926355056	4.371722224337918	2.9688969394809024	2.565205972828003	4.272103448235127	2.7258877898230662	4.296688837356531	4.2375666307733875	3.3136035092591785	1.857779808369945	1.9116722342688808	1.8454956878790776	1.5759564982071992	1.5918647194912194	1.4405465018032317	2.1556889231814815	2.1363963177278227	3.302011806471726	1.7982054773187899	2.1077962908989774	4.175900306359342	2.147720190725955	3.1648262596371506	3.2601074222431063	2.8019147191504428	0.3698829353091801	1.823750490569799	1.7459252381853845	2.5648964144503092	2.7782880128592713	1.6896940799290199	2.2120553346828182	3.7478343816285333	0.7406218072440284	4.203732401391707	2.0546512946958315	2.476694886941403	1.565663551860226	1.567064260915053	0.26648020695397623	1.944874145182417	1.7626442161883078	2.1167164315275566	2.51539352450769	2.2853673513648323	2.189953724743057	2.397532687402889	1.5520335703662909	3.2163568774177778	1.261506000946494	0.17074224506079008	0.30641132949749056	2.475732277528834	2.4185909358605384	3.322492445066535	2.0949580809435737	1.8006834769922768	1.6512394712594276	1.4303132715359874	1.928888820813348	3.118711817020936	2.3360336031569537	0.23354471172996194	2.836130142617648	2.361323706076662	1.9942464248541347	2.9115801360692637	2.493561676840537	1.7591062580773185	2.474271799129921	1.7272373326817598	3.1169923661496295	1.6394819750301735	4.255813295188224	1.6786441107020535	1.3576549772618196	3.2659211642109454	2.4105766277933625	1.8210803192746206	1.7405878820954082	2.0578678617499606	2.9720738065068684	0.37303598555048967	3.600043126687568	3.340171251857838	1.6378299170238406	1.788739085171317	2.065243522672869	3.149520124732645	4.381111586397221	2.62306997797141	3.17503019460195	2.1932723836193184	2.4447199446710774	1.6534595896428745	2.76578151931451	2.637160860637434	2.6886968383337098	2.1433198657353043	2.417824085911888	2.326553873627823	2.959094737702602	2.4362185260010625	2.305230476789465	2.5585003456136226	2.5855621503626773	2.3760817109860883	3.0590158400766905	1.608375132902923	2.630521155819903	2.943218640004007	2.129433843043466	2.734239908813131	2.468976769556814
806rcbc564-S469	1.9453929503731198	0.8201001336552742	2.590741255581912	2.787421895143927	1.9478056138718707	2.565598079411385	1.0923417813204033	2.5820633950303784	0.0	1.2348664322589866	1.9089368971913951	1.5828681957773167	1.7419070362905424	0.19921914920862777	1.9393283911598707	1.1403571086072852	1.704631872144861	0.7907617584653471	1.9883023702134388	0.7176101695393767	2.3049795572717877	1.9643774313305489	1.8451244466765446	2.07090152718282	1.877124022477837	1.8916544749347606	1.048922396200414	1.0279547700974574	0.908363016384598	2.3601894773243988	1.0424789694075653	1.895748825578026	0.9586055086425711	0.6894027256790043	1.9784817434289592	1.1626794403128469	1.483032584697983	1.7458525686636954	1.1067190536368057	1.803170098189505	0.7875249614545542	1.6714284079313433	2.656695718229885	0.9059653343500839	1.0604346038806312	2.357755790771263	1.8321140738077837	1.2275399038973147	1.4029808016897258	1.4964920744041155	2.621511330390609	1.9113909874424302	0.6926867115921554	2.0354422894443727	1.289744364682501	1.3152669468615963	2.6299475860159083	1.0462835614952233	1.3595817045843726	2.036872288366122	1.3132605953329337	1.5864437320878253	2.03088203082966	0.9234483657266507	2.243204072230417	0.8356682327430385	1.5675223655888253	2.7395078299598175	2.6546229925414955	1.622103102405339	2.2509133920455566	0.8999584401773917	1.8475949952815895	2.0351248612560937	1.3262119493997568	2.424049559475357	0.8408866186263542	1.8463370646241066	1.975335226144696	2.5311249358839394	1.9533268175730565	1.5137168415758575	1.3358997012742644	1.3835274907713788	1.4056166975022644	1.0617021346005755	1.1522664496341606	0.9619507296791849	1.0289230175459922	1.1241009310894317	1.8493342069336485	1.0940462230127708	1.5253299980432147	1.9745617824785875	0.23062821602571942	1.047860836716575	0.9786599536341296	1.2097237923163897	1.163699933898892	2.5171338548467754	1.5293210863870184	1.3554168119653272	1.325987898440889	1.0620843052154336	0.8415750101204693	1.8574722446344694	1.9599681845274128	0.5985076310499382	0.9144986183163955	0.47936031826182307	0.4945023369050258	1.1322748274557382	2.373820468563094	2.3193893013136595	2.310255522222521	0.5365778786246352	0.31451882490356237	0.5499338932097643	0.8395215231998964	0.4275556620495631	0.41361039974735075	0.7289472831986633	0.8168035362389005	0.4327555173489004	0.8682324439547022	1.042473775940572	0.44982942085773336	0.7810969334298535	0.4930844213415792	0.7278577086619985	2.050524698692346
GnotobioticExp-DTT-189-S199	1.4668137932334397	1.2189351162064483	2.1694540106523252	2.318598787233706	2.5233767511720675	2.3605752070675896	0.6563226656852488	2.0101582788065904	1.2348664322589866	0.0	1.2930272225039665	2.5852877237258016	2.253986546344777	1.3937086089154627	3.0088032445604123	1.2468464801931618	2.391483164665603	0.6325652615135254	3.0916995082642664	1.857947332829642	2.934743816839299	3.0449399192913145	0.9126204124945836	3.1887931835289756	2.95200122471761	1.402163662109012	0.7185716776891031	0.5576224477298255	0.7791036650961759	1.221273022086859	1.1921751927663005	0.8520102872811091	0.3843835979192639	0.733334758519917	1.4059980559851857	0.2681838272598495	2.1343188127238655	2.8401635722944967	0.19434081936408606	1.2780646811754015	1.8742313886633482	0.9547980268377136	2.243458007803181	1.3472580509769694	1.4466597350241115	2.9807499920328446	0.952498478561147	0.728397144479555	0.33238997867678477	2.588975257392994	2.3854117260451875	3.005107617489162	1.295139145640321	2.7011279229186735	0.5219404741285578	1.604032021165087	2.174840677291004	0.2516401324658965	1.818478869605036	2.5803486364501755	0.5182979617273453	2.3048366544893	2.6090260278363835	1.8274253534118772	1.1274144361872078	1.9607725707371235	0.8622173320695139	2.1789306671048796	2.1919580531621397	0.6166427719609595	2.849804666770802	2.0550645815142836	2.4198689400728393	0.8875667107754512	0.8356271246205093	1.3048553303354269	0.5847474083495822	1.2541734572373642	2.6227804736818117	2.0735174941366163	1.054422064637742	2.2688811303408656	1.9539517525261552	1.0306361201474277	0.614351966364868	1.3862198703931012	0.5200525413953695	0.6585162522399373	2.182248648891338	1.4237434947784795	2.877959492674342	1.3811603015074945	1.1106998388041949	1.378369589551815	1.235826583631908	0.7531538290216744	0.5399187485997261	0.12472227282696545	2.2305780325533124	2.127344119110695	2.4502757099018364	2.4306468645968975	0.42495983457360775	0.5838923836693098	0.6993790731367742	1.301530305143566	3.029833992108663	0.905058567320929	1.4382676411004771	0.957858532876883	0.7876217471200507	1.2861709255442146	3.1300028590172517	3.0378539831203364	3.0545627782426616	0.9103843113879223	0.922897534384581	0.6934163613655805	1.2006798995544157	0.8545593307808075	0.8288318744069049	0.7390635009858323	0.7505363417304739	0.8089752268850797	1.3552993064177083	1.1835685591997533	1.1306749209643683	1.2265239512567094	0.8596182312997146	1.0445861562137486	2.742983068646716
