#OTU ID,Lyz2.02B.FP222.S70,Itg.22.FP518.S21,Vil1.06B.DTT70,Vil1.07B.FP82,Vil1.10B.FP115,Itg.24.DTT530.S25,Vil1.04B.FP46,Vil1.14B.FP163,Lyz2.04B.DTT246.S87,Vil1.02B.FP22,Lyz2.01B.FP210.S58,Lyz2.06B.DTT270.S112,Itg.16.DTT482.S77,Vil1.05B.FP58,Vil1.04B.DTT46,Lyz2.07B.FP282.S80,Lyz2.03B.FP234.S82,Vil1.09B.DTT106,Itg.24.FP530.S33,Itg.06.DTT434.S27,Itg.04.FP422.S22,Itg.22.DTT518.S13,Itg.20.FP506.S9,Vil1.03B.DTT34,Itg.06.FP434.S35,Lyz2.01B.DTT210.S50,Vil1.05B.DTT58,Itg.02.FP410.S10,Itg.12.DTT470.S64,Itg.02.DTT410.S2,Vil1.03B.FP34,Itg.08.DTT446.S39,Itg.26.FP542.S46,Vil1.01B.DTT10,Itg.26.DTT542.S38,Itg.16.FP482.S85,Vil1.010B.DTT118,Lyz2.05B.DTT258.S99,Lyz2.08B.FP294.S92,Itg.04.DTT422.S14,Lyz2.04B.FP246.S43,Lyz2.06B.FP270.S68,Lyz2.07B.DTT282.S124,Vil1.13B.FP151,Vil1.01B.FP10,Itg.08.FP446.S47,Lyz2.02B.DTT222.S62,Vil1.02B.DTT22,Itg.10.DTT458.S52,Itg.12.FP470.S72,Itg.10.FP458.S60,Vil1.08B.DTT94,Lyz2.05B.FP258.S55,Itg.20.DTT506.S1,Lyz2.03B.DTT234.S74,Vil1.07B.DTT82,Vil1.08B.FP91,Vil1.013B.DTT154,Vil1.06B.FP70,Itg.18.DTT494.S89,Itg.18.FP494.S97,Lyz2.08B.DTT294.S136,Vil1.09B.FP103,LYZdtt342,SLCFP070,SLCdtt022,LYZdtt366,SLCdtt070,LYZdtt354,SLCFP022,LYZdtt330,LYZFP354,SLCFP112,LYZFP306,LYZdtt306,SLCFP004,SLCdtt004,SLCdtt112,SLCFP094,SLCdtt076,SLCFP052,SLCFP076,LYZFP330,LYZdtt318,SLCdtt052,LYZFP342,SLCdtt130,LYZFP318,SLCFP148,SLCFP166,SLCdtt148,SLCdtt166,taxonomy
e9caa943f6467ffd09889cd0df61cb45,1,1,0,5,0,0,119,0,1,8,1,3,17,1,14,5,1,0,0,0,0,1,0,0,1,1,0,2,2,1,0,0,3,2,1,76,0,0,0,0,1,2,3,0,41,1,0,2,0,2,1,0,0,1,1,0,1,0,1,0,1,4,0,0,0,0,17,0,0,0,0,4,0,332,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,
8740da173c36129ee4420445a26a155e,0,0,0,15,0,3,14,0,0,37,4,4,3,2,1,0,11,0,3,7,0,0,2,0,86,2,0,26,7,5,3,1,61,4,30,7,0,0,85,0,0,9,0,0,40,0,0,10,2,8,3,0,0,2,4,0,2,0,6,10,2,7,0,13,0,0,5,0,0,0,12,0,0,115,11,0,0,0,0,0,0,6,33,30,0,12,0,13,0,0,0,0,
564a2d40353ba6af46b47a2d367a3d56,5,25,0,35,16,294,44,931,42,49,0,217,47,69,34,9,27,0,33,31,6,411,442,44,54,92,5,7,193,33,33,35,75,40,194,12,61,71,73,362,32,17,322,0,31,36,23,0,36,24,6,4,7,158,75,7,1629,0,483,660,110,227,7,131,0,62,108,39,25,0,0,71,50,146,86,0,44,0,55,598,10,34,25,687,0,22,38,1470,1404,1,1025,20,
55b5e18dcec6eaff69b53b2c4cbb0a16,60,230,0,43,1075,34,157,835,55,163,117,89,150,12,114,10,91,96,6,252,41,84,437,118,61,264,0,66,289,349,81,131,377,32,221,403,18,257,20,86,7,0,97,887,39,170,474,119,128,116,50,0,135,49,130,0,221,184,70,48,8,33,2064,111,222,176,504,13,14,26,326,154,89,308,25,6,15,13,29,97,54,9,2002,54,181,39,29,415,110,23,250,317,
e8ed0e081283c5963ce9860944f651c6,0,0,0,15,9,10,16,214,0,26,0,6,0,40,0,0,10,0,9,0,0,0,38,20,0,0,0,8,15,0,22,4,0,0,8,0,0,6,12,10,0,11,15,7,29,0,0,5,0,9,0,0,0,11,11,0,389,0,235,6,9,0,26,9,2,56,9,29,0,0,3,7,18,8,0,0,0,0,16,37,12,3,11,13,4,0,0,272,191,1,656,1,
65553cd263bb61cf36d1a75d750952f3,46,129,0,0,3245,15,140,378,10,100,74,22,113,16,122,21,47,13,20,49,23,39,179,32,41,43,0,29,123,95,38,52,156,28,32,288,20,174,44,22,0,10,183,0,20,117,104,46,52,144,40,0,53,23,22,0,357,0,99,33,40,32,288,88,23,45,317,7,9,8,66,183,34,413,7,4,4,0,6,23,36,5,1265,39,42,62,7,233,57,5,94,131,
49d5e983bbc870059084d932fb344b75,0,24,0,0,308,4,43,73,6,32,7,18,8,6,18,7,13,6,0,20,6,8,84,11,0,0,0,0,26,22,9,15,43,5,24,36,0,20,6,15,0,0,51,0,9,15,13,12,6,7,10,0,16,4,15,0,130,0,16,9,0,5,163,17,29,16,63,3,3,5,22,38,11,45,0,0,3,0,4,5,21,3,161,4,15,8,4,84,6,1,79,36,
799fcd30c710ffaccf04ca2879108efa,1,1,0,4,1,0,1,3584,1,4,0,4,0,1,3,1,1,0,1,0,0,0,0,9,1,1,0,0,0,0,1,0,1,4,0,0,1,1,2,1,1,1,3,1,13,0,1,1,0,0,0,0,1,0,1,0,77,0,119,1,0,1,1,1,0,1,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,4,1,0,1,0,1006,0,0,0,0,
2580cbc77481600b1be7553a25c35a83,0,13,0,0,0,22,17,272,153,131,0,25,23,17,0,0,64,0,0,17,6,49,18,208,24,0,0,19,11,47,92,0,8,11,0,63,0,37,12,130,98,5,29,0,31,5,7,11,0,0,0,0,0,14,134,0,0,0,22,28,10,13,0,5,6,350,6,16,7,5,0,14,12,113,16,0,7,0,148,66,6,13,7,76,9,0,0,0,324,8,35,10,
332d720adc8e107df05b716fd88b601c,103,166,0,0,349,32,607,146,11,468,34,51,148,15,276,16,35,30,15,139,14,40,48,116,0,100,0,0,100,215,87,95,12,42,43,70,39,136,28,56,0,10,160,398,7,42,238,361,34,55,21,0,22,23,48,0,66,384,71,91,38,13,127,82,0,268,123,24,0,20,64,9,18,51,6,0,39,10,64,43,6,0,318,35,55,18,56,63,285,4,331,168,
b3ef12a80d40902556c2fd4de5924438,19,16,0,114,13,0,38,24,0,31,23,4,0,9,0,7,26,0,0,0,0,3,0,0,5,3,0,8,3,0,11,0,10,0,0,18,0,5,11,0,5,5,5,0,35,0,4,4,0,12,0,0,4,0,4,0,19,0,16,0,0,0,7,5,8,5,26,0,0,0,4,11,6,145,3,0,0,0,0,7,7,11,47,4,0,5,0,23,4,25,8,1,
a0f4041ccc6a3b1f6512919ebe00613d,14,177,0,3,3196,35,72,289,55,122,13,205,170,19,130,25,62,115,4,310,31,110,450,114,14,133,0,39,252,539,48,104,199,35,200,106,55,193,20,75,3,5,903,0,7,47,273,228,115,50,18,0,40,54,110,0,1085,0,75,90,20,32,2911,118,31,12,1090,3,32,5,247,269,13,1135,100,5,13,1,4,203,65,24,1309,188,140,38,7,510,286,26,136,376,
048a59d179f89089b6e3a2d50f389e94,11,17,0,10,127,0,21,100,3,17,19,13,9,7,11,11,6,0,0,14,0,8,58,9,9,15,0,0,11,5,3,3,7,0,7,38,0,26,68,6,0,0,36,37,0,21,28,16,9,8,5,0,6,8,11,0,68,0,8,0,3,8,132,4,6,7,74,0,0,3,4,47,9,65,0,0,0,0,3,11,16,0,56,0,14,0,3,83,28,8,54,4,
a2afdab2db82e62d5de07d2f29111f10,14,25,0,0,892,6,132,60,3,20,18,11,60,12,122,8,13,15,0,41,0,12,48,23,9,17,0,9,50,47,23,28,64,30,40,85,20,21,8,16,0,0,69,0,13,37,33,18,15,54,7,0,11,9,11,0,137,0,21,17,6,8,368,13,83,28,52,0,0,8,12,93,32,70,0,0,5,0,12,19,23,0,106,6,21,6,9,348,88,1,123,44,
be7fa93e72946b09913f7776a2f1c857,0,24,0,23,8484,4,65,831,7,132,0,0,63,29,93,0,0,78,0,116,58,24,43,57,16,0,0,0,139,18,49,42,84,43,89,119,61,67,1,40,0,0,0,0,6,52,0,155,36,44,4,0,13,4,0,4,235,0,174,6,0,0,2610,0,100,191,0,18,0,55,14,0,57,0,0,27,25,12,30,0,225,13,25,0,404,0,43,0,68,1,132,260,
b66b0ebe9c94cc5c0ee68a7c8cb966af,3,2,0,16,0,4,0,2,0,2,1,5,0,0,0,22,12,2,1,0,0,4,10,7,16,2,0,5,0,4,2,0,8,5,2,32,0,0,25,0,1,5,16,0,10,0,3,0,0,4,2,0,5,0,2,0,12,0,7,2,0,0,1,3,0,11,6,0,0,0,0,2,0,44,0,0,0,0,0,0,0,0,25,27,0,4,0,6,37,7,18,0,
978c4b2965a576a78cac987d12c9e0a0,0,0,0,0,9,7,38,167,0,86,0,0,0,18,0,5,0,0,7,0,0,0,0,79,0,0,0,0,0,0,114,0,0,0,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,79,0,0,0,0,0,0,54,0,18,0,22,0,0,0,0,0,0,0,0,18,0,14,0,8,0,6,0,0,96,306,1,143,1,
4a6d7625157c8e66f126e813b0a0fc4c,0,0,0,0,0,7,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,4,0,0,0,4,3,12,9,0,5,8,0,0,0,0,0,36,0,0,5,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,43,1,19,1,
f5fdc65ce7f21dccce1d5f510ecd0cff,12,0,0,0,0,4,0,154,31,10,7,13,0,75,0,0,88,0,1,0,0,0,36,6,0,7,0,0,5,0,6,0,0,0,0,17,0,7,1,0,11,0,9,6,20,0,5,0,0,0,0,0,0,0,18,0,341,0,125,0,0,9,0,3,2,6,4,0,2,0,3,5,0,436,14,0,0,0,6,0,5,4,11,32,0,0,0,349,149,0,201,0,
78efb9db740a56e0b2bc4d4778d4d3fc,0,0,0,0,0,0,0,0,0,53,0,0,6,8,0,0,0,0,0,0,0,0,0,178,0,26,0,0,0,0,65,0,0,16,0,9,0,46,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,14,0,0,0,3,35,0,14,0,0,0,5,3,0,0,0,16,0,49,0,0,0,0,0,0,0,0,0,145,1,49,1,
236833fbc5a378aae084b64206c25372,13,17,0,7,28,1,21,33,0,51,0,1,23,0,10,0,9,0,0,13,10,0,6,1,5,5,0,6,23,18,6,0,20,3,4,61,0,18,4,4,0,1,11,0,33,9,22,7,16,28,25,0,6,0,32,0,5,0,10,9,10,6,24,8,7,6,57,2,0,1,7,5,6,49,4,0,2,0,0,11,3,2,37,17,3,3,2,66,26,2,63,7,
c0d5395792eadbf5f62e8ffb14fa0262,1,1,0,0,0,0,1,1,0,0,2,0,0,1880,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,83,0,1,0,1,0,0,0,0,0,0,2,0,84,9,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,406,0,0,
cdb4be857f1f698f7613343f1a9761a3,0,0,0,57,7,7,8,142,0,7,0,0,0,3,4,11,10,2,2,0,0,5,71,7,9,8,0,3,5,2,8,0,18,2,4,29,2,0,31,2,3,7,13,0,10,0,3,0,0,3,0,0,0,4,4,0,62,0,36,10,0,0,10,13,0,1,8,0,0,0,5,0,0,129,0,0,0,0,0,0,0,5,13,20,4,0,0,52,32,9,58,0,
0daddf1b0a2e7ae6c3add7261ca7b510,8,11,0,54,20,85,23,1116,72,48,8,76,12,56,6,19,62,41,12,86,7,41,192,47,39,35,0,0,40,18,42,4,26,45,39,5,31,36,55,42,22,8,233,0,11,0,17,4,19,5,0,0,34,50,60,0,239,6,227,91,19,19,80,35,14,338,17,29,0,73,20,7,27,119,35,6,6,0,78,337,130,28,21,44,76,0,6,110,458,3,1045,30,
108627a3879bcb1138b2c54c39e9f4a1,6,7,0,123,6,21,14,15,0,53,0,11,8,11,2,4,20,31,2,0,0,29,33,26,0,6,0,3,17,8,12,2,50,5,33,25,6,0,349,26,0,9,20,0,32,0,6,10,0,0,0,0,0,40,9,0,378,0,47,84,21,12,8,11,0,34,34,7,0,0,25,0,0,570,34,0,0,0,32,69,16,12,8,24,0,0,0,14,63,1,736,1,
691f2dbdac94ad2f7e2486ab73a772af,14,9,0,77,560,29,72,441,10,54,12,14,18,33,16,18,26,22,10,24,0,16,203,130,55,6,0,23,15,9,44,15,57,3,28,172,14,0,19,50,11,4,42,4,51,27,3,0,10,16,12,0,0,40,17,0,257,0,76,46,19,14,224,23,27,42,24,11,7,10,0,24,32,267,14,5,4,0,40,0,6,7,0,31,5,0,4,274,628,2,357,5,
de2cd296cfdcbb16ecb870a7721433d3,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,4,0,18,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,71,0,33,0,0,0,0,2,0,0,3,0,1,0,1,1,0,6,1,0,0,0,0,1,0,0,2,4,0,2,0,113,9,0,0,0,
fc9ef66f439c06896d69d1092d8315fe,1,2,0,42,5,12,5,23,0,3,1,0,1,1,1,1,1,4,1,5,0,10,24,22,1,1,0,10,1,1,6,0,1,3,3,2,1,0,35,18,0,0,2,0,8,0,0,0,1,1,0,0,0,5,1,0,0,0,4,2,0,4,72,0,0,15,0,0,0,7,0,33,10,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,30,0,23,0,
2ce5f984c303607afe63f839e492f57b,1,10,0,35,2,102,25,4909,2,3,1,13,10,57,3,1,14,2,17,26,3,26,74,0,36,11,0,1,47,4,1,11,17,0,14,92,2,0,26,16,2,3,131,2,1,4,1,0,5,19,3,0,0,97,5,0,4531,2,1550,37,39,165,12,54,0,122,0,12,0,0,11,50,67,52,51,0,0,0,0,196,0,512,22,238,0,11,0,3455,317,11,1584,18,
a30dd65fa0f17c9ffe88b70cc66d024b,3,0,0,28,5,2,13,8,3,4,0,0,0,0,2,3,7,0,0,0,0,2,13,0,17,0,0,11,0,0,0,0,6,0,0,17,0,2,10,3,3,0,2,0,8,4,0,0,0,4,4,0,3,0,7,0,11,0,0,0,0,0,0,3,5,6,3,0,0,0,0,4,6,28,0,3,0,0,7,3,9,5,16,0,0,5,0,5,6,8,8,2,
4c8288bfbd76958c0c094d87b97650f8,9,0,7894,9,12,1221,15,8,43,12,11,767,60,347,668,0,8,16153,6,589,6,211,20,235,8,114,16360,0,22,179,94,41,8,298,238,6,16298,48,7,73,18,17,308,164,8,0,88,311,55,0,0,19407,0,628,202,10620,5,4733,13,253,6,196,0,510,0,111,210,0,160,0,243,329,0,398,247,64,88,0,0,79,41,0,545,535,14,146,36,305,1960,5,1,1,
fbbeae3dceada6928b2cdc472f5d9901,0,0,13,0,1864,186,904,266,0,183,0,0,0,105,205,0,0,63,0,0,0,26,0,116,0,36,0,0,0,0,210,0,0,1,0,0,66,0,38,0,63,0,20,9870,112,0,0,25,0,0,56,43,0,31,0,0,75,915,41,0,0,8,913,8,3523,37,8,29,2,8,1,1,90,2,1,1,1,1,1,1,716,1,1,27,81,1,1,2,727,21,512,1,
99e3ef8d6af1702f3a43e8f3e4976956,1,2,0,17,0,2,8,0,2,5,1,4,2,2,2,0,12,0,0,0,0,3,2,4,4,0,0,4,0,2,4,0,2,2,0,20,0,2,16,3,0,4,3,0,10,0,1,0,0,0,1,0,1,0,5,0,24,0,4,7,1,3,0,0,0,0,7,0,0,0,0,0,0,33,0,0,0,0,0,7,0,0,0,1,0,0,0,18,0,0,0,0,
7c0c72cc86a5548fac1f1c96853e29fe,0,0,0,10,16,2,7,14,4,0,0,0,0,0,3,0,0,5,0,0,0,0,13,12,3,0,0,0,0,0,0,0,5,0,3,0,4,0,3,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,3,0,13,0,5,0,0,0,25,7,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,0,6,5,0,0,0,4,44,1,56,1,
84a1034f71767fa92491aebf1bdf7fdc,0,4,0,5,9,15,12,164,30,57,0,19,6,38,6,0,11,6,8,12,0,18,157,55,17,4,0,5,23,11,37,9,12,3,12,5,6,10,11,44,35,0,55,0,9,0,0,4,23,4,0,0,0,25,41,0,49,0,74,65,19,35,7,25,0,149,5,10,0,15,3,5,4,11,2,3,9,0,59,38,11,0,3,41,5,0,0,142,308,0,288,5,
d43cfa5b6ee40a2e7f940e2930849ba9,0,0,0,1,1,19,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,35,8504,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,7,1366,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,5,0,0,0,0,
832fb872172e67da702355444f34bc1c,3,4,0,13,4,0,15,11,0,5,3,0,0,3,3,0,6,0,0,0,0,0,0,2,7,0,0,6,0,5,6,0,4,0,0,8,0,0,3,0,0,0,0,0,3,2,0,0,0,2,0,0,4,0,3,0,6,0,2,0,0,0,4,4,0,3,0,0,0,0,4,1,0,21,0,0,0,0,0,0,4,0,18,0,0,0,0,10,0,15,0,0,
1355705d5f5537fdd6063e8aef08650d,0,0,0,3,0,14,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,10,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,20,0,0,0,0,0,6,2,2,
3dc32de6cc2afb83c56da803d4ae8054,3,3,0,11,4,6,0,59,2,7,0,12,3,8,0,0,4,0,0,0,0,8,83,6,7,0,0,0,7,0,6,0,5,0,11,6,3,3,6,13,10,0,12,0,3,3,0,0,4,3,0,0,0,17,11,0,44,0,25,22,6,3,12,6,0,24,0,4,0,4,0,0,0,4,0,0,0,0,6,14,8,4,0,22,4,0,0,99,98,0,131,2,
0f6a34be1a611d55dd58a93322b7caff,0,2,0,73,782,7,0,20,0,2,0,0,6,0,0,0,0,12,0,0,0,8,41,0,3,0,0,3,0,0,0,0,0,0,0,17,34,0,20,31,0,0,3,0,9,0,0,0,0,0,0,0,0,4,0,0,72,0,13,3,0,2,214,0,0,61,0,0,0,0,0,0,0,55,0,0,0,0,31,0,0,0,0,6,0,0,0,0,39,0,92,1,
818cea4720b8bc475ccdf73579b06278,0,0,0,0,3,0,3,231,0,4,0,7,0,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,7,0,1,4,1,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,34,4,0,8,0,3,0,4,3,0,3,0,8,
9558d82710beac18e454f983c9db7cca,0,5,0,9,4,25,4,133,26,9,0,16,12,19,0,1,20,4,9,23,0,21,393,9,11,14,0,4,22,6,7,12,7,1,11,5,0,10,9,35,16,0,41,0,6,8,22,0,10,6,4,0,0,40,30,0,90,0,54,66,16,11,12,39,5,149,3,20,0,3,35,14,9,14,2,0,4,0,13,42,5,0,4,20,11,0,0,82,106,0,349,1,
f9130f059b9380b9961aef118b3a529e,1,6,0,5,24,24,8,269,17,37,0,3,13,30,5,3,12,4,17,43,3,34,155,42,21,40,0,3,23,9,41,10,10,5,1,8,3,9,3,34,8,0,20,0,5,10,8,0,10,3,0,0,3,17,36,0,298,0,134,60,14,15,6,55,0,0,23,0,0,0,30,0,0,30,8,0,0,0,37,56,10,0,15,87,1,0,8,208,79,6,262,2,
e895ba3e92642f6c374d12d4ba87bf0a,16,15,0,74,41,3,33,79,6,42,26,5,6,4,10,0,23,0,0,16,0,9,33,0,25,16,0,15,24,7,4,13,19,5,9,13,0,24,42,15,0,0,9,0,22,21,11,11,6,25,0,0,21,8,9,0,63,0,22,14,4,10,37,4,24,14,36,3,4,0,22,27,18,19,6,0,0,4,4,14,25,7,124,9,18,6,3,33,29,16,36,120,
f0deb5bac19f248fce27d93d918d3464,3,0,0,9,59,8,20,48,5,4,0,3,2,0,4,16,5,14,3,5,0,2,20,3,23,7,0,4,6,0,0,0,6,0,5,7,11,0,3,5,3,0,23,0,5,0,0,0,0,0,0,0,0,5,0,0,25,0,12,3,0,2,109,0,10,11,9,0,0,0,0,9,8,47,0,0,0,4,0,18,0,0,13,0,0,0,0,15,34,2,34,0,
ad4e760fa406db6470c29766422a47d2,1,1,0,1,18,51,1,570,7,13,1,8,2,3,3,1,0,1,1,112,1,134,375,69,1,32,0,1,6,1,13,2,2,3,41,1,2,1,1,705,0,1,86,1,1,1,1,1,2,1,0,0,0,14,21,0,1414,0,257,68,1,147,93,53,0,35,164,0,47,0,40,125,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,173,0,0,73,0,
292a57429f3bed0adc53c07dc4c62c9f,0,2,0,5,25,38,5,198,20,14,0,23,11,11,3,0,4,18,3,7,0,17,106,42,0,10,0,0,12,3,12,3,7,16,21,4,20,5,8,41,26,2,34,2,5,0,2,2,6,2,0,0,0,30,17,0,116,2,95,21,6,5,42,26,0,18,0,9,0,0,26,0,0,15,35,0,0,0,0,88,0,0,0,117,0,0,0,71,157,0,385,2,
e6b0f68e8f6db48ea780944a44ac99a1,0,3,0,32,9,47,9,260,17,24,0,29,8,17,4,0,7,15,5,18,0,25,56,41,18,29,0,3,9,3,17,4,5,10,9,3,12,11,11,21,6,3,39,0,5,0,8,3,4,0,0,0,3,16,15,0,83,0,116,43,8,12,17,23,0,195,6,15,0,6,8,0,8,14,4,0,4,0,24,81,0,3,3,104,0,0,0,71,192,0,293,0,
e5450be8d98da604aa4a1fa0ed722fe1,3,0,0,13,0,0,4,5,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,5,0,0,0,0,2,3,0,2,0,0,0,3,0,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,10,0,0,0,0,6,0,2,0,0,
5287908182825be751d21ae4e6f44c79,0,0,0,22,0,0,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,3,0,31,0,0,0,0,0,1,1,0,0,
b8d0d192e1821980a4d2d8292dcd4c42,0,0,0,52,4,42,4,97,37,17,0,19,7,19,2,0,11,0,6,1,0,7,240,10,4,24,0,0,6,0,12,3,4,9,17,3,0,6,4,24,26,3,30,0,6,0,4,0,0,0,0,0,8,24,58,0,178,0,120,101,13,9,2,26,3,57,0,7,0,0,18,3,5,16,0,0,0,0,0,70,29,5,0,90,17,0,5,45,98,0,190,0,
977eb5e61f5d9a0c3618c4f129859cd3,6,12,0,0,0,59,12,781,6,39,0,32,0,6,5,4,16,0,8,24,0,69,16,26,12,35,0,17,39,17,22,9,21,0,27,0,0,6,14,22,0,3,46,0,0,0,11,0,10,4,4,0,0,25,20,0,0,0,21,147,32,12,0,24,4,41,32,7,9,0,31,0,8,24,0,4,7,0,7,57,0,0,23,18,0,0,0,362,33,3,155,9,
7027b1cc7695b944a14d2bf2b0cd03f4,2,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,2,0,0,0,0,2,0,30,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,28,0,2,0,81,2,0,0,0,0,0,0,0,
8064a19ea488e28609ef25daab20653e,43,92,0,3,393,7,57,251,6,91,16,14,21,10,19,12,71,0,4,28,12,13,98,16,7,17,0,4,32,31,11,9,53,5,8,42,0,10,19,7,3,3,47,0,7,23,84,21,9,39,19,0,12,3,40,0,244,0,29,5,3,6,264,7,10,10,180,3,5,5,17,91,18,67,6,0,0,0,3,28,9,5,277,7,5,6,3,233,40,16,87,31,
1b20077c579ec346099b958af37ff02d,0,4,0,5,5,7,9,125,0,26,0,0,18,28,8,3,0,0,4,3,0,9,93,25,0,7,0,0,0,0,18,0,0,10,10,13,7,0,3,7,0,0,7,0,6,0,0,0,4,0,0,0,0,13,0,0,42,0,33,25,13,3,4,19,0,32,0,6,0,0,0,0,4,5,0,0,0,0,14,30,0,0,0,0,0,0,0,53,125,1,89,1,
49e9cee41713f4c00f8b171ecaff09b5,0,0,0,0,0,0,0,33,0,12,0,0,0,7,0,0,5,0,4,0,0,2,17,11,0,0,0,3,4,4,7,0,4,0,2,0,0,0,0,0,0,0,5,0,6,0,0,0,0,3,0,0,0,0,0,0,130,0,55,4,4,7,7,12,0,1,0,3,0,0,0,0,0,15,0,0,0,0,0,11,4,0,0,4,0,0,0,80,31,1,93,0,
f5bf4e20e8a4c371b702c2cf491f56e8,0,1,0,1,1,11,1,686,43,37,0,2,0,3,0,0,1,0,2,12,0,24,56,127,2,22,0,1,1,1,23,2,1,1,2,0,1,1,0,10,3,1,5,51,1,1,2,0,1,1,0,0,0,12,1,0,45,246,29,63,2,8,1,63,0,0,12,0,0,0,0,0,0,119,0,0,22,0,0,24,0,12,0,131,0,16,0,447,309,6,238,0,
7737dd181fb4d08851b4c49b7bb5c5ef,0,1,0,0,0,1,1,70,0,2,0,1,0,1,0,0,1,0,1,0,0,0,212,14,1,1,0,1,2,2,2,1,2,0,1,4,0,1,15,0,0,3,2,0,1,0,0,0,0,2,0,0,32,6,0,0,101,0,80,0,0,5,0,0,0,0,6,0,0,0,0,0,0,321,0,0,0,0,0,13,0,0,32,26,0,0,0,136,77,0,134,0,
435716953baae002e22a8d28e14c0aec,2,7,0,18,2,9,0,400,46,10,4,31,4,15,0,0,19,5,5,31,0,21,125,5,22,63,0,4,9,12,4,3,3,5,4,3,0,11,5,41,16,3,11,0,2,2,7,0,2,2,0,0,0,24,59,0,63,0,182,56,12,6,19,31,0,151,0,0,0,12,30,0,0,27,8,0,0,0,6,31,6,0,24,159,0,0,0,168,59,0,98,1,
1ab3b71e73441e341b02e15407e5b9e5,0,0,0,0,0,0,0,25,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,29,0,19,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,8,0,63,0,
8f07f09a7a5b69d79afd30ba3be7ae26,0,0,0,0,3,6,2,78,5,10,0,4,1,5,2,0,0,8,3,10,0,20,11,11,2,48,0,0,6,0,7,3,2,4,5,0,6,2,2,41,2,0,8,0,0,0,2,0,1,0,0,0,0,1,2,0,80,0,83,4,1,7,6,19,0,0,16,0,0,0,45,0,0,0,0,0,0,0,0,13,0,0,23,61,0,0,0,99,32,0,75,0,
090dac4c317bdb16f9ab434da4e8a35f,1,0,0,1,0,58,0,26,50,0,0,4,5,1,0,0,3,0,9,8,0,4,39,2,1,204,0,0,3,1,1,0,2,2,9,1,0,5,2,13,5,0,12,0,0,0,5,0,1,1,0,0,1,24,17,0,0,0,7,59,2,0,0,2,0,0,1,2,0,0,1,0,0,4,1,0,1,0,7,309,11,5,1,13,6,0,6,125,39,0,0,0,
