	GnotobioticExp-FP-188-S51	806rcbc422-S327	806rcbc477-S382	GnotoExpt-DTT452-S600	GnotoExpt-FP452-S673	806rcbc175-S272	GnotoExpt-DTT464-S612	GnotoExpt-FP554-S69	GnotoExpt-DTT476-S624	806rcbc495-S400	GnotoExpt-DTT596-S331	GnotoExpt-FP614-S310	GnotoExpt-FP536-S51	GnotoExpt-DTT560-S172	806rcbc403-S308	GnotoExpt-DTT608-S343	GnotoExpt-DTT566-S178	GnotoExpt-FP464-S685	806rcbc434-S339	806rcbc520-S425	806rcbc169-S266	GnotoExpt-DTT392-S538	806rcbc526-S431	GnotoExpt-DTT554-S165	GnotobioticExp-DTT-182-S192	GnotoExpt-DTT602-S337	GnotoExpt-FP548-S63	806rcbc363-S498	806rcbc371-S504	GnotoExpt-DTT548-S159	806rcbc465-S370	GnotoExpt-FP602-S298	GnotoExpt-FP608-S304	806rcbc428-S333	GnotoExpt-DTT530-S141	GnotobioticExp-DTT-200-S210	GnotobioticExp-DTT-188-S198	GnotobioticExp-FP-206-S70	GnotoExpt-DTT470-S618	GnotoExpt-FP470-S691	GnotoExpt-DTT536-S147	GnotoExpt-DTT542-S153	806rcbc377-S511	GnotobioticExp-FP-194-S58	806rcbc471-S376	GnotoExpt-FP458-S679	GnotobioticExp-FP-182-S45	806rcbc551-S456	GnotobioticExp-FP-176-S38	GnotoExpt-DTT386-S532	806rcbc489-S394	GnotobioticExp-FP-200-S64	806rcbc397-S302	GnotoExpt-FP542-S57	GnotoExpt-FP482-S703	GnotoExpt-DTT458-S606	GnotobioticExp-DTT-194-S204	GnotoExpt-FP566-S82	806rcbc557-S462	GnotoExpt-DTT614-S349	GnotobioticExp-DTT-206-S216	806rcbc563-S468	806rcbc391-S296	GnotobioticExp-DTT-176-S186	GnotoExpt-FP596-S292	806rcbc532-S437	GnotoExpt-FP560-S76	GnotobioticExp-DTT-303.fastq	GnotobioticExp-FP-314.fastq	GnotobioticExp-DTT-381.fastq	GnotobioticExp-FP-386.fastq	GnotobioticExp-DTT-321.fastq	GnotobioticExp-FP-302.fastq	GnotobioticExp-FP-380.fastq	GnotobioticExp-DTT-363.fastq	GnotobioticExp-DTT-315.fastq	GnotobioticExp-DTT-375.fastq	GnotobioticExp-FP-368.fastq	GnotobioticExp-FP-308.fastq	GnotobioticExp-FP-392.fastq	GnotobioticExp-DTT-309.fastq	GnotobioticExp-FP-374.fastq	GnotobioticExp-DTT-369.fastq	GnotobioticExp-FP-320.fastq	GnotobioticExp-FP-362.fastq
GnotobioticExp-FP-188-S51	0.0	2.579927648119034	1.9101762837197216	2.6389706960625796	0.23980894841628317	0.7558831997317247	2.4252382057659654	0.45896547076650746	2.7191141491707573	1.5156753639766234	3.2569037642686918	2.6442086784530963	2.261338251857263	0.4991374447270312	0.7504603880196591	3.091566678054821	0.7770068602983852	0.195045911567214	3.216888718817356	1.5576764686716782	0.7515082063831053	1.1979926967104602	1.6027306078661778	0.9099214347103962	0.9041536060024303	3.4465843677402215	2.636319186215888	1.1565359625767226	0.8358807663475719	2.167492953336645	1.2374524113336507	2.9231761142094843	2.737928229059199	2.1675720756150443	2.2763856134767773	2.2753221576223917	0.9411666513840728	0.8021288855068228	2.5073499648467186	1.1857235414187068	2.055354710442524	2.062061002451515	0.758522626563626	1.2173869306066751	1.246851150688439	0.4142763287064216	0.7505698049711058	3.1467467158483613	0.20833907378015268	1.3158555145255468	1.6172548504861353	0.8721981143232193	0.5929442589270073	2.2773896061072283	1.233271379121278	2.352851897008813	2.1253312557923048	0.77336463170104	2.95246766078699	3.3174423075950683	2.1107430434313597	2.573497871036407	0.8060485059762961	0.7725074991605804	2.5972227732627293	1.2139649956588627	0.3777877018736433	1.8885803344989174	1.0154671333567373	2.10310080967641	0.8581277772424212	3.664445534248853	1.4231904386678902	1.1967801968608227	1.5806531939208641	1.3876843725760224	1.7887238680558701	0.9062449283929302	0.8649731591640687	0.8887633736210732	1.409050072063429	0.6361662518704584	1.8015314390075676	2.9570296116050536	0.5012510959473562
806rcbc422-S327	2.579927648119034	0.0	1.989319829787637	2.4397670189893956	2.6559253100417415	2.6412454404156285	2.4510614112050195	2.810982253971874	2.209960037990465	2.108370691787168	0.8142868698741633	1.0154817663950482	3.398493442989627	2.7532787941692356	2.861983082082256	0.6233547225747733	2.418057940917435	2.6441128236185802	1.2206562856883985	2.5267235526877188	2.6987035790826077	2.0903110760874455	2.352635745166175	2.8502576449928227	2.3390597762791163	0.9592285708148266	3.508371261732924	2.019055596006306	2.080071365166815	3.4487363756546845	2.539917876359838	1.1315249166104668	0.9699726403833325	0.7940620912288847	3.2214491198588404	1.8514383192986488	2.228360265296641	2.4118057804660396	2.0285157975927914	1.7572476174725424	3.4824226402419556	3.490552788949811	1.859643898029395	1.9555207253514093	2.738189418457856	2.4202371853445364	3.276457264271639	0.9277999508921769	2.6532044199843643	1.7522266523921939	2.2156564416653644	2.233554002711569	2.678714258245464	3.506826440581549	1.6779641352707049	2.332590809204298	1.9313745595922835	2.5491819468545343	1.269730039103969	0.7797022358016699	1.9278771600048539	1.3061378690418972	2.918906469509428	2.1245079021622533	1.2621284734871843	2.276017740378787	2.7008923841116275	0.9459062550638129	1.963185675881318	2.3994615598563023	2.338509141329875	2.620602066182579	1.289121453545843	2.3072571557189967	1.8371519995938848	1.3610921315526439	1.717775680828908	1.9416989893724568	2.189779387579066	2.582409275272061	1.3672667622705479	2.0856412429244235	1.7969580527792046	2.2432785381542106	2.3037855116523898
806rcbc477-S382	1.9101762837197216	1.989319829787637	0.0	3.613944505442203	1.8598284640624108	2.4774543945273373	3.5097237113377195	1.8968171891324375	3.5569511757497745	2.6081607683393435	2.5943297993107044	1.29737570240833	3.8792105470076175	1.77245072205472	2.557840544850423	2.5738917633274303	1.302613296499404	1.9657992699653664	3.1435180523996125	2.9564224834324357	2.473998204754595	2.4299673513543127	2.849787247554986	1.5443025489345512	2.4145878004891363	2.7843727952111297	4.151519093300673	0.7733462250132662	1.0872929696706548	3.83525658353983	0.9340799337204385	1.5175755885624669	1.4245300876253182	2.2389670073259262	3.8004210072703457	3.0734041639293057	2.3673024439847046	2.393520921639831	3.322663302071298	1.1247260738244127	3.775534090029348	3.774335498661645	1.4199712304351035	2.3542466850315096	1.1148305484169183	1.9854579229317433	2.3103719196153927	2.897057912284215	1.8106027345052387	2.149172582963244	2.7595157484950805	2.3101606804443047	2.2994817654552593	3.9362195054142894	1.1480453827345143	3.416894560836962	3.003270037152627	1.3850985102068096	3.0831974944662233	2.5716827727997336	3.00198903191572	2.886706173242354	2.613465930436358	2.1196557816760904	1.0991275237771283	2.5207888619873056	1.9465835432401957	1.5013113550652535	1.059563585233162	3.2745291840065187	2.3350560949306725	4.283253590168089	1.1233768383573175	2.5972854388939886	2.5093599736127388	1.4142488664492185	2.593370659047226	1.9528851085235317	1.160028758074563	2.5159024015663403	1.4201423967960336	1.79676808947804	2.6813910825318743	3.676455612172793	1.8247834417376312
GnotoExpt-DTT452-S600	2.6389706960625796	2.4397670189893956	3.613944505442203	0.0	2.8342691855655424	2.2002286406280054	0.29121183953726854	3.04209518064128	0.4961981038919805	1.7987643892877807	2.84026018099704	3.301712789043504	1.447720615080535	3.087445238281309	2.4192623904787456	2.507553855417689	3.141354456815198	2.712156575072385	1.8477570739803044	1.704293760105091	2.3175987305540198	1.7299879755724994	1.745981646245108	3.4722045456557193	1.886222895689141	2.8873348008619524	1.3150265508857162	3.1327260570002924	2.9132209285894817	1.5917314254647903	3.5351950446635168	3.5140195189007426	3.318529072336396	1.7486787871788574	1.2056555316853026	0.9203482028909592	1.8033433138831714	1.9697455593777153	0.5292428061213555	2.854553601609779	1.7361133926417633	1.7384591419157938	2.4764306964055054	1.6627154392417556	3.6497235600089164	2.4762710980078806	3.165899862605844	2.155007263585464	2.8363896974311813	1.9459873164646813	1.7527815980095405	1.8882400298055095	2.4939869907897996	1.5796949206395277	2.8052863623699933	0.7508729050974022	1.1897979348027536	3.2218507489100925	1.5790893817264116	2.8939520557994043	1.1050583488717607	1.4788991517453933	2.4506525984072485	1.9972538420986852	3.492782624282801	1.9215691777041028	2.8602811690571284	2.5577473390608154	2.951365177159012	1.2167487168041737	2.054226256538439	1.2093984656778167	2.5933626515190356	1.7158979373848728	1.617655637145495	2.4720739177841806	1.5042285447652612	2.1366241389813028	3.0346503486521197	2.142379820297718	2.4951827809016476	2.3542900503750266	1.3770124828758596	0.52343148905979	2.55074238771819
GnotoExpt-FP452-S673	0.23980894841628317	2.6559253100417415	1.8598284640624108	2.8342691855655424	0.0	0.8515896587180027	2.6148255357871153	0.22668628097494672	2.8883228254503908	1.582947757540524	3.308738566578246	2.6622048598907884	2.449537226710327	0.2694195934679534	0.8051987412767176	3.168110924312901	0.6270540870116382	0.15266512023013246	3.3461249893447045	1.650222013850913	0.8111858607718448	1.306392662586098	1.678268038985478	0.7086911900147927	1.0381195010335806	3.505962807777728	2.8369854296230157	1.0977451620980134	0.7981570185013895	2.3527835140043365	1.1361942240233984	2.9301323219877364	2.753452016795473	2.273157903320727	2.4749528914936976	2.4179545790015307	1.086283989796117	0.9429064723103922	2.676712694682679	1.1290709238111543	2.2330684370021396	2.2450440655960837	0.7981134015636154	1.3379275940419004	1.1278398396491702	0.44310312454359396	0.7552906141129831	3.2468252365801873	0.1777587223501281	1.3762943761371296	1.6878593529333639	1.0082183810160543	0.6043856332931059	2.461237573363542	1.18749779362153	2.5062055119213094	2.2444256405627874	0.5980398530838584	3.077843721580968	3.3768907904761654	2.2385783639395185	2.6848427469333207	0.8500812498705206	0.8985656141273524	2.5889732750715537	1.2840081144828974	0.1851053132036083	1.903699631341722	0.9430046485490661	2.224223216382767	0.9477722720206562	3.8333523644958842	1.444097299003209	1.314883837705198	1.672499378793466	1.397385021006682	1.8870563520826347	0.9661675042846855	0.7599765127620229	0.9664032532505947	1.413341319664617	0.6773495907592274	1.9135476010833372	3.1431471944793206	0.47537596472851085
806rcbc175-S272	0.7558831997317247	2.6412454404156285	2.4774543945273373	2.2002286406280054	0.8515896587180027	0.0	1.9428262021160798	0.9879929695750033	2.2518058172844797	0.9756792890390346	3.224563389157653	2.953712603232544	1.7215114596926877	1.0813089470791128	0.250768300556323	3.0416707651568373	1.3607403875739281	0.7005538096650541	3.0308241546939847	0.8563063205140122	0.13048301638987747	0.7024153177023955	0.9597285535745543	1.5294730761605142	0.3651919274155712	3.402394145654565	2.12767478352604	1.720804550434644	1.4087471864197418	1.641686446440673	1.9278104699416951	3.2108963429115485	3.0164312773706503	2.0410611636539153	1.7605543686367284	1.8189164766350188	0.4840691818187174	0.2775403743443384	2.071377902632026	1.5089098850664584	1.5311449082726096	1.5641021172313612	1.089412781415301	0.8014597823827515	1.9550520873445238	0.5168527823441861	1.2684928783470788	3.0001193261027743	0.9420837556513947	1.019798262551262	1.025316399455119	0.43727644160318485	0.3252581269577742	1.7378943905853768	1.524427843590084	1.790245159658927	1.6161976016052997	1.3753908426345332	2.6925351992507127	3.3237744389634782	1.6092378813869153	2.256798441925043	0.3013529110031612	0.5211718475149343	2.9485471325755888	0.6314725083127255	0.7950930537122176	1.9771280444409145	1.4656769819285598	1.4683582671397766	0.33461050252782326	3.2196680602775505	1.6895559179647834	0.5857833100377409	1.1328607673398914	1.5102733826891253	1.3603622533244737	0.7494363547558532	1.3932594189970537	0.17668380948867377	1.5260633059216446	0.7189328373085027	1.3428597414089187	2.5668779381882922	0.6904763940253843
GnotoExpt-DTT464-S612	2.4252382057659654	2.4510614112050195	3.5097237113377195	0.29121183953726854	2.6148255357871153	1.9428262021160798	0.0	2.816666245535272	0.5579859930271182	1.560899853079149	2.872022115331809	3.2795170271719227	1.2405819397915276	2.8690358491020493	2.157174011537089	2.5554780771733325	2.949157335679475	2.486726695076401	1.972278138123318	1.4276610776572325	2.0577725200645602	1.4918543495846512	1.485903112385326	3.2669439105474773	1.639473481252459	2.9392602570458317	1.1847115100602823	2.9832751203087984	2.747937549173622	1.3770157286240114	3.3749624202974027	3.4989354402739026	3.2995541319516337	1.7157707736046388	1.0152955661276781	0.8105484908795013	1.5655016331923346	1.7240254382053606	0.5351807646601917	2.692558595857736	1.5083598738233437	1.5195426534857002	2.302592932256151	1.4403025561737284	3.4808945684887163	2.2472541329712232	2.9501407247191356	2.2299296398691437	2.6270040850969107	1.7460028535638694	1.5063427521022974	1.6515629235949278	2.2428014034546107	1.3712723534490534	2.6473855727090996	0.5454382555522596	1.016437198269943	3.024040951064023	1.6596752488373838	2.941643498010307	0.9320818857063707	1.4682542148529762	2.1853655694353162	1.7749922537694103	3.4494137534199623	1.6682192373308988	2.6303833562828896	2.4595009193790216	2.783237160056896	0.9680671796618093	1.8069686895746293	1.4173324074743194	2.473870502916256	1.4579861073164744	1.409556892649263	2.329029487530287	1.3227671285298497	1.9262107086713716	2.8541893109330987	1.8803206288691796	2.3512486340769536	2.144837854969049	1.1866105668186537	0.7672465840736572	2.33069823973515
GnotoExpt-FP554-S69	0.45896547076650746	2.810982253971874	1.8968171891324375	3.04209518064128	0.22668628097494672	0.9879929695750033	2.816666245535272	0.0	3.085547960183897	1.7162125350815438	3.444214666537407	2.7674848608389584	2.615604542467335	0.13134431732873392	0.8976029684551915	3.322105353454848	0.6115539313229016	0.33490811681405125	3.5333578501311056	1.782787376031259	0.9227147938482732	1.4714224238652944	1.806829185117908	0.5694013297293272	1.2120161355229542	3.646477463797672	3.015396755066178	1.1497648678051904	0.8860537028713683	2.512438335507446	1.1166122841548145	3.0258799794555458	2.8575961863298702	2.44915050719664	2.65512612397768	2.6032303027697345	1.271126192798911	1.118432395545057	2.876244577999523	1.1984574189371788	2.3833486024012625	2.398408652110699	0.9558160330240998	1.5147903797600184	1.0775760506979954	0.6009077740540466	0.7521391118875994	3.4161545307060113	0.34108745435555904	1.5217442070141465	1.818264608185257	1.1901682827794118	0.6995771588129109	2.620199516679809	1.2652129830833738	2.687633940211987	2.4127391879839424	0.54179465303958	3.261471495753303	3.5177320224472526	2.4126277358258315	2.858377359919514	0.9292168419943584	1.0858547029576693	2.6717108142863366	1.4173527773487276	0.20798130841112292	2.019548596268764	1.0013393179731982	2.381321332266906	1.0998542458870493	4.032296210096623	1.5690186946745022	1.475876711142838	1.8292961968261414	1.5166464196029703	2.048564591089935	1.121855882849622	0.7927626411172722	1.0938251135777004	1.5280627467206878	0.8378218349498872	2.0817504783377334	3.3524961712926364	0.6084972799749824
GnotoExpt-DTT476-S624	2.7191141491707573	2.209960037990465	3.5569511757497745	0.4961981038919805	2.8883228254503908	2.2518058172844797	0.5579859930271182	3.085547960183897	0.0	1.6409181998837363	2.499685708778663	3.1337244443939674	1.77371960717145	3.1238836300840616	2.4837497839615508	2.190753782893896	3.1326726633463893	2.769635576374326	1.5382073222471406	1.6398040371279485	2.3558713331818293	1.6716107876943929	1.6157624725810662	3.4912363921936422	1.916820423615607	2.5423099172404733	1.704317825698135	3.1021938770049293	2.908059566159311	1.9121181613128357	3.551356970236263	3.3142370045489975	3.1283139145063124	1.5029861365116537	1.5601394871747867	0.6019829197194694	1.8302643883302474	2.020799050314068	0.23715456658138004	2.7538945076785417	2.036734799234277	2.05604813715809	2.4514259047653173	1.6028382004999195	3.6797278493179078	2.4941373832924305	3.321715717780724	1.811718675313616	2.912789183405101	1.7972810418486482	1.5910833716360941	1.9085760960823093	2.5226596578708613	1.9017166794512774	2.6948335680406723	0.5726517729191571	0.898890625726026	3.222835029390674	1.2097739484720593	2.5806963086571963	0.8329732149055115	1.083919833308998	2.5140709774557357	2.0027971785289824	3.3261412414800438	1.8453248655857732	2.893876598030983	2.3436880220203227	2.8932525921606125	1.047072062164833	2.04814290918497	0.9700205470784138	2.4840340332136077	1.700544187531763	1.4406279189055977	2.3252199552783206	1.2731787830607635	2.0709900737653246	3.0044811504353603	2.1607629505899926	2.3421586699477004	2.328865835869156	1.165156196881866	0.46615559252999444	2.539782516574464
806rcbc495-S400	1.5156753639766234	2.108370691787168	2.6081607683393435	1.7987643892877807	1.582947757540524	0.9756792890390346	1.560899853079149	1.7162125350815438	1.6409181998837363	0.0	2.5167240397251875	2.6603399733876865	1.9058056903267577	1.762607729097426	1.1824453825298187	2.3521850013229177	1.8113753678066624	1.4677098654581493	2.3195247265935612	0.4921546226664336	1.0118003629347023	0.39359059364854854	0.2752455571729602	2.124326417171531	0.7331571717940206	2.6809875500713085	2.2084611272247017	1.9747785908122684	1.7502781109180912	1.914813767883845	2.378575051737932	2.8615805345897276	2.6741315190781347	1.4091264167024715	1.8607817779723683	1.092802257071109	0.7116893665279964	0.849212928727116	1.4748964227594563	1.529347934646331	1.8854811863844934	1.9357660732400916	1.296985356463967	0.46573599431833096	2.4732222898358027	1.1405685765552516	2.187876842767831	2.2553724254331513	1.685531776676263	0.4714084599060927	0.15168644393827646	0.7265148717498034	1.1272554491091387	1.9714480389555367	1.493766527153492	1.1856775398285806	0.7943289179143391	1.881505915374627	1.9280751072848403	2.6590411600730235	0.8313806831085119	1.436070947553424	1.2054243254705703	0.7903256987592703	2.704750521801631	0.34641648236375827	1.51151069075595	1.5338718949244605	1.6588573924587617	0.7981141063396185	0.6898725895700032	2.542980422595066	1.5533573425423655	0.5000481888397754	0.3096125663275793	1.253120480494286	0.5118589259581623	0.726688758362576	1.7250666175487137	0.8160269273129545	1.256695037159261	1.005889633830156	0.5362955815812439	2.0323236618063643	1.155548993973801
