# Constructed from biom file
#OTU ID	TL1a_FP_129	TL1a_FP_159	TL1a_FP_195	TL1a_FP_231	TL1a_FP_267	TL1a_FP_87	TL1a_FP_285	TL1a_DTT_231	TL1a_DTT_267	TL1a_DTT_129	TL1a_DTT_285	TL1a_DTT_159	TL1a_DTT_195	TL1a_DTT_87	TL1A_DTT_675	TL1A_DTT_627	TL1A_FP_675	TL1A_FP_627	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0	0.0	1.0	23.0	9.0	0.0	186.0	7.0	0.0	3.0	49.0	0.0	0.0	18.0	0.0	2.0	0.0	5.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	6.0	0.0	6.0	7.0	14.0	0.0	10.0	1.0	10.0	4.0	22.0	0.0	1.0	9.0	0.0	0.0	6.0	2.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	29170.0	16735.0	46298.0	52442.0	42369.0	40244.0	42412.0	17579.0	33361.0	15942.0	40813.0	25902.0	17546.0	34547.0	9594.0	3744.0	9271.0	5617.0
k__Bacteria;p__Firmicutes;c__Bacilli	174.0	4.0	1131.0	474.0	1633.0	19.0	1132.0	36.0	1077.0	315.0	1047.0	94.0	1107.0	321.0	6.0	2.0	8.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia	13023.0	2240.0	6056.0	11837.0	9956.0	72211.0	20842.0	108102.0	113483.0	21896.0	22308.0	8514.0	115323.0	57063.0	5267.0	14450.0	6564.0	10679.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia	24.0	26.0	12.0	10.0	112.0	3.0	523.0	106.0	29.0	33.0	615.0	153.0	3.0	42.0	4.0	21.0	12.0	20.0
k__Bacteria;p__Firmicutes;c__Negativicutes	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	3.0	16.0	0.0	934.0	588.0	31.0	1.0	117.0	198.0	0.0	0.0	112.0	0.0	207.0	247.0	52.0	236.0	72.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	8.0	24.0	0.0	0.0	87.0	5.0	8.0	0.0	38.0	43.0	60.0	259.0	0.0	96.0	19.0	9.0	5.0	18.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	10.0	0.0	35.0	4.0	7.0	881.0	111.0	1229.0	0.0	3.0	25.0	94.0	17.0	750.0	354.0	1028.0	94.0	696.0
