"","V1"
"2f65298490e0fe48b880145471ec54eb",0.194571102236835
"c42634f8d1aad4956aa9638465e86565",0.149045042186951
"5ae5ad642b9c2cc68c4fc59e4902ff63",0.029136078347558
"f5fb42e8863737981eb6e04a3de22e29",0.0153940449305298
"d013db1a71d477496cb864ee431c3420",0.0254534072163024
"ccdb1dad68d457d1df2d11af1ea8ca5f",0.00306750457221184
"9c9d2dfde9ad67dcb9628dc8c30ec99f",0.022756795583263
"a93ecb34623d57ce5a83ac109551229b",0.00378590071725978
"1b23073ca2a2884ac2bd7895dda760bc",0.00216034179986412
"7cd17d18c05e35c6001cc253ac15c517",0.0131239232008525
"759abfc82a4b189214d7e148d4aef180",0.00637855867388571
"04af8257d41718f9636b8bbc789b0fcf",0.00182986105992534
"0247032b5537cfe290e9fe3067f9257e",0.00697608863376947
"298c6e520261d927af2fb9e7c1e4cebc",0.00606644929835983
"653c972b92d846f3b6b199c4f5257025",0.00183339994419592
"e78a270ccd8d01d326e840cd85e1c1e2",0.00403468991228235
"b3703a2157a018a94473b0861589dde0",0.0115295408862175
"fc7e77e237e910e3f38dbb8e3c69c5bd",0.00181763464345597
"a589fa026973c67d0f1c7b741d85b90c",0.0055084764705682
"ad23727bc3e6dc84a4c52399fe4f0d39",0.0577535745974329
"a87086e2ee322da102d8a52c4de21683",0.000768173878391331
"f80a7e9c950f857ec31ac4d0cc9c6a03",0.00129628750854643
"73e42306e185be6f0c6060d4ed924469",0.00426272162502074
"3bffd5a2b1cf48b46d1e51628c3551fc",0.000946422888806658
"9b5ce504ace88223f14f8b0848d1b054",0.088468164619508
"6d5171bbc6ef97262119e6d152d82164",0.00249782761682317
"235c319ab46f87d377a28a34ba10bfa1",0.00369991350548702
"89c209abd89a5232343a4c87c93cb4ea",0.00176462153049456
"f745d265f36ea7eac26d97280e690796",0.0023147364427985
"20fe5c9f456999fe121cb1c16bf41e77",0.000580408324523518
"48082d1ff66a9207ede6bf05e9846d6e",0.0101514383300652
"695a1bb7c03f0f0b00d69b55fe30c4c3",0.00260237003181875
"44166d043ae4422d941e1e4c779151f8",0.00538317922107345
"2a9df0f05ef552235191fe0edbbc742e",0.000491549012501726
"b3111baca54677926264de26b4a9bf7a",0.00171479930899908
"21f3474eb0a2647e96181ab06ed9b764",0.00082069146753155
"9bc2935704d00be01387e4b91d0ec358",0.000204431327465749
"87c1f25ee57f851893eda4c10a460604",0.00313888804684683
"c003202be6a53b07fbb26ecd2161fe2c",0.0348689597888996
"ae7aa9c977dea18de5954b3f29c80278",0.00274443040473256
"b89a1572461237b1a6ff63b2aeb24e60",0.000775640145609494
"397aa1ad0378774f826b9825c958427e",0.0479112445203969
"e9caa943f6467ffd09889cd0df61cb45",0.000110295212074794
"8740da173c36129ee4420445a26a155e",0.000163375611674313
"564a2d40353ba6af46b47a2d367a3d56",0.00672773258109294
"55b5e18dcec6eaff69b53b2c4cbb0a16",0.00435069718630409
"e8ed0e081283c5963ce9860944f651c6",0.00136305693577587
"65553cd263bb61cf36d1a75d750952f3",0.002901556431262
"49d5e983bbc870059084d932fb344b75",0.000652196460840908
"799fcd30c710ffaccf04ca2879108efa",0.000978557063214001
"2580cbc77481600b1be7553a25c35a83",0.0015771620308907
"332d720adc8e107df05b716fd88b601c",0.00208660689238975
"b3ef12a80d40902556c2fd4de5924438",0.000154651798270963
"a0f4041ccc6a3b1f6512919ebe00613d",0.00435043878650358
"048a59d179f89089b6e3a2d50f389e94",0.000536983531802193
"a2afdab2db82e62d5de07d2f29111f10",0.00109257409450592
"be7fa93e72946b09913f7776a2f1c857",0.00410368198890406
"b66b0ebe9c94cc5c0ee68a7c8cb966af",0.000123133116751961
"978c4b2965a576a78cac987d12c9e0a0",0.000515432802263234
"4a6d7625157c8e66f126e813b0a0fc4c",6.92066070886729e-05
"f5fdc65ce7f21dccce1d5f510ecd0cff",0.00143930224289427
"78efb9db740a56e0b2bc4d4778d4d3fc",0.000311119168999151
"236833fbc5a378aae084b64206c25372",0.000320223425951351
"c0d5395792eadbf5f62e8ffb14fa0262",0.000723320980090074
"cdb4be857f1f698f7613343f1a9761a3",0.000444074534944585
"0daddf1b0a2e7ae6c3add7261ca7b510",0.00330398143649773
"108627a3879bcb1138b2c54c39e9f4a1",0.000510705892055705
"691f2dbdac94ad2f7e2486ab73a772af",0.00282185106253485
"de2cd296cfdcbb16ecb870a7721433d3",0.00013885785734622
"fc9ef66f439c06896d69d1092d8315fe",0.000256712013977697
"2ce5f984c303607afe63f839e492f57b",0.00667363851853266
"a30dd65fa0f17c9ffe88b70cc66d024b",0.000118575397642211
"4c8288bfbd76958c0c094d87b97650f8",0.000925537267353026
"fbbeae3dceada6928b2cdc472f5d9901",0.00746918172189222
"99e3ef8d6af1702f3a43e8f3e4976956",8.65104000139657e-05
"7c0c72cc86a5548fac1f1c96853e29fe",0.000130140203993483
"84a1034f71767fa92491aebf1bdf7fdc",0.0015458625836017
"d43cfa5b6ee40a2e7f940e2930849ba9",0.000139948504856793
"832fb872172e67da702355444f34bc1c",3.57707798042317e-05
"1355705d5f5537fdd6063e8aef08650d",5.65784087941534e-06
"3dc32de6cc2afb83c56da803d4ae8054",0.000514346551110317
"0f6a34be1a611d55dd58a93322b7caff",0.000406814554014382
"818cea4720b8bc475ccdf73579b06278",0.000254548013122803
"9558d82710beac18e454f983c9db7cca",0.000747390305821068
"f9130f059b9380b9961aef118b3a529e",0.00115851437549732
"e895ba3e92642f6c374d12d4ba87bf0a",0.000517647902221626
"f0deb5bac19f248fce27d93d918d3464",0.000280054612601606
