NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K02386	2499	3.236154794692993	-0.7809047	Yes	
row_1	K02393	2500	3.236154794692993	-0.7496547	Yes	
row_2	K04562	2563	2.6904971599578857	-0.7385542	Yes	
row_3	K02394	2598	2.4086313247680664	-0.7183539	Yes	
row_4	K02414	2731	1.1052863597869873	-0.7300029	Yes	
row_5	K02556	2874	0.4116189479827881	-0.7449017	Yes	
row_6	K02557	2896	0.31977328658103943	-0.7204765	Yes	
row_7	K02392	2900	0.30380016565322876	-0.6902015	Yes	
row_8	K02400	2911	0.2743822932243347	-0.6622014	Yes	
row_9	K02406	2915	0.26351919770240784	-0.6319264	Yes	
row_10	K02398	2917	0.2584707736968994	-0.6010014	Yes	
row_11	K02413	3005	0.10697197914123535	-0.5980257	Yes	
row_12	K02388	3011	0.09465619921684265	-0.5684006	Yes	
row_13	K02389	3013	0.09148138761520386	-0.53747565	Yes	
row_14	K02422	3020	0.06902921944856644	-0.5081756	Yes	
row_15	K02418	3032	0.057712018489837646	-0.48050052	Yes	
row_16	K02390	3039	0.03396135941147804	-0.45120046	Yes	
row_17	K02416	3044	0.029551982879638672	-0.42125043	Yes	
row_18	K02417	3058	0.02229117788374424	-0.39422533	Yes	
row_19	K02410	3060	0.021833404898643494	-0.36330032	Yes	
row_20	K02408	3064	0.020637286826968193	-0.33302528	Yes	
row_21	K02407	3066	0.020260227844119072	-0.30210027	Yes	
row_22	K02420	3067	0.01979595236480236	-0.27085027	Yes	
row_23	K02401	3072	0.01820726878941059	-0.24090025	Yes	
row_24	K02421	3073	0.017761124297976494	-0.20965025	Yes	
row_25	K02412	3074	0.016176171600818634	-0.17840025	Yes	
row_26	K02419	3075	0.016176171600818634	-0.14715025	Yes	
row_27	K02409	3076	0.015030761249363422	-0.11590025	Yes	
row_28	K02397	3095	0.009834778495132923	-0.0905001	Yes	
row_29	K02396	3101	0.0028696784283965826	-0.06087506	Yes	
row_30	K02387	3102	0.001549377921037376	-0.029625058	Yes	
row_31	K02411	3103	0.001549377921037376	0.0016249418	Yes	
