NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	K02342	104	28.011228561401367	0.011764879	Yes	
row_1	K03111	376	21.708221435546875	-0.030568073	Yes	
row_2	K01159	383	21.57512664794922	0.01294284	Yes	
row_3	K03655	498	20.26438331604004	0.021468328	Yes	
row_4	K02337	534	19.783727645874023	0.055585008	Yes	
row_5	K02341	546	19.667604446411133	0.09747622	Yes	
row_6	K02338	571	19.6307430267334	0.13515623	Yes	
row_7	K02340	572	19.6307430267334	0.18061078	Yes	
row_8	K02343	573	19.6307430267334	0.22606532	Yes	
row_9	K03550	628	19.6307430267334	0.25402716	Yes	
row_10	K03551	629	19.6307430267334	0.29948172	Yes	
row_11	K03584	630	19.6307430267334	0.34493625	Yes	
row_12	K04066	641	19.6307430267334	0.38715142	Yes	
row_13	K06187	646	19.6307430267334	0.4313102	Yes	
row_14	K07462	650	19.6307430267334	0.4757929	Yes	
row_15	K02335	684	19.560182571411133	0.5105575	Yes	
row_16	K03629	689	19.53663444519043	0.5547163	Yes	
row_17	K03553	697	19.511035919189453	0.59790325	Yes	
row_18	K03581	1188	15.686697959899902	0.48462763	No	
row_19	K03763	1324	14.2528657913208	0.4863504	No	
row_20	K02339	2830	0.5139843821525574	0.044276588	No	
row_21	K02686	2921	0.2540387213230133	0.060576618	No	
