metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
Type	MGB015	Mucosal	-0.426581274720996	0.0621636805560716	12	12	0.00523218416044736	0.162800399691329
Type	MGB032	Mucosal	-0.390905950496232	0.0918524105398383	12	12	0.0147960453939627	0.162800399691329
Type	MGB005	Mucosal	-0.375372688289592	0.084888099645669	12	12	0.0140306432387688	0.162800399691329
Type	MGB006	Mucosal	-0.633001213642489	0.149124805096946	12	12	0.0137022835920304	0.162800399691329
Type	MGB045	Mucosal	-0.172334907695161	0.0362825040857439	12	12	0.0162800399691329	0.162800399691329
Type	MGB052	Mucosal	-1.08393303567091	0.345006497291311	12	12	0.0226624363145474	0.170431938907079
Type	MGB007	Mucosal	-0.290381666781346	0.0924957730671179	12	12	0.0315104902312685	0.170431938907079
Type	MGB022	Mucosal	-0.710320992566384	0.257780257347373	12	12	0.035983858117543	0.170431938907079
Sex	MGB024	Male	-1.15108489098054	0.420205010090717	12	7	0.0374950265595573	0.170431938907079
Type	MGB047	Mucosal	-1.0320202364542	0.335559171319577	12	11	0.0329864642376962	0.170431938907079
Type	MGB043	Mucosal	-0.41307234492047	0.118962677557838	12	12	0.0272669121704438	0.170431938907079
Type	MGB055	Mucosal	-0.817540476435859	0.326250219165692	12	12	0.0461762698774151	0.177601037990058
Type	MGB049	Mucosal	-0.754256490187298	0.293560218237177	12	12	0.0446690328710386	0.177601037990058
Type	MGB038	Mucosal	-0.757388540074591	0.221305274866474	12	10	0.0656851964716943	0.234589987398908
Type	MGB053	Mucosal	0.573082402711491	0.288219607347013	12	6	0.0780032438497343	0.260010812832448
Type	MGB037	Mucosal	-0.52793995895	0.293886015925883	12	12	0.105990977349311	0.311738168674443
Sex	MGB035	Male	-0.265415151874161	0.130507555065973	12	12	0.101968771102728	0.311738168674443
Type	MGB033	Mucosal	-0.162790887889891	0.112661798281168	12	12	0.204136112535136	0.455392066018532
Type	MGB036	Mucosal	-0.158479765028714	0.108925350570982	12	12	0.201956162377072	0.455392066018532
Sex	MGB031	Male	-0.524790094926721	0.34427868296719	12	12	0.199626565379265	0.455392066018532
Sex	MGB027	Male	1.47869715201973	0.931826956838305	12	4	0.171428315586747	0.455392066018532
Type	MGB027	Mucosal	1.02752694873565	0.688295571190971	12	4	0.199551827287823	0.455392066018532
Type	MGB044	Mucosal	-3.39184385014382	2.25536283359773	12	5	0.212532143306908	0.455392066018532
Type	MGB040	Mucosal	-0.55213133830996	0.417458256395347	12	11	0.218588191688896	0.455392066018532
Type	MGB029	Mucosal	-0.143559897840239	0.108839306471006	12	12	0.243400410951034	0.486800821902068
Type	MGB024	Mucosal	0.303349915419267	0.238551802567803	12	7	0.274493843297902	0.527872775572888
Sex	MGB037	Male	0.32943734096447	0.293886015925883	12	12	0.291319125768193	0.538476691159151
Sex	MGB032	Male	-0.221727375998462	0.19554071862813	12	12	0.301546947049124	0.538476691159151
Type	MGB035	Mucosal	-0.128713523093822	0.115736523960681	12	12	0.315054433306399	0.543197298804136
Sex	MGB044	Male	3.23940761820888	3.27259940879655	12	5	0.37217025450646	0.620283757510766
Sex	MGB053	Male	-0.243711407416187	0.288219607347013	12	6	0.419701481111711	0.676937872760824
Sex	MGB036	Male	-0.116308344819106	0.139186512455089	12	12	0.438059315276702	0.684467680119847
Sex	MGB033	Male	-0.0971532564822658	0.142869336740697	12	12	0.523958373848504	0.763021140957772
Type	MGB031	Mucosal	0.139412676709319	0.204747400174244	12	12	0.547627460418547	0.763021140957772
Sex	MGB005	Male	-0.123982920449084	0.195159504786778	12	12	0.549375221489596	0.763021140957772
Sex	MGB029	Male	-0.0960528207920077	0.142643929291531	12	12	0.528400677980393	0.763021140957772
Sex	MGB034	Male	0.2179703403101	0.453178082334376	12	12	0.642006850777552	0.84312828937117
Type	MGB034	Mucosal	-0.207666666417811	0.453178082334376	12	12	0.657640065709513	0.84312828937117
Sex	MGB052	Male	0.202295105558995	0.402445684504473	12	12	0.635939436022368	0.84312828937117
Sex	MGB045	Male	0.0858819646562447	0.208365086176656	12	12	0.694568790658795	0.868210988323494
Sex	MGB047	Male	-0.151992935212062	0.451195516325742	12	11	0.750351352490196	0.915062624988044
Sex	MGB049	Male	-0.0993090488230636	0.393023215805425	12	12	0.808868718656379	0.940545021693464
Sex	MGB043	Male	-0.068270945462592	0.256088153813641	12	12	0.798893649970277	0.940545021693464
Sex	MGB038	Male	-0.0461305928506344	0.249542796735648	12	10	0.871694035158691	0.942052521792279
Sex	MGB055	Male	0.0600226805702806	0.39950597443203	12	12	0.885529370484742	0.942052521792279
Sex	MGB007	Male	0.0254043134688448	0.149247060508238	12	12	0.870873373815158	0.942052521792279
Sex	MGB022	Male	-0.0637065037314894	0.344077779932134	12	12	0.859286364453902	0.942052521792279
Sex	MGB015	Male	-0.0150677122311869	0.202216825457542	12	12	0.943114662348248	0.966935361550496
Sex	MGB040	Male	0.0282122948277689	0.417458256395347	12	11	0.947596654319486	0.966935361550496
Sex	MGB006	Male	-0.00854743513479454	0.293631297397173	12	12	0.97775739274456	0.97775739274456
