	Vil1.03B.DTT33	Vil1.05B.DTT57	Lyz2.07B.DTT281.S123	Vil1.010B.DTT117	Vil1.05B.FP57	Lyz2.02B.DTT221.S61	Itg.02.FP409.S9	Lyz2.04B.FP245.S42	Lyz2.06B.DTT269.S111	Vil1.09B.DTT105	Itg.20.DTT505.S100	Itg.24.DTT529.S24	Vil1.09B.FP108	Itg.26.DTT541.S37	Itg.02.DTT409.S1	Itg.06.DTT433.S26	Vil1.10B.FP120	Vil1.08B.FP96	Vil1.01B.FP09	Vil1.02B.DTT21	Itg.22.DTT517.S12	Vil1.06B.FP69	Itg.16.FP481.S84	Vil1.03B.FP33	Itg.08.FP445.S46	Itg.24.FP529.S32	Lyz2.06B.FP269.S67	Vil1.04B.DTT45	Lyz2.03B.DTT233.S73	Lyz2.07B.FP281.S79	Vil1.07B.DTT81	Vil1.04B.FP45	Itg.12.FP469.S71	Itg.06.FP433.S34	Lyz2.05B.FP257.S54	Itg.18.DTT493.S88	Vil1.013B.DTT153	Vil1.02B.FP21	Itg.04.DTT421.S13	Vil1.014B.DTT165	Vil1.06B.DTT69	Itg.10.DTT457.S51	Vil1.13B.FP156	Lyz2.05B.DTT257.S98	Vil1.08B.DTT93	Itg.20.FP505.S8	Itg.22.FP517.S20	Lyz2.03B.FP233.S81	Lyz2.02B.FP221.S69	Vil1.07B.FP81	Itg.16.DTT481.S76	Itg.12.DTT469.S63	Vil1.14B.FP168	Lyz2.04B.DTT245.S86	Itg.18.FP493.S96	Lyz2.08B.DTT293.S135	Itg.10.FP457.S59	Lyz2.01B.FP209.S57	Lyz2.01B.DTT209.S49	Vil1.01B.DTT09	Itg.04.FP421.S21	Itg.26.FP541.S45	Itg.08.DTT445.S38	Lyz2.08B.FP293.S91	SLCFP021	SLCFP069	SLCFP111	SLCdtt075	SLCFP051	LYZFP317	SLCFP093	SLCdtt021	SLCdtt111	LYZdtt317	LYZdtt305	LYZdtt329	SLCFP075	LYZdtt341	SLCdtt051	LYZFP305	SLCFP129	LYZdtt365	SLCFP003	SLCdtt069	SLCdtt129	LYZdtt353	SLCdtt093	LYZFP353	SLCdtt003	LYZFP329	LYZFP341	SLCFP165	SLCdtt165	SLCFP147	SLCdtt147
Vil1.03B.DTT33	0.0	0.8542970113698415	1.3007147468483689	0.3869300655175843	2.533168518935429	2.480666023963351	1.9144100419399241	2.1753840709186982	1.6296409853224096	0.30467232178872555	2.247557743719683	2.030158334368252	2.0196693662006173	1.957601519692556	1.4564660364641433	1.1964923127702574	1.376980649104436	1.4772930631377954	2.1574651960308975	0.5245442669095618	1.9063151243885725	2.9268390946116267	1.808607547883154	1.493426637732956	1.7970779488764757	2.013336010109148	2.203645931612438	0.6017820441134079	1.4496352114002198	1.6148753479399967	0.5380917182836906	1.5064180607312192	2.0727150166473174	1.8884123320668866	1.5856134113597375	2.137941047699891	1.205206007441322	1.8036831656974848	1.6374745998288807	0.23120609560110422	0.5615969658613861	1.243093659404556	1.4928644860364866	1.6783237906467106	0.5654960792544217	2.372694551176069	2.106462320172836	2.210997866490141	2.4325499156330026	2.3346150280293094	1.0421944927955247	1.663245292481439	1.376445313645114	1.4566697900512942	2.5614917700220667	1.3691633707738444	2.4010801310260934	3.2021789857059866	3.0582940809006933	0.7677715756397266	1.8939443545486496	1.8615654612677215	1.346206481266718	2.3603206526769855	0.1628667440854639	0.5333467475156439	1.1594009625722275	1.9518198834298943	1.1956148204793393	1.4820261796795497	0.22518197676990198	1.249017122331378	1.6315406430239459	3.678472153765457	2.5204680527229772	3.2166122397970907	1.2320339354622645	3.996739991592382	1.9307289875592764	1.843695377678204	0.7347678673792761	3.942476446613683	0.6273951899688783	1.506458054439982	1.1650746887530188	3.49646152507174	1.2662453021535547	3.289407213673584	1.5358734836536359	3.094794860902487	2.825468169727059	0.9537025610666948	1.9448586432361064	1.467081097691411	1.8257999379920158
Vil1.05B.DTT57	0.8542970113698415	0.0	1.2434297256527562	0.7704377216989499	2.366376395441178	2.3061517107216996	1.804253424972334	2.0870896508569414	1.5250993673120459	0.8568757279786501	2.140612486024603	1.9012855611941983	2.4152261526209235	1.8785257518386815	1.4869120288534863	1.3880689228937693	1.8507977501573563	1.5917740467351118	2.1491278391650646	0.9537506985757592	1.8123926529534238	2.7748507512379867	1.8851162897378653	1.5526129997827973	1.809030328129774	1.9184772713170266	2.0375288440306316	0.8347159101180059	1.3783546237631565	1.581630851170536	0.4251184334989475	1.5628864144363919	2.0444835441110576	1.853841839760776	1.5711948487766851	2.1131609946756322	0.4505962581024932	1.8520102001873842	1.6362097149082981	0.886606395391142	0.7428977645786148	1.2549946065673412	1.6451281310229657	1.6274046673115432	0.6756561776689612	2.2821946017896586	2.018348555439683	2.279398235838676	2.353771435469359	2.329230552895354	1.2040894715934212	1.6134088453567481	1.707375811802523	1.3451218367565658	2.494206567019929	1.3816598574848231	2.317198897856064	3.0350397593779084	2.855952414755948	0.985185034775362	1.8030422986674757	1.857383573963381	1.3957585682725868	2.207902849821283	0.724892624139181	0.8317239847406716	1.1035215120028536	1.7496521203956636	1.1381780956652616	1.7962782027775253	0.6779378164921719	1.2442230177078453	1.5294149708734943	3.687814213207343	2.549642440472462	3.055590096255626	1.132456485495078	3.888216809628712	1.7362579972485968	2.0430086543871586	0.8502440727685342	3.776820917757557	0.8915593663366597	1.4164637197100527	1.2719764641405567	3.3506442113926447	1.2503492793049307	3.0623995227819942	1.6504411950217341	2.860458679747612	2.6576769611067053	1.2288597475425618	1.9988863745786918	1.5473723837694051	1.8317236132790564
Lyz2.07B.DTT281.S123	1.3007147468483689	1.2434297256527562	0.0	0.9190386425430592	1.234597944305749	1.1809693933544556	0.6231460821399426	1.0379196489568139	1.0561955097634212	1.5347813942726247	1.1783636083553226	0.8642802377174646	3.1506180458737667	0.9995097880264125	0.679657311293727	0.5720439846882098	2.2419287127362826	0.9138787157268999	1.0866594056307557	1.162092006762529	0.8819210376366182	1.6620060429132357	1.0227289688926176	0.43391999223954447	0.6984725275115726	0.75376815497449	0.9052163740552235	1.0156499782873745	0.17899759333349397	0.6458382336617077	1.3445378362301923	0.5611310223965154	1.0148843888506842	0.7085322757074867	0.33642597690945064	1.0124849520362205	1.2182107811144027	0.8367815610462971	0.4819706527611369	1.1204850446870669	1.6363415076389722	0.4200747529715731	2.604802154327383	0.4847297063130163	0.784677680919638	1.1036141121859755	0.8226787147280349	1.4966421799863854	1.3224824467156253	1.5482912251793208	0.36014267101747677	0.452403073794138	2.6206371499984944	0.2394362492546232	1.4544139898158972	0.8111242039756034	1.186487769732789	1.9145818946247	1.765483935277275	0.5499507338016011	0.6407854838429474	0.7664427859595555	0.49012602514292775	1.0678673383838795	1.276961115255658	1.4936194625186996	0.9033779600653981	1.350071313373273	0.11597457947276842	2.312651375257085	1.3004250812701255	1.4260963383135794	1.3773501093493532	3.695038183251199	2.444874645808142	2.5377860100429825	0.45959395087232835	3.6210602044983653	0.9137093470716547	2.4617934193049344	1.1802228114631774	3.1873646625732177	0.8886603973526332	0.5007338961627484	1.4350968225884027	2.7834452764015456	1.1255326441233573	2.0799380004177443	2.0583852436922068	2.1456732994178176	1.6766887542808266	1.507171694149733	1.6731527268231954	1.4201647674682656	1.4758175683181534
Vil1.010B.DTT117	0.3869300655175843	0.7704377216989499	0.9190386425430592	0.0	2.152217911316312	2.0991838649657653	1.5373423742045482	1.800964419301923	1.3976068003816233	0.6248384914340763	1.928166130697556	1.6845579295771804	2.308156648112236	1.6558389942441207	1.1643158975871972	0.8520183861770627	1.534702723349057	1.1656708694162055	1.794087738501322	0.5399900573253186	1.5881431473920948	2.5433474065478863	1.4783401439182386	1.1214221099746462	1.426257942260329	1.6299093010436085	1.823983631429471	0.5027368665211867	1.0647680246503837	1.2475236403957208	0.5939307419647317	1.1418312283729994	1.7081939330443296	1.5105542513959986	1.2068578938159706	1.767744822298778	1.025168864914038	1.4476451610152004	1.259613019786382	0.26915874443475646	0.7880928874848089	0.9139369612979936	1.7665667102293212	1.3205890530827151	0.2070461972233699	1.9920373243706933	1.7267411151130483	1.9069228365306927	2.064250201697563	2.0172580731379544	0.6871208797948434	1.302007668737443	1.719309436832914	1.0698028174031884	2.195364254796454	1.117203635762101	2.0222209092657137	2.818932415319035	2.682224028500552	0.3999990371542177	1.5100424791461473	1.4910842444012213	1.0258902338216718	1.9762807444165207	0.393138139917659	0.7395241246462683	0.954129854244131	1.7305037646127985	0.8154509396827953	1.7066114132575478	0.4350601050269977	1.2060149639055413	1.4864682535418259	3.684764855173991	2.4765088397593686	3.013347109438767	0.9066119845695259	3.8901757942157875	1.611973993766108	2.0027791343285566	0.7056770418723738	3.727083062271864	0.4473454411782969	1.1721348002999397	1.1492007273112506	3.288269076024512	1.1176280284019111	2.94164863156663	1.6450673202567485	2.815540929812514	2.492986688169977	1.0277108456474147	1.8204006372835166	1.3758505249285924	1.670951241983151
Vil1.05B.FP57	2.533168518935429	2.366376395441178	1.234597944305749	2.152217911316312	0.0	0.06154277864259664	0.6256601384648776	0.8569038887451931	1.665428429115276	2.766962401252792	0.9959592825924222	0.8057290428279276	4.316685084863307	1.1805046301195796	1.4013941946263084	1.5363786020881907	3.332019095773988	1.632499220259976	0.987160689901076	2.3382038035162167	1.0773005173987018	0.608045042668582	1.4240043509928832	1.1574885020736938	0.9890879047749991	0.6126513935836252	0.341554725959149	2.1885488909601496	1.0943016707933562	1.2124755654949404	2.5447609532156967	1.248790775494546	1.0184823029338306	0.8341797382734373	0.9661302159060102	0.8676566715332166	2.2011954919820615	1.168492163137088	1.0044620208376427	2.344545825412359	2.8515161142925716	1.4071800322614938	3.791384579757623	0.9377673161005395	2.013317114587146	0.3507815974992311	0.45400611246969885	1.6793764918246383	0.9541974553581746	1.6202996692191898	1.5184391603720515	0.9325664716634443	3.8448763260727183	1.1156767278730146	1.001332220459472	1.6111080202985755	0.6113793120040206	0.72136230138115	0.5636175180023144	1.7705278336499213	0.7179597746618062	0.9767533626265418	1.3524632652937068	0.2427411543233221	2.5091740829421063	2.688749923806717	1.8572074838648158	1.7570842145086887	1.343566829032176	3.378553061181885	2.5303452691184694	2.37061508011959	2.0745732810804105	4.098058053438346	2.9438071687108254	2.4125147070476443	1.4521347877294286	3.6675590655397188	1.1079644051120876	3.4151390189132713	2.3116413178239608	2.8477993419890844	2.067446442126348	1.205137683678409	2.415716126057717	2.5612324406828986	2.017033502656235	1.1312284026195893	3.022530436544674	1.7355187226804343	0.9953764709885071	2.5798951121302185	2.216300563699157	2.2290017137293314	2.0378550472450363
Lyz2.02B.DTT221.S61	2.480666023963351	2.3061517107216996	1.1809693933544556	2.0991838649657653	0.06154277864259664	0.0	0.5758080044973157	0.829683187308522	1.623989629646507	2.7127357634484635	0.977634747077142	0.7707981197398845	4.2654174316737965	1.1500201672992392	1.3595469270315914	1.4916636011904916	3.284847087050173	1.591247146399419	0.9661167999090475	2.288008576462979	1.0428743988566929	0.6429926317237448	1.3912900040719025	1.1132131844005397	0.9517469337361687	0.5697111407690338	0.2871714240530087	2.136605129464106	1.0410615836030483	1.1672071635923313	2.4867697366662984	1.2052870160544156	0.9910712070267212	0.7956007759275582	0.9183453091900511	0.8446407130033305	2.139877820062865	1.1346477655840983	0.9597304733649079	2.2933472592010626	2.7947607252293443	1.3583504286263461	3.734847597700673	0.8925115258369215	1.9582130707608938	0.34264382325955905	0.4139883269062991	1.6573867777943467	0.9428267358198764	1.5993338990331811	1.4701991940059191	0.8863930323207222	3.7898233022671515	1.0608201421424213	0.9980995481820583	1.567300418446762	0.6032681739104966	0.7732712190052314	0.6124238096603769	1.719511263867282	0.6713075486084578	0.9409849913453425	1.3074696556394187	0.20767272617469043	2.455202504312832	2.63502294477373	1.807776923700531	1.7198527022480685	1.2893447831398839	3.3319510613153267	2.4757218773956637	2.322911110089604	2.032436707182826	4.075833848638945	2.915909409388959	2.405357867438691	1.39976557167973	3.6579182895995666	1.0681748391611188	3.3716398960149783	2.259367558904039	2.85353371668378	2.0163795502513153	1.1568904417245818	2.3688845444100943	2.5605424425518857	1.9705661784673767	1.160014160903168	2.976596813415787	1.7347756141736175	1.0062818661993493	2.5321359929328127	2.1853565288219143	2.1880568862988814	2.0039015975280883
Itg.02.FP409.S9	1.9144100419399241	1.804253424972334	0.6231460821399426	1.5373423742045482	0.6256601384648776	0.5758080044973157	0.0	0.8004226562643391	1.1867943612197314	2.156720691505053	0.8163412023298284	0.4825963392361462	3.7523116163037717	0.8194304130521851	0.846162745318167	1.0054454472624965	2.8017206006527715	1.2232827706994935	0.8985359482547908	1.714974242842335	0.6850909636046987	1.1267609833853613	1.1357683479426701	0.6492342160682962	0.6482040160116281	0.37050439480951153	0.2991116440705444	1.5679786645157325	0.507216022418823	0.8147976365787573	1.9558754349261376	0.7908833783044841	0.8777958296263806	0.5284146259656336	0.3876964157318604	0.7754918355515662	1.706618336554599	0.8643356125496279	0.5336129512226142	1.7217104434568797	2.2565740399932155	0.7949172345837432	3.21906210544011	0.35118835688684585	1.40748744743238	0.568424303614138	0.26421796412734994	1.533608047256106	1.044661986721079	1.5346096476796396	0.8986618836752145	0.33209016464633034	3.2436964300235265	0.5602311342512366	1.1515320585831308	1.0565416749861527	0.7701098394654918	1.3283872834316126	1.1476862776510093	1.152866569148578	0.35967865080711314	0.68545089134183	0.7548627025695679	0.5042789941721703	1.8897078942300636	2.06977045467299	1.2813373073036474	1.3764783192737995	0.7300066397056264	2.785939530026065	1.9121723896515923	1.8108326417030174	1.5900824709343342	3.77521917869411	2.558592268080342	2.3207924271234153	0.8515993946145923	3.5127146397217794	0.7407498011166574	2.8599874191454773	1.7019718285131176	2.8832426028041263	1.4438592573413909	0.6328212782489039	1.8419006644804177	2.524428214990153	1.4618621017716562	1.5148759824756655	2.463168505438785	1.78484250406522	1.1699107932217563	1.9801484943859549	1.787430610028647	1.7023974580641628	1.5951254759884683
Lyz2.04B.FP245.S42	2.1753840709186982	2.0870896508569414	1.0379196489568139	1.800964419301923	0.8569038887451931	0.829683187308522	0.8004226562643391	0.0	1.9426362537484796	2.361194468602828	1.5860207719516448	1.272778899370427	3.699101276849058	1.617775291782027	1.5568576518305435	1.0250427764078465	2.6654886898679453	0.9081824330919718	0.21169659017420597	2.159253272809364	1.4843117507520862	0.8574967534070768	0.6290969800870727	0.7297543259750086	0.42124824954565243	0.431315817622494	0.7956467813628382	2.0314480580258776	0.8607878721729681	0.5731820880944674	2.1652542963874364	0.6861519949020212	0.19581660060246153	0.3660240396580592	0.7785785823458767	0.1683666073159165	1.8817173210751474	0.4566753784730015	0.5955852530231109	2.031921853335628	2.427972122188026	1.4030867433310545	3.25990298386491	1.0893877169299038	1.6613452146917032	0.5574099407113251	0.6317316253292522	0.8357863027382743	0.28644162081726965	0.7808808660630173	1.2996679238220006	1.0534301146142313	3.369904584369546	0.8225830456819287	0.4228672559846523	1.75727897971628	0.3312868034340849	1.2085807195794436	1.365662188156596	1.4696772399045364	0.46737182956641876	0.3455055445519404	1.4026113167532026	0.6241586013907053	2.188388139142852	2.4788498027548633	1.9201213866625024	2.1554772677475262	1.1412111243874734	3.3385520008254232	2.218510330608805	2.4530657431676723	2.325085106340848	4.565681363033645	3.336370278426482	3.096679871420127	1.46005914824273	4.3069861056202	1.5290940163084594	3.492289308986387	2.2102352418904356	3.615514086219507	1.8982993104775978	1.3469947527944102	2.4662729321183385	3.2838471133863765	2.132160888843683	1.9878969422380988	3.092772383102771	2.4974944037672357	1.7978392063482986	2.5367387096467624	2.5539347614357637	2.403911718402242	2.3616924363831746
Lyz2.06B.DTT269.S111	1.6296409853224096	1.5250993673120459	1.0561955097634212	1.3976068003816233	1.665428429115276	1.623989629646507	1.1867943612197314	1.9426362537484796	0.0	1.8871888222904774	0.8698119464172139	0.8703920749182084	3.643736108277393	0.5681113355223851	0.4789884947740634	1.5459596620268858	2.9285717104692446	1.9542888147336668	2.0175482106723313	1.1744631397353789	0.6168152441938053	2.2571748441474835	2.059538766066333	1.433577233264467	1.660018652971178	1.5363493410180695	1.3733117523671823	1.0398163532342553	1.1763752478966354	1.689599003762453	1.7307493669996339	1.595150851218144	1.9737207604876021	1.6132314677775523	1.2152935279383168	1.9110945373090025	1.673346248025044	1.8400960413976655	1.4520203225022066	1.4295509275732534	2.009602138207692	0.6815054031264132	3.013483141616627	0.8750336909448216	1.3452150419540816	1.7327791516397242	1.438365417850305	2.5318596435535867	2.211148491947329	2.5766329962777026	1.0379885622900333	0.9071564427543406	2.9091587418389	1.2516775515938086	2.3270053806166318	0.3356222605639463	1.9563165685526576	2.3684985855928775	1.9877192969397446	1.1754570459175497	1.476341959173629	1.7274074914246038	0.6573268585024494	1.647783931260112	1.54141973568133	1.4652207413750196	0.481302170240869	0.3650097257836201	1.0237288989732891	1.835216151434466	1.5405049428038236	0.7890250587370887	0.4134997938803045	2.6580903310777346	1.42370088032038	1.6189464457790161	0.6336707557689982	2.5916833422264505	0.5879308112281046	1.7832201639324166	1.0131558622495953	2.334162598658663	1.0078149775149252	0.6024342759338521	0.863294318819069	1.8967326477586974	0.4666964228692572	1.9093472544225465	1.3995678744329858	1.485330919076537	1.4142061660063794	1.1259107589396067	0.6876251405124536	0.6068208909468061	0.46998716627085224
Vil1.09B.DTT105	0.30467232178872555	0.8568757279786501	1.5347813942726247	0.6248384914340763	2.766962401252792	2.7127357634484635	2.156720691505053	2.361194468602828	1.8871888222904774	0.0	2.51976565666606	2.291961628284619	1.758999366420633	2.2316649222279143	1.7378746727912904	1.4014251441709709	1.209252851802319	1.615170397303265	2.3456767826074483	0.7891517551717645	2.176665392822884	3.13873284527484	1.9635346359789358	1.7143649273389183	2.003305734912053	2.233047689334249	2.438781729904706	0.8576374275993791	1.6753350602940549	1.7909652169327297	0.4566468047751804	1.7043115393273465	2.254247509009674	2.1001763610658055	1.8243833953772446	2.3360608940221885	1.2038852167004375	1.9907321946348873	1.8554807285180084	0.5340052981629505	0.29927964972854604	1.5132766675686462	1.1894639173015769	1.9402385807617613	0.7575911463876283	2.6014447247168566	2.343653802601785	2.3318802160750725	2.6107003180296213	2.451701227276481	1.3093084219289808	1.9230553620845896	1.0962965033886813	1.6672057415463901	2.7403017368217495	1.6442607347227565	2.608786243510881	3.4260160836388787	3.298430294925772	1.0236457851723029	2.111839924014978	2.0614742082911683	1.6250302894625013	2.5852315062707953	0.34720806076634164	0.6303051760270998	1.4087452590429261	2.193019814305623	1.429491734457882	1.5605302751633356	0.35464696143074964	1.452950737974552	1.8645763994011184	3.8622324566413053	2.7378498947861805	3.4693169633262024	1.48476825064146	4.22156123005548	2.184955764349216	1.9555083181540756	0.9471151540903436	4.200331707829133	0.905350017673256	1.7680031298895353	1.3787689879854468	3.7545275037655212	1.5113687200757469	3.5451842620113188	1.670401959746714	3.3508834816535162	3.0915327013899754	1.1533751323959425	2.2021425858338195	1.7126501299720094	2.0847780369547966
