feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Cyanobacteria	Site_General	SI	-1.24206386868757	0.100770010673074	270	8	5.6589981021698e-27	3.16903893721509e-25
k__Bacteria.p__Proteobacteria	Site_General	SI	0.591271739023481	0.0823673283513036	270	234	1.05667418645623e-11	2.95868772207745e-10
k__Bacteria.p__Firmicutes	Site_General	SI	0.462824752344461	0.0731320173504801	270	270	1.35538512974861e-09	2.53005224219741e-08
k__Bacteria.p__Verrucomicrobiota	Line	Vil1Cre	3.00266408046415	0.445429082155307	270	27	4.18874240059559e-08	5.86423936083383e-07
k__Bacteria.p__Desulfobacterota	Line	Vil1Cre	-1.45022428411666	0.234178870279046	270	218	2.25509340830755e-07	2.37948594591062e-06
k__Bacteria.p__Proteobacteria	Line	Vil1Cre	3.14935729203	0.510959465992249	270	234	2.54944922776138e-07	2.37948594591062e-06
k__Bacteria.p__Firmicutes	Line	Vil1Cre	-1.24231876366653	0.23451793937132	270	270	4.47139110273648e-06	3.57711288218919e-05
k__Bacteria.p__Bacteroidota	Line	Vil1Cre	-1.88818403964579	0.373757424400823	270	261	9.40545521105253e-06	6.58381864773677e-05
k__Bacteria.p__Actinobacteriota	Line	Vil1Cre	-0.915580188302109	0.269041063827744	270	5	0.00150207234393302	0.00846404152631422
k__Bacteria.p__Cyanobacteria	Line	Vil1Cre	-0.701699221443004	0.206745037961689	270	8	0.00154159681664568	0.00846404152631422
k__Bacteria.p__Deferribacterota	Line	JJWT	-2.08131757772962	0.620274613749612	270	18	0.00166257958552601	0.00846404152631422
k__Bacteria.p__Deferribacterota	Sequencing_Run	NovaSeq_Jan_Twenty	1.10532169791079	0.473137064479761	270	18	0.0247177438758772	0.11534947142076
k__Bacteria.p__Cyanobacteria	Sequencing_Run	NovaSeq_Jan_Twenty	-0.61769039885166	0.269684750776331	270	8	0.0275584992813542	0.118713535365834
k__Bacteria.p__Verrucomicrobiota	Line	JJWT	1.65764063673531	0.753228042038087	270	27	0.033553466452473	0.134213865809892
k__Bacteria.p__Actinobacteriota	Site_General	SI	0.167722486052341	0.0801842151620294	270	5	0.0376016861693606	0.134993679747563
k__Bacteria.p__Deferribacterota	Site_General	SI	-0.48743540304719	0.234245716381755	270	18	0.0385696227850181	0.134993679747563
k__Bacteria.p__Deferribacterota	Sequencing_Run	NovaSeq_Mar_Twenty	1.57882721097845	0.859932750624161	270	18	0.0736687703709334	0.242673596516016
k__Bacteria.p__Verrucomicrobiota	Site_General	SI	0.306423311533163	0.173840690006518	270	27	0.0793333819992548	0.246814966219904
