	IL17.DTT.115	IL17.DTT.117	IL17.DTT.127	IL17.DTT.129	IL17.DTT.139	IL17.DTT.141	IL17.DTT.189	IL17.DTT.201	IL17.DTT.199	IL17.DTT.217	IL17.DTT.219	IL17.DTT.25	IL17.DTT.27	IL17.DTT.105	IL17.DTT.103	IL17.DTT.49	IL17.DTT.51	IL17.DTT.85	IL17.DTT.87	TKO.DTT.1	TKO.DTT.3	TKO.DTT.43	TKO.DTT.45	TKO.DTT.31	TKO.DTT.33	TKO.DTT.19	TKO.DTT.21	TKO.DTT.55	TKO.DTT.57	TKO.DTT.69	TKO.DTT.73	TKO.DTT.75	TKO.DTT.87	TKO.DTT.91	TKO.DTT.93	TKO.DTT.103	TKO.DTT.105	TKO.DTT.109	TKO.DTT.111	TKO.DTT.123	TKO.DTT.127	TKO.DTT.129	TKO.DTT.139	TKO.DTT.141	TKO.DTT.151	TKO.DTT.153
IL17.DTT.219	2.128449419447485	1.1281565094028074	1.96226536191701	2.9756118966972838	1.562882735743533	1.1232019853449389	1.435579526674336	0.45842133593702883	0.08641947215226146	2.83185170763449	0.0	2.7137556899771913	0.9133121799550887	0.7252397187390702	1.9158412039871116	2.3537293626478806	0.5612905221437527	1.7254484844723952	0.23181552007458356	3.9517020069790836	3.5028410716530356	1.9168202825503975	1.0098561398076358	0.3907259735444521	0.867909336678236	0.6771114561401926	0.7960118037180379	0.3406791841166837	0.3705426080362033	1.2539956737745501	0.876613457018668	0.3960910287639197	0.7708737853321677	1.3139539730255	0.26621718609284356	1.3851475618159828	1.0841483823503477	1.8358039969530184	0.7351451900393978	2.1899345094145497	1.7108568370583919	0.7091584719694541	1.956750155970555	0.4327098908488949	1.8429765895791255	0.638371636938763
IL17.DTT.25	0.7386223297948663	3.0269552834527653	0.8021177555813207	0.7474948079836836	1.5866955451734668	2.94043088933412	3.199730638477701	3.131111788346609	2.784373610579191	0.8507016907937476	2.7137556899771913	0.0	2.655906008467256	2.057269620421449	0.8575364613394046	0.9206765852999957	2.3273124873199005	1.0752881667007215	2.505661342743928	4.533163574823936	4.268366516156878	1.831031029369685	3.5077651022208256	2.369825541544215	3.5748939783872475	2.184899681284093	3.104190691912602	2.5838435803639737	3.0593577082501855	3.443315932520226	1.8947338926619277	2.694074500451968	3.365878777865857	1.4742114710353011	2.603024350766575	1.3311623583746968	2.7029964202715346	0.893030462245632	2.4063027391837566	3.2784422956565256	1.1426591560878625	3.10987958794054	1.5750111258688153	2.9880656579306906	1.619704889735114	3.1804281260698617
IL17.DTT.27	2.2756131033286633	2.0315039479412023	1.9999277919842426	2.695097167672766	1.1503849116143987	0.3274977951554458	0.6506301688433206	1.2527292608783427	0.9555968541499967	3.0131818654799045	0.9133121799550887	2.655906008467256	0.0	0.8605725357273843	1.8476465049749533	2.609485243255909	1.2410531531774263	1.9153022334262917	0.8643478416765292	4.820506555454416	4.381358697607917	2.4845191396223134	1.8470486631944967	1.0670773088828214	1.4617270320658895	1.306804670207323	1.6965881616692895	1.0767902809410863	0.9385394753264206	0.7931665761026425	0.9207924478900166	0.5740343137993981	1.5776199410646408	1.6088297347340275	1.1218438073142845	1.4749541295316226	1.9484652866696777	1.8966457437083628	1.4938222112669874	3.0604577082410303	1.9442697087036225	1.609420660033647	2.435591087460233	0.7289518761977228	1.305544344777899	0.7716506139168126
IL17.DTT.105	1.552598134697188	1.5137837245156576	1.3658580860479284	2.3094119166625555	0.8933373697567027	1.1561181930809867	1.5083510505714182	1.175827176003259	0.8086257662841653	2.309334820594608	0.7252397187390702	2.057269620421449	0.8605725357273843	0.0	1.2866024257199478	1.8239286910490056	0.5690237144253928	1.14253497468181	0.4999334937035534	4.129469077915934	3.701770260217969	1.6392464093911283	1.6727221740009868	0.5339612550917334	1.58173939527441	0.5753925486761426	1.335476104225654	0.7752889994538968	1.0272684032461832	1.5614976974999113	0.1778741616836965	0.6495931149923172	1.469011951876465	0.8022967034573627	0.7030111273418018	0.7764432451875626	1.3447441139603478	1.194318608636002	0.8161454583252032	2.3889555252494916	1.1470993041032267	1.30654022162874	1.5864372987306645	0.9435792390774885	1.206612381945705	1.1470940220044286
IL17.DTT.103	0.6042054196381418	2.3952073539656604	0.24615110978988233	1.1156862900484334	0.912294021518992	2.148662994307043	2.409844521838007	2.34188095284594	1.983302208201583	1.240301097755015	1.9158412039871116	0.8575364613394046	1.8476465049749533	1.2866024257199478	0.0	1.0348664060346322	1.6090935522493854	0.6086022885087877	1.7193610363360576	4.339616248576012	4.019111926903473	1.5739486764412705	2.765507789851446	1.5913782348268688	2.773244511376182	1.467677091036557	2.3969525520201778	1.7788153654744343	2.254989181647504	2.621521074790085	1.114393051277234	1.8947177439082357	2.5950729670222916	0.8216735540052683	1.8388408429885712	0.5600747402367069	2.077093891659548	0.40282356000396513	1.7377494281399861	2.8762922373140283	0.7131009362076779	2.376135862851344	1.3635787259323007	2.17993885501702	1.0372660039616302	2.3643315200233177
IL17.DTT.49	0.4334080536231569	2.3439229624275395	0.8129081084154668	1.6352783338360242	1.7854358033719366	2.9207041112325824	3.23747488499989	2.697850557743161	2.414795739601268	0.6648702798566855	2.3537293626478806	0.9206765852999957	2.609485243255909	1.8239286910490056	1.0348664060346322	0.0	1.8633741049904804	0.695139320753763	2.1652369546035595	3.6223050559399423	3.35157357088696	0.9565910622136513	2.9472692364394426	1.9707120288856108	3.155916269499852	1.708402008047791	2.5242118216069733	2.1936511868201753	2.718934646849494	3.3562154930284636	1.7070818886309644	2.45126567991045	2.866177811298305	1.0522438654531654	2.169533665347126	1.1470503621399826	2.0189886328599784	0.7834480913404637	1.8482734818817397	2.4078304034626195	0.6776230840202538	2.559196567112361	0.7085428258200138	2.711836184256897	1.9746126770167418	2.9280515338827215
IL17.DTT.51	1.6964699786203208	0.9474568429912134	1.6067236074279347	2.7018256137527654	1.4376170523776022	1.5030096368220247	1.8537207152596846	0.8719973303125814	0.619411568128711	2.3951839303992584	0.5612905221437527	2.3273124873199005	1.2410531531774263	0.5690237144253928	1.6090935522493854	1.8633741049904804	0.0	1.27927983555716	0.41855518610715503	3.617787134474012	3.175024131031077	1.3814295041203697	1.22501075681739	0.2894198048359566	1.3205284648955635	0.18680741319519611	0.825782774879353	0.5617551109967758	0.8954081327852368	1.760006405373595	0.6915201235405365	0.7742862323551863	1.0831011486902824	0.8743451625016905	0.3368147784692914	1.0490868228535593	0.799571106480662	1.4354588425954102	0.2607104330513737	1.8518387972564354	1.242404441862769	0.8302044488559768	1.4196420022256089	0.9425248868040856	1.7594071793360682	1.164081450638938
IL17.DTT.85	0.4373435289655081	1.9574939709257035	0.4797057810892971	1.597981252078704	1.158001234137984	2.2255955487279526	2.5444460398661914	2.111825166120393	1.7932600497897864	1.1970283023869186	1.7254484844723952	1.0752881667007215	1.9153022334262917	1.14253497468181	0.6086022885087877	0.695139320753763	1.27927983555716	0.0	1.5232758190062983	3.817398550029011	3.4773455751752045	0.9982495769893791	2.4485299602590573	1.3578640492800176	2.5658127849082653	1.1315314972633461	2.0345647460796603	1.595645414163005	2.0851582377194453	2.6675743947303303	1.0159122748354334	1.7806296239730603	2.3239770917163614	0.42381266018938063	1.573996715366938	0.47005293188458735	1.6460922242779361	0.2670136323826729	1.3348211317315142	2.3366498755950773	0.10451111708060752	2.0492736125371356	0.7895709897934459	2.0540283978704843	1.4003044643315998	2.265615568708741
IL17.DTT.87	1.9342072925603264	1.1849427852603365	1.769971855653675	2.7757604311772623	1.3616137911887505	1.1111217676807668	1.451135979874598	0.6759898624488148	0.31688248790843526	2.655582117374772	0.23181552007458356	2.505661342743928	0.8643478416765292	0.4999334937035534	1.7193610363360576	2.1652369546035595	0.41855518610715503	1.5232758190062983	0.0	3.965935753442059	3.520032736366337	1.7794289586469263	1.1935534033405586	0.2767445696729371	1.0891963916497418	0.5299050635047189	0.9106590154918633	0.40785130301224115	0.563408488113635	1.3437751337640629	0.6580869946329188	0.37388595542249076	0.9749771483943163	1.1217259226288512	0.2734287582488589	1.1841910933882607	1.0966432014156862	1.6254826382218404	0.6473048559102302	2.197223517306084	1.510176371588808	0.8544157329660983	1.7971246039836035	0.5559067786874157	1.6542292756324515	0.7768520724622691
TKO.DTT.1	3.8970187757308685	2.8738814704466518	4.132539118707538	5.2129176844423615	4.79707091808483	5.068218298007669	5.384868695778305	3.8251398060531248	3.936118029450042	3.888569190568985	3.9517020069790836	4.533163574823936	4.820506555454416	4.129469077915934	4.339616248576012	3.6223050559399423	3.617787134474012	3.817398550029011	3.965935753442059	0.0	0.5312837714579902	2.8407155457752156	3.4266976801355318	3.758252014636404	4.037505256944273	3.564651569249614	3.2980064146519283	3.788363522404586	4.136054886523297	5.148362001008737	4.175130127683615	4.311457199570249	3.6365643770064793	3.702476194046656	3.715025755581439	4.031854715654803	2.8747576699970394	4.078372803536789	3.3673320988102162	1.7962664002542168	3.7306608832976744	3.3916282158725726	3.074151453725227	4.3226489979201705	5.1044119954295155	4.481087665904644
TKO.DTT.3	3.605008777250928	2.4028827652846037	3.8256813207859377	4.9437964159569985	4.405200366357193	4.61756655930869	4.9379611014181695	3.365593823230198	3.4875057684349255	3.6918855125163708	3.5028410716530356	4.268366516156878	4.381358697607917	3.701770260217969	4.019111926903473	3.35157357088696	3.175024131031077	3.4773455751752045	3.520032736366337	0.5312837714579902	0.0	2.5010768565544534	2.959034999366805	3.3279514810707664	3.571732004859735	3.1379693647177076	2.824332452535043	3.3648163050978788	3.6732788264954355	4.693281276015477	3.760295670763553	3.856368963201255	3.1744112242555036	3.3320715815810535	3.2661838293294103	3.668655389405743	2.437863088770697	3.7425392717462067	2.9194147030703492	1.3270278878421657	3.386722774549212	2.927519072881226	2.7474393527343475	3.8605252416687894	4.720906207141572	4.017041366646489
TKO.DTT.43	1.146585691146185	1.5228209152134984	1.382793498992771	2.4902759376095314	2.054864913039877	2.7851882806747255	3.1333995080366837	2.1365728506609645	1.9596025961331007	1.5000650879439186	1.9168202825503975	1.831031029369685	2.4845191396223134	1.6392464093911283	1.5739486764412705	0.9565910622136513	1.3814295041203697	0.9982495769893791	1.7794289586469263	2.8407155457752156	2.5010768565544534	0.0	2.227091717132371	1.5566839014222984	2.573306218460874	1.2519519746000654	1.8055766831721847	1.7604394761456883	2.257160102535043	3.1125110922538126	1.6093023299323064	2.131318698950327	2.21809289786534	0.9841954079023284	1.6710249892030007	1.3000163111534153	1.2349758344674668	1.2566670287363226	1.2415252643239505	1.4597930594685602	0.9041064471882216	1.8754622060766037	0.2595800829926835	2.321755112814698	2.3421716330993227	2.542249151135384
TKO.DTT.45	2.8309117855175026	0.7697823140157223	2.749626128756009	3.8707688269127187	2.552308013105458	1.9648757004122663	2.2070665154531897	0.5952966767494663	0.9432208699472484	3.4400007466279696	1.0098561398076358	3.5077651022208256	1.8470486631944967	1.6727221740009868	2.765507789851446	2.9472692364394426	1.22501075681739	2.4485299602590573	1.1935534033405586	3.4266976801355318	2.959034999366805	2.227091717132371	0.0	1.1992161694595238	0.6160938373476328	1.3336115605270877	0.45722938915696315	1.0566868698402125	0.9232996169768355	1.8435016826107864	1.8233613808217424	1.3288257174357627	0.27930355197910894	2.03488522554645	0.9743845365379666	2.2200151757719255	1.0135658850274263	2.628706694033063	1.1527886988761433	1.7759822570213615	2.404034878943635	0.40082202629042446	2.37461265663155	1.1493169314790332	2.844697151681191	1.2103844612464443
TKO.DTT.31	1.7552275481520225	1.0628823900247948	1.6108779255564294	2.682211808661631	1.3896687856902392	1.342139864679963	1.6716123501132913	0.761603704457254	0.44474514008152555	2.4478542589465393	0.3907259735444521	2.369825541544215	1.0670773088828214	0.5339612550917334	1.5913782348268688	1.9707120288856108	0.2894198048359566	1.3578640492800176	0.2767445696729371	3.758252014636404	3.3279514810707664	1.5566839014222984	1.1992161694595238	0.0	1.2111973689395337	0.31789513234496264	0.8750701656678698	0.30386104303275024	0.760533410972663	1.5728588321969088	0.6490032766331936	0.6399524733993163	1.0119065313169677	0.9387502096872136	0.25836616122475026	1.0468821066493068	0.89931384166754	1.4888126196166496	0.4955232360387309	2.0132760915167673	1.3400758321684505	0.8237359268234324	1.5830118437595817	0.7992460924574242	1.6932937432588184	1.0122753110471059
TKO.DTT.33	2.9639118981212778	1.2828013147533694	2.811409493866821	3.830530105919253	2.385402058845894	1.5018773517480222	1.687700776915007	0.4581203476568431	0.7933140013524626	3.6336222043718305	0.867909336678236	3.5748939783872475	1.4617270320658895	1.58173939527441	2.773244511376182	3.155916269499852	1.3205284648955635	2.5658127849082653	1.0891963916497418	4.037505256944273	3.571732004859735	2.573306218460874	0.6160938373476328	1.2111973689395337	0.0	1.4531721182998292	0.8577894613534718	1.027923533888451	0.5805921377176668	1.27472547035501	1.7390559620517763	1.044032714810087	0.4187393626945545	2.146203050310062	0.9967985151996522	2.245184247812144	1.4462196517317454	2.694822974386556	1.3689815621445849	2.3598333498495423	2.541598490679842	0.745370187885497	2.6720694015780366	0.7671906015900803	2.6391016111445866	0.7248455230077484
TKO.DTT.19	1.5375031914981983	0.9975589126442681	1.4508186665216882	2.5722903565535318	1.3904181713672514	1.590568598511858	1.9354542128552994	0.9967563361765046	0.7318101901931433	2.223859913620222	0.6771114561401926	2.184899681284093	1.306804670207323	0.5753925486761426	1.467677091036557	1.708402008047791	0.18680741319519611	1.1315314972633461	0.5299050635047189	3.564651569249614	3.1379693647177076	1.2519519746000654	1.3336115605270877	0.31789513234496264	1.4531721182998292	0.0	0.9353600047162958	0.5865783095826363	1.0334888130781779	1.866062200848255	0.654826506223821	0.8928517157874946	1.1981804186369767	0.717159214120433	0.46245250078914973	0.9111276851390618	0.7794630595248899	1.2983251412753003	0.30918205019027145	1.8263320200575885	1.0961302109776818	0.9340081590468818	1.2799910616213794	1.076603454852879	1.7121785671391918	1.296818219369017
TKO.DTT.21	2.4248048250633003	0.4420612485458835	2.3694117580836815	3.505183005269012	2.2278794606339853	1.8666575224939679	2.1639394950370785	0.5691223558117319	0.7600192684500788	3.046342987943594	0.7960118037180379	3.104190691912602	1.6965881616692895	1.335476104225654	2.3969525520201778	2.5242118216069733	0.825782774879353	2.0345647460796603	0.9106590154918633	3.2980064146519283	2.824332452535043	1.8055766831721847	0.45722938915696315	0.8750701656678698	0.8577894613534718	0.9353600047162958	0.0	0.8340431419125476	0.8604236610775146	1.8817593108823414	1.481877472250573	1.138091834975685	0.4775595453910123	1.6314900173952276	0.655756956338851	1.8437275219775613	0.6532073792665017	2.224038214692422	0.7134633372743268	1.5490684618376789	1.983125963716832	0.1639034958560766	1.9450147373520623	1.0600718156488385	2.5378407063081507	1.1981167756859183
TKO.DTT.55	1.9676201575818284	1.0759268679902678	1.801649283711968	2.860913148343661	1.5783739189582635	1.3297136609767528	1.6197044866366053	0.6017031530606792	0.3367303869062991	2.6278614945804963	0.3406791841166837	2.5838435803639737	1.0767902809410863	0.7752889994538968	1.7788153654744343	2.1936511868201753	0.5617551109967758	1.595645414163005	0.40785130301224115	3.788363522404586	3.3648163050978788	1.7604394761456883	1.0566868698402125	0.30386104303275024	1.027923533888451	0.5865783095826363	0.8340431419125476	0.0	0.6500756588418124	1.461760675392124	0.8800405000858441	0.6723278461962005	0.8445569376447105	1.1757836463911082	0.3403396670170608	1.2618147331158318	0.9385279064629627	1.722413568499946	0.7027338701621981	2.070082164763078	1.584200972202454	0.7310758866761599	1.8045283223716846	0.7311112985062026	1.8588105084713662	0.9095953107696224
TKO.DTT.57	2.4919016852730183	1.273841727950224	2.3162002881734036	3.288454317293843	1.8097696816347841	1.0445965419359975	1.3134234650623315	0.35142646030889213	0.32797089802286616	3.201031183660846	0.3705426080362033	3.0593577082501855	0.9385394753264206	1.0272684032461832	2.254989181647504	2.718934646849494	0.8954081327852368	2.0851582377194453	0.563408488113635	4.136054886523297	3.6732788264954355	2.257160102535043	0.9232996169768355	0.760533410972663	0.5805921377176668	1.0334888130781779	0.8604236610775146	0.6500756588418124	0.0	1.0267286475531658	1.185626090347953	0.4647057190918171	0.6585287841878456	1.6785684913372887	0.5872986677649397	1.735047709664659	1.323692256269644	2.1853081423085423	1.0351710446814288	2.3794513374164152	2.0709743615606135	0.7593462494399681	2.308931966362082	0.22744886947780596	2.065614598918659	0.34579857020779375
TKO.DTT.69	3.0367358304150947	2.2989865345980265	2.764840657163771	3.4558677711862757	1.9329769007054676	0.5683533627808864	0.49136663637965555	1.333114376829817	1.2443188243412935	3.7620686004365234	1.2539956737745501	3.443315932520226	0.7931665761026425	1.5614976974999113	2.621521074790085	3.3562154930284636	1.760006405373595	2.6675743947303303	1.3437751337640629	5.148362001008737	4.693281276015477	3.1125110922538126	1.8435016826107864	1.5728588321969088	1.27472547035501	1.866062200848255	1.8817593108823414	1.461760675392124	1.0267286475531658	0.0	1.6610315236356301	1.0005027074858248	1.5795098886395622	2.322425043044231	1.5171060030856196	2.2306419396109276	2.3183001756650845	2.6725648606419736	1.9696098181903288	3.402120830934219	2.687610737919647	1.7702589126846249	3.105965777439616	0.8661905681645775	2.0500489261138886	0.6910170991992483
TKO.DTT.73	1.4115574437588165	1.6331623914166964	1.2047626691225148	2.133738877447807	0.7518176969548551	1.2277073397799978	1.5658971872015264	1.3296586085764461	0.9568679845443584	2.1697940731825973	0.876613457018668	1.8947338926619277	0.9207924478900166	0.1778741616836965	1.114393051277234	1.7070818886309644	0.6915201235405365	1.0159122748354334	0.6580869946329188	4.175130127683615	3.760295670763553	1.6093023299323064	1.8233613808217424	0.6490032766331936	1.7390559620517763	0.654826506223821	1.481877472250573	0.8800405000858441	1.185626090347953	1.6610315236356301	0.0	0.8003688296076171	1.6206793473859362	0.7055363506212258	0.8496924377507149	0.6223202062994777	1.4323185703243102	1.044318741829953	0.9239947302706971	2.460108148453426	1.0329873503373999	1.4514329696102333	1.5315103563890515	1.0966087201268373	1.0694682127712363	1.2929798505914671
TKO.DTT.75	2.1880536746072172	1.4815374716598315	1.986026660990527	2.8848248211857537	1.360953186628791	0.7638624194882807	1.1060974945465452	0.7513886594766171	0.44959592101005225	2.92959588931923	0.3960910287639197	2.694074500451968	0.5740343137993981	0.6495931149923172	1.8947177439082357	2.45126567991045	0.7742862323551863	1.7806296239730603	0.37388595542249076	4.311457199570249	3.856368963201255	2.131318698950327	1.3288257174357627	0.6399524733993163	1.044032714810087	0.8928517157874946	1.138091834975685	0.6723278461962005	0.4647057190918171	1.0005027074858248	0.8003688296076171	0.0	1.0775808369925106	1.4072598798540874	0.5999574755768861	1.4008025322072315	1.4442202839873242	1.840165107464601	0.999248516459005	2.534283002244624	1.7796114528628286	1.067142362937484	2.1326579186109944	0.30835117995020384	1.613510919004726	0.5005099083506637
