Module	Mouse4A.FP19	Mouse9A.FP102	Mouse2A.FP07	Mouse2A.FP09	Mouse6A.FP31	Mouse6A.FP32	Mouse2A.FP08	Mouse6A.FP35	Mouse6A.FP36	Mouse6A.FP33	Mouse8A.DTT88	Mouse6A.FP34	Mouse8A.DTT89	Mouse10A.DTT110	Mouse8A.DTT86	Mouse8A.DTT87	Mouse10A.DTT112	Mouse9A.FP101	Mouse10A.DTT111	Mouse8A.DTT85	Mouse9A.FP100	Mouse4A.FP21	Mouse4A.FP20	Mouse4A.FP23	Mouse4A.FP22	Mouse8A.DTT90	Mouse10A.DTT109	Mouse4A.FP24	Mouse1A.FP04	Mouse8A.FP88	Mouse8A.FP89	Mouse1A.FP03	Mouse8A.FP86	Mouse1A.FP02	Mouse8A.FP87	Mouse1A.FP01	Mouse8A.FP85	Mouse1A.FP06	Mouse1A.FP05	Mouse9A.DTT101	Mouse9A.DTT100	Mouse9A.DTT102	Mouse4A.DTT19	Mouse4A.DTT23	Mouse4A.DTT22	Mouse4A.DTT24	Mouse4A.DTT21	Mouse4A.DTT20	Mouse5A.FP30	Mouse6A.DTT35	Mouse7A.DTT37	Mouse10A.FP110	Mouse6A.DTT36	Mouse7A.DTT39	Mouse10A.FP112	Mouse7A.DTT38	Mouse10A.FP111	Mouse6A.DTT31	Mouse10A.FP114	Mouse6A.DTT32	Mouse10A.FP113	Mouse6A.DTT33	Mouse6A.DTT34	Mouse5A.DTT30	Mouse5A.FP27	Mouse5A.FP28	Mouse5A.FP29	Mouse5A.FP25	Mouse5A.FP26	Mouse5A.DTT25	Mouse5A.DTT26	Mouse1B.DTT13	Mouse1B.DTT14	Mouse5A.DTT29	Mouse5A.DTT27	Mouse5A.DTT28	Mouse10A.FP109	Mouse8A.FP90	Mouse1B.DTT15	Mouse1B.DTT16	Mouse1B.DTT17	Mouse1B.DTT18	Mouse7A.FP37	Mouse7A.FP38	Mouse7A.FP39	Mouse2A.FP10	Mouse2A.FP12	Mouse9A.DTT99	Mouse2A.FP11	Mouse9A.DTT98	Mouse9A.DTT97	Mouse10A.DTT114	Mouse10A.DTT113	Mouse9A.FP97	Mouse9A.FP98	Mouse9A.FP99	Mouse3A.FP18	Mouse3A.FP17	Mouse3A.FP16	Mouse3A.FP15	Mouse3A.FP14	Mouse3A.FP13	Mouse7A.DTT40	Mouse7A.FP40	Mouse7A.DTT42	Mouse7A.FP41	Mouse7A.DTT41	Mouse7A.FP42
MF0019	8445.29	594.58	5031.24	3832.03	6814.82	9306.26	4335.9	406.63	632.33	9539.38	98.62	847.58	164.67	8323.02	4427.63	1850.77	1895.33	287.46	9231.37	10290.48	246.63	9532.29	7333.04	28.13	8.75	424.03	7636.35	29.0	176.79	152.13	684.47	11644.94	5553.27	3911.32	4746.16	2980.98	2617.19	84.25	318.11	198.29	153.12	370.58	9658.28	249.13	83.46	765.33	5535.5	6862.17	282.13	1035.79	5778.15	4829.7	373.87	5787.62	7417.33	3057.3	10852.88	9309.49	510.0	5686.99	3105.29	5201.33	308.75	210.04	140.04	76.0	7193.75	5845.48	8814.33	4404.53	10581.64	4727.75	3940.5	179.12	5944.62	966.49	11302.9	60.38	5292.6	285.0	707.4	440.58	6241.95	5822.91	7548.49	198.46	130.4	2311.97	222.71	4584.14	6928.01	2561.51	316.0	4308.36	3433.8	4493.7	310.49	266.74	421.28	7730.81	6612.36	5478.98	492.91	466.54	855.0	150.37	166.0	165.0
MF0030	2138.5	223.0	160.5	1125.5	442.5	179.0	410.0	72.0	0.0	474.0	47.0	0.0	31.0	1086.5	514.0	2899.0	162.0	156.0	1093.0	476.0	73.0	744.5	629.5	0.0	0.0	165.0	811.5	0.0	27.0	24.0	205.5	545.0	538.0	855.5	1471.0	3349.0	1524.5	9.0	40.0	31.0	37.0	55.0	1900.0	53.0	0.0	151.0	1774.0	2833.0	0.0	78.0	522.5	69.5	18.0	2039.0	1205.0	540.0	203.17	2240.0	161.0	1428.0	73.0	1504.0	0.0	57.0	0.0	0.0	451.5	52.5	212.17	1564.0	1392.0	1321.0	3178.0	58.0	2426.0	490.0	441.5	20.0	1687.0	80.0	329.0	275.5	87.5	307.0	728.0	13.0	20.0	2701.0	13.0	1917.5	2835.0	851.0	50.0	1045.5	270.5	2063.0	258.0	132.0	70.0	294.0	139.0	222.0	186.0	258.0	195.5	27.0	12.0	18.0
MF0074	49380.27	30483.71	26864.4	29166.61	24582.93	38509.6	26687.43	6742.85	4542.8	33016.28	4912.55	3575.96	4856.31	31735.16	35781.41	48937.47	9737.19	17215.04	36575.31	45188.02	10869.33	40543.66	35506.99	35197.09	34271.33	8930.2	34883.03	25199.25	19144.11	15466.34	23717.38	31284.0	52276.19	45193.35	46509.59	35671.41	37029.18	14928.0	18043.56	6222.62	3880.34	6581.64	33815.98	22676.42	7119.06	16438.56	26844.16	29698.99	6297.92	2572.36	20548.49	22454.11	2619.0	36715.89	37770.43	31631.37	33836.3	41646.55	12518.75	36090.38	21174.36	35609.95	721.5	8610.45	4037.61	7354.92	77161.89	14465.99	29691.19	40485.2	32342.38	35431.55	44203.36	4055.75	37264.86	8283.56	41136.2	39455.17	46264.52	4064.58	10418.23	7025.23	18624.05	24385.62	45630.98	6237.24	3728.98	63468.3	9443.49	101700.27	60175.03	12957.95	3171.74	47470.8	35411.24	76625.62	10786.83	7341.87	2813.02	28207.77	23705.69	21420.95	4734.95	23436.68	7705.41	9361.25	3460.16	5873.51
MF0031	6484.01	16166.77	7727.59	6130.16	6862.86	6447.41	6855.39	7604.8	8208.69	6330.0	4934.74	5575.52	12205.36	6743.34	4615.79	1669.13	7983.31	22697.6	6506.34	7827.2	23718.57	4329.96	4140.95	2005.63	1467.58	12654.66	7635.93	3197.0	7584.43	9885.38	14228.67	18131.27	6089.49	6966.41	7336.31	4999.48	4122.69	5942.0	7731.7	12039.27	16993.46	10356.36	6019.29	3875.88	2459.82	7002.11	2592.33	3391.91	9743.13	5384.01	6322.39	4445.46	6384.54	6726.16	12035.31	3937.84	8548.26	7657.95	14148.58	3822.78	22266.59	4079.48	2572.25	7584.76	4348.68	6456.92	8516.44	8641.14	8452.72	3986.07	8294.42	5968.19	4312.14	7169.21	6210.02	7198.42	10816.95	18691.79	5662.49	4716.58	3792.26	2609.03	6067.16	5212.94	3993.32	7137.46	8742.76	6040.22	9742.79	9065.73	4864.55	6677.97	10676.66	12970.94	10139.63	10273.12	10855.17	10764.06	5785.69	7977.9	6275.41	5390.62	4538.19	4827.96	5505.33	5536.79	4549.58	5925.92
MF0075	9736.18	53421.61	19138.92	10737.16	10986.53	17782.08	14351.39	10178.96	9809.36	10673.66	5332.24	6638.86	12380.19	16801.17	15172.46	28119.8	8722.81	38406.43	17102.34	17448.87	44182.57	7764.29	7971.29	1470.96	1137.75	12422.66	22668.43	3321.0	6504.43	10827.21	15428.84	16847.94	17939.49	9116.74	13896.81	9881.98	10848.69	4142.0	5864.36	16918.93	23373.29	13609.36	11790.29	4411.71	2563.82	8781.11	11590.0	11461.75	10379.46	7421.68	13961.89	10302.29	6891.04	17035.99	15717.81	9805.34	13073.59	17354.28	21821.25	15483.78	33704.43	19760.31	2913.25	7774.43	4028.68	6278.25	9190.94	10308.31	8731.89	11409.91	18096.09	23122.86	23073.31	7143.54	21636.18	8101.42	24421.95	18419.96	28534.99	5830.25	4762.76	2529.36	9136.66	7993.11	5921.82	11532.46	12003.76	23310.22	15795.96	19539.39	30614.22	8129.47	9468.5	27210.61	21235.63	15699.95	21171.34	14937.39	5693.52	18612.73	16203.41	13934.12	5661.86	7141.79	7951.0	8079.79	5315.25	11985.25
MF0072	2218.0	12413.83	715.67	2140.0	789.5	879.83	1127.0	3977.67	1999.08	1177.92	1790.5	966.83	392.0	899.92	2708.83	2008.33	3934.67	3964.5	1868.5	2524.33	804.92	3146.5	3842.33	36005.17	34494.08	1120.67	5470.92	25694.5	21201.67	1973.67	654.5	3430.33	3259.5	3299.0	3006.0	2624.42	3671.0	14570.42	16655.42	5555.67	5536.75	2963.5	1436.33	22132.0	7033.25	11039.75	1655.33	1907.33	3474.17	2655.5	2645.58	2317.5	1208.0	2891.5	13127.0	1484.67	4115.0	5012.0	20996.83	5500.0	21974.83	3519.5	607.25	1172.08	3472.25	6523.17	1554.08	540.83	968.0	1242.33	2861.33	1219.0	2160.33	1755.92	1831.17	2468.25	1983.75	1495.08	1099.0	935.33	4121.0	3345.17	649.25	976.0	722.33	1106.0	1956.0	3581.0	2771.58	14513.42	3502.5	4577.83	3693.33	3114.5	2012.0	3333.5	30633.83	22772.17	1839.67	934.92	725.0	556.0	1742.33	2735.67	3251.83	2663.5	1556.33	3730.17
MF0073	32225.92	33100.93	27321.59	23897.32	21883.34	33072.58	24276.15	9286.89	10010.69	28766.17	6231.41	7195.6	13624.52	31153.84	29881.45	39897.96	11824.98	32438.1	34105.17	36602.11	31620.67	29677.71	24768.53	1275.13	1117.83	15585.57	30651.35	2833.25	6044.18	14002.3	23888.67	23829.36	39018.73	29424.65	34668.22	25638.48	26727.45	5228.75	7309.45	17609.52	23035.47	14908.95	31296.53	4334.21	2485.49	10186.2	23165.33	26589.07	10983.96	6465.18	20336.29	21397.22	7072.96	30724.67	29494.72	23316.17	30701.5	32875.37	12204.0	27238.2	24250.93	29597.74	2784.0	10292.1	4339.18	6358.67	39617.27	16756.88	24318.06	30247.82	32704.25	33141.35	38488.31	7970.79	35327.35	11207.66	42407.2	27191.29	41794.07	6707.83	7799.43	4434.87	17602.5	20099.02	27335.49	10353.12	10212.18	46359.98	13435.62	72862.4	50252.38	11959.71	9845.24	42963.69	33059.97	51204.54	3453.85	3629.74	6330.86	28374.25	24174.32	21304.96	6648.1	13210.38	8402.24	8543.96	5355.08	8203.09
MF0070	5397.51	27730.44	9945.92	6587.66	6875.36	7541.58	8932.89	13575.63	11979.11	6534.33	6791.24	9534.69	12574.36	7131.92	4606.46	1937.3	15174.64	30200.1	7663.84	9523.87	25586.4	5502.46	6848.12	37999.46	36105.0	14079.99	9346.01	28231.5	26346.76	14297.71	16683.17	14703.94	6188.49	7862.91	8304.81	5122.81	4953.19	19928.08	22910.78	17729.1	23034.71	12999.86	5579.96	25864.88	9263.07	16262.86	3265.5	3693.08	14687.96	6868.51	6851.31	10052.96	9740.54	7017.66	34457.81	4434.67	16300.76	8146.45	40116.25	5461.78	61906.76	4436.48	3184.5	9230.18	18876.93	17359.75	9369.36	9604.31	9870.22	4060.24	8228.09	6798.69	4720.31	10284.79	6096.35	9313.17	13637.7	31450.21	5820.33	8187.25	9281.67	7076.34	8142.91	6545.44	4378.49	9857.46	11054.26	6725.22	14590.21	9126.06	6064.55	13834.14	18882.83	12980.94	9672.13	10796.62	27811.34	25337.89	13568.02	13684.48	10702.91	10618.12	7336.36	11697.79	7330.5	12496.29	7838.75	10444.75
MF0071	34650.17	43283.765	29712.254999999997	25785.07	22657.09	34616.915	26793.65	16598.905	13013.650000000001	30629.46	10940.505000000001	11166.84	21658.295	32696.629999999997	30543.785	41387.545	21085.955	38376.35	35870.67	39974.195	35510.96	32022.21	27848.614999999998	20738.274999999998	19817.665	25380.425	33828.39	16406.375	17211.935	24124.025	34309.42	24720.445	41660.98	31321.9	37009.97	26767.77	28603.7	16345.04	17348.17	19883.184999999998	26603.095	16573.2	32198.364999999998	15815.645	6023.07	17572.725	24195.915	27316.405	15856.23	8486.18	22055.25	24859.97	11824.605	32354.42	49753.035	24441.335	35970.0	35110.62	42641.375	29196.7	67459.82	31064.74	3677.625	12033.810000000001	21183.86	17502.585	42646.729999999996	17980.215	27039.06	30675.655	33986.835	34367.35	39061.395000000004	11201.77	36148.515	13825.535	45151.575	49384.645000000004	42569.57	12031.54	14024.615	10072.435000000001	19679.625	22323.52	29631.825	13457.619999999999	12967.93	47458.73	17742.58	70364.19	51688.38	19832.015	20581.53	44323.44	33978.47	54672.79	29313.605	26699.67	19509.03	32257.54	27125.07	24724.71	9667.925	19715.065000000002	10802.325	15828.23	9482.79	13390.045
MF0038	36473.42	47117.93	32265.92	30269.32	23952.17	36071.75	29785.48	18098.79	12125.08	33209.42	12293.35	10862.81	27414.97	33942.59	33828.45	43606.63	20843.35	38495.16	37980.17	42661.78	38378.49	34522.04	30264.2	1519.92	1313.33	32324.07	36787.6	3326.0	8387.5	22784.52	44571.17	26582.86	43785.23	33160.98	38661.55	29530.23	30906.12	9501.75	10998.09	17190.34	25145.97	16468.45	33863.86	5899.82	3270.85	13796.2	26057.83	30041.24	14316.57	9076.43	23398.37	28507.72	10806.1	34379.17	56997.3	25541.0	41475.67	37468.87	26928.43	30544.7	26181.36	32518.74	3828.5	10655.28	5503.5	7145.92	31092.66	19276.88	30087.23	31881.82	35611.92	36334.52	41737.98	10840.82	38387.68	16468.24	47561.45	38272.33	44043.4	12192.58	16000.59	9881.37	21738.92	23939.35	31304.49	12874.06	13232.09	49503.48	15159.49	78908.65	54020.38	21429.45	13397.81	46390.69	35423.14	55108.04	29943.22	20261.56	11159.26	36384.17	30187.15	27867.13	11764.64	12694.01	11037.63	8553.35	7727.58	13380.27
MF0039	52.0	17.0	28.0	77.0	48.0	53.0	44.0	3.0	0.0	64.0	20.0	2.0	29.0	28.0	59.0	86.0	25.0	4.0	33.0	77.0	5.0	61.0	71.0	0.0	0.0	63.0	724.0	0.0	0.0	0.0	19.0	76.0	86.0	369.0	57.0	335.0	39.0	0.0	0.0	14.0	8.0	10.0	86.0	147.0	43.0	443.0	124.0	195.0	0.0	492.0	563.0	64.0	82.0	585.0	100.0	293.0	45.0	944.0	11.0	1193.0	8.0	695.0	80.0	37.0	0.0	0.0	37.0	10.0	37.0	141.0	520.0	65.0	85.0	36.0	219.0	89.0	35.0	0.0	66.0	6.0	14.0	17.0	23.0	97.0	59.0	0.0	0.0	98.0	0.0	458.0	151.0	386.0	27.0	49.0	40.0	97.0	13.0	0.0	3.0	51.0	37.0	51.0	221.0	13.0	539.0	0.0	66.0	0.0
MF0036	10158.451666666666	7001.08	4434.585	7352.753333333334	4159.969999999999	5047.67	6369.1	3600.383333333333	2818.3233333333333	7277.34	1107.005	1901.79	1853.5749999999998	4592.75	7454.541666666667	8195.395	3783.5866666666666	1698.5	6338.745	8875.154999999999	699.355	8729.676666666666	7709.638333333333	1218.0	946.5	3412.1549999999997	7515.24	1383.375	3145.125	5059.005	7095.665	5633.76	12835.851666666666	5980.725	10268.946666666667	6419.636666666666	7016.293333333333	2214.125	2208.585	471.58500000000004	850.0999999999999	627.26	6790.155000000001	953.5799999999999	359.005	3401.51	5531.888333333334	7147.086666666667	3316.855	1416.835	4102.1449999999995	7717.84	1694.5049999999999	7813.071666666667	9404.119999999999	4675.208333333334	7805.735000000001	8794.571666666667	9654.346666666668	6168.958333333333	10043.598333333333	6713.5	408.875	2976.425	1724.405	2836.153333333333	16005.136666666665	1774.735	7923.018333333334	5174.785	5318.41	5849.82	8570.003333333334	1936.745	8129.641666666666	2917.3199999999997	6238.25	12517.0	8455.66	1895.555	2229.3399999999997	1593.3449999999998	4115.175	5070.083333333334	8507.975	2903.126666666667	2451.21	8033.554999999999	3771.9766666666665	17932.368333333332	10709.553333333333	3840.078333333334	2799.86	10025.25	5361.175	9911.55	13711.5	9269.5	2114.4616666666666	6761.501666666667	5008.325	4880.32	1943.7066666666667	4936.6483333333335	3044.59	2682.135	1648.25	3232.2366666666667
MF0037	391.0	5403.0	80.0	272.0	29.0	66.0	128.0	1570.0	780.0	94.0	45.0	177.0	80.0	73.0	47.0	0.0	91.0	672.0	69.0	112.0	296.0	339.0	390.0	168.0	91.0	103.0	1355.0	207.0	1093.0	374.0	142.0	211.0	0.0	69.0	42.0	24.0	12.0	114.0	95.0	39.0	44.0	0.0	152.0	0.0	88.0	0.0	101.0	178.0	825.0	964.0	1069.0	0.0	0.0	965.0	358.0	0.0	113.0	0.0	7580.0	2304.0	2512.0	1276.0	0.0	82.0	366.0	692.0	393.0	52.0	202.0	0.0	0.0	31.0	19.0	74.0	308.0	138.0	63.0	226.0	11.0	11.0	0.0	9.0	36.0	83.0	116.0	445.0	607.0	0.0	813.0	0.0	139.0	810.0	177.0	70.0	0.0	77.0	11271.08	8842.143333333333	267.0	169.0	116.0	117.0	0.0	920.0	0.0	407.0	0.0	1474.0
MF0034	8045.01	37037.94	8231.92	8086.16	8139.36	8064.58	7999.39	10584.13	10111.86	8900.33	5155.74	7139.19	12362.36	8409.67	5332.46	23521.8	9588.14	31428.1	7691.34	9406.87	31037.4	5414.46	5065.12	2975.46	2069.75	13273.49	16285.26	4483.0	10847.76	10521.71	14917.67	14588.94	7491.99	8355.41	10846.81	8690.31	7828.69	9062.83	10749.53	17068.6	22507.96	13804.36	8077.96	4339.88	2738.32	8369.61	10772.0	8628.58	11055.46	7199.01	7818.56	4827.96	7129.54	14693.66	17706.81	5259.67	10059.76	12781.45	25938.25	7820.78	38394.26	14340.48	3137.25	7941.43	5404.68	7821.25	8851.61	8786.81	8791.22	7690.24	10033.09	8214.19	8324.31	7621.54	18707.85	8134.92	12500.95	19862.96	13645.99	5685.75	6520.76	4779.86	6577.66	6444.44	5857.99	8845.96	10630.76	18336.22	12748.46	11605.06	24430.55	8510.64	12832.33	13367.94	10006.13	13086.62	32911.34	27536.89	7250.52	8654.73	6720.91	5960.62	5380.86	6190.79	7193.5	7250.79	5191.75	9671.75
MF0078	12651.84	3725.02	4352.17	6458.07	5444.51	5877.0	5806.15	1841.3	1356.36	5019.33	2501.91	696.44	1644.85	4723.67	4074.37	3145.63	3432.98	4368.93	5796.17	7216.78	1800.67	8743.54	9327.87	34952.71	33951.25	2784.32	5210.85	24570.75	17700.68	7539.63	6965.09	14039.53	6493.23	11145.73	6915.72	6951.23	5999.7	12453.25	14904.61	2342.18	1471.8	1351.95	5321.53	21644.54	6768.74	11173.45	4246.0	5232.66	3061.54	730.1	3490.79	4013.8	1114.21	6515.25	12650.72	5209.42	8073.33	7454.95	6824.92	5191.45	11425.77	4994.07	160.75	3242.27	2819.43	6258.75	25095.02	4945.3	8925.23	6683.66	4744.42	4140.52	4868.98	2183.37	4454.76	2652.41	7063.45	21030.21	5154.07	800.75	2624.68	2173.2	4213.25	4924.44	10227.24	1835.87	1174.43	6958.23	3132.54	13700.06	5882.3	3313.71	1815.58	7663.61	5634.97	10455.62	2161.52	1736.57	729.44	5018.08	3859.82	3324.71	1455.77	8133.71	2561.41	3756.46	1823.5	1838.67
MF0035	16502.51	36585.77	23139.09	11730.16	15356.36	24769.41	17160.89	9597.8	9484.69	19632.5	5218.74	6599.02	12281.86	25328.84	18156.79	8430.63	10077.81	31257.1	26553.34	25435.2	31056.07	16585.46	14474.95	1339.63	1042.58	12649.25	18218.93	2752.0	6163.43	10624.38	15731.17	17548.27	21884.99	9451.41	17502.31	7576.98	11233.69	4926.0	6094.0	16818.27	22365.96	13810.36	21814.29	4031.88	2427.82	7804.11	9289.83	12956.91	10112.63	6464.01	17083.39	19390.46	6703.54	14121.66	19999.31	11088.34	24674.26	19910.45	17028.58	15899.28	24796.59	14212.98	2769.25	7774.26	3957.68	6113.92	16192.94	15483.14	18044.22	12168.57	26255.42	24504.19	22617.64	7127.21	15212.02	8166.92	38930.95	18498.29	25602.49	5840.08	5006.26	2455.53	14651.66	12601.94	12477.32	9067.46	9945.76	12239.72	11770.79	19671.73	17942.55	8389.97	9368.66	28877.94	23060.63	18031.62	14368.67	10398.56	5839.19	23885.4	20994.91	17850.12	5184.19	6419.96	6541.33	6457.79	4822.58	8143.92
MF0079	621.0	20584.0	216.0	2120.0	498.0	434.0	770.0	1516.0	765.0	1690.0	113.0	445.0	163.0	87.0	323.0	488.0	303.0	8746.0	220.0	847.0	13449.0	683.0	333.0	138.0	92.0	161.0	608.0	596.0	534.0	407.0	447.0	1214.0	401.0	435.0	1073.0	490.0	500.0	124.0	121.0	933.0	1299.0	763.0	153.0	149.0	71.0	328.0	151.0	163.0	483.0	212.0	64.0	55.0	204.0	655.0	1951.0	264.0	291.0	898.0	4920.0	517.0	8956.0	894.0	73.0	116.0	134.0	232.0	541.0	22.0	381.0	142.0	193.0	331.0	717.0	68.0	350.0	175.0	35.0	174.0	666.0	129.0	135.0	360.0	118.0	427.0	1087.0	2530.0	2087.0	632.0	4084.0	1198.0	454.0	317.0	121.0	1142.0	414.0	674.0	6949.0	4708.0	168.0	619.0	301.0	254.0	242.0	1053.0	492.0	1718.0	451.0	3996.0
MF0076	1278.79	5154.5	1551.0	847.625	348.08000000000004	625.25	1080.75	3698.5	2027.0	776.96	883.5	1844.0	221.5	639.25	1052.0	849.335	4235.0	1196.5	954.5	1146.5	342.5	1525.5	2079.5	18479.0	17620.0	1014.5	3396.25	13108.5	10909.0	969.0	200.16500000000002	1929.0	943.25	1597.75	772.665	1470.915	902.085	8051.5	8740.0	880.5	694.0	289.5	755.5	11224.0	3532.0	5101.0	961.25	1077.5	3039.0	1179.5	1100.915	3135.25	1698.5	879.5	12851.0	458.995	4491.5	1747.0	16939.0	1999.25	22828.0	1179.0	388.5	855.0	7742.0	5648.0	1102.75	377.5	1167.0	522.165	828.085	814.0	807.335	1611.5	816.0	1331.0	2002.75	762.0	435.91499999999996	1987.5	3798.0	2951.5	981.0	810.75	481.08500000000004	1524.0	1647.5	1137.5	3069.5	3953.585	1035.165	5140.5	5032.5	1156.165	669.335	840.585	16746.0	14144.0	4607.0	3201.0	2452.5	2781.0	1666.0	3621.0	1416.75	3772.5	1618.5	2953.0
MF0033	18488.21	25778.88	16009.88	14396.16	11672.42	17807.455	14634.575	11063.28	8321.885	15814.795	7656.205	7021.215	14053.26	16997.38	16005.89	21129.895	13557.325	21534.55	19067.085	21095.22	19595.045	17550.605	16262.18	36645.65	35229.705	16386.120000000003	19277.385	26943.875	23058.425	15615.985	22174.085	15016.095	0.0	16952.075	18490.61	14382.95	14261.475	17510.335	19857.185	11197.345	15099.61	8257.725	16839.68	24488.105	8456.12	15518.975	13245.58	14631.2	11019.315	5193.09	11690.685	0.0	7404.23	16879.585	33775.36	12462.42	21902.5	18258.685	29029.415	15069.85	40892.13	16162.37	2294.625	7272.34	11750.465	12171.67	23212.425	9769.605	15113.28	15727.575	17629.04	18084.925	20186.82	7709.105	18941.26	8910.705	0.0	29686.435	21669.035	6942.58	8700.465	6111.02	10912.125	11783.51	15246.66	8466.81	8245.34	24651.24	11619.85	36943.16	26448.44	12350.02	11988.535	23301.845	17452.735	26362.27	23043.84	19252.455	9597.015	18013.835	14972.16	13792.48	6317.965	11742.525	6636.535	9270.73	6080.955	9486.63
MF0077	2310.8333333333335	14228.666666666666	883.5	2827.6666666666665	1148.5	875.6666666666666	1702.3333333333333	3557.1666666666665	1815.5833333333333	2792.75	3875.0	2194.5	9307.166666666666	1562.5833333333333	1138.5	14870.166666666666	3227.1666666666665	8850.5	1289.0	1652.0	10406.75	1201.8333333333333	1025.0	143.66666666666666	230.91666666666666	9884.166666666666	7076.75	675.0	544.5	7669.666666666667	12205.833333333334	2489.0	1516.5	1291.0	2057.3333333333335	2951.4166666666665	1989.0	1049.4166666666667	615.75	1788.0	3958.25	1275.3333333333333	1843.0	752.0	545.25	1583.5833333333333	5579.5	3527.3333333333335	2482.8333333333335	1302.1666666666667	1025.5833333333333	283.6666666666667	2628.3333333333335	5336.833333333333	3055.0	821.8333333333334	615.6666666666666	2682.5	3227.6666666666665	1443.5	5128.333333333333	6363.833333333333	769.25	1207.0833333333333	1053.5833333333333	832.6666666666666	2705.4166666666665	680.5	2088.5	2538.8333333333335	1218.0	2165.3333333333335	3205.1666666666665	1895.4166666666667	8718.0	2233.5833333333335	1185.25	12201.583333333334	5928.0	2055.5	552.6666666666666	601.1666666666666	904.75	1128.0	2115.3333333333335	3483.0	2658.8333333333335	8663.5	3936.4166666666665	2333.25	13271.166666666666	1482.6666666666667	1821.3333333333333	1302.6666666666667	697.3333333333334	1414.0	2623.0	1991.5	2445.1666666666665	1002.4166666666666	604.6666666666666	641.8333333333334	1609.0	1116.6666666666667	1453.0	1414.1666666666667	1764.6666666666667	4023.3333333333335
MF0029	16067.26	50174.69	25016.17	22674.91	13920.36	20959.83	26744.89	38726.88	19236.86	20156.33	55843.24	26887.19	137052.86	19803.67	20288.71	30571.8	44963.14	47489.6	19134.34	21163.37	60928.9	11687.96	11217.62	1096.71	2726.5	144750.24	23609.26	5461.0	4980.76	113674.21	179936.92	17515.94	23985.49	9928.16	17461.81	9430.06	13080.94	14125.33	7766.53	11990.1	48072.46	5286.86	14022.96	9643.88	7499.57	21392.86	12349.0	11189.83	31851.71	17308.76	20869.06	11435.71	36539.79	20447.91	31719.81	11819.92	12398.76	19087.7	20940.0	13587.03	15513.26	18622.48	10055.0	16070.43	14333.43	11708.0	38502.86	15469.56	30793.72	11759.74	21835.09	26278.19	23680.81	27754.29	24118.6	26169.17	26871.2	193453.21	30850.99	30463.0	7458.01	4347.86	17809.41	16004.69	19447.74	34043.71	24671.51	23458.97	29039.21	20969.56	32285.3	12507.14	25657.83	24733.19	21402.63	14920.37	9451.84	9181.89	35964.27	20607.73	17364.91	15568.87	21681.86	9742.79	17777.0	9049.29	23025.0	33086.0
MF0041	10158.451666666666	10818.794999999998	4864.835	7352.753333333334	3218.4700000000003	3661.5	5341.38	3600.383333333333	2839.0733333333333	5461.675	2585.1583333333333	2104.291666666667	5084.441666666667	5195.46	7160.24	16970.65	4004.2516666666666	4769.835	5470.165	6959.07	3311.925	8729.676666666666	7709.638333333333	1641.085	1289.915	6380.213333333333	13560.74	1520.625	3386.335	6147.856666666667	9092.960000000001	3232.21	8543.846666666666	5980.725	7385.66	6419.636666666666	7016.293333333333	3645.9983333333334	3035.92	1390.045	3063.2149999999997	1231.795	6721.825000000001	1446.0	674.9599999999999	2697.42	8001.803333333333	7147.086666666667	3523.27	2186.25	3065.825	5142.675	2211.4666666666667	9643.726666666666	10944.04	4592.745	8535.625	8434.045	9654.346666666668	5372.21	10043.598333333333	10309.779999999999	859.25	2766.71	1848.905	2857.028333333333	16005.136666666665	1475.5349999999999	5887.17	5651.66	4114.325	6996.495	8570.003333333334	2379.366666666667	12813.641666666666	3908.3216666666667	5400.5	12714.423333333334	11404.035	2082.5550000000003	2734.005	1970.9249999999997	3563.545	4325.705	8507.975	3114.5466666666666	2721.1299999999997	11969.919999999998	4033.8116666666665	17932.368333333332	18474.058333333334	5172.833333333334	2879.815	5811.08	4518.84	9911.55	13711.5	9269.5	2253.876666666667	7031.076666666666	5744.1466666666665	5224.15	2200.126666666667	6585.835	3153.2599999999998	2870.8	1774.0133333333333	3232.2366666666667
MF0085	909.2475	3095.2475	61.5	40.5	91.4975	170.75	58.0	1223.2525	632.5	116.7525	1161.75	397.74750000000006	104.2525	147.0	156.0	78.0	1854.9975	693.5025	510.0	633.75	282.9975	1123.7525	2186.4975	26216.5	25383.25	309.9975	920.4975	18380.5	13288.997500000001	1112.5	41.4975	737.25	11.25	1453.5025	42.5	815.2475	12.0	9271.2475	10700.7525	1217.7525	604.2524999999999	307.5	405.00249999999994	16110.752499999999	5025.75	7052.25	824.25	588.2475000000001	1407.5	679.2475000000001	506.75249999999994	1294.2525	578.25	479.00249999999994	6795.0	210.9975	2156.7525	797.7525	6913.5	1000.5	8841.9975	735.5024999999999	148.5	668.25	1679.25	3572.0	386.75249999999994	213.0	170.4975	147.2475	503.25	164.9975	30.0	982.5	309.2525	1160.75	737.25	346.0	21.75	95.5	1052.25	971.25	149.5	131.4975	46.5025	338.25	566.75	672.75	806.5	1061.0025	299.4975	1184.7525	1230.2475	883.4975	297.75	83.0025	5578.5	3576.75	183.0	32.25	32.25	24.75	615.75	1133.5	927.75	1275.5	864.0	1166.0
