# Constructed from biom file
#OTU ID	TL1a_FP_162	TL1a_FP_234	TL1a_FP_198	TL1a_FP_132	TL1a_FP_90	TL1a_FP_288	TL1a_DTT_90_Repeat	TL1a_DTT_198_Repeat	TL1a_FP_270	TL1a_DTT_270_Repeat	TL1a_DTT_234	TL1A_FP_678	TL1A_FP_630	TL1A_DTT_630	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0	46.0	25.0	6.0	0.0	698.0	0.0	0.0	21.0	0.0	1.0	0.0	15.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	0.0	7.0	23.0	0.0	0.0	76.0	0.0	0.0	5.0	56.0	6.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	160787.0	85298.0	52365.0	60860.0	9117.0	67673.0	3885.0	23559.0	73545.0	31216.0	31659.0	4632.0	8763.0	14221.0
k__Bacteria;p__Firmicutes;c__Bacilli	11.0	5225.0	22547.0	473.0	5276.0	25297.0	39.0	665.0	1519.0	9699.0	2200.0	82.0	57.0	26.0
k__Bacteria;p__Firmicutes;c__Clostridia	9763.0	373.0	229952.0	5545.0	4852.0	8306.0	8515.0	13951.0	4207.0	32077.0	4092.0	1516.0	4750.0	2490.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia	308.0	57.0	532.0	228.0	355.0	1087.0	0.0	62.0	474.0	156.0	144.0	113.0	89.0	51.0
k__Bacteria;p__Firmicutes;c__Negativicutes	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	7.0	214.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	2616.0	2010.0	0.0	356.0	300.0	103.0	49.0	0.0	609.0	1362.0	52.0	42.0	58.0	154.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	1062.0	34.0	1114.0	57.0	10268.0	403.0	456.0	216.0	443.0	775.0	22.0	491.0	141.0	616.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	27534.0	66.0	2158.0	8.0	18901.0	154.0	328.0	0.0	1223.0	369.0	1329.0	3260.0	857.0	2135.0
