	TL1a_FP_140	TL1a_FP_207	TL1a_FP_206	TL1a_FP_242	TL1a_DTT_169_Re_extracted	TL1a_FP_98	TL1a_FP_75	TL1a_FP_141	TL1a_FP_62	TL1a_FP_74	TL1a_FP_171	TL1a_FP_99	TL1a_FP_63	TL1a_FP_243	TL1a_FP_170	TL1a_FP_205	TL1a_DTT_139	TL1a_DTT_171	TL1a_FP_73	TL1a_DTT_74	TL1a_FP_139	TL1a_DTT_141	TL1a_DTT_241	TL1a_DTT_243	TL1a_DTT_205	TL1a_DTT_206	TL1a_DTT_62	TL1a_DTT_242	TL1a_DTT_73	TL1a_DTT_63	TL1a_DTT_207	TL1a_DTT_75	TL1a_DTT_97	TL1a_FP_169	TL1a_FP_61	TL1a_FP_241	TL1a_DTT_140	TL1a_DTT_99	TL1a_DTT_98	TL1a_FP_97	TL1a_DTT_170	TL1A_FP_638	TL1A_FP_685	TL1A_FP_686	TL1A_FP_639	TL1A_FP_687	TL1A_DTT_638	TL1A_FP_637	TL1A_DTT_639	TL1A_DTT_687
TL1a_DTT_63	1.1122395639390708	1.9216976340430674	2.2889342690759475	1.5064510326974425	4.670698849397386	0.17129369440847858	0.46930844066635186	0.07412826008975577	1.1422597873175184	0.910486819818224	2.6203520538381975	0.43757339448074534	0.6391685177724273	1.33088040213726	0.24880430677763862	1.8893340184945366	0.568819835973373	0.16913915843418179	0.5470454721035249	0.7376120936660434	0.6087367206858697	0.6894682671520461	2.075861248329608	1.8676988261737242	3.700988229766659	1.7611943525509195	0.4638694569912215	2.2272917956835787	0.3755125610002559	0.0	2.9060366970339118	0.4630539535300691	0.7275738938079988	0.22428423789008597	1.6294860636620876	1.3831052162388497	0.5116688081966343	0.7509045631557114	0.18734693165994837	0.17319859120163889	0.37248545147727696	0.782447369914263	1.328567552978053	1.0621295914928266	1.4173681002726306	1.062511869192224	1.3542486405838554	1.1981125081894783	0.8398283465675628	1.4646016542595393
TL1a_DTT_207	3.0627800342105043	1.050008484927124	0.7212742527868354	1.8533546960530876	5.221655042660884	3.0643797567807955	3.2443842096219826	2.9775105905772405	3.2498932863440406	3.4341901896141755	3.8552977465498195	3.1556174597636923	3.1332415712277393	1.7999298971586144	3.139360196500507	1.2613329532892699	2.8542358254991207	2.801671866950697	3.0180227961330823	2.9101031033713665	2.963752773991848	2.9724306740466697	1.511764061648312	1.0666775889516145	1.4354462013441647	1.2823382654577413	2.672782021637869	1.2165245926187525	2.9557533745225095	2.9060366970339118	0.0	3.054828359244897	2.7771964225757424	2.8042355991056422	3.4463862771213836	1.6303710273492638	2.539247310002156	2.987814935459408	2.909271575007408	3.012168224381244	2.559678926682327	3.5334465053490938	3.841235178435546	3.7328545397103072	3.79744224811374	3.5222199213211702	3.7861723844272555	3.579680725570347	3.638045519164037	3.7833350305746873
TL1a_DTT_75	1.562850061651338	2.0241459244907487	2.386278887329688	1.4313974911756633	4.252461273443823	0.4521653790616974	0.5248018503977454	0.4325147224021987	1.5583391216764833	0.47737546799069075	3.0566338169145864	0.17545976127899268	1.04426005304761	1.3250980436650945	0.49194918021180484	1.923186153409348	1.0244906103073128	0.3944672708171781	0.9356840010845537	1.1946187709016676	1.0399716186392558	1.1395417816806628	2.0093070058319435	2.007097006684612	3.982014287559911	1.8259670481988428	0.9117954892029612	2.2216821475644957	0.8049145734550259	0.4630539535300691	3.054828359244897	0.0	1.1615105795611087	0.6648070988179207	2.045442393604522	1.4450940782716073	0.900429877388431	1.1983066244791067	0.6067059033392791	0.3376473268040471	0.6312663999382702	0.5754145445961955	0.9173407840271834	0.7042130335253568	0.9766346011034488	0.6223051724541292	0.9361704892516426	0.7481009822603406	0.9000471167420846	1.017421219703128
TL1a_DTT_97	0.5124079775974396	1.951057281080461	2.288540317327578	1.8419436979756025	5.325575182770622	0.7673685116330364	0.89364771975524	0.7703610339557816	0.5707411713896536	1.6056901764431937	1.9436196774643903	1.095640541044585	0.39206059765506357	1.5947615052955528	0.7812669277570207	2.0346489092767945	0.22670699034910713	0.8305714232477652	0.3448425258559647	0.2559652954942822	0.2295406952667688	0.27371557601268665	2.3334301025155444	1.858517521677322	3.3045886007592626	1.8724819969316229	0.43491654585754314	2.4082987401978917	0.4016443894677723	0.7275738938079988	2.7771964225757424	1.1615105795611087	0.0	0.5103183768790135	0.9969143171738508	1.5507951926277088	0.40590221049781006	0.26947575616088104	0.5625471076308198	0.8399271947099515	0.801523697660729	1.3001188360110203	1.9695776309817032	1.6985419483035142	2.0780935289650766	1.7266267907537511	1.9714436188924873	1.8701798937961152	1.0861200056458975	2.121395544770607
TL1a_FP_169	0.9301112552872985	1.8560794595830747	2.218899578928105	1.5377291933279236	4.846480542136854	0.31899062264698397	0.5543623427123829	0.28121072510631095	0.9720740200374508	1.121579407406486	2.4286904426699087	0.626917108938817	0.5040648641059319	1.3313175194504172	0.37164211314988294	1.8600191999020534	0.37476615462786717	0.3246555352660329	0.3907938886415969	0.5535892018940092	0.42643701060452693	0.5157635523227174	2.086617484223528	1.790339442325536	3.5345196165986694	1.7187094347894412	0.2979545039456752	2.2141655426358504	0.22387647583306575	0.22428423789008597	2.8042355991056422	0.6648070988179207	0.5103183768790135	0.0	1.4501772424577009	1.3509506364788466	0.3122630781368452	0.5733770378845524	0.1177758228929377	0.35869939668415624	0.38813035955611996	0.9289397501686827	1.5243310946173387	1.2599738203359463	1.6162192504367587	1.2599965261591266	1.5373540726389847	1.3979354034849032	0.8935397691218165	1.6600345831478385
TL1a_FP_61	0.6118324726733168	2.796002250610568	3.0933382532519165	2.8205469628528936	6.2810216911146854	1.6026510266600722	1.6323000592754522	1.6450638511591371	0.4904229500890993	2.4183797394772113	1.0356828984020146	1.9332892282221665	1.0075126865893742	2.5632451631220414	1.575356073995052	2.9381718205918057	1.1021228984780107	1.7704951624736462	1.1175862577497089	0.9530223746002624	1.025568713919342	0.9673875888597082	3.2783106013558934	2.680390875932037	3.605550523745711	2.7676436913096087	1.3622698854818218	3.313361514151432	1.2557132859136635	1.6294860636620876	3.4463862771213836	2.045442393604522	0.9969143171738508	1.4501772424577009	0.0	2.4897206061055206	1.4019535377580046	0.9022235388623545	1.4596300216372056	1.7099486338708643	1.7772692046599066	1.9772533780225077	2.694953275159477	2.4042016123846017	2.8460797149108887	2.524019992459665	2.7088068670967176	2.6744104802979876	1.5581656248695528	2.9006017805588953
TL1a_FP_241	1.9733107334589313	0.5838488012914372	0.9426891426351022	0.44581123912826953	4.321561317568	1.5396010126779198	1.723852624843838	1.4464091769476821	2.116515004618891	1.8061519596589573	3.263911034657559	1.5650017262116744	1.8010931198917113	0.21929870653666192	1.6196058651322596	0.510963492011177	1.5481945620219237	1.2463036484230698	1.6637848982757415	1.6732068798968025	1.6565267456420403	1.7020080927631442	0.7936804328301481	0.6000001732652366	2.7401990126809097	0.3844445507052729	1.3120332293519144	0.8702869977377643	1.5531325062899388	1.3831052162388497	1.6303710273492638	1.4450940782716073	1.5507951926277088	1.3509506364788466	2.4897206061055206	0.0	1.179766373971703	1.7424297526387984	1.4379458958309697	1.4621763679880335	1.0350613904622525	1.959911353055262	2.224949175356616	2.111620672704136	2.18860323690419	1.9036992382992264	2.186466829477772	1.9642156835644955	2.147972262393132	2.1834698929793084
TL1a_DTT_140	0.8856655186804058	1.6338117155741134	1.9873489183377298	1.4427420581765333	4.9527859230817715	0.6243768533283931	0.8105858164968317	0.5794879229221217	0.9692320066033988	1.3746672894338137	2.325627948166724	0.8872690934769006	0.6292466218534482	1.2028583040456278	0.6775525233352769	1.6791344843521172	0.3946912264808351	0.5380019930009655	0.4992146167721533	0.5449489588196162	0.4788239118845275	0.5517421678598926	1.950858955102105	1.5586845220104366	3.2310978698416544	1.5250162519490278	0.2900881744322797	2.0474084405794337	0.41930753177736113	0.5116688081966343	2.539247310002156	0.900429877388431	0.40590221049781006	0.3122630781368452	1.4019535377580046	1.179766373971703	0.0	0.5910786868520708	0.41488828423035673	0.6395005485445286	0.44390146754782667	1.1949949239529665	1.7807304773458086	1.5382139840333182	1.8565497717080397	1.500182258641447	1.7740306128346703	1.6320216733911512	1.143450553551884	1.8906068967702054
TL1a_DTT_99	0.3651602163359371	2.155316384441148	2.4969341344568923	2.0135621177688745	5.416062702274094	0.7606672524576866	0.9030161844587252	0.7750906435357017	0.43504063787794617	1.6105690385260065	1.8715208469056392	1.118290116244705	0.25552319391012096	1.7784007377953424	0.7549861966368087	2.2292181595557863	0.2134028838785488	0.8862007323746559	0.36136701846092006	0.09540778108128903	0.1946123201576952	0.0660699634601937	2.524185017288076	2.055429804921411	3.4890864992063695	2.0696608663091896	0.4820697733394742	2.5979839698770317	0.39897888762830225	0.7509045631557114	2.987814935459408	1.1983066244791067	0.26947575616088104	0.5733770378845524	0.9022235388623545	1.7424297526387984	0.5910786868520708	0.0	0.5999055697832713	0.8629201840378166	0.8909460321256966	1.2897020141200555	1.9662359528728297	1.6712779515096667	2.091128199291031	1.7462781786580672	1.9910421222045325	1.8923366756736666	1.0207391374964438	2.144438968130756
TL1a_DTT_98	0.9642365111094301	1.9539019292807323	2.317437898104672	1.6025503487561894	4.827638662449601	0.21971419753752425	0.4406149053297085	0.21892443840858167	0.9748968497372228	1.0464473660613423	2.456975705160118	0.5432856776092815	0.4788871632096394	1.4054161471672468	0.2633730962887202	1.948306854958976	0.42439850312404764	0.32556797436484086	0.3636046651695561	0.5975301693807278	0.4382871576385638	0.5437551757438412	2.1584792844611482	1.893542825445158	3.644398459403586	1.8105359572223605	0.40132875011334107	2.2988698334956443	0.20696863920200118	0.18734693165994837	2.909271575007408	0.6067059033392791	0.5625471076308198	0.1177758228929377	1.4596300216372056	1.4379458958309697	0.41488828423035673	0.5999055697832713	0.0	0.27848956345707654	0.46362769905694934	0.8184617212739185	1.4328514128747718	1.1632864412459203	1.533740966611537	1.1796987347886048	1.447507173009568	1.321385530129683	0.779211799756887	1.5800344094895138
TL1a_FP_97	1.2277479819831212	2.0155210211758234	2.382068928499591	1.548117997651971	4.584583494349644	0.12811386792556587	0.3374447545672162	0.13280904752616746	1.2221019023194086	0.7683511725756051	2.7193904023270035	0.27262606811718715	0.7086129069377958	1.3886222244939868	0.19137357922578468	1.96614195573268	0.6967871817280212	0.23741775028040205	0.6049554304785772	0.8643315470966513	0.7041510427631564	0.8053867431020758	2.1220534834935476	1.9737881755165072	3.832756144983519	1.8451645730362531	0.6293890497902063	2.2963622112906257	0.46885261782837273	0.17319859120163889	3.012168224381244	0.3376473268040471	0.8399271947099515	0.35869939668415624	1.7099486338708643	1.4621763679880335	0.6395005485445286	0.8629201840378166	0.27848956345707654	0.0	0.49903324918586306	0.615447712388663	1.1674211520310864	0.9049628993254273	1.2617564687131704	0.9071084975859021	1.1883164579720245	1.047142953850244	0.7338069261671684	1.3091477269074192
TL1a_DTT_170	1.2151437240464684	1.5675315202137727	1.9353749216364569	1.1895506676789767	4.581525746526397	0.5426103615919977	0.8099172415053528	0.4367546974355763	1.3149306652941066	1.0910361528943133	2.7089476492906153	0.696886949758783	0.8770675477563226	1.000667544194944	0.6212228264971131	1.5362778587537784	0.6802768377888917	0.27053746317460436	0.7743143171295739	0.8405324251089301	0.7822290435841586	0.8315621796456519	1.747491100643699	1.5101883872434108	3.4072213967255585	1.4067930953916474	0.43627914182909455	1.8757392500288497	0.6052418732349162	0.37248545147727696	2.559678926682327	0.6312663999382702	0.801523697660729	0.38813035955611996	1.7772692046599066	1.0350613904622525	0.44390146754782667	0.8909460321256966	0.46362769905694934	0.49903324918586306	0.0	1.1002198704670303	1.5477244927024094	1.3200621905984895	1.5956975881303934	1.2467230072027768	1.5617989786235857	1.36117291795292	1.2048561387612484	1.6300920460461206
TL1A_FP_638	1.6284383157073432	2.5273809104879814	2.88657445068033	1.9627381652952256	4.477479990277871	0.6402248602181319	0.4074934432608079	0.7239499584591086	1.5222628632391344	0.5801076046982337	3.012650320200355	0.4261197093595352	1.0560901293717855	1.8468155829372972	0.6012595653241332	2.445870094608923	1.1881867509384854	0.8314705797991507	0.9751457118411001	1.328202518254416	1.1253907871430784	1.2472568878474002	2.5267640047023683	2.5099936226819497	4.379144830621966	2.34204023110938	1.2124349758898025	2.7523520515787747	0.9371730123567198	0.782447369914263	3.5334465053490938	0.5754145445961955	1.3001188360110203	0.9289397501686827	1.9772533780225077	1.959911353055262	1.1949949239529665	1.2897020141200555	0.8184617212739185	0.615447712388663	1.1002198704670303	0.0	0.7227397733807877	0.47567184094337184	0.8782739225666935	0.5992068661094428	0.7358266259906511	0.7429203689873142	0.4916355789499501	0.9346057867980264
TL1A_FP_685	2.3160022082347895	2.8032224303781517	3.1456626759182216	2.078644162717466	3.866461858927066	1.234914179484403	1.0964962360971784	1.273579224727174	2.233693939363745	0.48027958093187045	3.7293741007150927	0.8992670660545473	1.7487178011656617	2.0566157954512603	1.2203302616662348	2.645335874582246	1.8393033854679242	1.3051588869428883	1.6669643361370288	1.9906840647617683	1.8059326560402136	1.915915149025142	2.6068802405123175	2.819308506684218	4.848245764044998	2.5830557232090645	1.792252966676125	2.883960484502887	1.5920129794026496	1.328567552978053	3.841235178435546	0.9173407840271834	1.9695776309817032	1.5243310946173387	2.694953275159477	2.224949175356616	1.7807304773458086	1.9662359528728297	1.4328514128747718	1.1674211520310864	1.5477244927024094	0.7227397733807877	0.0	0.32760105130675693	0.20301614638161777	0.3229255777382185	0.18783821163084868	0.2871623924148182	1.1778245069517597	0.2822073298274444
TL1A_FP_686	2.015896245745363	2.694716489556041	3.0496249959892374	2.0206104048241365	4.122873977638187	0.9541398722669583	0.8347251690588096	0.9999179216537394	1.9396296443946066	0.3398940472877399	3.435113471235502	0.6555476454085788	1.4535761730440029	1.964644960810062	0.9309667998820418	2.563055573091022	1.5542588444114558	1.0645286222677055	1.3904314063410856	1.6972815934190757	1.521093812374271	1.6207019462551202	2.578404494349456	2.691320032982128	4.679340673262043	2.4839292276553695	1.5199711040887147	2.828833483458059	1.3095495137907724	1.0621295914928266	3.7328545397103072	0.7042130335253568	1.6985419483035142	1.2599738203359463	2.4042016123846017	2.111620672704136	1.5382139840333182	1.6712779515096667	1.1632864412459203	0.9049628993254273	1.3200621905984895	0.47567184094337184	0.32760105130675693	0.0	0.4952265441686711	0.3270223182684731	0.4464748675947161	0.41545450459401223	0.909860004880434	0.5768484418281228
TL1A_FP_639	2.4474983051408823	2.760420666381885	3.0937942702869905	2.0048110146259455	3.667152729870687	1.3433155493903435	1.2261806821548034	1.3686262644705418	2.3784938690031066	0.5293460350393406	3.8808991453487556	0.9909466572685017	1.8839837840936198	2.0078529486029137	1.3392749957032293	2.583792705281894	1.9502021097302387	1.371039891423706	1.790920527204793	2.108886442876923	1.927443449828981	2.038513928517923	2.5131653813425583	2.7874808454996516	4.850831517086495	2.533802472159791	1.8792587901386106	2.801935869934439	1.7064579308216363	1.4173681002726306	3.79744224811374	0.9766346011034488	2.0780935289650766	1.6162192504367587	2.8460797149108887	2.18860323690419	1.8565497717080397	2.091128199291031	1.533740966611537	1.2617564687131704	1.5956975881303934	0.8782739225666935	0.20301614638161777	0.4952265441686711	0.0	0.35723835179128516	0.22754148672685773	0.23746072879109406	1.3519859264511895	0.0922652212273766
TL1A_FP_687	2.1060337317346343	2.4831147458143907	2.8279141620465906	1.770690184018566	3.8841119390362127	0.9937153216759691	0.8961749540559719	1.0158534349714008	2.0495491220237434	0.21711451266482673	3.556469873835516	0.6365799553152693	1.5475433664372442	1.738443767252955	0.9953523976793347	2.330464147086283	1.598681917790942	1.0163577941946735	1.4486011310577205	1.7604938434686082	1.5813621127710011	1.6926164826656978	2.31017629123383	2.4970827566565985	4.531574366241313	2.264314797847234	1.5238970225250716	2.578489034806447	1.3571340510029415	1.062511869192224	3.5222199213211702	0.6223051724541292	1.7266267907537511	1.2599965261591266	2.524019992459665	1.9036992382992264	1.500182258641447	1.7462781786580672	1.1796987347886048	0.9071084975859021	1.2467230072027768	0.5992068661094428	0.3229255777382185	0.3270223182684731	0.35723835179128516	0.0	0.3415046408160201	0.15047659829391202	1.0880478344331643	0.4031846465464991
TL1A_DTT_638	2.3429670325000878	2.757953289821027	3.0944591623741275	2.0373967122805423	3.8346031991581904	1.2645171800939081	1.1000842303682485	1.305094467825747	2.2522789351881167	0.5472537359141137	3.7443724848452855	0.9169774664632443	1.7729607338079836	2.01508762727756	1.2539349087069742	2.60049919052385	1.8593814491706862	1.323275102414584	1.6732671883022145	2.0163390688950535	1.8206837862275271	1.9426622037524888	2.5518921974947126	2.7821720897344973	4.799263542579724	2.540046287441981	1.8158050928407716	2.8377688312448646	1.6104161781156243	1.3542486405838554	3.7861723844272555	0.9361704892516426	1.9714436188924873	1.5373540726389847	2.7088068670967176	2.186466829477772	1.7740306128346703	1.9910421222045325	1.447507173009568	1.1883164579720245	1.5617989786235857	0.7358266259906511	0.18783821163084868	0.4464748675947161	0.22754148672685773	0.3415046408160201	0.0	0.30283378150283674	1.1992916900757762	0.2491031724552128
TL1A_FP_637	2.2528478139674206	2.539819189279786	2.8782159239577827	1.7987463786671776	3.7448235136288504	1.1368357733279713	1.0462217873510855	1.1533199162917047	2.199470483047119	0.3194509641351958	3.706668011466157	0.778977472456861	1.6962666707243466	1.788642220111296	1.1409146958885705	2.3714316608325188	1.7415676968759324	1.1420451947326082	1.5966670388175794	1.9045120600369605	1.7280250167888167	1.8379053330169213	2.3233641384034867	2.5616175303892246	4.621545506483783	2.31529079802294	1.656824533713673	2.602168651129323	1.5021200287955938	1.1981125081894783	3.579680725570347	0.7481009822603406	1.8701798937961152	1.3979354034849032	2.6744104802979876	1.9642156835644955	1.6320216733911512	1.8923366756736666	1.321385530129683	1.047142953850244	1.36117291795292	0.7429203689873142	0.2871623924148182	0.41545450459401223	0.23746072879109406	0.15047659829391202	0.30283378150283674	0.0	1.2311320338719285	0.27347434465482745
TL1A_DTT_639	1.3032013376750384	2.6819665651904976	3.041996156548878	2.2426487260149672	4.9689010252607755	0.6725885398610182	0.4314025624870911	0.7873486946036564	1.1400970235293173	1.0408306452107927	2.5846722890807787	0.7256126677007703	0.765276660285336	2.0789623071991152	0.5991909067225777	2.654837684189476	0.9974952732712613	0.9663019481914856	0.7430222613070386	1.0871383431274744	0.8860017308612723	0.9972378805940642	2.8054167018149747	2.638518003277967	4.333836449076869	2.527734308141171	1.1333899244366228	2.9925375098395035	0.7834589125835999	0.8398283465675628	3.638045519164037	0.9000471167420846	1.0861200056458975	0.8935397691218165	1.5581656248695528	2.147972262393132	1.143450553551884	1.0207391374964438	0.779211799756887	0.7338069261671684	1.2048561387612484	0.4916355789499501	1.1778245069517597	0.909860004880434	1.3519859264511895	1.0880478344331643	1.1992916900757762	1.2311320338719285	0.0	1.4123996806207184
TL1A_DTT_687	2.5025115676121152	2.750516649258022	3.0790413845467497	1.9879153831118233	3.601207466716997	1.3957072684726521	1.2753162993973362	1.418894603807101	2.433494430558325	0.5861101279804934	3.9356524705851017	1.037902372442441	1.9392011400479396	1.9984501179360994	1.3947549825999288	2.5686909678967553	1.9995026943415344	1.4113353331680851	1.838894965626116	2.1611285461362852	1.977295779722659	2.091983948142366	2.48487075168638	2.7832861624543317	4.851053235959808	2.52299107425388	1.9246735203241672	2.779930811522559	1.7562499074070963	1.4646016542595393	3.7833350305746873	1.017421219703128	2.121395544770607	1.6600345831478385	2.9006017805588953	2.1834698929793084	1.8906068967702054	2.144438968130756	1.5800344094895138	1.3091477269074192	1.6300920460461206	0.9346057867980264	0.2822073298274444	0.5768484418281228	0.0922652212273766	0.4031846465464991	0.2491031724552128	0.27347434465482745	1.4123996806207184	0.0
