	pielou_evenness
TL1a_DTT_173_Repeat	0.6080474424050991
TL1a_FP_140	0.5439263101615002
TL1a_DTT_76_Repeat	0.7053553957937183
TL1a_FP_207	0.48833717929222487
TL1a_FP_65	0.4246904723063955
TL1a_FP_64	0.46091327657823117
TL1a_DTT_172_Re_extracted	0.5857676353652345
TL1a_FP_209	0.1112051198794366
TL1a_FP_206	0.4123448076041917
TL1a_FP_242	0.34120804458624765
TL1a_FP_77	0.41219219881035407
TL1a_FP_245	0.37753911799845224
TL1a_FP_76	0.48777630107307474
TL1a_FP_102	0.6117779245122887
TL1a_DTT_169_Re_extracted	0.7367763916834984
TL1a_FP_98	0.5047355871841126
TL1a_FP_75	0.5843186964325031
TL1a_FP_173	0.49582544896964026
TL1a_FP_141	0.5188570357784295
TL1a_FP_174	0.6228448064044875
TL1a_FP_144	0.48647771388242816
TL1a_FP_142	0.6695684886373353
TL1a_FP_62	0.6242435934887295
TL1a_DTT_245_Repeat	0.4766584166497747
TL1a_FP_74	0.6237221252903858
TL1a_FP_172	0.5507596321762631
TL1a_FP_171	0.4726377086039483
TL1a_FP_66	0.41373379323609316
TL1a_FP_143	0.6225889033289507
TL1a_FP_100	0.7220522202119608
TL1a_FP_99	0.48199236413527075
TL1a_FP_246	0.25615652844075176
TL1a_FP_78	0.5591791762041731
TL1a_FP_210	0.6175660732933358
TL1a_FP_208	0.12950731781955357
TL1a_DTT_244_Repeat	0.42374482809231334
TL1a_FP_101	0.4775027479335297
TL1a_FP_244	0.2991668790995055
TL1a_FP_63	0.6212956693401662
TL1a_DTT_142_Repeat	0.4166996996678491
TL1a_FP_243	0.2959598745741501
TL1a_FP_170	0.47582062530357383
TL1a_DTT_78	0.3971679674249536
TL1a_FP_205	0.38724536863060915
TL1a_DTT_139	0.5549495947232004
TL1a_DTT_171	0.6102257691954455
TL1a_FP_73	0.6253471957941443
TL1a_DTT_209	0.38434043707528015
TL1a_DTT_74	0.6316480473693469
TL1a_FP_139	0.5260924269920763
TL1a_DTT_141	0.5705268608676817
TL1a_DTT_210	0.4081771695898753
TL1a_DTT_241	0.38899153151501414
TL1a_DTT_243	0.35521727236877976
TL1a_DTT_205	0.42208846384650267
TL1a_DTT_206	0.41028205216379054
TL1a_DTT_64	0.45346788694104095
TL1a_DTT_62	0.6347304259155723
TL1a_DTT_65	0.38466509065438836
TL1a_DTT_242	0.4087877495731786
TL1a_DTT_73	0.6188488017527597
TL1a_DTT_63	0.6165178032121409
TL1a_DTT_207	0.4194388782607772
TL1a_DTT_75	0.6500459574880579
TL1a_DTT_246	0.5185831902373469
TL1a_DTT_97	0.6427343152924497
TL1a_FP_169	0.5658758899942017
TL1a_DTT_66	0.42260557418145694
TL1a_FP_61	0.6620419758153804
TL1a_FP_241	0.32357302098005747
TL1a_DTT_140	0.6014206204007905
TL1a_DTT_99	0.5882704552360517
TL1a_DTT_77	0.4346817077042195
TL1a_DTT_98	0.5749066680844536
TL1a_FP_97	0.5304026729807325
TL1a_DTT_170	0.5747239749202684
TL1a_DTT_208	0.4182551074040418
TL1A_DTT_642	0.6805910199396485
TL1A_FP_641	0.33975904144819763
TL1A_FP_689	0.2843025298773114
TL1A_FP_638	0.5336190211774743
TL1A_FP_640	0.18216365969081308
TL1A_FP_685	0.6279449033941655
TL1A_FP_686	0.6556402835421172
TL1A_DTT_640	0.6491202106711691
TL1A_FP_639	0.6078237358195689
TL1A_FP_687	0.5937106043183051
TL1A_DTT_638	0.3743007486104034
TL1A_FP_637	0.6436451142695169
TL1A_FP_688	0.35910200081067334
TL1A_DTT_641	0.6605099427006984
TL1A_DTT_639	0.6644160572214964
TL1A_DTT_687	0.5411775144064938
TL1A_DTT_689	0.5284762731190392
