	Mouse1B.DTT15	Mouse5A.FP26	Mouse6A.FP32	Mouse7A.FP38	Mouse1A.FP02	Mouse5A.DTT27	Mouse4A.DTT19	Mouse6A.FP31	Mouse1A.FP03	Mouse1A.FP01	Mouse7A.DTT38	Mouse2A.FP07	Mouse3A.FP13	Mouse6A.DTT31	Mouse1B.DTT14	Mouse3A.FP15	Mouse4A.FP20	Mouse1B.DTT13	Mouse2A.FP09	Mouse5A.DTT26	Mouse5A.FP25	Mouse7A.FP39	Mouse4A.DTT21	Mouse3A.FP14	Mouse4A.FP21	Mouse2A.FP08	Mouse5A.DTT25	Mouse7A.DTT39	Mouse4A.DTT20	Mouse6A.DTT32	Mouse6A.DTT33	Mouse7A.FP37	Mouse7A.DTT37	Mouse6A.FP33	Mouse4A.FP19	Mouse5A.FP27	Mouse9A.DTT98	Mouse10A.DTT109	Mouse10A.FP110	Mouse10A.FP109	Mouse10A.DTT110	Mouse9A.DTT99	Mouse9A.DTT97	Mouse10A.FP111	Mouse9A.FP97	Mouse9A.FP98	Mouse10A.DTT111	Mouse8A.FP87	Mouse8A.FP85	Mouse8A.DTT85	Mouse8A.DTT86	Mouse8A.FP86	Mouse9A.FP99	Mouse8A.DTT87
Mouse5A.DTT25	0.9593187159936363	1.7710745206807903	1.0776178339700353	0.9291349273292309	0.40925448409035864	0.24337100323114028	0.3598644676643562	1.2256531330035614	0.9306433227546661	0.9810577605422182	0.5004679118217448	1.4455243201570378	1.7912265299780707	0.9530491186671917	0.9200341364915979	1.869670640436556	0.6933650235373223	1.4710455312429527	1.2459018060340228	1.0049291772216233	2.513742259221005	0.37419501076147105	0.7159668777926056	1.894231100743781	0.7162054421618463	0.9854456324501157	0.0	0.6317920165514193	0.7573285096594505	0.797924645636916	0.6907082814421721	2.450024999562806	2.171702387416953	0.6338165268803043	0.5012298643852708	2.011103611927974	2.6699746636655983	2.9963474025724643	3.206479423921623	3.4112032943317137	2.5627710829417216	2.450452726303378	2.06394861080663	1.9923386831880505	2.6984745829992187	2.3014241713458516	2.3654834312646584	2.116285234136359	2.1122801731558654	2.0198818056417145	2.283168833770217	2.411573991524671	2.494608250491816	2.3283852192384518
Mouse7A.DTT39	1.3613774057542238	1.717926763345851	0.9717946463748829	0.6722654970709927	0.9899328931364096	0.4094597850992945	0.4877863588879965	1.1235256670390759	1.0324426222512273	1.4633732313252248	0.5189614590142071	1.5336823245528517	1.8629627992425406	0.9451252957353008	1.4695641357479794	1.9543074306709343	0.7379706896196355	1.7871163287353953	1.7588705645405758	0.8388835025380739	2.3547302420294614	0.39147927713634434	0.659594545697449	1.9211086903901675	1.0120129164093588	1.3342181224272494	0.6317920165514193	0.0	0.7319209466413168	0.6738713367689629	0.5023767251410397	2.251206144968085	1.9827758533993554	0.6266357823375747	0.7157024887037675	2.0970797191292685	3.298299521438231	3.2877051249767386	3.312609020058148	3.489342848128635	2.728449085969516	3.0643557137700945	2.6247103221179424	2.1169321207397336	3.210065019257092	2.79217670495449	2.5151809679998127	2.683905323657795	2.731173131073378	2.4312282574623945	2.8105950416654535	2.9951473737466117	3.1161627736469497	2.9534091353665617
Mouse4A.DTT20	1.716476751038758	2.375555523962582	1.6357400804313764	1.3738111036630412	0.797406424110284	0.7583665190277104	0.4150855861706022	1.794336524840223	1.5323227585513175	0.9684003852543086	1.0730477652714387	2.1273816760524826	2.4691906387048426	1.5679003697678835	1.6386907717776322	2.555297751219001	0.10454313674023497	2.2231557258642947	1.9723644611077222	1.5242016787602533	3.0526652392040736	0.8784451660291323	0.12463901833633094	2.5521005015733627	0.44098083789649534	1.7381568944943382	0.7573285096594505	0.7319209466413168	0.0	1.3251971319187494	1.158163362806989	2.9637111988896816	2.6940193139040907	1.2093286272607486	0.3043812821373925	2.6685386550003156	3.155074872703021	3.74933766908162	3.9102322461247443	4.106333876939521	3.2871409300316294	3.0137592456795765	2.736997042968983	2.698255570374299	3.407910630595845	3.0273024130621544	3.081633845773599	2.7808167167778217	2.664794116469044	2.7717987715032666	2.9853626661696993	3.046849124302794	3.0257074043784495	2.845723333109476
Mouse6A.DTT32	0.9146575947103824	1.0584275605740385	0.3107570770252731	0.18256934417443285	1.1921093337173334	0.6270163709964018	0.9556874422020863	0.46957595748031355	0.5185799292703169	1.7694729613745603	0.3001119437960648	0.8708643870641125	1.1907503486925552	0.28962601809318417	1.1890005862046973	1.2831572397411846	1.2956496623204905	1.2109526475721157	1.3797641208925782	0.23918141819784935	1.7490668084394274	0.4691156286332274	1.245248178636979	1.2499896388976246	1.4572211814486384	0.8385168786794092	0.797924645636916	0.6738713367689629	1.3251971319187494	0.0	0.17547335563584712	1.6690337882344832	1.3924572712454313	0.18005901108052233	1.1841411995322022	1.4402005148151815	3.1314913231874764	2.656323037710153	2.639759577985856	2.8192387731024113	2.064470154529766	2.8285376179012096	2.26562605256589	1.4525048161198266	2.761025591781105	2.32826163254186	1.8479892665731579	2.338231410443805	2.522507196047285	1.8948590250319433	2.39209092414721	2.6739388894315836	2.9136370181069107	2.7728543649649375
Mouse6A.DTT33	1.0009168053269208	1.227245709730154	0.4809959455164121	0.2442882893711687	1.094794964264732	0.4941083608015845	0.8020982489579901	0.6396881197545528	0.5994001160256485	1.6584573975479506	0.21766232096401045	1.0426178336330822	1.364652749977648	0.45838857326249133	1.22391073218909	1.4569512914060536	1.1320729389268132	1.3474613324376459	1.4476771724104207	0.38507650129984355	1.9033335020856947	0.33019212477050003	1.0765275711108295	1.4248397989608563	1.3137961596433467	0.9409241604337509	0.6907082814421721	0.5023767251410397	1.158163362806989	0.17547335563584712	0.0	1.8185314943783277	1.5446518329853887	0.18187559662377356	1.0331766706454082	1.5996963156953832	3.1512341912601793	2.8149393447932884	2.8137932230131777	2.994331381699103	2.2355745712420156	2.867215768892389	2.3363630602097105	1.6249356692761179	2.862846339139143	2.4331862131048174	2.0192903011405945	2.406318435813232	2.550508646816781	2.0200768099083826	2.4824052271555446	2.736779399162609	2.943349878843478	2.7953149720645576
Mouse7A.FP37	2.0113369331116813	0.7809155162360708	1.3729868913539391	1.59354516584957	2.816697664703029	2.294780243441478	2.6201987419237285	1.227202210457365	1.6910607563291364	3.397845972312366	1.9627961022600122	1.2325397041496542	1.0404693963486276	1.5105481809878458	2.424487464777265	1.0585553780183599	2.943400080518191	1.7687751985536904	2.381562718660112	1.4764781567287832	0.22057352559952392	2.1367234910096418	2.8753596135580204	0.8900232661319113	3.1205829000938694	1.8897412181269686	2.450024999562806	2.251206144968085	2.9637111988896816	1.6690337882344832	1.8185314943783277	0.0	0.28661092841406	1.8222709095725276	2.848674355362221	1.12113489584922	4.167477903591435	2.2677578154613394	1.6257273609142895	1.6857631214384152	1.4818105043855905	3.7707226977544903	3.045240875916306	1.1846448219583414	3.188498913452335	2.8045450628120605	1.3302207971915014	3.1311766421890006	3.5597569597316623	2.2600898518082113	2.99021421502294	3.459312229844391	3.908008009650126	3.8244550874418413
Mouse7A.DTT37	1.753361121043475	0.5535308754905617	1.095304862761063	1.320781280006764	2.540141725648762	2.016167920106145	2.3446284178771375	0.9469269583381343	1.4425979016224757	3.1242592783990175	1.6841841583516868	0.9830501027980029	0.8462408614530841	1.229577221772311	2.1674328594147427	0.8828036240545359	2.6735026807826703	1.5504279594069181	2.1458907224709884	1.1949596989895324	0.423265209291518	1.861306788098148	2.6085214277544364	0.7072083904215029	2.8473230172030846	1.6314402440874498	2.171702387416953	1.9827758533993554	2.6940193139040907	1.3924572712454313	1.5446518329853887	0.28661092841406	0.0	1.5465766718239118	2.5751296637076218	1.0135949549986034	3.950140654338817	2.2269684491176402	1.703307739928715	1.7928971189178597	1.439275847892444	3.5594225760777705	2.8454093998756855	1.0353246749152645	3.034239516916715	2.6354602968704333	1.2622691325427717	2.9295522535463685	3.3377701068585037	2.0921620007402066	2.8104891133141257	3.2628877006624757	3.6918189040311193	3.6017278018583365
Mouse6A.FP33	0.8252378150938174	1.1734895805109435	0.4523468483108075	0.34771091143693517	1.0199306797926466	0.48962567617663766	0.8244532132279971	0.6091776303837753	0.47445889781983736	1.597029570296874	0.16249578753671998	0.9360890021485314	1.2675506093669238	0.3739680247004452	1.0526825104141424	1.3570067933235441	1.1697959289004718	1.185098886887502	1.2675377135416008	0.4067553002635211	1.8906054926793963	0.3327654015453021	1.1303617997869424	1.344186155646533	1.303694477696454	0.7673091350008739	0.6338165268803043	0.6266357823375747	1.2093286272607486	0.18005901108052233	0.18187559662377356	1.8222709095725276	1.5465766718239118	0.0	1.041184704808482	1.4977556795450748	2.9854702200927865	2.6698575683193035	2.7155820647588884	2.905665031728401	2.1187168491618618	2.6955544135470633	2.1569577955930206	1.5155831727070455	2.6855199152622213	2.25656154511291	1.9046561790230314	2.2281635099834918	2.3809461702826105	1.8488028359153552	2.3032734989561345	2.5597117314885627	2.774729667910333	2.6289263954356135
Mouse4A.FP19	1.4494960708401101	2.210148375941073	1.4887921671055957	1.269437261401029	0.5006776257062137	0.5794025152401967	0.2523555717202443	1.6466144832946195	1.3315513270136665	0.7763485513379887	0.9051892242046402	1.9258908203627534	2.2681159559882667	1.3973801087932523	1.343996693224763	2.350355321083636	0.2174203356226305	1.9647573235132747	1.6770218244558213	1.3970799925130544	2.922407444157363	0.7155619158944916	0.2957104070780478	2.3634331956819787	0.2971547413980303	1.4813773099841658	0.5012298643852708	0.7157024887037675	0.3043812821373925	1.1841411995322022	1.0331766706454082	2.848674355362221	2.5751296637076218	1.041184704808482	0.0	2.4602201771725327	2.874187945400336	3.485182506635229	3.6930939980261246	3.8978782504929597	3.0565952581413454	2.7213806640329175	2.4348309130845034	2.4826120428823364	3.109332399047308	2.731600500108288	2.8556733668628493	2.479802471137947	2.371036045611418	2.4881408612145206	2.6853439380348147	2.7475108754528166	2.738123487147781	2.5591430991994577
Mouse5A.FP27	1.3169422088034097	0.5982732824054879	1.1778293493978282	1.4886363464172903	2.2715979201363456	1.959679640710844	2.2857944614054166	1.0762066927925127	1.145719380261697	2.7980248068357514	1.6488323541666756	0.7626378472458392	0.5125057030361384	1.2215120230252616	1.663877450396162	0.5110599430875663	2.611271602810951	0.9591699890181995	1.5110477230042962	1.362588491457118	0.9989846561650998	1.8147022606417875	2.57786336480312	0.5326294822413168	2.668635572293157	1.2173555558758828	2.011103611927974	2.0970797191292685	2.6685386550003156	1.4402005148151815	1.5996963156953832	1.12113489584922	1.0135949549986034	1.4977556795450748	2.4602201771725327	0.0	3.19107081457997	1.5406789487770385	1.3610648125188407	1.5820747048027226	0.9192075183047794	2.805120562932412	2.074306080171706	0.6120361304907833	2.2440276038178513	1.8659658147361977	0.7068935981273013	2.173014562558896	2.6004061638019498	1.3250626661775888	2.026434691478718	2.492493730682184	2.9460680697976196	2.8699524064811026
Mouse9A.DTT98	2.2963982724482723	3.4165015188948242	3.2067506988537096	3.313541645058214	2.3903990948043945	2.8917565534538032	2.9411284682318906	3.2591784026833044	2.889481837053121	2.299669514661725	2.9542847142486823	2.9827307675432966	3.1314770817875233	3.0364678185083744	1.945729930205679	3.12794319933223	3.0677780293318295	2.4055899337018367	1.832640689545759	3.252758838477841	4.116537110843296	2.9601447942352115	3.1642418760480764	3.286099170045699	2.7583398658791407	2.4086793913623983	2.6699746636655983	3.298299521438231	3.155074872703021	3.1314913231874764	3.1512341912601793	4.167477903591435	3.950140654338817	2.9854702200927865	2.874187945400336	3.19107081457997	0.0	2.8943075347467184	3.768682794315158	4.007830273639711	3.181211976837928	0.4465269448892773	1.1680609095052679	3.064175429009866	1.5263410453292585	1.6190027281832442	3.1428280680009935	1.094540745639425	0.6211715901343741	2.0399767791171857	1.3699068107855665	0.8599177768470753	0.28926678731710226	0.36440302984229617
Mouse10A.DTT109	2.042940039029401	1.9353825643599367	2.434323662437098	2.7522122075545052	3.1246785489393765	3.0257607390704435	3.3412570496638656	2.3313616542291093	2.4013557422274223	3.56617002731964	2.773575192959642	1.8212989093611345	1.5873391721906969	2.3803599930556145	2.2435148962320945	1.4982825317808661	3.6819528969146185	1.5282284411212623	1.9336535554593774	2.5747668589216026	2.134715960588477	2.9435094500754992	3.690054178382564	1.6356943659088963	3.628322127564919	2.0138960863976982	2.9963474025724643	3.2877051249767386	3.74933766908162	2.656323037710153	2.8149393447932884	2.2677578154613394	2.2269684491176402	2.6698575683193035	3.485182506635229	1.5406789487770385	2.8943075347467184	0.0	1.0019649622590372	1.2037209164367255	0.7922244729261041	2.466869264427879	1.8171657455011119	1.3063410679280236	1.4290197273400171	1.308441618091087	0.9703487185435088	1.8733170287471554	2.4710070525306014	1.1019242486970926	1.543865271037265	2.0467328642755582	2.637705146297463	2.664157694589546
Mouse10A.FP110	2.3508161408542985	1.653865870956723	2.3506198355139665	2.6729784047553506	3.443650444121442	3.1606390863178278	3.505087861760482	2.208468373760355	2.451040251902273	3.9675043434367954	2.8485615307460486	1.7931137529105243	1.4505899893356133	2.3723725684243853	2.6769143403874667	1.3613151910328105	3.8584707230109427	1.8374449906839152	2.4362318880143667	2.4973452176642037	1.4697999107792437	3.037762035025762	3.834470382219379	1.3985834367201313	3.897139238067795	2.2731409711851542	3.206479423921623	3.312609020058148	3.9102322461247443	2.639759577985856	2.8137932230131777	1.6257273609142895	1.703307739928715	2.7155820647588884	3.6930939980261246	1.3610648125188407	3.768682794315158	1.0019649622590372	0.0	0.27220956905423366	0.6886952091523298	3.3369449721030486	2.624078923152319	1.2253908451527857	2.3834722917793183	2.1692579492378634	0.8481738115648008	2.6964705337182933	3.2716416823933687	1.775468720934716	2.4076334385671867	2.9313223164904723	3.504356455900497	3.498055777141566
Mouse10A.FP109	2.569615875597108	1.8170876250958714	2.523759932358828	2.8406685001281753	3.6609004674796948	3.3541508524114425	3.701827821613591	2.375100031625882	2.6626071507310733	4.194665865237044	3.0376737253180606	1.9804805321006789	1.638720259516901	2.5528011758450124	2.906556499519936	1.5512869196111274	4.058874940018214	2.0628245290330174	2.6756514518475316	2.662064791306988	1.5415104186527206	3.230469468650158	4.0316227174945425	1.5703947472174637	4.110113316799187	2.4889741830289336	3.4112032943317137	3.489342848128635	4.106333876939521	2.8192387731024113	2.994331381699103	1.6857631214384152	1.7928971189178597	2.905665031728401	3.8978782504929597	1.5820747048027226	4.007830273639711	1.2037209164367255	0.27220956905423366	0.0	0.9145433954097735	3.572597508481886	2.8650202883881972	1.420461983074935	2.600854101654268	2.3984616035276396	1.0720784494969768	2.9336025443954483	3.515102231968159	2.015847436391927	2.641358574109789	3.1636092703373806	3.7405727898456194	3.737732301043953
Mouse10A.DTT110	1.676672566751449	1.205249928606788	1.7997504542165823	2.125367588689118	2.78040366073235	2.5360451123493384	2.87644126442777	1.6719349845625644	1.8734000420407833	3.2987946541931685	2.2403462728057466	1.1967684967174357	0.8951857354861918	1.7855153506522026	1.9967130269582092	0.7991185269649208	3.2321255665745214	1.157640471198275	1.7618820051185289	1.9424989469702496	1.3630316441024455	2.42749786352858	3.218316069491415	0.9001582986240216	3.249170541301375	1.6060228021751135	2.5627710829417216	2.728449085969516	3.2871409300316294	2.064470154529766	2.2355745712420156	1.4818105043855905	1.439275847892444	2.1187168491618618	3.0565952581413454	0.9192075183047794	3.181211976837928	0.7922244729261041	0.6886952091523298	0.9145433954097735	0.0	2.7473548942668473	2.017178775156474	0.6177718473662717	1.893205529605058	1.602448058162254	0.22937782377714938	2.0916498248686195	2.6519070578798143	1.1465907426026838	1.8357385432694988	2.3576696492476197	2.9102554805271534	2.887201464323697
Mouse9A.DTT99	1.954062945955353	3.0338403277052652	2.8741948000431408	3.008934167865948	2.223390140207318	2.655545589174318	2.752382595790793	2.911950391355334	2.5868374558233853	2.2443626496321016	2.6774894244688205	2.599787707568938	2.730948615039192	2.7047326528855558	1.643841710582065	2.7215404058716253	2.927276638069959	2.009401843409589	1.485486659268374	2.9284807956536585	3.7179449538315037	2.708931072754055	3.014214522934781	2.8837687271899717	2.649196889116051	2.060984488889675	2.450452726303378	3.0643557137700945	3.0137592456795765	2.8285376179012096	2.867215768892389	3.7707226977544903	3.5594225760777705	2.6955544135470633	2.7213806640329175	2.805120562932412	0.4465269448892773	2.466869264427879	3.3369449721030486	3.572597508481886	2.7473548942668473	0.0	0.7444597925848875	2.6460426026188344	1.1160360347820362	1.1787752510424698	2.7153242360035805	0.6605776880323638	0.3694464213796119	1.6094689748435933	0.9326603257333784	0.4240597173986049	0.17097208414593754	0.27279043177044765
Mouse9A.DTT97	1.3596597650787017	2.3238365311773688	2.2564535431923933	2.439860318636944	1.948732288702146	2.2304774808700536	2.407014297605045	2.2714514870909515	1.994952591705057	2.1580014357257657	2.1719209071401964	1.909426659109045	2.007050673146645	2.100049466036596	1.1562185714933448	1.9922338938562894	2.651080603790492	1.3041199684606475	0.8905131720408307	2.335663483879997	2.9844503599041543	2.244327831314962	2.7145197983348455	2.157970933449275	2.4406708478952397	1.4475665788651284	2.06394861080663	2.6247103221179424	2.736997042968983	2.26562605256589	2.3363630602097105	3.045240875916306	2.8454093998756855	2.1569577955930206	2.4348309130845034	2.074306080171706	1.1680609095052679	1.8171657455011119	2.624078923152319	2.8650202883881972	2.017178775156474	0.7444597925848875	0.0	1.9117785754688508	0.7348899005695497	0.541496399740525	1.9751112237652446	0.11107777545960863	0.6573384128015011	0.8726574234430658	0.33033364945281884	0.4361610608724819	0.9003698717715685	0.8743236679100906
Mouse10A.FP111	1.1785813774111131	0.672636044860982	1.1870979175815408	1.510935613973217	2.24846396817948	1.943522276819801	2.2894010220377723	1.0600695333567183	1.3133398579236943	2.7979646608805835	1.6380854506036169	0.5832957443311927	0.3043019698589346	1.1721528175824818	1.5568171467720784	0.21243245975893682	2.648888854759132	0.7320655185609444	1.4015090635313172	1.3253626879449203	1.1269406363811456	1.8297430046551832	2.6286826669385825	0.3583353430816438	2.694144724673726	1.0857663031056455	1.9923386831880505	2.1169321207397336	2.698255570374299	1.4525048161198266	1.6249356692761179	1.1846448219583414	1.0353246749152645	1.5155831727070455	2.4826120428823364	0.6120361304907833	3.064175429009866	1.3063410679280236	1.2253908451527857	1.420461983074935	0.6177718473662717	2.6460426026188344	1.9117785754688508	0.0	2.0100139086682947	1.6268298114164772	0.41428360453178076	1.9918538027025352	2.4795951774789957	1.091562724760157	1.8231993559085384	2.30692215124215	2.7937719607401577	2.73325373554744
Mouse9A.FP97	1.865576044840287	2.5668893558116217	2.6839702203363545	2.9197790586650822	2.6341427427563993	2.834777318058176	3.052294999917326	2.658566810081805	2.493693706203514	2.881937309368606	2.7227793964016924	2.2062787116237974	2.198899796878008	2.5447148189868223	1.7800943276624126	2.1526120050671267	3.3265510985140097	1.6185173815883949	1.4735515229628318	2.7803156706903103	3.102479589324527	2.829130135834443	3.3816524047098047	2.3285217018032167	3.1412711225377667	1.9246979850364039	2.6984745829992187	3.210065019257092	3.407910630595845	2.761025591781105	2.862846339139143	3.188498913452335	3.034239516916715	2.6855199152622213	3.109332399047308	2.2440276038178513	1.5263410453292585	1.4290197273400171	2.3834722917793183	2.600854101654268	1.893205529605058	1.1160360347820362	0.7348899005695497	2.0100139086682947	0.0	0.4350762389147477	1.9365353709939932	0.7191385878397075	1.2492059134157971	0.9574218726426977	0.43064315131504105	0.703450202855271	1.2826449242093303	1.3595801692391158
Mouse9A.FP98	1.4391526000714958	2.1552970204674287	2.248983423531496	2.4857534625305204	2.2714421824087614	2.42513666353419	2.6587774387777348	2.2249392669822576	2.068282170603705	2.5745070622085673	2.2982585792630954	1.7797638694526694	1.793772230997057	2.1099286797531507	1.3895006671373318	1.7547084252313092	2.947891631027038	1.1861821444050054	1.0728068300474614	2.3457539625627053	2.7291265940336285	2.4113960140307755	2.9958366705057764	1.9297857126881377	2.786755525749961	1.4935595097727499	2.3014241713458516	2.79217670495449	3.0273024130621544	2.32826163254186	2.4331862131048174	2.8045450628120605	2.6354602968704333	2.25656154511291	2.731600500108288	1.8659658147361977	1.6190027281832442	1.308441618091087	2.1692579492378634	2.3984616035276396	1.602448058162254	1.1787752510424698	0.541496399740525	1.6268298114164772	0.4350762389147477	0.0	1.607896524533377	0.5751299536567318	1.1834274044677902	0.5503697491366834	0.25254735972894715	0.7670027718485644	1.3480023239602923	1.3662403340289648
Mouse10A.DTT111	1.5040718060488525	0.9855101826422056	1.5806453962667777	1.907268353008361	2.5962252040457257	2.331838389259424	2.6731807329702337	1.4539083918811848	1.65272657851004	3.1235846560612464	2.0307464572551455	0.9855457835077895	0.6743496048286928	1.5727607070601692	1.8424385648388553	0.5798945471527063	3.0271797267445266	0.99889204984131	1.6270161749689918	1.728749289583869	1.2171119582765884	2.217429996474007	3.0097689779050953	0.6850193618827484	3.0542584671318402	1.4249921864013289	2.3654834312646584	2.5151809679998127	3.081633845773599	1.8479892665731579	2.0192903011405945	1.3302207971915014	1.2622691325427717	1.9046561790230314	2.8556733668628493	0.7068935981273013	3.1428280680009935	0.9703487185435088	0.8481738115648008	1.0720784494969768	0.22937782377714938	2.7153242360035805	1.9751112237652446	0.41428360453178076	1.9365353709939932	1.607896524533377	0.0	2.0554404910951907	2.5903217119448074	1.1063683360815442	1.8277854273724163	2.342199959215186	2.873670528350039	2.835963071532315
Mouse8A.FP87	1.4297857160572771	2.4119369802947217	2.334419220110264	2.512817950570583	1.988990105868347	2.2864701544485992	2.455959976047885	2.3502496626999188	2.082534186951192	2.1812582015230753	2.237316887151313	1.9898881628242078	2.091873563187516	2.1740862355762194	1.2148412120308243	2.076258477761928	2.695970928697413	1.3855913702992435	0.9666301040883919	2.4077177175415603	3.073528023790235	2.3072798980776126	2.7628613643586935	2.2423268310571784	2.4783230076326137	1.5209168079927984	2.116285234136359	2.683905323657795	2.7808167167778217	2.338231410443805	2.406318435813232	3.1311766421890006	2.9295522535463685	2.2281635099834918	2.479802471137947	2.173014562558896	1.094540745639425	1.8733170287471554	2.6964705337182933	2.9336025443954483	2.0916498248686195	0.6605776880323638	0.11107777545960863	1.9918538027025352	0.7191385878397075	0.5751299536567318	2.0554404910951907	0.0	0.6098602702750023	0.9502036173163755	0.3489050627514497	0.3442100871351218	0.8194593546263733	0.805469330170694
Mouse8A.FP85	1.6789836310683859	2.8025201091685723	2.588518729341033	2.704484518064493	1.8758943908716819	2.3235344278616306	2.4091658524270154	2.639438935674757	2.276427998536515	1.8986859714580293	2.35887504897248	2.3680964872907366	2.527935163413431	2.420121710995475	1.336676977636769	2.529830735045695	2.5759206478829135	1.8001965049449173	1.2119254337831513	2.639543784629974	3.5144487138419933	2.3781038679442212	2.6620084208946957	2.6835065430999756	2.2970019599542315	1.7900812143806504	2.1122801731558654	2.731173131073378	2.664794116469044	2.522507196047285	2.550508646816781	3.5597569597316623	3.3377701068585037	2.3809461702826105	2.371036045611418	2.6004061638019498	0.6211715901343741	2.4710070525306014	3.2716416823933687	3.515102231968159	2.6519070578798143	0.3694464213796119	0.6573384128015011	2.4795951774789957	1.2492059134157971	1.1834274044677902	2.5903217119448074	0.6098602702750023	0.0	1.50681751674892	0.9460140636909679	0.5744076099815791	0.4108916711582605	0.2758128973108042
Mouse8A.DTT85	1.0803573910109563	1.6108468244561158	1.7726929830618026	2.0385738195693	2.0799476890884545	2.101507234970721	2.378277496601471	1.7312826949895967	1.626187980919249	2.482883249894927	1.9172304804249474	1.262500676104068	1.2493856705825725	1.654893390271722	1.177489222960484	1.2103316427986832	2.6969276169505836	0.6966272141206674	0.852537594170636	1.8883425226010921	2.184208964600842	2.0550793413223243	2.7246948920604326	1.3853567258885409	2.5945531635694388	1.0978933523424717	2.0198818056417145	2.4312282574623945	2.7717987715032666	1.8948590250319433	2.0200768099083826	2.2600898518082113	2.0921620007402066	1.8488028359153552	2.4881408612145206	1.3250626661775888	2.0399767791171857	1.1019242486970926	1.775468720934716	2.015847436391927	1.1465907426026838	1.6094689748435933	0.8726574234430658	1.091562724760157	0.9574218726426977	0.5503697491366834	1.1063683360815442	0.9502036173163755	1.50681751674892	0.0	0.7369731440839312	1.239192256800653	1.7692176863376212	1.7408155557234506
Mouse8A.DTT86	1.4855546732757272	2.3114043626062752	2.342548414131373	2.5579950897645243	2.2091234299381406	2.4285520387000967	2.635222479857522	2.3348209568336564	2.122159527588603	2.4600634880806402	2.3331676410031736	1.919787681482905	1.9649705156565545	2.195281979318982	1.3633731685337909	1.934546090892334	2.9024161955512047	1.3124270023384712	1.0622690051798143	2.4328136286991815	2.9178200665423333	2.428041550094125	2.958707063826729	2.1075365123202574	2.714127370196111	1.5558732737715435	2.283168833770217	2.8105950416654535	2.9853626661696993	2.39209092414721	2.4824052271555446	2.99021421502294	2.8104891133141257	2.3032734989561345	2.6853439380348147	2.026434691478718	1.3699068107855665	1.543865271037265	2.4076334385671867	2.641358574109789	1.8357385432694988	0.9326603257333784	0.33033364945281884	1.8231993559085384	0.43064315131504105	0.25254735972894715	1.8277854273724163	0.3489050627514497	0.9460140636909679	0.7369731440839312	0.0	0.5247750560802906	1.1021266610710203	1.1220570289359877
Mouse8A.FP86	1.767450259175858	2.74917667165172	2.6766524847951607	2.849606405465412	2.2498793681479414	2.592677963172285	2.7412270778385572	2.6933886654815233	2.419581177703669	2.3778235067069335	2.5622062910207335	2.3297006942771934	2.4220856894654217	2.51439163506556	1.530240031778365	2.4020361101646674	2.961441705999213	1.723906077950818	1.3025431017398441	2.7465658964309676	3.397020406234142	2.6235277212812345	3.035854966884416	2.570596337295512	2.7205480230459878	1.861307947043018	2.411573991524671	2.9951473737466117	3.046849124302794	2.6739388894315836	2.736779399162609	3.459312229844391	3.2628877006624757	2.5597117314885627	2.7475108754528166	2.492493730682184	0.8599177768470753	2.0467328642755582	2.9313223164904723	3.1636092703373806	2.3576696492476197	0.4240597173986049	0.4361610608724819	2.30692215124215	0.703450202855271	0.7670027718485644	2.342199959215186	0.3442100871351218	0.5744076099815791	1.239192256800653	0.5247750560802906	0.0	0.594603472787924	0.6565453006506474
Mouse9A.FP99	2.0560562048474518	3.1638763968619696	2.9744522596749836	3.094817533162995	2.2439555468167227	2.7072331586743332	2.7834583593708335	3.019271308602192	2.6793925448077736	2.2203161361940955	2.7488904927396947	2.7256261091622425	2.869324011319644	2.8029240877150117	1.7248637159299716	2.8632677627958976	2.9395073225715027	2.1430365068085098	1.5929402984510264	3.0224590618888034	3.8588864125874416	2.7692136551698794	3.0311311854812426	3.023095337713273	2.6481081389350454	2.1665317875773966	2.494608250491816	3.1161627736469497	3.0257074043784495	2.9136370181069107	2.943349878843478	3.908008009650126	3.6918189040311193	2.774729667910333	2.738123487147781	2.9460680697976196	0.28926678731710226	2.637705146297463	3.504356455900497	3.7405727898456194	2.9102554805271534	0.17097208414593754	0.9003698717715685	2.7937719607401577	1.2826449242093303	1.3480023239602923	2.873670528350039	0.8194593546263733	0.4108916711582605	1.7692176863376212	1.1021266610710203	0.594603472787924	0.0	0.1901774251137865
Mouse8A.DTT87	1.935008472438981	3.0698884951159453	2.847013220333943	2.9545978319327304	2.0674093159108993	2.5453290679870726	2.610984126334195	2.8994575788779886	2.5419945765120957	2.032926831555459	2.5986473271261294	2.6294972421793448	2.7901253383139135	2.6751472115589148	1.5853112884269664	2.7900403126116404	2.7588633739572788	2.060044792708622	1.4775153225573439	2.8909948733640864	3.78054857281671	2.610715445396975	2.851447524865474	2.945231209278109	2.4638971417603273	2.0482139513741275	2.3283852192384518	2.9534091353665617	2.845723333109476	2.7728543649649375	2.7953149720645576	3.8244550874418413	3.6017278018583365	2.6289263954356135	2.5591430991994577	2.8699524064811026	0.36440302984229617	2.664157694589546	3.498055777141566	3.737732301043953	2.887201464323697	0.27279043177044765	0.8743236679100906	2.73325373554744	1.3595801692391158	1.3662403340289648	2.835963071532315	0.805469330170694	0.2758128973108042	1.7408155557234506	1.1220570289359877	0.6565453006506474	0.1901774251137865	0.0
