	pielou_evenness
GnotobioticExp-FP-188-S51	0.4242653671184646
GnotoExpt-FP569-S85	0.5460962763026608
GnotoExpt-FP617-S313	0.43476098858648976
GnotoExpt-DTT485-S633	0.2954314387559295
GnotoExpt-DTT484-S632	0.2786232410999757
806rcbc422-S327	0.4082582463793564
806rcbc365-S500	0.4918862075307108
806rcbc392-S297	0.5703087592454447
GnotoExpt-DTT555-S167	0.5679621957469818
806rcbc423-S424	0.1942613717717726
GnotobioticExp-DTT-195-S205	0.6371261061311367
GnotoExpt-DTT552-S163	0.5220847451808506
GnotoExpt-DTT543-S154	0.24362637211679503
GnotoExpt-DTT550-S161	0.5808939755557053
GnotoExpt-DTT537-S148	0.25844905715432226
806rcbc477-S382	0.447871007282426
GnotoExpt-DTT472-S620	0.2790804444136569
GnotoExpt-DTT452-S600	0.21133169773348243
GnotoExpt-DTT535-S146	0.24507012345964352
GnotobioticExp-FP-199-S63	0.5602848240600885
GnotoExpt-DTT480-S628	0.35709612905449867
GnotoExpt-DTT556-S168	0.4868975385130602
806rcbc533-S438	0.5754585228893502
GnotoExpt-DTT611-S346	0.027789651039412753
GnotobioticExp-FP-193-S57	0.5697587732331132
806rcbc498-S403	0.6304887308875904
GnotoExpt-DTT541-S152	0.22672914079363019
GnotoExpt-FP562-S78	0.44996827196391237
806rcbc481-S386	0.37512619510185763
GnotoExpt-FP552-S67	0.5357314592359572
GnotoExpt-FP610-S306	0.5544038093233552
GnotoExpt-DTT538-S149	0.4676697115726919
806rcbc381-S515	0.4614417665601639
GnotoExpt-DTT557-S169	0.6032955240022607
806rcbc421-S326	0.44270954018654807
806rcbc564-S469	0.4822898999969562
GnotoExpt-FP452-S673	0.4898792224077008
806rcbc179-S276	0.10685026321338449
GnotobioticExp-DTT-189-S199	0.4864521926236626
GnotoExpt-FP461-S682	0.34141129859702957
GnotoExpt-DTT570-S182	0.5433113496071506
GnotoExpt-DTT389-S535	0.4531524980052791
GnotobioticExp-FP-209-S73	0.6495860582908708
GnotoExpt-DTT539-S150	0.43103828186770377
GnotoExpt-FP457-S678	0.506644353021124
806rcbc425-S330	0.32194224402958754
GnotoExpt-FP456-S677	0.6331402155387497
GnotoExpt-DTT564-S176	0.7325354054578642
GnotoExpt-DTT565-S177	0.5620940797375312
GnotoExpt-DTT607-S342	0.014447660138560558
806rcbc175-S272	0.5843738576482893
GnotobioticExp-FP-197-S61	0.5423888251947694
GnotoExpt-DTT534-S145	0.6885013744603843
806rcbc450-S451	0.48990472881914016
GnotoExpt-DTT464-S612	0.24330334199181
GnotobioticExp-DTT-191-S201	0.454426046206691
GnotoExpt-FP554-S69	0.5688292559213945
GnotoExpt-FP472-S693	0.168483693897058
806rcbc447-S448	0.6087234525442438
806rcbc562-S467	0.4955491125622869
806rcbc394-S299	0.5037014718586384
806rcbc433-S338	0.46625036068745845
GnotoExpt-FP475-S696	0.49244448569980337
806rcbc492-S397	0.6525739697762852
GnotobioticExp-FP-207-S71	0.6030142333658768
GnotoExpt-DTT603-S338	0.2925150053461688
GnotoExpt-DTT456-S604	0.23916652480419193
806rcbc176-S273	0.5735816046050973
GnotobioticExp-DTT-193-S203	0.6015363516576662
GnotoExpt-DTT605-S340	0.026644614133525805
806rcbc474-S379	0.261235043310011
GnotoExpt-FP455-S676	0.6068957554439741
806rcbc432-S337	0.574945510596278
GnotoExpt-FP539-S54	0.43121111875752943
GnotoExpt-FP558-S74	0.5528218945206355
GnotoExpt-DTT476-S624	0.2193307174847525
GnotoExpt-FP616-S312	0.46798024113591724
806rcbc495-S400	0.6108574173044333
806rcbc393-S298	0.5878653625090022
GnotoExpt-FP453-S674	0.510747404817149
GnotoExpt-DTT596-S331	0.27358924883664776
GnotoExpt-FP614-S310	0.4907422517374451
GnotobioticExp-DTT-197-S207	0.5979921147854692
806rcbc530-S435	0.6982755224512375
GnotobioticExp-FP-175-S37	0.4025037655278884
806rcbc523-S428	0.446525099257582
806rcbc558-S463	0.4328905810783989
GnotoExpt-DTT451-S599	0.24892316731913844
GnotoExpt-FP564-S80	0.5460994837082107
GnotoExpt-DTT609-S344	0.2550666495141411
GnotoExpt-FP536-S51	0.26490726583648083
GnotobioticExp-DTT-178-S188	0.4822327490562924
806rcbc454-S455	0.48402889184202136
GnotoExpt-DTT560-S172	0.5551127832688492
806rcbc466-S371	0.42462016283404114
GnotoExpt-FP469-S690	0.4671030752413469
GnotoExpt-DTT563-S175	0.7408508132187906
GnotoExpt-FP555-S71	0.5746087693728636
806rcbc401-S306	0.6831935342385232
806rcbc403-S308	0.5658950713570947
GnotobioticExp-DTT-180-S190	0.50959632452336
GnotoExpt-DTT608-S343	0.20107299387354502
GnotoExpt-DTT479-S627	0.23504507225299773
GnotoExpt-FP474-S695	0.23071467479534452
GnotobioticExp-FP-189-S52	0.4329085783605368
GnotoExpt-FP465-S686	0.49324600715702877
806rcbc479-S384	0.37066366536623874
GnotoExpt-FP570-S86	0.5080211643149308
GnotoExpt-DTT600-S335	0.017803411420854242
GnotoExpt-DTT615-S350	0.4470040837961199
GnotoExpt-DTT551-S162	0.6552510768127364
806rcbc553-S458	0.7340605816945902
GnotoExpt-FP595-S291	0.3961710374697998
GnotoExpt-DTT566-S178	0.5622181272282185
GnotoExpt-FP479-S700	0.35413816488195776
806rcbc472-S377	0.42739693277766333
806rcbc398-S303	0.5818420537740234
806rcbc521-S426	0.5474062622198704
806rcbc496-S401	0.614510788366395
806rcbc522-S427	0.47421689543491496
GnotoExpt-DTT473-S621	0.4595456637839112
806rcbc400-S305	0.5445178880472931
806rcbc566-S471	0.5366288456200625
GnotobioticExp-DTT-186-S196	0.3969716255183247
806rcbc427-S428	0.7241149008920527
GnotoExpt-DTT569-S181	0.5399686090091066
GnotoExpt-FP549-S64	0.25660907010670253
GnotoExpt-FP464-S685	0.4647765357962679
GnotoExpt-DTT467-S615	0.44553899953429316
806rcbc434-S339	0.34947154385982293
806rcbc520-S425	0.5647030450208135
806rcbc169-S266	0.590485623437729
GnotoExpt-FP551-S66	0.651732754073778
806rcbc436-S341	0.42695690097730077
806rcbc423-S328	0.45537132704407607
806rcbc528-S433	0.31502110951299234
806rcbc560-S465	0.5094336867752776
GnotoExpt-DTT392-S538	0.6574247272658071
GnotobioticExp-DTT-199-S209	0.5961447608398414
GnotoExpt-DTT390-S536	0.44845295182342715
806rcbc426-S331	0.2866113902683338
GnotoExpt-DTT387-S533	0.6679683050086378
GnotobioticExp-DTT-183-S193	0.4557642228812482
806rcbc379-S513	0.6056526367113257
806rcbc526-S431	0.5548129607407897
GnotoExpt-FP565-S81	0.5416644976656174
806rcbc493-S398	0.6498768626521099
806rcbc567-S472	0.561547424351284
GnotobioticExp-DTT-184-S194	0.49445468976381785
GnotoExpt-FP615-S311	0.4550353967187024
GnotoExpt-DTT554-S165	0.5479897983588905
GnotobioticExp-DTT-182-S192	0.47560028617760863
GnotoExpt-DTT471-S619	0.284676425914589
806rcbc396-S301	0.5618419305020887
GnotoExpt-DTT602-S337	0.3893305757938641
806rcbc480-S385	0.32590501002863953
GnotobioticExp-FP-186-S49	0.3174757234904319
GnotobioticExp-DTT-185-S195	0.4870942168613081
GnotobioticExp-FP-177-S39	0.4601444084292685
GnotoExpt-FP548-S63	0.24834368764557443
GnotoExpt-FP618-S314	0.7418048474142095
GnotobioticExp-DTT-177-S187	0.48828793139347065
806rcbc363-S498	0.548492063227872
806rcbc550-S455	0.492848172685435
806rcbc430-S335	0.4559357387374911
GnotoExpt-FP529-S44	0.250237070815227
806rcbc469-S374	0.3761360290008248
806rcbc173-S270	0.2084246093096686
GnotoExpt-DTT612-S347	0.015503404157791601
GnotoExpt-DTT460-S608	0.2377624375560046
806rcbc371-S504	0.5339178514560659
GnotoExpt-FP609-S305	0.4983283761387464
GnotoExpt-FP557-S73	0.5936506160959366
GnotoExpt-DTT548-S159	0.2655613432096052
GnotoExpt-DTT598-S333	0.04990196319519081
GnotobioticExp-DTT-207-S217	0.6170927802752474
806rcbc465-S370	0.4459027004899158
GnotobioticExp-FP-190-S53	0.30743722226079057
GnotobioticExp-FP-201-S65	0.6260865650195795
GnotoExpt-FP561-S77	0.521638148633785
GnotoExpt-FP602-S298	0.46534385940739575
806rcbc427-S332	0.4011115852334236
GnotoExpt-FP462-S683	0.38717935184567903
GnotoExpt-FP608-S304	0.44789967852337703
GnotoExpt-FP540-S55	0.5873002608532394
GnotoExpt-FP466-S687	0.49442789411230353
806rcbc428-S333	0.41084302013201734
GnotobioticExp-DTT-204-S214	0.5202465789163692
GnotobioticExp-FP-208-S72	0.5424452137164124
806rcbc431-S336	0.49535307634563797
GnotobioticExp-DTT-205-S215	0.5459209107473986
GnotoExpt-DTT457-S605	0.28900045268875474
GnotoExpt-DTT561-S173	0.5522748100211252
806rcbc168-S265	0.5712921251373017
GnotoExpt-FP600-S296	0.5632462771109662
806rcbc488-S393	0.6439585389116571
806rcbc171-S268	0.021524908718210247
GnotobioticExp-FP-191-S54	0.25693961974631674
806rcbc464-S369	0.4333100269080157
806rcbc399-S304	0.5991318317614633
GnotoExpt-FP545-S60	0.5568371136904442
806rcbc444-S445	0.5721426918329314
GnotoExpt-DTT486-S634	0.3115978148370676
GnotoExpt-DTT601-S336	0.1047363761990258
GnotoExpt-DTT530-S141	0.24862607551550076
806rcbc446-S447	0.2821485183585593
GnotoExpt-FP567-S83	0.5148548517900541
806rcbc172-S269	0.04817729349467126
GnotoExpt-FP483-S704	0.5078701358081641
GnotoExpt-FP543-S58	0.2425963887972668
GnotoExpt-DTT613-S348	0.2546269259795266
GnotoExpt-DTT478-S626	0.3566444525129269
806rcbc519-S424	0.7017021056023565
GnotoExpt-DTT463-S611	0.2256900268681214
GnotoExpt-FP484-S706	0.3697539644244824
806rcbc438-S343	0.36816024533564423
GnotobioticExp-DTT-181-S191	0.4649549268123197
806rcbc174-S271	0.6014864266296815
GnotoExpt-FP451-S672	0.48190540896025436
GnotobioticExp-FP-187-S50	0.40141424787496915
806rcbc402-S307	0.5425625460304158
GnotoExpt-DTT462-S610	0.1982990407899425
GnotoExpt-FP534-S49	0.3730532269402371
GnotoExpt-FP467-S688	0.56508991207327
806rcbc178-S275	0.22355874008357549
GnotobioticExp-DTT-200-S210	0.6498805801665163
