feature	k__Bacteria.p__Firmicutes	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Desulfobacterota	k__Bacteria.p__Proteobacteria	k__Bacteria.p__Actinobacteriota	k__Bacteria.p__Cyanobacteria	k__Bacteria.p__Deferribacterota	k__Bacteria.p__Verrucomicrobiota
Vil1.07B.FP82	5.81242490709477	2.92987166320923	3.26564804380793	-2.0435359919695	2.5273494271629	-2.50615951391761	-4.64622567741388	-5.33937285797383
Lyz2.07B.FP283.S81	5.71195498787788	2.83775739066078	1.95406527868189	-2.29052624988699	0.295185099022975	-2.74251137363005	-4.68842152268536	-1.07750361004114
Lyz2.04B.FP245.S42	5.00941441368159	3.89878018369596	0.5870496224484	0.179256224580644	-1.64809418975011	-2.58636382834304	-4.09044122511932	-1.34960120119412
Itg.20.FP508.S11	5.67046392458716	4.31053864664334	2.82398688064586	0.0910309414672322	0.41457892710751	-3.01131106714502	-4.80307053637307	-5.49621771693302
Vil1.10B.FP115	4.51788135339056	4.2358370689513	-1.63839116801867	0.368703670075788	-0.861362503478018	-1.9950661119574	-5.73273573024077	1.1051334212772
Vil1.01B.FP08	4.06527176797702	4.13964858142638	0.658907577111864	0.550539540390082	-1.74304998969539	-2.23417054238204	-5.25459542852641	-0.182551506301507
Vil1.10B.FP116	3.76755886422317	3.10657804496477	0.00906307710083451	-0.348270411478096	-1.9433195864601	-2.34554320064409	-2.11273773841814	-0.133329049288346
Vil1.14B.FP167	5.48468352123611	1.8073262165228	-0.419146789939652	0.232036191521262	1.44418972793739	-5.40275341164799	-4.70960623108804	1.56327077545812
Vil1.04B.FP46	4.65367522064274	3.09109670671967	0.987915554477749	0.678414434631329	-0.487541426101961	-3.253411198093	-5.89246852770826	0.222319235431725
Vil1.06B.FP67	4.68289097761905	4.53135588944315	0.527531410575885	0.538295777163043	1.00669211969791	-0.763846394047263	-4.91488629994591	-5.60803348050585
Lyz2.01B.FP208.S56	4.83614630008508	3.8429985290081	1.04073868197152	-0.301182827605398	-1.56969415306891	-1.70146343070003	-0.183399791949015	-5.96414330774134
Vil1.14B.FP163	4.16937563614445	3.39594400849846	-0.00311397832410657	-0.446335426840761	-0.46202202300846	-3.35635418212072	-1.79071889234501	-1.50677514200384
Lyz2.06B.FP271.S69	5.45663438881057	2.8759299185765	3.15424273812296	-1.37103353864437	0.280368572888763	-4.70323804881957	-4.70323804881957	-0.989665982115266
Vil1.09B.FP108	5.54093793432384	3.1864649626858	-0.310933467436478	0.287148601326741	1.18548943597926	-3.92430536904227	-5.62905346128069	-0.335748636556202
Itg.22.FP515.S18	5.42701733667458	5.01665671888343	0.320555200401358	0.430556095615686	-0.349602461933889	-2.45981566228048	-3.84611002340037	-4.53925720396031
Lyz2.05B.FP255.S52	5.12329908422016	4.43719112282421	0.648261394709202	1.16879583260215	-0.592380213253821	-1.45587275956101	-4.31807364049047	-5.01122082105042
Vil1.02B.FP22	4.7063521103591	3.98423518782193	1.32246591315747	0.668196320640216	-0.617515364775561	-3.39702452985992	-5.59424910719614	-1.0724605301471
Lyz2.01B.FP210.S58	7.64499361051747	3.91998757876649	1.40497444827136	-0.282679210607762	-0.299773643967062	-4.36021665451348	-3.66706947395354	-4.36021665451348
Itg.24.FP528.S31	5.53949295430946	4.46970010640338	1.31708351045187	0.388744440061537	-1.64142605261152	-0.967696957908673	-4.20637541007305	-4.899522590633
Vil1.05B.FP58	5.55388243463331	2.13460206780856	0.28893585231659	2.24135785420683	-1.461026488233	-3.10618248326918	-4.81093057550761	-0.840638661955486
Vil1.04B.FP43	3.98715542246318	3.81507120875062	0.0894659859365892	0.733090669815427	-1.72749867232187	-2.54520857552357	-5.74388169307426	1.39180565395389
Vil1.08B.FP95	5.7391085033645	2.68377939653764	1.5676721762226	0.0745839010219162	-0.660410389473529	-3.28251816077501	-5.42258432427129	-0.699631102626811
Vil1.09B.FP106	5.74379939514868	2.7161695982866	0.217974909558518	-2.30450522079391	1.86446198163239	-3.8359815917583	-5.22227595287819	0.820356880804196
Lyz2.07B.FP282.S80	5.92029595933015	3.60417524837658	1.52588467555582	-0.389811694902997	-0.650094793166663	-2.18157116413105	-3.56786552525094	-4.26101270581089
Itg.16.FP484.S87	5.23559320610025	3.92583688488061	2.30110391905443	0.224086620986098	0.575663847853161	-2.96614762791872	-3.49677587898089	-5.79936097197494
Vil1.10B.FP120	4.82885002394804	3.64752114631599	-0.860824783197479	0.413863545926855	-0.00494317911888396	-2.13317488496815	-5.61441497430384	-0.276876894602526
Vil1.05B.FP60	3.55435953486578	2.70408051532051	0.163884693432556	-0.412770910411878	-1.1481508545951	-3.10589546129741	0.456570067960865	-2.21207758527532
Lyz2.01B.FP212.S60	5.67032301891951	4.25020263416667	0.608704762271593	0.660529830136179	-1.73736544266219	-4.62773720055836	-3.93459001999841	-0.890067582274988
Vil1.03B.FP32	4.07345883070936	3.42202530163408	0.422871250306965	0.707829267682818	-1.4804339462206	-1.27051615712565	-5.70726769148878	-0.1679668554982
Vil1.09B.FP105	4.02579201642019	2.78553438198032	0.132900684898044	-0.478499828112379	-1.69328354854253	-2.43088249167331	-1.60990193960348	-0.731659275366854
Vil1.05B.FP59	5.19488617092038	2.66625308624025	1.00728814422868	2.0765789605914	-1.09659836269009	-4.07721699843403	-5.68665491086814	-0.0845360899884344
Vil1.08B.FP96	5.12938692444867	2.66056682219218	1.49882507150466	1.5679632812667	-1.0185807456763	-3.85630877008704	-5.72811094698863	-0.253741636660235
Itg.26.FP540.S44	5.29252773736925	4.6958563058347	1.3923014572987	0.34315829627524	-1.12317877251819	-1.18380339433462	-4.36185722468257	-5.05500440524251
Vil1.06B.FP68	4.13152084998008	3.59080601038723	0.921789481747711	-0.0201119022569901	-0.544275737105209	-1.52628354063638	-0.363722527367996	-6.18972263474845
Lyz2.08B.FP291.S89	5.58664593279223	4.63515413555324	0.00824396292874646	0.508019750508152	-0.919096605131994	-1.50688327003411	-3.80946836302816	-4.5026155435881
Vil1.01B.FP09	4.28974813302542	3.9214699129935	1.24224404474283	0.590407085782812	-1.54487819211312	-1.77707157894724	-5.56126121286551	-1.16065819261869
Vil1.08B.FP92	4.72486304248382	3.06365775746246	0.355531194251088	-1.17465734652887	-2.50438135616037	-2.18229785699126	-0.354947442660497	-1.92776799185637
Itg.20.FP507.S10	6.06420398917684	3.89442138029371	3.32407203671518	-0.684160833688185	0.814400829302786	-3.50752188130139	-4.6061341699695	-5.29928135052945
Vil1.04B.FP48	4.32477874769948	3.65129431764048	1.70159628526823	0.831653051129809	-0.435249263527998	-3.97781759837101	-6.17504217570723	0.0787866358682412
Vil1.06B.FP69	4.71330946945913	3.84409834009627	1.84695393027307	0.381486426751827	-0.324931090729015	-1.38241608797326	-3.1852253933879	-5.89327559449011
Lyz2.03B.FP234.S82	6.70254547993389	4.04344942873241	2.16463659129088	0.234474799203708	-0.378629673682701	-3.41358266038997	-4.32987339226413	-5.02302057282407
Vil1.04B.FP47	5.0939395712793	2.55365019904469	2.01559351856225	-1.54025567047461	0.238258572003424	-3.01835758084762	-6.27645411886911	0.933625509301682
Itg.24.FP530.S33	7.70712374994751	2.96531242826856	1.59144058714722	-0.346272794703912	-2.29218294375923	-2.51532649507344	-3.20847367563338	-3.90162085619333
Vil1.03B.FP36	4.73969637501928	3.27577830804734	1.32105597648229	0.498440654184526	-0.845059047269277	-3.35736467124539	-5.37226769178766	-0.260279903431113
Vil1.02B.FP19	4.56693340380639	4.29220725799525	0.0647323598512156	0.642708154189075	-1.44143927852817	-2.17305273991591	-5.4117311920803	-0.540357965317547
Itg.02.FP412.S12	5.75160889894019	4.83785966806447	2.14159472374888	1.09446439091591	-0.563763685687622	-3.18682067395644	-4.69089807073271	-5.38404525129266
Itg.26.FP539.S43	5.29153761273047	5.13898223095225	0.232573090172412	0.536255503970634	-1.49666602207431	-1.22041264544615	-3.89456129487268	-4.58770847543262
Itg.18.FP491.S94	5.49354120559096	4.70809502251479	1.10197249582496	0.672003864660883	0.510851989374641	-2.39604907047273	-4.69863416346678	-5.39178134402673
Itg.16.FP481.S84	5.40100868278495	4.68709618788819	1.79076370435712	0.473754997627748	-0.224871648696823	-1.96314243297389	-4.73573115521367	-5.42887833577362
Vil1.03B.FP33	4.1655350119181	3.16078999649682	0.947259470650174	0.919989820742873	-1.91908864276574	-0.808428015581456	-5.92642182799821	-0.539635813462567
Lyz2.02B.FP224.S72	5.94544688961469	4.5150096755941	2.0159950325439	0.581394066258201	0.354436142868521	-4.70180966247979	-4.00866248191984	-4.70180966247979
Lyz2.05B.FP259.S56	5.31034714336816	4.09017840331049	2.46400369852087	0.892852925003836	0.413670240999104	-4.39035080373415	-4.39035080373415	-4.39035080373415
Itg.04.FP422.S22	7.45036180626588	3.40292674151534	0.021365334370047	0.0701554985394791	0.58098112230547	-4.07297922785205	-3.37983204729211	-4.07297922785205
Itg.20.FP506.S9	4.86637328009574	3.61403880163541	0.901320028116764	-1.04170965807319	-1.65120680934622	-2.57992006121893	1.93676038280908	-6.04565596401865
Itg.08.FP445.S46	4.90663117781716	3.9467130100722	1.38521281759034	-0.350976800482909	-0.936603637331598	-2.52681018783781	-4.87818544500129	-1.54598093482608
Itg.24.FP529.S32	5.35694713860542	4.32313667910291	1.68293784697094	0.094194525779671	-1.08596762985255	-1.0288092160126	-4.32464608201693	-5.01779326257687
Vil1.09B.FP104	4.09219903697288	3.11698337821877	-0.24757439103672	-0.496374675944293	-1.77392442342212	-2.85911369175809	-1.85115577135811	0.0189605383276724
Itg.26.FP544.S48	5.74173821324491	4.8595719230307	2.66507117494841	0.833686440283824	-0.172943458672635	-4.87342382446505	-4.18027664390511	-4.87342382446505
Lyz2.08B.FP292.S90	5.08030672580276	4.00284373613203	1.02635022448595	-0.171543533763609	-1.30092748109847	-3.38036902277831	-4.07351620333825	-1.18314444544209
Vil1.10B.FP119	5.5839582734419	2.06222817582529	1.38414404157644	-0.548564595620341	0.178429490313461	-3.43566302817154	-5.57572919166781	0.351196834302604
Vil1.04B.FP44	4.00806673451807	3.58939175634767	0.135572986570137	0.681084168324018	-1.27052400184593	-2.01847941890087	-5.58801211538224	0.462899890369158
Vil1.13B.FP152	4.5449908363724	4.84671085347184	-1.29829847565868	1.23476321601637	-3.23624045506481	-4.18070206390566	-5.43346503240103	3.52224112116957
Itg.10.FP460.S62	6.05338487114404	4.55557554019727	2.05534918869995	0.309291872952753	0.110337916109656	-3.85995399744247	-4.26541910555063	-4.95856628611058
Itg.20.FP504.S7	5.27881923786904	4.6152639168178	1.6627217962822	-0.0429000400048252	-0.369802825609887	-1.07637302650197	-4.6872909391462	-5.38043811970614
Vil1.07B.FP79	4.70338724106907	4.75368389501662	0.637585560755478	0.970105223060868	2.24227850580535	-2.81833672059592	-4.89777826227576	-5.59092544283571
Vil1.14B.FP164	4.09518743209595	2.98792055537422	-0.228120324294164	-0.627053730539113	-0.555460077352104	-3.68732452523068	-0.207367309707873	-1.77778202034624
Itg.06.FP434.S35	6.60399304918166	3.0840874013175	3.01941419097507	-2.12194153114006	1.52254596722702	-2.66848523750813	-4.37323332974656	-5.0663805103065
Itg.18.FP496.S99	6.71930216693858	3.36251375148162	1.63839717041029	0.335957119727258	1.17075481735023	-4.40897500863599	-4.40897500863599	-4.40897500863599
Itg.24.FP531.S34	7.54924629141438	3.01456985930572	2.02633105401327	-0.757765275077989	-0.364722686968381	-4.05360214108232	-3.36045496052237	-4.05360214108232
Itg.24.FP527.S30	5.13098161791366	4.25124453436073	1.37597157186391	-0.0369910363381423	-1.13560332500625	-2.03847103654827	-2.80061108859516	-4.74652123765048
Lyz2.07B.FP279.S77	4.52468094477529	4.71156488191684	-0.223867824058148	0.939282985747533	-1.27368994855683	-0.734693447824138	-3.6250652057203	-4.31821238628025
Lyz2.06B.FP269.S67	5.16920940425817	3.63392063017885	1.1675709654834	-0.795680658608401	-1.69176868316504	-2.20259430693103	-3.99435377615908	-1.28630357505687
Lyz2.03B.FP231.S79	5.98210131743258	4.88395101451485	0.0590239579281308	0.837693311926238	-0.479972542804556	-1.84606419660693	-4.37179284091518	-5.06494002147513
Lyz2.07B.FP281.S79	5.21541616070402	4.20958702823823	1.25184545538232	0.398612859475304	-0.619956721519269	-2.00625108263916	-3.87805325954075	-4.5712004401007
Vil1.09B.FP107	5.38595756902818	2.56463947944428	-0.407691863945098	0.00904732073628444	1.42914357734562	-2.91321780093583	-5.803589558832	-0.264288722841421
Itg.08.FP443.S44	5.58122785052614	5.2200806165611	0.598009524482095	0.649302818869646	-0.492538204349284	-2.42647216235788	-4.21823163158594	-4.91137881214588
Itg.02.FP410.S10	6.60710772014751	3.8180129163998	2.95884125229724	-2.58745164126618	0.724133581706285	-2.45392024864166	-4.5333617903215	-4.5333617903215
Vil1.04B.FP45	4.09377798037936	3.51769716481556	0.594524863627277	0.534959003159084	-1.27927332192103	-2.0677306822853	-5.62307874377471	0.229123735999761
Itg.06.FP436.S37	5.64919024231849	4.94186871875017	2.68971533503496	0.817913158133367	0.657289963800491	-4.91865913934583	-4.91865913934583	-4.91865913934583
Lyz2.05B.FP256.S53	4.59732738190116	3.89038390577502	1.28105184821956	0.733166400069624	-0.738285769390573	-1.36689442881295	-3.85180107860095	-4.54494825916089
Vil1.03B.FP34	5.55168673092242	2.77570006853795	0.604640658940922	0.425557097420742	-1.43766133578946	-2.53627362445757	-5.02118027424557	-0.362469321329446
Vil1.07B.FP83	4.9355213393023	2.9767518319144	2.19491457663974	-0.794165787685949	1.82335102020725	-3.50775616916377	-5.99266281895177	-1.63595399226218
Vil1.01B.FP12	4.90630691327324	4.40498909584332	2.19273364641122	1.30325566199092	-0.919655853504899	-5.98225088653187	-5.28910370597192	-0.616274871510014
Itg.12.FP469.S71	5.38465653506127	4.22400145146665	2.03586663060686	0.267776905464714	-0.494363146582182	-1.34166100696939	-4.69156509424399	-5.38471227480394
Itg.26.FP543.S47	5.31744322532304	3.75178966720363	1.10456312533967	-0.173934665324517	-1.76171108097744	-1.72661976116617	-0.724467738685621	-5.78706277171259
Vil1.10B.FP117	3.85341854858856	3.53776717328132	0.392622317734852	-0.340530197438792	-1.507770992496	-2.80523413990927	-3.10633923269319	-0.0239334770674703
Itg.06.FP433.S34	5.5038656381458	4.36401927943621	1.21954335135859	0.266006240634875	0.0299592844847574	-2.06255433876243	-4.31384613736893	-5.00699331792887
Itg.26.FP542.S46	6.39200343517328	4.49948041906695	2.68239239384701	-0.712804112542005	-0.425122040090224	-2.99007139755176	-4.37636575867165	-5.0695129392316
Lyz2.02B.FP220.S68	5.06372386398356	4.23667753636838	0.379015511200449	0.0551681622805986	-1.23658891614932	-1.89927688922455	-5.11815271409275	-1.48056655436637
Lyz2.05B.FP257.S54	4.60934571014914	3.24738142996619	1.55839610879867	0.0278904097540737	-1.13423528463636	-2.20058671108625	-4.55196196824973	-1.55622969469574
Vil1.08B.FP94	5.69357670168738	1.86485625693928	1.96839693588012	-1.08932701370184	-0.0142452224439217	-3.46423276827551	-5.25599223750356	0.296967347418053
Itg.16.FP482.S85	5.74976699579253	4.27754124745765	2.75115950461662	-0.219830997835373	0.650474620796959	-3.09902945513341	-4.70846736756751	-5.40161454812746
Itg.02.FP408.S8	4.99827368542856	3.89464834211652	1.02317382440173	-0.00971179056605308	-0.914617200215083	0.084904185808796	-4.19176193320726	-4.8849091137672
Vil1.02B.FP21	4.53682811056263	3.90762622719293	1.14928610023858	0.496846294449779	-0.927294209160226	-2.06672849234859	-5.39893300252379	-1.6976310284113
Itg.12.FP471.S73	6.36648526147724	4.23923401841295	2.2190779155843	-0.854327396287911	0.630767549576073	-3.23695519695549	-4.3355674856236	-5.02871466618355
Itg.16.FP479.S81	5.09661012448849	4.26213731882545	-0.193539649541877	0.529021416224361	0.961493725743837	-1.85925839787457	-3.29961998026473	-5.49684455760095
Vil1.05B.FP55	3.93842439198479	3.86550280032376	0.102456595177164	0.286479314842391	-1.11025652699792	-0.995021263420333	-5.98545385019907	-0.102131461710791
Itg.22.FP516.S19	5.41600901123503	4.28218554119174	1.5031845935457	0.492666519006053	-0.77056774935661	-0.967735814267559	-4.63129746039721	-5.32444464095715
Itg.04.FP420.S20	5.38080525741197	3.98455849150095	0.357805771060764	0.0779668760700089	-0.77280924869352	-0.748711697114459	-3.79323413483788	-4.48638131539783
Itg.10.FP456.S58	5.64455897458523	4.35578079237847	1.06697817591126	0.360960804830779	-0.507280229401668	-1.81068693071579	-4.20858220351416	-4.90172938407411
Lyz2.08B.FP294.S92	5.26184846952599	2.89234818079896	1.92468518430899	-0.286456118627359	-0.259787871545198	-3.89737403127158	-4.30283913937975	-1.33242467381005
Vil1.13B.FP156	5.20534441947721	2.58328497392998	-1.83442547740804	2.25364947180047	-0.715193901537192	-5.30016138020776	-4.60701419964782	2.41451609359316
Itg.18.FP492.S95	5.61923653512532	4.43814588294076	1.92821094810298	0.65572347425983	-0.142341646159614	-2.06636908396542	-4.86972946487195	-5.5628766454319
Vil1.06B.FP72	3.94375298102332	2.91741691765948	0.700199018591709	-0.223911525984536	1.18593506671492	-3.17397376270534	-3.17397376270534	-2.17544493259421
Vil1.02B.FP24	4.94702449406557	3.90294132341534	1.15066061316642	1.07966306342709	-0.485613953221243	-4.06116472202818	-5.31392769052354	-1.21958312830144
Itg.12.FP468.S70	5.23857956244071	4.27767635027239	1.47438761030151	0.417448018033973	-0.593302914842802	-0.975672308156317	-4.57298456874476	-5.26613174930471
Lyz2.05B.FP260.S57	5.29022860349351	3.40278958342373	2.16052733997478	0.94862755979589	-0.867651526606484	-4.71779912831654	-4.71779912831654	-1.49892330344834
Itg.12.FP467.S69	5.25252857850457	4.70143569572892	0.603099112237284	0.441364189051718	-0.27397090648359	-0.769950022132586	-4.63067973317318	-5.32382691373313
Itg.20.FP505.S8	5.42446842864	4.39618103410988	1.86721439452785	-0.0882804924404481	-0.83924724388922	-0.913355216042942	-4.57691686217259	-5.27006404273253
Vil1.14B.FP166	6.1985545309078	2.39956610362258	0.355696027727613	-1.44687435760466	1.71566113302746	-5.27551575409375	-5.27551575409375	1.32842807050672
Itg.04.FP423.S23	7.7981941743525	3.86638934040521	0.914497571884837	-1.11060961883167	0.944499822188636	-4.36870615685315	-3.67555897629321	-4.36870615685315
Itg.22.FP517.S20	5.41023766452176	4.13224015381765	1.89407884385079	0.385256991334151	-0.91532385151171	-1.27199879545044	-4.47067191300112	-5.16381909356107
Itg.12.FP472.S74	5.31989858748116	4.60510101688878	1.30735533303742	-0.359240993236631	-0.756337851674279	-3.05892294466832	-5.13836448634816	-1.91948866147996
Lyz2.06B.FP268.S65	4.86788698123936	3.58462705869206	1.15693318977586	-0.962098819174989	-1.73528870740847	-1.37528597337706	-4.03787380040252	-1.49889992934424
Lyz2.03B.FP233.S81	6.00743604520986	4.98761419072742	2.29641594797478	0.711799688714496	-0.720707515560526	-3.92616032009659	-4.33162542820475	-5.0247726087647
Lyz2.04B.FP246.S43	6.29510727374637	2.24414450901793	1.217569234218	-0.776280377126432	-1.10652206399701	-4.24201627992616	-3.54886909936621	-0.0831331965664863
Vil1.14B.FP165	4.34538366090969	3.44501297456106	0.317342153171931	-0.317776386146253	-1.03524656184642	-3.08483514037657	-2.45231258163306	-1.21756811864037
Lyz2.02B.FP221.S69	5.772637248463	4.80123971394551	1.31549807222345	0.49219656420457	-0.661867028999754	-2.42765101182455	-4.29945318872614	-4.99260036928609
Vil1.07B.FP81	4.28746117057506	3.98808661865638	1.61224385954536	-0.0948325224526566	0.802475758509208	-2.80931361388516	-5.55015363781036	-2.23596763313783
Lyz2.06B.FP270.S68	6.10882904645989	3.05067445994641	2.31635508349685	-0.139213828048537	0.0633104360629368	-4.03103412615916	-3.33788694559922	-4.03103412615916
Vil1.07B.FP84	3.71425821300392	2.86715526539386	0.556726018376768	-0.154076097421898	-0.0924042767664025	-3.15747124372146	-1.73343655461872	-2.00075132424607
Lyz2.04B.FP247.S44	6.75594011221964	2.96125734152357	2.04056454824878	-0.387183687699274	-0.674865760151055	-3.56523751804722	-3.56523751804722	-3.56523751804722
Itg.06.FP431.S32	5.39112088500118	4.88393296279806	0.660374038628029	0.459124471948556	0.0942265488293911	-2.98768342096565	-3.90397415283981	-4.59712133339975
Lyz2.01B.FP211.S59	7.2494323521746	4.45831777590918	1.28606106324556	0.0547428050290976	-1.15918033015001	-3.46176542314405	-3.86723053125222	-4.56037771181216
Lyz2.06B.FP267.S64	5.02816053118091	4.2064083533651	1.40716836524618	-0.384591103981879	-1.22015862458359	-1.58561839807806	-2.33939020045444	-5.11197892269422
Itg.02.FP407.S7	4.93684354757469	4.34332066765926	0.22602717245161	0.405368101107427	-1.49673942528949	-0.123023846376463	-3.79932451828354	-4.49247169884348
Itg.04.FP419.S19	4.38647457810696	3.46997189201413	0.277506283004877	-0.646881659101897	-1.56724571636369	-1.3986230039279	0.937863640741832	-5.45906601447432
Itg.08.FP448.S49	6.20563764323391	5.04419477577339	2.04335339550952	0.770656212113336	0.0223226159860995	-4.92643727439207	-4.23329009383212	-4.92643727439207
Vil1.13B.FP151	4.95259222335031	5.18679911301501	-1.69655838170548	1.72074786885565	-5.36012002783513	-3.28067848615529	-5.36012002783513	3.83733771831004
Vil1.01B.FP10	5.54980058513405	3.41762135296971	2.72328898708585	-1.44902512939437	0.133120640751718	-4.30165655930769	-5.4002688479758	-0.672881029263461
Itg.04.FP424.S24	6.48265427668899	3.39500735259175	1.04575503359893	1.06181963610274	-0.386095859123325	-3.36502101436094	-3.7704861224691	-4.46363330302905
Itg.08.FP446.S47	6.1815301379586	4.82889691160202	1.69340269567287	0.526471163027288	-0.185025156200854	-4.57947431087329	-3.88632713031335	-4.57947431087329
Vil1.06B.FP71	3.57423255353553	1.75794529505646	0.930844893662301	-1.08664923969112	0.160052369477836	-3.24895755192111	-0.0395380622949476	-2.04793025782493
Lyz2.01B.FP207.S55	5.3423360135279	4.84697404271376	0.550725779259879	0.253474255791948	-1.03518163576403	-1.05871213317422	-4.10323457089764	-4.79638175145759
Vil1.13B.FP155	5.09263971669527	1.58467497200372	-2.69927450040345	1.08251992278886	0.0157687361897354	-2.50821926364074	-5.64371347956989	3.07560389593649
Lyz2.08B.FP295.S93	5.50371582096023	2.45632759557256	2.44660789288458	-1.13616001286631	-0.0196901067981931	-3.64846563684242	-4.74707792551053	-0.855257627399907
Itg.08.FP444.S45	5.40082619560811	4.91840660974474	0.803110435036865	0.633090749149206	-0.812863448377021	-1.78824309662118	-4.23059013199039	-4.92373731255033
Vil1.13B.FP154	6.81480212516743	2.02970922898748	-2.15200896344321	1.44112543371234	-3.34159303031705	-3.34159303031705	-5.28750317937236	3.83706141558242
Vil1.14B.FP168	5.21704497894921	2.0318329219011	-0.86347711763565	0.0665798100026528	0.654800408519739	-3.86915972204281	-4.78545045391696	1.54782917422273
Vil1.03B.FP31	4.01294872489604	3.72804863186172	-0.385687964343465	0.784213408071946	-1.64710899558195	-1.62986718914744	-5.69889394338525	0.836347327628406
Lyz2.03B.FP232.S80	6.05943091893914	4.86612323428445	0.354580434266467	1.02596133834446	-0.980420632465873	-2.0433148385319	-4.2946066371384	-4.98775381769834
Lyz2.03B.FP235.S83	6.87121909803248	4.74717701016314	2.67334820538826	-0.496447939720705	-0.00689971440199951	-4.82718128000704	-4.13403409944709	-4.82718128000704
Itg.18.FP493.S96	5.18879644636888	4.35449305202216	2.18266296684649	0.612804040693049	-0.346695445512343	-1.91791214512625	-4.69050086736603	-5.38364804792597
Lyz2.07B.FP284.S82	5.06463191215118	3.52533960908384	1.39302487612633	-0.275398191328782	-0.655861997231529	-2.85308657456775	-4.6448460437958	-1.55380359043749
Itg.10.FP457.S59	5.40368654558405	4.41443856482724	1.30115305388782	0.106491760113957	-0.380236312072973	-1.10564435485114	-4.52337103846451	-5.21651821902445
Itg.10.FP459.S61	6.9071043176859	4.53839192453696	1.81836772177193	-0.301895814428164	0.648296469121673	-4.76780393308275	-4.0746567525228	-4.76780393308275
Itg.06.FP432.S33	5.44963379022591	4.9046951161946	0.485984533319626	0.690245896912506	0.493153022798239	-2.4335863792688	-4.44848939981107	-5.14163658037101
Lyz2.01B.FP209.S57	5.16669600007563	4.00631852276873	1.70734618574243	0.130509434683728	-1.44188720607002	-1.41941435021797	-2.92349174699424	-5.22607683998829
Itg.12.FP470.S72	6.44653386635024	4.08848775594633	1.65373555838878	-0.271555303463795	1.44307504327636	-3.95206650790721	-4.35753161601538	-5.05067879657532
Lyz2.07B.FP280.S78	4.98506830276508	4.24466823735459	0.61201033807396	0.67069383990205	-0.830796233309273	-1.19079896734068	-3.89884916844289	-4.59199634900284
Itg.10.FP458.S60	6.49534375505631	3.40910201703092	1.19616283059623	-1.38621616200059	1.06724896195259	-4.94156422349	-4.94156422349	-0.898512955655454
Lyz2.08B.FP296.S95	4.42360208251218	4.18423139644278	2.09832323538883	-0.00478805037690935	-0.343658369682135	-4.02416957412555	-4.42963468223372	-1.90390603792546
Itg.16.FP483.S86	5.602772014804	4.28392161755744	2.87800736199475	0.313998826881286	0.619251784584919	-2.99166612805931	-5.00656914860157	-5.69971632916152
Lyz2.03B.FP236.S84	6.24911082772017	4.83543778040951	2.07276290320203	1.13461337751538	-0.0208323859159005	-4.7570308343104	-4.7570308343104	-4.7570308343104
Lyz2.02B.FP223.S71	6.99906763227548	4.48801921467623	1.3926120139008	-0.992809084672392	-0.0408002701961578	-2.9852392493626	-4.08385153803071	-4.77699871859065
Itg.02.FP411.S11	6.50678716796806	4.74070702746504	2.65467803535623	-1.20769506142809	0.00405988333989945	-2.65852794368555	-4.67343096422782	-5.36657814478776
Lyz2.05B.FP258.S55	5.27493131263984	4.13345000323298	2.1572614948714	0.763343208640854	-0.17096602873598	-3.12847708946977	-4.51477145058966	-4.51477145058966
