# Constructed from biom file
#OTU ID	TL1a_FP_162	TL1a_FP_234	TL1a_FP_198	TL1a_FP_132	TL1a_FP_90	TL1a_FP_288	TL1a_DTT_90_Repeat	TL1a_DTT_198_Repeat	TL1a_FP_270	TL1a_DTT_270_Repeat	TL1a_DTT_234	TL1A_FP_678	TL1A_FP_630	TL1A_DTT_630	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0	46.0	25.0	6.0	0.0	698.0	0.0	0.0	21.0	0.0	1.0	0.0	15.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.0	7.0	23.0	0.0	0.0	76.0	0.0	0.0	5.0	56.0	6.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	160787.0	85298.0	52365.0	60860.0	9117.0	67673.0	3885.0	23559.0	73545.0	31216.0	31659.0	4632.0	8763.0	14221.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.0	5.0	1.0	9.0	369.0	0.0	18.0	0.0	11.0	0.0	1.0	0.0	0.0	16.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	11.0	5220.0	22546.0	464.0	4907.0	25297.0	21.0	665.0	1508.0	9699.0	2199.0	82.0	57.0	10.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	9763.0	373.0	229952.0	5545.0	4852.0	8306.0	8515.0	13951.0	4207.0	32077.0	4092.0	1516.0	4750.0	2490.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales	308.0	57.0	532.0	228.0	355.0	1087.0	0.0	62.0	474.0	156.0	144.0	113.0	89.0	51.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	7.0	214.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	2616.0	2010.0	0.0	356.0	300.0	103.0	49.0	0.0	609.0	1362.0	52.0	42.0	58.0	154.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales	1062.0	28.0	1.0	0.0	572.0	308.0	50.0	0.0	37.0	225.0	0.0	467.0	141.0	608.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0	6.0	205.0	57.0	9684.0	53.0	378.0	185.0	406.0	550.0	22.0	24.0	0.0	6.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0	0.0	908.0	0.0	12.0	42.0	28.0	31.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	27534.0	66.0	2158.0	8.0	18901.0	154.0	328.0	0.0	1223.0	369.0	1329.0	3260.0	857.0	2135.0
