#OTU ID,SLCdtt163,SLCdtt164,SLCdtt145,SLCFP148,SLCdtt150,SLCdtt167,SLCFP164,SLCdtt149,SLCFP166,SLCdtt146,SLCdtt148,SLCFP163,SLCdtt168,SLCFP150,SLCFP167,SLCFP145,SLCFP165,SLCdtt165,SLCdtt166,SLCFP146,SLCFP147,SLCdtt147,SLCFP149
3c4d4ee2a76611c10e6d968cbb139b0d,0,0,0,2,0,0,0,3,0,3,11,0,0,0,0,3,0,0,0,4,0,9,0
f0711e2c91ed3101e810bfdad130849f,70,7,3,21,4,0,27,1,0,3,26,19,4,0,0,36,24,13,0,22,27,20,0
0da7333e379b780a39d305d935692a95,0,0,113,0,0,0,1,3,2,0,0,0,0,3,0,0,0,25,0,0,0,0,0
2da7ea845bb72e8eb58d649348bf057a,186,116,284,97,16,25,64,44,4,24,234,58,67,27,2,38,78,144,11,77,66,166,0
7186c67c129c329bce7d6c988267b231,110,138,157,112,21,16,47,20,0,44,114,68,7,5,0,16,97,83,4,95,92,108,0
8f139f903db65b737165fab17b843584,33,51,134,92,29,0,14,41,4,119,438,22,18,39,0,44,13,70,3,178,77,359,0
5fc2d4103e27f399113f1fc7c954ef66,631,253,130,345,70,46,566,16,12,50,518,669,85,24,1,353,400,738,8,273,239,431,0
01ac8dc658ac5b92afc9837f747e74dd,136,21,22,119,2,0,52,5,6,6,65,72,7,23,2,108,58,33,0,70,63,74,0
46864a6aa122ecb439eb59a3c0542ee6,27,37,10,21,3,0,11,10,0,7,95,14,10,107,2,32,6,48,2,38,25,52,2
48fe77b828ac410d9e0effc44fbeb57e,374,419,194,120,25,31,135,30,26,20,117,117,99,5,5,20,125,247,16,75,63,114,7
77eb2f8589e0e143883648e11bde2a31,4,0,98,296,6,7,0,14,0,159,177,0,6,9,0,45,0,0,0,268,211,125,0
e16b103da2aa64c71cfe99afc4405912,10,0,65,32,9,4,0,7,0,38,119,0,8,39,0,12,0,0,0,72,19,94,0
4938367aefb076da9af1836d7df30ae0,47,29,273,37,6,23,24,19,3,45,173,30,22,59,0,76,24,83,7,24,33,120,4
0789b8bf342cad7160cfe6e2e074f034,106,45,11,56,0,3,51,7,0,18,59,46,7,11,0,11,88,49,0,34,48,47,0
17bccd87573679acdd1eda74fc49bde7,58,86,90,42,2,4,26,4,0,32,141,13,22,0,0,24,28,67,4,38,24,104,3
d33d037914391243a664e78b0865819d,494,68,131,299,85,26,85,21,34,68,602,145,55,10,0,312,84,147,5,245,210,471,1
ccd31353e129fad1e0c6c09602372b4f,56,44,95,233,12,7,107,18,0,22,122,159,18,7,0,59,157,136,7,120,138,71,0
598a513a3552c092cd8b71a429c45ab1,1118,4,68,58,342,26,0,7,55,0,0,0,37,9,5,0,0,0,13,0,67,0,10
e4ae4cec17a77f39596e9265b12960a9,32,16,0,0,0,0,11,0,0,0,0,31,6,0,0,0,5,40,8,0,0,0,0
f75f1091527cd2a1a4c96eba1f735466,5,187,0,39,0,0,19,0,3,26,245,5,0,3,2,0,31,93,0,17,33,193,0
8f2b821cd45696bb55b164853a1917c3,97,61,36,50,3,31,63,8,0,9,78,94,11,0,0,79,58,153,8,87,38,66,0
d5971448f3dce06f45cfd35f968de816,14,29,13,11,5,0,7,2,0,14,40,5,5,3,0,10,5,26,0,24,6,21,0
129b6be40468479296a0dbf86e842c80,0,0,0,0,0,6,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0
59cb2b356649752e276dd7f74cee4321,87,0,0,0,0,0,3,0,2,0,0,4,0,12,3,0,0,4,5,0,2,0,0
2e11ee45d4ccab0775222da825d3bd42,11,225,232,151,58,6,78,29,5,139,207,70,25,38,2,19,102,111,4,225,99,158,3
c3bdd500bfba25ea4c753e8d815ef903,10,7,9,7,0,0,0,0,0,10,22,0,18,0,0,4,0,5,0,5,7,10,0
7dbd92a6ef1fb4362d5a0db983b58142,0,0,0,0,1,0,0,0,0,4,9,0,0,0,0,1,0,0,0,0,0,5,0
df4ca25fd346713ef43d2c727b2ef78e,492,581,556,477,3,9,101,5,7,183,1048,66,11,21,5,161,70,548,2,432,299,887,7
b92f84c206887ecd667f142dd3606ac3,289,148,196,814,91,41,306,40,5,120,1217,509,76,83,3,672,250,482,17,618,514,1011,4
594b20915c3abfcb209ccf738fb7122b,75,35,0,0,0,50,30,0,18,0,2,34,31,12,0,2,36,35,4,0,0,0,4
4a82bd4ce156dbdc137b21a1d7e75f93,310,31,0,53,4,0,60,0,11,8,56,62,8,21,0,77,57,75,2,52,29,44,0
a5641950b2a3a47827849d91242f0ead,71,109,144,129,4,0,44,7,3,35,194,45,32,160,4,48,37,109,7,135,86,130,2
0e1ed618e78c277a6e33fd639749410c,18,35,4,1,0,0,15,0,0,6,15,8,4,5,0,3,10,38,0,11,0,19,0
55fa67427af49d0e149b71f3e492fc2f,21,35,0,2,11,0,14,0,0,7,11,10,0,0,0,0,13,40,0,32,0,8,2
7f2a284a722c1b4a8d548cf5635d9d6e,0,0,0,0,0,21,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0
37e0f2e7c7ab2a2f738b92a61085aec0,143,144,143,125,12,0,40,4,0,51,306,23,0,0,2,19,22,164,0,126,89,203,4
ecf230510d1971a534faa0e043618fa1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
05b3c5e6170d8f2a2028b41de2e4fbfa,34,32,35,15,0,22,11,0,0,10,55,8,7,29,0,28,9,56,0,19,18,37,0
faf82edd7b4917abc7158d7152136723,12,21,4,7,0,0,13,0,0,4,3,8,4,19,0,2,6,23,4,3,5,4,0
b5c61551098444f976845a271dd33f4f,33,51,0,10,0,0,0,0,2,8,25,1,5,0,0,0,0,9,3,6,8,23,0
1c49d51b2fb93e140ae5b7244034d346,318,193,188,185,84,61,105,25,33,60,221,54,22,3,0,29,155,219,22,205,111,166,5
a8bb13e9e2b548216ed9a9619c1767a0,88,64,119,126,14,9,40,9,0,23,98,22,0,10,0,16,41,15,0,103,78,106,2
bf5b6d2bedc4f3f44c7d707821b0f12b,4,29,15,24,6,7,26,0,0,16,54,27,5,13,0,9,27,26,0,34,26,28,0
99417dd633fa8ea2fc2d6f5bfe6b3582,0,209,95,47,0,0,28,4,1,37,141,5,0,0,0,16,29,62,0,11,15,120,0
4d3f43a33945f3299f8517e31869324b,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0
ca36cc60802278a626b2d36b8da83ae6,0,35,29,14,4,0,5,11,0,14,39,5,2,14,0,6,0,34,0,30,7,35,2
0dc69705aa39eb92e3dc26eed8d677c6,0,27,32,5,15,0,4,4,0,12,31,0,0,6,0,0,3,22,0,11,7,24,0
263274421870217476d2449c7184e666,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0
2f7c13322a20964e09b36ed3971078af,29,7,17,29,0,0,9,0,0,5,21,18,0,0,0,21,9,9,0,32,26,23,0
0d1b4cdc41a51d019759c85b5795aad3,41,0,27,30,1,0,3,0,0,19,45,9,1,1,0,14,1,30,0,35,11,60,0
33724dd8ccf73f1038563faea4af37e1,2,0,0,6,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,3,0,0
eed1fc5eb0bce8bd66c17ebdae90fd3d,97,581,0,23,22,10,212,4,12,10,8,455,8,2,8,3,311,163,5,0,8,0,0
6f0b4058c92e83c77533a218739a0e38,66,19,0,9,28,54,8,10,2,4,15,10,40,17,6,14,7,14,11,8,10,12,9
95567a20354fa3a584ecf4f0ab229ef6,89,58,114,15,12,0,17,8,2,25,29,7,22,10,0,19,7,82,4,30,15,22,8
87ab9c664033e00f6b64f2afc71a6d90,32,10,46,66,20,0,22,9,0,15,51,17,0,4,0,38,17,11,0,66,52,37,0
c739108a8fb66e778057d21c15128eaf,0,3,32,27,12,0,7,7,0,11,30,8,4,9,0,7,7,8,0,32,28,31,0
7fd2dbaa8c8b59e687ce1cf9edb857dc,153,43,87,305,153,21,81,437,24,65,608,100,20,26,55,555,170,169,57,342,78,464,7
3fe14ce999e55699a86d72419a790dfe,0,3,18,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0
fe74cb6ed6d5951071824943319e1724,19,96,80,153,10,4,14,4,0,209,462,16,0,0,0,82,16,26,7,120,125,321,0
d9906b96d62c7bddd86a716ff2c636c3,0,0,7,0,0,0,0,6,0,3,12,0,0,0,0,0,0,0,0,6,2,12,0
30f0b16d39680d27d771da5b475ce546,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0
fd127481a7a3b20d6d476f8d15c8b746,114,60,127,22,0,0,0,0,0,36,199,0,2,0,0,14,0,55,0,51,15,152,0
d094187a25af8eacc92b8d88ae38c4a7,0,5,4,2,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,8,5,5,0
3e514d4fe509d063c262ab3e3b224da1,0,2,0,9,6,0,3,0,0,4,1,0,0,7,0,4,5,0,0,2,5,4,0
3d54a53e5412fd82769620a4792a9b31,38,21,5,29,0,0,8,0,0,8,21,24,11,0,0,10,15,14,0,23,14,11,0
0f7e30a9c413799c28abaf3bf8186888,1747,11266,664,25,17,36,265,31,90,672,244,119,32,4,130,125,71,1002,83,52,20,190,10
5c541acda69aad587e3dcc07218c340f,0,0,0,0,0,0,0,1,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0
fd7e1ff108a3eaf3f64eaaa5faf590af,49,37,110,54,2,0,21,6,0,22,102,13,11,23,0,26,22,73,0,50,27,81,0
40b3ea35e2f5ce567e639342f33d8e2a,0,2,26,12,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,6,2,2
dae1fbaad10a121a9e71c35d8c230bc2,0,0,0,10,0,0,1,0,0,0,16,0,0,3,0,4,0,4,0,10,7,10,0
dbec9c5165f7fd71fcfcee0766f056e9,54,0,39,27,3,0,1,0,7,8,17,0,0,0,0,9,1,0,0,26,25,10,2
3a863e8d613146295f1169d6d3e462e8,67,12,64,10,6,0,16,6,3,1,25,18,14,7,8,22,7,17,20,22,5,18,0
078bfc045d02b9ec7a37cbfe330c6063,726,1418,0,0,0,1706,1296,0,1955,0,0,1203,1175,0,1129,0,1664,1702,1068,0,0,0,0
80f2643f29f72653e1dcb14d6a129d8b,840,2027,2460,1875,851,52,112,711,22,2874,2522,51,138,211,22,1054,100,752,75,4106,1221,2237,52
772ad2feb9f19ddeace71e8e2e707858,85,0,97,0,9,285,1,0,2,0,0,0,571,7249,0,0,1,0,0,0,0,0,2
178d4eb06bd14fca2d3c300f9f05e384,246,1010,79,129,82,75,257,25,55,59,442,330,153,31,68,133,236,1541,53,123,85,359,68
c50f108c7f26f34cb8226f54985908be,897,1475,1026,1639,375,215,1238,445,242,434,1652,1204,438,0,139,255,1873,966,105,1597,1158,1372,1343
5b74065cc4963be8f6447b2c9ffcbc87,0,0,29,69,3,29,0,16,2,60,127,0,0,2,0,19,0,5,5,104,59,129,0
eee9bab26577ab7978a3c7bb4a082922,874,270,2361,349,3808,724,236,5476,2600,156,1074,335,548,30,8501,2643,226,506,690,954,192,796,3165
db1ea7350f45b6b1c577ee65fae969c4,202,344,258,434,51,9,218,42,14,118,444,221,29,63,3,132,148,288,15,515,361,520,6
e10905e9870f08c9b02a8165eab1723e,0,0,0,0,10,0,0,0,0,0,0,0,49,519,0,0,0,0,0,0,0,0,0
b818498a79e2d7a40cdaf0d29b43c7c0,103,192,56,17,108,16,53,4,0,7,24,48,41,165,2,5,58,79,6,20,11,25,0
ba78f5950dfc8ca2138232ac1893ca13,287,668,0,0,0,0,330,4,5,0,0,312,70,0,6,0,235,605,24,0,0,0,0
bf0c4ab9e25d5cb0066ba56a34272e6a,161,702,76,52,25,16,32,43,2,59,209,38,70,0,0,26,23,491,7,100,28,227,0
53cbcf217d083ac12d3827598de4e750,196,57,79,55,13,14,45,13,31,25,104,36,50,31,0,29,62,75,7,73,53,79,4
0c5a72804d13bb1ad0f488d9565364aa,17,112,244,96,5,0,11,0,0,42,104,15,0,0,0,24,10,83,6,81,67,93,0
7af0894d365728994d20f8f22143f8e3,48,12,0,15,0,0,6,0,1,8,24,4,2,2,0,5,0,26,2,11,8,23,0
10fe28dfed336a54e53861839b30278a,0,0,115,336,3,0,0,7,0,210,282,0,0,8,0,52,0,0,2,416,284,218,0
5167710b7280856d9e512a4f58068687,0,21,0,5,0,0,0,0,0,8,14,0,0,9,0,5,0,13,0,0,0,12,0
f88bac8bef5302f8c76ec721bc091ba9,0,0,0,0,0,20,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1122ff96a7d76e3f720d1d7df6eee4a1,0,0,0,0,2,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1
58fde6dae459af7ec3ed3eea10b1c0cb,0,0,0,21,7,0,0,0,0,7,21,0,0,27,0,10,0,0,0,16,5,21,0
07a0081d4bc5233563d0269fc2c734d0,10,12,43,21,5,0,0,0,6,2,14,2,6,14,0,6,0,5,0,9,9,16,0
22e3c84507191b5a2af4b5a02a5a6340,0,0,0,0,0,15,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,3
3ceb74c21dfbf2d306d22d03dda4b5fe,30,0,390,280,33,19,0,27,0,121,271,0,0,151,0,69,0,0,0,340,202,233,4
f7040b791e2687141adc7be4ad81afd4,0,2,15,25,4,0,4,0,0,9,30,0,3,9,0,7,0,4,0,20,11,30,2
ea6907258313a99760f5785c8c64b8c4,84,126,69,31,10,15,0,5,0,27,88,2,10,13,0,13,7,129,0,30,26,84,0
d5bac6e328e0b91ff267e366898fb100,10,8,0,0,0,2,2,0,0,0,0,0,0,11,0,0,0,1,2,0,0,0,0
32e49333696db544fb61eaf8a3921162,8,4,13,4,0,0,3,4,0,7,21,2,0,0,0,0,3,14,0,4,4,12,0
69d9bd0fff4fa0bfc373eca44023973d,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
07f9cf5cd15f1e6c3b5f4c0b6b8addc4,101,28,38,70,0,8,56,2,2,4,39,52,4,6,0,47,49,65,2,54,45,27,2
3eeb6fa3850d5ab2864e37931dc1781b,0,12,17,42,5,11,46,15,5,6,58,33,6,0,19,74,24,50,17,21,26,37,0
c4bb856f00469484de24c5d7e0a221b6,35,23,157,72,18,21,2,14,2,20,102,2,21,0,0,9,11,19,2,59,51,82,0
26301b9eb98d7515f25102a00a078720,23,0,27,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,3,3,2,0
5adc2daa2981bc07e21b14d53496ff67,0,0,43,0,11,27,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0
7c1aa4cebecf5121ff208d31b341894b,0,11,27,55,4,0,11,2,0,10,35,6,0,0,0,14,16,5,0,45,44,33,0
760550a12e577044cd1f0241dace691d,0,0,9,12,5,0,0,3,0,0,0,4,2,0,0,5,4,5,0,7,3,4,0
f6fdab15a19dca0441b10f8c0969cb4d,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0
89b301340cb57d9edee53eff531d744b,0,0,0,0,0,29,0,0,0,0,0,0,15,112,0,0,0,0,0,0,0,0,0
720832273d925b4115ed01c6d3df48eb,0,5,2,48,8,0,6,3,2,10,40,9,0,0,0,5,1,10,0,37,24,40,2
11ab3d6c997cf5a0e54d39f7f66b0cd7,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4,0,4,0
72cb656da17f65d184d9186ee5260f53,0,0,158,157,76,26,0,134,15,79,221,0,19,2,0,8,0,0,0,101,87,189,169
672f609119344a6b7dbf954d60b3950e,15,36,7,40,37,80,60,102,9,12,108,61,45,0,153,89,75,111,47,42,27,77,2
c2c7ac3e8c2acf2ceb1fbd66e9ff20d0,132,330,0,14,7,17,143,0,3,5,21,83,14,5,8,9,239,293,5,13,6,14,0
4fdd9f8b9aac094acd93155a17435a7f,0,21,0,0,0,0,9,0,0,4,4,19,3,14,0,4,10,31,2,10,3,5,0
b7e800ed490ab8e535a11f2bd8f6cacc,791,5949,728,3703,621,108,263,615,16,5767,2782,64,43,1,8,449,773,2459,40,4503,2390,2428,19
62587ccd799d2de60a42127273c72d18,0,3,0,8,0,0,4,0,3,0,5,0,1,7,0,2,8,0,4,2,2,4,0
aee99201e39cd80eb7ba25cdb32cdda4,23,11,0,0,0,0,7,0,0,0,0,0,4,0,0,0,2,10,0,0,0,0,0
8a08e31995384f38ebb2f85a9c755462,0,27,107,203,52,2,97,22,0,61,468,145,32,18,0,206,56,175,10,239,121,353,2
8ab2d63ab937834abc3dc024afaa8368,27,22,92,19,0,0,10,0,0,0,47,0,0,0,0,18,2,43,0,27,19,33,0
78b75c16defa331498f30bd043ab6272,2526,779,2229,5085,10026,3188,1615,9099,1640,1746,6068,2618,1139,48,2274,25602,720,827,1437,12382,3263,4989,13037
97c8e72a012bb68cabfd5774c84f4a5f,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,2
6c10f09e23d7db98ef7055196830be0f,1181,730,434,3074,1998,4462,4242,1139,774,325,1242,5583,840,21,2450,6342,1584,1079,2363,4040,1964,1125,985
3df9c9d94f7444cf6271a4c61882ed75,512,185,581,986,2244,220,165,4059,162,207,1251,188,160,23,266,1750,109,269,185,1001,654,1067,1181
6bf0279c0db7498fc2f38f1e20694ead,1338,841,273,369,1118,5987,3247,1288,743,160,645,5168,1796,8,1966,1860,1280,1210,3982,849,233,527,653
f078ab94d6e34e3e90666ad9a4c83721,0,0,45,72,12,35,0,122,20,30,107,0,0,0,0,17,0,0,0,66,70,110,159
1601b63ea158342776c4cd442b1fe96c,4,0,212,0,8,56,0,28,0,0,0,0,29,0,0,0,0,3,5,0,0,2,0
717b8a70a7d3863e6c253f4a02855117,375,388,97,639,976,377,839,1480,78,133,660,967,617,0,2087,867,570,919,679,761,403,566,141
bf4a9faf7765b386d8cbde37ecaab952,349,50,181,240,348,165,294,393,30,85,346,278,85,0,152,302,163,332,370,351,161,333,53
f5dac8ad7249ec9eef49ae66ee4b0911,0,21,0,99,460,26,24,617,18,31,141,35,16,3,9,160,25,20,23,125,91,56,152
b1ee74524037c241fb97944c3ca73cf8,328,114,31,178,144,448,444,323,50,11,98,763,185,0,493,306,276,168,207,174,100,105,65
664ad5dc4925894383623f26b86dc68c,1375,1003,2668,1031,6699,1214,977,6638,3550,407,1716,1117,1752,41,4006,1649,775,3739,1661,1852,508,1336,5355
5d0b32115cf2078d1dc91330889065cb,21,0,61,0,14,44,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
b98b97e7101ad5d9a215e9f7d6acab08,5,29,0,24,0,0,3,6,20,6,33,3,0,6,3,4,0,11,0,24,22,29,67
61331f68c9ebb4e7db1e755a4fd9f38f,0,31,0,23,32,6,11,15,14,14,52,4,23,0,7,8,13,84,15,40,14,36,8
edfa79ceea3418e0e353c6fa5f945849,48,0,0,0,0,114,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
a8ea32a71ccab9676e42945375ae6f74,0,4,451,1536,129,6,2,82,7,130,978,0,12,4,0,739,0,4,0,1124,1137,883,60
150d478c05efdb9ff36e5260c80c6f20,571,1633,2,20,7,69,776,3,6,3,29,676,278,53,6,4,1037,1063,46,14,18,13,3
2ae281bc9291a54c1a197f524528f0ba,15,10,0,13,6,41,32,16,32,3,9,21,11,0,9,2,51,17,15,17,13,10,14
6dc17bf564fbd3b7c589f9a73267cc1f,0,47,64,7,8,0,10,3,5,1,33,13,0,0,4,10,2,33,3,1,10,31,0
8be2c54a731b8f744934e22b09aecd2a,610,1169,224,901,66,57,879,55,16,199,487,1065,215,0,6,333,1732,1150,47,921,534,439,2
8a16fe13c1934a1043aac5a2260a6e00,0,41,10,7,0,60,9,0,0,12,19,11,1,0,2,8,12,29,1,11,3,15,0
afa53ac604b09ad8453c41bfe0a4aa9a,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0
fae29aaaca7cac529c2e5187ce8aeb45,154,15,452,440,130,26,37,59,19,46,479,50,7,2,0,255,35,72,7,331,239,269,92
a1b0b267e7b0a74b30da31a1dbfc5ff2,0,7,0,13,2,0,0,2,0,0,3,0,0,0,0,0,0,0,2,4,11,3,0
919326ee64b1e34344dadd7dce92b3ed,0,16,11,23,0,0,14,0,0,6,25,20,0,13,0,9,17,17,0,25,14,22,0
9c7b7a5b69dff6e0563949bb045e56e1,238,24,1465,2663,137,24,3,216,22,457,1095,3,19,9,4,820,2,12,2,2266,1809,957,15
e7757f8d990f0f91dcc43d7343d003ac,12,24,0,2,1,2,1,0,0,1,7,4,8,0,0,4,4,23,0,5,4,0,0
7c5d083fd226cf933c64069aabf60845,675,210,0,0,3,584,789,0,328,0,0,1022,186,0,780,3,373,425,316,0,0,0,0
af534089faae14037da5bc944e1062bf,0,2,0,0,0,2,3,0,0,0,0,1,1,0,0,0,9,3,0,0,0,0,0
d9b1abe0d5a28d2e71f73bd4c367ff05,16,45,0,0,0,0,41,0,0,1,0,52,3,0,0,0,58,41,0,0,0,0,0
d727291c9abb47ba09d6fba2de9836d0,0,4,0,10,23,0,2,23,6,3,5,3,2,3,9,4,2,3,0,9,5,0,38
6a0efe866edcb457cbf296d6f70a0e86,0,4,8,0,4,5,2,14,58,2,5,0,3,2,35,10,18,12,6,7,0,4,19
b9ee83053b2dd45e29dcd5e4eec2fda3,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,6,0
0162ef310d0ebbd4ad2edcd83d478a9c,290,314,752,2451,34,35,900,56,23,199,697,846,49,0,6,1776,990,403,24,1859,2416,683,14
02e4014d3772a0a03f862f2130bb0d85,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0
24863836f21afcf371029a65f9dc613e,0,0,0,0,0,0,11,0,58,0,0,0,0,0,0,16,0,0,0,0,0,0,0
553a6cb665f188f9e1da63ceb5a1ac60,317,27,98,51,6,16,29,21,27,8,68,54,15,0,12,88,47,28,7,83,49,60,64
3b171983bb391cffd0d046137ee7d41f,121,81,0,408,126,15,198,10,7,27,250,195,46,5,0,172,179,270,14,131,285,155,3
5cbedcc7f13219f586242a026743cb09,0,0,0,3,6,0,0,3,5,6,0,0,0,0,0,32,0,0,0,17,5,2,19
a4b9c34fc4ac01755e54ac621dd23244,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,2,0,0,6
dcb9fed90ec322afcce44987ace71a3e,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0
ff15c4f51c85270e7521f9694edaec61,117,0,0,0,0,4,0,0,0,0,0,2,0,4,3,0,0,0,2,0,0,0,0
37c03af0c93baa76926221206678ba9e,580,2,66,0,4,2,0,3,0,0,0,0,37,3,0,0,0,5,18,0,0,0,0
6be7c1afdd690efab2c28453f0d304da,78,5,13,2,0,7,4,5,6,0,6,2,8,2,3,3,5,7,2,5,4,4,0
049e49112c893b717f0c7062d7d3489e,43,9,0,8,3,34,0,4,5,4,8,3,4,17,0,9,0,8,5,3,6,5,5
4a21bd45b5ff48f40bbcadf6930fc3ee,39,6,15,2,6,40,5,7,4,2,6,2,7,10,0,3,4,12,10,7,2,9,4
76214bb13d1e7d69ca2f7827e3ac12e2,3,9,44,3,3,42,6,14,3,0,5,0,2,8,6,6,3,5,6,4,7,7,2
40f29bc827ddfc03d7fb5b76fb311557,0,8,4,0,2,3,0,4,2,0,5,0,0,5,0,3,3,4,0,2,0,2,0
03156252fe6d4e8f09aeafc3bef8622f,1,0,140,0,3,0,0,11,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0
86b5603a79c587d59312beef52df3409,18,0,0,0,5,0,0,0,0,0,0,0,5,6,0,2,0,0,3,0,0,0,0
96c7cedbae877361d087a8b39206d408,0,6,27,2,2,1,3,9,3,0,5,2,12,8,9,7,2,3,2,4,5,4,3
22b9810ff65d4738386c7af9c5447322,0,9,0,0,3,3,0,2,4,0,0,1,11,0,3,0,4,3,2,1,0,3,2
7949a6531e3cad4e887c8d260cde3ac8,0,2,0,0,0,0,1,0,3,0,1,0,5,3,0,0,1,0,0,2,0,0,0
7d0ccb9242c92ba67eae0552bf7c6f94,46,2,0,0,0,2,0,0,0,0,2,0,9,2,0,0,0,2,0,0,0,0,0
d71fe67e73a45e78b36ab2586bb5dcc8,2,2,0,3,0,0,2,0,3,0,2,0,3,8,0,0,0,0,2,2,2,1,2
b400719f5c1718b7025f0997a4e37540,0,3,3,0,0,2,3,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0
18f3b811ae49dad2e01b20f5f39d10a7,0,2,0,2,0,0,0,3,0,0,0,0,0,6,2,0,0,4,0,2,0,0,3
b6ba7b52695ab879908dcb54a5966468,135,398,0,9,5,4,77,3,0,4,8,45,8,58,0,2,40,119,22,6,9,17,0
570cad8230542ad8f2c032a719120bee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,2,0
58d4d11ac63af0cc23a8e56a38767908,0,0,0,0,0,4,5,5,25,0,2,4,2,7,23,3,2,7,6,0,0,4,15
a55f549b9a40506a070a2fb7e8ca0726,75,0,53,2,2,4,2,8,0,0,3,0,0,6,0,7,0,4,3,6,3,3,3
a00a0226a9c9306db073bb6e1acbd362,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
4c7a029ea62e2e73e124d6b0e3cc082d,20,36,19,22,0,0,6,1,4,5,12,14,6,0,0,3,9,27,0,10,7,12,0
43c6b4b7d67b71ca2cba59db1b71e4ef,0,2,0,0,6,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
94a45fbb634a4ae23f34d8160d95c8b7,49,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,3,2,0,0
c52e2fe4480cde97ede9bd054d0e6b50,465,84,1330,1598,410,9,33,300,0,347,1486,32,30,24,0,205,37,51,0,1377,1075,1220,0
de5c3f0b7c96b05b03568bbdbd3e4a80,0,23,18,17,0,15,14,0,0,7,36,18,16,28,0,7,15,31,2,14,9,19,0
91777792b0c4ff2af1e9a8ff54c7557e,6,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0
7b5a9a466d6970735cb986d2e97b7d03,0,0,130,552,19,0,0,33,75,139,659,0,1,89,0,103,0,0,0,486,378,506,548
679cbbf00149c79e5b01cfd20a434f10,0,0,0,3,0,0,2,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0
5d1a7a11e80c627fbc98743087f309f0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
620f90511245f0f7e17e85f14064d5d5,114,121,9,5,0,0,53,0,0,0,3,73,2,42,0,2,66,60,0,6,1,2,0
99c3efca4a382f66009ce640ac5e3125,0,0,9,0,22,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c00514d54b15725f03c323c54796a7c0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
10527898419f8ba7992583f086ac3411,13,2,0,36,0,0,0,0,0,38,250,0,0,1,0,11,2,0,3,51,24,194,0
7c7bb1ff540acdb32e9310a6f5147b66,30,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
b7ac11306bda8cd964d6e0ac0abf695e,0,0,0,0,0,0,0,0,9,0,0,3,0,0,5,3,1,0,0,0,0,2,10
078adee61a27c0b09155d2f8a79114e3,0,7,47,2,4,0,0,3,0,9,39,0,3,10,0,8,0,2,0,20,6,36,0
5bf70f0844b19e3a69602610e2e8fc95,0,5,2,0,2,11,0,3,0,0,14,0,4,6,0,0,0,10,0,0,0,5,0
