	IL17.DTT.115	IL17.DTT.116	IL17.DTT.117	IL17.DTT.127	IL17.DTT.128	IL17.DTT.129	IL17.DTT.139	IL17.DTT.140	IL17.DTT.141	IL17.DTT.188	IL17.DTT.189	IL17.DTT.201	IL17.DTT.199	IL17.DTT.200	IL17.DTT.217	IL17.DTT.218	IL17.DTT.219	IL17.DTT.25	IL17.DTT.26	IL17.DTT.27	IL17.DTT.105	IL17.DTT.103	IL17.DTT.104	IL17.DTT.49	IL17.DTT.50	IL17.DTT.51	IL17.DTT.85	IL17.DTT.86	IL17.DTT.87	TKO.DTT.1	TKO.DTT.2	TKO.DTT.3	TKO.DTT.43	TKO.DTT.44	TKO.DTT.45	TKO.DTT.31	TKO.DTT.32	TKO.DTT.33	TKO.DTT.19	TKO.DTT.20	TKO.DTT.21	TKO.DTT.55	TKO.DTT.56	TKO.DTT.57	TKO.DTT.69	TKO.DTT.73	TKO.DTT.74	TKO.DTT.75	TKO.DTT.87	TKO.DTT.91	TKO.DTT.92	TKO.DTT.93	TKO.DTT.103	TKO.DTT.104	TKO.DTT.105	TKO.DTT.109	TKO.DTT.110	TKO.DTT.111	TKO.DTT.123	TKO.DTT.127	TKO.DTT.128	TKO.DTT.129	TKO.DTT.139	TKO.DTT.140	TKO.DTT.141	TKO.DTT.151	TKO.DTT.152	TKO.DTT.153
IL17.DTT.189	2.4632538527492027	2.1557911271683765	1.3340512093959753	2.2628091128344905	2.5955547640262573	3.0045080895627696	1.8712114212706448	1.1878685625233059	0.43713067894371593	1.249771465059075	0.0	1.7140008584601496	2.4104551685696176	2.6425863453859617	3.238009306373049	2.2223345142160436	1.5549009659656363	3.0423041231035497	0.9191141955075258	0.764195786651599	1.5322205935077329	2.247469742195692	1.8062787762703958	2.719431040052636	1.8831493588093295	1.1404769321781565	2.5756596116836317	2.059322395503924	1.6913196617524873	1.2940656187655828	2.5863287345855692	1.0356010286398407	1.8209926641185183	1.116905592376848	0.6537712171546194	0.7354536880669871	1.2283280376233627	0.8208804350145364	0.7020734085602168	0.6059213363230264	0.6183293791264044	0.708783201538387	0.5053567678860775	0.9715692223137444	0.9157704126670224	1.3885187038529987	1.0020071165740774	1.8777513929945282	1.0411541178767318	1.6111981212249105	0.19556377832425764	0.8151483842826431	1.7230647120625933	0.3671840992110898	0.9951041659512679	2.176261152617427	0.7430754307811606	1.3161281925143578	1.157053458376855	1.9531802421746935	1.2542640993256564	0.20082059698844507	2.0040809460750912	0.3750166656699912	0.7572747282584734	1.9055368522102558	0.35303382673724004	1.3210219180945517
IL17.DTT.201	2.680179846674743	0.8488349523862121	0.7166595084235553	2.6482464846763856	0.889786380891233	3.5468411800865915	2.0285344150881257	1.9182841300794857	1.9070899448280676	0.5625292648484569	1.7140008584601496	0.0	0.7471537383101766	0.9296738223823413	3.3982097020964948	0.9150449193784523	0.4359608158825283	3.6778101888989383	1.0183864054291099	2.3717502179402272	1.480790780388763	2.5851050099214397	1.127276192271261	3.072186972445228	1.1660274158170107	1.4880262893142573	2.1284486751693894	0.768238251154532	0.7638335961784778	1.4993025506071302	2.8340865871091236	2.4712388288530964	2.729409242279312	0.8644572399935728	1.7784757896894632	1.2760005715940932	1.0220508185122978	1.5416569334777757	1.6982360430502317	1.6053483192398297	2.3114549421796045	2.317039764170974	1.4017517388138716	2.657768184022151	2.5298931921325316	2.7985533667312574	2.6970538208497032	3.575007481666661	2.6706903079042474	2.409130814287365	1.7435596794258446	2.4863888984695883	1.9876460572110812	1.86174931630509	2.6046521900239257	3.200105111245109	2.232585599907588	2.903118846599331	2.655565473801602	2.6517261187720917	0.5039792636671117	1.6986904424550737	2.872893879780238	2.0537499918206756	2.4531160078507583	3.1670363546291775	1.7977701473854655	3.003398359678368
IL17.DTT.199	2.7925560389728923	0.622052201336324	1.194200781804174	2.835758657404118	0.4961367950667552	3.7118437848778156	2.228951934932885	2.3572031840248555	2.5444021534731722	1.2750724219641898	2.4104551685696176	0.7471537383101766	0.0	0.3692075890712888	3.4125858913278235	0.6313853008511017	0.8866415495558243	3.872084224802897	1.5952230743584261	3.006287849457974	1.7532185954260986	2.7612610975843523	1.234108210341994	3.1983623153564835	1.2253555057977428	1.9214272780262052	2.0168184503817157	0.6326051677424939	0.9704717984964121	1.8677040978349633	2.9407174786422052	3.0469515805636473	3.1084770630620144	1.6063352083843523	2.5242313635820617	1.8580001935032504	1.7430635151615235	2.2875893462089567	2.2603641050225525	2.3507246847459533	3.0160949211216956	2.9599173432118797	2.1401808450655375	3.370979170188587	3.25991253006451	3.345165850648251	3.371505029410487	4.238871757837618	3.3992196172929394	2.7846744488663555	2.4136981750368354	3.1442035258264607	2.2387259536759436	2.504126184959794	3.23009759873858	3.580476169317662	2.845262805584917	3.5142379015805862	3.243290542522443	2.9617809451009456	1.2402505493779852	2.4178435273497714	3.2235935662567075	2.7348454475467565	3.155454219120579	3.6384741352834147	2.528712525014647	3.7191962154318916
IL17.DTT.200	3.160964709255725	0.9806930589399031	1.4914626085579807	3.2041397005302037	0.20993838403975795	4.081019071085745	2.590786483011467	2.689584457459307	2.812791946378858	1.4561504666479848	2.6425863453859617	0.9296738223823413	0.3692075890712888	0.0	3.7761202775872045	0.9895921673387683	1.1818996050513795	4.239835368763708	1.8832550940156392	3.2802352607259238	2.1040613371906374	3.1298637251351256	1.5893900552034959	3.5652930187766505	1.582379666699172	2.2483572423050213	2.3707483215642102	0.9939378657906842	1.31290710007566	2.213755810910723	3.3093689991192785	3.345962055542485	3.456578703027623	1.727054685603989	2.677343941574859	2.14954294344887	1.8236902253155862	2.415070992070584	2.5610286120963575	2.5072507225144225	3.239114484600375	3.2292747093732532	2.319590984810891	3.5855826152302326	3.4525707168994964	3.655694043090627	3.619493933590096	4.495368745249725	3.5940843423346114	3.134464303076823	2.6642866537344716	3.4043236182022376	2.60164770319791	2.7729548859079647	3.5098294986018344	3.9316471156715083	3.126010280452128	3.7982842106122763	3.536655930152484	3.3193323551159004	1.4189728630912886	2.62664923533913	3.576104363859472	2.977340034232669	3.3803674384890825	3.9717931647623184	2.7214924124441593	3.93025630826696
IL17.DTT.217	0.827543814562719	2.8338875451651444	2.8319744519545647	0.9811208967311152	3.8920076835300077	0.7560677076271773	1.5552874549383147	2.130877688843521	2.931608332700669	3.3804079089569155	3.238009306373049	3.3982097020964948	3.4125858913278235	3.7761202775872045	0.0	2.8090517120053704	2.981036430984759	1.0182023584441926	2.771677553112082	2.9850216435640036	2.0756188956620427	0.9943172987568109	2.361163623184058	0.7192222947407291	2.3376210223646328	2.313923835005659	1.4804968774578928	2.835734772207362	2.6836867659440085	2.1042089490141787	0.6779862393526433	2.6729601136201633	1.7596922889709965	3.7090627971557053	3.8674115715653246	2.6928467494572086	3.930878595411524	3.924422800174601	2.563395428061741	3.7735492299633835	3.5247166755484742	3.017897105813498	3.552753659716409	3.771111702176707	3.9145278882614267	2.586074856219855	3.426593011671266	3.7989563151080237	3.9687135594820138	1.7324708119632244	3.078790849113329	3.193964910938992	1.5765879141582104	2.9188367980529497	2.989391890173481	1.778957492807429	2.8582257805649722	3.046652908987943	2.8107757909021935	1.471111142315072	3.394159458734343	3.4284384729777364	1.639361110999105	3.2361258153768047	3.5676059557301967	2.261360155063864	3.5869289572715664	3.9965050476603614
IL17.DTT.218	2.184390263807666	0.08115499390592056	0.9104239400389841	2.2531898607466263	1.1244734800065828	3.1153898459297436	1.6406491795308165	1.8875139179863856	2.2528347131842357	1.3295488627846483	2.2223345142160436	0.9150449193784523	0.6313853008511017	0.9895921673387683	2.8090517120053704	0.0	0.7186283351629676	3.27009628527038	1.3148634214788122	2.6960373432172013	1.217916424730681	2.1749809571067074	0.6693904463679827	2.5833994458489293	0.6392610091982595	1.4750188790828676	1.3950759132121027	0.17213820486864578	0.5486411610473447	1.3949504648082434	2.3343368298114497	2.666081697409923	2.578814106533596	1.701842463586134	2.4954573593848797	1.5576872231417174	1.8975644548231771	2.3205697965596097	1.9013104869173354	2.3197462458843474	2.817138141346132	2.67830260866271	2.075815236452011	3.1827460613682454	3.1263483549599025	2.9286503728936037	3.1057993220526567	3.939552150650471	3.258359736535195	2.2654918790324037	2.1769825340526854	2.85994360138539	1.6822775322369576	2.2279833744161497	2.903752059281879	3.0470516565023336	2.5101952700706787	3.158173660846812	2.8680219828094016	2.4027137527549134	1.2925215918683068	2.2769927494963658	2.677204177320462	2.5004320022586777	2.947349419438564	3.1576760472671426	2.420605008196026	3.529788547537743
IL17.DTT.219	2.250142533187928	0.6463240264574592	0.33599564254209263	2.2243175724706394	1.2045652247760976	3.121777266836119	1.593140617962581	1.5305295087973174	1.6592219676663205	0.658048008306493	1.5549009659656363	0.4359608158825283	0.8866415495558243	1.1818996050513795	2.981036430984759	0.7186283351629676	0.0	3.2485606973015178	0.7091847980984061	2.1216817827234737	1.0475969861656769	2.159649470760017	0.7142669429606946	2.6383944338948075	0.7629942301984629	1.0935216441722995	1.7333750434519632	0.5468812498268655	0.3573348740506849	1.0910138514734204	2.4060479081197426	2.1663899237573747	2.326828695681478	1.007578416520566	1.7787577406603767	0.9780358125029073	1.2204111411874838	1.6030674971406853	1.380393174715643	1.6030538859056396	2.158989897655871	2.0883291274392164	1.3622242427265543	2.5203420918070023	2.438716347238845	2.4739259728361653	2.4933057394259452	3.3557302907287925	2.574406945115067	2.0061111696165774	1.539105579468223	2.2618613491862782	1.5617842274394422	1.6241855525300215	2.346426550979098	2.8017919220667533	1.9588765021796377	2.6283554954914625	2.3603229267860804	2.232438426883815	0.6060975290557927	1.5867371698213022	2.4631611368536483	1.8628065113032362	2.2952235421005462	2.8024681751119616	1.719973296300749	2.869352524909148
IL17.DTT.25	1.107151399400314	3.2709847009650383	3.0130669299206847	1.0702195941986543	4.334040224834855	0.34139800655778907	1.6832698182254169	1.9666989414122902	2.659841968026865	3.5511174483772963	3.0423041231035497	3.6778101888989383	3.872084224802897	4.239835368763708	1.0182023584441926	3.27009628527038	3.2485606973015178	0.0	2.8346677996666143	2.5752477850139814	2.2282354663607986	1.1330342734427916	2.6815444535417465	0.7274779991219961	2.6832948950420956	2.3085337517161286	2.0703926907886565	3.2501525472283066	2.9883352986460343	2.2069415361997695	0.9869662397484658	2.2141366945422307	1.2626959898612917	3.7747969722732946	3.6953942907450723	2.684807837538344	3.9868292059441393	3.827973652712933	2.4044248517868207	3.633385733757386	3.154721636792054	2.6656755285009344	3.452235835474255	3.331380576288303	3.539581137048677	2.0097857127349603	2.9320911844811826	3.1094587671913128	3.5639821034938763	1.443082003685498	2.8651901402901987	2.7513459067257933	1.6920743094506063	2.6841896114314205	2.5128777458866804	1.04406660535638	2.473984059009817	2.453495957117312	2.2826621889717975	1.1247799625842023	3.556645681756166	3.2372999967229448	1.0856748329471655	2.9231766059096445	3.1586981123006046	1.544115953093322	3.3836717464437553	3.488573193855961
IL17.DTT.26	1.981678827183729	1.2508473830270024	0.4485984210799185	1.8760046357068019	1.885743081084714	2.745200792815845	1.2993818599097122	0.9417339593136518	0.9571075238914025	0.7804229636965042	0.9191141955075258	1.0183864054291099	1.5952230743584261	1.8832550940156392	2.771677553112082	1.3148634214788122	0.7091847980984061	2.8346677996666143	0.0	1.4146178073631042	0.794365390835093	1.829125784179131	0.9054292806454813	2.3234811827313253	0.9823259839409741	0.5696945111204486	1.7965906675470744	1.1577428909454168	0.7763349428267422	0.6707979033010179	2.1316741154721037	1.4641666609994137	1.7631468496289906	0.9604698578327745	1.326812165553734	0.28537650392830044	1.1891082218381606	1.2663121699573778	0.6825107563557586	1.1701692969011754	1.5058513471391637	1.397581723243624	0.91278417788317	1.8709567504947702	1.8331440409818758	1.7830655449584951	1.801416930659349	2.653689709534467	1.9599954698071305	1.458676949196955	0.8623385808532166	1.561540205973281	1.208557495963259	0.9265139675684132	1.6386054034014053	2.2246559963734893	1.2522752800307528	1.9208056594566043	1.6563151604973323	1.7423271774012552	0.7548566635249053	1.0032777450831796	1.9222609870876242	1.1874990281622713	1.6349652498765366	2.1539448111134645	1.166985110738256	2.217265125137551
IL17.DTT.27	2.265804410343524	2.6385932278680353	1.846714531417813	2.0202930640491488	3.2596222845248923	2.5914822269643873	1.8244483380182963	1.0814813473483673	0.4866082315906124	1.947894350125759	0.764195786651599	2.3717502179402272	3.006287849457974	3.2802352607259238	2.9850216435640036	2.6960373432172013	2.1216817827234737	2.5752477850139814	1.4146178073631042	0.0	1.7069514252046445	2.030995044504568	2.149522980847332	2.416897945596549	2.2193894517886497	1.3153081885954447	2.664789423862296	2.5514040809300433	2.1542129524266964	1.4569587394175294	2.357695215062514	0.3830918294061937	1.3578182824088931	1.8724813370658457	1.2942123312051634	1.157417228733049	1.9922977283675911	1.5397410154345692	0.8060929848844982	1.3110215531643925	0.5866477591297932	0.29608467182600556	1.2620867106686555	0.7881458714799263	0.9697381592227879	0.6794792953622818	0.4889339295071091	1.2539920620965157	1.009551432092834	1.2739049787492402	0.6560770419380342	0.2201262720919599	1.6700183169882588	0.516613233865384	0.24382390625956996	1.5951202567504574	0.2730836628263989	0.5716704977769079	0.4358291627594497	1.5882493497296848	1.954581092482185	0.9092246882466627	1.5304702523905869	0.4612717924988215	0.5925612640676547	1.2265409854468257	0.9826284123472316	1.041932586552276
IL17.DTT.105	1.2781062607735354	1.1856500526790674	0.8027866598763086	1.261113958067777	2.18091836434951	2.134764727801661	0.5627997099721267	0.7102034286175428	1.3478773795080643	1.4681279468159123	1.5322205935077329	1.480790780388763	1.7532185954260986	2.1040613371906374	2.0756188956620427	1.217916424730681	1.0475969861656769	2.2282354663607986	0.794365390835093	1.7069514252046445	0.0	1.1954802020218214	0.555963671158458	1.6267482990676863	0.6002983493936961	0.4155107674822253	1.0697374759233296	1.1368369916217202	0.7954391677458402	0.3859837729175948	1.4417368350417488	1.5665238021621808	1.3698659779708637	1.7255127742626877	2.0644054619259165	0.8466671563805768	1.960807748819701	2.0451619119044504	0.928628912433423	1.9200142742253756	2.0110249036979715	1.7544279299810757	1.670501029463993	2.360620500128114	2.408543804334296	1.7743985285827242	2.1566585205494637	2.9007640793628022	2.5153389858068613	1.073343888759551	1.3967108205503633	1.8990661118758594	0.6015768354909983	1.3635393813536636	1.8756776092794234	1.8512503613542506	1.4927212457013666	2.068804132924816	1.7647340559697495	1.2274427994133035	1.4400342621981794	1.668855810719173	1.479041562951953	1.6680427725805937	2.110962880343816	1.9544375234961826	1.848829268101007	2.68022329898716
