	IL17.DTT.115	IL17.DTT.116	IL17.DTT.117	IL17.DTT.127	IL17.DTT.128	IL17.DTT.129	IL17.DTT.139	IL17.DTT.140	IL17.DTT.141	IL17.DTT.188	IL17.DTT.189	IL17.DTT.201	IL17.DTT.199	IL17.DTT.200	IL17.DTT.217	IL17.DTT.218	IL17.DTT.219	IL17.DTT.25	IL17.DTT.26	IL17.DTT.27	IL17.DTT.105	IL17.DTT.103	IL17.DTT.104	IL17.DTT.49	IL17.DTT.50	IL17.DTT.51	IL17.DTT.85	IL17.DTT.86	IL17.DTT.87	TKO.DTT.1	TKO.DTT.2	TKO.DTT.3	TKO.DTT.43	TKO.DTT.44	TKO.DTT.45	TKO.DTT.31	TKO.DTT.32	TKO.DTT.33	TKO.DTT.19	TKO.DTT.20	TKO.DTT.21	TKO.DTT.55	TKO.DTT.56	TKO.DTT.57	TKO.DTT.69	TKO.DTT.73	TKO.DTT.74	TKO.DTT.75	TKO.DTT.87	TKO.DTT.91	TKO.DTT.92	TKO.DTT.93	TKO.DTT.103	TKO.DTT.104	TKO.DTT.105	TKO.DTT.109	TKO.DTT.110	TKO.DTT.111	TKO.DTT.123	TKO.DTT.127	TKO.DTT.128	TKO.DTT.129	TKO.DTT.139	TKO.DTT.140	TKO.DTT.141	TKO.DTT.151	TKO.DTT.152	TKO.DTT.153
IL17.DTT.115	0.0	2.192277001999318	2.061063647102763	0.32686999151483087	3.264973128527335	0.9431331586682868	0.7371091153967316	1.32542922730206	2.153453078164011	2.6417038139020397	2.4632538527492027	2.680179846674743	2.7925560389728923	3.160964709255725	0.827543814562719	2.184390263807666	2.250142533187928	1.107151399400314	1.981678827183729	2.265804410343524	1.2781062607735354	0.2798657138180811	1.6404629199611027	0.43272226352732923	1.6312483661902302	1.495997998173989	0.9956548426001102	2.1788981603290565	1.9611762603650464	1.3210741564531774	0.16915168832556463	1.9656406255755503	1.1169059216594828	2.93488837031499	3.091816150604672	1.9062682498674355	3.1606180725826465	3.14562051644159	1.7721988344430983	2.9890820325469196	2.776416996828924	2.3189246077663097	2.7647761167627407	3.0497702242570766	3.182964313495424	1.9436278023793616	2.7210814400755097	3.19998699204535	3.249013703888338	1.0080498121475916	2.298284641280793	2.477570970669616	0.7807374805126559	2.156466936090387	2.3080185113669147	1.3388428947819841	2.107495859578362	2.390494738917518	2.1229311306783663	0.7928584723432213	2.6439237293765983	2.647980435763548	1.053596809247777	2.470925302882862	2.8297594710896385	1.7446778999610273	2.814701046074056	3.299782297175916
IL17.DTT.116	2.192277001999318	0.0	0.8389975976157659	2.2535498479495324	1.1077209595584712	3.121747867502336	1.6280277795338076	1.8458082396309377	2.190985682945989	1.2644014280292424	2.1557911271683765	0.8488349523862121	0.622052201336324	0.9806930589399031	2.8338875451651444	0.08115499390592056	0.6463240264574592	3.2709847009650383	1.2508473830270024	2.6385932278680353	1.1856500526790674	2.17608877193252	0.6392619270951194	2.5894652159328158	0.6170169127449598	1.4263982262684043	1.426399104264286	0.10186287048626907	0.4863785868740365	1.36036894810604	2.3444749019882156	2.6146574479343005	2.5511852877077144	1.6284161100206862	2.4229417325182396	1.499182280049142	1.8255624531251953	2.2473871319054703	1.8466982740921225	2.246256730127785	2.750025443065145	2.6227959168827017	2.0029393879472077	3.115773098021403	3.0578281812977126	2.8821981504191307	3.043203922924115	3.8805304807995116	3.190470701840756	2.238302307240984	2.112117332661592	2.7995171166188015	1.6678201402152368	2.1682963928942187	2.848921223553066	3.0231498820258724	2.4522330052832424	3.1035537711432974	2.815109780851196	2.38363275090431	1.2231659542898352	2.207184826148413	2.65374940664559	2.4350450241605093	2.8807095629139226	3.1222322567410568	2.3505073714777076	3.462905775871558
IL17.DTT.117	2.061063647102763	0.8389975976157659	0.0	2.0223536298217786	1.521816434216313	2.911543260025024	1.3645372128967561	1.2294659564103156	1.3793131285318534	0.7611088717482773	1.3340512093959753	0.7166595084235553	1.194200781804174	1.4914626085579807	2.8319744519545647	0.9104239400389841	0.33599564254209263	3.0130669299206847	0.4485984210799185	1.846714531417813	0.8027866598763086	1.9608040127359236	0.6234019549796042	2.425936695020429	0.6933115082417451	0.7860787614389577	1.6518671528076152	0.7484804126866323	0.38586629743201306	0.8573767305436982	2.2208189220083323	1.8694294464052057	2.0371592562938097	1.0188737404254193	1.642900862009493	0.7273374586337327	1.253283268900709	1.5159084495226427	1.0911929676662175	1.4672196558114936	1.9176582801225788	1.8444394826940669	1.2145609585553332	2.2841268069249154	2.2340444133424375	2.173558739961521	2.2234141132808585	3.0759265850945887	2.3661312876114575	1.7317377468153359	1.2881255874863409	1.990314266505889	1.3439586417405858	1.3689415725951661	2.0709824559162033	2.5191059712735204	1.6640724675423886	2.3316905667734646	2.0592155180194447	1.9634996006097891	0.6980612134222695	1.385325523351069	2.1787079570829206	1.6066488842030169	2.0483549595258417	2.5054225421525693	1.5390889734972206	2.6303221583405776
IL17.DTT.127	0.32686999151483087	2.2535498479495324	2.0223536298217786	0.0	3.289293708751605	0.8988179158950012	0.7537715271525128	1.1683418037176916	1.9511121121234194	2.5421485927217855	2.2628091128344905	2.6482464846763856	2.835758657404118	3.2041397005302037	0.9811208967311152	2.2531898607466263	2.2243175724706394	1.0702195941986543	1.8760046357068019	2.0202930640491488	1.261113958067777	0.08575759410984317	1.685005311653977	0.569755641492948	1.6894144358537295	1.4018586072142336	1.2133950928219033	2.2260195959037015	1.971436498227678	1.2115828742665877	0.35828573086140775	1.7244618427377822	0.9081205393815467	2.8202167283301667	2.899452405330231	1.7588235003452168	3.0376543315721354	2.9736699787592316	1.5900951545167938	2.811156056491271	2.5479311949129695	2.056583903216362	2.598764219087531	2.805783599431131	2.9419106443084297	1.6922030354258413	2.47573350138949	2.9371342429183316	3.0011809420428155	0.7768108380706724	2.10079441914381	2.233101115148724	0.6811993947982332	1.9393502864898018	2.0468847569365574	1.1136384152477303	1.8875562652429223	2.141848738095316	1.8827629298181388	0.6040509191913177	2.5541355429498407	2.4547741093190494	0.8593545744120904	2.2554802945985615	2.5957449932515337	1.496425130556503	2.6128914077209893	3.0472187226280365
IL17.DTT.128	3.264973128527335	1.1077209595584712	1.521816434216313	3.289293708751605	0.0	4.174061455222942	2.6833919857953066	2.732179677944001	2.796032073522544	1.3798998130806657	2.5955547640262573	0.889786380891233	0.4961367950667552	0.20993838403975795	3.8920076835300077	1.1244734800065828	1.2045652247760976	4.334040224834855	1.885743081084714	3.2596222845248923	2.18091836434951	3.217689446471755	1.6899280965460963	3.6728540711242545	1.6908872242822979	2.29287285185903	2.511344060869034	1.1043769505148724	1.3862519790096757	2.260173111775218	3.4130418989398277	3.348746001710127	3.5141867555923563	1.6313844202917682	2.586100599278182	2.145604966141345	1.7057428878743346	2.3125577181576547	2.5672681794191723	2.4217730568925817	3.188113134848019	3.196196425658717	2.2477097997055533	3.526678745061042	3.3777812529431013	3.667495387377987	3.584110447643776	4.463048278326951	3.5194336394568326	3.1877475247493177	2.6323747551650154	3.375441455567224	2.675446717583354	2.7479703822191066	3.490718018598095	3.9864904729167536	3.118626642685503	3.7900081107222667	3.5371719105548625	3.3906204876825674	1.3498808735573875	2.56807928910467	3.640603482424538	2.940537163459526	3.33055825559002	4.0044305641957	2.6506148397994442	3.8687270429106233
IL17.DTT.129	0.9431331586682868	3.121747867502336	2.911543260025024	0.8988179158950012	4.174061455222942	0.0	1.5925396429934797	1.9346012537102837	2.650013199421159	3.4262077236808905	3.0045080895627696	3.5468411800865915	3.7118437848778156	4.081019071085745	0.7560677076271773	3.1153898459297436	3.121777266836119	0.34139800655778907	2.745200792815845	2.5914822269643873	2.134764727801661	0.9640146729582164	2.5590516467980557	0.6379052114112826	2.557197316976011	2.2463790323102786	1.903183794793872	3.102331617660056	2.861492053280437	2.0939676607153968	0.7958595808407192	2.2505854921571222	1.3173172092569545	3.6844555063962634	3.6540001586259128	2.601281401950412	3.8963777402250073	3.769166859198195	2.3610105077194055	3.5880853112787228	3.167721247237162	2.648344427284276	3.39786610055915	3.360982058359911	3.5462719537116243	2.080751475159456	2.9811274134934505	3.217402131339907	3.5774899072052797	1.4169844085241774	2.8359055332109997	2.7810381045441037	1.5692456789602438	2.651151296181355	2.543103063359488	1.1603939681264495	2.4965925212084343	2.5353870624141033	2.3457824136263397	1.1261610291415811	3.4404287195925862	3.2023637096577784	1.1606386938960198	2.9220310005300902	3.1830901596065186	1.6580798251653444	3.3484545894413817	3.53824620474052
IL17.DTT.139	0.7371091153967316	1.6280277795338076	1.3645372128967561	0.7537715271525128	2.6833919857953066	1.5925396429934797	0.0	0.7547800647175107	1.5898715222309665	1.9970115603297025	1.8712114212706448	2.0285344150881257	2.228951934932885	2.590786483011467	1.5552874549383147	1.6406491795308165	1.593140617962581	1.6832698182254169	1.2993818599097122	1.8244483380182963	0.5627997099721267	0.6841761087830791	1.0093343084055422	1.0645089365108131	1.0204227666298804	0.7957765044571252	0.885935813746157	1.5988731145192312	1.3153191159807058	0.693940693696493	0.902348466491604	1.579985620368989	1.0278012726562562	2.255655710515752	2.472190991729311	1.2637059973094573	2.487086676358871	2.5009747619660696	1.1803997842371232	2.349694274016802	2.2522582020272783	1.894455963578041	2.114552837996554	2.567560974609956	2.669798220249729	1.678633840609628	2.2857087770837707	2.9098644125099447	2.756002330286873	0.7837334758635648	1.7081191325862828	2.0315608069663895	0.30508082773500284	1.6129675652015647	1.9332159482912339	1.4646420387866625	1.6207931799418052	2.062211914154113	1.7624396969166871	0.7910240553219289	1.9810851155339482	2.037722289037896	1.0805512988947419	1.9218443621285286	2.3265864385600983	1.6935200764601936	2.2156201765294172	2.853925845349809
IL17.DTT.140	1.32542922730206	1.8458082396309377	1.2294659564103156	1.1683418037176916	2.732179677944001	1.9346012537102837	0.7547800647175107	0.0	0.8513868346254926	1.708248307342385	1.1878685625233059	1.9182841300794857	2.3572031840248555	2.689584457459307	2.130877688843521	1.8875139179863856	1.5305295087973174	1.9666989414122902	0.9417339593136518	1.0814813473483673	0.7102034286175428	1.144325426904066	1.245819812704516	1.559256994775078	1.3002247597097774	0.449030343365499	1.601060310322985	1.780873497505656	1.3949870077509803	0.5713464457328117	1.45704109388428	0.8740368270519344	0.8265699452816567	1.8427672266820534	1.823123590843879	0.778921651459999	2.053428764196308	1.9128246090442478	0.4917773009792731	1.725874738050745	1.5037918599001456	1.1769086438607637	1.5221356021198778	1.81444720944193	1.927768848384551	1.0643092146988231	1.5382154089826598	2.2172231715978215	2.009929517157062	0.5595707581667454	1.0067252751332307	1.283471186189573	0.6630878378815216	0.8966403423019054	1.213869858643441	1.3031789620997067	0.8688851816778551	1.3748222335075162	1.0692500636540139	0.8433797182623325	1.6944192250991583	1.3650981451328112	0.9875057195765067	1.1804422014607039	1.573470682799037	1.2915215944788632	1.538166476517704	2.1014836233293526
IL17.DTT.141	2.153453078164011	2.190985682945989	1.3793131285318534	1.9511121121234194	2.796032073522544	2.650013199421159	1.5898715222309665	0.8513868346254926	0.0	1.5160046915852192	0.43713067894371593	1.9070899448280676	2.5444021534731722	2.812791946378858	2.931608332700669	2.2528347131842357	1.6592219676663205	2.659841968026865	0.9571075238914025	0.4866082315906124	1.3478773795080643	1.941165897462861	1.7325934683985984	2.3679823719160553	1.8060374969023703	0.9356507346209437	2.3765420864002764	2.102632133053614	1.7059401388696445	1.1290616144615055	2.2722588224567466	0.6434993376761414	1.415153375842985	1.4493901552088262	1.063071386339606	0.728081191581291	1.59700630111985	1.239785408041106	0.4403561389925797	1.0141958294678581	0.6698634427768796	0.5741478747437004	0.8938309026032909	1.0129453644084825	1.0896541929376429	1.0009737776297403	0.8539253493746146	1.698225484261964	1.1839645643158476	1.2431501426587912	0.25236382358685505	0.6126863273452329	1.4608162997906264	0.20685458311146082	0.7263862273518572	1.7741806195778458	0.34544893947719046	1.0004176137793022	0.7842300360372478	1.5733863727493553	1.5080506502793036	0.6055077208464485	1.5987958845972785	0.3327435328867673	0.763438033069516	1.507205105039829	0.7532862449638112	1.3355437483847288
IL17.DTT.188	2.6417038139020397	1.2644014280292424	0.7611088717482773	2.5421485927217855	1.3798998130806657	3.4262077236808905	1.9970115603297025	1.708248307342385	1.5160046915852192	0.0	1.249771465059075	0.5625292648484569	1.2750724219641898	1.4561504666479848	3.3804079089569155	1.3295488627846483	0.658048008306493	3.5511174483772963	0.7804229636965042	1.947894350125759	1.4681279468159123	2.492911211469635	1.3116262328959607	3.020198515460219	1.3716990257266324	1.3422882427884733	2.2896006073848896	1.1662280498926612	0.9903070438184656	1.3524122488514116	2.7866026880616666	2.104834306639079	2.515065947140203	0.4773438118663368	1.2858147286546482	0.9539513758537325	0.6517385430283038	1.0634266638527963	1.3769762082474981	1.1286053132194942	1.846616072142757	1.8535472220413682	0.9315480648854305	2.1778265581666614	2.0288177635219027	2.44552731695416	2.2513546700947393	3.125566954001293	2.1674163823528922	2.1955778026191157	1.3161912898911823	2.0485737693143875	1.8883207491353227	1.4351409461711138	2.1765917013742206	2.9559934931007072	1.8549233309490751	2.505657327833963	2.283087730355325	2.48767117513325	0.1277266849631909	1.2268884438783596	2.6746151136661704	1.6147247910033518	1.9897867854908624	2.8584737475497395	1.3048324572594792	2.5209332664734205
