#OTU ID,Itg.18.DTT496.S91,Lyz2.05B.DTT260.S101,Vil1.06B.DTT70,Vil1.03B.DTT35,Vil1.01B.DTT11,Itg.24.DTT530.S25,Vil1.06B.DTT72,Itg.24.DTT531.S26,Itg.04.DTT423.S15,Lyz2.06B.DTT272.S114,Lyz2.04B.DTT246.S87,Itg.20.DTT508.S3,Lyz2.06B.DTT270.S112,Itg.16.DTT482.S77,Lyz2.03B.DTT236.S76,Vil1.04B.DTT46,Lyz2.02B.DTT224.S64,Vil1.02B.DTT24,Vil1.02B.DTT23,Lyz2.06B.DTT271.S113,Lyz2.07B.DTT284.S126,Vil1.09B.DTT106,Lyz2.02B.DTT223.S63,Itg.22.DTT519.S14,Lyz2.04B.DTT247.S88,Itg.06.DTT434.S27,Itg.22.DTT518.S13,Itg.02.DTT412.S4,Vil1.03B.DTT34,Itg.26.DTT543.S39,Itg.04.DTT424.S16,Lyz2.01B.DTT210.S50,Vil1.08B.DTT96,Vil1.010B.DTT119,Vil1.05B.DTT58,Vil1.05B.DTT59,Vil1.010B.DTT120,Itg.12.DTT470.S64,Itg.02.DTT410.S2,Vil1.05B.DTT60,Itg.08.DTT446.S39,Vil1.08B.DTT95,Vil1.01B.DTT10,Itg.26.DTT542.S38,Itg.18.DTT495.S90,Lyz2.04B.DTT248.S89,Vil1.010B.DTT118,Itg.20.DTT507.S2,Itg.12.DTT471.S65,Lyz2.03B.DTT235.S75,Lyz2.05B.DTT258.S99,Itg.10.DTT459.S53,Itg.08.DTT447.S40,Vil1.09B.DTT107,Vil1.01B.DTT12,Vil1.013B.DTT156,Vil1.07B.DTT84,Vil1.014B.DTT167,Itg.26.DTT544.S40,Itg.04.DTT422.S14,Lyz2.08B.DTT295.S137,Itg.06.DTT435.S28,Vil1.06B.DTT71,Itg.16.DTT484.S79,Vil1.04B.DTT48,Lyz2.07B.DTT282.S124,Itg.06.DTT436.S29,Lyz2.08B.DTT296.S139,Itg.22.DTT520.S15,Vil1.07B.DTT83,Lyz2.02B.DTT222.S62,Lyz2.01B.DTT211.S51,Lyz2.01B.DTT212.S52,Vil1.02B.DTT22,Lyz2.07B.DTT283.S125,Itg.10.DTT458.S52,Vil1.08B.DTT94,Itg.02.DTT411.S3,Vil1.014B.DTT168,Vil1.09B.DTT108,Lyz2.05B.DTT259.S100,Itg.20.DTT506.S1,Lyz2.03B.DTT234.S74,Vil1.07B.DTT82,Vil1.013B.DTT154,Vil1.04B.DTT47,Itg.18.DTT494.S89,Lyz2.08B.DTT294.S136,Vil1.013B.DTT155,LYZdtt342,LYZdtt308,SLCdtt022,LYZdtt366,SLCdtt070,SLCdtt005,LYZdtt354,LYZdtt330,SLCdtt114,LYZdtt356,LYZdtt368,SLCdtt095,LYZdtt367,SLCdtt024,LYZdtt319,LYZdtt306,SLCdtt113,SLCdtt004,LYZdtt355,LYZdtt343,SLCdtt076,LYZdtt344,SLCdtt096,LYZdtt318,LYZdtt332,LYZdtt320,SLCdtt078,SLCdtt052,SLCdtt054,SLCdtt006,SLCdtt077,SLCdtt132,SLCdtt130,LYZdtt307,LYZdtt331,SLCdtt053,SLCdtt150,SLCdtt167,SLCdtt149,SLCdtt148,SLCdtt168,SLCdtt166,taxonomy
PWY0-1319,50635,18736,11970,12371,30679,32481,19968,59119,131066,12842,18088,47708,49424,16584,52497,17369,37735,17166,27401,25282,49118,31815,48738,41839,50666,57510,26649,70748,40109,46619,61919,42956,30086,42845,25027,13759,16914,61470,110515,16996,15891,27788,18705,49867,40473,46709,32271,27868,26714,52238,26922,53458,43850,34186,28317,48200,15200,24957,46847,100128,9970,72662,19518,40947,11117,43301,10948,71158,44200,11339,108827,59554,58035,15395,12163,64869,28980,46118,45138,17097,17713,27485,53650,16341,40171,10701,42554,9955,39882,102776,94014,52215,59672,15063,134755,146354,81858,27998,183543,64540,45877,61914,12781,45365,121561,23980,56580,107342,94046,104123,149499,81485,229888,103968,136307,71645,53276,14486,51011,87578,40229,9989,167266,78040,43704,169871,127629,200864,107979,112535,180231,
PWY0-1338,266,88,4009,338,61,417,6785,84,360,697,70,142,116,19,12,108,39,229,168,86,43,8232,5,19,165,113,88,30,570,414,108,154,10218,12767,8248,4696,5220,65,25,5804,25,9449,51,51,285,1904,8259,218,22,19,27,20,181,10583,75,1931,5172,228,55,296,14,68,6711,35,223,105,69,13,111,3877,10,5106,30,33,805,20,9684,8,1828,5160,20,210,73,5436,1495,582,319,63,499,1427,1765,198,609,46,215,413,645,274,546,2740,0,763,63,336,419,37,116,318,488,192,2274,0,2671,1479,588,123,35,0,280,147,0,31,1300,811,95,32,6,29,11,13,6,
PWY0-1415,755,324,3956,919,395,1038,7102,536,1066,1286,309,703,514,346,217,445,508,962,885,333,645,8684,472,322,914,1066,416,496,1182,1770,473,520,10696,13310,8181,4711,5629,697,1295,6062,313,9492,219,567,879,3762,8765,428,272,431,220,335,723,10902,617,3934,5409,618,633,696,156,774,6715,628,650,922,220,598,661,3887,647,7894,398,210,1304,362,9560,215,3412,5620,164,464,547,5376,3168,1039,843,217,1581,1440,2137,1811,431,192,29058,195,1112,781,173,1602,219,639,378,213,197,352,680,258,683,1486,1798,104,1135,1181,317,1149,570,426,4960,653,992,386,737,2671,1333,3239,1077,2282,3230,1578,529,
PWY0-1479,2591,1394,5425,1609,1220,2326,9483,967,2716,2393,633,3150,1548,1900,487,2417,1120,2083,2080,1553,4615,12964,1101,980,1739,2984,1267,1693,3483,3913,1111,1044,14285,18997,11259,6452,7733,2153,3412,8093,983,13001,951,2199,3310,6520,13073,1523,818,785,2959,698,2585,15412,1390,8007,7227,1421,1971,1896,449,2156,9180,2658,1577,2803,557,1700,2024,5323,1518,14005,741,1653,2447,894,13113,943,6870,7763,1832,1233,1485,7379,6594,2173,3725,684,4861,9198,4591,9398,3852,853,4599,717,7868,2878,1232,5170,917,5535,1326,1056,1222,1565,3504,1208,2079,2673,12843,605,3016,8924,2233,1513,2328,1424,2540,991,3488,828,3724,25431,5934,19312,1174,26190,3046,5315,4284,
PWY0-1533,277,294,3554,577,328,713,6418,383,332,1046,124,218,411,90,144,319,156,621,419,182,241,7752,69,85,485,315,130,146,228,1061,147,249,9652,11768,7326,4207,5071,78,98,5477,36,8465,176,156,351,2939,7742,195,65,190,207,79,363,9709,417,3259,4894,460,172,129,97,211,5987,319,489,200,42,265,244,3465,64,6256,191,144,1057,47,8554,28,2655,5049,128,259,253,4842,2584,818,248,115,1088,258,863,190,85,68,38,112,77,103,66,1302,0,217,0,138,129,2,5,173,70,324,462,24,470,162,215,418,4,0,89,236,1227,241,1338,215,21,156,12,238,1787,24,26,
PWY0-1586,49963,13311,12490,9767,28705,27616,21193,69236,133855,11280,15492,44303,32919,10768,54872,11221,36784,13671,24667,23762,41737,29617,43906,43404,52730,51943,20471,67875,27054,45731,62846,39685,31918,44195,26035,14526,17681,58589,98258,18085,12138,29257,17306,50749,37728,50052,30481,26734,28850,51600,14326,61554,40759,34758,26824,42300,16142,26136,48967,96059,9332,69094,20623,33090,9041,34925,10215,67611,44517,11964,99159,53555,55673,11240,9339,73065,30197,45613,39711,17561,8900,22544,54428,16990,29580,7438,35631,8326,34666,84954,91480,49772,55627,13551,100452,124214,81445,26272,151573,55482,40763,53373,10676,44183,105291,24289,44178,94223,80648,94576,117644,74713,204892,62603,118033,61836,45240,11485,50422,76251,35209,8658,163356,55002,35864,169751,152072,212402,79286,122818,223042,
PWY0-162,32153,13239,9798,10357,29174,19346,16760,48364,121611,9716,11351,38394,31450,9149,52380,11423,34071,12102,18653,18848,33974,25631,48370,30954,42358,53767,12997,64981,28257,39540,56114,36661,25224,35999,20443,11517,14314,37529,65268,14293,9581,23180,16626,34556,28920,39151,26080,22287,17405,51795,19884,41227,30053,28516,27797,33053,12786,21453,32502,95985,9109,70623,16302,31696,7335,32098,10072,68704,32037,9478,109021,50185,59531,9596,9077,43585,23619,37926,32210,14397,12838,12568,49341,13372,31305,7060,25673,6660,25441,73455,77415,39454,29841,10139,77064,43301,18392,16556,146029,47295,36787,47101,10004,37665,36705,14838,33409,75896,29538,84160,120876,63241,186204,72962,47837,58072,42654,10743,40917,71336,31772,6471,136929,53227,33206,118983,114116,160315,50353,109392,194590,
PWY0-166,29883,12034,9157,8927,27092,17788,15577,47455,112816,8328,10920,32552,30678,8521,49623,10599,29153,10550,17063,17005,31724,23461,44264,29885,38545,48914,12484,60518,21026,36036,52361,33793,23466,33306,19124,10699,13236,36851,63778,13289,9583,21539,15591,33649,25901,36597,23880,19594,16956,48736,17507,40780,28303,26299,25918,30948,11872,19984,31175,88425,7939,64692,15174,27187,6417,26774,8939,61629,28965,8816,101994,44026,55690,9296,7375,44247,22142,36322,27694,13280,11457,14108,46050,12467,27358,6807,22461,5739,24623,70439,69637,34442,31579,9986,67047,61120,23943,15516,134306,38374,34253,38689,8936,35395,52378,14219,29561,74771,40798,77297,106205,59027,172575,66154,66419,52529,37391,9207,36773,65408,26907,6350,126434,47706,29504,112180,102269,146261,43967,95305,168948,
PWY0-321,326,408,7472,1162,571,1507,12827,779,394,2045,47,391,895,64,138,664,245,1083,843,342,313,15963,124,172,431,689,228,261,308,2046,234,134,19404,23357,15499,8489,9806,0.9935,225,10940,39,17210,329,305,556,6002,16193,343,69,219,44,111,507,19318,719,6516,9723,942,338,102,134,337,12210,309,947,365,82,264,354,7051,103,13143,261,315,2053,52,18300,54,5334,9695,136,509,282,10096,5387,1651,312,241,2215,3625,7,115,5,24,37624,6,1130,35,4,92,8,36,21,5,6,15,12877,7,29,61,8935,14,9,3549,6,53,47,18,296,29,47,23,9,7087,66,98,220,85,4,92,13,
PWY0-41,659,277,4244,761,347,864,7455,375,238,1127,51,219,382,18,96,324,327,531,428,189,217,8816,69,67,205,277,103,84,115,1167,105,114,11285,13242,8797,4873,5642,203,83,6363,16,9877,151,128,385,3238,8933,167,43,105,71,163,234,10973,452,3633,5647,571,154,24,108,143,7020,167,537,295,41,418,206,4050,77,6458,140,150,1172,71,10414,19,3295,5572,115,241,152,5722,4162,855,119,135,1129,1482,1529,726,193,14,16244,254,329,233,295,3118,0,531,82,228,282,34,739,414,547,6418,2011,47,601,430,343,3878,62,0,28096,2092,44,13,1662,765,11,28,126,7,29,17,5,
PWY0-42,286,308,6160,871,400,1127,10545,565,360,1514,30,280,637,72,86,473,172,829,603,267,404,13245,93,126,307,524,184,188,298,1703,201,108,15882,19571,12725,7029,8264,21,159,8998,34,14170,242,242,449,4496,13321,274,50,218,38,75,415,16126,516,4658,8029,712,246,96,101,258,10030,235,669,275,62,179,364,5800,68,10026,195,221,1549,45,14896,47,4018,8201,95,406,248,8376,3849,1231,261,175,1584,2857,11,122,5,26,31882,6,898,37,4,51,11,36,22,5,7,17,11096,6,29,63,7212,19,15,2841,8,56,52,19,261,31,51,24,9,5075,71,30,61,21,3,55,7,
PWY0-781,9372,3664,7078,5097,4524,9000,12261,5390,25335,5476,1694,5073,5542,1525,1537,2754,2320,5667,4062,4512,15021,17843,2050,3058,5445,5217,5755,2176,5321,20314,9700,3863,18469,24929,14709,8256,10175,4770,4874,10466,875,16635,1428,7109,7804,15182,18016,4290,1912,3211,1963,2570,6136,20068,4867,12038,9348,5830,7391,8537,1115,5827,11739,4498,2938,5770,1601,3631,14129,6813,1476,25507,1461,1365,5268,1815,17109,760,18062,10271,1475,4363,3199,9635,10847,4004,8831,2592,5436,60886,17208,12706,4573,2050,38790,9830,21897,3398,4627,15011,1191,8674,2261,3941,3762,1745,19115,11685,6183,11214,83535,2285,14573,74046,7924,7933,5091,1831,17738,6483,5218,1695,11910,63849,6850,37236,8954,35676,24379,9388,9681,
PWY0-845,977,754,7165,1707,780,2661,12315,1043,1539,2783,586,1146,1327,515,312,1163,901,2263,1824,1003,1686,16224,393,472,1782,1361,1018,545,1345,3228,924,498,18538,23632,14824,8315,9828,871,555,10514,248,16736,559,677,1140,7266,16300,1240,390,650,592,328,1670,19416,1124,9132,9389,1159,583,1560,311,1503,11834,1415,1252,1182,376,863,1440,6853,808,16747,471,504,3083,411,17288,261,6676,9804,638,1057,1289,9749,10282,2028,1031,403,3981,31520,6200,4019,2457,496,71147,604,7456,988,1395,4198,265,4274,528,400,476,527,28628,780,1149,2139,69699,485,2334,34601,657,1483,1426,610,2827,1178,1420,400,1673,31054,2198,2157,1589,2957,9697,1209,272,
PWY0-862,491,742,5931,2122,2129,2520,10639,2016,13781,3086,191,1069,1349,168,395,852,451,2815,1230,595,795,14664,207,989,1521,1489,419,603,423,3327,4474,265,16014,21380,12336,7144,8813,530,460,9071,193,14393,434,1194,930,8314,14817,595,291,600,180,711,1027,17316,2467,9142,8109,2167,2693,683,274,1770,10135,1165,1262,514,473,1456,902,5884,256,18876,388,404,3167,417,14307,255,7551,8905,280,694,547,8086,8385,2180,444,341,3513,18990,2538,1835,280,237,99992,5621,5972,372,344,2152,108,1047,239,788,196,165,38170,4629,616,691,38822,225,2032,18186,1480,605,534,171,2220,412,561,217,1258,26218,669,23862,202,429,916,154,1195,
PWY1G-0,0,2,0,13,2,0,0,0,0,5,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0.3625,0,0.3625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.5375,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.7124,6,3,0,0,0,0,0,0,0,3,0,0,9,0.5375,5,0,2,3,
PWY490-3,5412,3419,5,1039,863,2042,9,732,3299,789,1373,4489,1645,2594,1149,3833,2034,1693,2567,1623,6940,1040,912,695,3557,4864,1997,1601,2577,1641,1594,2043,24,568,19,0.75,189,10285,1502,5,2126,46,1107,1719,4696,2027,1039,2497,1064,955,6384,1084,5832,596,973,295,21,1039,2218,2626,477,3695,5,5882,1437,6339,697,3165,2763,21,1640,1920,1051,1295,1263,1418,35,481,4206,413,5193,1898,1861,51,74,1328,5334,804,57,3280,2951,7677,3118,923,817,797,2675,292,4427,7221,238,5573,3220,539,784,198,475,2188,2596,1584,7435,291,2770,3886,1171,726,1282,391,999,555,4894,1205,4240,7135,1048,4346,3851,8023,26758,4018,732,
PWY4FS-7,47311,17035,11569,10977,28195,29341,19381,56357,123849,11227,16337,42010,46131,14343,49729,15167,33970,14913,24190,22983,45024,30334,44801,39653,46610,52620,24015,65935,35992,42101,58692,39474,29200,41314,24162,13353,16355,55844,102464,16510,14342,26948,17103,46087,37221,42595,30760,25323,24772,49016,22858,51239,40120,33008,26431,43165,14760,23347,43019,94027,8929,67642,18950,35973,9409,36874,9984,65043,40473,11007,101959,52671,55229,13050,10390,61737,27997,43759,40679,16486,15052,25309,49714,15779,34714,9259,38737,8783,36223,96874,87621,48486,52120,13896,106648,129118,73636,24099,166329,54316,42238,52624,11327,42519,107721,21486,46604,97768,83215,96663,140137,74874,213064,98136,121330,65039,46186,11799,49062,80234,34326,9033,156171,73322,37672,161142,108201,187247,89056,105823,165642,
PWY4FS-8,47311,17035,11569,10977,28195,29341,19381,56357,123849,11227,16337,42010,46131,14343,49729,15167,33970,14913,24190,22983,45024,30334,44801,39653,46610,52620,24015,65935,35992,42101,58692,39474,29200,41314,24162,13353,16355,55844,102464,16510,14342,26948,17103,46087,37221,42595,30760,25323,24772,49016,22858,51239,40120,33008,26431,43165,14760,23347,43019,94027,8929,67642,18950,35973,9409,36874,9984,65043,40473,11007,101959,52671,55229,13050,10390,61737,27997,43759,40679,16486,15052,25309,49714,15779,34714,9259,38737,8783,36223,96874,87621,48486,52120,13896,106648,129118,73636,24099,166329,54316,42238,52624,11327,42519,107721,21486,46604,97768,83215,96663,140137,74874,213064,98136,121330,65039,46186,11799,49062,80234,34326,9033,156171,73322,37672,161142,108201,187247,89056,105823,165642,
PWYG-321,533,797,3461,2301,847,2892,4307,1465,855,3360,220,574,1333,194,205,970,488,3067,1324,604,860,15298,201,297,1635,1093,483,414,488,3557,430,305,11994,20164,6480,0,7347,237,352,0,75,8891,482,475,998,9049,15505,595,123,630,116,194,939,16592,1342,9999,5627,1516,528,481,215,731,6518,567,1369,573,194,407,843,0,261,20372,418,458,3430,110,11081,94,7981,8482,263,802,630,5985,9635,2358,514,389,3832,17012,2490,1230,163,221,98477,420,6052,316,160,1879,87,536,176,154,157,136,38322,183,316,558,39815,160,578,16576,180,536,464,155,2036,355,456,197,365,26019,622,270,327,57,1578,356,18,
PYRIDNUCSAL-PWY,13552,6596,6507,3740,2780,12713,11120,4013,13615,5099,6413,15410,7873,5864,3869,4421,10744,7170,8742,7236,13529,15451,3548,3168,13072,8447,10302,4808,19500,11945,6129,10371,16752,21818,13461,7550,8937,6573,5463,9505,1841,15200,2858,7708,12900,10556,15480,8687,3040,2948,6025,1888,9615,17852,1987,10643,8479,4101,6875,11578,2141,9124,10761,13335,3842,15789,2412,10422,12334,6231,4728,16819,3304,2539,5709,1831,15727,1300,18708,8949,3235,9286,7313,8843,13532,3353,16917,4213,4565,36296,24754,24824,12167,3718,13237,6367,19591,6780,7995,32508,1277,28058,2291,4062,7915,3596,10292,5321,6747,11121,44734,2149,19266,54108,10259,7843,7301,2530,7321,6553,13350,3125,27767,46411,6933,24437,18644,30887,78936,19115,6315,
PYRIDNUCSYN-PWY,16255,7200,6871,4420,5218,11227,11708,3060,12692,5336,5244,19335,7078,9541,4211,7825,13044,7220,9645,8404,20764,16382,9405,3946,11329,15675,9038,9766,23680,25185,6179,7589,17642,23009,14208,7952,9400,21610,15467,10011,5541,16012,3949,10036,14810,11533,16484,8908,5857,6068,15588,3223,16323,18835,3729,13012,8931,3921,11701,12713,3376,14342,11336,20056,5004,20668,3030,18153,14155,6569,12232,22949,4399,5179,6015,4302,16601,3142,17328,9497,10488,7214,9269,9332,15193,4156,18892,3983,4939,35184,24418,27020,26947,3164,62618,5856,15868,12022,22859,41096,1768,38087,7302,4846,7813,6717,24519,11379,8648,14463,72608,2950,20660,41464,15775,15187,25174,8258,9384,12864,21452,3347,28857,40563,20993,51747,50646,77295,94422,31011,22966,
PYRIDOXSYN-PWY,760,591,5657,1249,599,1994,9699,745,1175,2170,454,894,1013,414,239,942,697,1731,1414,781,1308,12857,307,365,1338,1054,801,422,1074,2423,697,386,14611,18509,11679,6554,7645,681,433,8280,195,13215,426,527,896,5169,12834,952,305,503,475,253,1311,15271,819,7524,7390,876,454,1193,241,1159,9355,1108,1010,929,289,669,1106,5412,626,12063,360,398,2394,318,13680,202,5129,7636,531,815,988,7692,8549,1649,815,314,2991,20047,4559,3170,1979,376,61848,448,6114,790,1112,3349,190,3418,422,315,381,421,22606,625,872,1640,46372,333,1783,23946,535,1170,1147,494,2055,935,1137,315,1331,30563,1765,1682,1189,2224,7577,928,200,
REDCITCYC,2967,865,1520,4829,1628,2831,3124,1401,997,3774,135,841,1312,146,286,1063,504,2499,1453,561,1167,16355,355,276,687,1133,360,310,415,4439,426,196,4019,9048,2574,2186,4336,967,224,2694,63,3663,507,472,1553,9747,15549,657,210,700,65,732,820,8712,2399,10662,2736,1653,566,168,269,504,2259,759,1695,564,145,369,1040,1438,136,23248,429,461,4069,323,1455,76,10025,4657,284,781,563,2594,9343,2827,392,358,3615,14640,150,1261,132,229,35685,209,4299,333,142,749,89,437,219,56,144,164,12383,182,568,2518,27573,168,202,15739,147,1385,500,206,8820,757,544,206,231,20561,637,3057,5774,1579,1142,3121,527,
RHAMCAT-PWY,998,787,4293,1183,1293,2076,7571,1264,9337,2071,788,1033,1000,394,479,534,1636,1495,1334,894,3359,9571,465,743,2142,1591,1040,542,1102,10992,3431,1317,11401,13703,8866,4916,5928,685,522,6460,203,9913,416,1436,991,4175,9521,953,310,738,624,534,1324,11363,1402,6752,5761,1316,2018,2631,311,2311,7016,1093,602,1295,606,1173,3311,4057,696,8694,650,196,2171,411,10383,184,4696,6033,388,772,1279,5837,8949,1043,1120,528,2222,8972,10884,4023,1327,695,1171,8412,1725,497,1156,5620,97,3568,230,1462,801,237,214,6970,1059,2549,10334,278,5783,7195,3068,1641,536,109,2194,988,1729,356,5829,7010,531,20318,1281,1404,18053,1867,1297,
RIBOSYN2-PWY,14338,6094,7031,5127,4981,13557,11971,23970,15065,6695,7190,21340,10390,7643,6127,7220,9363,8983,13180,11635,18994,17318,8318,9509,16603,12865,10280,11981,27819,14214,7247,7901,18038,23719,14539,8069,9673,28594,21230,10240,6835,16247,3705,22171,13636,16835,17490,10292,14025,7576,14452,24110,20912,19265,3470,16440,9135,4816,23856,13516,2973,12716,11505,15591,5143,21769,3099,15709,14857,6666,10659,22825,3682,7577,6477,29664,16996,4444,20445,9698,8974,7336,13148,9547,18793,4064,18786,4302,8453,37856,24823,29571,26685,3890,78433,5919,16492,15831,20424,41143,3007,39363,6910,5310,9060,11544,30371,11135,7562,19786,76723,4540,23935,45073,17873,16800,27067,9185,27990,15057,22967,3655,28205,46343,23954,90278,60671,110688,66300,37070,42224,
RUMP-PWY,12272,4931,71,2635,3184,6379,29,2979,9325,1779,2943,12037,3844,4790,3521,5396,8633,2950,5289,4050,12536,2420,3808,2546,7889,9937,5133,4380,4042,5132,4805,5917,115,1337,67,25,443,16464,4300,23,3644,233,2781,5190,10160,4632,2217,5727,3007,3389,8565,2716,10360,1443,3102,2691,61,2567,5886,8745,1853,9063,18,13166,2989,10858,1746,10636,7824,101,5572,4684,3606,2729,2113,3262,138,1294,8472,980,5776,4631,5725,174,5484,2459,10583,1777,928,6472,13318,12966,6908,1135,14915,1035,4861,3667,8488,18137,529,15516,4946,2159,1617,2146,1345,4032,4622,8207,14843,751,6685,7452,3318,5420,2376,952,24283,3418,10297,2346,21572,11755,2045,4334,12147,13289,40935,11376,2446,
SALVADEHYPOX-PWY,4298,2781,12467,4163,2952,7536,21242,2156,6351,7009,2811,11727,3952,599,2695,2941,4439,5185,6394,3527,8511,32114,1262,1633,7968,5014,4831,4004,4513,7426,3431,4298,32044,43205,25946,14415,17523,2256,3157,18150,508,29079,2655,2468,5022,21498,32960,6369,1170,3038,2114,746,4516,35118,2922,26212,16178,3824,2064,5971,1467,5367,20528,1712,4144,12397,1312,8154,7918,11907,1435,39420,1541,2009,7631,526,30250,896,18458,17833,1046,4087,5095,16919,26661,5326,5051,2140,9556,71944,18719,14445,4198,2688,102727,1738,17009,2134,2936,14988,1063,12657,1489,1895,2794,1064,42593,2334,3299,5147,118400,2367,10387,83856,3496,3952,5152,1697,8366,2826,12896,2874,14877,72402,5017,8802,7375,14546,39463,10585,2693,
SER-GLYSYN-PWY,20839,11154,6946,6885,9348,15946,11857,4552,34156,7195,9614,29648,12670,10560,9863,11655,25437,10372,15081,12828,26418,18001,15247,7176,27031,28012,12428,15605,26523,31716,15810,21112,17868,23707,14381,8058,9652,30114,19023,10134,7137,16254,7718,13641,19226,17849,17961,16358,8042,10530,19243,6505,22349,19736,7325,15439,9048,5442,13336,30577,5594,27632,11476,31439,7098,32942,5958,31573,20602,6665,21176,33161,10682,7283,8279,7529,16785,4870,24645,9959,13240,10791,18567,9449,19957,5774,22822,6742,8218,48513,43357,39746,31672,5408,102107,10062,19312,14246,31063,56262,3416,49957,9788,8016,11961,8203,38265,16067,13323,25787,96306,5278,39447,52981,18579,21486,29775,9626,23640,17903,27720,4793,53377,50708,24849,64224,64166,90069,122492,45344,39894,
SO4ASSIM-PWY,2195,959,7988,2384,845,2462,13819,843,2085,2431,639,3134,1178,1900,427,1307,938,1905,1561,1567,3416,17066,282,737,1771,1881,1447,956,1837,2984,889,616,20815,25994,16470,9385,10767,1371,2671,11800,510,18914,651,1695,2590,6064,17342,1622,572,417,2532,471,2044,21458,1293,8780,10528,979,1615,1631,358,1623,13399,2114,1125,1921,433,1236,1959,7747,414,14865,443,516,2724,422,19311,608,5888,10676,1856,1181,1236,10846,10231,1734,2758,559,3268,35198,5571,6345,3642,575,72475,841,7435,1205,1101,3881,375,5403,704,929,926,646,23842,1074,1532,4817,82567,696,2984,48246,1564,2674,1813,760,15506,1841,2362,506,3267,48721,3339,7194,354,9788,4466,5173,680,
SULFATE-CYS-PWY,3933,1766,7761,3566,1487,4312,13387,1335,3659,3772,1180,5689,2110,3397,729,2415,1724,3299,2784,2770,6217,18230,476,1249,3118,3470,2625,1689,3528,5496,1567,1123,20168,25670,16034,9042,10632,2537,4739,11431,948,18234,1171,3003,4559,8662,18333,2861,1011,711,4727,787,3683,21332,2171,11307,10207,1624,2876,2911,649,2879,12894,3965,1973,3646,793,2239,3584,7470,701,20570,758,964,4228,724,18758,1022,9732,10782,3386,2097,2229,10559,13799,2663,5087,1049,4685,37905,9560,10752,6480,1014,79843,1602,10323,2213,2203,7197,671,9546,1301,1621,1732,1177,28389,2028,2661,7751,84467,1210,5502,47577,2945,4721,3410,1408,17350,3293,4330,898,5943,49668,5821,15749,1752,22389,13159,11367,2423,
TCA,7911,3422,9636,4301,2412,6709,16532,1833,7259,5110,2509,9954,3441,5259,1129,4773,3693,5610,5453,4025,8757,21934,2307,2006,5498,7025,4113,3637,19880,8592,3284,4022,24880,31074,19827,11125,12973,5939,6655,14124,2293,22408,2092,4760,7738,9953,22024,5024,2159,1738,8084,1619,7254,25861,2458,13713,12619,2435,4987,6752,1271,5999,15862,8349,3450,9288,1696,5053,5201,9178,3205,23804,1732,2716,5950,1813,23211,1524,13820,13065,5217,4050,4077,13123,16875,3322,12296,1846,5281,32276,14180,17562,10559,1741,91839,2589,11453,5413,5933,15799,1134,16561,2871,2446,3431,2868,32024,4029,4150,10448,72770,1667,10585,42877,6285,7209,5660,2503,21402,5320,8639,1786,10876,45458,8874,25573,7059,37146,39834,11846,4122,
TCA-GLYOX-BYPASS,3013,1040,9264,3109,1573,2858,16515,1419,1319,3539,194,1179,1535,213,389,1269,678,2478,1760,718,1074,20752,450,377,872,1481,494,480,592,4288,602,288,24868,30693,19118,10930,13009,1236,355,14090,96,22040,626,663,1851,9092,20860,823,285,766,92,756,1063,25388,2188,10354,12584,1631,802,170,325,692,15587,1053,1748,787,204,554,1056,9019,216,20806,573,581,3693,443,22371,117,9282,13031,387,950,759,12612,9071,2622,569,439,3664,11882,71,1361,81,175,42681,53,3350,309,47,548,47,457,201,44,65,144,14441,65,256,839,28852,65,101,15519,82,472,422,173,1990,246,499,184,85,19543,681,4120,5952,2421,158,3258,726,
TEICHOICACID-PWY,18440,6710,123,4873,2656,8338,194,30702,44901,3979,4168,11206,10537,4110,13102,6510,4022,4531,8721,8492,15320,3466,3064,18775,15625,13636,6094,27480,4018,11643,25146,4150,174,6167,1085,449,2054,23629,35756,143,5568,615,2167,20419,15732,19164,4303,7075,9976,9853,9188,23565,16271,3131,4282,5783,163,11742,20696,21363,1126,12052,104,13451,2916,9675,2074,4114,16599,261,5996,19212,3329,4143,3114,24660,177,22281,13658,1884,6509,3535,13782,246,5584,3290,11851,1612,7500,6167,26613,16866,4558,2680,18181,1488,4239,12074,8442,7323,13491,4355,6088,21566,11846,12384,9484,5001,5491,12962,14827,39633,36396,6868,52774,6123,11746,4434,35261,5625,5691,1044,52853,9890,12077,40350,67719,61157,8809,49866,115981,
