#OTU ID,Vil1.03B.DTT33,Vil1.05B.DTT57,Lyz2.07B.DTT281.S123,Vil1.010B.DTT117,Itg.10.DTT455.S49,Lyz2.02B.DTT221.S61,Itg.10.DTT456.S50,Lyz2.06B.DTT269.S111,Lyz2.03B.DTT232.S72,Vil1.09B.DTT105,Itg.20.DTT504.S99,Itg.20.DTT505.S100,Vil1.04B.DTT43,Itg.24.DTT529.S24,Vil1.07B.DTT79,Itg.18.DTT492.S87,Vil1.014B.DTT164,Lyz2.01B.DTT207.S47,Itg.26.DTT541.S37,Itg.02.DTT409.S1,Itg.22.DTT516.S11,Lyz2.04B.DTT243.S84,Itg.06.DTT433.S26,Itg.02.DTT407.S99,Lyz2.08B.DTT291.S133,Itg.24.DTT527.S22,Itg.26.DTT539.S35,Vil1.09B.DTT104,Vil1.02B.DTT21,Vil1.03B.DTT32,Itg.22.DTT517.S12,Vil1.02B.DTT20,Lyz2.04B.DTT244.S85,Vil1.06B.DTT67,Vil1.04B.DTT44,Itg.24.DTT528.S23,Itg.08.DTT444.S37,Itg.12.DTT467.S61,Itg.16.DTT480.S75,Lyz2.02B.DTT219.S59,Itg.12.DTT468.S62,Vil1.04B.DTT45,Lyz2.03B.DTT233.S73,Itg.18.DTT491.S86,Lyz2.07B.DTT280.S122,Itg.06.DTT431.S24,Vil1.07B.DTT81,Lyz2.05B.DTT255.S96,Lyz2.01B.DTT208.S48,Itg.02.DTT408.S100,Lyz2.07B.DTT279.S121,Vil1.013B.DTT152,Vil1.05B.DTT55,Itg.18.DTT493.S88,Vil1.013B.DTT153,Vil1.01B.DTT08,Lyz2.05B.DTT256.S97,Itg.04.DTT421.S13,Vil1.014B.DTT165,Lyz2.08B.DTT292.S134,Vil1.06B.DTT69,Vil1.08B.DTT92,Itg.10.DTT457.S51,Lyz2.06B.DTT267.S108,Itg.16.DTT479.S73,Lyz2.05B.DTT257.S98,Vil1.08B.DTT93,Itg.20.DTT503.S98,Itg.22.DTT515.S10,Vil1.013B.DTT151,Itg.16.DTT481.S76,Vil1.02B.DTT19,Itg.12.DTT469.S63,Itg.08.DTT443.S36,Lyz2.04B.DTT245.S86,Vil1.010B.DTT116,Itg.04.DTT420.S12,Lyz2.02B.DTT220.S60,Lyz2.08B.DTT293.S135,Vil1.07B.DTT80,Vil1.010B.DTT115,Vil1.08B.DTT91,Vil1.014B.DTT163,Vil1.05B.DTT56,Lyz2.01B.DTT209.S49,Vil1.09B.DTT103,Vil1.01B.DTT09,Lyz2.06B.DTT268.S109,Vil1.06B.DTT68,Lyz2.03B.DTT231.S71,Itg.06.DTT432.S25,Itg.08.DTT445.S38,Itg.26.DTT540.S36,Itg.04.DTT419.S11,LYZdtt351,LYZdtt364,SLCdtt050,SLCdtt110,SLCdtt075,SLCdtt019,SLCdtt002,LYZdtt328,SLCdtt021,SLCdtt111,SLCdtt074,LYZdtt304,LYZdtt317,LYZdtt305,LYZdtt329,SLCdtt092,SLCdtt020,SLCdtt128,LYZdtt341,SLCdtt051,LYZdtt340,LYZdtt363,LYZdtt365,LYZdtt315,SLCdtt069,SLCdtt129,SLCdtt109,LYZdtt352,LYZdtt353,LYZdtt316,SLCdtt093,SLCdtt001,LYZdtt303,SLCdtt068,LYZdtt339,SLCdtt003,LYZdtt327,SLCdtt067,SLCdtt163,SLCdtt164,SLCdtt145,SLCdtt146,SLCdtt165,SLCdtt147,taxonomy
PWY-7332,453,59,1284,2436,2442,2077,1910,1912,2496,837,1984,2710,766,3252,0,3745,1980,2147,4263,2739,1221,2375,2327,1863,1007,2112,1211,746,779,1213,1848,316,1184,45,825,2509,3754,2521,3359,5056,3156,1423,1033,1944,622,632,191,664,3294,2158,2855,3907,0,3498,5973,351,2290,3358,2226,956,293,391,1159,3109,1609,2154,347,1654,1143,5338,2692,175,2515,2305,587,2432,925,3961,1690,41,93,0,2427,260,2730,261,591,2409,118,1750,2993,2288,3162,2182,6131,12003,3234,1664,768,190,3306,9265,796,2555,1944,8491,4804,2457,6301,1724,1121,1769,5216,2695,6836,7970,14775,7622,1338,673,866,8517,6721,5873,4398,301,24442,336,1126,1926,1690,727,10028,4552,5283,1779,4681,7043,
PWY-7371,831,137,2127,2220,2647,2721,1982,3205,1418,1754,1997,10922,525,3345,0,4930,3213,1714,5542,7165,1111,1742,6351,2220,2093,2407,716,1329,2035,1696,2569,345,739,13,1226,1812,2874,1807,5101,3307,2490,2937,1660,1637,804,2440,470,550,2199,1192,1821,487,18,8158,794,641,1807,4679,3770,1265,422,303,3256,1377,28379.3197,3774,577,1588,2025,683,6432,262,3099,892,593,1462,1148,1626,3617,69,69,26,2331,285,4312,167,2145,979,151,3064,3757,7379,1632,1120,2050,5881,439,632,643,131,1569,9589,1000,1331,1587,13396,22067,4734,13797,1047,1049,851,21772,613,4568,4696,80605.9607,1491,5416,398,680,2691,19584,4449,6433,443,21267,613,2500,959,2237,280,1099,1625,1078,245,415,175,
PWY-7374,625,140,1986,1977,2300,2616,1681,3230,1121,1705,1865,11060,462,3137,0,4817,3099,1491,5221,7091,971,1324,6126,2145,2036,2198,511,1144,2039,1473,2396,293,557,13,973,1488,2212,1386,4848,3085,2163,2924,1619,1484,663,2244,478,494,1928,885,1711,485,11,8149,801,626,1689,4085,3750,1163,421,248,3252,1202,28191.7505,3768,524,1362,1800,673,6344,241,2979,725,517,1172,826,1211,3561,52,59,11,2280,269,4145,97,2164,828,138,3028,3008,7452,1302,969,1546,5047,380,555,580,115,1385,8326,910,1204,1401,12237,20338,4147,12118,927,929,760,20010,548,4063,4033,80448.9188,1176,5011,356,603,1831,18037,3846,5937,374,18540,552,2081,824,1624,244,1058,1535,978,220,327,137,
PWY-7377,3711,249,214,2653,9750,150,3307,1161,5895,2524,3073,5242,986,4133,679,3218,2653,8916,4690,6049,1465,12487,1299,3782,4632,4822,3252,2286,2110,1670,2502,991,3333,339,1617,2521,5898,4530,1326,268,3499,1198,2074,5826,273,994,1132,1799,299,3351,1741,348,693,5750,0,0,2578,1287,3500,325,692,1177,3653,1348,8737,4307,1984,8821,6570,132,1087,3435,3506,3301,2494,3494,327,318,1120,637,1217,711,4612,1587,267,1531,113,465,1273,10185,743,3973,2327,1897,1059,1195,1125,1586,367,795,1656,1845,796,1668,976,12309,41913,14000,2327,4731,705,730,1342,680,588,910,893,13578,4420,998,3150,1399,1100,32864,6496,805,13326,3960,1506,2987,2220,2944,24936,10193,5206,621,17167,1176,
PWY-7392,11205,2515,7014,14216,35114,11977,22780,9829,28395,20351,16568,24572,11109,21066,461,20238,17080,19779,24000,27422,8574,39242,35403,16077,20335,19588,14040,18789,15531,13157,13828,6560,12563,1784,14276,13605,26650,30230,26837,21383,23356,15117,11372,23962,6654,22981,7231,8107,9157,14998,16631,13876,1086,25464,18414,5548,13533,43931,17279,11879,10714,13709,16367,11868,37929,18694,13946,32394,29405,15534,23936,8677,19464,17784,7251,21735,14624,18905,26284,4360,7958,3378,17643,9557,12582,16740,10910,5849,7897,23469,30915,16022,13990,16381,48264,20987,9369,11597,11105,6540,24950,55872,6169,12529,41158,65730,88903,48450,56093,22385,6855,11884,107428,7643,38165,29391,37141,45269,18235,11992,18521,48599,50683,64932,28560,28538,69676,8743,92795,19031,98161,11680,53526,13697,63780,13025,54136,22263,
PWY-7400,11513,12641,16519,20360,33414,19978,27659,16049,31330,21014,29072,39734,13713,40819,14607,42782,24533,28385,46677,30228,20378,36757,33117,18795,19095,33743,13824,20304,19488,25557,27668,7555,20035,13176,20456,30901,39059,29946,51605,35970,31758,28156,13640,29843,10052,18621,14917,11947,46813,17088,23012,18175,22093,44111,21099,7630,38353,41319,22769,14612,24816,18059,16450,33242,48430,40908,19098,27823,22168,17861,45142,7236,23989,19051,7987,24404,17507,33569,35299,11649,16874,19005,21658,21400,32564,20659,12738,21859,19316,23734,35819,23934,27984,20217,60928,100876,26765,23030,13637,7131,41279,92569,10432,20707,54739,88583,119254,64312,88543,29064,15872,23721,144517,21729,58910,66524,129556,56238,28149,12390,17974,63825,66220,96565,39116,181081,101876,12898,894597,30157,148725,13580,69348,107708,55773,30468,60396,54186,
PWY-7431,50,0,57,79,181,134,168,42,108,42,37,37,57,179,0.4342,126,51,221,131,136,47,368,70,128,133,134,102,50,25,105,92,0,53,0,102,113,209,276,341,275,226,60,62,153,44,34,0,30,217,151,86,0,0,149,0,0,64,174,452,31,14,0,126,53,320,94,10,88,168,23,245,234,174,206,16,60,42,288,48,7,4,0,280,13,204,26,33,57,0,162,92,104,77,163,49,36,54,32,28,21,1032,183,23,34,83,73,27,23,43,40,29,44,226,44,42,46,47,860,55,23,44,13,13,27,79,16404,116,27,32569,189,2896,51,2204,90,1912,2,130,56,
PWY-7446,65,2459,25,632,117,7,0,39,32,2439,11,0.5,716,0,3033,24,585,888,0.9375,68,0,259,10,181,171,75,40,1721,79,41,0.75,34,0.9988,2731,38,14,13,32,72,32,0,107,6,25,46,32,2741,267,0,86,841,670,4595,0.9984,801,9,8,17,286,58,4641,2741,0,34,164,14,3136,123,63,519,34,87,0.5,1054,0,1749,0,8,100,2123,3361,3927,522,3803,8,3850,36,0.6429,3479,178,0.75,1,7,252,66,427,0,0.999,0.9974,0.6585,100,224,0,0,36,3145,163,248,210,0,0,0,205,0,163,180,223,4371,0.666,0,5,115,130,265,0,75,22951,0,422,171,229,125,9,2,4,1,1,2,
PWY-7456,1154,38,1758,3112,2524,1725,1601,1250,2741,1350,1309,2032,1452,2597,0,916,1273,2331,2332,2345,1122,3671,2503,2606,1123,2285,1593,1358,1014,2306,2057,839,771,219,1844,1593,3060,4264,2766,3646,2742,1492,1105,2065,807,1899,175,1260,1109,1455,3749,6156,50,1521,8674,773,1938,3010,2608,723,232,332,1330,2918,2731,2057,497,3810,5376,10815,2321,970,2182,4221,634,3047,941,1590,983,85,567,139,4065,215,1425,1350,1020,1321,109,1405,2057,1576,1279,2800,2891,2285,1027,1048,493,953,2083,3685,961,665,2090,5044,2795,3975,5044,602,1196,988,2863,1595,1399,3653,2401,12921,4007,677,1383,2606,1352,3959,1420,874,22015,3124,2481,1427,4226,2529,17698,1907,1852,890,3850,10038,
PWY-7527,0,0,0,0,34,0,12,0,0,0,15,0,0,12,0,0,0,0,12,27,0,67,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,41,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,7,0,0,29,0,0,0,32,17,0,130,0,69,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,65,18,0,0,0,0,104,0,0,0,0,0,17,0,0,0,248,0,0,0,0,0,0,0,0,33,46,105,723,18,0,14,0,16,33,16,0,357,0,234,0,58,18,1530,2,216,1,1,0,
PWY-7539,8177,12836,10069,12746,20134,10304,14859,7872,21090,16331,17699,19400,8872,24124,14840,21965,14449,17291,25733,16897,12370,26789,13889,11455,11396,21028,12092,14508,9480,14978,15932,5719,13691,13434,12276,19103,25157,20298,26987,21832,18539,9753,9071,16013,5732,9309,14573,7446,19834,10823,15037,16583,22498,21077,21008,3988,19246,20382,13829,7155,24578,16393,7496,18327,17666,21142,17806,22964,20356,21845,20498,5130,13425,15077,6325,17334,10302,15925,11556,11629,16681,19250,14473,21027,15153,19988,6443,11349,19085,12989,20524,11767,18577,13016,28231,41968,15951,11973,6444,3922,25200,41335,5915,11207,27330,44459,49907,30288,40451,15144,8038,13807,41458,14560,25128,37402,45977,39460,14514,8866,9906,27392,24429,52788,20820,156690,60606,7900,810835,19694,113725,7941,59884,37483,22609,12728,61286,45117,
PWY-7560,12670,12087,18670,25405,34290,22675,29402,17748,32941,22955,31457,40773,14436,48296,13984,46938,27296,31939,55444,35090,23217,36497,29181,23958,18335,38539,19783,23428,20210,28678,32215,8403,22099,12682,22492,36198,45529,35253,56954,41463,36409,30025,14331,32908,10819,17397,14276,16710,52552,20410,25402,18541,21212,48254,22351,7704,44930,37743,26121,15081,23858,17916,15985,40159,49269,48436,18758,28825,29735,22796,49029,8180,26996,20358,8472,27493,17627,36720,36184,11158,16415,18210,23255,20474,36682,22087,12550,25032,18446,20309,35126,25587,33209,21933,55524,105630,27875,24066,12452,7025,37004,96417,10621,21464,52991,82814,101371,56492,98559,26249,16103,24366,139333,23550,57533,71296,129501,52999,28247,13539,19679,57000,57116,77982,36776,151956,106876,13613,833406,22804,138378,12774,81307,113788,56410,32914,82410,72165,
PWY-7663,20873,19407,22451,32778,57092,29539,41659,23194,51767,35216,39881,55232,20159,58220,22065,53910,36811,43711,64924,50942,27232,70144,79597,31433,36778,46358,24802,34210,27754,34363,38492,11716,27751,20049,28620,43073,54400,47018,67497,52570,44729,35553,21229,36703,14436,59851,23247,20047,59414,28630,34756,31118,33402,52771,38289,10843,49921,92307,34574,22686,38503,28820,28245,46027,65547,55609,30790,61151,49278,35640,57931,14854,34713,32211,12839,40157,28007,47107,51181,18112,26274,28992,33804,33363,43932,34711,19994,28802,30206,46684,58540,32364,38617,30570,220454,102320,27957,24377,19579,13983,42276,99557,10520,22189,65757,103566,191473,150778,100072,36547,15963,24631,167606,23473,63209,72417,125292,81497,28558,27560,30654,172325,122230,228074,43944,175353,120325,13854,1177620,38081,203017,29744,156552,167734,92197,48876,148033,113150,
PWY-7664,500,10477,417,5311,1307,374,184,452,737,14756,182,246,5652,653,13233,261,5419,7532,503,1051,183,2759,812,1931,1915,830,524,12603,567,406,421,290,246,11977,608,445,602,1144,773,1014,593,1106,226,518,473,773,12253,2325,247,1275,8051,8375,20025,438,9972,92,149,864,2853,532,20483,14719,159,843,1731,322,15455,1188,1455,10060,504,1010,396,9788,203,13467,282,395,772,9901,15361,17269,5757,18099,328,19307,265,297,16432,1649,614,302,310,3279,612,292,728,487,427,294,23130,2918,378,485,1179,6084,362,528,709,407,384,579,3356,723,437,322,406,23537,965,385,527,522,345,655,1084,239349,6342,409,674740,3933,61253,907,14794,181,14111,30,2058,1175,
PWY-841,15321,16888,12465,20190,44232,17382,25736,15597,34450,26569,19178,40666,13418,25840,19757,26894,22053,23837,30555,36865,9136,56340,72500,19546,31486,20524,11972,23473,18699,16342,16741,7015,11880,17890,15991,15124,25208,31721,35387,29507,22118,19766,14568,23534,8376,57948,19757,10131,14355,16063,22813,21151,29940,35406,27657,7064,14767,79158,23640,15464,32966,22655,23302,15186,60839,25859,24758,50711,36009,27714,35908,12059,21528,23339,8417,27187,19045,21952,34214,15291,23055,25839,24666,27853,21509,29302,15753,8255,25254,41290,42036,25749,12616,20591,187832,22875,9336,8780,14748,11935,28851,53817,5982,10110,41805,72142,153671,123936,55403,24929,7009,10680,117960,8236,36349,27228,96654,56137,16096,22440,24778,141734,101629,185289,29163,127023,80929,6819,760885,30604,149573,24585,115378,46242,72077,15798,84088,62710,
PWY-922,5990,205,2112,2712,24646,4473,11088,3613,15096,1742,5650,9786,3336,7242,144,5590,4977,6027,8208,13368,2695,28785,27411,6747,14836,7395,6670,1576,7475,3224,4664,3178,4742,284,5233,4358,10216,16858,8052,7904,9082,4364,5465,11230,2476,18763,488,2225,1796,6788,4749,3734,265,8483,6749,2344,2555,31235,6823,5648,856,739,11116,3593,18939,5835,1068,24219,19667,5616,8268,6869,8647,7141,3929,3120,7434,6833,12144,316,1338,1095,7503,594,3515,1348,5602,1578,504,20399,16050,6416,4364,7294,45067,839,1401,2719,8426,6812,10413,13392,1386,3408,21357,35707,100158,54465,13327,15558,958,2428,56922,941,13449,3584,2223,30513,2844,8887,19268,48739,52868,93352,12428,1999,20345,2031,4137,25242,44549,13852,29490,6800,34101,5227,20665,8541,
PWY0-1061,1171,14891,2459,8954,3302,911,1894,1535,2294,22145,1532,956,9127,2176,18229,1436,9266,11847,1658,1952,1316,4983,1703,3818,4285,2555,1354,19174,1008,1341,1341,559,1406,16480,1842,1893,2200,2389,2283,2452,1565,2098,903,2192,1697,1768,17334,3913,1516,2485,13584,9512,27613,1527,10737,380,1838,2190,5591,1497,29022,20492,925,4954,3848,1861,21735,2233,2275,7568,1658,1228,1011,15685,456,20617,807,1742,1693,13817,21090,23792,10076,25110,988,26606,724,2599,22766,3145,2249,1002,1785,7055,6124,9836,6451,1824,1151,613,23080,7767,1909,1225,7117,14388,2619,16728,6206,1499,3044,4679,8769,6330,3877,7924,4458,48257,2075,956,1943,4686,3721,3289,2424,186499,22861,1273,558114,7298,59767,2325,10481,2273,8861,510,2700,4530,
PWY0-1241,1003,10616,2318,4391,3305,3185,2306,4098,1390,11355,2763,13071,3378,3857,12150,6992,5816,4531,6317,8459,1339,2139,6643,3447,3142,3225,663,8325,2816,2737,2970,544,751,10939,1715,1908,3117,1976,6754,4088,3060,4021,1955,2251,890,2748,11970,1608,2933,1329,5249,4097,18408,10108,4966,1166,3994,4552,5239,1684,20075,12319,3962,2013,23635,5734,13757,2065,2316,3352,7776,506,3903,5191,586,8584,1015,1396,4391,9288,13393,15715,5084,16785,5268,15178,2833,1361,15261,4212,3690,8824,1626,2305,3640,8857,1440,1536,1169,529,13205,13783,1531,2168,2852,19064,24383,6200,16149,2617,1717,1790,26268,1671,6961,7155,93910,11942,6761,852,1604,3648,21415,7683,8561,141331,28101,1206,281086,3588,28067,1419,786,1309,1850,783,182,317,
PWY0-1261,6559,20898,5362,16603,9177,4850,6889,4880,9254,27749,3323,3119,11231,5523,24333,5865,14643,16713,7254,8373,3170,16857,6216,7059,7635,6328,3747,24595,7066,7479,4222,2662,4518,21990,8882,5247,11232,9757,7736,8977,8610,7821,3227,6546,3443,4934,23862,8077,9232,7248,16855,14746,36873,7340,18022,1569,5964,8772,10405,4273,40175,26627,2776,7537,8760,6641,28876,5544,6437,13025,7053,3033,5792,18509,1711,27686,3609,8404,6249,18997,27852,31636,13361,34288,8240,34234,3445,5408,31242,6825,7221,4497,5617,8706,13527,24065,7890,6044,3837,3081,24187,43133,3031,5340,14774,27788,14746,15208,19636,5185,4125,7182,36132,6478,14404,14301,30543,50827,7179,6343,7196,13117,11192,21328,8817,23300,45513,3717,61829,18779,137796,6167,68434,13149,29134,4659,28219,15015,
PWY0-1277,142,5145,52,1514,240,12,0,86,56,5190,23,16,1601,0,6107,38,1413,1919,10,144,0,567,18,406,400,151,79,3757,167,76,18,74,7,5499,83,26,27,58,134,48,0,258,14,50,111,56,5737,589,0,207,1928,1757,9251,10,2103,17,14,29,680,129,9715,5799,0,56,351,25,6591,252,128,1257,56,181,8,2326,0,3928,0,13,204,4456,6772,7907,1225,7989,14,7785,70,7,7304,378,9,13,16,573,376,528,0,18,18,9,226,671,0,0,112,2197,268,323,499,0,0,0,528,0,307,311,370,4888,8,0,22,185,315,374,0,481,12259,0,2543,323,885,742,87,2,41,1,1,1,
PWY0-1296,17436,13502,17839,25786,44094,20686,32752,15192,41533,22297,36170,33650,14541,41759,15584,40270,24663,31718,37918,32922,24424,55232,63328,23858,29438,39507,19095,24643,19541,29143,28013,10002,24773,14100,20486,34168,39991,36775,52118,39750,36379,16491,15161,32273,13611,53035,15530,17409,50295,23831,24273,17375,23630,35337,18133,8517,43384,76919,23379,17772,26304,19742,18367,38488,24842,41078,20814,48708,33830,12933,37801,11633,25565,20606,9753,30398,23077,40473,32786,12456,18436,20388,21784,22697,33333,24757,13677,23506,20583,36100,48613,16006,31575,23501,175276,85929,24513,20234,16218,11371,32723,80319,8813,18222,55564,83578,140683,119353,77357,31248,13362,23581,110998,18451,52959,56977,52449,58311,22424,22364,25811,141800,94130,186350,36125,18872,83880,12166,76901,32231,95948,23738,127383,160778,109692,48315,131169,112515,
PWY0-1297,14986,14588,10755,21017,44535,13792,27262,12458,34920,22537,22676,21982,12878,32298,16785,30911,21421,24159,27191,30429,16397,53626,61239,21115,29156,29114,17494,24153,15001,17516,18725,7616,16269,15173,14831,27158,31778,33410,37599,27099,27155,10533,11931,25218,10247,52925,16650,14204,31963,20422,21667,16642,25452,24826,18076,5707,25508,74056,20187,14549,28273,20672,18446,31326,24401,26061,21962,46832,34685,12405,26123,11402,21064,20516,8213,29090,19259,27777,25172,13380,19775,21936,20128,24306,20003,26172,10545,19175,22090,35880,41884,12993,22435,20243,164549,52700,17820,14943,13773,10586,28957,58021,6428,13719,44656,68308,127414,109592,57568,26565,9358,16080,92317,13887,41489,36616,39163,54109,16414,19998,24877,129011,85418,171313,29990,24206,72179,9401,96087,29098,96419,22386,111704,125386,91608,24919,111912,74234,
PWY0-1298,13635,14891,10549,19911,40298,13863,26916,12093,33710,21968,22559,22637,12603,32198,17174,30801,20914,24058,32307,28281,16287,48730,59741,19962,25772,28683,16765,23130,15660,17458,20385,7276,16316,15522,14840,27140,31541,31988,37482,27034,26670,14432,12656,24499,9781,51888,16937,13436,32809,19424,21224,15623,26041,24602,17206,5838,26095,70756,19425,14068,28795,20816,16595,31297,21160,31430,22052,41569,32285,12083,28952,9837,20484,20124,7993,27389,19304,27508,28498,13629,19963,22405,18928,24757,20376,25788,10758,19408,22537,33703,40242,12543,22594,19956,159238,52832,17446,14840,13240,10041,26687,56866,6289,13470,43599,64660,124100,106576,58206,25298,9249,15590,93806,13721,39988,36511,38128,49099,15638,18950,22813,124856,82609,166042,28146,19376,68864,9051,85683,26127,85321,21168,109161,132166,87529,28611,110279,76339,
PWY0-1319,20570,20574,23214,32727,64706,29727,44821,23513,53834,35318,41777,57048,20799,60713,23468,58211,37541,42841,69230,53039,28475,74221,79691,32549,38908,48941,26902,34229,31120,35473,40064,12808,28987,21280,30384,45215,59108,54243,71382,52969,49112,38590,21795,43948,14900,59762,24321,20205,61078,29907,34832,28304,35571,60364,35358,11228,51742,92026,36256,23352,40542,29592,31111,46486,72579,58438,31359,63004,52745,30364,62338,14664,38419,32284,13588,39878,28337,48359,54164,19077,27502,30711,34448,34833,45002,35444,20583,29268,31610,48204,59349,34640,40947,31850,244302,117542,30575,27818,21480,15595,50694,109678,11562,25262,72717,110797,209274,166121,111425,39791,17539,27304,194289,24772,70025,80637,134301,77099,31312,29845,37982,189052,133343,244105,47412,289164,121996,15537,1098620,41564,193908,32728,137895,165645,119550,53731,140375,108962,
PWY0-1338,71,6840,165,1427,843,272,788,355,212,6131,699,713,1646,642,8168,1699,1460,1841,963,998,379,294,437,974,361,935,62,4617,342,403,786,88,46,7342,152,399,593,33,968,502,452,565,238,240,142,251,7536,460,840,286,1801,1064,12376,1401,1074,291,75,1260,825,207,12823,8000,663,272,386,1873,8574,361,523,500,677,98,1161,2094,118,4327,327,250,155,6185,8899,10546,973,11096,725,9889,374,249,10137,473,916,553,205,506,1972,12490,0,31,31,173,280,8493,0,0,245,19439,6883,6402,15158,219,0,0,11199,0,7665,4959,22708,5782,85,0,55,4595,13779,6393,0,590,32465,0,7229,372,1935,533,630,7,941,3,2,9,
PWY0-1415,745,7466,511,2409,1340,1208,661,472,1287,7874,709,1064,2435,1100,8917,1696,2996,3125,1114,1204,642,2154,1379,1051,1102,1218,537,6029,1278,1269,742,385,602,8033,1127,821,1656,1213,1277,1807,972,1519,383,993,392,1130,8384,950,1378,863,3028,2746,13509,1215,3047,361,683,1081,1970,389,14169,8825,439,820,1548,1137,9676,1081,1129,2359,1107,549,672,3753,494,6247,490,1168,651,6731,9905,11553,2627,12112,1091,11387,737,513,11098,1502,1545,652,705,1305,738,1770,361,677,494,468,3281,7606,398,586,1258,11082,2788,1141,2560,424,567,820,16673,403,4261,1232,1283,19974,779,542,801,1041,432,2931,675,1319,13523,329,2109,7892,6070,715,15754,1043,5309,904,1689,2304,
PWY0-1479,1988,9859,1481,5336,3288,1066,1845,1301,2053,12621,2504,2289,4436,2282,11245,4866,5585,5505,2755,3007,1141,3783,2412,2671,2997,2213,1048,10149,2493,3525,1777,822,1130,10158,2999,1650,3319,3199,5641,2579,3715,4165,1276,3224,1133,1595,11299,2279,1389,1805,5449,5157,17043,5334,6185,898,3780,2738,3592,1141,18983,12407,1026,2006,3876,3046,13618,2194,1741,4409,3675,999,2621,6467,503,11006,837,1595,1800,8847,12810,14629,5061,16010,1481,15545,1756,1094,14561,2331,3172,2064,2144,2741,4689,9377,2012,2001,1663,990,7873,21794,2324,3288,4068,15245,10765,5143,15787,1881,2808,2876,12269,2201,9348,9447,17372,10971,10680,1883,2699,3995,2979,9808,10941,4758,17391,1781,24040,4204,17662,1761,8762,1873,5464,454,2612,1756,
PWY0-1533,265,6606,159,1904,513,237,78,138,422,6754,67,70,1879,164,7677,113,1782,2548,319,236,81,1014,141,474,486,243,144,4971,212,235,127,99,345,6891,230,190,273,250,488,394,135,422,163,166,159,90,7396,719,813,297,2256,2205,11602,134,2526,54,391,201,902,272,12473,7553,69,220,565,356,8491,398,175,1441,440,261,163,2939,114,5191,52,459,481,5846,8529,9920,1565,10487,825,9836,126,89,9586,555,99,133,245,746,297,464,289,142,596,27,691,581,39,58,2941,6359,671,1005,547,1369,174,1740,741,260,673,359,387,7775,536,552,404,429,324,1083,1299,66,9282,233,1256,490,367,525,3787,203,3547,493,226,1614,
PWY0-1586,15644,21878,18490,20184,61715,21773,42127,17391,52469,29250,37907,40492,18153,52118,25142,49944,25994,34078,59585,38127,25869,74070,69650,24185,35425,43771,21399,26471,28598,28844,35477,11869,30009,22712,24509,40483,47248,45612,52026,45017,40900,33099,20437,33840,12737,54223,25010,11765,47954,25785,26790,20870,38105,40552,24853,10058,46728,87261,23764,21978,42431,30411,27414,38662,37342,50039,31771,58496,42205,21237,46343,13320,31685,25865,13807,30489,26814,44911,51261,20043,28325,32799,23702,36693,31943,33065,16583,25902,33244,46108,52262,20131,36821,26702,214773,89293,29592,22162,22207,14174,47047,80606,9538,22636,76925,110855,186262,152767,77653,42203,13425,27774,172394,21161,67842,68992,58613,75688,29211,26785,34108,175110,118308,232665,47133,173225,95661,13407,833183,38690,134262,30112,104138,124796,132388,41364,89371,81349,
PWY0-162,14974,16628,12296,19638,45212,17574,25708,15832,34382,26356,19197,42494,13325,24948,19504,27331,22040,23643,29788,37759,8683,56943,72298,19265,31739,19838,11247,23241,18783,15889,16283,6858,11422,17621,15786,14287,23949,31141,35347,29453,21309,20185,14748,22959,8213,57292,19535,9492,13436,15825,22611,21293,29510,36098,28184,7164,13700,79452,23577,15715,32522,22676,24171,14114,63110,25001,24648,51363,36342,27743,36640,12133,21354,23171,8419,26846,19381,21642,35097,15112,22752,25466,24750,27619,21765,28754,15966,7655,24990,41957,42280,26434,11762,20424,188997,21422,8829,8365,15272,12008,29986,54422,6009,9938,43466,74796,157316,125522,54856,26005,6927,10525,122619,7712,37228,26436,102836,57597,16328,22660,25687,143182,102997,188180,30052,135889,81971,6666,758554,31707,147500,25022,113954,43765,74100,15006,78502,59606,
PWY0-166,13242,15509,9699,16698,39724,13133,21380,12368,28252,22709,14910,31612,10952,20600,18182,21516,18078,17811,24058,31681,7162,49147,63085,16490,27540,16224,10242,19968,15525,13175,13000,5873,9307,16444,13287,12190,20917,27656,27804,22564,18196,15436,11685,20418,6676,51764,17920,8600,11226,13734,18014,14633,27562,29504,19901,5601,11816,68124,19812,12399,30047,20129,20724,11836,49746,20659,22005,44186,32184,17722,28424,10955,18118,19284,6989,22924,15335,17103,26803,14032,21130,23743,20317,25487,16217,26543,12701,6452,23147,36539,34238,20810,10122,16560,170403,18082,7175,6849,12590,10689,23968,41528,4681,8086,34225,58321,133878,111182,44451,20838,5344,8128,95393,6041,29092,21062,62686,47459,13226,19526,23186,127304,89394,167346,23675,118344,64620,5541,651972,26481,125379,22196,92670,35775,65427,13018,70588,51628,
