	TL1a_DTT_268_Repeat	TL1a_DTT_269_Repeat	TL1a_DTT_127_Repeat	TL1a_DTT_157_Repeat	TL1a_DTT_130_Repeat	TL1a_DTT_196_Repeat	TL1a_DTT_90_Repeat	TL1a_DTT_198_Repeat	TL1a_DTT_88_Repeat	TL1a_DTT_89_Re_extracted	TL1a_DTT_197_Repeat	TL1a_DTT_270_Repeat	TL1a_DTT_284	TL1a_DTT_231	TL1a_DTT_267	TL1a_DTT_160	TL1a_DTT_234	TL1a_DTT_158	TL1a_DTT_129	TL1a_DTT_265	TL1a_DTT_285	TL1a_DTT_159	TL1a_DTT_287	TL1a_DTT_233	TL1a_DTT_195	TL1a_DTT_85	TL1a_DTT_86	TL1a_DTT_193	TL1a_DTT_286	TL1a_DTT_230	TL1a_DTT_128	TL1a_DTT_283	TL1a_DTT_194	TL1a_DTT_229	TL1a_DTT_87	TL1a_DTT_266	TL1a_DTT_232	TL1A_DTT_673	TL1A_DTT_675	TL1A_DTT_626	TL1A_DTT_629	TL1A_DTT_674	TL1A_DTT_627	TL1A_DTT_630	TL1A_DTT_628
TL1a_DTT_194	2.0412365882966736	2.5409328926388404	1.1304444892811867	1.1435560181545732	1.3802701295688862	2.272663245292261	2.028216259275317	0.8540502898084646	1.9421054008635414	2.083579721717158	1.3715245744173488	1.1763110526092386	1.4777001444316613	2.8164914360884143	0.5408296385874656	0.7660622643630417	3.0075031969870594	1.2600976295376136	1.4093997732652048	1.0420461593206611	0.9475999033241257	0.9437858523581282	1.7905611579534493	2.0335957934066418	1.2574650087811148	1.5876580051144216	2.1949251636841836	0.5882477955388182	1.3711209546096923	2.6226398187262334	1.2320139686635219	0.890780064154804	0.0	3.0075489289269224	1.8851464845212893	2.0134938392355517	2.929681294978026	3.147883549913866	2.411419515305672	2.3643744687283066	4.636560908868124	2.1890821588639873	2.367472987542364	2.9300668177411637	2.489897653290825
TL1a_DTT_229	2.9472984364024826	2.6921475091015927	2.5491933787626624	2.1785067496125587	2.751376542576467	3.9467491358458555	1.2062406470613294	2.7879345186791094	1.32242666308035	1.6113539413816387	2.7273752104298254	3.1163206402144747	1.8456981006078454	1.289962578779554	2.7081490431179374	2.3442705102371177	2.5557631321654863	2.403599350892654	2.725705184550393	2.200329661764745	2.243096894608555	2.2911092265813795	1.7257045095176557	2.647974063859581	3.6116756757082853	2.0584974764945763	1.2694476306238442	3.017408900473571	2.5771819633995725	1.0650096210192388	2.43211596757817	2.543747959839276	3.0075489289269224	0.0	1.4188802626313601	1.4064412326361952	3.2308984342717224	1.1733158192103936	1.9085018437286534	1.6929339395714975	1.9401179034506042	1.7947872103212537	0.7716285356863041	0.8024338083781233	1.5341347072591043
TL1a_DTT_87	2.196177111936409	2.388401232174736	1.7210780903714167	1.4745853157145894	1.8974210374482652	3.1748018043700434	0.8102492621857519	1.974943908316882	0.8996274064275154	0.8662068234876679	1.9571163671327179	2.1574893542469855	1.0074137415321818	1.1954590035230288	1.7307794215743055	1.1526129271346544	2.0744522151611795	1.7407661061965072	2.0284013797582015	1.4002259239971808	1.1134509314516463	1.3457600828490188	1.0532032732188221	1.837010268790405	2.7385558146208258	0.9986456949254765	0.3378292854813822	1.9494943595778813	1.5622283252859577	0.8305804413622949	1.7149353033955863	1.4098561388546713	1.8851464845212893	1.4188802626313601	0.0	0.6941428446895238	2.6509014566977496	1.473555439338938	1.186749198511141	1.0312237078998867	3.212012926041272	1.0174537309933998	0.6674383325868793	1.1143530454337347	1.0640632352760184
TL1a_DTT_266	2.781407556194078	2.921905443803651	1.4362704115274834	1.2922515221214659	2.3673190487009914	3.6526422424450486	1.2623981858092386	2.1852303687713412	1.3435313276286136	1.525446828459167	2.3777888644510177	2.571383928404299	0.6519428496931503	0.8168749972141721	1.6945261534029032	1.2675973329486527	2.754968890647028	1.4501820652223647	1.6606619420706936	1.2493530524410923	1.4967019586706014	1.204200350106999	1.6052387490011193	2.471756383354642	2.5512044360105355	1.6200289903793792	0.8893129298957895	1.872844551466112	2.10410656770899	0.7364978968106125	1.413268633245355	1.8267131766901354	2.0134938392355517	1.4064412326361952	0.6941428446895238	0.0	3.314881714023233	1.9119053525665	1.8705161924100508	1.7013427235938081	2.8797625048048654	1.7007361093802844	0.9187218837090747	1.4065019477739515	1.6986435876267059
TL1a_DTT_232	0.960206816521449	1.1760178261191927	3.6518441082430044	3.288817449258284	1.6577852563561297	1.8250668928261653	2.2328797332802095	2.5623285556350335	2.1685905728375148	1.8282478519012673	1.8143430138724161	1.9436973123833894	3.3326469423510376	3.7361571931495163	3.1980116401761176	2.8347277651105824	1.0359259529343985	3.622211090484751	3.985185119986974	3.224028681970189	2.2511406909955376	3.231971242391816	1.801020220238271	0.9403324971631194	4.128846298646342	1.7582153552579622	2.590687807854859	3.450887348738404	1.5823963461001627	3.2764263792502115	3.6419599082934253	2.0949923460275426	2.929681294978026	3.2308984342717224	2.6509014566977496	3.314881714023233	0.0	2.415461176929761	1.650197406140556	1.7843363857980423	5.10232653340079	1.6876002243754331	2.7383630423261347	2.7867850920107626	1.8684451740555232
TL1A_DTT_673	2.4481327097677457	2.263753996721501	3.0807788084786103	2.705163819884768	2.527822288532571	3.606262555179898	1.208761626983352	2.934261642292449	1.32749286800496	1.1365319663645996	2.591175268774906	2.93957736406338	2.3631974258290507	1.8337961869244865	3.0409288605405864	2.521522288444543	1.5470893531199705	3.005431110094345	3.3560420900759125	2.6751193395689183	2.218277787764257	2.704952109721464	1.496849467885211	2.0605141960567774	4.077177403621918	1.7128636797932497	1.168072262691573	3.332726604828193	2.253287274197404	1.4125230349881124	3.017213042801094	2.4214797047900887	3.147883549913866	1.1733158192103936	1.473555439338938	1.9119053525665	2.415461176929761	0.0	1.1186691904454038	0.979497144615603	2.8973591394296037	1.1641550542686987	1.0501618551828609	0.5833469928194457	0.7852363300840256
TL1A_DTT_675	1.593285306039055	1.7931042709846514	2.701701044193453	2.381295397937282	1.7240649083783142	2.7705057461267875	1.0778391822386115	2.3066978541056695	1.1245647145905566	0.4994019788276609	1.8696646812136215	2.0823457202346023	2.1186566798006896	2.140604440117844	2.4805472617262994	1.9047804812485394	0.897487339899001	2.704950891130198	3.0415587242937003	2.3039911591988487	1.4917010582861532	2.269897358953807	0.9539216938941579	1.1263851637637448	3.5377606505337678	0.8400990205212966	1.0236231835132643	2.7210704671560606	1.334927274947785	1.6815293376521503	2.6977259970669634	1.5828172135693612	2.411419515305672	1.9085018437286534	1.186749198511141	1.8705161924100508	1.650197406140556	1.1186691904454038	0.0	0.22219148990563217	3.8215928122050107	0.26938662180740286	1.2988980357633841	1.28894586415425	0.3911342057243334
TL1A_DTT_626	1.6567438275565085	1.7873321654591179	2.575455352801104	2.2379378559855563	1.7205245040560904	2.8236229683685665	0.8765600684083928	2.236858163605801	0.9380653078466372	0.3388085492973562	1.8423512332351035	2.091952157830778	1.9669978756803286	1.9726798088829227	2.387437131318312	1.821299539249905	1.0567305169195795	2.561980442518421	2.9062946381680206	2.1686791596716803	1.4273517748909674	2.1488262954962885	0.8341332632158475	1.2117492658106803	3.4485388478770007	0.812033787523878	0.8543972000034132	2.645137501263565	1.3557065723276351	1.508739310781451	2.5589306168309616	1.5606248245573695	2.3643744687283066	1.6929339395714975	1.0312237078998867	1.7013427235938081	1.7843363857980423	0.979497144615603	0.22219148990563217	0.0	3.6135859869190123	0.204982533395066	1.0839177717134518	1.1047957569434461	0.20534695409504483
TL1A_DTT_629	4.8327903003661445	4.45012389609794	3.8443204461236773	3.579354877797435	4.585869254214804	5.742630362383241	3.110951432774086	4.428261447431251	3.2069488020529007	3.550812491659545	4.516277974789577	4.922528350964187	3.2760564875374625	2.436167975409088	4.209612128201079	3.9979229232688516	4.406645562272559	3.659521432219938	3.858413228430786	3.6476665322307795	4.046003819546497	3.7664627495702665	3.6286415207609535	4.5710851927148815	4.855716787234821	3.9754605640146345	3.0999120375635085	4.479995328108886	4.469555768692367	2.5801801524950223	3.695948899334731	4.368471529644024	4.636560908868124	1.9401179034506042	3.212012926041272	2.8797625048048654	5.10232653340079	2.8973591394296037	3.8215928122050107	3.6135859869190123	0.0	3.729324304655421	2.6572247096543644	2.5767507011496575	3.446117337041772
TL1A_DTT_674	1.481705478635504	1.671820213017736	2.464011134027736	2.126752478102292	1.523621654423148	2.636646592310782	0.8448857174313076	2.0573238806287146	0.8775094472301671	0.24705196656048817	1.6526708901999185	1.889190290909292	1.8996943120548153	2.0529741226875218	2.2379015271702416	1.6820986405895486	1.0699564349163593	2.4550066877125882	2.801384342868531	2.0530760483515276	1.2542718104774941	2.0310161374559548	0.6935914294668412	1.0385411186313702	3.297672189104328	0.6177243969952414	0.9062095087775118	2.4959999497838457	1.150986849579769	1.5966306441208493	2.452481435319245	1.3677219132487741	2.1890821588639873	1.7947872103212537	1.0174537309933998	1.7007361093802844	1.6876002243754331	1.1641550542686987	0.26938662180740286	0.204982533395066	3.729324304655421	0.0	1.1487059262525317	1.2623915559409116	0.3792618462810429
TL1A_DTT_627	2.3811675125111287	2.3292871505524015	2.079117270935069	1.730059058775424	2.1555673921459357	3.405803302493385	0.6361540430350142	2.252754976500988	0.779631905946772	0.9547576984368853	2.173113547379585	2.4950603739611408	1.341499085912959	1.1253030434329614	2.144205374945945	1.6762535974969908	2.089672539470053	2.0008372605450875	2.332075856501404	1.7075608041400814	1.5516465292487054	1.743235860965311	1.1277760314284977	2.041713005530396	3.131058101200258	1.3452955322096913	0.535856532477324	2.4299868827516153	1.9050921410336197	0.7166148716314541	2.007960655210719	1.8500197810656482	2.367472987542364	0.7716285356863041	0.6674383325868793	0.9187218837090747	2.7383630423261347	1.0501618551828609	1.2988980357633841	1.0839177717134518	2.6572247096543644	1.1487059262525317	0.0	0.633703967342624	0.9879704510744596
TL1A_DTT_630	2.6454121741000254	2.540959655299608	2.691964648501681	2.361563634865398	2.5716860195480256	3.762741421760617	1.0819558692901623	2.8133055955848696	1.2305623666368355	1.164227363336463	2.6189238149454237	2.9447479421911504	1.930848080015067	1.2551319165060277	2.750689767649007	2.2341479104489452	1.9604469787558352	2.628198764531305	2.945467312716502	2.3340453109475625	2.06074416185823	2.352886568183722	1.5031035971653406	2.2550794125920834	3.7504585085590887	1.687768527069924	0.8145419524804245	3.019681439767627	2.2801166783143723	0.847871755122393	2.630440548154366	2.3224440874355956	2.9300668177411637	0.8024338083781233	1.1143530454337347	1.4065019477739515	2.7867850920107626	0.5833469928194457	1.28894586415425	1.1047957569434461	2.5767507011496575	1.2623915559409116	0.633703967342624	0.0	0.9496307026893263
TL1A_DTT_628	1.7681661222049556	1.802557596650003	2.635955813219683	2.277941780423536	1.8327391353147544	2.9361107488334945	0.8239135728257939	2.322611461631978	0.9027550635309666	0.4125664196882747	1.9353135939955606	2.2218941720346215	2.000991240556915	1.9184095162075119	2.4779217354871452	1.9281335858100999	1.1074520666579595	2.6019691230556528	2.9551166122609414	2.219545302220648	1.5458272123596841	2.2172880319498702	0.8767119925767083	1.3429350760141037	3.53839463978656	0.961144952886819	0.8481547886601178	2.751914582111779	1.5019958802065392	1.449762929470011	2.604767848591927	1.7007203393261359	2.489897653290825	1.5341347072591043	1.0640632352760184	1.6986435876267059	1.8684451740555232	0.7852363300840256	0.3911342057243334	0.20534695409504483	3.446117337041772	0.3792618462810429	0.9879704510744596	0.9496307026893263	0.0
