	Mouse5A.DTT29	Mouse6A.DTT35	Mouse1B.DTT15	Mouse1B.DTT18	Mouse5A.DTT27	Mouse4A.DTT19	Mouse5A.DTT30	Mouse5A.DTT28	Mouse7A.DTT38	Mouse7A.DTT41	Mouse4A.DTT22	Mouse6A.DTT31	Mouse7A.DTT42	Mouse1B.DTT16	Mouse1B.DTT14	Mouse1B.DTT13	Mouse6A.DTT34	Mouse5A.DTT26	Mouse4A.DTT21	Mouse4A.DTT24	Mouse1B.DTT17	Mouse5A.DTT25	Mouse7A.DTT39	Mouse4A.DTT20	Mouse6A.DTT32	Mouse6A.DTT33	Mouse6A.DTT36	Mouse4A.DTT23	Mouse7A.DTT37	Mouse7A.DTT40	Mouse9A.DTT98	Mouse10A.DTT109	Mouse9A.DTT100	Mouse9A.DTT101	Mouse10A.DTT110	Mouse9A.DTT99	Mouse9A.DTT97	Mouse8A.DTT90	Mouse10A.DTT111	Mouse10A.DTT113	Mouse9A.DTT102	Mouse10A.DTT112	Mouse10A.DTT114	Mouse8A.DTT85	Mouse8A.DTT86	Mouse8A.DTT88	Mouse8A.DTT89	Mouse8A.DTT87
Mouse5A.DTT25	2.369404626260867	2.047091948127297	0.45390908495547966	0.8893094548050835	0.14845353389865676	0.18443130840525956	2.4014936470099206	1.3297843424043585	0.3073662413891983	2.4630707066937645	2.175023015506078	0.25510679828108274	1.8640619514464214	1.711271594007806	0.6852537531405946	0.6698476931082612	2.071775779411308	0.47216759145357157	0.29133819524841625	1.8089565590641843	0.8489049408311198	0.0	0.39882865436189185	0.3289757191147626	0.24946235953308413	0.295147434162043	2.403140906774783	2.0953684150950864	1.0381967252049848	1.5245883672923468	2.7853301239232504	1.72105633869364	3.7972934409712127	3.4254482217851785	0.8769918516917382	2.5693037558524634	1.9041077211817645	2.9038798982106866	0.7187094297855187	2.694874755645465	3.201016642457626	1.4266718952902542	1.381865094046133	1.4730137277349755	2.2432390848361488	2.6487569590459565	3.2613152373686467	2.5148566134538677
Mouse7A.DTT39	2.190096874970437	1.8822392254527895	0.8112181964595946	0.9289829459403179	0.25824418564146323	0.24434384091883835	2.183742374242204	1.1828566549436603	0.3828849640675068	2.3335115777167683	2.0161041336932612	0.18381303263769944	1.6862757904055214	1.5649076714631132	1.0667745483504851	0.9752432538195632	1.9445083546615038	0.22462794518425064	0.30669039221183875	1.6091722585689916	0.9147537459948776	0.39882865436189185	0.0	0.2558992761015084	0.161429140569638	0.13550772193242103	2.2452849729574704	1.9344493050074894	0.7561466792394564	1.3877159951401643	3.1525107527164895	2.0172268861010365	3.9052094890829356	3.564420899216265	1.1420716301896903	2.925523107925976	2.274142302628444	3.0461585652211327	0.9972589898966242	2.6457636791780774	3.347093836476468	1.333013964888319	1.5517820636046504	1.7883282367886673	2.5778962849617595	2.726524803948513	3.333090746185596	2.8786785870092406
Mouse4A.DTT20	2.364239282575325	2.0548332598171766	0.7813233259000646	1.0245617459850176	0.25396856473785673	0.15847926964360168	2.367072142069943	1.3812174358476292	0.4778530811495118	2.485376802489581	2.1467961152744808	0.2996199390100271	1.8666707462359606	1.7498512327185016	1.0017145072904934	0.9868822966548866	2.083110156158054	0.4605504334072312	0.15476378353814932	1.7957690915307138	1.022843973229516	0.3289757191147626	0.2558992761015084	0.0	0.19843276283585268	0.2081030977200144	2.4097657167447815	2.100523573432983	0.9768275274714606	1.5722219018856807	3.097719736835044	2.0368010692021645	4.018367943665777	3.660522814170838	1.1872364698321063	2.8882749521254816	2.220009007501058	3.1489732692697876	1.0267352301679389	2.813952899315493	3.435916131760809	1.525448148529917	1.6421765859253412	1.793427226644024	2.562836510255471	2.8513604385493063	3.4588932700155115	2.830143839634107
Mouse6A.DTT32	2.2286250061659727	1.9138717441114597	0.6729057045955281	0.866278501551792	0.13316857449504033	0.10459467682697232	2.239580500716669	1.2117259500412165	0.28965657110277193	2.3488610132522045	2.0371837732000175	0.1094725846892331	1.7239134082780736	1.5917601378429285	0.9210923273192412	0.8486098191751519	1.954808406063951	0.29010255822606096	0.19184297122871746	1.6565641091612253	0.8491481590127662	0.24946235953308413	0.161429140569638	0.19843276283585268	0.0	0.049100729179796965	2.2736024208118604	1.963222659180703	0.8422590382589338	1.4100259302845537	3.0093996566862486	1.8970756380305722	3.8441574880097438	3.4910606717795747	1.0316236458276062	2.787904206733813	2.132227392189521	2.974129187649698	0.8775538737394366	2.6402430627882207	3.26969547221115	1.3441833333649174	1.4674825867823063	1.6625221375503845	2.4457911203867417	2.6744120276532115	3.2835419006369215	2.737431732277971
Mouse6A.DTT33	2.1914435262748717	1.8782084640209697	0.7109449418820117	0.8526708677560539	0.1811334268139593	0.14689322868791882	2.1995826879957483	1.1828176823001866	0.29859778319894836	2.314890348177569	1.9985867043783878	0.128661814797494	1.6878143618395187	1.560089777220507	0.9607973010521208	0.8775256589507902	1.9201312977981289	0.26898290988536955	0.19666322777914888	1.618885025962212	0.8418726130935928	0.295147434162043	0.13550772193242103	0.2081030977200144	0.049100729179796965	0.0	2.2377109591533033	1.927281255126075	0.8023518628563695	1.379766077300856	3.043859277067577	1.9220876512343783	3.83998027319085	3.490358921611221	1.0560791991086407	2.8216742963973225	2.1686788222988693	2.9755928336948485	0.9024787712104003	2.6186504713468657	3.2693759365916537	1.3218522733976552	1.474991073244785	1.690874847109078	2.4757409504867187	2.667156077602819	3.2749273944334116	2.771843442416498
Mouse6A.DTT36	0.15450913047834894	0.37176918958649396	2.454055438031235	1.6025933957342144	2.35830694051166	2.3629618144742337	0.399390805955451	1.158593656738752	2.113248170040872	0.2046979673217725	0.47569731325758996	2.2446592172528126	0.5776704922607869	0.7511708804584716	2.6330858030333557	2.3196079435292165	0.4202788251750926	2.0890383363816616	2.3162929571384168	0.675196560821895	1.681709084264589	2.403140906774783	2.2452849729574704	2.4097657167447815	2.2736024208118604	2.2377109591533033	0.0	0.3110715774992918	1.5591326769219678	0.9309076920428908	3.887645033005208	2.6323394967004896	2.6467449243368395	2.533781263300484	2.2595860906102274	3.649060248747705	3.2895872585379937	2.254775153473456	2.2406931713011593	0.9730930886592672	2.394460791167248	1.1580982469688734	1.8760888213589137	2.6325964639613404	3.203000209261384	1.670475100541767	2.003111881897858	3.6560981893212103
Mouse4A.DTT23	0.29070885311633804	0.08551362390971054	2.1594759874773395	1.3124014026858861	2.0482875198620625	2.053181847393518	0.4486311746264171	0.8614805401976041	1.8055258428087895	0.4326969077947664	0.40378423902903937	1.934081194534197	0.28094997581161496	0.4673377403586348	2.347520631922635	2.0364941533476526	0.27374398104184977	1.7783564263924174	2.0086668395481873	0.38787537597944116	1.392736685856634	2.0953684150950864	1.9344493050074894	2.100523573432983	1.963222659180703	1.927281255126075	0.3110715774992918	0.0	1.2542580807884274	0.637012858563776	3.706547906968688	2.427549497908574	2.737293489958179	2.5764965122409853	1.988804919050451	3.4641369892435	3.0652650302788667	2.239816486360168	1.960332420033308	1.0782271328750752	2.4171252417204387	0.8879310017388793	1.6547104691149233	2.4037027687396946	3.018014799724295	1.6724798437871238	2.086398780292913	3.4654194317669123
Mouse7A.DTT37	1.4822533157524336	1.193076361695035	1.2724237635519309	0.7902377087584781	0.9355759165825958	0.9462758805771454	1.4522776868811424	0.5624371919274198	0.7802859732335685	1.678475960083205	1.3959844359487084	0.8064824762743023	0.9872129653063169	0.8976646397862545	1.5333156597735116	1.284309841020541	1.328240699519423	0.6037520952091587	0.9452716136548558	0.8921878178906159	0.8141882724271896	1.0381967252049848	0.7561466792394564	0.9768275274714606	0.8422590382589338	0.8023518628563695	1.5591326769219678	1.2542580807884274	0.0	0.7504974706193369	3.423098415823163	2.136331659347372	3.5113401021589232	3.235425455999945	1.3403874955041308	3.1708090738978982	2.5989138967369927	2.7461356649833157	1.2480898970001526	2.0471023373876434	3.038214230045378	0.7804777863390575	1.4476883829896972	1.9805775969245993	2.762368312297222	2.3210213266880357	2.892790937119006	3.1481903015114514
Mouse7A.DTT40	0.8914858674737465	0.5706462649408858	1.568457483151671	0.7792686339863077	1.4776915691691763	1.5006010820751656	0.967315380610039	0.23683042712109642	1.2218840647840201	1.0166404859240903	0.9001174912704745	1.362569363691835	0.40109363462828074	0.18921851678256593	1.7708265091747992	1.4498070794875408	0.7208226687941874	1.2047696157735446	1.486117027418606	0.4010453138407417	0.8210735581904144	1.5245883672923468	1.3877159951401643	1.5722219018856807	1.4100259302845537	1.379766077300856	0.9309076920428908	0.637012858563776	0.7504974706193369	0.0	3.278377715593282	1.9549740572323	2.819912205743229	2.581276482894953	1.4034927469640157	3.021568202375902	2.565377371799946	2.1360807869798273	1.3748381740781346	1.3043465920768293	2.3977745863759665	0.29016211840913164	1.1675048391117253	1.891019891047009	2.5790258980526457	1.6461629676739895	2.184337121943501	3.0193750999577316
Mouse9A.DTT98	3.950149742377364	3.682351327237672	2.345456525458321	2.7192267192483777	2.91615592903088	2.9658036834602948	4.137863995628873	3.2162271630378636	2.8124321239508845	3.8106849316092317	3.8252333057236645	2.9713044736200094	3.6163041111977443	3.3994918407316357	2.1044340825584817	2.1996259895231103	3.5971841067946793	3.094408329538771	3.007741842931346	3.6623233601486245	2.6373339793914683	2.7853301239232504	3.1525107527164895	3.097719736835044	3.0093996566862486	3.043859277067577	3.887645033005208	3.706547906968688	3.423098415823163	3.278377715593282	0.0	1.3484614315023487	3.1166147740614742	2.668861913542034	2.1049922529557965	0.3056454664593975	0.8907603928713993	2.362325767857928	2.2063766455606775	3.4561718516515234	2.5099002774659676	3.0759428505066224	2.12509104077032	1.453755022303714	0.7263593316859618	2.706414008734388	3.04835651460878	0.28219040149827185
Mouse10A.DTT109	2.674169904691045	2.392340920888945	1.284886555700067	1.4656726363263357	1.8231579258907205	1.8867520639558315	2.8424380900457367	1.8850811461332833	1.643818262961843	2.5875762290528312	2.5964362931822267	1.837407999151551	2.3089059930409097	2.0807296344763198	1.144912768634331	1.0537587017985242	2.3578502224664013	1.9036600024689594	1.937316622672381	2.347569682760062	1.363548032717653	1.72105633869364	2.0172268861010365	2.0368010692021645	1.8970756380305722	1.9220876512343783	2.6323394967004896	2.427549497908574	2.136331659347372	1.9549740572323	1.3484614315023487	0.0	2.5498107661175937	2.1127157543282578	0.8813360527938665	1.073733423347406	0.7394101511236402	1.6104181374320583	1.020578270355965	2.289253301417552	1.9059913741547956	1.735738448546282	0.7902380584824461	0.27668753123378176	0.6382498554569083	1.7079820919992559	2.226946207659644	1.0839263333435705
Mouse9A.DTT100	2.757234107965923	2.7482081771046047	3.505821300935643	3.020352432788452	3.841383805251586	3.8899937168367735	2.9908053295389845	2.9606948207611947	3.5630587468511847	2.5019855644708393	2.908626964590813	3.7818900643493354	2.85591375335806	2.7552325490413385	3.492587249951762	3.2426401167089525	2.6836828110227016	3.7211706687730457	3.8951834309682773	2.9732191085844293	2.9999304849451778	3.7972934409712127	3.9052094890829356	4.018367943665777	3.8441574880097438	3.83998027319085	2.6467449243368395	2.737293489958179	3.5113401021589232	2.819912205743229	3.1166147740614742	2.5498107661175937	0.0	0.46869926656174765	3.0451032999953584	2.955715764070273	3.1455020406034238	0.9515599493606023	3.159772912960447	1.7398974191795857	0.6943293497513348	2.743408765055949	2.4388448852266342	2.7892362461486853	2.667278859553382	1.1924722952680378	0.6525707156727656	3.0375460958717135
Mouse9A.DTT101	2.644479515829396	2.58343185324185	3.112510535080439	2.680645086778592	3.48074395586981	3.529002302562114	2.8852302313427933	2.703333722965637	3.208883972405156	2.3895083218252577	2.740489059635812	3.4311522361065405	2.6684701835259794	2.5429834259452995	3.080073207112437	2.8486077659014	2.5014742929266673	3.389764652150033	3.5345260444506335	2.7820068771959217	2.6555277827626376	3.4254482217851785	3.564420899216265	3.660522814170838	3.4910606717795747	3.490358921611221	2.533781263300484	2.5764965122409853	3.235425455999945	2.581276482894953	2.668861913542034	2.1127157543282578	0.46869926656174765	0.0	2.65364253379586	2.507625253270809	2.6897753926451258	0.5700547840492086	2.7695754969055892	1.6727084959031544	0.24723174081722799	2.4853401528896173	2.0627422761613814	2.3562713673708786	2.214107663463898	0.9452254136577611	0.6266955411007687	2.5841180733691416
Mouse10A.DTT110	2.2604224685222043	1.9397343819333412	0.48903420527328767	0.788346585008093	0.9595393888347744	1.031736344623342	2.36802222521849	1.2559912042785608	0.7742363269059707	2.2734508751620948	2.1525217574182722	0.962975599162319	1.7969243695656498	1.575065358224865	0.5219018342700456	0.23274952288356107	1.955531753664895	1.0266550386175142	1.1003214480119574	1.7929569884093024	0.6543669638695797	0.8769918516917382	1.1420716301896903	1.1872364698321063	1.0316236458276062	1.0560791991086407	2.2595860906102274	1.988804919050451	1.3403874955041308	1.4034927469640157	2.1049922529557965	0.8813360527938665	3.0451032999953584	2.65364253379586	0.0	1.849850701341018	1.2689164614550335	2.114086615165868	0.17393976338800032	2.224407119431643	2.4365417485961203	1.1935483427052744	0.6236085752185532	0.6685563406589562	1.4675265220869993	1.9629806356459183	2.5693588955835738	1.8255816277089485
Mouse9A.DTT99	3.705916341827991	3.436050856120061	2.1214275733853607	2.483605127099929	2.694281382019238	2.7501395611252892	3.8890916663127593	2.9548526349522746	2.579238977796608	3.58013272630373	3.6029048666061687	2.7426397761903987	3.3656233462876437	3.1433128840789286	1.8930438160212308	1.9615597043570832	3.368771760160841	2.8544170250083907	2.799922866954189	3.4097369214761555	2.3928306102781307	2.5693037558524634	2.925523107925976	2.8882749521254816	2.787904206733813	2.8216742963973225	3.649060248747705	3.4641369892435	3.1708090738978982	3.021568202375902	0.3056454664593975	1.073733423347406	2.955715764070273	2.507625253270809	1.849850701341018	0.0	0.6906556881398551	2.155631314126235	1.9631066417437704	3.2119216743179697	2.3435775115139363	2.8088139707958204	1.8592940739581705	1.191253369835842	0.4503051084445091	2.4793579881351935	2.8497623936987386	0.13980089472679066
Mouse9A.DTT97	3.3291553085542676	3.031839256368152	1.4635727609920877	1.939717109952404	2.033824571599167	2.0864488395088374	3.486302125807417	2.4666013211064977	1.9458385711845438	3.246086483073677	3.1907781718921755	2.0931212067664866	2.9323223584411195	2.7112237384479587	1.2204974545105065	1.3369816001153354	2.975741086686541	2.2240933830993828	2.138189489572944	2.957536382497143	1.8468494917964444	1.9041077211817645	2.274142302628444	2.220009007501058	2.132227392189521	2.1686788222988693	3.2895872585379937	3.0652650302788667	2.5989138967369927	2.565377371799946	0.8907603928713993	0.7394101511236402	3.1455020406034238	2.6897753926451258	1.2689164614550335	0.6906556881398551	0.0	2.246191993860517	1.3561102499287754	3.0148119015458237	2.4887052258130034	2.3585019839286328	1.4532984908235114	0.691040510516723	0.5551879231716637	2.4122603770840483	2.8954100761230612	0.6216463479895463
Mouse8A.DTT90	2.3472850046661784	2.2323394064898867	2.5839496757495777	2.1933330148735095	2.9569309535492696	3.011827932645334	2.5775874663957374	2.2287818521184724	2.6877742982500705	2.1379724840451138	2.444240050018289	2.908119085403639	2.2825059582139424	2.1233482383685267	2.5598215954855705	2.3181814451367004	2.1838462407363175	2.8670634376391004	3.029876956219278	2.3849089820192746	2.1501001956136157	2.9038798982106866	3.0461585652211327	3.1489732692697876	2.974129187649698	2.9755928336948485	2.254775153473456	2.239816486360168	2.7461356649833157	2.1360807869798273	2.362325767857928	1.6104181374320583	0.9515599493606023	0.5700547840492086	2.114086615165868	2.155631314126235	2.246191993860517	0.0	2.2381387090086933	1.4292863554213266	0.4281619858967109	2.002423858044513	1.5262788075694844	1.8449412916540315	1.8069039392689934	0.588041717695204	0.7113521332155153	2.2299718726118005
Mouse10A.DTT111	2.2382061961742177	1.9129516208588069	0.34808129080478634	0.7009730340922196	0.8083724659275244	0.8736558809006736	2.3363496169306766	1.2199069041148212	0.627836679926387	2.2596175041029083	2.100594333490825	0.8173696448080437	1.7631297902382836	1.5529746425315805	0.4328960675660282	0.09297299592415355	1.9200379510307948	0.8995222952159488	0.9340362641160328	1.7518000952518396	0.5812275955783335	0.7187094297855187	0.9972589898966242	1.0267352301679389	0.8775538737394366	0.9024787712104003	2.2406931713011593	1.960332420033308	1.2480898970001526	1.3748381740781346	2.2063766455606775	1.020578270355965	3.159772912960447	2.7695754969055892	0.17393976338800032	1.9631066417437704	1.3561102499287754	2.2381387090086933	0.0	2.2785224602028364	2.5478602542407196	1.1899263412207213	0.7278090830752372	0.7958094412272436	1.5908527319791612	2.059513252794907	2.6690773026221346	1.9290585999406031
Mouse10A.DTT113	1.0538830565227728	1.0818159997530485	2.5822826387404447	1.8445261147868834	2.6822800122379524	2.7180360017795353	1.2686854956794618	1.4965591587970781	2.4004634379516854	0.8891163986480835	1.3401914802013883	2.5827297772479785	1.2114435121011855	1.1734547802439168	2.69944574394306	2.370628753905304	1.1225166174625238	2.450591241146964	2.7096189518674665	1.3265259644400413	1.8596981514255524	2.694874755645465	2.6457636791780774	2.813952899315493	2.6402430627882207	2.6186504713468657	0.9730930886592672	1.0782271328750752	2.0471023373876434	1.3043465920768293	3.4561718516515234	2.289253301417552	1.7398974191795857	1.6727084959031544	2.224407119431643	3.2119216743179697	3.0148119015458237	1.4292863554213266	2.2785224602028364	0.0	1.5792165436504493	1.3312045996964381	1.6657427415706696	2.3862950144934825	2.777798515603348	0.8602539369147173	1.099594718303075	3.252115892628381
Mouse9A.DTT102	2.505985182288292	2.423822059307803	2.8885553525133467	2.458900539406902	3.2595441852028166	3.305475094562171	2.7492692474491096	2.5155358500794067	2.989254852680319	2.249778774614777	2.571144999263578	3.2125684458019186	2.500743037595082	2.369182981932856	2.8538640143781238	2.626073622962331	2.3294693257232226	3.1776853270490504	3.3076290236724786	2.6128899454558616	2.436535735738761	3.201016642457626	3.347093836476468	3.435916131760809	3.26969547221115	3.2693759365916537	2.394460791167248	2.4171252417204387	3.038214230045378	2.3977745863759665	2.5099002774659676	1.9059913741547956	0.6943293497513348	0.24723174081722799	2.4365417485961203	2.3435775115139363	2.4887052258130034	0.4281619858967109	2.5478602542407196	1.5792165436504493	0.0	2.301764257311161	1.8481735518078117	2.143339075282119	2.0313879620273614	0.7968315036416799	0.6387588080441431	2.4120517076470933
Mouse10A.DTT112	1.124845055957407	0.8189169843542908	1.4111175031279706	0.7122731863127717	1.3883696462320536	1.4301140230771099	1.209910349013222	0.24177037275881472	1.120426186099156	1.228913830638572	1.1742638819327467	1.2785876733025425	0.6676339504810581	0.4275595283025562	1.6052930192052874	1.2698327556745734	0.9689296492165136	1.1281536786891544	1.4434597082066043	0.6693784550660743	0.6968514996426259	1.4266718952902542	1.333013964888319	1.525448148529917	1.3441833333649174	1.3218522733976552	1.1580982469688734	0.8879310017388793	0.7804777863390575	0.29016211840913164	3.0759428505066224	1.735738448546282	2.743408765055949	2.4853401528896173	1.1935483427052744	2.8088139707958204	2.3585019839286328	2.002423858044513	1.1899263412207213	1.3312045996964381	2.301764257311161	0.0	0.952592347955176	1.6740571995092701	2.3668425352656643	1.5585377985024154	2.126512874742519	2.8127985332207905
Mouse10A.DTT114	1.904416931057354	1.6138760335630948	1.075253167474908	0.8136553315080403	1.4379136837832287	1.4979054764295057	2.060435576549969	1.112815566301703	1.1799196915746266	1.8553173898282553	1.852300773119385	1.3992658933487792	1.5222561125646343	1.2913074035320733	1.108386769732176	0.8151278270351964	1.6110498850804547	1.388574367329368	1.5321893204529349	1.5597571165942454	0.7149597865189684	1.381865094046133	1.5517820636046504	1.6421765859253412	1.4674825867823063	1.474991073244785	1.8760888213589137	1.6547104691149233	1.4476883829896972	1.1675048391117253	2.12509104077032	0.7902380584824461	2.4388448852266342	2.0627422761613814	0.6236085752185532	1.8592940739581705	1.4532984908235114	1.5262788075694844	0.7278090830752372	1.6657427415706696	1.8481735518078117	0.952592347955176	0.0	0.7718267819828232	1.4157258523901068	1.3395702552156312	1.9469048351088536	1.8650374875958526
Mouse8A.DTT85	2.663774777023725	2.3652012236527225	1.0282467902814412	1.3254928203202125	1.5811866243430168	1.6443912422663984	2.8151474176095985	1.7950713397424671	1.4234541536623717	2.602871613464497	2.561311860090008	1.606074340260412	2.2620957332050176	2.0346868079999973	0.8735646839927248	0.8143275559875354	2.336748695832066	1.6906903574839378	1.6994225585808103	2.2873901104981487	1.218169419225179	1.4730137277349755	1.7883282367886673	1.793427226644024	1.6625221375503845	1.690874847109078	2.6325964639613404	2.4037027687396946	1.9805775969245993	1.891019891047009	1.453755022303714	0.27668753123378176	2.7892362461486853	2.3562713673708786	0.6685563406589562	1.191253369835842	0.691040510516723	1.8449412916540315	0.7958094412272436	2.3862950144934825	2.143339075282119	1.6740571995092701	0.7718267819828232	0.0	0.7990513479442776	1.8814524665021273	2.4299669470514194	1.1762185068017224
Mouse8A.DTT86	3.2581846119941607	2.989089623709899	1.794245382602401	2.0710057805676656	2.360922639681798	2.4192085992439716	3.4409451980483765	2.518968242729728	2.216322196477142	3.137536416256996	3.16650744153554	2.395227704121857	2.920085599386381	2.697290031115849	1.5929087727067262	1.6030724527118447	2.928438072200365	2.4884244169047847	2.466828219641935	2.9660143363605496	1.9793787098648252	2.2432390848361488	2.5778962849617595	2.562836510255471	2.4457911203867417	2.4757409504867187	3.203000209261384	3.018014799724295	2.762368312297222	2.5790258980526457	0.7263593316859618	0.6382498554569083	2.667278859553382	2.214107663463898	1.4675265220869993	0.4503051084445091	0.5551879231716637	1.8069039392689934	1.5908527319791612	2.777798515603348	2.0313879620273614	2.3668425352656643	1.4157258523901068	0.7990513479442776	0.0	2.0740490504311966	2.489509695638535	0.4855362715345034
Mouse8A.DTT88	1.764491968651769	1.6689038287322397	2.402204518052962	1.8480547781604761	2.6803684737582305	2.727268189986458	1.9970972794336461	1.7753066867409937	2.397206245281753	1.5553081064216945	1.8854832362324943	2.612092663322147	1.7382005006768215	1.6036808613809488	2.4349993111449066	2.1483476472117107	1.6273354187073727	2.5398016108777206	2.7319919747991475	1.8477001235665604	1.8285854409369369	2.6487569590459565	2.726524803948513	2.8513604385493063	2.6744120276532115	2.667156077602819	1.670475100541767	1.6724798437871238	2.3210213266880357	1.6461629676739895	2.706414008734388	1.7079820919992559	1.1924722952680378	0.9452254136577611	1.9629806356459183	2.4793579881351935	2.4122603770840483	0.588041717695204	2.059513252794907	0.8602539369147173	0.7968315036416799	1.5585377985024154	1.3395702552156312	1.8814524665021273	2.0740490504311966	0.0	0.6149711169269751	2.5327609114627343
Mouse8A.DTT89	2.1108991782809055	2.0961748934601476	3.0125499191006044	2.447316953710816	3.292611159105422	3.337552448608803	2.345134904729492	2.3366864166896884	3.0086699438420967	1.864676433723519	2.2714969641993554	3.222760344717801	2.205013815605888	2.1107311475776847	3.0350314943797505	2.7568802878041656	2.041767760518246	3.1457166595327997	3.3376105330867984	2.322864085844424	2.436420222402942	3.2613152373686467	3.333090746185596	3.4588932700155115	3.2835419006369215	3.2749273944334116	2.003111881897858	2.086398780292913	2.892790937119006	2.184337121943501	3.04835651460878	2.226946207659644	0.6525707156727656	0.6266955411007687	2.5693588955835738	2.8497623936987386	2.8954100761230612	0.7113521332155153	2.6690773026221346	1.099594718303075	0.6387588080441431	2.126512874742519	1.9469048351088536	2.4299669470514194	2.489509695638535	0.6149711169269751	0.0	2.9161041072320257
Mouse8A.DTT87	3.7128294202475134	3.438350092280308	2.0717357656922073	2.454572196416744	2.643642088847963	2.6957126464095555	3.8939910679310135	2.949758777123283	2.537393843245189	3.5876060384321518	3.591735412245815	2.696814717819796	3.3649011372677244	3.1452172653115054	1.8348532375776068	1.9226678035327853	3.3635535615178465	2.817137390782721	2.741357845819116	3.406841323590453	2.368139957844072	2.5148566134538677	2.8786785870092406	2.830143839634107	2.737431732277971	2.771843442416498	3.6560981893212103	3.4654194317669123	3.1481903015114514	3.0193750999577316	0.28219040149827185	1.0839263333435705	3.0375460958717135	2.5841180733691416	1.8255816277089485	0.13980089472679066	0.6216463479895463	2.2299718726118005	1.9290585999406031	3.252115892628381	2.4120517076470933	2.8127985332207905	1.8650374875958526	1.1762185068017224	0.4855362715345034	2.5327609114627343	2.9161041072320257	0.0
