# Constructed from biom file
#OTU ID	TL1a_DTT_169_Re_extracted	TL1a_FP_205	TL1a_DTT_139	TL1a_FP_73	TL1a_FP_139	TL1a_DTT_241	TL1a_DTT_205	TL1a_DTT_73	TL1a_DTT_97	TL1a_FP_169	TL1a_FP_61	TL1a_FP_241	TL1a_FP_97	TL1A_FP_685	TL1A_FP_637	taxonomy
k__Bacteria;p__Actinobacteria;c__Actinobacteria	167.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia	40982.0	39405.0	55860.0	34329.0	48430.0	47568.0	125266.0	45505.0	49686.0	37273.0	47764.0	55499.0	35244.0	10875.0	15834.0
k__Bacteria;p__Firmicutes;c__Bacilli	512.0	8.0	10.0	14.0	0.0	43.0	8.0	9.0	28.0	20.0	4.0	0.0	10.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia	8376.0	5455.0	3924.0	4046.0	4026.0	9419.0	15092.0	3705.0	5405.0	4864.0	6979.0	3046.0	2973.0	3199.0	2095.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia	886.0	761.0	631.0	612.0	435.0	419.0	2169.0	1679.0	1076.0	316.0	913.0	307.0	784.0	11.0	71.0
k__Bacteria;p__Firmicutes;c__Negativicutes	0.0	0.0	910.0	2479.0	1071.0	0.0	0.0	1603.0	877.0	0.0	8260.0	0.0	869.0	94.0	209.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	60.0	0.0	196.0	1093.0	1394.0	0.0	0.0	502.0	706.0	1803.0	2153.0	0.0	1248.0	116.0	193.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	474.0	943.0	436.0	2284.0	539.0	30.0	5395.0	1191.0	870.0	1271.0	2197.0	0.0	718.0	424.0	274.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	1827.0	19422.0	13427.0	8976.0	3686.0	6284.0	22878.0	19343.0	10033.0	14770.0	10034.0	1099.0	11712.0	1529.0	6504.0
