	TL1a_DTT_173_Repeat	TL1a_FP_140	TL1a_DTT_76_Repeat	TL1a_FP_207	TL1a_FP_65	TL1a_FP_64	TL1a_DTT_172_Re_extracted	TL1a_FP_209	TL1a_FP_206	TL1a_FP_242	TL1a_FP_77	TL1a_FP_245	TL1a_FP_76	TL1a_FP_102	TL1a_DTT_169_Re_extracted	TL1a_FP_98	TL1a_FP_75	TL1a_FP_173	TL1a_FP_141	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_FP_62	TL1a_DTT_245_Repeat	TL1a_FP_74	TL1a_FP_172	TL1a_FP_171	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_99	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_DTT_244_Repeat	TL1a_FP_101	TL1a_FP_244	TL1a_FP_63	TL1a_DTT_142_Repeat	TL1a_FP_243	TL1a_FP_170	TL1a_DTT_78	TL1a_FP_205	TL1a_DTT_139	TL1a_DTT_171	TL1a_FP_73	TL1a_DTT_209	TL1a_DTT_74	TL1a_FP_139	TL1a_DTT_141	TL1a_DTT_210	TL1a_DTT_241	TL1a_DTT_243	TL1a_DTT_205	TL1a_DTT_206	TL1a_DTT_64	TL1a_DTT_62	TL1a_DTT_65	TL1a_DTT_242	TL1a_DTT_73	TL1a_DTT_63	TL1a_DTT_207	TL1a_DTT_75	TL1a_DTT_246	TL1a_DTT_97	TL1a_FP_169	TL1a_DTT_66	TL1a_FP_61	TL1a_FP_241	TL1a_DTT_140	TL1a_DTT_99	TL1a_DTT_77	TL1a_DTT_98	TL1a_FP_97	TL1a_DTT_170	TL1a_DTT_208	TL1A_DTT_642	TL1A_FP_641	TL1A_FP_689	TL1A_FP_638	TL1A_FP_640	TL1A_FP_685	TL1A_FP_686	TL1A_DTT_640	TL1A_FP_639	TL1A_FP_687	TL1A_DTT_638	TL1A_FP_637	TL1A_FP_688	TL1A_DTT_641	TL1A_DTT_639	TL1A_DTT_687	TL1A_DTT_689
TL1a_FP_77	0.669642389496884	2.238857475240996	0.9249651738344791	1.6428879933104592	2.2010055907125006	1.3431356986847711	1.1520005130429574	3.3449955911049623	2.050815653089499	1.0405328451603129	0.0	1.4374977269522418	0.5910704231316634	1.7040495260205382	1.9679550359158464	1.4067735483460895	0.719060168151561	1.6517378577848751	1.3674953722667826	1.571664777743094	0.9629960280293881	1.1963377889412359	2.141692098349487	0.9426577264807309	0.9360549127249866	1.511618175322874	2.261219548656098	0.1307094126911628	0.9813296794333894	1.448953357131066	1.1381913357377536	1.7445318728620425	1.725950956537086	1.6156278664612573	2.2406122994796482	1.5800851731540304	2.112195262010603	2.0768725482887667	1.8628176727832242	1.3477304398065884	0.991310918032512	0.6420701757492118	0.58480677044132	1.55017157989768	1.675728110039737	1.470240596927276	1.5393491797048884	1.8175126214714379	1.4644645993183618	1.8304047599498348	1.8607382763990443	2.391834522750444	1.1872564277352518	1.7777243346430929	3.830489342549262	1.3661450929711978	2.4991257862538205	1.914152131775626	1.231765606960693	1.434120244460908	1.7005921105135786	1.7497798911597675	2.6348486023775415	1.0872869951137043	1.069537095955989	1.9371635427954328	0.9434082583835258	0.9612284284629613	2.2062267537843274	1.387327991199553	1.724055813146772	0.9639271088631084	1.2929307615111705	1.578267047279434	1.2803525567769882	0.3044341647064562	1.1905554559709413	1.2689214074436048	0.6865906248762588	0.5726535308153594	1.4582748395863905	0.5797476624740688	1.5762585567053118	1.7177582923283563	1.111831006411957	1.396620225966507	1.199693130786949	1.4714956326716344	1.2122507785870338	0.38393698394050635	1.0046673364184562	2.0606300054037194	1.4156480452399864	0.746780325467318
TL1a_FP_245	1.6740090420841685	3.629336086388772	2.0305694000259935	2.5893649884632297	3.519614694532806	2.6997283151980067	0.3663910063613506	2.808462384924844	2.831745589900492	2.2914968623544385	1.4374977269522418	0.0	1.1403764321639631	1.7926927801507697	1.2171321498813354	2.782924513215066	2.0346970187510287	0.6070801317892393	2.75063283713708	0.44709944060962514	2.327657778321983	1.3830219887442234	3.5085730082113256	1.237752487866828	1.6566842936165103	0.8003142187297158	3.606170247590956	1.4884850543418193	1.1651583480680332	1.911372651820979	2.4638180552406337	0.9846764500393693	3.075019971744175	0.2940029468260068	2.148834420585018	1.4232266543280858	1.4310870393547206	2.070079535955371	3.2388443088150387	1.500860667440704	2.2224161066515444	2.0237967117214715	1.7897067281739576	2.360253109950615	3.061211908490915	2.8550748993172053	2.894478798598332	2.447214436812072	2.8705633490966416	3.198436441759966	3.250637891395564	3.0390011429690635	1.6986901494147801	2.7445483255850682	4.291117144125606	2.265391695609983	3.4157502355364397	3.299109048653915	2.496582577478653	2.2944325364853313	3.0695113403188805	3.1229841187027683	2.8383630928191534	2.4270099562170735	0.6104362651190334	3.2727175652446476	2.3528094528099057	2.078854314862505	3.5655230364801405	2.6082802101025453	3.0234368312147617	2.3893587627431887	2.5891786308304297	2.9447935302192167	2.6496317175057684	1.7271152608774032	0.906743280241157	1.8473407696373054	1.4501468110007283	1.3163702779952808	2.6453873724317414	1.590092529672938	2.4612315638067086	2.8935775784731868	1.8360279399038804	2.2538816056753106	2.195002848559497	2.393479155481337	2.296666254094148	1.1769404378962536	1.8081616103806695	3.3420927887962177	2.2135825924439088	1.7847399019087007
TL1a_FP_76	0.8406446642426142	2.605699525222356	1.0084113528679655	1.5031480981528735	2.435516027894551	1.8078689992590777	0.9435843887247116	2.7632240404470205	1.8188403521074519	1.1943520047596174	0.5910704231316634	1.1403764321639631	0.0	2.0485761399874716	1.9985811435994558	1.8659552080214663	1.2643566115694191	1.5525751387552393	1.84119362487512	1.3686851792515717	1.2446356837353845	1.5145694663055236	2.505672425990916	0.4569431003319672	1.4128801732284297	1.3705415025157814	2.500509124812744	0.6492548425508682	1.251420456425132	1.8908015363670558	1.6308770852421248	1.212329661179621	2.0006492222098706	1.318900010509722	1.6918545429428302	0.9984931054069732	2.1803155202205424	1.5453883044751335	2.26557986664197	1.1880477247812888	1.1340938490259957	1.2038928347742426	0.9022886808680088	1.311269286179879	2.0480741307729327	1.8904899564357003	1.9165471116695263	1.4960422963007742	1.8383989027974368	2.227350783573878	2.2429190266116628	2.11204309891301	0.7574423878613287	1.653355990678457	3.47992153254788	1.179611816899858	2.371227553233474	2.2612164361642915	1.4382555573870923	1.2222972856510166	2.087328400437637	2.155848861660472	2.169206487092476	1.5793256588803293	0.6141805750986041	2.2449391520539406	1.3774924870624412	1.0113665484475425	2.550576934267667	1.5026941772492706	1.9631547801723717	1.3659275680946854	1.5564440847471	1.9672576253122036	1.7286124691150946	0.8129505662531912	0.6171506155985037	1.7327151544365869	1.0601884053784267	0.6565584091779127	1.9709664669957125	0.6942669469939515	2.1047195744331475	2.263473900472651	1.6066961895528036	1.9122543168787338	1.7352690795964678	1.9741030651165903	1.745261062906469	0.6816129228844643	1.5135314255670178	2.515631439179251	1.9152236903354407	1.2797476968622117
TL1a_FP_102	1.9973745033582142	3.34445823243463	2.4525435640276414	3.3265659268549737	3.551757618652863	2.322638781851397	1.5926457357243418	4.539533990353253	3.7320284364367677	2.621309515759677	1.7040495260205382	1.7926927801507697	2.0485761399874716	0.0	1.1557996459395243	2.414283976004849	1.710783851784169	1.372620488983953	2.360137567061679	1.6677345166210331	2.4894910578170086	0.5399691688334869	3.2312178209129487	2.3323473288889027	0.8814091518868584	1.6238370782108822	3.634927535146321	1.7099965891831668	0.8041947204482531	0.4960068912852646	2.0647597397484034	2.666869113270544	3.0858721194051544	1.8610231552570935	3.6627166727625666	2.9078255888878544	1.1286111448494285	3.530389162553411	2.9097541585093913	2.233576284181629	2.5722588995216134	1.7578845404970072	1.960048469318381	3.239027847056442	2.859040531735606	2.5775563144222113	2.6918416237859333	3.4729898815144464	2.7259033060535036	2.886784551585191	2.9876629495801024	4.034790724981008	2.7730859780636012	3.4633397909574737	5.498462729027047	3.0569540536865736	4.144452792956764	3.117031807551585	2.7011906513236625	3.125870159306203	2.8136743613684763	2.806918743496837	4.213990989366583	2.0614226377882656	2.0265364210499186	3.1601507678408365	2.232969013849711	2.5494714040837927	3.328175440514208	2.9533656864483175	3.093627663481224	2.342706160823133	2.677854145493149	2.7094334047488857	2.346138189911291	1.836559059700657	2.360094792504668	0.6355646478456898	1.2755160293724672	1.7667832273101625	1.9470816952706174	2.0174254723696303	1.3042551389294879	1.9777466984610488	0.8125461318221971	1.1874307946120006	1.316778128720993	1.4510819455654005	1.52570592743031	1.4136565654520066	0.9142278460142332	2.7501445808516634	1.1333309441345372	1.262208506432216
TL1a_DTT_169_Re_extracted	2.0932023298681277	3.9087246640339752	2.580762654418605	3.4040178653631523	3.9598480118518693	2.877251875214537	1.2803008123228194	3.958116861474458	3.7156341361116487	2.8708610235087186	1.9679550359158464	1.2171321498813354	1.9985811435994558	1.1557996459395243	0.0	2.9825648986185445	2.229486794599664	0.7941815255330964	2.9474710218774263	1.2228153187436686	2.856754913410503	1.0785213763131238	3.762454584178759	2.1084373539991685	1.6291774204182679	0.8847021974725834	4.083404875005823	2.027479776834549	1.1504209251338737	1.4383389789867453	2.610512185800836	2.198953290259902	3.508553507194925	1.108443199692177	3.253821028061339	2.522796987758024	0.21453749084262544	3.2348184587073376	3.4646492629691954	1.8647987833736015	2.7993678935905373	2.2976093014225203	2.1837568987818776	3.246241507488013	3.371836147683754	3.1119641679759518	3.1690826758037387	3.372155351539763	3.237504146841518	3.4256006311305	3.532804755846074	3.920319576979861	2.6344664359334757	3.562975514453712	5.3158091845210365	3.1062139314693735	4.199897890419688	3.632666369951305	2.9829843923066712	3.1586789302130707	3.328582445517159	3.351391147440713	3.9514873443451703	2.5999432893953744	1.7160131977578663	3.602899528061043	2.7085559609869305	2.6857232053624935	3.8395512906559026	3.201175810159043	3.4532728933456136	2.823183933739797	3.0089951640258175	3.2109275520385525	2.8743171244198438	2.2293726497258803	2.015303431493562	1.5012261108082965	1.5319363092658889	1.7637373836132475	2.567182767777463	2.095318954105029	2.092785536225798	2.72624286896025	1.6100185639233395	1.9253233402857013	2.010620984648704	2.094096457542224	2.1711501765361363	1.5861301446196687	1.6576303208953718	3.3456180531878044	1.8481617362610923	1.8135099891826623
TL1a_FP_98	1.244479478176956	0.9412970539824631	1.1477584747403644	1.774701023598574	1.1931756995421798	0.11553604264103493	2.525377586742501	4.395589628141126	2.215605660441043	1.002365363215791	1.4067735483460895	2.782924513215066	1.8659552080214663	2.414283976004849	2.9825648986185445	0.0	0.7975920956290166	2.9263543728263057	0.07744664941297145	2.9387900766313253	0.8296899506589661	2.081635852965968	0.8283725265910779	2.0042845005515373	1.6897351404381937	2.5868401586985725	1.2857111551324507	1.414449770817509	2.045295641758603	1.9454752396717918	0.3738705599186442	3.076814400486809	0.7919643539179644	2.9023984327401755	3.1250747578935747	2.6597563414873946	3.0572106886617547	3.0319497659099235	0.5079582819747	2.0271533045237575	1.0251428363691166	0.8407238903940266	1.0481406713173889	1.9290648803796613	0.46441443375407676	0.1864114122083859	0.34197463163078	2.232087404993753	0.4539520724480475	0.48552619400470065	0.5751873371801042	2.5431743432756657	2.0221233071135147	1.8324151762000453	4.013814509266308	1.7361037214144248	2.286099018988195	0.712899370921167	0.8342775349229323	1.8190924826121004	0.4082812764757446	0.40015838141062793	3.286686186652365	0.38417379103114524	2.4360285699550803	0.7830703169219284	0.5123536798993754	1.1900375813930903	0.9225727097091049	1.090266951954745	0.8496966330069242	0.6462990456234098	0.6784410678670756	0.3233464058916203	0.1451137356804999	1.2028545944985096	2.4586090457026977	1.7803895747303955	1.469925717734119	1.5373893946863746	0.6883701977932458	1.3188404622400274	1.3926656979686993	0.8831798142208759	1.6036124492641706	1.3776258368010295	1.152773520102683	1.2339965726816866	0.9630676448797189	1.6269897847512356	1.5095670184440446	0.7366780348980903	1.4523106131866907	1.212371945724358
TL1a_FP_75	0.7650687324052075	1.723848262099693	0.9719146043479049	1.8266072607473727	1.8485312557252378	0.7134390750751137	1.7636405773960888	3.9854693557445975	2.277808320147983	1.0113960183461332	0.719060168151561	2.0346970187510287	1.2643566115694191	1.710783851784169	2.229486794599664	0.7975920956290166	0.0	2.1348042581512976	0.7512508175342065	2.1623667829419255	0.8456547563387381	1.315682641666436	1.61108216104119	1.492256167446301	0.9517909308897106	1.8808294031681996	1.933402847131654	0.7388073477553441	1.2522569400091303	1.2902204247584306	0.46566693238000767	2.4498264165058696	1.376978489438095	2.1643868305702703	2.795912519089116	2.1928349337318083	2.3187597472177996	2.678023012912488	1.299640607900658	1.5646964809080883	0.9837628070732077	0.2031247586502741	0.5567712933375908	1.853430570953645	1.1865711045292777	0.921523521600021	1.0242922120985156	2.148254623364923	1.0359223841571843	1.2702287521919962	1.3440304265265626	2.615545732705464	1.6792365326335004	1.9368968808037292	4.121982735537786	1.6466993522778504	2.5582520072663044	1.4473149005267412	1.033959421517548	1.7305950888652808	1.1662995864545649	1.1863592509998093	3.1171554357094475	0.4286966488226648	1.75608596864794	1.4847038743372378	0.5305783432440698	1.0509877552744638	1.6954454105616352	1.302482350795874	1.3912896458766566	0.6844751611521313	0.98896998407655	1.0495480245475466	0.692053670181459	0.6063081904220576	1.861210416692597	1.1055728207016928	0.7205838804394162	0.9037214610027553	0.7521864385506273	0.8155805184214787	1.0403019638008801	1.009996204740464	0.9176240201076328	0.9152103844024932	0.6646131972208618	0.9062305963571633	0.5859871536962883	0.860352706856407	0.8058810436697681	1.3835364441760998	0.9681759297034273	0.4578135072803454
TL1a_FP_173	1.9559084975851018	3.831334505763905	2.3788709958608454	3.0489732264165132	3.8149304909834436	2.8365650454618274	0.6390155558700924	3.369797853300062	3.3388931217723252	2.6248000587187765	1.6517378577848751	0.6070801317892393	1.5525751387552393	1.372620488983953	0.7941815255330964	2.9263543728263057	2.1348042581512976	0.0	2.884583796904724	0.43554032090288	2.6060994312504664	1.1119520069216255	3.710739051164782	1.7356393512492274	1.508359696013742	0.9218860508066231	3.899601592253225	1.6848626327267793	0.9812861226206722	1.6267839387705838	2.5788314618016077	1.5275346416348212	3.348786178736743	0.66588196849094	2.751813231976471	2.0180661347854363	0.9881262532427362	2.6463817875829183	3.415470509909922	1.8525870768826689	2.558642159766934	2.136085241719246	2.033781329491695	2.8473643894116236	3.2696795494755304	3.0310702139797288	3.097154645908901	2.975501266530739	3.0857434962797727	3.3793346984352572	3.4473837606260123	3.5741517435446437	2.214636219008138	3.2026423043715284	4.869808578478648	2.726890419694046	3.8962993989979484	3.5222313159071152	2.8054128354586294	2.766899793698433	3.262749383434531	3.299345507045928	3.4231994775001393	2.550048081045254	1.1289208400832706	3.5182970309846167	2.5464348364796408	2.4448696601977167	3.781890602300141	2.962643229615303	3.315088707841764	2.6030617530283324	2.867594016181777	3.1391710538772846	2.8070008932962764	1.920638003067889	1.4762596583157845	1.6175891009898031	1.504740634977366	1.5916915137191168	2.6726198360621467	1.8997092452668412	2.3175848213270758	2.8619472730509474	1.6661612771885763	2.124139115050071	2.1260549516374385	2.313730782649802	2.2736569654249594	1.3264261490884623	1.6767746902401741	3.4375008798358504	2.0724456735075916	1.782361028107404
TL1a_FP_141	1.240128259645775	0.9914808174321124	1.1609808301980222	1.7962818078793363	1.2503330383722904	0.12939549085590835	2.486662211066674	4.393098429213717	2.242398643448592	1.0140867617843259	1.3674953722667826	2.75063283713708	1.84119362487512	2.360137567061679	2.9474710218774263	0.07744664941297145	0.7512508175342065	2.884583796904724	0.0	2.896453483096707	0.8229411617842203	2.031494832801154	0.8889434301801248	1.9963048669622274	1.6284840828795286	2.5668288039370726	1.3316540234863017	1.3701680693084055	1.99500785248804	1.8926900517192011	0.3448288994560593	3.051669217537434	0.8400384623790681	2.875087141519985	3.1305544880939697	2.6537260715172826	3.0219350613663454	3.026930941015277	0.5672438933159576	2.036004953341735	1.0361643706175785	0.7862388670960772	1.0360716391192242	1.942486585499636	0.5180752667777514	0.24263386211095334	0.41123958066912475	2.2512223795194326	0.47706389705508034	0.5497534580273409	0.6277574691910661	2.5778867081776204	2.0220757714076205	1.855818591543036	4.046549910142797	1.747145830482361	2.329461694282034	0.7646412054830888	0.8657884148431159	1.8303852310983184	0.47492154044669643	0.4635494186444343	3.297636027372846	0.3510422039199938	2.407028457372218	0.849889203467103	0.4857884136915007	1.2022383604929467	0.9846777542560464	1.1198484850955464	0.9071928351905263	0.6172988346558699	0.7182975574279212	0.3916243707429898	0.15952165291718245	1.157355251778289	2.4393986553628806	1.726468218492153	1.436945189953475	1.5209806872739702	0.6720650458573535	1.310378693767938	1.3524753212084697	0.8568161931755192	1.5486009883190186	1.336153299052622	1.1085637595163331	1.2052909806117067	0.9248268427215466	1.5885371881001384	1.4544488710356167	0.7812834080540071	1.4126997082061223	1.164642462094418
TL1a_FP_174	1.9431617628408138	3.806785814225939	2.3032512782427377	2.8544202521299074	3.7423860251987144	2.859721652937529	0.4437032747777776	3.024417777767413	3.1198477224436565	2.5196381042133447	1.571664777743094	0.44709944060962514	1.3686851792515717	1.6677345166210331	1.2228153187436686	2.9387900766313253	2.1623667829419255	0.43554032090288	2.896453483096707	0.0	2.507680929829518	1.3395213610573078	3.700278800317515	1.5751116408174783	1.6054883481770381	1.1215596182096377	3.806755201640732	1.589804520343701	1.1262946689461206	1.8689501197367928	2.6171766538970678	1.1570212294118127	3.2801294527187674	0.6573455245364838	2.4586486780243315	1.7450244940726778	1.4213949782375104	2.3039546678845952	3.4154031444544493	1.8981225611165096	2.4579434109916383	2.1285618762194187	2.015990575883418	2.6283412983019563	3.2416503815626596	3.0238088102028646	3.088355444352058	2.7490932452303665	3.0360310916550217	3.3806151834319906	3.4260399030985345	3.364178074754992	1.9977871701539878	3.002361825368614	4.586150911462994	2.52575044209973	3.7124338688692045	3.4830748376057366	2.734583891490871	2.555993957909039	3.2549163209475473	3.3001496080710226	3.1056638380604893	2.5794135048624245	0.8622404582241923	3.4881217292842424	2.5095009486772164	2.343464306159191	3.7651701947481238	2.8491009165615675	3.254998833681407	2.5313142050443505	2.8181540644680045	3.1308816857218007	2.8149006442536955	1.8315822308408265	1.2112418853420572	1.8231676844136202	1.6104098188863403	1.5870515615035585	2.784577106632426	1.8559664387971446	2.5184574310399515	2.992201596008533	1.8336240451426975	2.318977982680601	2.276694049827314	2.501658348737119	2.405360074567292	1.3184418946363872	1.8211116387470123	3.5156198894785815	2.281053602792854	1.8754444856369739
TL1a_FP_144	0.9024321214375493	1.3822496055165825	0.6091034035716894	1.0614964863173681	1.2588270742340284	0.8354116591555426	2.078460110956124	3.6111537552262254	1.526616491240066	0.30534583828659634	0.9629960280293881	2.327657778321983	1.2446356837353845	2.4894910578170086	2.856754913410503	0.8296899506589661	0.8456547563387381	2.6060994312504664	0.8229411617842203	2.507680929829518	0.0	2.0367617065661077	1.3117258836880805	1.3802523277649308	1.6610958520659826	2.314440317251735	1.3019177359556733	0.9640611296345685	1.8852760028315791	2.110543261208975	0.8398025825069542	2.401747911444424	0.7922754863504075	2.4816169944766653	2.361063312754552	1.9370737119511952	2.9837093233312526	2.22465401221729	1.1008456915841858	1.7240450933330458	0.3482682143093473	0.7652760192145789	0.7290437114302213	1.1585959199292748	0.8496459178921512	0.7697766373648384	0.7929874605621938	1.4924273614303623	0.6197820573879965	1.0721814584151337	1.0388740278528792	1.907338107141646	1.2734999979359352	1.1420969048318435	3.3569879720941533	0.9587983275731091	1.7770428688972588	1.0370423016782182	0.43227690437158584	1.0404883327021646	0.9305348321146781	1.0073537601885225	2.4965469016064756	0.7838593025070427	1.856022101237144	1.0700215807871003	0.4036756719157018	0.5532326431080329	1.3538801286886764	0.5391856041136804	0.8239833942308091	0.29307930136010696	0.4941870704519257	0.829246353630822	0.7245411349647469	0.7555173363307489	1.8074884282790815	1.9202680585371026	1.3728162073356642	1.1787991738013983	1.3202425769856552	0.880353266673518	1.8522385310807694	1.5892883890595775	1.7303654723962263	1.7489308039505345	1.4956310379430893	1.688622678343613	1.3710104827088	1.3020889548021253	1.6133212663480105	1.5285831397017116	1.8041184463518516	1.2641867496154595
TL1a_FP_142	1.4960583499689795	3.021782471749972	1.954091577830286	2.812854012480052	3.155063120163805	1.9877278957549966	1.1528905426493825	4.0563932953725965	3.2075511241465824	2.141879224871992	1.1963377889412359	1.3830219887442234	1.5145694663055236	0.5399691688334869	1.0785213763131238	2.081635852965968	1.315682641666436	1.1119520069216255	2.031494832801154	1.3395213610573078	2.0367617065661077	0.0	2.9032370317219134	1.793900649857583	0.5597853832728824	1.2398411864745071	3.242176563060931	1.2172133608634315	0.29966712620593583	0.5341085181964011	1.7210276007059244	2.210490923559141	2.6821425674750694	1.4760004311686266	3.134458094236457	2.3836009385143506	1.1426010650974836	3.0106808515554975	2.5861595802416244	1.7572562336335364	2.0876842865731384	1.355900657218002	1.4747464248973379	2.7131641975040734	2.4991451986637485	2.2265556815205096	2.3255539808800236	2.9384458203245027	2.347864125173434	2.5574907848230883	2.64843626178387	3.5047211986085123	2.2341640119718873	2.954064679731585	4.962623275166542	2.5353817226580158	3.639591870633505	2.7605888661532054	2.2450171675918034	2.6024042595333374	2.4662187250233973	2.475927540447923	3.68043686698117	1.7071902282329523	1.5313991079774742	2.787322893050722	1.825262894139002	2.047275354533039	2.9920318506876225	2.48147870746921	2.6768227707217584	1.9282582215887603	2.243267826557691	2.352425158651039	1.9910562256447104	1.3683909226045239	1.8462704624802466	0.5059799806003887	0.7923138953773026	1.241921544621815	1.703308049038022	1.5018063863596163	1.2343590753010087	1.8233717362963588	0.5803871690184721	1.0547840532785173	1.0921793841596257	1.2877264183615154	1.2758510409044266	0.8808013763839624	0.6252712922864693	2.506889291842792	1.0087953296781924	0.8713975459254856
TL1a_FP_62	1.8768871167674797	0.21000490398959706	1.6089289747842412	1.8872959114348715	0.6332088857478887	0.9163185850287681	3.272155560858538	4.751637694967991	2.241800592799829	1.3865990159604242	2.141692098349487	3.5085730082113256	2.505672425990916	3.2312178209129487	3.762454584178759	0.8283725265910779	1.61108216104119	3.710739051164782	0.8889434301801248	3.700278800317515	1.3117258836880805	2.9032370317219134	0.0	2.560253466980426	2.516836202096273	3.2948488693440496	0.7493416700058505	2.1516580881433485	2.862642841082615	2.753457008105536	1.1825614743054123	3.6832532916766576	0.6363260182695604	3.6172616221763767	3.4480452036495186	3.1344928755558934	3.8370269947432467	3.393874008198406	0.3241623231928224	2.562901104784903	1.4368749153702958	1.6406361438904142	1.7234485445023502	2.138297463750766	0.47586298217010214	0.6948500143420269	0.6164787769962566	2.3999940802881072	0.7298661428887441	0.34616164168166524	0.30780533843383706	2.512687719611893	2.4460890961570936	1.8826591817091167	3.8563702183246784	1.9920466445817546	2.0658038863985175	0.3154295381200706	1.1346213743539488	2.0595674400668273	0.44889994906820935	0.42871270427162367	3.4546751448628537	1.1972489893088363	3.107499839212029	0.3465115717124901	1.2063550892859587	1.6120361494388178	0.11218221470017342	1.2432700034490025	0.7026155686759228	1.2472359873669348	0.9833666614799151	0.5720515606006359	0.9192179911662673	1.9284033630950785	3.057172452046088	2.5960883954389993	2.251320791669016	2.222097634331147	1.3650014374347892	1.949061786391937	2.117201077434546	1.4751195215045256	2.424420121088536	2.13874012613976	1.9390241586826058	1.947663575984097	1.7361280514508448	2.394890037618348	2.333765573254023	0.7796001584623835	2.211751446614612	2.03273386138931
TL1a_DTT_245_Repeat	0.8497329715193787	2.67885226603821	0.9569256190325293	1.3898403791938023	2.4320000735216074	1.942919499029427	1.1692568850430651	2.5493299635477236	1.6319584340073336	1.228894582294346	0.9426577264807309	1.237752487866828	0.4569431003319672	2.3323473288889027	2.1084373539991685	2.0042845005515373	1.492256167446301	1.7356393512492274	1.9963048669622274	1.5751116408174783	1.3802523277649308	1.793900649857583	2.560253466980426	0.0	1.7679709704157096	1.3351377619751152	2.529695724789956	1.0325956975538684	1.5594444073623455	2.167198453585365	1.7869108856414424	1.2130481401380082	2.043266024272956	1.3332845685699837	1.403283464567872	0.7361479077180084	2.2927537022400153	1.3922236203782146	2.352715025066642	0.9062851062492651	1.158014802950119	1.475217098716348	1.0025137451793347	1.1786124962115794	2.1365010193370018	2.0070515230926365	1.9898875128447684	1.2677316354174923	1.9605297998133664	2.307075882463299	2.3317762735377174	1.8451900038208444	0.5335273519417437	1.5511809494075097	3.2333259279143594	1.0836484722424171	2.1857760213690445	2.3340777991134596	1.4432308245867997	1.115090302950231	2.167135673638909	2.2464206912729594	1.9498036340131013	1.741292326138335	0.757407995626975	2.266198007181736	1.550740381244941	0.9697488504653795	2.5906786828157586	1.4846584334688593	1.9596461748406213	1.5623821987971709	1.5784252043924578	2.0513478824208558	1.8605740670775743	1.1535042445193235	0.556988140797617	2.0181936566034824	1.2499884926265388	0.7203256415949948	2.117260290194258	0.7258233810600644	2.3162390210382418	2.4450180883160613	1.898661397962164	2.1250390157723276	1.9542526115129044	2.140006560194563	1.938333508683925	0.9835850747064725	1.80774533907683	2.596485541134994	2.120179886683746	1.5369122610440493
TL1a_FP_74	1.3626503832052854	2.609622632587702	1.7344525675535918	2.542071242383621	2.7766216382984	1.6127838831748003	1.3441385529149346	4.098418629507299	2.9698704525169277	1.8288038679748415	0.9360549127249866	1.6566842936165103	1.4128801732284297	0.8814091518868584	1.6291774204182679	1.6897351404381937	0.9517909308897106	1.508359696013742	1.6284840828795286	1.6054883481770381	1.6610958520659826	0.5597853832728824	2.516836202096273	1.7679709704157096	0.0	1.6343191803728567	2.831733525041222	0.9095579911692595	0.5421127563386963	0.6282021557291825	1.3639836229419107	2.2991977556785073	2.297589119750174	1.8148083214669315	3.10359102083107	2.386359885211335	1.702057139069544	2.922763054587568	2.1955624911316156	1.891413230780916	1.7912214425350785	0.9377278382161774	1.2572495510935568	2.4770273477887867	2.101476909972175	1.8337796096852026	1.960906552493411	2.7523559247707814	1.9306628068636618	2.1752480364900877	2.2433091273511576	3.314667415228533	2.1069273884320325	2.6662514596251485	4.763006283545561	2.2866633239597656	3.3692681683203682	2.355057646000411	1.933349769897919	2.357944832625104	2.0854881492817223	2.0896393902412917	3.54536628673974	1.3427619191511284	1.6052283167979293	2.4235967330008177	1.4301375022878624	1.8050662767018892	2.6096060454636665	2.159614950946726	2.3298694667237907	1.5049655423591062	1.9199855847496206	1.9765230095056305	1.6130361733555088	0.9940950562453739	1.8836170476054777	0.4690124617394273	0.7628472920518984	1.2045152221791533	1.4141363651399879	1.35900505302266	1.0694842267852587	1.5099901026120361	0.37395348750857393	0.9076510620987677	0.8489710916833383	1.1433511904720794	1.0116620427737824	0.7894526185729699	0.34561762106904037	2.183630383688176	0.9129493061097947	0.5863688271468914
