	TL1a_DTT_173_Repeat	TL1a_FP_140	TL1a_DTT_76_Repeat	TL1a_FP_207	TL1a_FP_65	TL1a_FP_64	TL1a_DTT_172_Re_extracted	TL1a_FP_209	TL1a_FP_206	TL1a_FP_242	TL1a_FP_77	TL1a_FP_245	TL1a_FP_76	TL1a_FP_102	TL1a_DTT_169_Re_extracted	TL1a_FP_98	TL1a_FP_75	TL1a_FP_173	TL1a_FP_141	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_FP_62	TL1a_DTT_245_Repeat	TL1a_FP_74	TL1a_FP_172	TL1a_FP_171	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_99	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_DTT_244_Repeat	TL1a_FP_101	TL1a_FP_244	TL1a_FP_63	TL1a_DTT_142_Repeat	TL1a_FP_243	TL1a_FP_170	TL1a_DTT_78	TL1a_FP_205	TL1a_DTT_139	TL1a_DTT_171	TL1a_FP_73	TL1a_DTT_209	TL1a_DTT_74	TL1a_FP_139	TL1a_DTT_141	TL1a_DTT_210	TL1a_DTT_241	TL1a_DTT_243	TL1a_DTT_205	TL1a_DTT_206	TL1a_DTT_64	TL1a_DTT_62	TL1a_DTT_65	TL1a_DTT_242	TL1a_DTT_73	TL1a_DTT_63	TL1a_DTT_207	TL1a_DTT_75	TL1a_DTT_246	TL1a_DTT_97	TL1a_FP_169	TL1a_DTT_66	TL1a_FP_61	TL1a_FP_241	TL1a_DTT_140	TL1a_DTT_99	TL1a_DTT_77	TL1a_DTT_98	TL1a_FP_97	TL1a_DTT_170	TL1a_DTT_208	TL1A_DTT_642	TL1A_FP_641	TL1A_FP_689	TL1A_FP_638	TL1A_FP_640	TL1A_FP_685	TL1A_FP_686	TL1A_DTT_640	TL1A_FP_639	TL1A_FP_687	TL1A_DTT_638	TL1A_FP_637	TL1A_FP_688	TL1A_DTT_641	TL1A_DTT_639	TL1A_DTT_687	TL1A_DTT_689
TL1a_DTT_173_Repeat	0.0	2.0205949201766296	0.5011240083427564	1.4488884443073926	1.9174983204138674	1.162807117989757	1.5050356981615909	3.3806049747962583	1.8317974167483635	0.8212085193627712	0.669642389496884	1.6740090420841685	0.8406446642426142	1.9973745033582142	2.0932023298681277	1.244479478176956	0.7650687324052075	1.9559084975851018	1.240128259645775	1.9431617628408138	0.9024321214375493	1.4960583499689795	1.8768871167674797	0.8497329715193787	1.3626503832052854	1.469791807000378	2.050246363607435	0.7857301506518691	1.360026776047966	1.6781213155270098	0.986535748256589	1.9837753137394967	1.4890192638993853	1.7530647838835158	2.1611633002735644	1.5745960627626505	2.2232894402560732	2.1455128932248817	1.6327924054475345	0.8712599049562328	0.7437091475731719	0.8318108157801538	0.23527058814366114	1.4084585416758755	1.4655542790378508	1.2824377310465933	1.2740215577091578	1.6164080879486808	1.3305898935460603	1.5844484735894049	1.6528724752126578	2.0931387615905708	1.0938939238966612	1.5959794754497683	3.6281063685321953	1.2262595240332594	2.1936081997562686	1.6988448845165223	0.9092650310511133	1.3024635183967932	1.4562094665363743	1.5198757602895192	2.5709544235098547	0.9520460904953485	1.3412944453779354	1.629963791061763	0.881225857797952	0.6297798089348406	1.9264657319875058	1.1237364411235287	1.4056052944666364	0.9943795368026399	0.9666803432697627	1.3350231470009164	1.1004744458128302	0.782733120411353	1.3320492796834074	1.5133332315216887	0.7245163052888118	0.36763134314920876	1.2808382059153274	0.1544023251540217	1.5806741669601811	1.6220936938363701	1.3633093504448865	1.4148637788715162	1.2204788191221738	1.3673950366341185	1.1550405426821801	0.7504209620510477	1.2613886379808552	1.7787909248403555	1.4247758977344323	0.9032665430639726
TL1a_FP_140	2.0205949201766296	0.0	1.7357226907220198	1.9379955853327036	0.6266352438110829	1.0415522920340892	3.3815447535366023	4.82396703103761	2.286375989610304	1.477742989614327	2.238857475240996	3.629336086388772	2.605699525222356	3.34445823243463	3.9087246640339752	0.9412970539824631	1.723848262099693	3.831334505763905	0.9914808174321124	3.806785814225939	1.3822496055165825	3.021782471749972	0.21000490398959706	2.67885226603821	2.609622632587702	3.4497184515022057	0.6683073460898583	2.2380865620845385	2.9746763186361083	2.8689218870588884	1.31024505349324	3.775431817975742	0.6891258370701218	3.7504202496766963	3.531091466338536	3.233802935831017	3.9855207087354536	3.4545530338025747	0.45252213656358886	2.7331398871617565	1.5358923698923894	1.7329080613980654	1.8565062809088295	2.1964816160754035	0.5682050444476725	0.8052099323797047	0.7578358580784034	2.467127020082292	0.7860507073770594	0.49191053481876496	0.3839725855272706	2.571124019344176	2.539237819492072	1.918835843150596	3.865311002374772	2.0561927901304453	2.0919219486377947	0.3498739787863886	1.247064500626935	2.1202291779878677	0.5846619852754957	0.5601248671616975	3.4988198287511167	1.3204199640981635	3.2122476938273237	0.4787426693707979	1.2987336438957822	1.7242059629867892	0.21716617125012289	1.31975117047701	0.8016702034099353	1.309089202064838	1.1076131716026834	0.7052252384627901	1.0402341274625166	2.007044246852894	3.161899990669676	2.7093492109049957	2.389077870786858	2.360855819939109	1.5067812023156246	2.0823812609176175	2.2427547244450743	1.589365168382343	2.535232445555067	2.268515851210849	2.0655749876042444	2.0913375530164116	1.868468503632847	2.510396766737203	2.4439405296481396	0.9266133786239524	2.3454906321036164	2.1524632339837626
TL1a_DTT_76_Repeat	0.5011240083427564	1.7357226907220198	0.0	0.9837475019338955	1.5148301977257894	1.1040989023699401	1.8597981689704102	3.297334264218528	1.3863599666500577	0.3911326796358454	0.9249651738344791	2.0305694000259935	1.0084113528679655	2.4525435640276414	2.580762654418605	1.1477584747403644	0.9719146043479049	2.3788709958608454	1.1609808301980222	2.3032512782427377	0.6091034035716894	1.954091577830286	1.6089289747842412	0.9569256190325293	1.7344525675535918	1.9135721569356594	1.6396675161833705	1.0009916292653782	1.7982477453007581	2.109230991679035	1.0359802918665497	2.1281817007466253	1.117516199147833	2.1288572862749833	2.011520746444201	1.5658229531582397	2.717771812055479	1.9923332752440248	1.420224500332141	1.1633569594963316	0.3097670009546243	0.9845558477070656	0.4999743310148869	1.0067394656991322	1.2067339362017855	1.1107690629982068	1.059149754731495	1.243017811932577	1.0690356396278993	1.3722006784018594	1.398083985660652	1.672112163158847	0.9305512859657851	1.121206796687996	3.2127782889470717	0.8186718139709555	1.7063853810779286	1.3969743981479519	0.5038017586876128	0.9008155339100066	1.2335214446278078	1.319997684005257	2.281775556311644	0.9939292785604118	1.5876621343218482	1.3118848114766621	0.7777183691382178	0.15522172545489396	1.6366220959429325	0.6463090958347472	1.0197429069145807	0.8245399979103907	0.6284324056809033	1.1249237343517744	1.0106895043903932	0.9088617192808254	1.4808583018632677	1.9325981698060777	1.1963988111899864	0.8207341241514235	1.4344157737693992	0.4910481979899121	1.911766560298446	1.7748281049692858	1.7636423947169793	1.7746496478577358	1.5495686629809262	1.691355343072484	1.4363735458850242	1.15332718271708	1.6523415808149589	1.7183115177586508	1.8029241563130969	1.2749400894292415
TL1a_FP_207	1.4488884443073926	1.9379955853327036	0.9837475019338955	0.0	1.4572283859308355	1.7902077220850594	2.4418928695863245	2.91755525184375	0.4657792601443795	0.8356702654365606	1.6428879933104592	2.5893649884632297	1.5031480981528735	3.3265659268549737	3.4040178653631523	1.774701023598574	1.8266072607473727	3.0489732264165132	1.7962818078793363	2.8544202521299074	1.0614964863173681	2.812854012480052	1.8872959114348715	1.3898403791938023	2.542071242383621	2.6685190311182754	1.4912309533037214	1.6691283234984908	2.604309344796626	3.012813915756369	1.8301014593668368	2.290662789812099	1.266054616727694	2.7177687202815495	1.6492723607274342	1.5745615419155161	3.5670403550895293	1.5943463170931373	1.835643100883752	1.8934207399797278	0.8568867849797012	1.7634173203675052	1.4428245337618892	0.30953857707553334	1.5798769811346287	1.6510068733833003	1.571593505075335	0.5522171487026358	1.4441077213254694	1.8031927286302942	1.7300207252543602	0.8766864358308967	0.9393475700640771	0.16436815609275907	2.3027002742185765	0.32957370374916367	0.8927294251423467	1.629269193389827	0.9767527593723053	0.317461129979015	1.6783441753876502	1.7792103561171935	1.5701341464821512	1.783090397431137	2.0220892621201494	1.5598947674612424	1.4460983854300142	0.8425332914247715	1.865157773362606	0.6985785884383302	1.2016271060148858	1.3472215412120023	1.1419522486614544	1.6195200012469402	1.6801691733642046	1.5657003029163339	1.7792002842201085	2.8273390763593924	2.120122693102845	1.6799708108152347	2.282517975398711	1.3799267176525964	2.8339403262001723	2.5872249678158687	2.6502550053242615	2.70865630607317	2.4675080799250013	2.6311406500428003	2.3464075616549542	1.9470466789466618	2.533796676749308	2.334777532092872	2.747082071393481	2.1745933907072095
TL1a_FP_65	1.9174983204138674	0.6266352438110829	1.5148301977257894	1.4572283859308355	0.0	1.2750247687170013	3.3045464247104377	4.37092000669036	1.7393465323086725	1.2413698671918212	2.2010055907125006	3.519614694532806	2.435516027894551	3.551757618652863	3.9598480118518693	1.1931756995421798	1.8485312557252378	3.8149304909834436	1.2503330383722904	3.7423860251987144	1.2588270742340284	3.155063120163805	0.6332088857478887	2.4320000735216074	2.7766216382984	3.381408719842386	0.2696775991992845	2.213008908996472	3.059539627411042	3.1030052241412123	1.5083491098547406	3.527625444279574	0.4853140272286101	3.635208405681588	3.0814374194749674	2.8926912606183017	4.063076871115327	3.038799928790961	0.8240693376853074	2.556687909252579	1.3052588509902863	1.8425580071619077	1.7971076466039266	1.747353754348934	0.7353209361018492	1.0100680087734768	0.8865842385084178	1.9743475299182738	0.8671468816321574	0.8208659958345945	0.699662746288463	1.9910632583565009	2.195846351731268	1.4123120267668383	3.2502212397171664	1.646272636160904	1.474643708759948	0.5343057662339309	1.0262412208403624	1.6959092646311755	0.811583556087295	0.8697610112682854	2.9792429523884962	1.5003434145703045	3.045942987102061	0.4597392437532434	1.351516018326083	1.46805897920193	0.5521926877324607	0.9645575473248238	0.5127243853411539	1.3226113202901653	0.9575311402095427	0.8807879419337601	1.2231146017733354	1.996987806930947	2.924774751847815	2.9292615659463386	2.4462914041309176	2.273705896122617	1.817812831144706	1.956260587753984	2.5673233794060812	1.9997387403585831	2.745719779673084	2.547205911812471	2.321206392854221	2.3748218928213882	2.126651379646892	2.499986252729487	2.64106115641569	1.3676155733413118	2.6138843305151047	2.298311557368412
TL1a_FP_64	1.162807117989757	1.0415522920340892	1.1040989023699401	1.7902077220850594	1.2750247687170013	0.0	2.447005106759453	4.364029161112228	2.23222283200757	0.9967694721788182	1.3431356986847711	2.6997283151980067	1.8078689992590777	2.322638781851397	2.877251875214537	0.11553604264103493	0.7134390750751137	2.8365650454618274	0.12939549085590835	2.859721652937529	0.8354116591555426	1.9877278957549966	0.9163185850287681	1.942919499029427	1.6127838831748003	2.4849364373803566	1.3798352372418592	1.3578118109868764	1.9569722023450415	1.85320130118678	0.2692440199382102	3.0201458332868807	0.8673708199261609	2.8129625722050036	3.0956658972051065	2.6126324783048895	2.950243417894913	3.0109899702249487	0.5988155585378105	1.9359230489048713	1.0102849501373452	0.778849130047077	0.9699923844118281	1.9314359953604405	0.5586429056514932	0.2776075978486805	0.3981166040106476	2.2289476279398146	0.5401690357995693	0.5703261028868375	0.6762610224478892	2.553479190570804	1.9878426592712546	1.8572840441762475	4.041925083825863	1.7354278285607077	2.3229295081593486	0.8114765511239518	0.8350709919546146	1.8197970529134695	0.4918857391649238	0.48880972459956357	3.285102726638376	0.2880488088861031	2.368625061140842	0.8562487560726632	0.4904953275288514	1.159715441877769	1.008827408331158	1.111954308663294	0.902949025432246	0.6566126969415613	0.6835269830155716	0.39718124345724426	0.11290592252723299	1.15648961143978	2.3983440032463887	1.6892388646649228	1.3688378859709727	1.4502726873177842	0.5969154766377927	1.244641200683678	1.3022596706343412	0.8254629017845828	1.514081320810792	1.2803624055085103	1.0552379421647886	1.1325557915589177	0.8624513567267229	1.5445199950901627	1.4205825295898944	0.7490973876354466	1.3524981540753138	1.1181856242513026
TL1a_DTT_172_Re_extracted	1.5050356981615909	3.3815447535366023	1.8597981689704102	2.4418928695863245	3.3045464247104377	2.447005106759453	0.0	2.955043470010586	2.7273426343727607	2.0812537034339793	1.1520005130429574	0.3663910063613506	0.9435843887247116	1.5926457357243418	1.2803008123228194	2.525377586742501	1.7636405773960888	0.6390155558700924	2.486662211066674	0.4437032747777776	2.078460110956124	1.1528905426493825	3.272155560858538	1.1692568850430651	1.3441385529149346	0.9419148204400452	3.374891620220748	1.1838247094820293	0.8942489588042553	1.6761498084246378	2.210587081622195	1.0755652744981123	2.8452101321408665	0.6321866003047591	2.210221630152164	1.4619595441310107	1.4824152491026716	2.067278981745547	2.9930311791511377	1.53088736478324	2.018059553863734	1.7322697753191045	1.5795606914727784	2.2302801111457957	2.8147158344836205	2.60275848593489	2.6596252243067435	2.3681582337631517	2.6121337955400716	2.956703982080621	3.0014407425800025	2.9820600456051656	1.6081687927809578	2.592264265017339	4.269166178268409	2.1155793751782928	3.30095858630819	3.054544857868096	2.2931459345853478	2.1515761135105764	2.8287326736626324	2.8776826339289285	2.8331315817797535	2.1709925936971235	0.5211998389308619	3.0522279539180195	2.0884744716006836	1.901934476966233	3.3342672985687645	2.4112206557424796	2.814913372683749	2.113925055071399	2.3782340338253736	2.704390583861231	2.3973760678013476	1.426246384716809	0.8947201970524858	1.593512663302747	1.2345241482209586	1.1540446464487415	2.4071414875520363	1.413795396995691	2.2252438554515237	2.6390683715425	1.5661885430388598	2.0199039382818507	1.9453760857015736	2.176133534527501	2.051160185215213	0.9075300258371771	1.531422079191741	3.11203776995391	1.9895793980535919	1.5170034517013686
TL1a_FP_209	3.3806049747962583	4.82396703103761	3.297334264218528	2.91755525184375	4.37092000669036	4.364029161112228	2.955043470010586	0.0	2.704702895323454	3.4253989893399077	3.3449955911049623	2.808462384924844	2.7632240404470205	4.539533990353253	3.958116861474458	4.395589628141126	3.9854693557445975	3.369797853300062	4.393098429213717	3.024417777767413	3.6111537552262254	4.0563932953725965	4.751637694967991	2.5493299635477236	4.098418629507299	3.271300277944356	4.404190708269316	3.3779518369990362	3.783752223716187	4.538630932998534	4.260855640711787	1.897360384214827	4.13555342664414	2.8513428819745674	1.3228541783952208	1.8138836431304546	4.168563140067299	1.412449310764367	4.632490296219436	3.129582943852001	3.389228584065378	3.9173062293205168	3.5160072474839525	2.6350883549502457	4.377239905898741	4.343693259206425	4.301166919668691	2.40391915521334	4.193190361146287	4.592716783842724	4.556872252590952	2.631600433927058	2.3777306643912572	2.9817848280708374	2.7412477060567864	2.7689493673571444	3.269729925660475	4.491633844624854	3.6608139877331674	2.7055981651279875	4.4526070161153095	4.547984967193608	1.5624079826517794	4.2085477953644945	2.529016514794963	4.419198944792005	3.924731004731712	3.2303773597699434	4.744482852875138	3.509798679100279	4.057600074377336	3.850516443748592	3.835723669325695	4.359293887753819	4.2631139011162595	3.500858198406524	2.241867679696927	4.413389025401282	3.746264617497845	3.258048304517971	4.643190881089399	3.2548889845400337	4.841911230002273	4.968579960131536	4.322024711989789	4.643789418853377	4.480580777933843	4.6836712221478285	4.476556704795485	3.396928156457168	4.2435380086890415	5.0129257004507854	4.6338458282625306	4.034345357685629
TL1a_FP_206	1.8317974167483635	2.286375989610304	1.3863599666500577	0.4657792601443795	1.7393465323086725	2.23222283200757	2.7273426343727607	2.704702895323454	0.0	1.2904054608179318	2.050815653089499	2.831745589900492	1.8188403521074519	3.7320284364367677	3.7156341361116487	2.215605660441043	2.277808320147983	3.3388931217723252	2.242398643448592	3.1198477224436565	1.526616491240066	3.2075511241465824	2.241800592799829	1.6319584340073336	2.9698704525169277	2.9323403887918023	1.7701187364284605	2.082346815835629	2.988866172665302	3.4374661131030106	2.278635378385837	2.4072771691795443	1.646437574633271	2.9431755617415525	1.4869080549939009	1.6316433666581105	3.887167735859437	1.501375537919147	2.231856037872542	2.1273320522890327	1.3051713675022536	2.220324188219416	1.8598221392139938	0.5198637709620854	1.9875609010149877	2.0834469145687384	1.9872160003780588	0.4214459641102537	1.8767751076063157	2.1994505915118268	2.1221758284898375	0.45317865098345494	1.133100463569163	0.4228690774678906	1.84554980963307	0.6871368294707233	0.6680749725299213	2.004930741172675	1.4059693122211268	0.6254807043667197	2.08366106829152	2.1855866084568905	1.25139364926175	2.233991050377845	2.263556693596341	1.9129113259436747	1.9072964338140983	1.259026513823971	2.203321484267802	1.1261550107175855	1.565521185923766	1.8123218586697318	1.565141323820291	2.03567280123152	2.124313852607223	2.0019771921547767	1.9665702268532608	3.2551342013380764	2.5183211182584158	2.038146361394064	2.719754069332302	1.7607501182841436	3.275242220718311	3.031253717365278	3.0829730099375428	3.145915450938193	2.9096476021745303	3.0623581857043614	2.78884561066009	2.3313022792521383	2.967860977577009	2.7311292474827513	3.179794434212434	2.609188678734755
TL1a_FP_242	0.8212085193627712	1.477742989614327	0.3911326796358454	0.8356702654365606	1.2413698671918212	0.9967694721788182	2.0812537034339793	3.4253989893399077	1.2904054608179318	0.0	1.0405328451603129	2.2914968623544385	1.1943520047596174	2.621309515759677	2.8708610235087186	1.002365363215791	1.0113960183461332	2.6248000587187765	1.0140867617843259	2.5196381042133447	0.30534583828659634	2.141879224871992	1.3865990159604242	1.228894582294346	1.8288038679748415	2.250637765583801	1.3215947724592372	1.0720666898209656	1.9810161459025641	2.255590217198928	1.0008274647406956	2.3151888814596977	0.8234603157631835	2.423371786449696	2.144235502758052	1.7626551095983896	3.006007915147171	2.060085016526617	1.2158732677002002	1.5532940924980259	0.08331729012418755	0.9695037343749869	0.7185919715154906	0.9370949654641705	0.9650582705014427	0.922952055168067	0.8843129948771863	1.2435844835025285	0.789071940161102	1.1775686171058652	1.1550181950893954	1.6428816256980094	1.076971354079949	0.9367732803857933	3.1333766135681893	0.7390525838050053	1.5564980715557697	1.128803670654625	0.29297679634499724	0.823921041491456	1.0346037468120253	1.1262826141254927	2.288371505874297	0.9517070744057831	1.8047289469542889	1.0917755320760294	0.6273387893923855	0.29807261724891965	1.4104044864433631	0.34791007227419835	0.7803719733079801	0.5852658988076255	0.4485326675708627	0.9376927933902939	0.8866783063039461	0.9094349451779186	1.7017852214312317	2.069032566933098	1.4249766787164606	1.125695497302552	1.4599747183598983	0.7966817504661984	2.007363462376524	1.7640894695305296	1.8854424359299244	1.8927098383624783	1.6471523238013712	1.8119788723389585	1.5178701460261246	1.3519023797145686	1.7689471820845701	1.6340661316564276	1.9378868715590951	1.3995581190181292
